game_id,rated,start_time,end_time,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
Dx7IUAq7,TRUE,1503490000000,1503490000000,16,resign,black,5+5,darkknight11111,1513,dambrosio1971,1783,d4 e6 d5 exd5 Qxd5 Nf6 Qe5+ Be7 Nc3 d6 Qg3 O-O Bh6 Nh5 Qh4 Bxh4,A40,Horwitz Defense,2
VPEVbQR1,TRUE,1503160000000,1503160000000,60,resign,black,5+5,joto4,1599,darkknight11111,1499,e4 d5 e5 Bf5 d4 e6 Bd3 c5 Bxf5 exf5 c3 cxd4 cxd4 Qa5+ Qd2 Qxd2+ Bxd2 Nc6 Bc3 Bb4 Nf3 Bxc3+ Nxc3 h6 O-O-O g5 Nxd5 g4 Nh4 O-O-O Nf4 Nge7 Rd2 Nb4 Rhd1 Nxa2+ Kb1 Nb4 Rc1+ Kb8 Rc4 Nbd5 Nxd5 Rxd5 Rdc2 Rhd8 Rd2 Rxe5 dxe5 Rxd2 Kc1 Rxf2 Rc2 Rf1+ Kd2 Rf2+ Kc3 Nd5+ Kd3 Nb4+,B01,Scandinavian Defense,2
6Sbq5OF7,TRUE,1503080000000,1503080000000,61,outoftime,white,5+5,ekimm,1539,darkknight11111,1510,e4 Nc6 c3 d5 Qf3 dxe4 Qxe4 Nf6 Qf3 Bg4 Qg3 h5 h3 h4 Qh2 Bh5 g4 hxg3 Qxg3 Ne4 Qf4 Nf6 Bc4 e5 Qg3 Bd6 Qxg7 Rg8 Qh6 Rg6 Qe3 Qe7 d3 O-O-O Na3 Bxa3 bxa3 e4 Bb5 Nd5 Qd2 exd3+ Kf1 Nxc3 Bxd3 Ne4 Qc2 Nd4 Qb2 Ng3+ fxg3 Qf6+ Bf4 Rxg3 Qf2 Be2+ Nxe2 Rf3 Qxf3 Nxf3 Rc1,B00,Nimzowitsch Defense,2
rGBcZxDR,TRUE,1502950000000,1502950000000,72,resign,black,5+5,darkknight11111,1519,gametry1,1557,d4 Nf6 d5 d6 c4 e5 Nc3 c5 e4 a6 Nf3 Be7 h3 h6 Bd3 Bd7 O-O O-O a4 Nh7 Rb1 Bg5 Bxg5 Nxg5 Nxg5 Qxg5 Kh1 f5 exf5 Bxf5 Bxf5 Qxf5 b4 Rf6 Ne2 Nd7 Ng3 Qg6 bxc5 Rb8 c6 Nc5 c7 Rc8 Qg4 Qxg4 hxg4 Rxc7 Nh5 Rf8 a5 Nd3 Rb6 Nxf2+ Kg1 Nxg4 Rxf8+ Kxf8 Rxd6 Rxc4 Rd8+ Ke7 Rf8 Rc1+ Rf1 Rxf1+ Kxf1 Kd6 Nxg7 Ne3+ Ke2 Nxg2,A45,Indian Game: Pawn Push Variation,3
76zcTPyl,TRUE,1502690000000,1502690000000,120,mate,black,5+5,b1vrn,1533,darkknight11111,1507,d4 h5 c4 Nf6 Nc3 d6 e4 Bg4 Nge2 Bxe2 Bxe2 c5 d5 Nbd7 Bg5 a6 a3 b6 Rb1 Qb8 b4 cxb4 Rxb4 a5 Rb1 g6 O-O Bg7 h3 O-O Qd2 Nc5 Qe3 Nfd7 Bxe7 Re8 Bxd6 Qxd6 Nb5 Qb8 f3 f5 Qg5 Bf6 Qxg6+ Kf8 Qxf5 Re5 Qh7 Qe8 Nd6 Qe7 Qxe7+ Bxe7 Nf5 Nf6 Rxb6 Na4 Nxe7 Kxe7 Bd1 Nxb6 Bb3 a4 Ba2 Rg5 Rb1 Nbd7 Rb7 Rag8 g4 hxg4 fxg4 Nxe4 Bb1 Nc5 Rc7 Re5 Bf5 Re1+ Kf2 Rc1 Bxd7 Nxd7 Ke3 Rc3+ Ke4 Rxa3 h4 Rxg4+ Kf5 Rxh4 c5 Rf3+ Kg5 Rff4 d6+ Ke6 Rc8 Rhg4+ Kh5 Rg7 Kh6 Rgf7 c6 R4f6+ Kg5 Rf5+ Kg6 R7f6+ Kg7 Rg5+ Kh7 Ne5 d7 Rf7+ Kh6 Rg6+ Kh5 Rh7#,A40,Queen's Pawn,1
PX5Kg18P,TRUE,1501950000000,1501950000000,24,resign,black,5+5,darkknight11111,1513,dohrenmardes,1695,g3 e5 Bg2 d5 d4 exd4 Qxd4 Nf6 Nc3 Be6 Bg5 c6 Nf3 Be7 O-O h6 Bf4 c5 Qa4+ Bd7 Qb3 Bc6 Rad1 c4,A00,Hungarian Opening,1
2KgJmt74,TRUE,1501450000000,1501450000000,54,mate,black,5+5,darkknight11111,1518,ertugrull01,1716,e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Bc5 d4 Bb6 Nf3 Qh6 Ne5 d5 Bxd5 Be6 Bxe6 fxe6 Qg4 Bxd4 Bxf4 Qf6 Nf3 Bxb2 Bg5 Qf7 Kf2 Nd7 Rd1 Ne5 Qh4 Nxf3 gxf3 Nh6 Nd2 Bxa1 Rxa1 O-O Rg1 Nf5 exf5 Qxf5 Bh6 Qc5+ Ke2 Qxg1 Be3 Qg2+ Bf2 Rad8 Ne4 Qxf3+ Ke1 Rd1#,C33,King's Gambit Accepted |  Bishop's Gambit,5
niiILdcJ,TRUE,1500960000000,1500960000000,155,resign,white,5+5,joelleg,1609,darkknight11111,1526,d4 d5 c4 e6 Nc3 Nf6 Bg5 Bb4 a3 Bxc3+ bxc3 O-O e3 h6 Bh4 dxc4 Bxc4 Bd7 Nf3 Bc6 O-O Nbd7 Ne5 a6 Nxd7 Bxd7 Qf3 b5 Bxf6 Qxf6 Qxf6 gxf6 Bd3 Rac8 c4 bxc4 Bxc4 Bb5 Rfc1 Bxc4 Rxc4 Rfd8 Rc6 Kg7 Rxa6 c5 Ra4 cxd4 Rxd4 Re8 h3 Rc2 Rd7 e5 a4 Kg6 a5 Rec8 a6 Rc1+ Rxc1 Rxc1+ Kh2 Ra1 a7 f5 f4 exf4 exf4 f6 h4 Kh5 Kh3 Ra3+ g3 Ra6 Rd5 Rxa7 Rxf5+ Kg6 Rb5 h5 Rb3 Ra1 Rb2 Rh1+ Kg2 Re1 Kf3 Rf1+ Rf2 Rb1 Kg2 Rb3 Kh3 Rb1 Rg2 Rh1+ Rh2 Rc1 Rf2 Kf5 Kg2 Ke4 f5 Ke3 Rf3+ Ke4 Rf4+ Ke5 Kf3 Rc3+ Kg2 Rc2+ Kh3 Rc1 Rf2 Rh1+ Kg2 Rc1 g4 hxg4 h5 Rc8 Kg3 Rh8 Kxg4 Rg8+ Kh4 Rg5 h6 Rg8 Rf3 Rh8 Kh5 Ke4 Rg3 Kxf5 Rg7 Re8 h7 Re1 Rg4 Rh1+ Rh4 Rg1 h8=Q Rg5+ Kh6 Rg6+ Kh7 Kg5 Qd8 Kxh4 Kxg6,D50,Queen's Gambit Declined: Modern Variation,7
rBQQ1gss,TRUE,1500880000000,1500880000000,80,resign,black,5+5,darkknight11111,1535,joshuaredman,1620,f4 d5 Nf3 c6 g3 Bg4 Bg2 Nf6 O-O e6 d3 h5 Ne5 h4 Nxg4 Nxg4 e4 hxg3 hxg3 Qh4 Rf2 Qh2+ Kf1 Qxg3 Qf3 Nh2+ Ke2 Nxf3 Bxf3 Bc5 Be3 Bxe3 Kxe3 g5 Nd2 gxf4+ Ke2 Nd7 Rg2 Rh2 Rg1 O-O-O Nf1 Rxg2+ Rxg2 Qh4 Rg4 Qf6 exd5 cxd5 Nd2 Ne5 Rg2 Nxf3 Nxf3 Qxb2 Kd2 Qxa2 Ne5 Qa5+ Ke2 Qc3 Nxf7 Qxc2+ Kf3 Qxd3+ Kg4 Qg6+ Ng5 Rg8 Kxf4 Qf5+ Ke3 Rxg5 Rf2 Rg3+ Ke2 Qd3+ Ke1 Re3+,A03,Bird Opening: Dutch Variation,2
vqfOLdgv,TRUE,1500830000000,1500830000000,59,resign,white,5+5,zx10r,1729,darkknight11111,1553,e4 Nc6 Nf3 d5 exd5 Nb4 Bb5+ Bd7 Bxd7+ Qxd7 c4 e6 Ne5 Qd8 Qa4+ c6 dxc6 bxc6 O-O Qb6 a3 Bd6 axb4 Bxe5 c5 Qb5 Nc3 Qxa4 Rxa4 Bxc3 bxc3 Ne7 c4 O-O Bb2 Rfb8 d4 a5 Bc3 h5 bxa5 Rb3 Rc1 Rab8 Kf1 Rb1 Rxb1 Rxb1+ Be1 Nf5 a6 Nxd4 a7 Nc2 a8=Q+ Kh7 Ke2 Rxe1+ Kd2,B00,Nimzowitsch Defense |  Declined Variation,3
QMZ7QL2i,TRUE,1500790000000,1500790000000,50,mate,black,5+5,x2w94,1526,darkknight11111,1542,e4 c5 Bd3 Nc6 f4 a6 c3 b5 Nf3 c4 Bc2 e6 O-O Qb6+ Kh1 Bd6 d3 Qc7 Ng5 h6 Nh3 g5 fxg5 Bb7 Qf3 O-O-O Qxf7 Ne5 Qf2 cxd3 Bb3 hxg5 Nxg5 Ng4 g3 Nxf2+ Rxf2 Bxg3 Rg2 Rxh2+ Kg1 Rxg2+ Kxg2 Bh2 Kf1 Qg3 Be3 Rf8+ Bf2 Qxf2#,B20,Sicilian Defense,2
bgshRM97,TRUE,1500620000000,1500620000000,53,resign,white,5+5,bokushi-san,1508,darkknight11111,1555,e4 Nc6 Nc3 Nf6 d4 e5 d5 Nd4 Nf3 Nxf3+ Qxf3 Bb4 Bd2 O-O a3 Ba5 b4 Bb6 Qg3 g6 Qxe5 Re8 Qg3 Nxe4 Nxe4 Rxe4+ Be2 d6 Qf3 Bf5 g4 Rxe2+ Qxe2 Bxc2 O-O a6 Bc3 Ba4 Qf3 Bb5 Rfe1 Qh4 Bf6 g5 Kg2 Bd7 Qh3 Qxg4+ Qxg4 Bxg4 Bxg5 Rf8 f3,B00,Nimzowitsch Defense: Breyer Variation,6
o5Ju1zM3,TRUE,1497240000000,1497240000000,27,resign,white,5+8,darkknight11111,1531,heathenpawn,1579,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nf6 O-O Bc5 c3 d5 exd5 Nxd5 Re1 O-O Nxe5 Nxe5 Rxe5 Nf4 Rxc5 Qh4 Qf3 Qg5 Rxg5,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
m0oLOaK4,TRUE,1497240000000,1497240000000,43,resign,white,5+8,tekniset,1581,darkknight11111,1541,e4 e5 Nf3 Nc6 Bc4 Nd4 c3 Nxf3+ Qxf3 Nf6 d4 exd4 cxd4 Bb4+ Nc3 Bxc3+ bxc3 O-O Bg5 Re8 e5 h6 Bh4 g5 O-O gxh4 Qxf6 Qxf6 exf6 a6 Rfe1 Rxe1+ Rxe1 Kh7 Bxf7 d5 Bxd5 Bf5 Re7+ Kg6 Rxc7 Re8 Bf7+,C50,Italian Game: Schilling-Kostic Gambit,6
FwwXXz3Q,TRUE,1497190000000,1497190000000,52,resign,black,5+8,darkknight11111,1550,peuplier,1620,d4 d5 Nf3 Nf6 c4 dxc4 Nc3 a6 e4 b5 a4 Bb7 e5 Nd5 Nxd5 Qxd5 Bf4 e6 Be2 Bb4+ Bd2 Be7 O-O O-O axb5 axb5 Rxa8 Bxa8 Bc3 Nc6 Nd2 Nxd4 f3 Nf5 Ne4 Ne3 Qxd5 exd5 Re1 dxe4 fxe4 Nc2 Rd1 Bxe4 Rd7 Bc5+ Kh1 Bb6 Bd2 Re8 Bf4 Bc6,D24,Queen's Gambit Accepted: Bogoljubov Defense,9
ScIT6CAQ,TRUE,1497160000000,1497160000000,82,resign,black,5+8,darkknight11111,1562,urbans,1556,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxe5 Qg5 Nxf7 Qxg2 Rf1 Qxe4+ Qe2 Nxe2 Bxe2 Qxc2 Nc3 Kxf7 Rg1 Bb4 Bh5+ g6 Bd1 Qe4+ Ne2 d5 a3 Bc5 b4 Bd6 Bb2 Be5 Bxe5 Qxe5 Rc1 c6 d4 Qxh2 b5 Bg4 Rxg4 Nf6 Rg3 Rhe8 Rcc3 Ne4 Rh3 Qd6 Rxh7+ Kg8 Rch3 Qf6 Rh8+ Qxh8 Rxh8+ Kxh8 bxc6 bxc6 Nf4 Rg8 f3 g5 Ne6 Nf6 f4 g4 f5 g3 Bf3 Rae8 Bg2 Ng4 Ke2 Re7 Kf3 Rf7 Kxg3 Ne3+ Kf4 Nxg2+ Ke5 Ne3,C50,Italian Game: Schilling-Kostic Gambit,6
tz28kvfl,TRUE,1497150000000,1497150000000,53,resign,white,5+8,rjgdfksla,2167,darkknight11111,1562,e4 c5 Nf3 Nc6 Bb5 e5 O-O d6 c3 Nf6 Re1 Be7 d4 cxd4 cxd4 O-O Bxc6 bxc6 dxe5 dxe5 Qxd8 Bxd8 Nxe5 Ba5 Nc3 Bb7 Bg5 Bxc3 bxc3 Ne8 Be7 f6 Bxf8 Kxf8 Nd7+ Kf7 Nc5 Bc8 Rab1 Bg4 Rb7+ Kg6 f3 Bc8 Rbb1 Nd6 Kf2 Nb5 Rb3 a5 a4 Nd6 Rb6,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
85vCBUEm,TRUE,1492050000000,1492050000000,60,mate,black,10+0,joebertsche,1130,dragonstar1738,1383,e4 e5 f4 exf4 Nf3 d6 h4 Nf6 Ng5 Be7 Bc4 O-O c3 h6 Nf3 Nxe4 d3 Ng3 Rg1 Re8 Nd4 d5 Qf3 dxc4 dxc4 b6 Bxf4 Bd6+ Be3 Ne4 Nd2 Nxd2 Kxd2 Qxh4 Qxa8 Ba6 Qxa7 Bxc4 Nf5 Qh5 Nxd6 cxd6 b3 Qd5+ Bd4 Bb5 c4 Qxd4+ Kc1 Qxg1+ Kb2 Qxg2+ Ka3 Bc6 Qxb6 Nd7 Qg1 Ra8+ Kb4 Qd2#,C34,King's Gambit Accepted |  Fischer Defense,6
CEqCXKo5,FALSE,1491360000000,1491360000000,50,resign,black,17+5,makegus1,1136,dragonstar1738,1383,d3 d5 Bf4 Nc6 Nf3 e6 e4 dxe4 dxe4 Qxd1+ Kxd1 f6 Bb5 Bd7 Nc3 a6 Re1 axb5 Bxc7 Bb4 Bg3 Bxc3 bxc3 Nh6 Nd4 Nxd4 cxd4 O-O e5 f5 f4 Rfd8 Bf2 Ng4 Bg3 Bc6 h3 Rxd4+ Kc1 Nh6 Rd1 Rxd1+ Kxd1 Bxg2 h4 Rd8+ Kc1 Be4 Be1 Rc8,A00,Mieses Opening,1
IanBEqxF,FALSE,1491360000000,1491360000000,37,resign,white,17+5,dragonstar1738,1383,makegus1,1136,e4 e5 Nf3 Nc6 Bc4 Bc5 Ng5 d5 exd5 f6 Ne4 f5 Nxc5 Nd4 O-O b6 Ne6 Bxe6 dxe6 c5 Re1 Qc7 d3 Nf6 c3 b5 Bxb5+ Nxb5 Qf3 Rd8 Bg5 h6 Bxf6 gxf6 Qxf5 Rxd3 Qxd3,C50,Giuoco Piano,6
ghixmFbh,TRUE,1491260000000,1491260000000,76,resign,black,10+10,halma,984,dragonstar1738,1378,d4 d5 e4 dxe4 f3 exf3 gxf3 Nf6 Be3 Nc6 c3 e5 dxe5 Qxd1+ Kxd1 Nxe5 f4 Nd3 Bxd3 Bd6 Nf3 O-O Ng5 Rd8 Nd2 Ng4 Re1 Nxh2 Bxh7+ Kf8 Bg1 Bg4+ Kc2 Bxf4 Nde4 Bf3 Nc5 Rab8 Be4 Bxe4+ Ngxe4 Nf3 Ng5 Nxe1+ Kb3 Nd3 Nh7+ Kg8 Nf6+ gxf6 Ne4 f5 Nf6+ Kh8 Bc5 Nxc5+ Kc4 Ne4 Rh1+ Kg7 Nh5+ Kg6 Nxf4+ Kf6 Nh5+ Ke5 Re1 b5+ Kb4 Rh8 Ng3 Rh2 Rxe4+ fxe4 Kc5 Rxb2,D00,Blackmar-Diemer Gambit: Gedult Gambit,5
C4KNqOlz,FALSE,1491260000000,1491260000000,46,mate,black,10+5,dragonstar1738,1378,purg4tory,1377,e4 e5 Nf3 d5 Nc3 d4 Nb5 Nc6 Bc4 Nh6 d3 Bb4+ Bd2 Bxd2+ Qxd2 O-O Ng5 Nb4 Qxb4 Qxg5 Nxc7 Qxg2 O-O-O Bg4 Rdg1 Qf3 Bd5 Qf4+ Kb1 Bf3 Bxb7 Bxh1 Bxa8 Qxf2 Rxh1 Ng4 Bd5 Nxh2 Qd6 Nf3 Qe7 Nd2+ Ka1 Qf3 Rh4 Qf1#,C40,Elephant Gambit,4
460bfeoq,TRUE,1491260000000,1491260000000,11,resign,white,13+10,dragonstar1738,1372,shadesofdrugs,1003,e4 c5 Nf3 d6 Bc4 a6 Ng5 Nf6 Nxf7 Bg4 f3,B50,Sicilian Defense,4
ghuzGpYo,TRUE,1490840000000,1490840000000,77,mate,white,10+0,dragonstar1738,1364,violeiro,1065,e4 e6 Nf3 b6 e5 Nc6 Bd3 Nb4 Be4 Nd5 Bxd5 Ne7 Bxa8 Nd5 Bxd5 exd5 O-O Ba6 Re1 Be7 Nc3 Bc5 Nxd5 b5 d4 Bb6 Nxb6 axb6 d5 O-O e6 dxe6 dxe6 Qxd1 Rxd1 fxe6 Rd7 Rc8 Re7 Bb7 Ng5 Kf8 Rxe6 Bd5 Rd6 cxd6 Nxh7+ Kg8 Ng5 Rf8 b3 Rf5 a4 b4 a5 Rxg5 Bxg5 Be4 axb6 Ba8 Rxa8+ Kh7 b7 Kg6 b8=Q Kxg5 Qd8+ Kg6 Qxd6+ Kh7 Qxb4 g6 Qh4+ Kg7 Qe7+ Kh6 Rh8#,C00,French Defense: Knight Variation,3
zyBR4G1i,TRUE,1490660000000,1490660000000,20,resign,black,15+0,axmn312,1196,dragonstar1738,1348,d4 d5 c4 dxc4 e3 Bf5 Bxc4 Nc6 Nf3 Nb4 Na3 e6 Bd2 Nd5 O-O Ngf6 Ng5 Bg6 e4 Nb4,D20,Queen's Gambit Accepted: Old Variation,5
vXzBDIeF,TRUE,1490660000000,1490660000000,37,resign,white,10+0,dragonstar1738,1336,turbolover,1088,e4 e6 Nf3 Bc5 Nc3 Bxf2+ Kxf2 Nf6 d3 d5 exd5 exd5 Bf4 Ng4+ Ke1 O-O Nb5 Re8+ Be2 Ne3 Qd2 Nxg2+ Kf1 Bh3 Nxc7 Nc6 Nxe8 Ne5 Bxe5 Qb6 Nd6 Ne1+ Kxe1 Bg2 Bd4 Re8 Bxb6,C00,French Defense: Knight Variation,3
vjG7ATlo,TRUE,1490380000000,1490380000000,89,resign,white,15+0,dragonstar1738,1310,luckygentleman,1273,e4 e5 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Qe2 Nc6 c3 e4 Ng1 Bf5 d3 O-O-O dxe4 Bxe4 Qg4+ f5 Qg3 Re8 Ne2 g6 Bf4 Bd6 Bxd6 cxd6 f3 Bd3 O-O-O Re3 Nf4 Qxa2 Nxd3 Qa1+ Kd2 Rxd3+ Bxd3 Qxb2+ Ke3 Qxc3 Qxd6 Rd8 Qe6+ Rd7 Qe8+ Kc7 Ke2 Nd4+ Kf2 f4 Rhe1 Qb2+ Rd2 Qxd2+ Kf1 Qxd3+ Kg1 Nf5 Qe2 Qxe2 Rxe2 Rd1+ Kf2 Nd4 Re7+ Kb6 Rxh7 Rd2+ Kg1 Ne2+ Kf2 Ng3+ Ke1 Re2+ Kd1 Nf1 Kxe2 a5 Kxf1 a4 Rd7 a3 Rd1 a2 Ra1,C42,Russian Game: Three Knights Game,5
oCvN8zWL,TRUE,1489540000000,1489540000000,17,draw,draw,5+5,killertip,1382,dragonstar1738,1304,e4 e5 Bc4 d6 Qh5 Qe7 d3 Be6 Bb5+ Bd7 Bc4 Be6 Bb5+ Bd7 Bc4 Be6 Bb5+,C23,Bishop's Opening,3
wvpNZ8tu,TRUE,1489200000000,1489200000000,30,resign,white,15+0,dragonstar1738,1285,joaovitor777,1116,e4 c5 Nf3 Nc6 Nc3 Nf6 Bc4 g6 O-O Bg7 h3 O-O d4 Qa5 dxc5 Qxc5 b3 b5 Bxf7+ Rxf7 Bb2 b4 Na4 Qa5 Re1 e5 Qd6 Ba6 Bxe5 Qxe5,B30,Sicilian Defense: Old Sicilian,4
fLl6MPKT,TRUE,1489200000000,1489200000000,77,resign,white,5+10,elbahari,1271,dragonstar1738,1328,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bc5 O-O O-O d3 d6 Be3 Bg4 h3 Bxe3 fxe3 Bxf3 Qxf3 h6 a3 Na5 Ba2 c6 d4 d5 dxe5 dxe4 Qf5 Qd7 exf6 Qxf5 Rxf5 gxf6 Rxa5 a6 Nxe4 Kg7 Rf1 Rfe8 Nxf6 Rxe3 Nh5+ Kg6 Rf6+ Kh7 Rxf7+ Kg6 Rf6+ Kh7 Raf5 Re2 Rf7+ Kg6 R7f6+ Kh7 Rc5 Re1+ Kh2 Rae8 Rf7+ Kg6 Rxb7 R8e5 Rxe5 Rxe5 Nf4+ Kf5 Rf7+ Ke4 Nd3 Rf5 Rxf5 Kxf5 Nb4 c5 Nxa6,C50,Four Knights Game: Italian Variation,8
bOQfpyOQ,TRUE,1503970000000,1503970000000,89,outoftime,white,10+0,norevv,1574,chrisca408,1562,d4 Nf6 e3 d5 Nf3 Nc6 Be2 Bf5 Nc3 e6 a3 Bd6 b4 a6 Bb2 b5 Nh4 Bg6 Nxg6 hxg6 Bf3 Nd7 Be2 Nb6 Bd3 Rxh2 Rxh2 Bxh2 g3 Kd7 Qf3 Qf6 Qg2 Rh8 O-O-O a5 bxa5 Nxa5 Rh1 Nac4 Rxh2 Ra8 Nxb5 Kc6 Nc3 Nxa3 Bxa3 Rxa3 Kd2 Nc4+ Bxc4 Kd7 Bd3 Qe7 Rh1 Qb4 Ke2 Qxc3 Rb1 f5 Qg1 e5 dxe5 Qxe5 Qg2 Kd6 Kf1 c5 Rb6+ Ke7 Qh2 Ra1+ Ke2 c4 Qh8 cxd3+ Kxd3 Ra3+ Ke2 d4 Rb8 dxe3 Qe8+ Kd6 Rb6+ Kd5 Rb5+ Kd6 Rxe5,D04,Queen's Pawn Game: Colle System,5
ILmB542I,TRUE,1503970000000,1503970000000,67,draw,draw,10+0,tayebworld,1590,chrisca408,1561,e4 c5 c4 Nc6 Nf3 g6 d4 b6 d5 Nb8 Bd2 Bg7 Bc3 Nf6 e5 Ne4 Qd3 Nxc3 Nxc3 O-O Qe4 Qc7 d6 Qc6 dxe7 Qxe4+ Nxe4 Re8 Nd6 Rxe7 Nxc8 Re6 Nd6 Nc6 Nb5 Nxe5 Nxe5 Rxe5+ Be2 Rae8 Nc3 a6 O-O Rxe2 Nxe2 Rxe2 Rfe1 Rxe1+ Rxe1 Bxb2 Re8+ Kg7 Rd8 b5 cxb5 axb5 Rxd7 c4 Rb7 c3 Rxb5 c2 Rc5 c1=Q+ Rxc1 Bxc1 Kf1,B20,Sicilian Defense: Staunton-Cochrane Variation,3
vSbb2kCI,TRUE,1503970000000,1503970000000,31,resign,white,10+0,chrisca408,1558,charllyy,1235,d4 e6 c4 d5 Nf3 dxc4 e4 c6 Bxc4 b5 Bb3 Nf6 Qc2 Bb4+ Bd2 a5 Bxb4 axb4 O-O O-O Rd1 Nbd7 Nbd2 Ra7 e5 Nd5 Ne4 f6 Qxc6 fxe5 Qxe6+,D21,Queen's Gambit Accepted: Rosenthal Variation,6
H9J75q9D,TRUE,1503880000000,1503880000000,101,resign,white,15+15,chrisca408,1547,andres10,1567,d4 d5 c4 dxc4 e3 Be6 Nf3 f6 Qa4+ Qd7 Qxd7+ Nxd7 Nbd2 Nb6 a4 a5 Ra3 O-O-O b3 cxb3 Nxb3 Bxb3 Rxb3 Nxa4 Bb5 Nb6 Bd2 a4 Ra3 e6 Ra2 a3 O-O c6 Bd3 e5 Bf5+ Kb8 Ba5 Ka7 Rb1 Na4 Bxd8 Nc3 Rxa3+ Bxa3 Ra1 Nb5 Bd3 Nh6 Bxb5 cxb5 Rxa3+ Kb8 Bb6 exd4 Nxd4 Rc8 h3 g5 Ba7+ Ka8 Bc5+ Kb8 Bd6+ Rc7 Bxc7+ Kxc7 Nxb5+ Kc6 Nd4+ Kd5 Ra7 b6 Rxh7 Ng8 Rb7 Kc5 Kf1 f5 f4 gxf4 exf4 Nf6 Nxf5 b5 Rc7+ Kb4 Nd6 Nd5 Rb7 Nxf4 Rxb5+ Kc3 h4 Nd3 h5 Nc5 Rxc5+ Kd4 Ra5,D20,Queen's Gambit Accepted: Old Variation,5
0W8BmATc,TRUE,1503460000000,1503460000000,37,outoftime,white,10+5,schchesss,1517,chrisca408,1559,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O Bd3 c5 d5 a6 a4 Ne8 O-O f5 Bg5 h6 Bd2 g5 exf5 Bxf5 Qc2 Bg4 Ne1 Bd4 Bh7+ Kh8 Qg6 Nf6 Qxh6 Nxh7 Bxg5 Rf5 h4,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
HY0VcZ2c,TRUE,1503370000000,1503370000000,80,mate,black,10+10,mohammadfazeli,1429,chrisca408,1552,e4 e6 Nf3 d5 exd5 exd5 Qe2+ Be7 Qb5+ Nc6 Ne5 Qd6 Nxc6 Qxc6 Qxc6+ bxc6 d3 h6 b3 Nf6 Bb2 O-O Be2 Re8 Nd2 Bb4 Bxf6 gxf6 O-O-O Rxe2 Nf3 Rxf2 Nd4 c5 Nb5 c6 Nd6 a5 g3 Bg4 Rdf1 Rxf1+ Rxf1 Bc3 Rxf6 Bxf6 Nb7 Be7 a4 Ra7 Nxc5 Bxc5 c3 Be3+ Kc2 f5 c4 dxc4 bxc4 Rb7 Kc3 Kf7 d4 Ke6 d5+ cxd5 cxd5+ Kxd5 Kd3 Rb3+ Kc2 Kc4 h3 Bf3 g4 Be4+ Kd1 Kd3 gxf5 Rb1#,C00,French Defense: Knight Variation,3
4n3jpofq,TRUE,1501370000000,1501370000000,107,resign,white,10+0,betweentwopawns,1741,axp156,1810,f4 d5 Nf3 c5 e3 Nc6 Bb5 Nf6 O-O Qc7 c4 e6 Nc3 a6 Ba4 Bd6 Bxc6+ Qxc6 Qa4 Bd7 Qxc6 Bxc6 cxd5 exd5 Ne2 O-O b3 Rfe8 Bb2 Ne4 d3 Nf6 Bxf6 gxf6 Kf2 Re6 Rfe1 Rae8 Ng3 Bc7 Nf5 b5 Rac1 Bb6 g4 c4 d4 Ba5 Re2 c3 h4 b4 g5 Bb5 Ree1 Bd3 Nh6+ Kg7 Ng4 fxg5 hxg5 Bf5 Nge5 f6 gxf6+ Rxf6 Rg1+ Kh8 Ng5 Bg6 Rh1 Bd8 Nxg6+ Rxg6 Nf7+ Kg7 Nxd8 Rxd8 Rcg1 c2 Rxg6+ hxg6 Rc1 Rc8 Ke2 Kf6 Kd3 Kf5 Rxc2 Rxc2 Kxc2 Ke4 Kd2 a5 Ke2 Kf5 Kf3 Kf6 Kg4 Kf7 Kg5 Kg7 f5 gxf5 Kxf5 Kf7 Ke5,A03,Bird Opening: Dutch Variation,2
E0eME8I9,TRUE,1501370000000,1501370000000,64,resign,black,10+0,forkedagain,1805,betweentwopawns,1727,e4 e6 Nf3 d5 exd5 exd5 d4 c5 c3 c4 Be2 Bg4 O-O Nf6 Bf4 Bd6 Qd2 O-O Na3 Ne4 Qc1 Qf6 Bxd6 Qxd6 Nc2 Ng5 Qd1 Nxf3+ Bxf3 Bxf3 Qxf3 Nd7 Ne3 Nf6 Rfe1 Rad8 Nf5 Qb6 Rab1 Rfe8 Qg3 g6 Nh6+ Kg7 Nf5+ Kg8 Nh6+ Kg7 Ng4 Rxe1+ Rxe1 Nxg4 Qxg4 Qxb2 h4 Qxc3 h5 Qxe1+ Kh2 Qe6 Qg3 Qd6 f4 b5,C00,French Defense: Knight Variation,3
