game_id,rated,start_time,end_time,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
G6NlAmv6,TRUE,1504232061065,1504234420326,128,resign,black,15+15,edessipi,2067,nork,2040,d4 Nf6 c4 e6 Nc3 c5 d5 exd5 cxd5 g6 e4 d6 Nf3 Bg7 h3 O-O Bc4 Re8 Qc2 Na6 Bxa6 bxa6 O-O a5 Re1 Bb7 Bg5 Qb6 Na4 Qb5 Bxf6 Bxf6 Nc3 Qb6 Na4 Qb4 Rad1 c4 a3 Qb5 Nc3 Qc5 Na4 Qc7 Nc3 Ba6 Qa4 Re7 Qc6 Bb7 Qxc7 Rxc7 Nb5 Rd7 Rd2 a6 Nc3 Re8 Na4 Rc7 Rc2 Bg7 Nb6 c3 bxc3 f5 exf5 Rxe1+ Nxe1 Rxc3 Rxc3 Bxc3 Nd3 gxf5 Nc4 Bxd5 Nxd6 Be6 Nc5 Be5 Ndb7 Bc8 Nxa5 Bd6 Nab3 Kf7 a4 Kf6 Nd3 Ke6 Kf1 Kd5 Ke2 Kc4 Na5+ Kd5 g3 Bd7 Nb7 Bxa4 Nxd6 Kxd6 Nf4 Bb3 Kd3 a5 Kc3 a4 Nd3 Kc6 Nc1 Bd1 Nd3 a3 Nb4+ Kc5 Na2 Kd5 Nc1 Ke4 Kd2 Ba4 Ke2 Bb5+ Ke1 Bc4 Kd2 a2,A70,Benoni Defense: Classical Variation |  New York Variation,15
wAawjbSb,TRUE,1504206584726,1504210232267,142,resign,black,15+15,czeslaw62,1782,edessipi,2054,d4 d5 c4 e6 Nf3 Nf6 Nc3 Bb4 Bg5 O-O e3 c6 Bd3 Nbd7 O-O Bxc3 bxc3 h6 Bh4 Qa5 Qc2 dxc4 Bxc4 Nd5 Rac1 N7b6 Bb3 Re8 e4 Ne7 c4 Ng6 Bg3 Nd7 Nh4 Nxh4 Bxh4 c5 d5 exd5 cxd5 Qc7 Bg3 Qd8 d6 Rb8 Qc4 Qf6 Rfe1 b5 Qe2 c4 Bc2 Ne5 a4 b4 Bxe5 Qxe5 Qxc4 Qxd6 Rcd1 Qe6 Qd3 a5 Bb3 Qa6 Qg3 Be6 Rd6 Qc8 Bxe6 Rxe6 Rxe6 fxe6 Qf4 Rb7 Rc1 Qd7 Qe5 Kf7 Qxa5 Ra7 Qxb4 Rxa4 Qe1 Qd4 Rc7+ Kf6 Rc3 Qxe4 Rf3+ Ke7 Re3 Qc6 h3 Rc4 Kh2 Qd6+ g3 Rc2 Rf3 Qd2 Qxd2 Rxd2 Kg2 e5 Re3 Ke6 Kf3 g5 g4 Rd4 Ra3 Rd6 Re3 Rd4 Kg3 e4 h4 Rd3 hxg5 hxg5 Kg2 Rxe3 fxe3 Kd5 Kf2 Kc4 Ke2 Kc3 Kf1 Kd3 Kf2 Kd2 Kg3 Kxe3 Kg2 Ke2 Kg3 e3 Kg2 Kd1,E20,Nimzo-Indian Defense: Ragozin Variation,8
ntXyOrCp,TRUE,1504174214355,1504177666930,133,mate,white,15+15,edessipi,2034,winni6711,1835,d4 d5 c4 c6 Nc3 Bf5 Qb3 Qb6 Qxb6 axb6 cxd5 Nf6 dxc6 bxc6 Nf3 e6 e3 Bb4 Be2 Ne4 Bd2 Nxd2 Nxd2 O-O O-O Nd7 a3 Be7 Bf3 Rac8 Rac1 c5 d5 exd5 Nxd5 Bf6 Nxf6+ Nxf6 Nc4 Rb8 Nd6 Bd7 e4 Rfd8 e5 Ne8 Rfd1 Ba4 Rd2 f6 Bd5+ Kf8 Nxe8 Kxe8 exf6 gxf6 Re1+ Kf8 Re3 Bc6 Red3 Bb5 Rg3 Bc4 Bxc4 Rxd2 Rg8+ Ke7 Rxb8 Rxb2 Rb7+ Kd6 Rxh7 b5 Bf1 c4 Rh3 Ke5 a4 Kd4 axb5 c3 Rh4+ Kc5 Rc4+ Kxb5 Rxc3+ Kb6 Rf3 Kc7 Rxf6 Kd7 h4 Ke7 Rg6 Kf7 h5 Rb4 g4 Rb8 Bc4+ Ke7 Kg2 Rb4 Bg8 Rf4 Kg3 Rf8 f4 Rf6 Rxf6 Kxf6 Bd5 Kg7 g5 Kh8 Kg4 Kh7 Kf5 Kg7 Ke6 Kh7 Kf7 Kh8 Bb3 Kh7 g6+ Kh8 g7+ Kh7 g8=Q+ Kh6 Qg6#,D10,Slav Defense #2,5
XIfG6898,TRUE,1504082723815,1504084450708,43,resign,white,15+15,edessipi,1959,mikhalych,1953,d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 Bf4 O-O h3 Nbd7 e3 h6 cxd5 exd5 Bd3 c5 O-O a6 a4 Re8 Re1 Nf8 Bg3 Ne6 Ne5 cxd4 exd4 Nxd4 Bxa6 Nf5 Bb5 Bd7 Nxd7 Nxd7 Qxd5 Nxg3 Bxd7 Ra5 Qxb7 Rg5 Bxe8,D37,Queen's Gambit Declined: Harrwitz Attack,9
uCoyHCOE,TRUE,1504047194796,1504050971932,147,resign,white,15+15,edessipi,1922,notsoberacct,1798,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bg5 Nbd7 e3 Be7 cxd5 cxd5 Bd3 O-O O-O a6 a4 h6 Bxf6 Nxf6 e4 dxe4 Bxe4 Nxe4 Nxe4 b6 Nc3 Bb7 Ne5 Qd6 Nc4 Qc6 Ne3 Bg5 d5 exd5 Nexd5 Rad8 Qf3 Rxd5 Nxd5 Qxd5 Qxd5 Bxd5 Rfd1 Bc4 Rd6 Bf6 Rxb6 Re8 Rd1 Re2 b4 Bd4 Rb8+ Kh7 Rf1 Bxf2+ Kh1 Ra2 Rc1 Rxa4 h3 Bb5 Rb7 Rxb4 Rxf7 Bd4 Rf4 Rb2 Rxd4 a5 Ra1 a4 Rd6 Rb4 Rb6 Rb3 Kh2 a3 Rb8 Bc4 Rxb3 Bxb3 Rxa3 Bg8 Ra7 Kg6 g4 Bd5 Kg3 Bb3 Kf4 Bc4 h4 Kf6 Rc7 Bb5 Rb7 Bc4 g5+ hxg5+ hxg5+ Kg6 Rb6+ Kf7 g6+ Ke7 Ke5 Ba2 Rb7+ Kf8 Rb8+ Ke7 Kf5 Bc4 Rb7+ Kf8 Rb8+ Ke7 Rh8 Bb3 Ke5 Ba2 Rh1 Bb3 Rf1 Bc4 Re1 Kd7 Kd4 Ba2 Ra1 Ke7 Rxa2 Kf6 Ra6+ Kg5 Ke5 Kh6 Kf5 Kh5 Ra8 Kh4 Rg8,D52,Queen's Gambit Declined,11
zURcNpug,TRUE,1504031400183,1504033141143,48,mate,black,15+15,mikro46,1911,edessipi,1844,e4 e6 d4 d5 Nc3 Bb4 exd5 Bxc3+ bxc3 exd5 Bd3 Nf6 Ba3 Nc6 Nf3 Ne7 Qe2 Be6 Rb1 Rb8 Ng5 Qd7 O-O O-O Rfe1 Rfe8 Nxe6 Nc6 Bf5 Nd8 Qf3 Nxe6 Re5 g6 Bxe6 Rxe6 Rbe1 Rbe8 Bc1 Ne4 Bh6 Rxe5 Rxe4 Rxe4 h4 Rxh4 Bg5 Re1#,C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7
OCyFRjMO,TRUE,1504014897806,1504017035632,50,resign,black,15+15,buch99,1787,edessipi,1757,e4 e6 Nc3 d5 exd5 exd5 d4 Nf6 Nf3 Be7 Bf4 O-O Bd3 Bd6 Bg5 Re8+ Be2 c6 O-O h6 Bh4 Bf5 Re1 Nbd7 h3 g5 Bg3 Bxg3 fxg3 Qc7 g4 Bg6 Bd3 Rxe1+ Nxe1 Bxd3 Qxd3 Re8 Nf3 Ne4 Re1 Ndf6 Ne5 Qb6 Nxe4 dxe4 Qf1 Qxd4+ Kh1 Qxe5,C00,French Defense: Queen's Knight,3
CVnq41kq,TRUE,1504008427445,1504009977447,67,mate,white,15+15,edessipi,1710,edson11,1499,d4 Nf6 c4 e6 Nc3 c6 Nf3 d5 Bg5 Be7 e3 h6 Bxf6 Bxf6 cxd5 cxd5 Bd3 Bd7 O-O g5 Re1 g4 Nd2 h5 Nb3 Bg5 e4 Bc6 exd5 Bxd5 Nxd5 Qxd5 Re5 Qd8 Bb5+ Nc6 Na5 a6 Nxc6 bxc6 Bxc6+ Kf8 Bxa8 f6 Rxe6 Qxa8 Qa4 g3 Qa3+ Kg7 Re7+ Kg6 Qd3+ Kh6 fxg3 Qd8 Rae1 Qa5 h4 Bd2 Re8 Rxe8 Rxe8 Be1 Rh8+ Kg7 Qh7#,D43,Semi-Slav Defense,8
JrE3y1Ao,FALSE,1504186949480,1504187206531,19,resign,white,10+5,cocororo,1519,tajsk,1135,e4 e5 d4 Nc6 dxe5 Nxe5 Nf3 Nxf3+ Qxf3 Nf6 Bc4 Bc5 e5 d5 exf6 Qxf6 Qxf6 gxf6 Bxd5,B00,Nimzowitsch Defense: Kennedy Variation |  Paulsen Attack,7
k1tU3Z2d,FALSE,1504185782353,1504185853775,16,resign,white,7+2,alamsyahwk,1752,cocororo,1519,e4 e6 d3 d5 exd5 exd5 Nc3 Qe7+ Be2 Nf6 Nf3 Nc6 Bg5 h6 Nxd5 Qe5,C00,French Defense: King's Indian Attack,3
1IocIO14,FALSE,1504185258973,1504185723749,64,mate,black,7+2,cocororo,1519,alamsyahwk,1752,e4 e5 d4 exd4 c3 dxc3 Bc4 Nc6 Nxc3 Nf6 Nf3 h6 Bf4 Bb4 O-O Bxc3 bxc3 O-O e5 Nh7 Qd3 Ng5 Bxg5 hxg5 Qe4 d6 exd6 cxd6 Bd3 g6 Bc4 Bf5 Qd5 Qe7 Rfe1 Qf6 Nd4 Nxd4 cxd4 b6 Rad1 Rae8 Rxe8 Rxe8 h3 Be4 Qb5 Rf8 Re1 d5 Bxd5 Bxd5 Qxd5 Rd8 Qb7 Rxd4 Qc8+ Kg7 Re8 Rd1+ Kh2 Qf4+ g3 Qxf2#,C21,Danish Gambit,5
EOsvLt8q,FALSE,1504184750596,1504185199461,65,mate,white,7+2,cocororo,1519,george0,1304,e4 e5 d4 d6 dxe5 Be6 Nf3 Nc6 Bf4 f6 exd6 cxd6 Bb5 f5 Bxc6+ bxc6 exf5 Bxf5 Bg5 Nf6 O-O Be7 Bf4 d5 Nd4 Qd7 Qf3 O-O-O Qc3 c5 Nxf5 Qxf5 Qf3 Qxc2 Nd2 Qxb2 Rfb1 Qd4 Qh3+ Nd7 Be3 Qe5 Rc1 d4 Nc4 Qc7 Bd2 h6 Qg4 g5 Rab1 Rdf8 f3 Qc6 Ba5 Bd8 Bxd8 Kxd8 Na5 Qa6 Nc4 Kc7 Qg3+ Kc6 Qd6#,B07,King's Pawn Game: Maroczy Defense,4
IXYHqecN,FALSE,1504167403728,1504167708465,28,resign,white,15+0,cocororo,1519,mw0874,1445,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 d6 Nf3 h6 Qb3 Qf6 Bxf6 Nxf6 Bxf7+ Kd8 Qa4 c6 Qb4 b6 e5 Nd5 Qg4 Bxg4 Nh4 dxe5,C21,Danish Gambit Accepted,9
XTjMWwoA,TRUE,1503380495095,1503380711669,34,resign,black,10+0,koroal,1165,cocororo,1504,e4 e5 g3 Nc6 Nf3 Nf6 Bg2 Nxe4 O-O Nf6 d3 Bc5 Ng5 O-O Qf3 Nd4 Qd1 d6 Na3 Bg4 Qd2 Nh5 h3 Be6 c3 Nc6 d4 exd4 cxd4 Bxd4 Qxd4 Nxd4 Nc4 Bxc4,C44,King's Knight Opening: Konstantinopolsky,5
VWRFBB4x,TRUE,1504083216346,1504084739926,52,outoftime,black,5+5,serial__chiller,1800,tillinator97,1023,e4 e5 Nf3 d6 Nc3 Nf6 Bc4 Nxe4 Nxe4 d5 Bxd5 Qxd5 d3 Bf5 Ng3 e4 dxe4 Bxe4 Nxe4 Qxe4+ Be3 Be7 O-O O-O Re1 Rd8 Qxd8+ Bxd8 Bg5 f5 Rxe4 fxe4 Bxd8 exf3 Bxc7 Nc6 Rd1 a5 Kf1 b5 Rd5 b4 Rc5 Ra6 Rf5 a4 Bd6 g6 Rxf3 Nd4 Rf8+ Kg7,C41,Philidor Defense #2,4
N75HHdwO,TRUE,1504006431400,1504007248211,48,mate,black,10+5,nagibator001,1804,serial__chiller,1789,e4 c6 Bc4 d5 exd5 cxd5 Be2 e5 Nf3 Nc6 c3 f5 h3 Nf6 d3 Be6 O-O Bd6 Nbd2 O-O d4 e4 Ne1 f4 Bb5 Ne7 f3 e3 Nb3 Qc8 Nc2 Nh5 Kh2 Rf6 Re1 Rh6 Nc5 Bf5 Bd3 Bxh3 gxh3 Ng3 Bf1 Nxf1+ Rxf1 Qxh3+ Kg1 Qg3#,B00,Caro-Kann Defense: Hillbilly Attack,3
SLmKNedU,TRUE,1504004245552,1504005937274,87,outoftime,white,10+5,serial__chiller,1777,nagibator001,1807,e4 e5 Nf3 Nc6 Bb5 Nge7 d3 h6 c3 a6 Ba4 d6 O-O Ng6 Nbd2 Bd7 Nc4 Be7 Be3 O-O d4 Bg4 d5 Na7 h3 Bc8 b4 b5 Ncxe5 dxe5 Bc2 Bd6 Nd2 Qh4 Qf3 Nf4 Kh2 f6 a4 Bd7 a5 Nc8 Rh1 Ne7 g3 Qxh3+ Kg1 Qg4 Qxg4 Bxg4 gxf4 exf4 Bd4 c6 f3 Bd7 Bb3 Kh8 Kf2 cxd5 exd5 Nf5 Bc5 Rfe8 Ne4 Bxc5+ bxc5 Re5 Rag1 Ne3 Nxf6 Bf5 Nh5 g5 Nf6 Kg7 Ng4 Bxg4 fxg4 Nxd5 Rd1 Ne3 Rd7+ Kf8 Kf3 Nc4 Rxh6,C60,Ruy Lopez: Cozio Defense,6
QRCwG78Z,TRUE,1502283587185,1502284521563,60,resign,black,10+0,serial__chiller,1782,fft,2015,d4 d5 c4 e6 e3 Nf6 Nc3 c6 Nf3 Nbd7 Qc2 Bd6 e4 dxe4 Nxe4 Nxe4 Qxe4 Nf6 Qc2 c5 a3 cxd4 Nxd4 Qa5+ Bd2 Qe5+ Ne2 Bd7 g3 Bc6 Bf4 Qa5+ Bd2 Qh5 Rg1 Qxh2 c5 Bc7 O-O-O Qxf2 Bc3 Qxc5 Bh3 Ne4 Bg2 Nxc3 Bxc6+ Qxc6 Nxc3 O-O Rh1 h6 Rh3 Be5 Rdh1 f5 g4 fxg4 Rxh6 Bf4+,D45,Semi-Slav Defense: Stoltz Variation |  Center Variation,13
dZqORfA5,TRUE,1502283073594,1502283555023,52,resign,white,10+0,oo_anzar_oo,1961,serial__chiller,1788,d4 c6 c4 d5 Nc3 Bf5 e3 e6 Nf3 Bb4 a3 Ba5 b4 Bc7 Nh4 Ne7 cxd5 cxd5 Bd3 Bxd3 Qxd3 Nec6 Nf3 a6 O-O O-O Na4 Nd7 Bb2 Nf6 Nc5 a5 b5 Ne7 Nxb7 Qb8 Nc5 Nf5 a4 Nd6 Rac1 Bd8 Ne5 Ra7 Ba3 Re8 Na6 Rxa6 bxa6 Nde4 Nc6 Qc7,D10,Slav Defense #2,5
1UFFDUz2,TRUE,1502282366073,1502283052927,46,resign,black,10+0,fabio63,1622,serial__chiller,1781,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bb5 Bg4 O-O e6 Nbd2 g6 Qe1 a6 Bxc6+ bxc6 Ne5 Bf5 Nxc6 Qc7 Ne5 Bxc2 Nb3 Bxb3 axb3 Bg7 Bf4 Qb6 Qc3 Ne7 Be3 O-O Nd7 Qd6 Nxf8 Rxf8 Rfc1 Nf5 Qd2 Qb6 Qd3 Ra8 Rc6 Qxc6,B10,Caro-Kann Defense,2
oehCCZD9,TRUE,1502279130582,1502279480652,31,resign,black,10+0,ekorgan,1727,serial__chiller,1760,d4 c6 e4 d5 e5 Bf5 Nc3 e6 Nf3 Bb4 Bd2 Ne7 a3 Ba5 Nh4 Nd7 Nxf5 Nxf5 Bd3 c5 Qg4 g6 Bg5 Qc8 Bf6 Nxf6 exf6 cxd4 b4 Qxc3+ Kd1,B12,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack,7
2DSBz6zb,TRUE,1502278424375,1502279119794,55,resign,white,10+0,serial__chiller,1750,ekorgan,1737,d4 d5 c4 c6 e3 Nf6 Nc3 e6 Nf3 Be7 Qc2 O-O e4 dxe4 Nxe4 Nbd7 h3 b6 Be3 Bb7 Be2 c5 Nxf6+ Bxf6 Rd1 Qc7 O-O Bxf3 Bxf3 Rad8 d5 Ne5 Be4 Ng6 dxe6 Rxd1 exf7+ Qxf7 Rxd1 Be5 Bd5 Nf4 Bxf4 Bxf4 Bxf7+ Rxf7 Rd8+ Rf8 Rxf8+ Kxf8 Qf5+ Kg8 Qxf4 h6 Qb8+,D45,Semi-Slav Defense: Main Line,9
vlyPnIfJ,TRUE,1502197207150,1502198040772,82,resign,white,10+0,bandit01,1698,serial__chiller,1753,e4 c6 Nc3 d5 exd5 cxd5 d4 Nc6 f4 Bf5 Nf3 e6 Bb5 a6 Bd3 Nge7 O-O Bg4 Be3 Nf5 Qe1 Bxf3 Rxf3 Nfxd4 Bxd4 Nxd4 Re3 Qb6 Kh1 Bd6 Nxd5 Qxb2 f5 e5 Rb1 Qa3 Rxe5+ Kd8 Nb6 Bxe5 Qxe5 Nc6 Qd5+ Kc7 Nxa8+ Rxa8 Qxf7+ Qe7 Qc4 b5 Qf4+ Kb7 Be4 Re8 Re1 Kb6 Qf2+ Kc7 Qg3+ Kb6 h3 Nd4 Qe3 Kc5 c3 Qxe4 Qxe4 Rxe4 Rxe4 Nc6 g4 Kd5 Re6 a5 Kg2 b4 cxb4 Nxb4 a3 Nc2 Ra6 Nxa3,B11,Caro-Kann Defense,4
6CHwEtki,TRUE,1502196706439,1502197178146,21,resign,black,10+0,serial__chiller,1762,hartonorahman,1842,d4 Nf6 c4 e5 e3 c5 dxe5 Ne4 Qg4 d5 Qd1 Be6 Bd3 Qg5 cxd5 Bxd5 Bxe4 Bxe4 Qa4+ Bc6 Qf4,A51,Indian Game: Budapest Defense,4
TaJPxLiw,TRUE,1502371242987,1502371738060,32,mate,black,15+3,srn3000,1336,kylarr,1275,c4 Nf6 Nc3 g6 g3 Bg7 Bg2 h5 d4 h4 gxh4 Rxh4 e3 c6 Nf3 Rh8 Ng5 d5 c5 Bg4 Qb3 b6 e4 bxc5 Qb7 cxd4 Qxa8 dxc3 bxc3 dxe4 Nxe4 Qd1#,A16,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,3
r2khP5Vs,TRUE,1502370544586,1502371233930,43,resign,black,10+3,kylarr,1295,davidena,1311,d4 d5 c4 dxc4 e4 b5 Nc3 Nc6 d5 Ne5 Nxb5 e6 a3 exd5 exd5 Bg4 f3 Bd7 Nc3 Qh4+ g3 Qf6 Bf4 Bf5 Ne4 Bxe4 fxe4 Bd6 Qa4+ Nd7 Ne2 Bxf4 Nxf4 Qxb2 Rd1 Qc3+ Rd2 Qe3+ Be2 Qxe4 O-O Qe3+ Kh1,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
IVrAnmJv,TRUE,1498858500484,1498859604393,81,resign,black,10+5,kylarr,1325,iriskesss,1379,d4 d5 c4 dxc4 e4 b5 Nf3 f6 Nc3 c6 h3 a6 Bf4 Nd7 a4 b4 Na2 b3 Nc3 e5 dxe5 Nxe5 Qxd8+ Kxd8 Nxe5 fxe5 Bxe5 h5 Bxc4 Ne7 Rd1+ Ke8 f3 Rh6 Bxb3 Be6 Bc2 Nc8 Ne2 Bb4+ Bc3 Bxc3+ Nxc3 Nb6 O-O Nc4 Kf2 Nxb2 Rd6 Rc8 Rb1 Nc4 Bb3 Nxd6 Bxe6 Rxe6 Rb6 a5 Ra6 Nc4 Ne2 Rd6 e5 Rd2 f4 Ke7 g4 hxg4 hxg4 Ke6 Ra7 g6 Rg7 g5 Rxg5 Rf8 Rg6+ Kd5 Kg3 Rxe2 e6,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
vZvrBGAQ,TRUE,1498775003078,1498775311251,31,mate,white,10+2,kylarr,1302,an73r05,1293,d4 d5 c4 e6 Nf3 dxc4 e4 Bb4+ Nc3 e5 Bxc4 Bg4 d5 Nf6 Bd2 Bxc3 Bxc3 Nxe4 Bxe5 Nxf2 Kxf2 O-O Qd4 Bxf3 gxf3 b6 Bd3 c5 Qe4 Nd7 Qxh7#,D21,Queen's Gambit Accepted: Rosenthal Variation,6
9ptYOW8L,TRUE,1498774666571,1498774979243,27,resign,white,10+5,miriyalavikram,1431,kylarr,1320,d4 d5 c4 Nc6 cxd5 Qxd5 Nf3 Nf6 Nc3 Qd8 e4 e6 Bb5 Bb4 Bg5 O-O e5 a6 Bxc6 Bxc3+ bxc3 bxc6 exf6 gxf6 Bh4 Qd5 Bxf6,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6
awZ3R17W,TRUE,1492935323578,1492935988612,42,resign,white,12+10,dagobertzeiler,1333,kylarr,1347,e4 c6 Bc4 d5 exd5 cxd5 Bb3 Nf6 Nc3 Bf5 Nf3 e6 O-O a5 d3 a4 Bxa4+ Nc6 Bf4 Bd6 Bxd6 Qxd6 Nb5 Qb4 Nc7+ Kd7 Nxa8 Rxa8 Bxc6+ bxc6 Ne5+ Kd6 Nxf7+ Kc7 Ne5 Bg4 Nxg4 Nxg4 c3 Qf4 g3 Rf8,B00,Caro-Kann Defense: Hillbilly Attack,3
RS68WCJP,TRUE,1484944672153,1484945403763,46,resign,white,10+5,kylarr,1345,sendy1311,1340,d4 e6 e4 d5 Nc3 Bb4 a3 Bxc3+ bxc3 dxe4 Bc4 f5 f3 Nc6 Bf4 exf3 Nxf3 Na5 Ba2 Nf6 Bg5 O-O O-O h6 Bh4 g5 Bg3 g4 Ne5 Nh5 Bf2 Qg5 g3 f4 Qxg4 Qxg4 Nxg4 fxg3 hxg3 Nc6 Rae1 Kh7 Bxe6 Bxe6 Rxe6 Rae8,C15,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit,7
jwaipTby,TRUE,1484867689463,1484869315827,124,mate,black,10+10,joueur2104,1444,kylarr,1300,e4 c6 d4 d5 e5 Bf5 g4 Bg6 f4 Be4 Nf3 e6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Qb6 Qe2 Nd7 O-O-O Ne7 Bg2 Ng6 Qe3 h5 g5 Ne7 Rhg1 Nf5 Qe1 a5 Nd2 Bxg2 Rxg2 c5 Qf2 cxd4 Bxd4 Nxd4 Nf1 Nf5 Qd2 Rc8 g6 f6 exf6 gxf6 g7 Rg8 Qe2 h4 Qh5+ Ke7 Nd2 Ne3 Rg6 Qc6 c3 Nxd1 Qh7 f5 Kxd1 Nf6 Qxh4 Qe8 Nb3 Qxg6 Nxa5 b6 Nb3 Qxg7 Nd4 Qg4+ Qxg4 Nxg4 Nb5 Nxh2 Na7 Rc4 Kc2 Rxf4 Nc6+ Kd6 Nd4 Nf3 Nb5+ Kc5 Nc7 Rg2+ Kb3 Re4 Na6+ Kb5 Nc7+ Kc6 Na6 Ne5 Nb4+ Kd6 Nc2 f4 Nd4 Rxd4 cxd4 f3 dxe5+ Kxe5 Kb4 f2 Kb5 f1=Q+ Kc6 Rxb2 Kd7 Rxa2 Kc6 Qc1+ Kd7 Ra7+ Ke8 Qc6+ Kf8 Qc8#,B12,Caro-Kann Defense: Advance Variation |  Bayonet Attack,7
u1g5LTHq,TRUE,1484338470907,1484339443943,46,outoftime,black,10+10,kylarr,1331,khosro1340,1374,d4 b6 e4 Bb7 Nc3 Nf6 Bd3 d5 e5 Ne4 f3 Nxc3 bxc3 a6 Ba3 e6 Qc1 Bxa3 Qxa3 Qh4+ g3 Qe7 Qxe7+ Kxe7 Ne2 c5 O-O cxd4 cxd4 Nc6 c3 Rac8 Rab1 b5 a4 f6 f4 fxe5 fxe5 h5 axb5 axb5 Rxb5 Ba6 Rb6 Bxd3,A40,English Defense #2,2
TciMcYZX,TRUE,1483730984312,1483732086676,85,resign,white,5+8,maumau62,1387,kylarr,1368,e4 c6 Nf3 d5 e5 Bg4 d4 e6 Be2 Bxf3 Bxf3 c5 O-O Nd7 c3 cxd4 cxd4 Nb6 b3 Ne7 Nd2 Nc6 Bb2 Be7 Be2 Nd7 Nf3 Qb6 a4 a5 Ba3 Nb4 Bb5 Rc8 Rc1 Nc6 Bxe7 Kxe7 Qd2 h6 h3 Na7 Bxd7 Kxd7 Rc5 Rxc5 dxc5 Qxc5 Rc1 Qb6 Nd4 Rc8 Rxc8 Kxc8 Kh2 Nc6 Nb5 Qa6 Qc3 Kd7 Nd6 Ke7 f4 Qb6 f5 Qb4 Qxb4 axb4 Nxb7 Nxe5 a5 Kd7 a6 Kc7 Nc5 exf5 Kg3 g5 a7 Kb6 a8=Q Kxc5 Qc8+ Kd4 Qxf5,B10,Caro-Kann Defense,2
pi46u5H1,TRUE,1482266073959,1482266470210,39,mate,white,10+5,vate01,1419,kylarr,1425,d4 d5 Nf3 Nc6 e3 Nf6 h3 Bf5 Bd3 Bg6 O-O Ne4 Bxe4 Bxe4 Nbd2 f5 Ng5 e5 Ne6 Qe7 Nxf8 Rxf8 Nxe4 fxe4 dxe5 Nxe5 Qxd5 Nc6 Bd2 Rd8 Qb3 Rxd2 Qxb7 Rxc2 Rfd1 Qf6 Qc8+ Nd8 Qd7#,D02,Queen's Pawn Game: Chigorin Variation,4
13Bhzfum,TRUE,1482084158042,1482085205189,38,outoftime,black,10+5,parabailarlabamba,1263,kylarr,1387,Nf3 d5 d4 Nf6 Nc3 Bf5 e3 e6 Be2 Nbd7 O-O c5 Na4 a6 c3 Be7 Ne5 Nxe5 dxe5 Nd7 b3 b5 Nb2 O-O c4 Nb6 cxb5 axb5 Bxb5 Qb8 Bd3 Be4 Bd2 Qxe5 Bxe4 dxe4 Nc4 Qc7,D02,Queen's Pawn Game: Symmetrical Variation,4
hUEg89zo,TRUE,1481494557315,1481495321708,53,resign,white,10+5,lukat92,1433,kylarr,1458,e4 c6 d4 d5 e5 Bf5 Bd3 Bxd3 Qxd3 e6 Qg3 Ne7 Bg5 Qc7 Bxe7 Bxe7 Qxg7 Rf8 Qxh7 Nd7 c3 O-O-O Qd3 Rg8 g3 c5 Ne2 c4 Qe3 Kb8 b4 Nb6 O-O Bg5 Qf3 Rdf8 Nf4 Qe7 Nh5 Rg6 h4 Bh6 Nf4 Nd7 Nxg6 fxg6 Qg4 Qf7 f3 Be3+ Kg2 Rg8 f4,B12,Caro-Kann Defense: Advance Variation,5
vFtmDOwT,TRUE,1481314410456,1481315346845,63,resign,white,10+5,kylarr,1372,miki_von_ra2n,1393,d4 d5 c4 c6 Nf3 h6 Nc3 e6 Bf4 Bb4 e3 Bxc3+ bxc3 Nf6 Be2 Ne4 Qc2 Nd7 Nd2 Qh4 Nxe4 dxe4 Qxe4 Nf6 Qd3 O-O c5 Nd5 Bd6 Re8 Rb1 a6 c4 Nf6 Bf3 Nd7 Qe2 Qd8 O-O Qa5 Rfd1 Rb8 e4 b6 Qd2 Qxd2 Rxd2 Ra8 e5 bxc5 Bxc6 cxd4 Bxa8 Nf8 Rb8 Bd7 Rxd4 Rxb8 Bxb8 Ba4 Rd8 Bc2 Bd6,D11,Slav Defense: Modern Line,5
3RyTRCMI,TRUE,1481312536394,1481313098054,37,resign,white,10+5,kylarr,1332,sercrumb,1081,d4 e6 e4 d5 Nc3 Nf6 Bg5 Be7 Bd3 O-O Nf3 c5 O-O cxd4 Nxd4 e5 Nf3 d4 Nd5 Nxd5 Bxe7 Qxe7 exd5 e4 Re1 Re8 Rxe4 Qd7 Rxd4 Re7 Qd2 Qe8 d6 Re5 Nxe5 Qxe5 Re1,C13,French Defense: Classical Variation |  Normal Variation,8
