id,status_code,status_label
fasu1242,3,shifting
wash1253,4,moribund
taua1242,1,not endangered
puel1244,6,extinct
tuxa1239,6,extinct
beto1236,6,extinct
else1239,3,shifting
ando1256,5,nearly extinct
pyuu1245,3,shifting
moch1259,6,extinct
atak1252,6,extinct
kwaz1243,4,moribund
cams1241,3,shifting
dibi1240,3,shifting
sech1236,6,extinct
kuna1268,1,not endangered
yetf1238,3,shifting
kung1259,6,extinct
cand1248,2,threatened
buru1296,3,shifting
cofa1242,2,threatened
lule1238,6,extinct
sulk1246,3,shifting
mose1249,2,threatened
tiwi1244,3,shifting
cani1243,6,extinct
garr1260,6,extinct
kena1236,6,extinct
oyst1235,6,extinct
sume1241,6,extinct
yura1255,3,shifting
lavu1241,3,shifting
saus1247,3,shifting
leco1242,6,extinct
adai1235,6,extinct
mara1266,6,extinct
mpur1239,3,shifting
guri1248,3,shifting
coah1252,6,extinct
mink1237,6,extinct
cuit1236,6,extinct
guac1239,6,extinct
kibi1239,3,shifting
arut1244,5,nearly extinct
alse1251,6,extinct
siam1242,1,not endangered
laal1242,3,shifting
kari1254,6,extinct
paya1236,6,extinct
savo1255,3,shifting
mass1263,4,moribund
kaki1249,3,shifting
puin1248,3,shifting
take1257,6,extinct
tall1235,6,extinct
sand1273,2,threatened
yele1255,3,shifting
taus1253,5,nearly extinct
dama1272,3,shifting
touo1238,3,shifting
bira1253,5,nearly extinct
mola1238,6,extinct
xinc1237,6,extinct
cent2045,6,extinct
hrus1242,3,shifting
timu1245,6,extinct
anem1249,3,shifting
hadz1240,3,shifting
shom1245,3,shifting
jira1235,6,extinct
pume1238,3,shifting
zuni1245,3,shifting
puqu1242,6,extinct
guat1253,5,nearly extinct
sape1238,6,extinct
otom1276,6,extinct
waor1240,3,shifting
mata1275,6,extinct
vile1241,6,extinct
come1251,6,extinct
tana1288,3,shifting
wara1303,2,threatened
omur1241,6,extinct
atac1235,6,extinct
sali1253,6,extinct
bilu1245,3,shifting
yama1264,6,extinct
tuni1252,6,extinct
etru1241,6,extinct
chit1248,6,extinct
kehu1238,4,moribund
wiru1244,2,threatened
kimk1238,3,shifting
abun1252,3,shifting
pira1253,2,threatened
tabo1241,3,shifting
umbu1235,6,extinct
cayu1241,6,extinct
kara1497,6,extinct
bang1363,3,shifting
maku1246,6,extinct
rama1271,6,extinct
xuku1239,6,extinct
mimi1240,6,extinct
anda1286,6,extinct
boga1247,3,shifting
wadj1254,4,moribund
morb1239,4,moribund
burm1264,3,shifting
kusu1250,5,nearly extinct
klam1254,6,extinct
aika1237,2,threatened
kuja1239,3,shifting
fuyu1242,1,not endangered
kuot1243,3,shifting
kara1289,6,extinct
karo1304,4,moribund
guam1236,6,extinct
kapo1250,2,threatened
pank1250,6,extinct
taia1239,4,moribund
tonk1249,6,extinct
suar1238,3,shifting
muni1258,6,extinct
lenc1239,6,extinct
chim1301,6,extinct
yuch1247,5,nearly extinct
papi1255,4,moribund
kute1249,5,nearly extinct
iber1250,6,extinct
yuru1243,6,extinct
taru1236,5,nearly extinct
otii1244,6,extinct
yale1246,3,shifting
cayu1262,6,extinct
demm1245,3,shifting
usku1243,3,shifting
iton1250,6,extinct
abis1238,6,extinct
pele1245,3,shifting
basq1248,2,threatened
wage1238,4,moribund
tamb1257,6,extinct
tini1245,5,nearly extinct
beot1247,6,extinct
duna1248,1,not endangered
elam1244,6,extinct
bert1248,3,shifting
kunz1244,6,extinct
movi1243,3,shifting
nara1262,2,threatened
fuln1247,3,shifting
mato1253,6,extinct
kano1245,5,nearly extinct
coto1248,6,extinct
paez1247,2,threatened
seri1257,3,shifting
molo1262,3,shifting
kolp1236,3,shifting
urar1246,3,shifting
esse1238,6,extinct
abin1243,5,nearly extinct
timo1237,6,extinct
hatt1246,6,extinct
iran1263,4,moribund
cull1235,6,extinct
trum1247,5,nearly extinct
shab1252,4,moribund
yana1271,6,extinct
odia1239,3,shifting
chon1248,6,extinct
sius1254,6,extinct
pura1257,3,shifting
mure1235,6,extinct
niha1238,3,shifting
guai1237,6,extinct
mawe1251,3,shifting
yuwa1244,3,shifting
gaga1251,6,extinct
mero1237,6,extinct
lara1258,5,nearly extinct
yera1243,3,shifting
gule1241,6,extinct
pawa1255,3,shifting
natc1249,6,extinct
moro1289,3,shifting
ubyk1235,6,extinct
maja1242,1,not endangered
mara1396,1,not endangered
lila1246,3,shifting
nucl1458,3,shifting
dadi1250,1,not endangered
folo1238,1,not endangered
sali1298,5,nearly extinct
chol1284,6,extinct
hibi1243,6,extinct
wabo1241,1,not endangered
sout2949,1,not endangered
bamu1257,1,not endangered
nort2930,1,not endangered
idii1243,1,not endangered
agob1244,1,not endangered
arua1263,6,extinct
suru1263,3,shifting
paum1247,3,shifting
turu1250,5,nearly extinct
doso1239,2,threatened
milu1241,6,extinct
coos1249,6,extinct
chip1262,3,shifting
uruu1244,6,extinct
mani1235,2,threatened
nisa1239,2,threatened
tefa1238,3,shifting
demi1242,3,shifting
wori1246,5,nearly extinct
bauz1241,1,not endangered
mang1382,6,extinct
agua1253,2,threatened
mans1260,4,moribund
hata1243,2,threatened
keig1242,3,shifting
dime1235,3,shifting
kita1247,6,extinct
mang1381,5,nearly extinct
leng1262,3,shifting
wany1247,6,extinct
gara1269,4,moribund
nucl1633,4,moribund
yuki1243,6,extinct
wapp1239,6,extinct
hurr1240,6,extinct
urar1245,6,extinct
nort2967,6,extinct
sout2982,6,extinct
tima1241,3,shifting
woun1238,3,shifting
atoh1238,2,threatened
gong1251,3,shifting
olek1239,5,nearly extinct
yaha1248,2,threatened
kond1303,2,threatened
onge1236,3,shifting
jara1245,2,threatened
west2631,3,shifting
pure1242,3,shifting
orya1242,2,threatened
pech1241,4,moribund
dzub1241,6,extinct
kipe1235,6,extinct
kamu1260,3,shifting
kono1241,6,extinct
kana1291,3,shifting
kata1270,6,extinct
west2632,3,shifting
east1472,3,shifting
tlin1245,5,nearly extinct
ajas1235,3,shifting
ofay1240,4,moribund
kara1500,3,shifting
rikb1245,3,shifting
patw1250,6,extinct
wint1259,6,extinct
womp1235,3,shifting
urim1252,3,shifting
beli1258,2,threatened
laek1243,3,shifting
bayo1260,2,threatened
awbo1238,2,threatened
paya1237,6,extinct
kari1255,6,extinct
kapi1248,6,extinct
mehe1242,6,extinct
imba1237,6,extinct
pola1249,6,extinct
trav1235,2,threatened
guac1240,6,extinct
sanf1266,6,extinct
kamb1239,6,extinct
envu1234,6,extinct
bida1238,6,extinct
bazi1237,3,shifting
xion1234,6,extinct
calc1235,6,extinct
cabi1242,6,extinct
quer1237,6,extinct
mali1242,6,extinct
bagu1249,6,extinct
calu1239,6,extinct
sica1234,6,extinct
conc1237,6,extinct
elym1237,6,extinct
kant1247,6,extinct
muzo1235,6,extinct
puru1267,6,extinct
lemn1237,6,extinct
hait1241,6,extinct
paek1234,6,extinct
unai1234,6,extinct
kara1506,6,extinct
guai1246,6,extinct
saca1239,6,extinct
camu1235,6,extinct
taba1269,6,extinct
guti1235,6,extinct
kata1268,6,extinct
pata1255,6,extinct
baen1237,6,extinct
paca1243,6,extinct
natu1248,6,extinct
temb1278,6,extinct
arac1235,6,extinct
eteo1240,6,extinct
erie1238,6,extinct
wenr1236,6,extinct
poya1239,6,extinct
naol1234,6,extinct
monq1236,6,extinct
dege1245,6,extinct
sans1265,6,extinct
cuev1238,6,extinct
jeni1237,6,extinct
sout2466,6,extinct
past1243,6,extinct
quin1252,6,extinct
urup1235,1,not endangered
panc1242,6,extinct
anci1248,6,extinct
uruc1243,6,extinct
panz1235,6,extinct
sill1240,6,extinct
quil1251,6,extinct
fayj1234,6,extinct
coli1235,6,extinct
pija1235,6,extinct
quin1236,6,extinct
tara1303,6,extinct
sicu1234,6,extinct
chac1253,6,extinct
game1240,6,extinct
quep1238,6,extinct
neut1237,6,extinct
okwa1236,6,extinct
pita1243,6,extinct
waka1282,6,extinct
peri1250,6,extinct
yana1258,6,extinct
aran1265,6,extinct
kain1277,6,extinct
raet1238,6,extinct
quig1235,6,extinct
hoxa1234,6,extinct
uamu1236,6,extinct
tait1247,6,extinct
kaim1235,6,extinct
tart1237,6,extinct
idab1234,6,extinct
mino1236,6,extinct
illy1234,6,extinct
wavu1234,6,extinct
catu1242,6,extinct
numi1241,6,extinct
tapa1261,6,extinct
eteo1236,6,extinct
copa1238,6,extinct
mara1417,6,extinct
xoco1235,6,extinct
pict1238,6,extinct
dama1262,6,extinct
muel1234,6,extinct
cara1245,2,threatened
kogu1234,6,extinct
gail1235,6,extinct
hamb1239,6,extinct
nort1401,6,extinct
cacu1241,3,shifting
nuka1242,3,shifting
gunw1252,3,shifting
ngal1292,5,nearly extinct
kunb1251,6,extinct
chan1296,6,extinct
guen1235,6,extinct
char1240,6,extinct
misk1235,1,not endangered
lard1243,5,nearly extinct
mika1239,3,shifting
cree1270,4,moribund
laht1236,1,not endangered
kung1262,5,nearly extinct
puto1237,2,threatened
kuku1279,6,extinct
rufi1234,1,not endangered
ahir1243,1,not endangered
chip1236,6,extinct
buma1247,3,shifting
tand1259,5,nearly extinct
tare1239,1,not endangered
onte1239,3,shifting
nort3144,1,not endangered
huas1256,3,shifting
cauc1241,6,extinct
nupb1238,2,threatened
tape1236,6,extinct
urad1239,6,extinct
bhal1245,1,not endangered
piru1241,4,moribund
aghu1256,6,extinct
kofa1236,2,threatened
kuan1250,3,shifting
ihie1238,1,not endangered
mawa1268,6,extinct
yaum1238,2,threatened
kior1239,2,threatened
tawa1289,3,shifting
lumb1250,2,threatened
odut1238,4,moribund
baga1271,6,extinct
cagu1236,6,extinct
cume1234,6,extinct
kabi1264,6,extinct
ward1243,1,not endangered
nucl1668,6,extinct
samr1245,5,nearly extinct
kukn1238,1,not endangered
puim1234,1,not endangered
bain1260,3,shifting
gowl1242,1,not endangered
nija1242,5,nearly extinct
tush1243,6,extinct
bika1251,3,shifting
ndon1252,2,threatened
ngom1265,3,shifting
zarp1238,6,extinct
gowl1241,1,not endangered
tasm1247,6,extinct
huas1255,3,shifting
siki1239,3,shifting
baga1274,6,extinct
adab1235,1,not endangered
chet1237,6,extinct
chak1275,2,threatened
kuku1286,6,extinct
chor1275,6,extinct
yars1234,3,shifting
salc1238,6,extinct
foma1238,1,not endangered
tome1239,6,extinct
koko1273,6,extinct
ndeg1238,1,not endangered
adug1238,2,threatened
kari1309,6,extinct
buso1242,4,moribund
bubi1249,4,moribund
lang1333,1,not endangered
thul1247,3,shifting
guli1244,6,extinct
irrr1240,1,not endangered
mara1407,1,not endangered
anca1236,1,not endangered
foia1236,1,not endangered
aram1252,6,extinct
khao1244,1,not endangered
kumb1267,2,threatened
ting1238,6,extinct
lopi1243,1,not endangered
nara1265,4,moribund
kann1253,1,not endangered
loar1234,1,not endangered
khal1270,1,not endangered
cham1329,1,not endangered
mina1267,1,not endangered
laop1234,1,not endangered
puna1274,3,shifting
konk1268,2,threatened
pars1251,2,threatened
ngon1275,5,nearly extinct
laba1241,3,shifting
jude1262,6,extinct
ides1238,5,nearly extinct
kang1282,1,not endangered
mund1321,1,not endangered
doro1267,6,extinct
oldt1247,6,extinct
yugh1240,6,extinct
quet1239,2,threatened
anas1239,2,threatened
pona1251,6,extinct
lama1289,1,not endangered
emok1238,6,extinct
medi1249,3,shifting
kose1239,1,not endangered
mirg1238,1,not endangered
ijaz1238,1,not endangered
kayo1247,2,threatened
coxi1236,6,extinct
laos1235,1,not endangered
nort2640,3,shifting
thud1238,1,not endangered
phan1256,3,shifting
tete1252,6,extinct
kpat1244,3,shifting
sing1237,1,not endangered
gugu1257,6,extinct
coya1241,6,extinct
kemi1240,2,threatened
lamb1277,4,moribund
luia1234,6,extinct
yamo1246,1,not endangered
ngar1286,5,nearly extinct
norr1243,6,extinct
khlo1239,2,threatened
cona1234,2,threatened
arak1254,6,extinct
desi1235,1,not endangered
bala1306,2,threatened
pars1252,1,not endangered
oldi1244,6,extinct
baba1273,3,shifting
khua1243,2,threatened
waha1239,2,threatened
dega1238,2,threatened
nata1238,6,extinct
palp1242,6,extinct
sout3128,2,threatened
shua1252,6,extinct
olko1234,5,nearly extinct
seru1247,6,extinct
omej1234,6,extinct
geng1243,1,not endangered
mawa1271,6,extinct
kaka1269,6,extinct
wela1234,1,not endangered
noca1240,6,extinct
salu1254,4,moribund
fumm1238,1,not endangered
kisa1264,3,shifting
bura1269,2,threatened
xinc1246,6,extinct
jeju1234,3,shifting
kore1280,1,not endangered
guay1257,2,threatened
kepk1241,6,extinct
atsu1245,6,extinct
achu1247,5,nearly extinct
cher1273,3,shifting
mora1273,1,not endangered
laua1245,6,extinct
domu1245,1,not endangered
mail1248,1,not endangered
baib1251,3,shifting
fass1245,3,shifting
mand1446,6,extinct
otom1301,6,extinct
tapa1262,6,extinct
goon1238,4,moribund
buna1275,5,nearly extinct
kara1499,4,moribund
rapo1238,1,not endangered
ramo1245,1,not endangered
maib1239,1,not endangered
karo1303,2,threatened
merr1239,4,moribund
semi1264,3,shifting
nucl1594,2,threatened
umot1240,6,extinct
garz1234,6,extinct
mamu1257,6,extinct
isir1237,3,shifting
nucl1452,3,shifting
kone1241,3,shifting
yang1288,6,extinct
dago1245,6,extinct
ward1246,4,moribund
bora1263,2,threatened
muin1242,4,moribund
demt1241,4,moribund
onjo1240,3,shifting
uman1240,1,not endangered
tura1265,4,moribund
meri1244,3,shifting
gizr1240,3,shifting
wipi1242,1,not endangered
bine1240,1,not endangered
vall1252,6,extinct
nort2952,6,extinct
nort2951,6,extinct
nise1244,6,extinct
dera1245,3,shifting
ango1254,3,shifting
puri1262,6,extinct
coro1249,6,extinct
daat1234,1,not endangered
brun1235,6,extinct
sout1439,6,extinct
taul1251,3,shifting
buta1242,6,extinct
cham1315,3,shifting
pale1254,6,extinct
jebe1250,5,nearly extinct
chay1248,2,threatened
mans1259,2,threatened
gola1255,2,threatened
djin1251,4,moribund
masa1311,6,extinct
kala1400,6,extinct
yonc1234,6,extinct
tual1242,6,extinct
kala1377,4,moribund
warr1255,6,extinct
dyir1250,5,nearly extinct
ngar1284,5,nearly extinct
ango1255,3,shifting
cham1313,3,shifting
amto1250,3,shifting
siaw1243,4,moribund
kuni1267,1,not endangered
bian1252,1,not endangered
femb1238,3,shifting
odoo1238,3,shifting
kona1242,1,not endangered
kamu1258,6,extinct
madn1237,6,extinct
west2600,2,threatened
bamb1262,3,shifting
clas1251,6,extinct
nucl1593,3,shifting
naii1241,3,shifting
haru1245,3,shifting
pina1252,2,threatened
tyar1236,6,extinct
mull1237,5,nearly extinct
sakh1247,4,moribund
gily1242,4,moribund
boik1241,2,threatened
ngal1300,3,shifting
obis1242,6,extinct
ikkk1242,2,threatened
shek1245,2,threatened
nayi1243,4,moribund
dizi1235,1,not endangered
jeme1245,3,shifting
kiow1266,5,nearly extinct
momu1241,3,shifting
momi1242,3,shifting
nucl1339,2,threatened
tese1238,3,shifting
amar1271,5,nearly extinct
maun1240,2,threatened
lenc1243,6,extinct
lenc1242,6,extinct
alac1239,6,extinct
hoaa1235,4,moribund
huac1244,5,nearly extinct
amar1274,3,shifting
juri1235,6,extinct
ticu1245,2,threatened
awia1234,3,shifting
tape1242,3,shifting
nanu1240,3,shifting
anda1283,3,shifting
anga1290,1,not endangered
bell1243,5,nearly extinct
wuln1239,6,extinct
nucl1327,6,extinct
tago1246,2,threatened
tega1236,2,threatened
cadd1256,5,nearly extinct
gaam1241,1,not endangered
isol1239,6,extinct
apot1235,6,extinct
trem1235,6,extinct
gual1239,6,extinct
juma1248,6,extinct
weyt1237,6,extinct
rerb1235,6,extinct
moks1249,6,extinct
lumb1237,6,extinct
kwis1235,6,extinct
hara1272,6,extinct
truk1242,6,extinct
sors1241,5,nearly extinct
wako1235,6,extinct
wasu1238,6,extinct
arus1242,6,extinct
pank1235,6,extinct
giyu1238,6,extinct
sent1241,2,threatened
palu1237,6,extinct
yama1265,6,extinct
mawa1236,6,extinct
pump1237,6,extinct
kott1239,6,extinct
arin1243,6,extinct
saba1268,5,nearly extinct
kris1246,4,moribund
sawe1240,2,threatened
nucl1454,1,not endangered
nucl1649,5,nearly extinct
yagu1244,3,shifting
nkoa1234,6,extinct
renn1236,6,extinct
bala1318,6,extinct
eska1234,6,extinct
port1278,6,extinct
west2205,6,extinct
neta1235,6,extinct
benl1235,6,extinct
defa1248,4,moribund
kwam1249,2,threatened
yuro1248,6,extinct
wiyo1248,6,extinct
mimi1241,6,extinct
high1242,3,shifting
kwad1244,6,extinct
sakh1245,6,extinct
fada1248,3,shifting
tuwa1242,4,moribund
yawi1238,4,moribund
suki1245,1,not endangered
qaqe1238,3,shifting
amas1236,1,not endangered
afit1238,3,shifting
svan1243,2,threatened
apal1257,3,shifting
kath1253,6,extinct
wasc1239,6,extinct
wurr1238,6,extinct
marg1251,6,extinct
ruka1240,2,threatened
paiw1248,2,threatened
puyu1239,4,moribund
bunu1267,2,threatened
yems1235,3,shifting
benc1235,2,threatened
mapu1245,3,shifting
huil1244,4,moribund
nort2938,5,nearly extinct
sout2956,5,nearly extinct
nade1244,3,shifting
ndom1245,2,threatened
fiwa1240,2,threatened
foii1241,2,threatened
nezp1238,5,nearly extinct
makl1246,3,shifting
tofa1246,2,threatened
naml1240,4,moribund
hach1239,3,shifting
kaur1271,3,shifting
kosa1251,3,shifting
yuka1240,6,extinct
nort2745,5,nearly extinct
mill1237,6,extinct
alle1238,6,extinct
owin1240,3,shifting
sanm1288,5,nearly extinct
chiq1248,3,shifting
amda1238,3,shifting
furr1244,1,not endangered
toll1241,3,shifting
west2777,6,extinct
lepk1238,3,shifting
murk1238,1,not endangered
kemb1250,4,moribund
mula1254,6,extinct
buna1278,2,threatened
mekm1240,3,shifting
chan1319,3,shifting
raoo1244,3,shifting
bana1292,3,shifting
murr1258,3,shifting
nang1259,3,shifting
rumu1243,1,not endangered
sanu1240,3,shifting
kadi1248,3,shifting
chim1310,6,extinct
quil1240,6,extinct
amal1242,3,shifting
abau1245,3,shifting
lafo1243,3,shifting
mido1240,1,not endangered
kitj1240,5,nearly extinct
mari1438,1,not endangered
doro1266,1,not endangered
adyg1241,2,threatened
kaba1278,2,threatened
abkh1244,2,threatened
abaz1241,2,threatened
miis1236,2,threatened
moik1239,1,not endangered
anem1248,1,not endangered
nawa1258,3,shifting
bari1290,1,not endangered
yare1248,1,not endangered
maco1239,2,threatened
piar1243,2,threatened
kere1286,1,not endangered
mori1271,1,not endangered
jama1261,3,shifting
ngit1239,1,not endangered
moru1253,1,not endangered
siny1243,1,not endangered
bong1285,2,threatened
lomb1254,1,not endangered
ndoo1242,1,not endangered
toto1306,6,extinct
guam1248,2,threatened
cana1260,6,extinct
awac1239,2,threatened
mosk1236,2,threatened
meya1236,1,not endangered
yeni1236,3,shifting
guri1249,1,not endangered
medi1245,2,threatened
sant1428,6,extinct
nort2969,6,extinct
kark1259,6,extinct
sout2986,6,extinct
tuba1278,6,extinct
hopi1249,3,shifting
tuba1279,6,extinct
mari1417,6,extinct
mara1386,5,nearly extinct
bara1375,2,threatened
bura1276,3,shifting
tung1293,2,threatened
basq1252,6,extinct
onin1237,6,extinct
ling1242,6,extinct
kika1240,6,extinct
pidg1255,6,extinct
russ1267,6,extinct
hiri1237,1,not endangered
pidg1247,6,extinct
maca1264,6,extinct
hott1234,6,extinct
pidg1259,6,extinct
eski1266,6,extinct
west2864,6,extinct
brok1252,6,extinct
pidg1246,6,extinct
mari1446,6,extinct
ihab1241,6,extinct
fana1235,6,extinct
earl1245,6,extinct
hora1238,6,extinct
ndyu1241,6,extinct
pidg1256,6,extinct
broo1238,6,extinct
chin1253,3,shifting
news1234,6,extinct
sout3227,6,extinct
boni1239,6,extinct
libe1240,1,not endangered
solo1261,6,extinct
amer1255,6,extinct
newc1245,6,extinct
tayb1240,6,extinct
bell1264,6,extinct
manc1255,6,extinct
icel1248,6,extinct
mobi1236,6,extinct
nefa1235,5,nearly extinct
borg1236,6,extinct
manc1254,6,extinct
ww2p1234,6,extinct
kiau1234,6,extinct
giba1240,6,extinct
bari1241,6,extinct
erre1238,6,extinct
urni1239,6,extinct
edol1239,1,not endangered
beam1240,1,not endangered
aime1238,3,shifting
kasu1251,1,not endangered
onob1238,1,not endangered
achu1248,3,shifting
sant1422,2,threatened
sanf1258,2,threatened
sand1278,2,threatened
sanm1287,2,threatened
tuli1249,3,shifting
mogh1245,6,extinct
midd1351,6,extinct
daur1238,3,shifting
mara1385,5,nearly extinct
alaw1244,5,nearly extinct
wand1263,6,extinct
anga1316,4,moribund
toba1268,3,shifting
sana1298,3,shifting
guan1268,5,nearly extinct
sout2989,1,not endangered
nort2971,1,not endangered
njal1239,3,shifting
dars1235,2,threatened
dard1243,1,not endangered
shat1244,2,threatened
logo1261,3,shifting
khir1237,1,not endangered
brah1256,2,threatened
mekw1241,4,moribund
siwa1245,1,not endangered
sibe1248,3,shifting
east2545,6,extinct
julu1237,3,shifting
katl1237,2,threatened
cara1271,6,extinct
anse1238,6,extinct
kaya1328,2,threatened
tama1336,2,threatened
raji1240,3,shifting
diga1241,3,shifting
idum1241,3,shifting
miju1243,3,shifting
zakh1243,3,shifting
rawa1265,2,threatened
dhim1246,3,shifting
lhok1238,3,shifting
toto1302,3,shifting
waxi1236,2,threatened
oldc1244,6,extinct
namm1235,6,extinct
mani1292,2,threatened
bugu1246,3,shifting
saja1240,3,shifting
bang1369,1,not endangered
mruu1242,2,threatened
anuu1241,2,threatened
lepc1244,4,moribund
kuwa1247,1,not endangered
yeii1239,3,shifting
smar1235,4,moribund
koyr1240,1,not endangered
koyr1242,1,not endangered
humb1243,1,not endangered
tond1249,3,shifting
mora1239,2,threatened
kala1256,3,shifting
tehi1237,2,threatened
sege1235,3,shifting
moii1235,3,shifting
urub1243,5,nearly extinct
miri1273,4,moribund
cena1234,1,not endangered
ibok1234,3,shifting
cuba1235,1,not endangered
mard1245,4,moribund
latv1245,1,not endangered
arab1399,3,shifting
nica1238,3,shifting
ghan1245,2,threatened
orig1234,5,nearly extinct
amam1247,4,moribund
saot1241,1,not endangered
jama1256,3,shifting
ling1272,1,not endangered
zamb1239,1,not endangered
adam1238,3,shifting
seyc1234,1,not endangered
neba1243,2,threatened
mala1549,1,not endangered
camb1244,3,shifting
alba1273,1,not endangered
salv1237,2,threatened
pena1248,3,shifting
jhan1234,1,not endangered
pers1244,1,not endangered
moza1235,1,not endangered
maur1240,1,not endangered
guin1260,1,not endangered
tebu1240,3,shifting
afgh1239,1,not endangered
ghar1240,4,moribund
kafr1234,1,not endangered
yoln1234,3,shifting
maga1273,3,shifting
juml1239,2,threatened
urug1238,3,shifting
nuev1238,2,threatened
inui1247,4,moribund
zina1239,2,threatened
chil1264,2,threatened
alip1234,3,shifting
beng1239,3,shifting
alsa1242,3,shifting
brib1244,3,shifting
hawa1235,5,nearly extinct
bama1249,3,shifting
turk1288,1,not endangered
bank1251,3,shifting
para1318,1,not endangered
zimb1247,1,not endangered
miya1268,1,not endangered
tanz1238,1,not endangered
keny1241,1,not endangered
malt1238,1,not endangered
isya1235,5,nearly extinct
alba1271,1,not endangered
einm1234,3,shifting
arge1236,1,not endangered
sivi1235,2,threatened
haus1246,1,not endangered
tibe1277,3,shifting
port1277,3,shifting
guat1249,3,shifting
isya1234,4,moribund
brun1247,3,shifting
arme1259,1,not endangered
aust1253,2,threatened
plai1235,5,nearly extinct
inte1259,6,extinct
toro1251,6,extinct
lumu1239,2,threatened
kwes1245,3,shifting
mand1443,4,moribund
mare1261,4,moribund
beri1254,2,threatened
itik1240,4,moribund
yaul1241,4,moribund
apma1241,3,shifting
amba1269,3,shifting
aeky1238,1,not endangered
pare1271,1,not endangered
okwa1235,6,extinct
shas1239,6,extinct
newr1237,6,extinct
bolg1250,6,extinct
chuv1255,2,threatened
turk1303,2,threatened
oldu1238,6,extinct
west2402,3,shifting
carn1240,2,threatened
monn1252,2,threatened
nyah1250,3,shifting
oldm1242,6,extinct
pear1247,4,moribund
mang1378,4,moribund
paco1243,1,not endangered
cent1989,1,not endangered
oldk1249,6,extinct
nort2684,1,not endangered
cuaa1241,2,threatened
gata1239,3,shifting
juan1238,2,threatened
khar1287,2,threatened
orok1267,1,not endangered
keor1235,1,not endangered
opao1240,1,not endangered
toar1246,1,not endangered
tair1256,1,not endangered
eyak1241,6,extinct
gbay1288,2,threatened
dong1296,2,threatened
geic1236,6,extinct
arik1265,6,extinct
djeo1235,4,moribund
kren1239,4,moribund
noml1242,5,nearly extinct
nucl1651,6,extinct
wana1268,3,shifting
sili1247,3,shifting
seti1248,3,shifting
seta1245,3,shifting
urat1244,3,shifting
gnau1240,3,shifting
bung1270,3,shifting
buna1277,3,shifting
remb1249,4,moribund
ngal1293,6,extinct
ngan1295,5,nearly extinct
djau1244,5,nearly extinct
gang1267,6,extinct
chic1270,3,shifting
choc1276,2,threatened
alab1237,3,shifting
apal1237,6,extinct
koas1236,4,moribund
song1313,1,not endangered
jogi1234,1,not endangered
thai1262,1,not endangered
burm1267,1,not endangered
lait1239,1,not endangered
ekai1234,1,not endangered
dawi1234,1,not endangered
akya1234,1,not endangered
koka1245,1,not endangered
rung1263,2,threatened
maca1260,3,shifting
niva1238,3,shifting
xink1235,6,extinct
xinc1242,6,extinct
xinc1243,6,extinct
xinc1245,6,extinct
ngan1291,4,moribund
mato1250,6,extinct
west2392,2,threatened
east2328,2,threatened
moks1248,1,not endangered
erzy1239,3,shifting
sout3253,6,extinct
hung1274,1,not endangered
oldh1242,6,extinct
nort3264,3,shifting
east2774,5,nearly extinct
sout3226,6,extinct
sout2679,3,shifting
udmu1245,3,shifting
maca1259,3,shifting
puru1264,5,nearly extinct
suru1262,3,shifting
nima1245,6,extinct
bina1275,1,not endangered
ooku1235,6,extinct
bauw1240,1,not endangered
taik1255,3,shifting
awyi1241,3,shifting
aman1265,3,shifting
ning1275,3,shifting
pisa1237,3,shifting
hueh1236,3,shifting
tlac1235,3,shifting
yecu1235,3,shifting
wocc1242,6,extinct
cata1286,6,extinct
crow1244,3,shifting
hida1246,5,nearly extinct
tute1247,6,extinct
nuuc1236,5,nearly extinct
hais1244,5,nearly extinct
cavi1250,3,shifting
baha1258,2,threatened
ihaa1241,2,threatened
roto1249,2,threatened
asko1238,1,not endangered
boro1282,3,shifting
otuk1240,6,extinct
duvl1242,2,threatened
tawo1244,3,shifting
foau1240,3,shifting
awer1241,6,extinct
shwa1239,3,shifting
lute1234,2,threatened
kooo1244,3,shifting
warn1244,3,shifting
akab1249,6,extinct
akar1243,6,extinct
akak1252,6,extinct
okoj1239,6,extinct
tabl1243,4,moribund
dima1252,1,not endangered
maiw1251,1,not endangered
kana1288,1,not endangered
ginu1240,1,not endangered
sout3236,1,not endangered
gumu1244,1,not endangered
guhu1244,1,not endangered
ngge1241,1,not endangered
wano1243,3,shifting
moni1261,2,threatened
chic1271,6,extinct
huas1242,3,shifting
sire1246,6,extinct
medn1235,6,extinct
aleu1260,3,shifting
ayor1240,3,shifting
zamu1245,6,extinct
omie1241,1,not endangered
esee1247,1,not endangered
buen1244,6,extinct
sout2996,1,not endangered
cent2142,2,threatened
cauq1239,5,nearly extinct
jaqa1244,4,moribund
jesu1239,6,extinct
egaa1242,4,moribund
east2387,2,threatened
west2450,1,not endangered
nung1291,6,extinct
djam1255,4,moribund
wamb1258,5,nearly extinct
ngar1283,6,extinct
zapa1253,5,nearly extinct
aush1242,6,extinct
kama1372,6,extinct
meni1247,6,extinct
coto1237,6,extinct
ngan1296,6,extinct
dyan1250,6,extinct
darl1243,5,nearly extinct
yarl1236,6,extinct
nyaw1247,6,extinct
yuru1264,6,extinct
wulg1239,6,extinct
yann1237,3,shifting
gugu1256,6,extinct
ying1247,6,extinct
nyun1247,6,extinct
mbar1254,6,extinct
guga1239,6,extinct
dhar1248,6,extinct
baya1257,6,extinct
