"censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
1978-01-08,1,8,1978,"exclosure",3,11,"OL",,,,,,,,,,,"0",,"0",
1978-01-08,1,8,1978,"exclosure",3,22,"NA",,,,,,,,,,,"0",,"0",
1978-01-08,1,8,1978,"exclosure",3,54,"PF","M",,,"S",,,,,15,7,"0",,"0",
1978-01-08,1,9,1978,"control",14,14,"OT",,,,,,,,,,,"0",,"0",
1978-01-08,1,9,1978,"control",17,14,"DM","M","Z",,,,,,,36,40,"4872",,"0",
1978-01-08,1,9,1978,"control",17,16,"DM","F",,,,"S",,,,34,37,"4881",,"0",
1978-01-08,1,9,1978,"control",17,26,"DS","F","Z",,,,,,,47,117,"4880",,"0",
1978-01-08,1,9,1978,"control",11,31,"DM","M","Z",,,,,,,36,40,"4883",,"0",
1978-01-08,1,9,1978,"control",4,34,"DS","M","Z",,,,,,,49,132,"4864",,"0",
1978-01-08,1,9,1978,"control",14,35,"OL",,,,,,,,,,,"0",,"0",
1978-01-08,1,9,1978,"control",11,36,"NA",,,,,,,,,,,"0",,"0",
1978-01-08,1,9,1978,"control",11,44,"DM","M","Z",,,,,,,38,44,"4389",,"0",
1978-01-08,1,9,1978,"control",14,46,"DM","F","Z",,,,,,,36,40,"4426",,"0",
1978-01-08,1,9,1978,"control",4,52,"DS","F","Z",,,,,,,50,126,"4886",,"0",
1978-01-08,1,9,1978,"control",11,52,"DS","F","Z",,,,,,,51,122,"4845",,"0",
1978-01-08,1,9,1978,"control",14,54,"NA",,,,,,,,,,,"0",,"0",
1978-01-08,1,9,1978,"control",14,57,"DS","F","Z",,,,,,,48,116,"4540",,"0",
1978-01-08,1,9,1978,"control",17,62,"DM","F","Z",,,,,,,36,38,"4879",,"0",
1978-01-08,1,9,1978,"control",11,67,"DM","F",,,,"S",,,,37,39,"4882",,"0",
1978-01-08,1,9,1978,"control",14,72,"DM","M","Z",,,,,,,36,46,"4876",,"0",
1978-01-08,1,9,1978,"control",17,74,"DS","M",,,"S",,,,,50,133,"4873",,"0",
1978-01-08,1,9,1978,"control",11,77,"DS","M",,,"S",,,,,53,136,"4388",,"0",
1978-01-08,1,10,1978,"exclosure",21,24,"OT",,,,,,,,,,,"0",,"0",
1978-01-08,1,10,1978,"exclosure",21,45,"OT",,,,,,,,,,,"0",,"0",
1978-02-18,2,18,1978,"exclosure",3,12,"OT","M",,,,,,,,,24,"4639",,"0",
1978-02-18,2,18,1978,"exclosure",3,54,"OT","F","Z",,,,,,,15,23,"0",,"0",
1978-02-18,2,19,1978,"control",17,16,"DM","F","Z",,,,,,,34,42,"4881",,"0",
1978-02-18,2,19,1978,"control",4,21,"DS","F",,,,,,"R",,49,,"4886",,"0",
1978-02-18,2,19,1978,"control",17,21,"DM","M","Z",,,,,,,37,39,"4872",,"0",
1978-02-18,2,19,1978,"exclosure",21,24,"OT","F","Z",,,,,,,20,23,"4683",,"0",
1978-02-18,2,19,1978,"control",4,26,"DS",,,,,,,,,,,"0",,"0",
1978-02-18,2,19,1978,"control",4,37,"DS","F",,,,,,"R",,49,124,"4889",,"0",
1978-02-18,2,19,1978,"control",11,43,"DM","M",,,"S",,,,,36,44,"4689",,"0",
1978-02-18,2,19,1978,"control",11,44,"DM","M",,,"S",,,,,38,48,"4389",,"0",
1978-02-18,2,19,1978,"control",14,45,"DS","F","Z",,,,,,,47,,"4540",,"0",
1978-02-18,2,19,1978,"control",14,46,"DM","F",,,,,,"R",,39,44,"4426",,"0",
1978-02-18,2,19,1978,"control",4,54,"PF",,,,,,,,,,,"0",,"0",
1978-02-18,2,19,1978,"control",17,55,"DS","F",,,,,,"R",,46,137,"4887",,"0",
1978-02-18,2,19,1978,"exclosure",21,56,"OT",,,,,,,,,,,"0",,"0",
1978-02-18,2,19,1978,"control",4,61,"DM","M","Z",,,,,,,35,39,"4641",,"0",
1978-02-18,2,19,1978,"control",17,62,"OL","F","Z",,,,,,,20,35,"4686",,"0",
1978-02-18,2,19,1978,"control",17,63,"DM",,,,,,,,,,,"0",,"0",
1978-02-18,2,19,1978,"control",11,65,"DM",,,,,,,,,,,"0",,"0",
1978-02-18,2,19,1978,"control",14,65,"NA",,,,,,,,,,197,"0",,"0",
1978-02-18,2,20,1978,"exclosure",15,24,"DM","M","Z",,,,,,,38,49,"4893",,"0",
1978-02-18,2,20,1978,"exclosure",15,42,"DM","M","Z",,,,,,,38,50,"0",,"0",
1978-02-18,2,20,1978,"exclosure",15,44,"DM","F","Z",,,,,,,35,40,"0",,"0",
1978-02-18,2,20,1978,"removal",16,,"DM","F",,,,"S",,,,37,46,"0",,"0",
1978-02-18,2,20,1978,"removal",16,,"DM","M","Z",,,,,,,35,48,"0",,"0",
1978-03-11,3,11,1978,"exclosure",3,23,"NA","M","Z",,,,,,,32,232,"4510",,"0",
1978-03-11,3,11,1978,"exclosure",3,31,"OT","F","Z",,,,,,,21,22,"4518",,"0",
1978-03-11,3,11,1978,"exclosure",3,73,"OT","M",,,"S",,,,,21,26,"4639",,"0",
1978-03-11,3,11,1978,"exclosure",3,75,"PF","M",,,"S",,,,,15,8,"110",,"0",
1978-03-11,3,12,1978,"control",4,16,"DS","M",,,"S",,,,,49,131,"4864",,"4513",
1978-03-11,3,12,1978,"control",17,21,"DM","M","Z",,,,,,,,,"4872",,"0",
1978-03-11,3,12,1978,"control",14,24,"DS","F",,,,"P",,,,,,"4540",,"4677",
1978-03-11,3,12,1978,"exclosure",21,24,"OT",,,,,,,,,,,"0",,"0",
1978-03-11,3,12,1978,"exclosure",21,31,"PF","F","Z",,,,,,,,,"-1",,"0",
1978-03-11,3,12,1978,"control",4,32,"DM","M","Z",,,,,,,35,43,"4641",,"0",
1978-03-11,3,12,1978,"control",17,32,"DS","F",,,,,,,,,,"4880",,"0",
1978-03-11,3,12,1978,"control",4,33,"PF",,,,,,,,,,,"8100",,"0",
1978-03-11,3,12,1978,"control",4,42,"DS","F","Z",,,,,,,48,141,"4886",,"0",
1978-03-11,3,12,1978,"control",11,43,"DS","M",,,"S",,,,,53,138,"4388",,"4680",
1978-03-11,3,12,1978,"control",11,44,"DM","M",,,"S",,,,,36,43,"4689",,"0",
1978-03-11,3,12,1978,"control",4,45,"DS","F",,,,"P",,"E",,50,124,"4889",,"4514",
1978-03-11,3,12,1978,"control",14,45,"DM",,,,,,,,,,,"0",,"0",
1978-03-11,3,12,1978,"exclosure",21,45,"OT","M",,,"S",,,,,,,"4676",,"0",
1978-03-11,3,12,1978,"control",11,46,"DM","F",,,,,,,,37,43,"4882",,"4681",
1978-03-11,3,12,1978,"control",17,47,"RM",,,,,,,,,,,"0",,"0",
1978-03-11,3,12,1978,"control",11,54,"DM","M","Z",,,,,,,36,46,"4382",,"0",
1978-03-11,3,12,1978,"control",14,54,"DM","F",,,,,"P",,,,,"4426",,"4675",
1978-03-11,3,12,1978,"control",17,57,"OL",,,,,,,,,,,"-1",,"0",
1978-03-11,3,12,1978,"control",17,62,"DS","M",,,,,,,,,,"4645",,"0",
1978-03-11,3,12,1978,"control",11,73,"DS","F","Z",,,,,,,,,"4845",,"4678",
1978-03-11,3,12,1978,"control",17,73,"OT","F",,"J",,,,,,,,"4646",,"0",
1978-03-11,3,12,1978,"control",17,74,"DM","F","Z",,,,,,,,,"4879",,"4648",
1978-03-11,3,13,1978,"exclosure",15,21,"DM","M","Z",,,,,,,36,48,"0",,"0",
1978-03-11,3,13,1978,"exclosure",15,26,"DM","F",,,,,"P",,,,44,"0",,"0",
1978-03-11,3,13,1978,"exclosure",15,27,"DM","M","Z",,,,,,,35,45,"0",,"0",
1978-03-11,3,13,1978,"removal",16,61,"OL","F","Z",,,,,,,,30,"4686",,"0",
1978-03-11,3,13,1978,"exclosure",15,63,"DM","M","Z",,,,,,,37,48,"4378",,"0",
1978-03-11,3,13,1978,"exclosure",15,,"DM","M","Z",,,,,,,36,46,"0",,"0",
1978-04-08,4,8,1978,"exclosure",3,41,"NA","F",,,,,,,"L",32,,"4661",,"0",
1978-04-08,4,8,1978,"exclosure",21,41,"OT","F","Z",,,,,,,20,,"4683",,"0",
1978-04-08,4,9,1978,"control",11,15,"DS","M",,,"S",,,,,52,131,"4388",,"4680",
1978-04-08,4,9,1978,"control",17,21,"DM","M","Z",,,,,,,36,42,"4872",,"0",
1978-04-08,4,9,1978,"control",17,37,"DM","F","Z",,,,,,,34,42,"4881",,"0",
1978-04-08,4,9,1978,"control",4,43,"DS","F","Z",,,,,,,49,121,"4886",,"0",
1978-04-08,4,9,1978,"control",11,44,"DM","M",,,"S",,,,,35,44,"4689",,"0",
1978-04-08,4,9,1978,"control",17,46,"DO","F",,,,,"P",,,33,55,"4423",,"0",
1978-04-08,4,9,1978,"control",4,47,"DS","M",,,"S",,,,,50,133,"4864",,"0",
1978-04-08,4,9,1978,"control",17,51,"DS","M",,,"S",,,,,50,142,"4645",,"0",
1978-04-08,4,9,1978,"control",11,53,"DM","F","Z",,,,,,,36,46,"4882",,"0",
1978-04-08,4,9,1978,"control",14,54,"DS","F",,,,,"P",,,46,142,"4540",,"4677",
1978-04-08,4,9,1978,"control",4,61,"DS","F",,,,"S",,,,48,84,"4465",,"4438",
1978-04-08,4,9,1978,"control",4,62,"DM","M","Z",,,,,,,34,42,"4641",,"0",
1978-04-08,4,9,1978,"control",17,63,"DS","F",,,,,"P",,,47,142,"4880",,"0",
1978-04-08,4,9,1978,"control",4,66,"DS","F","Z",,,,,,,47,118,"4889",,"0",
1978-04-08,4,9,1978,"control",17,71,"DM","F",,,,,,"E",,35,43,"4879",,"0",
1978-04-08,4,9,1978,"control",11,74,"DS","F",,,,,,"E",,51,132,"4845",,"4678",
1978-04-08,4,9,1978,"control",11,75,"DS","F","Z",,,,,,,47,75,"4421",,"4422",
1978-04-08,4,9,1978,"control",14,77,"DM","F","Z",,,,,,,,49,"4426",,"4675",
1978-04-08,4,10,1978,"removal",16,55,"DM","F","Z",,,,,,,34,41,"0",,"0",
1978-04-08,4,10,1978,"removal",16,61,"OT","M",,"J",,,,,,20,18,"4461",,"0",
1978-04-08,4,10,1978,"exclosure",15,63,"DM","M",,,"S",,,,,36,47,"0",,"0",
1978-05-17,5,17,1978,"exclosure",21,12,"OL","F",,,,,,,"L",19,29,"4485",,"0",
1978-05-17,5,18,1978,"removal",16,12,"DM","M",,,"R",,,,,,48,"1449",,"0",
1978-05-17,5,18,1978,"control",11,16,"DS","M",,,"S",,,,,52,118,"4388",,"4680",
1978-05-17,5,18,1978,"control",17,17,"PM","F",,,,,"P",,,20,22,"1402",,"0",
1978-05-17,5,18,1978,"control",11,22,"DM","M",,,"S",,,,,36,42,"4689",,"1441",
1978-05-17,5,18,1978,"exclosure",3,24,"NA","F",,,,,,,"L",,182,"4661",,"0",
1978-05-17,5,18,1978,"control",11,26,"DM","F",,"J",,,,,,34,29,"1435",,"0",
1978-05-17,5,18,1978,"control",17,26,"DM","M",,"J",,,,,,34,23,"1445",,"0",
1978-05-17,5,18,1978,"control",17,32,"DS","M",,,"R",,,,,49,131,"4645",,"1444",
1978-05-17,5,18,1978,"control",17,41,"DM","M","Z",,,,,,,35,41,"4872",,"1446",
1978-05-17,5,18,1978,"control",17,44,"DS","F",,,,,,"E",,50,115,"4880",,"1448",
1978-05-17,5,18,1978,"control",14,45,"DS","F","Z",,,,,,,48,121,"4540",,"0",
1978-05-17,5,18,1978,"control",17,46,"DM","F",,,,,,"E",,35,38,"4881",,"0",
1978-05-17,5,18,1978,"control",4,47,"DS","M",,,"S",,,,,50,126,"4864",,"4513",
1978-05-17,5,18,1978,"control",4,51,"DS","F",,,,,,"E",,50,120,"4886",,"0",
1978-05-17,5,18,1978,"control",11,52,"PP","M",,,"S",,,,,21,15,"7000",,"0",
1978-05-17,5,18,1978,"control",11,53,"DM","F","Z",,,,,,,35,29,"1442",,"0",
1978-05-17,5,18,1978,"exclosure",15,67,"DM","M",,,"S",,,,,37,41,"4437",,"0",
1978-05-17,5,18,1978,"control",4,71,"DS","F","Z",,,,,,,48,68,"1440",,"1439",
1978-05-17,5,18,1978,"control",4,72,"DS","M","Z",,,,,,,,83,"1401",,"0",
1978-05-17,5,18,1978,"control",14,73,"DM","M",,,"S",,,,,35,,"4380",,"0",
1978-05-17,5,18,1978,"control",11,75,"DS","F",,,,,"P",,,52,97,"4421",,"0",
1978-05-17,5,18,1978,"control",17,75,"DM","M",,"J",,,,,,33,21,"4436",,"0",
1978-05-17,5,18,1978,"control",11,76,"DM","M",,"J",,,,,,34,21,"1423",,"0",
1978-05-17,5,18,1978,"control",14,77,"DM","F","Z",,,,,,,36,44,"4426",,"0",
1978-05-17,5,18,1978,"control",17,77,"DO","M",,"J",,,,,,33,18,"4435",,"0",
1978-05-17,5,18,1978,"control",4,,"DM","M",,,"S",,,,,36,40,"4641",,"0",
1978-05-17,5,18,1978,"control",17,,"DM","F","Z",,,,,,,37,41,"4879",,"0",
1978-06-08,6,8,1978,"control",11,15,"DS","M",,,"S",,,,,51,119,"4388",,"4680",
1978-06-08,6,8,1978,"control",17,15,"DM","M","Z",,,,,,,36,29,"1445",,"0",
1978-06-08,6,8,1978,"control",11,24,"DM","F","Z",,,,,,,36,43,"4882",,"0",
1978-06-08,6,8,1978,"control",17,24,"DM","F","Z",,,,,,,33,43,"4881",,"0",
1978-06-08,6,8,1978,"control",17,27,"OL","F",,,,,"P",,,21,29,"4485",,"0",
1978-06-08,6,8,1978,"control",17,34,"DS","F",,,,,,"E",,49,123,"4880",,"0",
1978-06-08,6,8,1978,"control",17,51,"DS","M","Z",,,,,,,50,133,"4645",,"0",
1978-06-08,6,8,1978,"control",17,57,"DM","M","Z",,,,,,,35,29,"4436",,"0",
1978-06-08,6,8,1978,"exclosure",21,64,"PF","M",,,"S",,,,,15,8,"7010",,"0",
1978-06-08,6,8,1978,"control",17,67,"NA","F","Z",,,,,,,32,135,"1497",,"0",
1978-06-08,6,8,1978,"control",11,72,"DS","F","Z",,,,,,,49,98,"4421",,"0",
1978-06-08,6,8,1978,"control",17,72,"DM","F",,,,,,"E",,35,43,"4879",,"0",
1978-06-08,6,8,1978,"control",17,73,"DO","M",,"J",,,,,,34,23,"4435",,"0",
1978-06-08,6,8,1978,"exclosure",21,75,"OT","M","Z",,,,,,,18,12,"1421",,"0",
1978-06-08,6,8,1978,"control",11,76,"DM","M","Z",,,,,,,,26,"1423",,"0",
1978-06-08,6,8,1978,"control",11,77,"PP","M",,,"S",,,,,21,15,"7000",,"0",
1978-06-08,6,9,1978,"control",4,16,"DS","M",,,"S",,,,,50,122,"4864",,"4513",
1978-06-08,6,9,1978,"control",14,21,"DM","M",,,"S",,,,,38,46,"4380",,"0",
1978-06-08,6,9,1978,"control",14,26,"DS","F",,,,,,"E",,51,122,"4540",,"0",
1978-06-08,6,9,1978,"exclosure",3,41,"OT","F",,,,,"P",,,20,29,"4634",,"0",
1978-06-08,6,9,1978,"control",4,61,"DS","F","Z",,,,,,,49,119,"4886",,"0",
1978-06-08,6,9,1978,"removal",16,65,"DM","M",,,"S",,,,,38,48,"1449",,"0",
1978-06-08,6,9,1978,"control",4,71,"DS","F",,"J",,,,,,49,81,"1440",,"0",
1978-06-08,6,9,1978,"control",4,72,"DS","M","Z",,,,,,,50,93,"1401",,"0",
1978-06-08,6,9,1978,"control",14,73,"DM","M","Z",,,,,,,35,28,"1486",,"0",
1978-07-07,7,7,1978,"control",11,12,"PP","M",,,"S",,,,,22,16,"7000",,"0",
1978-07-07,7,7,1978,"control",17,15,"DM","M","Z",,,,,,,35,35,"1445",,"0",
1978-07-07,7,7,1978,"control",11,25,"DS","M","Z",,,,,,,52,122,"4388",,"0",
1978-07-07,7,7,1978,"control",11,27,"DM","F",,,,,,"E",,37,48,"4882",,"4681",
1978-07-07,7,7,1978,"control",17,31,"DM","M",,,"S",,,,,37,45,"4854",,"0",
1978-07-07,7,7,1978,"control",17,35,"DM","M",,,"S",,,,,36,47,"1450",,"1451",
1978-07-07,7,7,1978,"control",17,45,"DM","F",,,,,,"E",,33,39,"4881",,"0",
1978-07-07,7,7,1978,"control",17,52,"DS","M","Z",,,,,,,51,132,"4645",,"0",
1978-07-07,7,7,1978,"control",17,54,"DM","F","Z",,,,,,,36,45,"4879",,"0",
1978-07-07,7,7,1978,"control",11,55,"DS","F","Z",,,,,,,51,96,"4421",,"0",
1978-07-07,7,7,1978,"control",17,55,"DS","F","Z",,,,,,,48,120,"4880",,"1448",
1978-07-07,7,7,1978,"exclosure",21,65,"PF","M",,,"S",,,,,16,8,"7010",,"0",
1978-07-07,7,7,1978,"control",17,71,"OL","F",,,,,,"E",,20,29,"4686",,"0",
1978-07-07,7,7,1978,"control",17,75,"DO","M","Z",,,,,,,35,33,"-1",,"0",
1978-07-07,7,8,1978,"exclosure",15,11,"PP","F",,"J",,,,,,21,12,"110",,"0",
1978-07-07,7,8,1978,"control",4,15,"DS","M",,,"S",,,,,50,130,"4864",,"4513",
1978-07-07,7,8,1978,"exclosure",15,15,"PP","F",,"J",,,,,,23,10,"10",,"0",
1978-07-07,7,8,1978,"control",14,17,"DM","F","Z",,,,,,,36,39,"1476",,"0",
1978-07-07,7,8,1978,"control",14,21,"NA","M","Z",,,,,,,33,113,"1461",,"0",
1978-07-07,7,8,1978,"exclosure",3,23,"NA","F","Z",,,,,,,34,115,"1452",,"0",
1978-07-07,7,8,1978,"control",4,26,"DM","F",,,,"P",,,,36,36,"1456",,"0",
1978-07-07,7,8,1978,"control",14,31,"DS","F","Z",,,,,,,51,120,"4540",,"4677",
1978-07-07,7,8,1978,"exclosure",3,32,"NA","M",,,"S",,,,,34,190,"4699",,"0",
1978-07-07,7,8,1978,"control",14,32,"PP","M","Z",,,,,,,23,10,"8000",,"0",
1978-07-07,7,8,1978,"removal",16,33,"DM","M",,,"S",,,,,38,48,"1449",,"1462",
1978-07-07,7,8,1978,"removal",16,57,"DM","M",,,"S",,,,,36,46,"1419",,"0",
1978-07-07,7,8,1978,"control",4,61,"DS","F","Z",,,,,,,49,81,"1440",,"0",
1978-07-07,7,8,1978,"control",4,66,"DS","F","Z",,,,,,,49,80,"1455",,"1454",
1978-07-07,7,8,1978,"control",14,71,"DM","F",,,,,,"E",,38,47,"4426",,"0",
1978-07-07,7,8,1978,"control",4,72,"DS","F","Z",,,,,,,51,118,"4886",,"0",
1978-07-07,7,8,1978,"control",4,73,"DS","M","Z",,,,,,,51,91,"1401",,"0",
1978-08-04,8,4,1978,"control",17,13,"PE","M","Z",,,,,,,20,19,"1506",,"0",
1978-08-04,8,4,1978,"control",17,14,"PE","F","Z",,,,,,,19,14,"1502",,"0",
1978-08-04,8,4,1978,"control",17,15,"DM","M","Z",,,,,,,35,37,"1445",,"0",
1978-08-04,8,4,1978,"exclosure",21,16,"OT",,,,,,,,,,19,"1512",,"0",
1978-08-04,8,4,1978,"control",17,24,"DS","F","Z",,,,,,,48,123,"4880",,"0",
1978-08-04,8,4,1978,"control",11,27,"DM","F",,"J",,,,,,30,17,"1468",,"0",
1978-08-04,8,4,1978,"control",17,27,"DM","M",,,"S",,,,,38,50,"1450",,"0",
1978-08-04,8,4,1978,"control",11,31,"DS","M",,,"S",,,,,53,126,"4388",,"0",
1978-08-04,8,4,1978,"control",17,34,"DM","F","Z",,,,,,,33,44,"4881",,"1501",
1978-08-04,8,4,1978,"exclosure",21,36,"PF","M",,,"S",,,,,15,8,"7010",,"0",
1978-08-04,8,4,1978,"control",17,47,"DO","M",,,"S",,,,,35,38,"-1",,"0",
1978-08-04,8,4,1978,"control",17,51,"DS","M","Z",,,,,,,51,138,"4645",,"0",
1978-08-04,8,4,1978,"exclosure",19,54,"PM","F","Z",,,,,,,,21,"1517",,"0",
1978-08-04,8,4,1978,"control",11,56,"DM","F",,,,,,,"L",35,43,"4479",,"0",
1978-08-04,8,4,1978,"exclosure",21,61,"PP","M","Z",,,,,,,19,14,"8100",,"0",
1978-08-04,8,4,1978,"control",11,67,"DM","M","Z",,,,,,,37,36,"1423",,"0",
1978-08-04,8,4,1978,"exclosure",19,67,"PM","M","Z",,,,,,,20,19,"-1",,"1504",
1978-08-04,8,4,1978,"exclosure",21,71,"OL","M","Z",,,,,,,20,20,"1464",,"0",
1978-08-04,8,4,1978,"control",11,76,"DS","F","Z",,,,,,,52,108,"4421",,"0",
1978-08-04,8,4,1978,"exclosure",19,76,"OT","M",,"J",,,,,,19,12,"1523",,"0",
1978-08-04,8,4,1978,"control",17,77,"NA","F",,,,,"P",,,32,149,"1497",,"0",
1978-08-04,8,5,1978,"removal",16,11,"DM","M","Z",,,,,,,38,48,"1449",,"1462",
1978-08-04,8,5,1978,"control",4,15,"DM","F","Z",,,,,,,36,35,"1456",,"0",
1978-08-04,8,5,1978,"control",4,17,"DM","F","Z",,,,,,,34,34,"1508",,"0",
1978-08-04,8,5,1978,"control",14,25,"DS","F","Z",,,,,,,49,123,"4540",,"4677",
1978-08-04,8,5,1978,"control",4,42,"DS","M","Z",,,,,,,48,96,"1401",,"0",
1978-08-04,8,5,1978,"exclosure",15,43,"NA","F","Z",,,,,,,31,196,"4487",,"0",
1978-08-04,8,5,1978,"removal",16,55,"OL","M","Z",,,,,,,22,,"1528",,"0",
1978-08-04,8,5,1978,"control",14,57,"DM","M","Z",,,,,,,35,36,"1486",,"0",
1978-08-04,8,5,1978,"removal",16,57,"DM","M",,,"S",,,,,38,49,"1419",,"0",
1978-08-04,8,5,1978,"control",4,61,"DS","F","Z",,,,,,,48,83,"1440",,"1439",
1978-08-04,8,5,1978,"exclosure",15,63,"PP","F","Z",,,,,,,21,14,"110",,"0",
1978-08-04,8,5,1978,"control",14,65,"DM","F",,,,,,"R",,36,43,"4426",,"0",
1978-08-04,8,5,1978,"control",4,66,"DS","F","Z",,,,,,,47,82,"1455",,"0",
1978-08-04,8,5,1978,"removal",16,66,"OL","F","Z",,,,,,,,33,"4686",,"0",
1978-08-04,8,5,1978,"control",4,71,"DS","F","Z",,,,,,,50,119,"4886",,"0",
1978-09-03,9,3,1978,"control",11,12,"DM","M","Z",,,,,,,34,,"1519",,"0",
1978-09-03,9,3,1978,"control",17,12,"OL","F","Z",,,,,,,21,33,"4485",,"1543",
1978-09-03,9,3,1978,"control",17,16,"DM","M","Z",,,,,,,37,46,"1445",,"0",
1978-09-03,9,3,1978,"control",11,22,"DS","M","Z",,,,,,,51,126,"4388",,"0",
1978-09-03,9,3,1978,"control",11,23,"DM","F","Z",,,,,,,35,45,"4882",,"0",
1978-09-03,9,3,1978,"control",11,27,"DM","M","Z",,,,,,,36,30,"1522",,"0",
1978-09-03,9,3,1978,"control",17,32,"DS","F","Z",,,,,,,51,122,"4880",,"0",
1978-09-03,9,3,1978,"exclosure",21,33,"PF","M",,,"S",,,,,16,7,"6110",,"0",
1978-09-03,9,3,1978,"control",17,34,"DM","M",,,"R",,,,,39,52,"1450",,"0",
1978-09-03,9,3,1978,"control",17,36,"DM","M",,,"R",,,,,39,49,"4854",,"0",
1978-09-03,9,3,1978,"control",11,43,"PP","F","Z",,,,,,,22,14,"7110",,"0",
1978-09-03,9,3,1978,"control",11,45,"OT","M","Z",,,,,,,20,24,"1541",,"0",
1978-09-03,9,3,1978,"control",17,52,"DS","M","Z",,,,,,,51,136,"4645",,"0",
1978-09-03,9,3,1978,"control",17,53,"DM","F",,,,,,,,34,44,"4881",,"0",
1978-09-03,9,3,1978,"control",11,55,"PP","M","Z",,,,,,,22,13,"7100",,"0",
1978-09-03,9,3,1978,"exclosure",19,56,"PF","M",,,"S",,,,,16,6,"5000",,"0",
1978-09-03,9,3,1978,"exclosure",21,62,"OL","M","Z",,,,,,,21,24,"1464",,"0",
1978-09-03,9,3,1978,"control",11,64,"OT","F","Z",,,,,,,20,20,"1545",,"0",
1978-09-03,9,3,1978,"exclosure",21,65,"PP","M","Z",,,,,,,22,15,"8100",,"0",
1978-09-03,9,3,1978,"control",17,67,"OT","M",,"J",,,,,,,,"1542",,"0",
1978-09-03,9,3,1978,"exclosure",19,71,"PE","F",,"J",,,,,,20,13,"1538",,"0",
1978-09-03,9,3,1978,"control",11,73,"DS","F","Z",,,,,,,52,110,"4421",,"0",
1978-09-03,9,3,1978,"control",11,74,"DM","M","Z",,,,,,,38,41,"1423",,"0",
1978-09-03,9,4,1978,"exclosure",3,12,"NA","F","Z",,,,,,,34,141,"1452",,"0",
1978-09-03,9,4,1978,"control",14,13,"DM","F","Z",,,,,,,36,40,"1476",,"0",
1978-09-03,9,4,1978,"control",4,21,"DM","F","Z",,,,,,,37,39,"1456",,"0",
1978-09-03,9,4,1978,"exclosure",3,22,"OT","M","Z",,,,,,,21,27,"1532",,"0",
1978-09-03,9,4,1978,"exclosure",3,23,"PP","F","Z",,,,,,,21,13,"6010",,"0",
1978-09-03,9,4,1978,"control",14,23,"DM","M",,,"S",,,,,36,47,"4380",,"0",
1978-09-03,9,4,1978,"exclosure",15,32,"PP","F","Z",,,,,,,20,15,"110",,"0",
1978-09-03,9,4,1978,"exclosure",15,33,"PF","F","Z",,,,,,,16,6,"5110",,"0",
1978-09-03,9,4,1978,"control",4,35,"DS","M","Z",,,,,,,51,118,"1401",,"0",
1978-09-03,9,4,1978,"control",14,44,"DS","F","Z",,,,,,,50,,"4540",,"0",
1978-09-03,9,4,1978,"exclosure",3,47,"PF","F","Z",,,,,,,17,7,"5010",,"0",
1978-09-03,9,4,1978,"exclosure",3,53,"DM","M","Z",,,,,,,,,"0",,"0",
1978-09-03,9,4,1978,"control",4,55,"PF","F","Z",,,,,,,16,6,"5110",,"0",
1978-09-03,9,4,1978,"control",14,57,"NA","M","Z",,,,,,,32,118,"1552",,"0",
1978-09-03,9,4,1978,"exclosure",3,61,"OT","F",,,,,"P",,,20,28,"1521",,"0",
1978-09-03,9,4,1978,"control",14,64,"DM","F","Z",,,,,,,36,47,"4426",,"0",
1978-09-03,9,4,1978,"control",4,67,"DS","F","Z",,,,,,,47,77,"1455",,"0",
1978-09-03,9,4,1978,"control",4,73,"DS","F","Z",,,,,,,52,125,"4886",,"0",
1978-09-03,9,4,1978,"control",4,76,"DM","F","Z",,,,,,,36,37,"1508",,"0",
1978-10-06,10,7,1978,"control",11,13,"DM","F","Z",,,,,,,34,45,"4882",,"0",
1978-10-06,10,7,1978,"control",17,13,"OL","M","Z",,,,,,,20,30,"1559",,"0",
1978-10-06,10,7,1978,"control",11,15,"DS","M","Z",,,,,,,50,108,"4388",,"0",
1978-10-06,10,7,1978,"exclosure",21,16,"OL","M","Z",,,,,,,20,30,"1464",,"0",
1978-10-06,10,7,1978,"control",11,17,"DM","M","Z",,,,,,,37,45,"4389",,"1578",
1978-10-06,10,7,1978,"control",11,23,"PP","F",,,,,"P",,,21,15,"7110",,"0",
1978-10-06,10,7,1978,"control",11,35,"DO","M","Z",,,,,,,34,45,"1577",,"0",
1978-10-06,10,7,1978,"control",17,37,"DM","F","Z",,,,,,,35,41,"4881",,"1501",
1978-10-06,10,7,1978,"control",17,41,"DS","M",,,"S",,,,,52,134,"4645",,"0",
1978-10-06,10,7,1978,"control",17,52,"DM","F","Z",,,,,,,37,42,"4879",,"4648",
1978-10-06,10,7,1978,"control",17,53,"DS","F","Z",,,,,,,50,121,"4880",,"0",
1978-10-06,10,7,1978,"control",17,63,"DM","M","Z",,,,,,,38,48,"1450",,"0",
1978-10-06,10,7,1978,"control",11,66,"DS","F","Z",,,,,,,49,118,"1582",,"1589",
1978-10-06,10,7,1978,"control",11,73,"PF","F","Z",,,,,,,15,6,"4",,"0",
1978-10-06,10,7,1978,"control",11,75,"DM","M","Z",,,,,,,38,38,"1423",,"0",
1978-10-06,10,7,1978,"control",11,77,"DM","F","Z",,,,,,,35,41,"1599",,"0",
