"censusdate","month","day","year","treatment","plot","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3"
1982-01-24,1,24,1982,"exclosure",19,24,"PM","M",,,"S",,,,,21,24,"4920",,"0",
1982-01-24,1,24,1982,"control",11,27,"NA","M",,,"S",,,,,34,168,"3106",,"0",
1982-01-24,1,24,1982,"control",11,32,"DM","F","Z",,,,,,,37,46,"3052",,"0",
1982-01-24,1,24,1982,"control",11,34,"DM","M",,,"S",,,,,36,51,"2785",,"0",
1982-01-24,1,24,1982,"exclosure",19,35,"RM","M",,,"S",,,,,17,12,"7004",,"0",
1982-01-24,1,24,1982,"removal",10,41,"PM","M","Z",,,,,,,19,20,"0",,"0",
1982-01-24,1,24,1982,"control",11,42,"DM","M",,,"S",,,,,38,44,"3053",,"0",
1982-01-24,1,24,1982,"removal",10,44,"PM","F","Z",,,,,,,20,19,"0",,"0",
1982-01-24,1,24,1982,"removal",10,47,"RM","M","Z",,,,,,,17,10,"0",,"0",
1982-01-24,1,24,1982,"control",11,51,"NA","F",,,,,,"E",,33,,"3015",,"0",
1982-01-24,1,24,1982,"control",11,52,"RM","F",,,,,"P",,,17,14,"14",,"0",
1982-01-24,1,24,1982,"exclosure",21,56,"RM","M",,,"S",,,,,14,11,"111",,"0",
1982-01-24,1,24,1982,"exclosure",21,57,"PF",,,,,,,,,,,"0",,"0",
1982-01-24,1,24,1982,"exclosure",21,62,"PF","M",,,"S",,,,,16,6,"1",,"0",
1982-01-24,1,24,1982,"control",11,65,"OT","M","Z",,,,,,,19,25,"4928",,"0",
1982-01-24,1,24,1982,"control",11,71,"PE","M","Z",,,,,,,20,23,"3124",,"0",
1982-01-24,1,24,1982,"control",11,74,"DM","F",,,,,"P","R",,36,56,"2712",,"0",
1982-01-24,1,24,1982,"control",11,75,"OT","F","Z",,,,,,,21,25,"3933",,"4973",
1982-01-24,1,24,1982,"exclosure",19,75,"OT","F",,,,"S",,,,20,24,"3043",,"0",
1982-01-24,1,24,1982,"exclosure",21,75,"RM","F",,,,,"P",,,16,10,"6002",,"0",
1982-01-24,1,24,1982,"control",11,76,"DM","M",,,"S",,,,,34,45,"2473",,"0",
1982-01-24,1,25,1982,"exclosure",3,12,"PE","F",,,,,"P",,,19,30,"3131",,"0",
1982-01-24,1,25,1982,"control",4,14,"DM",,,,,,,,,,,"0",,"0",
1982-01-24,1,25,1982,"exclosure",15,14,"PE","F",,,,,"P",,,21,18,"4914",,"0",
1982-01-24,1,25,1982,"control",4,15,"DM","F",,,,"S",,,,35,35,"4981",,"0",
1982-01-24,1,25,1982,"exclosure",3,16,"OL","M","Z",,,,,,,21,42,"3180",,"0",
1982-01-24,1,25,1982,"control",14,21,"DM","M",,,"R",,,,,36,44,"4984",,"0",
1982-01-24,1,25,1982,"removal",16,22,"PE","M",,,,,,,,19,23,"4918",,"0",
1982-01-24,1,25,1982,"exclosure",3,23,"PF","M",,,"S",,,,,14,7,"11",,"0",
1982-01-24,1,25,1982,"control",14,26,"DM","M",,,"S",,,,,36,38,"4910",,"0",
1982-01-24,1,25,1982,"control",14,32,"DM","F","Z",,,,,,,34,38,"4985",,"0",
1982-01-24,1,25,1982,"control",4,34,"DM","M",,,"S",,,,,37,41,"4982",,"0",
1982-01-24,1,25,1982,"exclosure",15,35,"PF","F","Z",,,,,,,15,7,"12",,"0",
1982-01-24,1,25,1982,"exclosure",15,42,"PE","M","Z",,,,,,,20,22,"3124",,"0",
1982-01-24,1,25,1982,"exclosure",3,43,"RM","F",,,,,"P",,,16,13,"104",,"0",
1982-01-24,1,25,1982,"control",14,45,"OL","F",,,,,"P",,,20,43,"4903",,"0",
1982-01-24,1,25,1982,"exclosure",3,47,"PF","F","Z",,,,,,,15,7,"111",,"0",
1982-01-24,1,25,1982,"control",17,52,"DS","M",,,"S",,,,,50,134,"4645",,"0",
1982-01-24,1,25,1982,"control",14,54,"OL","M",,,"S",,,,,21,44,"2937",,"0",
1982-01-24,1,25,1982,"exclosure",3,56,"RM","F",,,,,"P",,,16,12,"114",,"0",
1982-01-24,1,25,1982,"control",14,61,"OL","M",,,"S",,,,,22,40,"4986",,"0",
1982-01-24,1,25,1982,"control",14,62,"OL","M","Z",,,,,,,19,30,"3109",,"0",
1982-01-24,1,25,1982,"control",17,64,"RM","M",,,"S",,,,,17,10,"5001",,"0",
1982-01-24,1,25,1982,"removal",16,65,"RM","M","Z",,,,,,,16,11,"0",,"0",
1982-01-24,1,25,1982,"control",4,67,"DM","M","Z",,,,,,,36,36,"4962",,"0",
1982-01-24,1,25,1982,"control",14,67,"DM","F",,,,,"P",,,36,52,"2739",,"0",
1982-01-24,1,25,1982,"control",4,71,"DM","F","Z",,,,,,,37,37,"3097",,"0",
1982-01-24,1,25,1982,"removal",16,75,"PE","F",,,,,"P",,,21,29,"3127",,"0",
1982-02-22,2,22,1982,"control",17,11,"DS","M",,,"S",,,,,49,150,"4645",,"0",
1982-02-22,2,22,1982,"control",17,12,"RM","F","Z",,,,,,,15,9,"6011",,"0",
1982-02-22,2,22,1982,"exclosure",19,12,"RM","M","Z",,,,,,,16,9,"7012",,"0",
1982-02-22,2,22,1982,"exclosure",19,13,"PM","M",,,"S",,,,,21,23,"4920",,"0",
1982-02-22,2,22,1982,"exclosure",21,13,"PF","F","Z",,,,,,,14,6,"8103",,"0",
1982-02-22,2,22,1982,"control",17,16,"DM","F","Z",,,,,,,37,43,"2712",,"0",
1982-02-22,2,22,1982,"exclosure",21,27,"PF","F",,"J",,,,,,14,4,"114",,"0",
1982-02-22,2,22,1982,"exclosure",21,34,"PM","M",,,"S",,,,,21,22,"2888",,"0",
1982-02-22,2,22,1982,"exclosure",19,35,"PE","F",,,,,"P",,,21,24,"4921",,"4921",
1982-02-22,2,22,1982,"exclosure",21,36,"PM","F",,,,"P",,,,,,"4996",,"0",
1982-02-22,2,22,1982,"control",17,37,"RM","M",,,"S",,,,,17,9,"7014",,"0",
1982-02-22,2,22,1982,"exclosure",21,46,"PF","M",,,"S",,,,,16,8,"5114",,"0",
1982-02-22,2,22,1982,"exclosure",21,47,"PF","F",,,,"S",,,,16,8,"14",,"0",
1982-02-22,2,22,1982,"control",17,52,"DM","M",,,"R",,,,,37,49,"3122",,"0",
1982-02-22,2,22,1982,"control",17,67,"RM","M",,,"S",,,,,17,11,"5001",,"0",
1982-02-22,2,22,1982,"exclosure",21,67,"PF","F",,,,"S",,,,16,7,"113",,"0",
1982-02-22,2,22,1982,"exclosure",19,67,"RM","F",,,,,"P",,,17,10,"7011",,"0",
1982-02-22,2,22,1982,"exclosure",19,71,"RM","F","Z",,,,,,,16,8,"5003",,"0",
1982-02-22,2,22,1982,"exclosure",19,73,"RM","M",,,"S",,,,,17,12,"7004",,"0",
1982-02-22,2,22,1982,"control",17,74,"RM","M",,,"R",,,,,16,11,"111",,"0",
1982-02-22,2,22,1982,"exclosure",19,74,"RM","M",,,"S",,,,,16,10,"5004",,"0",
1982-02-22,2,23,1982,"exclosure",3,11,"PE","F",,,,,"P",,,20,19,"3447",,"0",
1982-02-22,2,23,1982,"control",11,12,"DM","M",,,"R",,,,,37,46,"2732",,"0",
1982-02-22,2,23,1982,"exclosure",3,12,"NA","F",,,,"S",,,,33,145,"3176",,"0",
1982-02-22,2,23,1982,"control",4,13,"DM","M",,,"S",,,,,35,41,"3063",,"0",
1982-02-22,2,23,1982,"control",14,14,"DM","M",,,"S",,,,,36,42,"4910",,"0",
1982-02-22,2,23,1982,"control",4,14,"DM","F",,,,"S",,,,36,41,"4981",,"0",
1982-02-22,2,23,1982,"control",11,14,"DS","F","Z",,,,,,,49,108,"3107",,"0",
1982-02-22,2,23,1982,"control",11,15,"RM","F",,,,,"P",,,17,13,"5112",,"0",
1982-02-22,2,23,1982,"control",14,16,"DM","F","Z",,,,,,,37,43,"3420",,"0",
1982-02-22,2,23,1982,"exclosure",3,16,"PF","M",,,"S",,,,,16,8,"11",,"0",
1982-02-22,2,23,1982,"exclosure",15,17,"PF","M",,,"S",,,,,16,7,"9109",,"100",
1982-02-22,2,23,1982,"control",14,17,"OL","M",,,"S",,,,,21,38,"3418",,"0",
1982-02-22,2,23,1982,"control",11,17,"NA","M",,,"S",,,,,34,198,"3106",,"0",
1982-02-22,2,23,1982,"exclosure",3,23,"NA","M",,,"S",,,,,35,211,"3006",,"0",
1982-02-22,2,23,1982,"exclosure",15,24,"PE","M","Z",,,,,,,19,21,"3124",,"0",
1982-02-22,2,23,1982,"control",4,24,"DM","M",,,"R",,,,,36,47,"4963",,"0",
1982-02-22,2,23,1982,"exclosure",15,25,"PE","F","Z",,,,,,,20,23,"3127",,"0",
1982-02-22,2,23,1982,"control",14,25,"DM","M",,,"S",,,,,36,46,"4936",,"0",
1982-02-22,2,23,1982,"exclosure",3,25,"RM","M",,,"S",,,,,16,9,"6014",,"0",
1982-02-22,2,23,1982,"control",4,25,"RM","M",,,"S",,,,,16,9,"5002",,"0",
1982-02-22,2,23,1982,"control",14,31,"DM","M",,,"S",,,,,36,49,"4984",,"0",
1982-02-22,2,23,1982,"control",11,32,"DM","M",,,"S",,,,,38,43,"3053",,"0",
1982-02-22,2,23,1982,"exclosure",3,32,"RM","F","Z",,,,,,,17,10,"114",,"0",
1982-02-22,2,23,1982,"control",4,32,"DM","M",,,"S",,,,,37,49,"3414",,"0",
1982-02-22,2,23,1982,"control",14,33,"DM","M",,,"R",,,,,38,56,"3417",,"0",
1982-02-22,2,23,1982,"control",4,34,"DM","M","Z",,,,,,,39,44,"4982",,"0",
1982-02-22,2,23,1982,"control",11,35,"RM","F",,,,"S",,,,17,11,"14",,"0",
1982-02-22,2,23,1982,"exclosure",3,35,"RM","M","Z",,,,,,,16,7,"6013",,"0",
1982-02-22,2,23,1982,"control",4,36,"DS","M",,,"R",,,,,51,128,"3115",,"0",
1982-02-22,2,23,1982,"control",14,41,"DM","F","Z",,,,,,,37,46,"2739",,"0",
1982-02-22,2,23,1982,"control",14,46,"PE","M",,,"S",,,,,19,21,"4937",,"0",
1982-02-22,2,23,1982,"control",11,47,"RM","M",,,"S",,,,,16,10,"5113",,"0",
1982-02-22,2,23,1982,"exclosure",3,47,"RM","M",,,"S",,,,,18,10,"2",,"0",
1982-02-22,2,23,1982,"control",14,51,"OL","M","Z",,,,,,,18,36,"3416",,"0",
1982-02-22,2,23,1982,"exclosure",3,51,"PF","F",,,,,"P",,,16,8,"111",,"0",
1982-02-22,2,23,1982,"control",4,51,"OL","F","Z",,,,,,,20,26,"3413",,"0",
1982-02-22,2,23,1982,"exclosure",15,57,"RM","M",,,"S",,,,,17,11,"6004",,"0",
1982-02-22,2,23,1982,"exclosure",3,57,"RM","F",,,,,"P",,,17,15,"104",,"0",
1982-02-22,2,23,1982,"exclosure",15,61,"RM","M",,,"S",,,,,16,9,"2",,"0",
1982-02-22,2,23,1982,"control",4,61,"DM","M",,,"S",,,,,,,"3415",,"0",
1982-02-22,2,23,1982,"control",14,62,"DM","M",,,"S",,,,,36,54,"2759",,"0",
1982-02-22,2,23,1982,"control",4,62,"DM","M",,,"S",,,,,37,44,"3412",,"0",
1982-02-22,2,23,1982,"control",11,63,"DM","F","Z",,,,,,,36,44,"3052",,"0",
1982-02-22,2,23,1982,"exclosure",3,63,"RM","F",,,,,"P",,,17,13,"111",,"0",
1982-02-22,2,23,1982,"exclosure",3,65,"RM","F","Z",,,,,,,17,7,"6012",,"0",
1982-02-22,2,23,1982,"control",11,66,"DM","M",,,"S",,,,,36,51,"2785",,"0",
1982-02-22,2,23,1982,"control",4,66,"DM","M",,,"S",,,,,37,41,"4962",,"0",
1982-02-22,2,23,1982,"control",14,67,"DS","M","Z",,,,,,,50,76,"3402",,"3401",
1982-02-22,2,23,1982,"exclosure",3,67,"RM","M",,,"S",,,,,18,11,"6011",,"0",
1982-02-22,2,23,1982,"control",11,71,"OT","F",,,,"S",,,,21,24,"3933",,"4973",
1982-02-22,2,23,1982,"control",14,71,"OL","F",,,,"S",,,,21,36,"4903",,"0",
1982-02-22,2,23,1982,"control",4,71,"DM","F","Z",,,,,,,37,41,"3097",,"0",
1982-02-22,2,23,1982,"control",4,72,"DM","M",,,"S",,,,,37,52,"2665",,"0",
1982-02-22,2,23,1982,"control",11,73,"DM","M",,,"S",,,,,37,45,"3403",,"0",
1982-02-22,2,23,1982,"control",11,75,"DM","M",,,"S",,,,,36,45,"2473",,"0",
1982-02-22,2,23,1982,"control",4,76,"DS","F",,,,,,,,,,"3410",,"0",
1982-02-22,2,23,1982,"control",11,77,"OT","M",,,"S",,,,,21,27,"4928",,"0",
1982-02-22,2,24,1982,"removal",16,23,"PE","M","Z",,,,,,,19,20,"0",,"0",
1982-02-22,2,24,1982,"removal",16,37,"PE","M",,,"S",,,,,18,21,"0",,"0",
1982-03-29,3,29,1982,"control",11,11,"OL","M","Z",,,,,,,20,32,"3453",,"0",
1982-03-29,3,29,1982,"exclosure",21,12,"RM","M",,,"S",,,,,17,11,"6004",,"0",
1982-03-29,3,29,1982,"control",11,14,"DS","F","Z",,,,,,,51,106,"3107",,"3108",
1982-03-29,3,29,1982,"exclosure",21,14,"PF","M","Z",,,,,,,16,7,"3990",,"0",
1982-03-29,3,29,1982,"exclosure",21,21,"RM","F",,,,,"P",,,16,10,"997",,"0",
1982-03-29,3,29,1982,"removal",23,23,"RM","F",,,,,"P",,,16,9,"7011",,"0",
1982-03-29,3,29,1982,"exclosure",21,24,"RM","M",,,"S",,,,,18,11,"111",,"0",
1982-03-29,3,29,1982,"exclosure",21,25,"RM","F",,,,,"P",,,17,12,"6011",,"0",
1982-03-29,3,29,1982,"exclosure",21,31,"RM","M",,,"S",,,,,17,10,"7014",,"0",
1982-03-29,3,29,1982,"exclosure",19,33,"PM","M",,,"S",,,,,21,22,"2888",,"0",
1982-03-29,3,29,1982,"exclosure",21,33,"PF","F",,,,,,,,15,6,"8103",,"0",
1982-03-29,3,29,1982,"exclosure",19,35,"RM","M",,,"S",,,,,18,9,"995",,"0",
1982-03-29,3,29,1982,"exclosure",19,37,"RM","M",,,"S",,,,,17,9,"4990",,"0",
1982-03-29,3,29,1982,"exclosure",21,37,"PF","F",,,,"S",,,,16,9,"14",,"0",
1982-03-29,3,29,1982,"control",11,42,"DM","M",,,"S",,,,,36,46,"2732",,"0",
1982-03-29,3,29,1982,"control",11,45,"NA","M",,,"S",,,,,34,212,"3106",,"0",
1982-03-29,3,29,1982,"exclosure",21,46,"PF","M","Z",,,,,,,15,7,"5114",,"0",
1982-03-29,3,29,1982,"removal",23,51,"PE","F",,,,,"P",,,20,24,"3429",,"0",
1982-03-29,3,29,1982,"control",11,54,"DM","F","Z",,,,,,,35,45,"3052",,"0",
1982-03-29,3,29,1982,"removal",10,55,"RM","F",,,,,"P",,,16,14,"14",,"0",
1982-03-29,3,29,1982,"removal",10,57,"PM","M",,"J",,,,,,20,10,"3277",,"0",
1982-03-29,3,29,1982,"exclosure",21,57,"PF","F","Z",,,,,,,16,8,"113",,"0",
1982-03-29,3,29,1982,"exclosure",19,62,"PM","M",,"J",,,,,,21,12,"3434",,"0",
1982-03-29,3,29,1982,"exclosure",19,64,"PM","M","Z",,,,,,,20,18,"3433",,"0",
1982-03-29,3,29,1982,"removal",10,65,"PM","F",,"J",,,,,,21,12,"3255",,"0",
1982-03-29,3,29,1982,"exclosure",19,65,"RM","M",,,"S",,,,,17,8,"996",,"0",
1982-03-29,3,29,1982,"removal",23,65,"RM","F",,,,,"P",,,17,12,"1995",,"0",
1982-03-29,3,29,1982,"exclosure",19,66,"PM","M",,"J",,,,,,20,11,"3431",,"0",
1982-03-29,3,29,1982,"removal",10,67,"RM","M",,,"S",,,,,17,11,"1996",,"0",
1982-03-29,3,29,1982,"control",11,72,"DM","M",,"J",,,,,,34,21,"3448",,"0",
1982-03-29,3,29,1982,"exclosure",21,73,"PF","M",,,"S",,,,,15,6,"2990",,"0",
1982-03-29,3,29,1982,"exclosure",21,74,"PF","M",,,"S",,,,,16,8,"1990",,"0",
1982-03-29,3,29,1982,"control",11,76,"DM","M",,,"S",,,,,36,43,"2473",,"0",
1982-03-29,3,29,1982,"removal",23,77,"RM","M",,,"S",,,,,17,11,"7004",,"0",
1982-03-29,3,30,1982,"removal",16,11,"RM","M",,,"S",,,,,16,10,"1996",,"0",
1982-03-29,3,30,1982,"removal",16,13,"PE",,,,,,,,,,,"0",,"0",
1982-03-29,3,30,1982,"control",4,16,"DM","M",,,"S",,,,,35,42,"3060",,"0",
1982-03-29,3,30,1982,"control",17,21,"DM","F","Z",,,,,,,36,54,"2712",,"0",
1982-03-29,3,30,1982,"exclosure",3,22,"NA","F","Z",,,,,,,31,103,"3294",,"0",
1982-03-29,3,30,1982,"control",4,23,"PF","F","Z",,,,,,,16,6,"4990",,"0",
1982-03-29,3,30,1982,"control",4,25,"DM","M",,,"R",,,,,38,46,"4982",,"0",
1982-03-29,3,30,1982,"exclosure",15,25,"PF","F","Z",,,,,,,16,9,"12",,"0",
1982-03-29,3,30,1982,"control",14,25,"DM","M",,,"R",,,,,35,41,"4910",,"0",
1982-03-29,3,30,1982,"control",4,31,"DM","M",,,"R",,,,,37,50,"2660",,"0",
1982-03-29,3,30,1982,"control",17,31,"OT","F",,,,"S",,,,21,31,"2064",,"0",
1982-03-29,3,30,1982,"control",14,31,"DM","F","Z",,,,,,,36,48,"4985",,"0",
1982-03-29,3,30,1982,"control",14,34,"PE","M","Z",,,,,,,21,22,"4937",,"0",
1982-03-29,3,30,1982,"control",4,37,"DM","M",,,"S",,,,,37,44,"4962",,"0",
1982-03-29,3,30,1982,"exclosure",15,41,"PM","F",,,,,"P",,,19,34,"3284",,"0",
1982-03-29,3,30,1982,"exclosure",3,42,"OL","F",,,,"S",,,,21,32,"3413",,"0",
1982-03-29,3,30,1982,"control",14,42,"DS","M","Z",,,,,,,47,106,"3402",,"0",
1982-03-29,3,30,1982,"exclosure",3,44,"RM","F",,,,,"P",,,17,14,"111",,"0",
1982-03-29,3,30,1982,"exclosure",3,45,"RM","M",,,"S",,,,,17,10,"2",,"0",
1982-03-29,3,30,1982,"control",17,46,"RM","M",,,"S",,,,,17,10,"111",,"0",
1982-03-29,3,30,1982,"removal",16,46,"RM","M",,,"S",,,,,16,9,"6004",,"0",
1982-03-29,3,30,1982,"exclosure",3,51,"PF","F",,,,"S",,,,16,8,"111",,"0",
1982-03-29,3,30,1982,"control",14,51,"DM","M",,,"R",,,,,37,54,"3417",,"0",
1982-03-29,3,30,1982,"control",17,53,"OT","M",,,"S",,,,,19,28,"4928",,"0",
1982-03-29,3,30,1982,"removal",16,55,"RM","F",,,,,"P",,,16,12,"12",,"0",
1982-03-29,3,30,1982,"control",17,57,"PM","F",,,,,"P",,,21,28,"3285",,"0",
1982-03-29,3,30,1982,"control",4,61,"DM","F","Z",,,,,,,36,42,"3097",,"0",
1982-03-29,3,30,1982,"control",17,61,"DS","M",,,"R",,,,,51,140,"4645",,"0",
1982-03-29,3,30,1982,"exclosure",15,61,"RM","M",,,"S",,,,,16,9,"1998",,"0",
1982-03-29,3,30,1982,"removal",16,63,"RM","F","Z",,,,,,,16,11,"0",,"0",
1982-03-29,3,30,1982,"control",17,64,"RM","M",,,"S",,,,,16,10,"7014",,"0",
1982-03-29,3,30,1982,"control",14,73,"DM","M",,,"R",,,,,37,51,"2759",,"0",
1982-03-29,3,30,1982,"exclosure",3,75,"RM","M","Z",,,,,,,15,6,"1997",,"0",
1982-03-29,3,30,1982,"control",4,75,"DS","F","Z",,,,,,,50,90,"2410",,"0",
1982-03-29,3,30,1982,"control",17,77,"DO","F","Z",,,,,,,37,59,"2772",,"0",
1982-03-29,3,30,1982,"control",14,77,"DM","F",,,,"S",,,,36,45,"2739",,"0",
1982-04-28,4,28,1982,"removal",10,11,"PM","M","Z",,,,,,,20,17,"3277",,"0",
1982-04-28,4,28,1982,"control",11,11,"OL","M",,,"S",,,,,19,38,"3453",,"0",
1982-04-28,4,28,1982,"removal",23,11,"RM","M",,,,,,,,16,9,"0",,"0",
1982-04-28,4,28,1982,"control",11,12,"DS","M","Z",,,,,,,48,56,"3275",,"3278",
1982-04-28,4,28,1982,"removal",10,13,"PM","F","Z",,,,,,,19,13,"0",,"0",
1982-04-28,4,28,1982,"control",11,14,"PP","F","Z",,,,,,,22,16,"13",,"0",
1982-04-28,4,28,1982,"exclosure",19,15,"RM","M",,,"S",,,,,16,9,"7012",,"0",
1982-04-28,4,28,1982,"control",17,17,"PM","M",,,"S",,,,,21,17,"3259",,"0",
1982-04-28,4,28,1982,"control",11,24,"DS","F","Z",,,,,,,50,102,"3107",,"3108",
1982-04-28,4,28,1982,"exclosure",21,25,"PF","F","Z",,,,,,,16,9,"14",,"0",
1982-04-28,4,28,1982,"removal",23,26,"RM","F",,,,,,,,17,10,"0",,"0",
1982-04-28,4,28,1982,"removal",10,31,"PM","F",,,,,"P",,,21,32,"0",,"0",
1982-04-28,4,28,1982,"control",11,31,"DM","M",,,"S",,,,,36,45,"2732",,"0",
1982-04-28,4,28,1982,"exclosure",21,32,"PF","M",,,"S",,,,,17,8,"5114",,"0",
1982-04-28,4,28,1982,"control",17,37,"DO","F","Z",,,,,,,37,59,"2772",,"0",
1982-04-28,4,28,1982,"control",17,47,"DO","F","Z",,,,,,,34,36,"3261",,"0",
1982-04-28,4,28,1982,"control",11,52,"DM","F","Z",,,,,,,36,42,"3052",,"0",
1982-04-28,4,28,1982,"exclosure",19,55,"PM","M",,,"S",,,,,20,19,"3433",,"0",
1982-04-28,4,28,1982,"control",17,57,"OT","M","Z",,,,,,,20,27,"4928",,"0",
1982-04-28,4,28,1982,"control",17,61,"DM","M",,,"S",,,,,37,50,"3122",,"0",
1982-04-28,4,28,1982,"exclosure",19,62,"PE","F",,,,,"P",,,20,24,"3264",,"0",
1982-04-28,4,28,1982,"control",17,62,"NA","F",,,,,,"E",,32,146,"3427",,"0",
1982-04-28,4,28,1982,"removal",10,67,"RM","F",,,,,,,,17,10,"0",,"0",
1982-04-28,4,28,1982,"control",17,71,"PE","F",,,,,"P",,,20,26,"3127",,"0",
1982-04-28,4,28,1982,"removal",23,73,"RM","F",,,,,,,,16,9,"0",,"0",
1982-04-28,4,28,1982,"control",11,77,"DM","M",,,"R",,,,,37,44,"2473",,"0",
1982-04-28,4,28,1982,"exclosure",19,77,"RM","M","Z",,,,,,,16,5,"3995",,"0",
1982-04-28,4,29,1982,"exclosure",3,12,"RF","M",,,"S",,,,,17,12,"6011",,"0",
1982-04-28,4,29,1982,"control",4,12,"DS","F","Z",,,,,,,50,102,"3358",,"3360",
1982-04-28,4,29,1982,"control",14,12,"DM","F","Z",,,,,,,35,49,"4985",,"0",
1982-04-28,4,29,1982,"removal",16,16,"RM",,,,,,,,,17,9,"0",,"0",
1982-04-28,4,29,1982,"control",14,21,"DM","M",,,"R",,,,,38,53,"3417",,"0",
1982-04-28,4,29,1982,"exclosure",15,22,"PM","F",,,,"S",,,,19,18,"3384",,"0",
1982-04-28,4,29,1982,"exclosure",15,27,"PF","M",,,"S",,,,,17,7,"998",,"0",
1982-04-28,4,29,1982,"removal",16,27,"RM",,,,,,,,,15,8,"0",,"0",
1982-04-28,4,29,1982,"exclosure",3,31,"NA","M","Z",,,,,,,33,114,"3357",,"0",
1982-04-28,4,29,1982,"control",4,35,"DM","M",,,"S",,,,,38,44,"4982",,"0",
1982-04-28,4,29,1982,"control",14,35,"RM","M",,,"S",,,,,16,9,"3996",,"0",
1982-04-28,4,29,1982,"exclosure",15,43,"PE","M","Z",,,,,,,21,12,"3382",,"0",
1982-04-28,4,29,1982,"exclosure",15,45,"NA","M","Z",,,,,,,31,129,"3379",,"0",
1982-04-28,4,29,1982,"control",4,46,"DS","M",,,"R",,,,,51,125,"3115",,"0",
1982-04-28,4,29,1982,"exclosure",15,56,"RM","F",,,,,"P",,,17,15,"3997",,"0",
1982-04-28,4,29,1982,"removal",16,56,"RM",,,,,,,,,16,10,"0",,"0",
1982-04-28,4,29,1982,"control",4,62,"DM","F","Z",,,,,,,37,43,"3097",,"0",
1982-04-28,4,29,1982,"exclosure",15,62,"PF","F","Z",,,,,,,16,6,"997",,"0",
1982-04-28,4,29,1982,"control",14,63,"DM","F",,,,"S",,,,35,44,"2739",,"0",
1982-04-28,4,29,1982,"removal",16,65,"PE","F",,,,,,"E",,21,23,"3127",,"0",
1982-04-28,4,29,1982,"control",4,66,"DS","F","Z",,,,,,,51,98,"3410",,"0",
1982-04-28,4,29,1982,"control",4,67,"DM","M",,,"S",,,,,36,46,"4962",,"0",
1982-04-28,4,29,1982,"exclosure",15,75,"PM","M",,,"S",,,,,21,23,"2888",,"0",
1982-04-28,4,29,1982,"exclosure",15,76,"OT","F",,,,"S",,,,19,26,"3089",,"0",
1982-05-21,5,21,1982,"control",11,12,"DS","F","Z",,,,,,,,,"3392",,"0",
1982-05-21,5,21,1982,"control",11,13,"DS","F","Z",,,,,,,39,103,"3107",,"3108",
1982-05-21,5,21,1982,"control",17,16,"DM","F","Z",,,,,,,37,44,"2712",,"0",
1982-05-21,5,21,1982,"control",11,31,"DM","F","Z",,,,,,,34,21,"3389",,"0",
1982-05-21,5,21,1982,"removal",23,36,"DM","F","Z",,,,,,,36,43,"0",,"0",
1982-05-21,5,21,1982,"control",17,37,"DO","F","Z",,,,,,,37,40,"3261",,"0",
1982-05-21,5,21,1982,"control",11,43,"DM","M","Z",,,,,,,34,25,"3387",,"0",
1982-05-21,5,21,1982,"control",17,43,"NA","F",,,,"S",,"R",,32,152,"3427",,"0",
1982-05-21,5,21,1982,"removal",23,47,"DM","M","Z",,,,,,,34,39,"0",,"0",
1982-05-21,5,21,1982,"control",11,51,"DM","M",,,"S",,,,,36,44,"2732",,"0",
1982-05-21,5,21,1982,"exclosure",19,57,"PM","M",,,"S",,,,,21,20,"3433",,"0",
1982-05-21,5,21,1982,"removal",23,57,"RM",,,,,,,,,16,10,"0",,"0",
1982-05-21,5,21,1982,"removal",23,71,"DS",,,,,,,,,,,"0",,"0",
1982-05-21,5,21,1982,"removal",23,74,"OT","M",,,"S",,,,,20,28,"3069",,"0",
1982-05-21,5,21,1982,"control",17,76,"OT","M",,,"S",,,,,19,28,"4928",,"0",
1982-05-21,5,21,1982,"removal",23,76,"OT","F",,,,"S",,,,21,23,"3309",,"0",
1982-05-21,5,21,1982,"control",11,77,"DM","M",,,"R",,,,,36,43,"2473",,"0",
1982-05-21,5,21,1982,"removal",23,,"RM","M","Z",,,,,,,15,9,"0",,"0",
1982-05-21,5,22,1982,"control",4,11,"OL","F",,,,"S",,,,20,32,"3413",,"0",
1982-05-21,5,22,1982,"exclosure",3,12,"PF","F","Z",,,,,,,15,7,"111",,"0",
1982-05-21,5,22,1982,"exclosure",15,12,"PE","M",,,"S",,,,,21,21,"3124",,"0",
1982-05-21,5,22,1982,"exclosure",3,13,"PE","M",,,"R",,,,,18,23,"3128",,"0",
1982-05-21,5,22,1982,"exclosure",15,15,"NA","M",,,"R",,,,,33,164,"3379",,"0",
1982-05-21,5,22,1982,"removal",16,16,"RM",,,,,,,,,,,"0",,"0",
1982-05-21,5,22,1982,"exclosure",15,17,"PF","F",,,,,"P",,,16,9,"3995",,"0",
1982-05-21,5,22,1982,"removal",16,17,"RM","M","Z",,,,,,,16,10,"0",,"0",
1982-05-21,5,22,1982,"control",14,24,"DS","M","Z",,,,,,,47,103,"3549",,"3557",
1982-05-21,5,22,1982,"removal",16,24,"RM",,,,,,,,,,,"0",,"0",
1982-05-21,5,22,1982,"exclosure",3,33,"NA","M","Z",,,,,,,35,136,"3357",,"0",
1982-05-21,5,22,1982,"exclosure",15,42,"PE","M",,"J",,,,,,19,11,"3564",,"0",
