subcategory,rank,year,name,restaurant,city
Best Chefs,Nominee,2013,Jonathan Waxman,Barbuto,"New York, New York"
Outstanding Chef,Semifinalist,2013,Julian Serrano,Picasso at Bellagio,"Las Vegas, Nevada"
Best Chefs,Winner,2013,Joseph Lenn,The Barn at Blackberry Farm,"Walland, Tennessee"
Outstanding Pastry Chef,Semifinalist,2013,Maura Kilpatrick,Oleana,"Cambridge, Massachusetts"
"Outstanding Wine, Spirits, or Beer Professional",Semifinalist,2013,Ron Cooper,Del Maguey Single Village Mezcal,"Taos, New Mexico"
Outstanding Chef,Semifinalist,2013,Andrew Carmellini,Locanda Verde,"New York, New York"
Who's Who of Food & Beverage in America,Winner,2013,Michael Mina,"San Francisco, California",NA
Best Chefs,Semifinalist,2013,Matthew Millar,Reserve,"Grand Rapids, Michigan"
Outstanding Restaurant Design (76 Seats and Over),Nominee,2013,Rockwell Group,Jaleo at the Cosmopolitan of Las Vegas,"Las Vegas, Nevada"
"Outstanding Wine, Spirits, or Beer Professional",Nominee,2013,David Wondrich,Spirits Educator,"New York, New York"
Best Chefs,Winner,2013,Tory McPhail,Commander's Palace,"New Orleans, Louisiana"
Best Chefs,Nominee,2013,Ashley Christensen,Poole's Downtown Diner,"Raleigh, North Carolina"
Outstanding Chef,Semifinalist,2013,Anne Quatrano,Bacchanalia,"Atlanta, Georgia"
Outstanding Restaurant,Semifinalist,2013,Lucia's Restaurant,"Minneapolis, Minnesota",NA
America's Classics,Winner,2013,Kramarczuk's,"Minneapolis, Minnesota",NA
Best Chefs,Nominee,2013,Justin Aprahamian,Sanford,"Milwaukee, Wisconsin"
Best Chefs,Semifinalist,2013,Francesco Buitoni,Mercato Osteria & Enoteca,"Red Hook, New York"
Best Chefs,Semifinalist,2013,Mario Carbone,Torrisi Italian Specialties,"New York, New York"
Outstanding Bar Program,Winner,2013,The Aviary,"Chicago, Illinois",NA
Rising Star Chef of the Year,Semifinalist,2012,Joshua Drew,Farmshop,"Santa Monica, California"
Outstanding Pastry Chef,Semifinalist,2012,Julieta Adauto,"Orange Peel Pastries, Cakes & More","El Paso, Texas"
Best Chefs,Semifinalist,2012,Justin Girouard,The French Press,"Lafayette, Louisiana"
Best Chefs,Semifinalist,2012,Justin Wills,Restaurant Beck,"Depoe Bay, Oregon"
Best Chefs,Semifinalist,2012,Kara Brooks,Still River Cafe,"Eastford, Connecticut"
Best Chefs,Nominee,2012,Kate Jennings,La Laiterie,"Providence, Rhode Island"
Best Chefs,Semifinalist,2012,Kent Rigsby,Rigsby's Kitchen,"Columbus, Ohio"
Best Chefs,Semifinalist,2012,Kevin Nashan,Sidney Street Cafe,"St. Louis, Missouri"
Best Chefs,Semifinalist,2012,Kevin Willmann,Farmhaus,"St. Louis, Missouri"
Best Chefs,Semifinalist,2012,Konstantinos Pitsillides,Kanella,"Philadelphia, Pennsylvania"
Rising Star Chef of the Year,Semifinalist,2012,Kris Yenbamroong,Talesai,"West Hollywood, California"
Best Chefs,Semifinalist,2012,Manabu Horiuchi,Kata Robata,"Houston, Texas"
Outstanding Restaurateur,Semifinalist,2012,Larry D'Amico,D'Amico & Partners,"Minneapolis, Minnesota"
Best Chefs,Semifinalist,2012,Dale Reitzer,Acacia,"Richmond, Virginia"
Best Chefs,Semifinalist,2012,John Rivera Sedlar,Rivera,"Los Angeles, California"
Rising Star Chef of the Year,Semifinalist,2012,Katie Button,Curate,"Asheville, North Carolina"
Best Chefs,Winner,2012,Christopher Hastings,Hot and Hot Fish Club,"Birmingham, Alabama"
Outstanding Restaurateur,Nominee,2012,Caroline Styne,Lucques/A.O.C./Tavern,"Los Angeles, California"
Best Chefs,Nominee,2012,Kevin Binkley,Binkley's Restaurant,"Cave Creek, Arizona"
Best Chefs,Semifinalist,2012,Matthew Accarrino,SPQR,"San Francisco, California"
Outstanding Chef,Semifinalist,2012,Vitaly Paley,Paley's Place,"Portland, Oregon"
Best Chefs,Semifinalist,2012,Maiya Keck,Maiya's,"Marfa, Texas"
Best Chefs,Semifinalist,2012,Silvana Salcido Salcido Esparza,Barrio Cafe,"Phoenix, Arizona"
Best Chefs,Semifinalist,2012,Shinji Muramoto,Restaurant Muramoto,"Madison, Wisconsin"
Best Chefs,Semifinalist,2012,Liz Jackson,Libby's Bistro,"Gorham, New Hampshire"
Outstanding Pastry Chef,Semifinalist,2012,Lisa Lu,Jardiniere,"San Francisco, California"
Best Chefs,Semifinalist,2012,Jonathon Sawyer,The Greenhouse Tavern,"Cleveland, Ohio"
Outstanding Restaurateur,Semifinalist,2012,Steven Rosenthal,Stock & Bones,"San Francisco, California"
Best Chefs,Semifinalist,2012,Andrew Araneo,Drew's Bayshore Bistro,"Keyport, New Jersey"
Best Chefs,Semifinalist,2012,Seif Chirchi,Joule,"Seattle, Washington"
Outstanding Bar Program,Semifinalist,2012,La Belle Vie,"Minneapolis, Minnesota",NA
Outstanding Service,Winner,2012,La Grenouille,"New York, New York",NA
Outstanding Service,Semifinalist,2012,L'Espalier,"Boston, Massachusetts",NA
Best New Restaurant,Semifinalist,2012,Little Serow,"Washington, District of Columbia",NA
Outstanding Restaurant,Semifinalist,2012,Magnolia Grill,"Durham, North Carolina",NA
Outstanding Service,Semifinalist,2012,Manny's Steakhouse,"Minneapolis, Minnesota",NA
Outstanding Restaurant,Semifinalist,2012,Marcel's,"Washington, District of Columbia",NA
Best Chefs,Semifinalist,2012,Sean Rembold,Diner,NA
Outstanding Pastry Chef,Nominee,2012,Ghaya Oliveira,Boulud Sud,"New York, New York"
Best Chefs,Winner,2012,Matt Molina,Osteria Mozza,"Los Angeles, California"
Best Chefs,Semifinalist,2012,Ashley Christensen,Poole's,"Raleigh, North Carolina"
Best Chefs,Semifinalist,2012,Jeff McInnis,Yardbird Southern Table & Bar,"Miami Beach, Florida"
Best Chefs,Semifinalist,2012,Mourad Lahlou,Aziza,"San Francisco, California"
"Outstanding Wine, Spirits, or Beer Professional",Nominee,2012,Sam Calagione,Dogfish Head Craft Brewery,"Milton, Delaware"
Best Chefs,Semifinalist,2012,Phoebe Chase,Chase's Daily,"Belfast, Maine"
Best Chefs,Semifinalist,2012,Jason Bond,Bondir,"Cambridge, Massachusetts"
Best Chefs,Semifinalist,2012,Steven Brown,Tilia,"Minneapolis, Minnesota"
Outstanding Chef,Semifinalist,2012,Holly Smith,Cafe Juanita,"Kirkland, Washington"
Outstanding Chef,Semifinalist,2012,Charles Phan,The Slanted Door,"San Francisco, California"
Outstanding Restaurateur,Nominee,2012,Phil Suarez,Suarez Restaurant Group,"New York, New York"
Best Chefs,Nominee,2012,Cathy A Whims,Nostrana,"Portland, Oregon"
Best Chefs,Nominee,2012,Colby Garrelts,Bluestem,"Kansas City, Missouri"
Best Chefs,Semifinalist,2012,Cindy Wolf,Charleston,"Baltimore, Maryland"
Outstanding Restaurant Graphics,Nominee,2012,Common Space Studio,The Dutch,"New York, New York"
Outstanding Restaurant Graphics,Nominee,2012,Air Conditioned,Farmshop,"Santa Monica, California"
Best Chefs,Semifinalist,2012,Scott Hunnel,Victoria & Albert's at Disney's Grand Floridian Resort & Spa,"Lake Buena Vista, Florida"
Outstanding Wine Program,Nominee,2012,Emeril's,"New Orleans, Louisiana",NA
Rising Star Chef of the Year,Semifinalist,2012,Sara Lukasiewicz,Red Devon,"Bangall, New York"
Rising Star Chef of the Year,Semifinalist,2012,Sameh Wadi,Saffron Restaurant & Lounge,"Minneapolis, Minnesota"
Outstanding Restaurateur,Semifinalist,2012,Sam Fox,Fox Restaurant Concepts,"Scottsdale, Arizona"
Best New Restaurant,Semifinalist,2012,MB Post,"Manhattan Beach, California",NA
Best Chefs,Semifinalist,2012,Russell Klein,Meritage,"St. Paul, Minnesota"
Outstanding Restaurateur,Semifinalist,2012,Roger S. Berkowitz,Legal Sea Foods,"Boston, Massachusetts"
Best Chefs,Semifinalist,2012,serge Madikians,Serevan,"Amenia, New York"
Outstanding Restaurateur,Semifinalist,2012,Richard Gonzmart,Columbia Restaurant,"Tampa, Florida"
Outstanding Restaurateur,Semifinalist,2012,Richard D'Amico,D'Amico & Partners,"Minneapolis, Minnesota"
Best Chefs,Semifinalist,2012,Richard Blondin,Refectory Restaurant & Bistro,"Columbus, Ohio"
Best Chefs,Semifinalist,2012,Rich Torrisi,Torrisi Italian Specialties,NA
Best Chefs,Semifinalist,2012,Renee Erickson,Boat Street Cafe,"Seattle, Washington"
Best Chefs,Semifinalist,2012,Regina Mehallick,R Bistro,"Indianapolis, Indiana"
Best Chefs,Semifinalist,2012,Ted LaFage,Chase's Daily,"Belfast, Maine"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Abe Schoener,The Scholium Project,"Napa, California"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Alex Golitzin,Quilceda Creek Vintners,"Snohomish, Washington"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Greg Engert,Neighborhood Restaurant Group,"Alexandria, Virginia"
Outstanding Chef,Semifinalist,2012,Suzanne Jennifer Goin,Lucques,"Los Angeles, California"
Best New Restaurant,Winner,2012,Next,"Chicago, Illinois",NA
Best Chefs,Nominee,2012,Jason Franey,Canlis,"Seattle, Washington"
Outstanding Wine Program,Winner,2012,No. 9 Park,"Boston, Massachusetts",NA
Best Chefs,Nominee,2012,Lenny Russo,Heartland Restaurant & Farm Direct Market,"St. Paul, Minnesota"
Best Chefs,Semifinalist,2012,William Bradley,Addison at the Grand Del Mar,"San Diego, California"
Who's Who of Food & Beverage in America,Winner,2012,Grant Achatz,"Chicago, Illinois",NA
Outstanding Service,Semifinalist,2012,Nopa,"San Francisco, California",NA
Outstanding Restaurant,Semifinalist,2012,Oleana,"Cambridge, Massachusetts",NA
Outstanding Wine & Spirits Professional,Semifinalist,2012,Jim Koch,The Boston Beer Company,"Boston, Massachusetts"
Best Chefs,Semifinalist,2012,Josh Adams,June,"Peoria Heights, Illinois"
Best Chefs,Semifinalist,2012,Galen Zamarra,Mas (farmhouse),NA
Rising Star Chef of the Year,Semifinalist,2012,Casey Lane,The Tasting Kitchen,"Venice, California"
Best Chefs,Nominee,2012,Alon Shaya,Domenica,"New Orleans, Louisiana"
Best New Restaurant,Semifinalist,2012,Ollie Irene,"Mountain Brook, Alabama",NA
Best Chefs,Semifinalist,2012,Dan Kluger,ABC Kitchen,NA
Best Chefs,Semifinalist,2012,Michael Hudman,Andrew Michael Italian Kitchen,"Memphis, Tennessee"
Best Chefs,Semifinalist,2012,Andrew Ticer,Andrew Michael Italian Kitchen,"Memphis, Tennessee"
Best Chefs,Semifinalist,2012,Anita Lo,Annisa,NA
Best New Restaurant,Semifinalist,2012,Park Tavern,"San Francisco, California",NA
Outstanding Wine Program,Semifinalist,2012,Patina,"Los Angeles, California",NA
Best Chefs,Semifinalist,2012,Julie Petrakis,The Ravenous Pig,"Winter Park, Florida"
Best Chefs,Nominee,2012,Gerard Craft,Niche,"St. Louis, Missouri"
Outstanding Bar Program,Winner,2012,PDT,"New York, New York",NA
Outstanding Pastry Chef,Semifinalist,2012,Tiffany MacIsaac,Birch & Barley,"Washington, District of Columbia"
Outstanding Bar Program,Nominee,2012,Pegu Club,"New York, New York",NA
Outstanding Wine Program,Semifinalist,2012,Perbacco,"San Francisco, California",NA
Best New Restaurant,Semifinalist,2012,Petite Jacqueline,"Portland, Maine",NA
Outstanding Wine Program,Semifinalist,2012,Picasso at Bellagio,"Las Vegas, Nevada",NA
Best New Restaurant,Semifinalist,2012,Picca,"Los Angeles, California",NA
Outstanding Service,Semifinalist,2012,Picholine,"New York, New York",NA
Best New Restaurant,Semifinalist,2012,Pistou,"Burlington, Vermont",NA
Best New Restaurant,Semifinalist,2012,Pondicheri,"Houston, Texas",NA
Outstanding Service,Semifinalist,2012,Providence,"Los Angeles, California",NA
Outstanding Bar Program,Semifinalist,2012,PX,"Alexandria, Virginia",NA
Best New Restaurant,Semifinalist,2012,Restaurant 1833,"Monterey, California",NA
Outstanding Restaurant,Semifinalist,2012,Restaurant Alma,"Minneapolis, Minnesota",NA
Outstanding Wine Program,Semifinalist,2012,Restaurant Eve,"Alexandria, Virginia",NA
Outstanding Service,Semifinalist,2012,Restaurant Eve,"Alexandria, Virginia",NA
Outstanding Bar Program,Semifinalist,2012,Rivera,"Los Angeles, California",NA
Outstanding Restaurateur,Winner,2012,Christina Ford,Tom Douglas Restaurants,"Seattle, Washington"
Best New Restaurant,Semifinalist,2012,Salt,"Saint Louis, Missouri",NA
Outstanding Wine Program,Semifinalist,2012,Sepia,"Chicago, Illinois",NA
Best New Restaurant,Semifinalist,2012,ShinBay,"Scottsdale, Arizona",NA
Outstanding Service,Nominee,2012,Spiaggia,"Chicago, Illinois",NA
Outstanding Bar Program,Semifinalist,2012,Standard Tap,"Philadelphia, Pennsylvania",NA
Best New Restaurant,Semifinalist,2012,Tashan,"Philadelphia, Pennsylvania",NA
Outstanding Restaurant,Semifinalist,2012,Terra,"St. Helena, California",NA
Best New Restaurant,Nominee,2012,Tertulia,"New York, New York",NA
Outstanding Bar Program,Nominee,2012,The Aviary,"Chicago, Illinois",NA
Best Chefs,Semifinalist,2012,Champe Speidel,Persimmon,"Bristol, Rhode Island"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Jorg Rupf,St. George Spirits,"Alameda, California"
Best Chefs,Winner,2012,Hugh Acheson,Five and Ten,"Athens, Georgia"
Best Chefs,Semifinalist,2012,Anthony Lamas,Seviche,"Louisville, Kentucky"
Outstanding Pastry Chef,Semifinalist,2012,Maura Kilpatrick,Sofra Bakery and Cafe,"Cambridge, Massachusetts"
America's Classics,Winner,2012,St. Elmo's Steak House,"Indianapolis, Indiana",NA
America's Classics,Winner,2012,Shady Glen,"Manchester, Connecticut",NA
Best New Restaurant,Semifinalist,2012,The Bachelor Farmer,"Minneapolis, Minnesota",NA
Outstanding Wine Program,Nominee,2012,The Barn at Blackberry Farm,"Walland, Tennessee",NA
Best New Restaurant,Semifinalist,2012,The Catbird Seat,"Nashville, Tennessee",NA
Outstanding Bar Program,Semifinalist,2012,The Columbia Room,"Washington, District of Columbia",NA
Outstanding Service,Semifinalist,2012,The Compound,"Santa Fe, New Mexico",NA
Best New Restaurant,Semifinalist,2012,The Dorrance,"Providence, Rhode Island",NA
Outstanding Bar Program,Semifinalist,2012,The Esquire Tavern,"San Antonio, Texas",NA
Best New Restaurant,Semifinalist,2012,The Farm and Fisherman,Philadelphia,NA
Outstanding Bar Program,Semifinalist,2012,The Franklin Mortgage & Investment Co.,"Philadelphia, Pennsylvania",NA
Outstanding Wine & Spirits Professional,Semifinalist,2012,Ken Grossman,Sierra Nevada Brewing Co.,"Chino, California"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Lance Hanson,Peak Spirits,"Hotchkiss, Colorado"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Manfred Krankl,Sine Qua Non,"Ventura, California"
"Outstanding Wine, Spirits, or Beer Professional",Nominee,2012,Neal Rosenthal,Mad Rose Group,"Pine Plains, New York"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Virginia Philip,Virginia Philip Wine Shop & Academy,"West Palm Beach, Florida"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Jorge Ordonez,Fine Estates from Spain,"Dedham, Massachusetts"
Outstanding Wine & Spirits Professional,Semifinalist,2012,David Hirsch,Hirsch Vineyards,"Cazadero, California"
"Outstanding Wine, Spirits, or Beer Professional",Nominee,2012,Garrett Oliver,Brooklyn Brewery,"New York, New York"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Eric Solomon,Eric Solomon Selections - European Cellars,"Charlotte, North Carolina"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Ron Cooper,"Del Maguey, Single Village Mezcal","Ranchos de Taos, New Mexico"
"Outstanding Wine, Spirits, or Beer Professional",Nominee,2012,Merry Edwards,Merry Edwards Winery,"Sebastopol, California"
Outstanding Wine & Spirits Professional,Semifinalist,2012,Sean Wilson,Fullsteam,"Durham, North Carolina"
Best Chefs,Semifinalist,2012,Rachel Yang,Joule,"Seattle, Washington"
Rising Star Chef of the Year,Semifinalist,2012,Preston Clark,El Paseo,"Mill Valley, California"
Best Chefs,Semifinalist,2012,Penelle Chase,Chase's Daily,"Belfast, Maine"
Best Chefs,Semifinalist,2012,Paul Shoemaker,Savory,"Malibu, California"
Rising Star Chef of the Year,Semifinalist,2012,Noah Bernamoff,Mile End,"New York, New York"
Outstanding Restaurant,Semifinalist,2012,Picasso at Bellagio,"Las Vegas, Nevada",NA
Outstanding Restaurant,Semifinalist,2012,Patina,"Los Angeles, California",NA
Outstanding Restaurant,Semifinalist,2012,Charleston,"Baltimore, Maryland",NA
Outstanding Restaurant,Semifinalist,2012,Canlis,"Seattle, Washington",NA
Outstanding Bar Program,Semifinalist,2012,The Old Fashioned,"Madison, Wisconsin",NA
Outstanding Restaurant,Nominee,2012,Vetri,"Philadelphia, Pennsylvania",NA
Best New Restaurant,Semifinalist,2012,Zeppoli,"Collingswood, New Jersey",NA
Outstanding Restaurant Design,Nominee,2012,Glen & Company,Romera,"New York, New York"
Outstanding Restaurant Design,Winner,2012,Bentel & Bentel Architects,Le Bernardin,"New York, New York"
Outstanding Restaurant Design,Nominee,2012,"Design Bureaux, Inc.",DBGB Kitchen and Bar,"New York, New York"
Best New Restaurant,Semifinalist,2012,Yardbird Southern Table & Bar,"Miami Beach, Florida",NA
Outstanding Wine Program,Semifinalist,2012,Wild Rice Restaurant,"Bayfield, Wisconsin",NA
Outstanding Restaurant,Semifinalist,2012,Vincent on Camelback,"Phoenix, Arizona",NA
Outstanding Restaurant,Semifinalist,2012,Tru,"Chicago, Illinois",NA
Outstanding Wine Program,Semifinalist,2012,Troquet,"Boston, Massachusetts",NA
Outstanding Wine Program,Semifinalist,2012,Tria,"Philadelphia, Pennsylvania",NA
Best New Restaurant,Semifinalist,2012,Tremont,"New York, New York",NA
Best New Restaurant,Semifinalist,2012,Trade,"Boston, Massachusetts",NA
Outstanding Service,Nominee,2012,Topolobampo,"Chicago, Illinois",NA
Outstanding Bar Program,Semifinalist,2012,The Zig Zag Cafe,"Seattle, Washington",NA
Outstanding Bar Program,Semifinalist,2012,The Porter Beer Bar,"Atlanta, Georgia",NA
Outstanding Service,Semifinalist,2012,The Oakroom at the Seelbach Hilton,"Louisville, Kentucky",NA
Best New Restaurant,Semifinalist,2012,The Macintosh,"Charleston, South Carolina",NA
Outstanding Restaurant,Semifinalist,2012,The Kitchen Restaurant,"Sacramento, California",NA
Outstanding Service,Semifinalist,2012,The French Room at the Adolphus Hotel,"Dallas, Texas",NA
Outstanding Restaurateur,Semifinalist,2012,Nick Pihakis,Jim 'N Nick's Bar-B-Q,"Birmingham, Alabama"
Outstanding Restaurateur,Semifinalist,2012,Nick Badovinus,Flavor Hook,"Dallas, Texas"
Best Chefs,Semifinalist,2012,Nattasak Wongsaichua,Boda,"Portland, Maine"
Outstanding Restaurateur,Semifinalist,2012,Mike Klank,Taqueria del Sol,"Atlanta, Georgia"
Outstanding Restaurant,Nominee,2012,Highlands Bar and Grill,"Birmingham, Alabama",NA
Outstanding Wine Program,Nominee,2012,A16,"San Francisco, California",NA
Best New Restaurant,Semifinalist,2012,Altura,"Seattle, Washington",NA
Outstanding Bar Program,Semifinalist,2012,Anvil Bar & Refuge,"Houston, Texas",NA
Best New Restaurant,Nominee,2012,AQ,"San Francisco, California",NA
Outstanding Bar Program,Semifinalist,2012,Arnaud's French 75 Bar,"New Orleans, Louisiana",NA
Outstanding Restaurant,Semifinalist,2012,August,"New Orleans, Louisiana",NA
Outstanding Restaurant,Nominee,2012,Balthazar,"New York, New York",NA
Outstanding Bar Program,Nominee,2012,Bar Agricole,"San Francisco, California",NA
Outstanding Bar Program,Semifinalist,2012,Beretta,"San Francisco, California",NA
Outstanding Restaurateur,Semifinalist,2012,Frank Bonanno,Bonanno Concepts,"Denver, Colorado"
Best Chefs,Semifinalist,2012,Mike Brown,Travail Kitchen and Amusements,"Robbinsdale, Minnesota"
Outstanding Pastry Chef,Semifinalist,2012,Michelle Gayer,Salty Tart Bakery,"Minneapolis, Minnesota"
Best Chefs,Semifinalist,2012,Michael Krikorian,Copper Canyon,"Atlantic Highlands, New Jersey"
Best Chefs,Semifinalist,2012,Michael Cimarusti,Providence,"Los Angeles, California"
Rising Star Chef of the Year,Semifinalist,2012,Micah Wexler,Mezze,"Los Angeles, California"
Best Chefs,Semifinalist,2012,Spike Gjerde,Woodberry Kitchen,"Baltimore, Maryland"
Best Chefs,Semifinalist,2012,Megan Chase,Chase's Daily,"Belfast, Maine"
Rising Star Chef of the Year,Semifinalist,2012,Max Sussman,Roberta's,"New York, New York"
Best New Restaurant,Semifinalist,2012,Harvest,"Louisville, Kentucky",NA
Outstanding Wine Program,Semifinalist,2012,Hatfield's,"Los Angeles, California",NA
Outstanding Bar Program,Semifinalist,2012,Holeman & Finch Public House,"Atlanta, Georgia",NA
