individual,year,year_recode,season,locality,sex,body_mass_grams,body_condition_index,straight_carapace_length_mm
1414,2016,9,Summer,Plateau,m,1233,6.774725275,182
1414,2017,10,Spring,Plateau,m,1269,7.05,180
1414,2018,11,Summer,Plateau,m,1280,7.032967033,182
1414,2021,14,Spring,Plateau,m,1180,6.519337017,181
1414,2021,14,Summer,Plateau,m,1258,6.988888889,180
1414,2022,15,Spring,Plateau,m,1232,6.695652174,184
1415,2010,3,Spring,Plateau,m,1139,6.409679235,177.7
1416,2010,3,Spring,Plateau,m,895,5.333730632,167.8
1416,2016,9,Summer,Plateau,m,921,5.323699422,173
1416,2017,10,Summer,Plateau,m,857,4.953757225,173
1416,2017,10,Spring,Plateau,m,923,5.36627907,172
1416,2018,11,Summer,Plateau,m,908,5.279069767,172
1416,2019,12,Spring,Plateau,m,915,5.289017341,173
1416,2021,14,Spring,Plateau,m,815,4.738372093,172
1416,2023,16,Summer,Plateau,m,926,5.32183908,174
1417,2010,3,Spring,Plateau,m,1257,6.937086093,181.2
1417,2016,9,Spring,Plateau,m,1270,6.93989071,183
1417,2017,10,Spring,Plateau,m,1300,7.142857143,182
1418,2010,3,Spring,Plateau,m,782,5.107772698,153.1
1418,2016,9,Summer,Plateau,m,1084,6.159090909,176
1418,2018,11,Spring,Plateau,m,1132,6.431818182,176
1419,2010,3,Spring,Plateau,m,973,5.650406504,172.2
1419,2011,4,Spring,Plateau,m,942,5.464037123,172.4
1419,2011,4,Summer,Plateau,m,977,5.726846424,170.6
1419,2015,8,Summer,Plateau,m,986,5.699421965,173
1419,2017,10,Summer,Plateau,m,997,5.830409357,171
1419,2019,12,Spring,Plateau,m,967,5.622093023,172
142,2017,10,Summer,Plateau,m,683,4.553333333,150
142,2020,13,Summer,Plateau,m,738,4.855263158,152
142,2023,16,Spring,Plateau,m,782,5.213333333,150
1420,2010,3,Spring,Plateau,m,1107,6.24717833,177.2
1420,2016,9,Summer,Plateau,m,1281,7.278409091,176
1420,2017,10,Summer,Plateau,m,1226,6.663043478,184
1420,2021,14,Summer,Plateau,m,1255,6.820652174,184
1420,2023,16,Summer,Plateau,m,1311,7.010695187,187
1423,2010,3,Spring,Plateau,m,879,5.38273117,163.3
1423,2011,4,Summer,Plateau,m,868,5.308868502,163.5
1423,2011,4,Summer,Plateau,m,934,5.670916818,164.7
1423,2016,9,Summer,Plateau,m,932,5.614457831,166
1423,2017,10,Spring,Plateau,m,897,5.469512195,164
1423,2018,11,Summer,Plateau,m,910,5.481927711,166
1424,2009,2,Summer,Plateau,m,767,5.078125,151.04
1424,2011,4,Spring,Plateau,m,756,4.918672739,153.7
1424,2017,10,Spring,Plateau,m,906,5.627329193,161
1424,2018,11,Summer,Plateau,m,982,5.987804878,164
1425,2010,3,Spring,Plateau,m,962,5.563909774,172.9
1425,2016,9,Spring,Plateau,m,1024,5.851428571,175
1425,2017,10,Spring,Plateau,m,970,5.511363636,176
1425,2020,13,Summer,Plateau,m,1110,6.271186441,177
1425,2021,14,Summer,Plateau,m,1056,5.802197802,182
1425,2021,14,Spring,Plateau,m,976,5.545454545,176
1429,2021,14,Summer,Beach,m,717,4.748344371,151
1429,2022,15,Summer,Beach,m,720,4.675324675,154
143,2008,1,Spring,Plateau,m,1090,5.981123793,182.24
143,2012,5,Summer,Plateau,m,1192,6.453708717,184.7
143,2014,7,Summer,Plateau,m,1254,6.705882353,187
143,2015,8,Summer,Plateau,m,1273,6.948689956,183.2
143,2016,9,Spring,Plateau,m,1260,6.810810811,185
143,2017,10,Summer,Plateau,m,1158,6.293478261,184
143,2018,11,Summer,Plateau,m,1267,6.811827957,186
143,2019,12,Spring,Plateau,m,1214,6.49197861,187
143,2023,16,Summer,Plateau,m,1307,6.95212766,188
1431,2011,4,Spring,Plateau,f,913,5.625385089,162.3
1431,2014,7,Summer,Plateau,f,930,5.636363636,165
1431,2016,9,Spring,Plateau,f,936,5.707317073,164
1431,2017,10,Spring,Plateau,f,865,5.306748466,163
1431,2022,15,Spring,Plateau,f,995,6.104294479,163
1431,2023,16,Spring,Plateau,f,1032,6.142857143,168
1431,2023,16,Summer,Plateau,f,1014,6.108433735,166
1432,2022,15,Spring,Plateau,m,698,4.622516556,151
1432,2022,15,Summer,Plateau,m,724,4.794701987,151
1432,2023,16,Spring,Plateau,m,699,4.629139073,151
1432,2023,16,Summer,Plateau,m,734,4.828947368,152
1433,2010,3,Spring,Plateau,f,1264,6.617801047,191
1434,2010,3,Spring,Plateau,m,993,5.642045455,176
1434,2011,4,Spring,Plateau,m,986,5.615034169,175.6
1434,2011,4,Summer,Plateau,m,987,5.738372093,172
1434,2013,6,Spring,Plateau,m,1034,5.942528736,174
1434,2015,8,Summer,Plateau,m,1013,5.684624018,178.2
1434,2015,8,Summer,Plateau,m,1030,5.770308123,178.5
1434,2017,10,Spring,Plateau,m,1022,5.873563218,174
1434,2018,11,Spring,Plateau,m,1048,5.954545455,176
1434,2019,12,Summer,Plateau,m,1004,5.704545455,176
1434,2020,13,Summer,Plateau,m,1076,6.148571429,175
1434,2021,14,Summer,Plateau,m,1030,5.852272727,176
1434,2021,14,Spring,Plateau,m,1012,5.75,176
1434,2023,16,Summer,Plateau,m,1049,5.860335196,179
1435,2010,3,Spring,Plateau,m,883,5.430504305,162.6
1435,2011,4,Spring,Plateau,m,869,5.302013423,163.9
1436,2010,3,Spring,Plateau,m,1012,5.966981132,169.6
1436,2016,9,Summer,Plateau,m,1103,6.412790698,172
1436,2017,10,Spring,Plateau,m,1023,6.017647059,170
1436,2019,12,Spring,Plateau,m,1021,5.936046512,172
1436,2022,15,Spring,Plateau,m,1054,6.092485549,173
1436,2023,16,Spring,Plateau,m,1064,6.186046512,172
1436,2023,16,Summer,Plateau,m,1095,6.329479769,173
1437,2010,3,Spring,Plateau,m,1063,6.039772727,176
1437,2011,4,Summer,Plateau,m,1080,6.06741573,178
1437,2011,4,Spring,Plateau,m,1035,6.084656085,170.1
1437,2014,7,Summer,Plateau,m,1141,6.392156863,178.5
1437,2016,9,Spring,Plateau,m,1109,6.301136364,176
1437,2016,9,Summer,Plateau,m,1076,6.079096045,177
1437,2016,9,Spring,Plateau,m,1140,6.477272727,176
1437,2017,10,Spring,Plateau,m,1080,6.171428571,175
1437,2017,10,Summer,Plateau,m,1087,6.176136364,176
1437,2019,12,Spring,Plateau,m,1040,5.875706215,177
1437,2023,16,Spring,Plateau,m,1144,6.426966292,178
1438,2010,3,Spring,Plateau,m,1205,6.599123768,182.6
1438,2011,4,Summer,Plateau,m,1250,6.756756757,185
1438,2012,5,Summer,Plateau,m,1260,6.796116505,185.4
1438,2016,9,Spring,Plateau,m,1405,7.433862434,189
1438,2017,10,Spring,Plateau,m,1358,7.147368421,190
1438,2019,12,Spring,Plateau,m,1391,7.321052632,190
1438,2021,14,Spring,Plateau,m,1280,6.701570681,191
1438,2021,14,Summer,Plateau,m,1384,7.284210526,190
1438,2022,15,Spring,Plateau,m,1384,7.246073298,191
1438,2022,15,Summer,Plateau,m,1462,7.654450262,191
144,2008,1,Spring,Plateau,m,1060,6.012478729,176.3
144,2013,6,Spring,Plateau,m,1168,6.561797753,178
144,2015,8,Summer,Plateau,m,1161,6.504201681,178.5
144,2016,9,Summer,Plateau,m,1119,6.357954545,176
144,2016,9,Spring,Plateau,m,1184,6.727272727,176
144,2017,10,Spring,Plateau,m,1181,6.787356322,174
144,2018,11,Summer,Plateau,m,1143,6.531428571,175
144,2019,12,Spring,Plateau,m,1102,6.297142857,175
144,2021,14,Spring,Plateau,m,1115,6.371428571,175
144,2022,15,Spring,Plateau,m,1155,6.488764045,178
144,2022,15,Summer,Plateau,m,1168,6.674285714,175
1440,2010,3,Spring,Plateau,m,1083,6.195652174,174.8
1440,2011,4,Spring,Plateau,m,1086,6.050139276,179.5
1440,2011,4,Summer,Plateau,m,1126,6.255555556,180
1440,2015,8,Summer,Plateau,m,1177,6.502762431,181
1440,2017,10,Summer,Plateau,m,1115,6.160220994,181
1440,2019,12,Spring,Plateau,m,1106,6.110497238,181
1442,2010,3,Spring,Plateau,m,885,5.510585305,160.6
1442,2011,4,Spring,Plateau,m,859,5.168471721,166.2
1442,2011,4,Summer,Plateau,m,898,5.364396655,167.4
1442,2015,8,Summer,Plateau,m,890,5.329341317,167
1443,2010,3,Spring,Plateau,m,1422,7.152917505,198.8
1443,2011,4,Summer,Plateau,m,1431,7.130044843,200.7
1443,2011,4,Summer,Plateau,m,1463,7.43772242,196.7
1443,2011,4,Summer,Plateau,m,1473,7.515306122,196
1443,2015,8,Summer,Plateau,m,1557,7.863636364,198
1443,2016,9,Spring,Plateau,m,1516,7.656565657,198
1443,2016,9,Spring,Plateau,m,1552,7.878172589,197
1443,2017,10,Spring,Plateau,m,1483,7.566326531,196
1443,2018,11,Spring,Plateau,m,1462,7.459183673,196
1443,2019,12,Spring,Plateau,m,1384,7.025380711,197
1443,2020,13,Summer,Plateau,m,1438,7.226130653,199
1443,2022,15,Spring,Plateau,m,1504,7.634517766,197
1445,2010,3,Spring,Plateau,m,1050,5.962521295,176.1
1445,2016,9,Spring,Plateau,m,1122,6.448275862,174
1445,2017,10,Spring,Plateau,m,1080,6.242774566,173
1445,2021,14,Summer,Plateau,m,1176,6.606741573,178
1446,2010,3,Spring,Plateau,m,1185,6.679819617,177.4
1446,2011,4,Summer,Plateau,m,1205,6.925287356,174
1446,2016,9,Spring,Plateau,m,1244,6.988764045,178
1446,2016,9,Summer,Plateau,m,1258,7.06741573,178
1446,2017,10,Spring,Plateau,m,1227,6.893258427,178
1446,2018,11,Summer,Plateau,m,1248,6.972067039,179
1446,2019,12,Spring,Plateau,m,1166,6.587570621,177
1446,2023,16,Spring,Plateau,m,1167,6.593220339,177
1446,2023,16,Summer,Plateau,m,1280,7.272727273,176
1447,2010,3,Spring,Plateau,m,1291,6.834303864,188.9
1447,2011,4,Summer,Plateau,m,1269,6.592207792,192.5
1447,2012,5,Spring,Plateau,m,1250,6.613756614,189
1447,2015,8,Summer,Plateau,m,1250,6.476683938,193
1447,2016,9,Spring,Plateau,m,1286,6.628865979,194
1447,2017,10,Spring,Plateau,m,1240,6.526315789,190
1447,2020,13,Summer,Plateau,m,1280,6.666666667,192
1448,2010,3,Spring,Plateau,m,1102,6.261363636,176
1448,2017,10,Spring,Plateau,m,1178,6.472527473,182
1448,2019,12,Spring,Plateau,m,1181,6.489010989,182
1448,2021,14,Spring,Plateau,m,1127,6.158469945,183
1448,2021,14,Summer,Plateau,m,1162,6.349726776,183
1448,2022,15,Summer,Plateau,m,1154,6.27173913,184
1449,2010,3,Spring,Plateau,m,753,4.712140175,159.8
1449,2011,4,Summer,Plateau,m,737,4.55500618,161.8
1449,2011,4,Summer,Plateau,m,697,4.439490446,157
1449,2012,5,Spring,Plateau,m,728,4.558547276,159.7
1449,2015,8,Summer,Plateau,m,747,4.633995037,161.2
1449,2016,9,Spring,Plateau,m,763,4.829113924,158
1449,2017,10,Spring,Plateau,m,733,4.668789809,157
1449,2022,15,Summer,Plateau,m,733,4.639240506,158
145,2008,1,Spring,Plateau,m,928,5.48593048,169.16
145,2009,2,Spring,Plateau,m,951,5.574443142,170.6
145,2011,4,Summer,Plateau,m,983,5.792575133,169.7
145,2011,4,Spring,Plateau,m,953,5.649081209,168.7
1450,2010,3,Spring,Plateau,m,1367,7.12721585,191.8
1450,2011,4,Spring,Plateau,m,1258,6.545265349,192.2
1450,2011,4,Spring,Plateau,m,1259,6.57784744,191.4
1450,2012,5,Spring,Plateau,m,1367,7.101298701,192.5
1450,2015,8,Summer,Plateau,m,1350,6.951596292,194.2
1450,2016,9,Spring,Plateau,m,1355,6.948717949,195
1450,2016,9,Summer,Plateau,m,1383,7.203125,192
1450,2017,10,Spring,Plateau,m,1345,7.041884817,191
1450,2018,11,Spring,Plateau,m,1381,7.155440415,193
1450,2019,12,Spring,Plateau,m,1270,6.614583333,192
1450,2020,13,Summer,Plateau,m,1393,7.255208333,192
1450,2023,16,Summer,Plateau,m,1398,7.169230769,195
1452,2010,3,Spring,Plateau,m,1192,6.545853926,182.1
1452,2011,4,Summer,Plateau,m,1198,6.510869565,184
1452,2011,4,Spring,Plateau,m,1176,6.450905101,182.3
1452,2011,4,Summer,Plateau,m,1180,6.519337017,181
1453,2010,3,Spring,Plateau,f,1107,6.136363636,180.4
1453,2016,9,Summer,Plateau,f,1415,7.256410256,195
1453,2019,12,Spring,Plateau,f,1385,7.030456853,197
1453,2021,14,Spring,Plateau,f,1428,7.212121212,198
1453,2022,15,Spring,Plateau,f,1470,7.35,200
1454,2019,12,Spring,Plateau,m,819,5.283870968,155
1456,2010,3,Spring,Plateau,m,1105,6.155988858,179.5
1456,2018,11,Summer,Plateau,m,1132,6.288888889,180
1456,2019,12,Spring,Plateau,m,1091,6.061111111,180
1457,2010,3,Spring,Plateau,m,882,5.345454545,165
1457,2015,8,Summer,Plateau,m,987,5.792253521,170.4
1457,2016,9,Summer,Plateau,m,977,5.781065089,169
1457,2017,10,Spring,Plateau,m,904,5.413173653,167
1457,2019,12,Spring,Plateau,m,935,5.532544379,169
1457,2021,14,Spring,Plateau,m,966,5.682352941,170
1458,2015,8,Summer,Plateau,m,768,4.967658473,154.6
1458,2017,10,Summer,Plateau,m,813,5.08125,160
1458,2017,10,Spring,Plateau,m,837,5.365384615,156
1458,2018,11,Spring,Plateau,m,877,5.447204969,161
1458,2021,14,Spring,Plateau,m,946,5.698795181,166
1458,2023,16,Summer,Plateau,m,1024,6.131736527,167
1459,2010,3,Spring,Plateau,m,880,5.517241379,159.5
1459,2016,9,Spring,Plateau,m,1002,6.036144578,166
146,2008,1,Spring,Plateau,m,1112,6.020573904,184.7
146,2008,1,Summer,Plateau,m,1102,6.025150355,182.9
146,2010,3,Spring,Plateau,m,1162,6.263138037,185.53
146,2011,4,Spring,Plateau,m,1116,6.065217391,184
1460,2010,3,Spring,Plateau,m,1373,7.062757202,194.4
1460,2011,4,Summer,Plateau,m,1271,6.478083588,196.2
1460,2011,4,Summer,Plateau,m,1325,6.955380577,190.5
1460,2012,5,Summer,Plateau,m,1314,6.755784062,194.5
1460,2012,5,Spring,Plateau,m,1286,6.732984293,191
1460,2015,8,Summer,Plateau,m,1370,6.936708861,197.5
1460,2017,10,Spring,Plateau,m,1268,6.502564103,195
1460,2023,16,Summer,Plateau,m,1375,6.909547739,199
1461,2010,3,Spring,Plateau,f,1493,7.405753968,201.6
1461,2011,4,Summer,Plateau,f,1436,7.087857848,202.6
1463,2012,5,Summer,Plateau,m,758,4.954248366,153
1463,2018,11,Summer,Plateau,m,1000,5.988023952,167
1463,2019,12,Spring,Plateau,m,966,5.75,168
1463,2021,14,Summer,Plateau,m,1020,6,170
1465,2010,3,Spring,Plateau,m,784,4.890829694,160.3
1465,2011,4,Summer,Plateau,m,822,5.121495327,160.5
1465,2014,7,Summer,Plateau,m,822,4.916267943,167.2
1465,2014,7,Summer,Plateau,m,830,4.961147639,167.3
1465,2017,10,Summer,Plateau,m,862,5.192771084,166
1465,2018,11,Summer,Plateau,m,879,5.232142857,168
1465,2019,12,Spring,Plateau,m,855,5.059171598,169
1465,2023,16,Summer,Plateau,m,915,5.382352941,170
1466,2011,4,Summer,Plateau,m,655,4.306377383,152.1
1466,2016,9,Summer,Plateau,m,866,5.378881988,161
1466,2017,10,Spring,Plateau,m,883,5.51875,160
1466,2019,12,Spring,Plateau,m,857,5.322981366,161
1468,2010,3,Spring,Beach,m,805,5.338196286,150.8
1468,2016,9,Spring,Beach,m,836,5.428571429,154
1468,2016,9,Summer,Beach,m,806,5.2,155
1468,2017,10,Spring,Beach,m,802,5.207792208,154
1468,2019,12,Spring,Beach,m,827,5.335483871,155
1469,2019,12,Spring,Plateau,m,852,5.358490566,159
147,2008,1,Spring,Plateau,m,1031,5.777852499,178.44
1470,2018,11,Spring,Plateau,f,781,5.17218543,151
1470,2019,12,Spring,Plateau,f,939,5.796296296,162
1471,2021,14,Summer,Plateau,m,745,4.837662338,154
1472,2023,16,Summer,Plateau,f,865,5.474683544,158
1473,2010,3,Spring,Plateau,m,1021,6.154309825,165.9
1473,2016,9,Spring,Plateau,m,1051,6.218934911,169
1473,2017,10,Spring,Plateau,m,1029,6.161676647,167
1473,2018,11,Spring,Plateau,m,1069,6.325443787,169
1474,2017,10,Summer,Plateau,m,667,4.446666667,150
1474,2017,10,Summer,Plateau,m,677,4.513333333,150
1474,2019,12,Spring,Plateau,m,759,4.834394904,157
1474,2021,14,Spring,Plateau,m,789,4.900621118,161
1474,2022,15,Summer,Plateau,m,871,5.31097561,164
1474,2023,16,Spring,Plateau,m,870,5.337423313,163
1477,2016,9,Spring,Plateau,m,726,4.714285714,154
1477,2017,10,Summer,Plateau,m,706,4.46835443,158
1477,2017,10,Spring,Plateau,m,689,4.44516129,155
1477,2021,14,Summer,Plateau,m,816,4.945454545,165
1478,2010,3,Spring,Plateau,m,1010,6.117504543,165.1
1478,2016,9,Spring,Plateau,m,1000,5.988023952,167
1478,2017,10,Spring,Plateau,m,978,5.963414634,164
1478,2019,12,Spring,Plateau,m,933,5.654545455,165
1479,2010,3,Spring,Plateau,m,1105,6.435643564,171.7
1479,2011,4,Spring,Plateau,m,1005,5.925707547,169.6
1479,2011,4,Summer,Plateau,m,1100,6.395348837,172
1479,2016,9,Summer,Plateau,m,1112,6.465116279,172
1479,2017,10,Spring,Plateau,m,1086,6.350877193,171
1479,2019,12,Spring,Plateau,m,1062,6.103448276,174
1479,2023,16,Spring,Plateau,m,1091,6.455621302,169
148,2008,1,Spring,Plateau,m,844,5.181092695,162.9
148,2017,10,Spring,Plateau,m,1142,6.563218391,174
148,2019,12,Spring,Plateau,m,1160,6.553672316,177
1480,2015,8,Summer,Plateau,f,875,5.608974359,156
1481,2010,3,Spring,Plateau,m,1088,6.411314084,169.7
1481,2011,4,Summer,Plateau,m,1058,6.16909621,171.5
1481,2012,5,Spring,Plateau,m,1097,6.471976401,169.5
1481,2014,7,Summer,Plateau,m,1098,6.339491917,173.2
1481,2017,10,Spring,Plateau,m,1053,6.230769231,169
1481,2018,11,Spring,Plateau,m,1120,6.588235294,170
1481,2019,12,Spring,Plateau,m,1067,6.313609467,169
1481,2023,16,Spring,Plateau,m,1115,7.012578616,159
1482,2010,3,Spring,Plateau,m,726,4.830339321,150.3
1482,2011,4,Summer,Plateau,m,664,4.423717522,150.1
1482,2013,6,Spring,Plateau,m,697,4.643570953,150.1
1482,2014,7,Summer,Plateau,m,756,4.893203883,154.5
1482,2016,9,Spring,Plateau,m,775,5.048859935,153.5
1483,2016,9,Spring,Plateau,m,902,5.602484472,161
1483,2022,15,Summer,Plateau,m,913,5.533333333,165
1483,2023,16,Summer,Plateau,m,1015,6.077844311,167
149,2008,1,Spring,Plateau,m,1133,6.311977716,179.5
149,2010,3,Spring,Plateau,m,1145,6.312017641,181.4
149,2011,4,Spring,Plateau,m,1110,6.142778085,180.7
149,2011,4,Summer,Plateau,m,1123,6.256267409,179.5
149,2012,5,Spring,Plateau,m,1149,6.337562052,181.3
149,2014,7,Summer,Plateau,m,1207,6.595628415,183
149,2015,8,Summer,Plateau,m,1221,6.694078947,182.4
149,2016,9,Summer,Plateau,m,1168,6.453038674,181
149,2017,10,Spring,Plateau,m,1222,6.751381215,181
149,2019,12,Spring,Plateau,m,1150,6.388888889,180
149,2021,14,Spring,Plateau,m,1218,6.729281768,181
1494,2016,9,Summer,Plateau,m,709,4.695364238,151
1494,2021,14,Spring,Plateau,m,931,5.608433735,166
1495,2010,3,Spring,Plateau,m,947,5.473988439,173
1495,2011,4,Spring,Plateau,m,870,5.017301038,173.4
1495,2015,8,Summer,Plateau,m,979,5.472330911,178.9
1495,2015,8,Summer,Plateau,m,1032,5.817361894,177.4
1495,2016,9,Spring,Plateau,m,1026,5.796610169,177
1495,2016,9,Summer,Plateau,m,1014,5.728813559,177
1495,2017,10,Spring,Plateau,m,895,5.114285714,175
1495,2018,11,Summer,Plateau,m,1023,5.779661017,177
1495,2022,15,Summer,Plateau,m,1022,5.709497207,179
1495,2023,16,Summer,Plateau,m,1063,5.872928177,181
1496,2010,3,Spring,Plateau,m,920,5.502392344,167.2
1496,2011,4,Spring,Plateau,m,904,5.364985163,168.5
1497,2010,3,Spring,Plateau,m,909,5.446375075,166.9
1497,2011,4,Spring,Plateau,m,830,4.97005988,167
1497,2011,4,Summer,Plateau,m,892,5.30952381,168
1497,2017,10,Spring,Plateau,m,958,5.702380952,168
1498,2010,3,Spring,Plateau,m,1157,6.427777778,180
1498,2011,4,Spring,Plateau,m,1107,6.119402985,180.9
1498,2011,4,Summer,Plateau,m,1137,6.334261838,179.5
1498,2014,7,Summer,Plateau,m,1198,6.564383562,182.5
1498,2015,8,Summer,Plateau,m,1200,6.593406593,182
1498,2016,9,Spring,Plateau,m,1173,6.516666667,180
1498,2017,10,Summer,Plateau,m,1124,6.244444444,180
1498,2023,16,Summer,Plateau,m,1178,6.472527473,182
1499,2010,3,Spring,Plateau,m,1128,6.376483889,176.9
1499,2011,4,Spring,Plateau,m,1120,6.338426712,176.7
1499,2016,9,Spring,Plateau,m,1200,6.857142857,175
1499,2017,10,Spring,Plateau,m,1194,6.745762712,177
1499,2018,11,Spring,Plateau,m,1175,6.601123596,178
1499,2020,13,Summer,Plateau,m,1239,7.08,175
1499,2022,15,Spring,Plateau,m,1202,6.752808989,178
1499,2023,16,Spring,Plateau,m,1164,6.576271186,177
1499,2023,16,Summer,Plateau,m,1207,6.780898876,178
15,2012,5,Summer,Beach,m,782,4.930643127,158.6
15,2013,6,Spring,Beach,m,764,4.805031447,159
15,2014,7,Summer,Beach,m,848,5.102286402,166.2
15,2016,9,Spring,Beach,m,865,5.242424242,165
150,2008,1,Summer,Plateau,m,1138,6.17672601,184.24
150,2008,1,Spring,Plateau,m,1272,6.802139037,187
150,2010,3,Spring,Plateau,m,1278,6.859903382,186.3
150,2011,4,Summer,Plateau,m,1135,6.168478261,184
150,2014,7,Summer,Plateau,m,1250,6.720430108,186
150,2015,8,Summer,Plateau,m,1322,7.054429029,187.4
150,2016,9,Spring,Plateau,m,1309,7.037634409,186
150,2017,10,Spring,Plateau,m,1246,6.698924731,186
1500,2010,3,Spring,Plateau,m,1284,6.940540541,185
1500,2011,4,Summer,Plateau,m,1322,6.994708995,189
1500,2012,5,Spring,Plateau,m,1309,7.011247991,186.7
1500,2014,7,Summer,Plateau,m,1260,6.737967914,187
1500,2016,9,Spring,Plateau,m,1342,7.138297872,188
1500,2017,10,Spring,Plateau,m,1318,7.086021505,186
1500,2018,11,Spring,Plateau,m,1340,7.127659574,188
1500,2019,12,Spring,Plateau,m,1300,6.951871658,187
1500,2022,15,Spring,Plateau,m,1334,7.172043011,186
1501,2010,3,Spring,Plateau,m,1142,6.264399342,182.3
1503,2010,3,Spring,Plateau,f,808,5.206185567,155.2
1503,2011,4,Summer,Plateau,f,821,5.286542176,155.3
1503,2012,5,Spring,Plateau,f,823,5.208860759,158
1503,2014,7,Summer,Plateau,f,923,5.62804878,164
1503,2017,10,Spring,Plateau,f,958,5.913580247,162
1503,2018,11,Summer,Plateau,f,962,5.795180723,166
1503,2019,12,Spring,Plateau,f,934,5.660606061,165
1504,2021,14,Spring,Plateau,m,964,5.950617284,162
1504,2023,16,Summer,Plateau,m,923,5.593939394,165
1506,2018,11,Summer,Beach,m,885,5.429447853,163
1506,2019,12,Spring,Beach,m,887,5.50931677,161
1508,2010,3,Spring,Beach,m,800,5.174644243,154.6
151,2008,1,Summer,Plateau,m,999,5.486599297,182.08
151,2008,1,Spring,Plateau,m,1060,5.809810907,182.45
151,2009,2,Spring,Plateau,m,1002,5.549094534,180.57
151,2011,4,Summer,Plateau,m,1084,5.891304348,184
151,2012,5,Summer,Plateau,m,1055,5.771334792,182.8
151,2016,9,Spring,Plateau,m,1100,6.010928962,183
151,2017,10,Spring,Plateau,m,1051,5.838888889,180
151,2018,11,Summer,Plateau,m,1035,5.686813187,182
151,2021,14,Summer,Plateau,m,1056,5.834254144,181
151,2023,16,Summer,Plateau,m,1098,6.032967033,182
1513,2015,8,Summer,Beach,f,787,5.11038961,154
1513,2016,9,Spring,Beach,f,869,5.588424437,155.5
1516,2016,9,Spring,Beach,m,735,4.803921569,153
1517,2017,10,Spring,Plateau,m,739,4.798701299,154
1517,2018,11,Spring,Plateau,m,778,4.955414013,157
152,2008,1,Spring,Plateau,m,931,5.548271752,167.8
152,2009,2,Summer,Plateau,m,986,5.869047619,168
152,2010,3,Spring,Plateau,m,974,5.854772782,166.36
152,2011,4,Summer,Plateau,m,888,5.381818182,165
152,2016,9,Spring,Plateau,m,1038,6.178571429,168
152,2017,10,Spring,Plateau,m,951,5.763636364,165
152,2018,11,Summer,Plateau,m,1000,5.952380952,168
152,2019,12,Spring,Plateau,m,899,5.383233533,167
152,2022,15,Summer,Plateau,m,980,5.833333333,168
152,2022,15,Spring,Plateau,m,999,6.018072289,166
1521,2012,5,Spring,Plateau,m,765,5,153
1521,2016,9,Spring,Plateau,m,895,5.541795666,161.5
1521,2017,10,Spring,Plateau,m,881,5.438271605,162
1521,2023,16,Spring,Plateau,m,983,5.957575758,165
1524,2010,3,Summer,Plateau,m,1221,6.708791209,182
1524,2011,4,Summer,Plateau,m,1219,6.73480663,181
1524,2015,8,Summer,Plateau,m,1383,7.317460317,189
1525,2012,5,Spring,Plateau,m,928,5.550239234,167.2
1526,2016,9,Summer,Plateau,m,806,5.337748344,151
1526,2018,11,Summer,Plateau,m,956,5.975,160
1526,2019,12,Spring,Plateau,m,910,5.72327044,159
1526,2021,14,Spring,Plateau,m,922,5.656441718,163
1529,2010,3,Summer,Plateau,f,1053,6.076168494,173.3
153,2008,1,Summer,Plateau,m,965,5.479840999,176.1
153,2008,1,Spring,Plateau,m,1033,5.971098266,173
153,2009,2,Spring,Plateau,m,1019,5.763574661,176.8
153,2010,3,Spring,Plateau,m,1059,6.110790537,173.3
153,2015,8,Summer,Plateau,m,1089,6.135211268,177.5
153,2016,9,Spring,Plateau,m,1082,6.11299435,177
153,2017,10,Spring,Plateau,m,1086,6.24137931,174
153,2018,11,Spring,Plateau,m,1071,6.085227273,176
153,2019,12,Spring,Plateau,m,1041,5.948571429,175
153,2021,14,Spring,Plateau,m,1050,5.965909091,176
153,2023,16,Summer,Plateau,m,1096,6.122905028,179
1531,2010,3,Summer,Plateau,m,971,5.501416431,176.5
1531,2013,6,Spring,Plateau,m,1046.4,5.979428571,175
1531,2014,7,Summer,Plateau,m,1043,5.94640821,175.4
1531,2015,8,Summer,Plateau,m,1039,5.850225225,177.6
1531,2017,10,Spring,Plateau,m,1039,5.971264368,174
1531,2018,11,Spring,Plateau,m,1067,6.0625,176
1531,2019,12,Summer,Plateau,m,1057,6.04,175
1531,2023,16,Spring,Plateau,m,1088,6.181818182,176
1532,2016,9,Summer,Plateau,m,842,5.229813665,161
1533,2016,9,Spring,Plateau,m,738,4.823529412,153
1533,2017,10,Summer,Plateau,m,801,4.884146341,164
1533,2017,10,Spring,Plateau,m,785,5,157
1533,2019,12,Spring,Plateau,m,967,5.65497076,171
1533,2022,15,Summer,Plateau,m,1076,6.04494382,178
1533,2023,16,Summer,Plateau,m,1154,6.446927374,179
1534,2019,12,Summer,Plateau,m,848,5.3,160
1534,2021,14,Summer,Plateau,m,989,5.957831325,166
1536,2022,15,Summer,Plateau,m,686,4.513157895,152
1536,2023,16,Spring,Plateau,m,826,5.363636364,154
1537,2018,11,Spring,Plateau,m,816,5.368421053,152
1537,2021,14,Summer,Plateau,m,1121,6.51744186,172
1538,2018,11,Summer,Plateau,m,969,5.568965517,174
1538,2019,12,Spring,Plateau,m,918,5.215909091,176
1538,2020,13,Summer,Plateau,m,810,4.655172414,174
