individual,year,year_recode,season,locality,sex,body_mass_grams,body_condition_index,straight_carapace_length_mm
90,2021,14,Spring,Plateau,m,1417,7.497354497,189
90,2023,16,Summer,Plateau,m,1486,7.780104712,191
900,2009,2,Spring,Plateau,m,812,4.605785593,176.3
900,2009,2,Summer,Plateau,m,1104,6.196677144,178.16
900,2010,3,Spring,Plateau,m,1178,6.587630019,178.82
900,2011,4,Summer,Plateau,m,1072,6.02247191,178
900,2011,4,Summer,Plateau,m,1052,5.970488082,176.2
900,2011,4,Summer,Plateau,m,1115,6.211699164,179.5
900,2011,4,Spring,Plateau,m,1170,6.681896059,175.1
900,2012,5,Spring,Plateau,m,1197,6.672240803,179.4
900,2012,5,Spring,Plateau,m,1185,6.732954545,176
900,2015,8,Summer,Plateau,m,1192,6.596568899,180.7
900,2016,9,Spring,Plateau,m,1202,6.790960452,177
900,2017,10,Spring,Plateau,m,1162,6.64,175
900,2018,11,Summer,Plateau,m,1170,6.536312849,179
900,2019,12,Spring,Plateau,m,1152,6.508474576,177
900,2020,13,Summer,Plateau,m,1150,6.534090909,176
900,2021,14,Summer,Plateau,m,1047,5.982857143,175
900,2021,14,Spring,Plateau,m,1090,6.123595506,178
901,2009,2,Spring,Plateau,m,903,5.416591686,166.71
901,2013,6,Spring,Plateau,m,957,5.696428571,168
901,2016,9,Summer,Plateau,m,1028,6.047058824,170
901,2018,11,Spring,Plateau,m,996,5.824561404,171
901,2021,14,Summer,Plateau,m,1057,6.145348837,172
902,2009,2,Spring,Plateau,f,887,5.092433115,174.18
902,2011,4,Spring,Plateau,f,894,5.140885566,173.9
903,2009,2,Spring,Plateau,f,942,5.858937679,160.78
905,2009,2,Spring,Plateau,m,843,5.251354887,160.53
905,2010,3,Summer,Plateau,m,867,5.241837969,165.4
905,2011,4,Summer,Plateau,m,813,4.957317073,164
905,2017,10,Spring,Plateau,m,861,5.218181818,165
905,2017,10,Summer,Plateau,m,956,5.724550898,167
905,2019,12,Spring,Plateau,m,911,5.487951807,166
905,2020,13,Summer,Plateau,m,940,5.662650602,166
905,2022,15,Spring,Plateau,m,949,5.648809524,168
905,2023,16,Spring,Plateau,m,945,5.658682635,167
906,2009,2,Spring,Beach,f,1370,7.250979147,188.94
906,2010,3,Spring,Beach,f,1221,6.621475054,184.4
906,2011,4,Summer,Beach,f,1160,6.229860365,186.2
906,2013,6,Spring,Beach,f,1363,7.25,188
906,2015,8,Summer,Beach,f,1332,7.047619048,189
906,2016,9,Spring,Beach,f,1400,7.407407407,189
906,2016,9,Spring,Beach,f,1383,7.395721925,187
906,2017,10,Spring,Beach,f,1273,6.771276596,188
907,2016,9,Spring,Beach,f,1081,6.358823529,170
907,2018,11,Summer,Beach,f,1205,6.885714286,175
907,2020,13,Summer,Beach,f,1210,6.797752809,178
907,2023,16,Summer,Beach,f,1230,6.91011236,178
908,2009,2,Spring,Plateau,m,1066,6.081003993,175.3
908,2009,2,Spring,Plateau,m,1058,6.077665441,174.08
908,2010,3,Spring,Plateau,m,1071,6.065926597,176.56
908,2010,3,Spring,Plateau,m,1066,6.084474886,175.2
908,2011,4,Summer,Plateau,m,1011,5.843930636,173
908,2015,8,Summer,Plateau,m,1123,6.326760563,177.5
908,2016,9,Spring,Plateau,m,1116,6.377142857,175
908,2018,11,Spring,Plateau,m,1138,6.465909091,176
908,2020,13,Summer,Plateau,m,1064,6.045454545,176
908,2021,14,Summer,Plateau,m,1110,6.306818182,176
909,2009,2,Spring,Beach,m,791,5.04979571,156.64
909,2010,3,Spring,Beach,m,894,5.411622276,165.2
909,2010,3,Spring,Beach,m,947,5.704819277,166
909,2011,4,Summer,Beach,m,996,5.807580175,171.5
909,2011,4,Summer,Beach,m,1058,6.26035503,169
909,2012,5,Spring,Beach,m,1006,5.828505214,172.6
909,2015,8,Summer,Beach,m,1167,6.476137625,180.2
909,2016,9,Spring,Beach,m,1169,6.494444444,180
909,2018,11,Summer,Beach,m,1215,6.675824176,182
909,2020,13,Summer,Beach,m,1235,6.785714286,182
909,2021,14,Spring,Beach,m,1183,6.5,182
91,2008,1,Spring,Plateau,m,1101,6.049450549,182
91,2010,3,Summer,Plateau,m,1158,6.352166758,182.3
91,2011,4,Spring,Plateau,m,1050,5.785123967,181.5
91,2016,9,Spring,Plateau,m,1162,6.384615385,182
91,2016,9,Summer,Plateau,m,1220,6.630434783,184
91,2017,10,Summer,Plateau,m,1136,6.173913043,184
91,2018,11,Spring,Plateau,m,1196,6.5,184
91,2021,14,Summer,Plateau,m,1235,6.711956522,184
910,2009,2,Spring,Plateau,f,1497,7.553739025,198.18
911,2009,2,Spring,Beach,m,911,5.554878049,164
911,2011,4,Spring,Beach,m,868,5.312117503,163.4
911,2011,4,Summer,Beach,m,930,5.740740741,162
911,2011,4,Summer,Beach,m,948,5.86996904,161.5
911,2012,5,Spring,Beach,m,916,5.689440994,161
911,2016,9,Spring,Beach,m,930,5.670731707,164
911,2016,9,Spring,Beach,m,1014,6.145454545,165
911,2017,10,Summer,Beach,m,907,5.496969697,165
911,2019,12,Spring,Beach,m,964,5.914110429,163
911,2020,13,Summer,Beach,m,927,5.757763975,161
913,2009,2,Spring,Beach,m,750,4.86066105,154.3
913,2010,3,Spring,Beach,m,776,4.965446634,156.28
913,2011,4,Spring,Beach,m,796,5.047558656,157.7
913,2011,4,Summer,Beach,m,837,5.314285714,157.5
913,2012,5,Spring,Beach,m,791,5.025412961,157.4
913,2013,6,Spring,Beach,m,866,5.436283741,159.3
913,2016,9,Spring,Beach,m,858,5.329192547,161
913,2017,10,Summer,Beach,m,826,5.098765432,162
913,2018,11,Summer,Beach,m,849,5.273291925,161
913,2019,12,Summer,Beach,m,833,5.173913043,161
913,2019,12,Spring,Beach,m,865,5.372670807,161
913,2020,13,Summer,Beach,m,856,5.251533742,163
913,2020,13,Summer,Beach,m,863,5.360248447,161
913,2023,16,Spring,Beach,m,878,5.453416149,161
916,2015,8,Summer,Beach,m,675,4.461335096,151.3
916,2016,9,Spring,Beach,m,710,4.580645161,155
916,2016,9,Spring,Beach,m,700,4.605263158,152
916,2018,11,Summer,Beach,m,732,4.692307692,156
916,2020,13,Summer,Beach,m,752,4.641975309,162
92,2008,1,Summer,Plateau,m,706,4.375309866,161.36
92,2008,1,Spring,Plateau,m,723,4.531778864,159.54
92,2009,2,Spring,Plateau,m,718.5,4.446163366,161.6
92,2009,2,Summer,Plateau,m,764,4.739454094,161.2
92,2010,3,Spring,Plateau,m,797,4.952156083,160.94
92,2011,4,Summer,Plateau,m,805,4.893617021,164.5
92,2015,8,Summer,Plateau,m,838,5.011961722,167.2
92,2016,9,Spring,Plateau,m,824,5.024390244,164
92,2017,10,Summer,Plateau,m,808,4.896969697,165
92,2018,11,Spring,Plateau,m,864,5.268292683,164
92,2019,12,Spring,Plateau,m,820,5,164
92,2020,13,Summer,Plateau,m,815,4.969512195,164
92,2021,14,Summer,Plateau,m,860,5.243902439,164
92,2022,15,Summer,Plateau,m,873,5.290909091,165
92,2023,16,Summer,Plateau,m,876,5.277108434,166
920,2009,2,Spring,Plateau,m,697,4.556151131,152.98
920,2011,4,Summer,Plateau,m,837,5.160295931,162.2
920,2015,8,Summer,Plateau,m,984,5.927710843,166
920,2016,9,Summer,Plateau,m,993,5.807017544,171
920,2017,10,Summer,Plateau,m,963,5.598837209,172
920,2017,10,Spring,Plateau,m,958,5.668639053,169
922,2009,2,Spring,Plateau,m,1257,6.577708006,191.1
922,2010,3,Spring,Plateau,m,1260,6.723585912,187.4
922,2016,9,Spring,Plateau,m,1283,6.860962567,187
922,2017,10,Spring,Plateau,m,1312,7.053763441,186
924,2009,2,Spring,Plateau,m,1193,6.298838437,189.4
924,2016,9,Spring,Plateau,m,1290,6.861702128,188
924,2016,9,Spring,Plateau,m,1297,6.89893617,188
924,2016,9,Spring,Plateau,m,1335,7.063492063,189
924,2017,10,Spring,Plateau,m,1286,6.913978495,186
926,2009,2,Spring,Plateau,f,989,5.753344968,171.9
928,2009,2,Spring,Plateau,m,879,4.708087841,186.7
928,2010,3,Spring,Plateau,m,988,5.384783083,183.48
928,2011,4,Summer,Plateau,m,943,5.097297297,185
928,2011,4,Summer,Plateau,m,964,5.239130435,184
928,2016,9,Spring,Plateau,m,1021,5.579234973,183
928,2017,10,Spring,Plateau,m,953,5.236263736,182
928,2018,11,Summer,Plateau,m,1000,5.434782609,184
928,2019,12,Spring,Plateau,m,921,5.005434783,184
928,2020,13,Summer,Plateau,m,968,5.289617486,183
928,2021,14,Spring,Plateau,m,974,5.293478261,184
928,2022,15,Spring,Plateau,m,995,5.407608696,184
928,2022,15,Summer,Plateau,m,1011,5.494565217,184
928,2023,16,Summer,Plateau,m,1094,5.88172043,186
93,2016,9,Summer,Plateau,m,900,5.696202532,158
93,2017,10,Spring,Plateau,m,901,5.702531646,158
93,2021,14,Summer,Plateau,m,1023,6.27607362,163
930,2009,2,Spring,Plateau,f,999,5.814901048,171.8
930,2010,3,Summer,Plateau,f,1170,6.625141563,176.6
930,2011,4,Spring,Plateau,f,1124,6.386363636,176
930,2012,5,Summer,Plateau,f,1229,6.827777778,180
930,2016,9,Spring,Plateau,f,1300,7.046070461,184.5
930,2019,12,Spring,Plateau,f,1282,6.819148936,188
930,2020,13,Summer,Plateau,f,1338,7.193548387,186
930,2022,15,Summer,Plateau,f,1380,7.340425532,188
934,2009,2,Spring,Beach,f,894.5,5.487730061,163
935,2009,2,Spring,Beach,m,1449,7.656943564,189.24
935,2011,4,Summer,Beach,m,1515,8.015873016,189
935,2014,7,Summer,Beach,m,1441,7.485714286,192.5
935,2016,9,Spring,Beach,m,1450,7.631578947,190
935,2019,12,Summer,Beach,m,1479,7.743455497,191
936,2009,2,Spring,Plateau,m,1723.5,8.122054665,212.2
936,2010,3,Spring,Plateau,m,1830,8.3868011,218.2
936,2011,4,Summer,Plateau,m,1705,7.900834106,215.8
936,2011,4,Summer,Plateau,m,1726,8.016720855,215.3
936,2012,5,Spring,Plateau,m,1782,8.276823038,215.3
936,2016,9,Spring,Plateau,m,1855,8.627906977,215
936,2017,10,Spring,Plateau,m,1762,8.272300469,213
936,2017,10,Summer,Plateau,m,1733,8.098130841,214
936,2019,12,Spring,Plateau,m,1770,8.23255814,215
936,2021,14,Spring,Plateau,m,1760,8.110599078,217
936,2023,16,Spring,Plateau,m,1888,8.863849765,213
938,2011,4,Spring,Plateau,m,1157,6.551528879,176.6
938,2012,5,Spring,Plateau,m,1221,6.917847025,176.5
938,2014,7,Summer,Plateau,m,1205,6.769662921,178
938,2016,9,Summer,Plateau,m,1266,7.112359551,178
938,2017,10,Spring,Plateau,m,1221,6.977142857,175
938,2018,11,Spring,Plateau,m,1366,7.717514124,177
938,2019,12,Spring,Plateau,m,1167,6.447513812,181
938,2020,13,Summer,Plateau,m,1244,6.988764045,178
938,2022,15,Spring,Plateau,m,1238,7.034090909,176
94,2008,1,Spring,Plateau,m,764,4.795380367,159.32
94,2008,1,Summer,Plateau,m,716,4.530498608,158.04
94,2009,2,Spring,Plateau,m,734,4.584634603,160.1
94,2009,2,Spring,Plateau,m,737,4.687698766,157.22
94,2010,3,Summer,Plateau,m,772,4.873737374,158.4
94,2011,4,Summer,Plateau,m,746,4.6625,160
94,2011,4,Summer,Plateau,m,789,4.977917981,158.5
94,2015,8,Summer,Plateau,m,795,4.947106409,160.7
94,2016,9,Spring,Plateau,m,815,5.125786164,159
94,2017,10,Spring,Plateau,m,784,4.993630573,157
94,2022,15,Spring,Plateau,m,798,5.018867925,159
940,2009,2,Spring,Beach,f,860,4.886363636,176
940,2009,2,Summer,Beach,f,877,5.051843318,173.6
941,2022,15,Summer,Beach,m,1030,6.204819277,166
941,2023,16,Spring,Beach,m,1019,6.06547619,168
942,2009,2,Spring,Plateau,m,807.5,5.05003127,159.9
942,2011,4,Summer,Plateau,m,802,5.0125,160
942,2015,8,Summer,Plateau,m,866,5.345679012,162
942,2016,9,Spring,Plateau,m,823,5.14375,160
942,2017,10,Spring,Plateau,m,842,5.295597484,159
942,2018,11,Summer,Plateau,m,836,5.257861635,159
942,2019,12,Spring,Plateau,m,760,4.75,160
942,2022,15,Summer,Plateau,m,841,5.289308176,159
942,2023,16,Summer,Plateau,m,844,5.308176101,159
944,2009,2,Spring,Plateau,m,1058,6.105020196,173.3
944,2010,3,Spring,Plateau,m,1017,5.76203966,176.5
945,2009,2,Spring,Plateau,f,1036,6.005797101,172.5
945,2010,3,Summer,Plateau,f,979,5.662232504,172.9
946,2009,2,Spring,Plateau,m,965.5,5.536123853,174.4
947,2009,2,Spring,Plateau,m,1037,5.914223794,175.34
947,2016,9,Spring,Plateau,m,1171,6.505555556,180
947,2017,10,Summer,Plateau,m,1132,6.288888889,180
947,2018,11,Summer,Plateau,m,1164,6.466666667,180
947,2019,12,Spring,Plateau,m,1124,6.279329609,179
947,2022,15,Spring,Plateau,m,1154,6.446927374,179
948,2009,2,Spring,Plateau,m,881.5,5.313441832,165.9
949,2009,2,Spring,Plateau,f,652,4.249771868,153.42
949,2010,3,Spring,Plateau,f,633,4.024157661,157.3
949,2010,3,Summer,Plateau,f,729,4.628571429,157.5
949,2011,4,Summer,Plateau,f,765,4.763387298,160.6
949,2011,4,Summer,Plateau,f,703,4.517994859,155.6
949,2013,6,Spring,Plateau,f,738,4.6125,160
95,2008,1,Spring,Plateau,m,887,5.235509385,169.42
95,2009,2,Spring,Plateau,m,890,5.375369934,165.57
95,2010,3,Summer,Plateau,m,954,5.740072202,166.2
95,2011,4,Spring,Plateau,m,890,5.31660693,167.4
95,2011,4,Summer,Plateau,m,974,5.78041543,168.5
95,2013,6,Spring,Plateau,m,967,5.773134328,167.5
95,2016,9,Spring,Plateau,m,1033,6.112426036,169
950,2009,2,Spring,Plateau,m,1169.5,6.2141339,188.2
950,2016,9,Spring,Plateau,m,1363,7.098958333,192
950,2017,10,Spring,Plateau,m,1388,7.305263158,190
950,2019,12,Spring,Plateau,m,1345,7.041884817,191
950,2021,14,Spring,Plateau,m,1300,6.770833333,192
950,2022,15,Summer,Plateau,m,1438,7.450777202,193
952,2009,2,Spring,Plateau,m,1170,6.300484653,185.7
952,2016,9,Spring,Plateau,m,1233,6.701086957,184
952,2020,13,Summer,Plateau,m,1007,5.532967033,182
952,2021,14,Spring,Plateau,m,1182,6.35483871,186
952,2022,15,Spring,Plateau,m,1174,6.450549451,182
952,2023,16,Summer,Plateau,m,1243,6.718918919,185
954,2009,2,Spring,Plateau,m,813,5.355731225,151.8
956,2009,2,Spring,Plateau,f,773.5,4.939335888,156.6
956,2010,3,Summer,Plateau,f,919,5.579842137,164.7
956,2011,4,Summer,Plateau,f,966,5.801801802,166.5
957,2009,2,Spring,Plateau,m,865,5.094828602,169.78
957,2010,3,Spring,Plateau,m,964,5.667254556,170.1
957,2011,4,Spring,Plateau,m,865,5.058479532,171
957,2011,4,Summer,Plateau,m,982,5.709302326,172
957,2016,9,Spring,Plateau,m,995,5.784883721,172
957,2017,10,Summer,Plateau,m,930,5.438596491,171
957,2018,11,Spring,Plateau,m,979,5.658959538,173
957,2019,12,Spring,Plateau,m,950,5.523255814,172
957,2021,14,Spring,Plateau,m,963,5.566473988,173
957,2021,14,Summer,Plateau,m,1018,5.884393064,173
957,2022,15,Spring,Plateau,m,1011,5.679775281,178
958,2009,2,Spring,Plateau,f,1375,7.073045267,194.4
959,2009,2,Spring,Plateau,m,884,5.289612255,167.12
959,2010,3,Spring,Plateau,m,917,5.464839094,167.8
959,2010,3,Spring,Plateau,m,934,5.570798044,167.66
959,2011,4,Spring,Plateau,m,885,5.274135876,167.8
959,2011,4,Summer,Plateau,m,928,5.641337386,164.5
959,2018,11,Spring,Plateau,m,936,5.571428571,168
959,2019,12,Spring,Plateau,m,849,5.083832335,167
959,2021,14,Spring,Plateau,m,895,5.327380952,168
96,2008,1,Spring,Plateau,m,959,5.415019763,177.1
96,2010,3,Summer,Plateau,m,984,5.537422622,177.7
96,2011,4,Summer,Plateau,m,991,5.695402299,174
96,2016,9,Summer,Plateau,m,1023,5.845714286,175
96,2017,10,Spring,Plateau,m,1043,6.028901734,173
961,2009,2,Spring,Plateau,m,1085,6.209225134,174.74
961,2012,5,Summer,Plateau,m,1160,6.575963719,176.4
961,2015,8,Summer,Plateau,m,1177,6.664779162,176.6
961,2017,10,Spring,Plateau,m,1122,6.411428571,175
962,2009,2,Spring,Plateau,m,1025,5.859821633,174.92
962,2010,3,Spring,Plateau,m,1108,6.327812678,175.1
962,2011,4,Spring,Plateau,m,1046,5.8632287,178.4
962,2011,4,Summer,Plateau,m,1060,6.009070295,176.4
962,2016,9,Spring,Plateau,m,1176,6.644067797,177
962,2017,10,Spring,Plateau,m,1138,6.502857143,175
962,2018,11,Summer,Plateau,m,1198,6.730337079,178
962,2019,12,Spring,Plateau,m,1111,6.3125,176
962,2020,13,Summer,Plateau,m,1209,6.830508475,177
962,2022,15,Spring,Plateau,m,1147,6.480225989,177
962,2023,16,Summer,Plateau,m,1214,6.782122905,179
963,2009,2,Spring,Plateau,m,977,5.717462547,170.88
963,2010,3,Spring,Plateau,m,1094,6.364165212,171.9
963,2011,4,Summer,Plateau,m,960,5.690574985,168.7
963,2011,4,Summer,Plateau,m,1033,6.005813953,172
963,2012,5,Summer,Plateau,m,1043,6.063953488,172
963,2013,6,Spring,Plateau,m,1060,6.162790698,172
963,2015,8,Summer,Plateau,m,1065,6.181079512,172.3
963,2016,9,Summer,Plateau,m,1023,5.947674419,172
963,2017,10,Spring,Plateau,m,1047,6.158823529,170
963,2018,11,Spring,Plateau,m,1074,6.244186047,172
963,2019,12,Spring,Plateau,m,997,5.830409357,171
963,2021,14,Summer,Plateau,m,1050,6.069364162,173
964,2023,16,Summer,Plateau,m,966,5.890243902,164
965,2013,6,Spring,Plateau,m,794,5.149156939,154.2
965,2015,8,Summer,Plateau,m,880,5.482866044,160.5
965,2016,9,Spring,Plateau,m,857,5.424050633,158
965,2018,11,Spring,Plateau,m,870,5.471698113,159
965,2020,13,Summer,Plateau,m,860,5.27607362,163
965,2022,15,Spring,Plateau,m,887,5.375757576,165
966,2009,2,Spring,Plateau,m,952,5.538103549,171.9
966,2010,3,Summer,Plateau,m,939,5.459302326,172
966,2011,4,Summer,Plateau,m,989,5.733333333,172.5
966,2011,4,Summer,Plateau,m,1041,6.052325581,172
966,2012,5,Spring,Plateau,m,975,5.63583815,173
966,2016,9,Spring,Plateau,m,1020,5.895953757,173
966,2016,9,Summer,Plateau,m,1042,5.988505747,174
966,2017,10,Spring,Plateau,m,997,5.632768362,177
966,2018,11,Spring,Plateau,m,1023,5.845714286,175
966,2019,12,Spring,Plateau,m,937,5.385057471,174
966,2020,13,Summer,Plateau,m,1000,5.617977528,178
966,2021,14,Spring,Plateau,m,968,5.5,176
967,2009,2,Spring,Plateau,m,1370,7.068778701,193.81
967,2010,3,Spring,Plateau,m,1355,7.020725389,193
967,2010,3,Spring,Plateau,m,1407,7.211686315,195.1
967,2011,4,Spring,Plateau,m,1345,6.929417826,194.1
967,2011,4,Summer,Plateau,m,1419,7.390625,192
967,2012,5,Spring,Plateau,m,1358,6.964102564,195
967,2013,6,Spring,Plateau,m,1422,7.292307692,195
968,2009,2,Spring,Plateau,m,1070,6.052720896,176.78
968,2010,3,Spring,Plateau,m,1130,6.387789712,176.9
968,2010,3,Spring,Plateau,m,1185,6.661045531,177.9
968,2011,4,Summer,Plateau,m,1143,6.421348315,178
968,2013,6,Spring,Plateau,m,1155,6.510710259,177.4
968,2015,8,Summer,Plateau,m,1198,6.637119114,180.5
968,2017,10,Spring,Plateau,m,1139,6.435028249,177
969,2009,2,Spring,Plateau,m,856,5.036775522,169.95
969,2017,10,Spring,Plateau,m,875,5.116959064,171
969,2023,16,Summer,Plateau,m,920,5.317919075,173
969,2023,16,Summer,Plateau,m,928,5.36416185,173
97,2008,1,Summer,Plateau,m,1190,6.485013624,183.5
97,2008,1,Spring,Plateau,m,1203,6.66629724,180.46
97,2010,3,Spring,Plateau,m,1297,7.005130975,185.15
97,2011,4,Spring,Plateau,m,1227,6.65762344,184.3
97,2012,5,Spring,Plateau,m,1294,7.032608696,184
97,2015,8,Summer,Plateau,m,1314,7.026737968,187
97,2016,9,Spring,Plateau,m,1333,7.128342246,187
97,2016,9,Spring,Plateau,m,1336,7.182795699,186
97,2016,9,Summer,Plateau,m,1327,7.134408602,186
97,2017,10,Spring,Plateau,m,1312,7.130434783,184
97,2018,11,Spring,Plateau,m,1303,7.005376344,186
97,2019,12,Spring,Plateau,m,1258,6.836956522,184
970,2009,2,Spring,Plateau,m,1151,6.341597796,181.5
970,2010,3,Spring,Plateau,m,1198,6.496041644,184.42
970,2011,4,Summer,Plateau,m,1267,6.793565684,186.5
970,2012,5,Spring,Plateau,m,1184,6.372443488,185.8
970,2016,9,Spring,Plateau,m,1348,7.132275132,189
970,2016,9,Summer,Plateau,m,1411,7.387434555,191
971,2009,2,Spring,Plateau,m,904,5.458277986,165.62
971,2010,3,Spring,Plateau,m,935,5.708180708,163.8
971,2011,4,Summer,Plateau,m,976,6.103814884,159.9
971,2012,5,Spring,Plateau,m,935,5.622369212,166.3
971,2016,9,Spring,Plateau,m,989,5.957831325,166
971,2017,10,Spring,Plateau,m,930,5.568862275,167
971,2019,12,Spring,Plateau,m,928,5.556886228,167
972,2009,2,Spring,Plateau,m,924,5.477178423,168.7
972,2011,4,Summer,Plateau,m,999,5.911242604,169
972,2012,5,Summer,Plateau,m,938,5.453488372,172
972,2016,9,Spring,Plateau,m,1049,6.063583815,173
972,2017,10,Spring,Plateau,m,967,5.65497076,171
972,2018,11,Spring,Plateau,m,1038,6,173
972,2019,12,Spring,Plateau,m,1020,5.862068966,174
972,2021,14,Spring,Plateau,m,874,4.965909091,176
972,2022,15,Spring,Plateau,m,1017,5.912790698,172
972,2023,16,Summer,Plateau,m,1124,6.422857143,175
973,2016,9,Spring,Plateau,m,1228,6.977272727,176
973,2016,9,Summer,Plateau,m,1220,6.931818182,176
973,2018,11,Summer,Plateau,m,1304,7.284916201,179
973,2019,12,Spring,Plateau,m,1224,6.876404494,178
973,2022,15,Spring,Plateau,m,1257,6.944751381,181
973,2023,16,Summer,Plateau,m,1352,7.387978142,183
974,2009,2,Spring,Plateau,m,917,5.43890866,168.6
974,2010,3,Spring,Plateau,m,939,5.590616814,167.96
974,2019,12,Spring,Plateau,m,911,5.422619048,168
975,2016,9,Spring,Plateau,m,856,5.35,160
975,2022,15,Spring,Plateau,m,1000,5.917159763,169
976,2009,2,Spring,Plateau,m,822,5.122133599,160.48
976,2010,3,Spring,Plateau,m,865,5.306748466,163
976,2012,5,Spring,Plateau,m,854,5.191489362,164.5
976,2012,5,Summer,Plateau,m,907,5.431137725,167
976,2015,8,Summer,Plateau,m,1030,6.01635514,171.2
976,2016,9,Spring,Plateau,m,962,5.692307692,169
976,2016,9,Spring,Plateau,m,999,5.946428571,168
977,2009,2,Spring,Plateau,m,771,5.037240298,153.06
977,2010,3,Spring,Plateau,m,765,4.979820336,153.62
977,2010,3,Spring,Plateau,m,824,5.357607282,153.8
978,2009,2,Spring,Plateau,m,1289,6.755765199,190.8
978,2010,3,Spring,Plateau,m,1362,7.123430962,191.2
978,2012,5,Spring,Plateau,m,1350,7.049608355,191.5
979,2009,2,Spring,Plateau,m,988,5.797101449,170.43
98,2008,1,Spring,Plateau,m,1074,6.037099494,177.9
98,2009,2,Spring,Plateau,m,1001,5.621069182,178.08
98,2009,2,Summer,Plateau,m,1084,6.096052188,177.82
98,2010,3,Summer,Plateau,m,1049,5.960227273,176
98,2012,5,Spring,Plateau,m,1070,5.980994969,178.9
98,2012,5,Spring,Plateau,m,1089,6.152542373,177
98,2016,9,Summer,Plateau,m,1096,6.122905028,179
98,2017,10,Spring,Plateau,m,1071,6.050847458,177
98,2017,10,Summer,Plateau,m,1066,5.988764045,178
98,2018,11,Spring,Plateau,m,1120,6.25698324,179
98,2019,12,Spring,Plateau,m,1060,5.95505618,178
98,2021,14,Spring,Plateau,m,1066,5.988764045,178
98,2023,16,Summer,Plateau,m,1110,6.132596685,181
980,2009,2,Spring,Plateau,m,937,5.761898905,162.62
980,2010,3,Spring,Plateau,m,969,5.948434622,162.9
980,2011,4,Summer,Plateau,m,1066,6.101888952,174.7
980,2016,9,Spring,Plateau,m,1069,6.478787879,165
980,2017,10,Spring,Plateau,m,1006,6.171779141,163
980,2020,13,Summer,Plateau,m,976,5.741176471,170
980,2023,16,Spring,Plateau,m,1053,6.267857143,168
982,2009,2,Spring,Plateau,m,1170,6.30387931,185.6
982,2010,3,Summer,Plateau,m,1211,6.486341725,186.7
982,2017,10,Spring,Plateau,m,1242,6.824175824,182
982,2019,12,Spring,Plateau,m,1221,6.635869565,184
983,2009,2,Spring,Plateau,m,900,5.193905817,173.28
983,2009,2,Summer,Plateau,m,1003,5.717054264,175.44
983,2010,3,Spring,Plateau,m,958,5.484314174,174.68
983,2011,4,Summer,Plateau,m,1032,5.907269605,174.7
983,2014,7,Summer,Plateau,m,1017,5.739277652,177.2
983,2016,9,Spring,Plateau,m,1030,5.81920904,177
983,2017,10,Summer,Plateau,m,946,5.344632768,177
983,2017,10,Spring,Plateau,m,987,5.64,175
983,2018,11,Spring,Plateau,m,1021,5.735955056,178
983,2020,13,Summer,Plateau,m,1052,5.977272727,176
983,2023,16,Summer,Plateau,m,1035,5.814606742,178
984,2009,2,Spring,Plateau,m,957,5.648016997,169.44
984,2010,3,Spring,Plateau,m,918,5.352769679,171.5
984,2012,5,Summer,Plateau,m,1000,5.837711617,171.3
984,2015,8,Summer,Plateau,m,1062,6.085959885,174.5
984,2016,9,Summer,Plateau,m,1044,6,174
984,2017,10,Spring,Plateau,m,1027,6.113095238,168
984,2018,11,Spring,Plateau,m,1080,6.242774566,173
984,2019,12,Spring,Plateau,m,978,5.653179191,173
984,2023,16,Summer,Plateau,m,1108,6.367816092,174
985,2009,2,Spring,Plateau,m,1219,6.63871038,183.62
985,2012,5,Summer,Plateau,m,1250,6.67022412,187.4
985,2013,6,Spring,Plateau,m,1357,7.23347548,187.6
985,2016,9,Summer,Plateau,m,1368,7.2,190
985,2017,10,Spring,Plateau,m,1338,7.117021277,188
985,2018,11,Spring,Plateau,m,1350,7.142857143,189
985,2019,12,Spring,Plateau,m,1308,6.920634921,189
985,2022,15,Spring,Plateau,m,1348,7.020833333,192
985,2023,16,Spring,Plateau,m,1329,7.031746032,189
985,2023,16,Summer,Plateau,m,1397,7.314136126,191
986,2009,2,Spring,Plateau,m,1093,6.022370379,181.49
986,2011,4,Summer,Plateau,m,1102,6.048298573,182.2
986,2013,6,Spring,Plateau,m,1156,6.316939891,183
986,2017,10,Spring,Plateau,m,1173,6.534818942,179.5
986,2019,12,Spring,Plateau,m,1121,6.092391304,184
986,2021,14,Spring,Plateau,m,1160,6.373626374,182
986,2022,15,Spring,Plateau,m,1164,6.360655738,183
986,2023,16,Summer,Plateau,m,1195,6.565934066,182
987,2009,2,Spring,Plateau,m,972,5.474205902,177.56
987,2010,3,Spring,Plateau,m,1055,5.910364146,178.5
987,2011,4,Summer,Plateau,m,1031,5.727777778,180
987,2015,8,Summer,Plateau,m,1052,5.834719911,180.3
987,2017,10,Spring,Plateau,m,1035,5.847457627,177
987,2017,10,Summer,Plateau,m,1031,5.857954545,176
987,2023,16,Summer,Plateau,m,1075,5.972222222,180
988,2009,2,Spring,Plateau,m,1109,6.286848073,176.4
988,2017,10,Spring,Plateau,m,1200,6.837606838,175.5
988,2019,12,Summer,Plateau,m,1143,6.421348315,178
989,2009,2,Spring,Plateau,m,870,5.420898498,160.49
989,2009,2,Summer,Plateau,m,1004,5.990453461,167.6
989,2011,4,Summer,Plateau,m,901,5.460606061,165
989,2011,4,Summer,Plateau,m,917,5.567698846,164.7
