STATE,AWARD,RECIPIENT,NAME,SESSION,YEAR
AK,197232.93,109,Alaska Pacific University,1999-00,1999
AK,133147.99,69,Alaska Vocational Technical Center,1999-00,1999
AK,107287,72,Sheldon Jackson College,1999-00,1999
AK,3425148.83,1920,University of Alaska - Anchorage,1999-00,1999
AK,2441864,1256,University of Alaska at Fairbanks,1999-00,1999
AK,353170,221,University of Alaska at Southeast,1999-00,1999
AL,5520921.06,2369,Alabama Agricultural & Mechanical University,1999-00,1999
AL,1548659.16,837,Alabama Southern Community College,1999-00,1999
AL,7164037.27,3236,Alabama State University,1999-00,1999
AL,1514341,854,Athens State University,1999-00,1999
AL,5449457.98,2842,Auburn University,1999-00,1999
AL,3255469.98,1661,Auburn University Montgomergy,1999-00,1999
AL,1002263,732,Bessemer State Technical College,1999-00,1999
AL,3561322.95,1886,Bevill State Community College,1999-00,1999
AL,375648,196,Birmingham Southern College,1999-00,1999
AL,5351463.66,2958,Bishop State Community College,1999-00,1999
AL,3964228.8,2363,Calhoun State Community College,1999-00,1999
AL,1169319,836,Central Alabama Community College,1999-00,1999
AL,1717137,940,Chattahoochee Valley Community College,1999-00,1999
AL,996052.57,467,Concordia College,1999-00,1999
AL,694892,460,Douglas Macarthur State Technical College,1999-00,1999
AL,1356083.07,773,Enterprise State Junior College,1999-00,1999
AL,1878437.5,1063,Faulkner State Community College,1999-00,1999
AL,2365909.42,1260,Faulkner University,1999-00,1999
AL,2841651,1548,Gadsden State Community College,1999-00,1999
AL,2449372.74,1715,George C. Wallace Community College,1999-00,1999
AL,3292438.36,1693,George C. Wallace State Community College,1999-00,1999
AL,2046110.75,1091,George Corley Wallace State Community College,1999-00,1999
AL,929777.43,606,Harry m Ayers State Technical College,1999-00,1999
AL,319393,165,Huntingdon College,1999-00,1999
AL,179313,95,International Bible College,1999-00,1999
AL,617005.07,319,j f Drake State Technical College,1999-00,1999
AL,5249985.28,2566,Jacksonville State University,1999-00,1999
AL,1255618,733,Jefferson Davis Community College,1999-00,1999
AL,2021977,1200,Jefferson State Community College,1999-00,1999
AL,740757,502,John M. Patterson State Technical College,1999-00,1999
AL,223404.5,115,Judson College,1999-00,1999
AL,2827244,1306,Lawson State Community College,1999-00,1999
AL,653900.72,352,Lurleen B. Wallace State Junior College-,1999-00,1999
AL,95004,46,Marion Military Institute,1999-00,1999
AL,2732787,1316,Miles College,1999-00,1999
AL,1310464,765,Northeast Alabama Community College,1999-00,1999
AL,2958581.14,1644,Northwest-Shoals Community College,1999-00,1999
AL,1603133.33,712,Oakwood College,1999-00,1999
AL,775291,541,Reid State Technical College,1999-00,1999
AL,650205,350,Samford University,1999-00,1999
AL,3368400.43,1728,Shelton State Community College,1999-00,1999
AL,1145250,629,Snead State Community College,1999-00,1999
AL,151940,87,Southeastern Bible College,1999-00,1999
AL,92437,59,Southern Christian University,1999-00,1999
AL,110565,61,Southern Community College,1999-00,1999
AL,2513289.15,1492,Southern Union State Community College,1999-00,1999
AL,615279,316,Spring Hill College,1999-00,1999
AL,2652729,1141,Stillman College,1999-00,1999
AL,839359,325,Talladega College,1999-00,1999
AL,1088670,930,Trenholm State Technical College,1999-00,1999
AL,7216478.8,3911,Troy State University,1999-00,1999
AL,2888860.56,1312,Tuskegee University,1999-00,1999
AL,6877579.91,3275,University of Alabama,1999-00,1999
AL,5281365,2691,University of Alabama at Birmingham,1999-00,1999
AL,2396953.04,1215,University of Alabama at Huntsville,1999-00,1999
AL,1931437,981,University of Mobile,1999-00,1999
AL,1264068.77,636,University of Montevallo,1999-00,1999
AL,3188558,1597,University of North Alabama,1999-00,1999
AL,4932208.33,2644,University of South Alabama,1999-00,1999
AL,1703881.32,790,University of West Alabama,1999-00,1999
AR,222813,115,Arkansas Baptist College,1999-00,1999
AR,152137,91,Arkansas Career Training Institute,1999-00,1999
AR,9167101.53,4674,Arkansas State University,1999-00,1999
AR,3225985.42,1635,Arkansas Tech University,1999-00,1999
AR,630706.75,359,Arkansas Valley Technical Institute,1999-00,1999
AR,267773,180,Baptist Medical Center,1999-00,1999
AR,852853.96,471,Black River Technical College,1999-00,1999
AR,244517.98,122,Central Baptist College,1999-00,1999
AR,616292,323,Cossatot Technical College,1999-00,1999
AR,427807,222,Cotton Boll Technical Institute,1999-00,1999
AR,157002,92,Crowley's Ridge College,1999-00,1999
AR,240047.18,150,Crowley's Ridge Technical Institute,1999-00,1999
AR,220351,138,Delta Technical Institute,1999-00,1999
AR,1262871.8,669,East Arkansas Community College,1999-00,1999
AR,271623.56,154,Foothills Technical Institute,1999-00,1999
AR,89312.05,81,Forest Echoes Technical Institute,1999-00,1999
AR,1303507.31,795,Garland County Community College,1999-00,1999
AR,177798.88,111,Great Rivers Vocational Technical School,1999-00,1999
AR,2528744,1242,Harding University,1999-00,1999
AR,2759865.5,1367,Henderson State University,1999-00,1999
AR,466109,231,Hendrix College,1999-00,1999
AR,75082,48,Jefferson School of Nursing,1999-00,1999
AR,582805,354,John Brown University,1999-00,1999
AR,297868,146,Lyon College,1999-00,1999
AR,954904.24,552,Mid-South Community College,1999-00,1999
AR,1735804.9,934,Mississippi County Community College,1999-00,1999
AR,1583729,838,North Arkansas College,1999-00,1999
AR,762729.59,506,Northwest Arkansas Community College,1999-00,1999
AR,249331,161,Northwest Technical Institute,1999-00,1999
AR,719577.04,377,Ouachita Baptist University,1999-00,1999
AR,559112.17,349,Ouachita Technical College,1999-00,1999
AR,812239.21,416,Ozarka College,1999-00,1999
AR,1341225,737,Petit Jean College,1999-00,1999
AR,1379935.21,598,Philander Smith College,1999-00,1999
AR,1893772.15,954,Phillips Community College of the University of Arkansas,1999-00,1999
AR,3106680.88,1694,Pulaski Technical College,1999-00,1999
AR,218092,113,Quapaw Technical Institute,1999-00,1999
AR,604660,317,Rich Mountain Community College,1999-00,1999
AR,624243.44,355,South Arkansas Community College,1999-00,1999
AR,1341362.75,729,Southeast Arkansas College,1999-00,1999
AR,2423938.04,1136,Southern Arkansas University,1999-00,1999
AR,556879,271,Southern Arkansas University Tech,1999-00,1999
AR,6057051.4,2936,University of Arkansas,1999-00,1999
AR,5219682.19,2914,University of Arkansas at Little Rock,1999-00,1999
AR,2375700.63,1107,University of Arkansas at Monticello,1999-00,1999
AR,4586183.45,1974,University of Arkansas at Pine Bluff,1999-00,1999
AR,925433.63,510,University of Arkansas Community College at Batesville,1999-00,1999
AR,1151232,640,University of Arkansas Community College at Hope,1999-00,1999
AR,481290,225,University of Arkansas for Medical Sciences,1999-00,1999
AR,4889420.02,2552,University of Central Arkansas,1999-00,1999
AR,430732,215,University of the Ozarks,1999-00,1999
AR,2356565,1329,Westark College,1999-00,1999
AR,629374.92,306,Williams Baptist College,1999-00,1999
AS,1375079.97,699,American Samoa Community College,1999-00,1999
AZ,141144,69,American Indian College of the Assemblies of God,1999-00,1999
AZ,3996589,1999,Arizona Institute of Business and Technology,1999-00,1999
AZ,16454435.26,8590,Arizona State University,1999-00,1999
AZ,3750698.01,2239,Arizona Western College,1999-00,1999
AZ,1658338.63,931,Central Arizona College,1999-00,1999
AZ,715929,485,Chandler-Gilbert Community College,1999-00,1999
AZ,3230601.88,1834,Cochise College,1999-00,1999
AZ,818845.99,523,Coconino County Community College,1999-00,1999
AZ,2226278,1076,Dine College,1999-00,1999
AZ,1871265.01,1030,Eastern Arizona College,1999-00,1999
AZ,951510,654,Estrella Mountain Community College,1999-00,1999
AZ,1794045,1239,Gateway Community College,1999-00,1999
AZ,4406217,2881,Glendale Community College,1999-00,1999
AZ,869150,486,Grand Canyon University,1999-00,1999
AZ,25022,16,International Baptist College,1999-00,1999
AZ,5564342.3,3368,Mesa Community College,1999-00,1999
AZ,1160536,758,Mohave Community College,1999-00,1999
AZ,8465336,4263,Northern Arizona University,1999-00,1999
AZ,1224533.96,693,Northland Pioneer College,1999-00,1999
AZ,1367654,880,Paradise Valley Community College,1999-00,1999
AZ,4064839.6,2434,Phoenix College,1999-00,1999
AZ,28399,20,Phoenix First Pastors College,1999-00,1999
AZ,10169162.62,5838,Pima County Community College,1999-00,1999
AZ,540112,297,Prescott Center for Alternative Education,1999-00,1999
AZ,869409.21,742,Rio Salado Community College,1999-00,1999
AZ,1536324,948,Scottsdale Community College,1999-00,1999
AZ,1411194.81,890,South Mountain Community College,1999-00,1999
AZ,156501,90,Southwestern College,1999-00,1999
AZ,13314602.63,6507,University of Arizona (the),1999-00,1999
AZ,1681361.33,1066,Yavapai College,1999-00,1999
CA,3045943,1822,Allan Hancock College,1999-00,1999
CA,107049.98,50,American Academy of Dramatic Arts-West,1999-00,1999
CA,13462,6,American Conservatory Theatre Foundation,1999-00,1999
CA,6243538.09,3427,American River College,1999-00,1999
CA,3180738.03,1847,Antelope Valley College,1999-00,1999
CA,1472517.48,637,Art Center College of Design,1999-00,1999
CA,226457,105,Art Institute of Southern California,1999-00,1999
CA,1480615.38,819,Azusa Pacific University,1999-00,1999
CA,9073852.72,5093,Bakersfield College,1999-00,1999
CA,155755,107,Baldwin Park Adult School,1999-00,1999
CA,898609,523,Barstow Community College,1999-00,1999
CA,420807.68,198,Bethany College of the Assemblies of God,1999-00,1999
CA,65054,28,Bethesda Christian University,1999-00,1999
CA,1076192,611,Biola University,1999-00,1999
CA,26795,35,Business & Technology Training Institute,1999-00,1999
CA,5765908.65,3149,Butte College,1999-00,1999
CA,2807212,1584,Cabrillo College,1999-00,1999
CA,1382855.16,758,California Baptist University,1999-00,1999
CA,605463,302,California College of Arts & Crafts,1999-00,1999
CA,15573,15,California Institute of Integral Studies,1999-00,1999
CA,278497,139,California Institute of Technology,1999-00,1999
CA,511167.48,249,California Institute of the Arts,1999-00,1999
CA,763961,379,California Lutheran University,1999-00,1999
CA,408089,176,California Maritime Academy,1999-00,1999
CA,7581740.99,3701,California Polytechnic State University,1999-00,1999
CA,13795087,6214,"California State Polytechnic University, Pomona",1999-00,1999
CA,15475009,6933,California State University - Fresno,1999-00,1999
CA,16736519.8,8145,California State University - Long Beach,1999-00,1999
CA,14797742.43,6745,California State University - Los Angeles,1999-00,1999
CA,14006915.67,6791,California State University - Sacramento,1999-00,1999
CA,10615316,5082,California State University - San Bernardino,1999-00,1999
CA,8093784.49,4012,California State University Dominguez Hills,1999-00,1999
CA,3461829.92,1853,California State University San Marcos,1999-00,1999
CA,4875497,2338,"California State University, Bakersfield",1999-00,1999
CA,10742717.38,4913,"California State University, Chico",1999-00,1999
CA,13916097.59,6792,"California State University, Fullerton",1999-00,1999
CA,6305187.5,3024,"California State University, Hayward",1999-00,1999
CA,2034076,942,"California State University, Monterey Bay",1999-00,1999
CA,19884383.42,9318,"California State University, Northridge",1999-00,1999
CA,4581975.49,2300,"California State University, Stanislaus",1999-00,1999
CA,388219,220,Canada College,1999-00,1999
CA,9754,6,Career Training Center,1999-00,1999
CA,614420.65,299,Casa Loma College,1999-00,1999
CA,2539457.45,1409,Center for Employment Training,1999-00,1999
CA,9374609.7,5252,Cerritos Community College,1999-00,1999
CA,3843787.5,2235,Chabot College,1999-00,1999
CA,2306942.91,1339,Chaffey Community College,1999-00,1999
CA,2222947,1297,Chapman University,1999-00,1999
CA,184519,87,Charles R. Drew University of Medicine and Science,1999-00,1999
CA,455433.02,226,Christian Heritage College,1999-00,1999
CA,2802761.04,1654,Citrus College,1999-00,1999
CA,355195,168,Claremont Mckenna College,1999-00,1999
CA,110000,58,Cleveland Chiropractic College,1999-00,1999
CA,211255,150,Clovis Adult Education,1999-00,1999
CA,544431,330,Coastline Community College,1999-00,1999
CA,165468,81,Cogswell Polytechnical College,1999-00,1999
CA,1150758.75,654,Coleman College - La Mesa,1999-00,1999
CA,1852677.55,751,College of Alameda,1999-00,1999
CA,1665653.98,936,College of Marin,1999-00,1999
CA,534123,258,College of Notre Dame,1999-00,1999
CA,1021152.5,532,College of San Mateo,1999-00,1999
CA,1069783,551,College of the Canyons,1999-00,1999
CA,2990042.75,1795,College of the Desert,1999-00,1999
CA,3717197.03,2037,College of the Redwoods,1999-00,1999
CA,6517475,3454,College of the Sequoias,1999-00,1999
CA,1240213.14,659,College of the Siskiyous,1999-00,1999
CA,802366,444,Columbia College,1999-00,1999
CA,121822.39,57,Columbia College-Hollywood,1999-00,1999
CA,2834304,1473,Compton Community College,1999-00,1999
CA,363840.92,197,Concordia University,1999-00,1999
CA,1948367.66,1182,Contra Costa College,1999-00,1999
CA,3390802.13,1815,Cosumnes River College,1999-00,1999
CA,1554521.09,954,Crafton Hills College,1999-00,1999
CA,2492044.14,1373,Cuesta College,1999-00,1999
CA,1618081.63,871,Cuyamaca College,1999-00,1999
CA,4394502.21,2266,Cypress College,1999-00,1999
CA,3020973,1666,De Anza Community College,1999-00,1999
CA,3900,2,Dell'arte School of Physical Theatre,1999-00,1999
CA,1732411.87,1028,Diablo Valley College,1999-00,1999
CA,768821,391,Dominican College of San Rafael,1999-00,1999
CA,66426,28,Don Bosco Technical Institute,1999-00,1999
CA,65338,37,Dongguk  Royal University,1999-00,1999
CA,125157,60,d-q University,1999-00,1999
CA,5570594.63,2770,East Los Angeles College,1999-00,1999
CA,4401150.17,2465,El Camino College District,1999-00,1999
CA,73553.5,33,English Center for International Women,1999-00,1999
CA,2662764,1462,Evergreen Valley College,1999-00,1999
CA,439323,227,Feather River Community College,1999-00,1999
CA,23573,13,Five Branches Institute,1999-00,1999
CA,858221,469,Foothill College,1999-00,1999
CA,11361869.02,6277,Fresno City College,1999-00,1999
CA,887012.5,451,Fresno Pacific University,1999-00,1999
CA,3975684.2,2098,Fullerton College,1999-00,1999
CA,920346,511,Gavilan College,1999-00,1999
CA,57268,32,Gemological Institute of America,1999-00,1999
CA,6431055,3328,Glendale Community College,1999-00,1999
CA,244628.46,154,Golden Gate University,1999-00,1999
CA,4480876.67,2093,Golden West College,1999-00,1999
CA,4723195.92,2629,Grossmont College,1999-00,1999
CA,417405,231,Hacienda La Puente Adult Education,1999-00,1999
CA,2739430.62,1677,Hartnell Community College,1999-00,1999
CA,156290,86,Harvey Mudd College,1999-00,1999
CA,931544,490,"Heald College, School of Business",1999-00,1999
CA,876665,461,"Heald College, School of Technology",1999-00,1999
CA,3418791.05,1860,"Heald College, Schools of Business and Technology",1999-00,1999
CA,1469867,732,"Heald College, Schools of Business and Technology",1999-00,1999
CA,1678908,852,"Heald College, Schools of Business and Technology",1999-00,1999
CA,2108061.37,1094,"Heald College, Schools of Business and Technology",1999-00,1999
CA,1008125,589,"Heald College, Schools of Business and Technology",1999-00,1999
CA,1357101,761,"Heald College, Schools of Business and Technology",1999-00,1999
CA,995322.68,479,"Heald College, Schools of Business and Technology",1999-00,1999
CA,1094867,579,"Heald College, Schools of Business and Technology",1999-00,1999
CA,384833,220,Heald College-Schools of Business and Technology,1999-00,1999
CA,270144.07,142,Holy Names College,1999-00,1999
CA,449495.89,251,Hope International University,1999-00,1999
CA,6282247.42,2923,Humboldt State University,1999-00,1999
CA,852666.17,485,Humphreys College,1999-00,1999
CA,133538,85,Hypnosis Motivation Institute,1999-00,1999
CA,4920723,2631,Imperial Valley College,1999-00,1999
CA,1960437,986,Irvine Valley College,1999-00,1999
CA,56810,47,John F. Kennedy University,1999-00,1999
CA,810060.11,458,Kelsey-Jenney College,1999-00,1999
CA,832349.85,407,La Sierra University,1999-00,1999
CA,252193,178,Lake Tahoe Community College,1999-00,1999
CA,4336565.74,2072,Laney College,1999-00,1999
CA,520220,355,Las Positas College,1999-00,1999
CA,818955,409,Lassen College,1999-00,1999
CA,305543,192,Life Bible College,1999-00,1999
CA,12528,10,Life Chiropractic College West,1999-00,1999
CA,824540,421,Loma Linda University,1999-00,1999
CA,12248449.82,7210,Long Beach City College,1999-00,1999
CA,7301306,3396,Los Angeles City College,1999-00,1999
CA,96704,61,Los Angeles County College of Nursing and Allied Health -,1999-00,1999
CA,3010733.86,1861,Los Angeles Harbor College,1999-00,1999
CA,1580292,778,Los Angeles Mission College,1999-00,1999
CA,2891837,1412,Los Angeles Ort Technical Institute,1999-00,1999
CA,2361169,1299,Los Angeles Pierce College,1999-00,1999
CA,2464364,1334,Los Angeles Southwest College,1999-00,1999
CA,4849557,2495,Los Angeles Trade Technical College,1999-00,1999
CA,4200125,2130,Los Angeles Valley College,1999-00,1999
CA,1296028,694,Los Medanos College,1999-00,1999
CA,2510172.13,1177,Loyola Marymount University,1999-00,1999
CA,59968,36,Martinez Adult School,1999-00,1999
CA,304536.96,151,Marymount College,1999-00,1999
CA,597992,307,Master's College and Seminary,1999-00,1999
CA,1253356,706,Mendocino Community College,1999-00,1999
CA,354865,181,Menlo College,1999-00,1999
CA,5194710.32,2631,Merced College,1999-00,1999
CA,1313708.09,666,Merritt College,1999-00,1999
CA,619674,303,Mills College,1999-00,1999
CA,1336563,773,Miracosta College,1999-00,1999
CA,1632890,879,Mission College,1999-00,1999
CA,4925052.79,2942,Modesto Junior College,1999-00,1999
CA,17125,7,Monterey Institute of International Studies,1999-00,1999
CA,1223130,696,Monterey Peninsula College,1999-00,1999
CA,152716,75,Mount Diablo Adult Education,1999-00,1999
CA,1682562,795,Mount Saint Mary's College,1999-00,1999
CA,5768613.54,3045,Mount San Antonio College,1999-00,1999
CA,3358768.5,1905,Mt San Jacinto College,1999-00,1999
CA,1039989,564,Napa Valley College,1999-00,1999
CA,148824,90,National Hispanic University,1999-00,1999
CA,2847706,1589,National University - La Jolla,1999-00,1999
CA,236107,127,New College of California,1999-00,1999
CA,1003524.3,445,Occidental College,1999-00,1999
CA,1155273.5,703,Ohlone College,1999-00,1999
CA,5396156,2653,Orange Coast College,1999-00,1999
CA,681942,302,Otis College of Art and Design,1999-00,1999
CA,99640,87,Pacific Oaks College,1999-00,1999
CA,333.33,1,Pacific States University,1999-00,1999
CA,963624,501,Pacific Union College,1999-00,1999
CA,16321.97,11,Palmer College of Chiropractic West,1999-00,1999
CA,456444,236,Palo Verde College,1999-00,1999
CA,1738358,1082,Palomar College,1999-00,1999
CA,6980240.25,3644,Pasadena City College,1999-00,1999
CA,435802.5,214,Patten College,1999-00,1999
CA,1147753,584,Pepperdine University,1999-00,1999
CA,532046,255,Pitzer College,1999-00,1999
CA,1112428,572,Point Loma Nazarene University,1999-00,1999
CA,110315,93,Pomona Adult School,1999-00,1999
CA,490359,228,Pomona College,1999-00,1999
CA,5269355.17,3067,Reedley College,1999-00,1999
CA,4934150.52,2723,Rio Hondo Community College,1999-00,1999
CA,6811553.48,4296,Riverside Community College,1999-00,1999
CA,6407410.54,3397,Sacramento City College,1999-00,1999
CA,1434085.82,889,Saddleback College,1999-00,1999
CA,96940,38,Saint John's Seminary,1999-00,1999
CA,1159338,556,Saint Mary's College of California,1999-00,1999
CA,31930,21,Samra University of Oriental Medicine,1999-00,1999
CA,220977,113,Samuel Merritt College,1999-00,1999
CA,6200135.72,3385,San Bernardino Valley College,1999-00,1999
CA,8030437.07,4329,San Diego City College,1999-00,1999
CA,176357,138,San Diego Community College Continuing Education Centers,1999-00,1999
CA,5155482.53,2728,San Diego Mesa College,1999-00,1999
CA,1260368.57,704,San Diego Miramar College,1999-00,1999
CA,18499804.05,8901,San Diego State University,1999-00,1999
CA,462387,214,San Francisco Art Institute,1999-00,1999
CA,7028332.2,3707,San Francisco Community College System Office,1999-00,1999
CA,68937.5,34,San Francisco Conservatory of Music,1999-00,1999
CA,15882721.42,7487,San Francisco State University,1999-00,1999
CA,21368,23,San Joaquin College of Law,1999-00,1999
CA,8822421.5,5443,San Joaquin Delta College,1999-00,1999
CA,130967,87,San Jose Christian College,1999-00,1999
CA,2440995,1456,San Jose City College,1999-00,1999
CA,14007122.09,6633,San Jose State University,1999-00,1999
CA,4450787.91,2295,Santa Ana College,1999-00,1999
CA,2540268.89,1498,Santa Barbara City College,1999-00,1999
CA,951945.47,634,Santa Clara University,1999-00,1999
CA,4798256,2788,Santa Monica College,1999-00,1999
CA,3027871,1632,Santa Rosa Junior College - Santa Rosa,1999-00,1999
CA,227134,118,Scripps College,1999-00,1999
CA,16306,13,Shasta Bible College,1999-00,1999
CA,4255376.43,2468,Shasta College,1999-00,1999
CA,3392755.34,2327,Sierra College,1999-00,1999
CA,96303,49,Simi Valley Adult School & Career Institute,1999-00,1999
CA,955994,499,Simpson College,1999-00,1999
CA,1155474.5,785,Skills & Business Education Center,1999-00,1999
CA,1276509,705,Skyline College,1999-00,1999
CA,1781583.8,1086,Solano Community College,1999-00,1999
CA,3195775,1672,Sonoma State University,1999-00,1999
CA,95888,46,South Baylo University,1999-00,1999
CA,48221,44,Southern California Bible College and Seminary,1999-00,1999
CA,6877951,3464,Southwestern College,1999-00,1999
CA,1752913,863,Stanford University,1999-00,1999
CA,482671.99,259,Taft College,1999-00,1999
CA,118921,54,The Southern California Institute of Architecture,1999-00,1999
CA,16852,18,Trinity Life Bible College,1999-00,1999
CA,397826,194,United States International Univ,1999-00,1999
CA,12436327,5670,University of California - Davis,1999-00,1999
CA,10398882.22,4608,University of California - San Diego(Ucsd),1999-00,1999
CA,24825,9,University of California - San Francisco,1999-00,1999
CA,6248304.25,3468,University of California - Santa Cruz,1999-00,1999
CA,15434301,7000,University of California (the) - Berkeley,1999-00,1999
CA,9514154,4353,University of California Santa Barbara,1999-00,1999
CA,12403150.02,5406,"University of California, Irvine",1999-00,1999
CA,18780526.5,8623,"University of California, Los Angeles",1999-00,1999
CA,10109160,4489,"University of California, Riverside",1999-00,1999
CA,57651,27,University of Judaism,1999-00,1999
CA,1948039.43,1179,University of La Verne,1999-00,1999
CA,1298301.62,618,University of Redlands,1999-00,1999
CA,1711600,851,University of San Diego,1999-00,1999
CA,1922354,942,University of San Francisco,1999-00,1999
CA,8846898.01,4253,University of Southern California,1999-00,1999
CA,2511470.84,1110,University of the Pacific,1999-00,1999
CA,25005,20,University of West Los Angeles,1999-00,1999
CA,728795,397,Vanguard University of Southern California,1999-00,1999
CA,198564.04,132,Ventura Adult Continuing Education,1999-00,1999
CA,6218755.06,3293,Ventura County Community College District Office,1999-00,1999
CA,4409559.56,2597,Victor Valley Community College,1999-00,1999
CA,1251544.97,846,Vista Community College,1999-00,1999
CA,2246831.31,1414,West Hills Community College,1999-00,1999
CA,2061795.59,1167,West Los Angeles College,1999-00,1999
CA,1557162,847,West Valley College,1999-00,1999
CA,143356.5,59,Western University of Health Sciences,1999-00,1999
CA,451657.1,217,Westmont College,1999-00,1999
CA,910606.14,449,Whittier College,1999-00,1999
CA,1033948.5,469,Woodbury University,1999-00,1999
CA,88850,32,Yeshiva Ohr Elchonon Chabad-West Coast Talmudical Seminary,1999-00,1999
CA,4698703.41,3064,Yuba College,1999-00,1999
CO,1952522.01,928,Adams State College,1999-00,1999
CO,1397755,840,Aims Community College,1999-00,1999
CO,1160128.2,777,Arapahoe Community College,1999-00,1999
CO,75614,60,Boulder College of Massage Therapy,1999-00,1999
CO,844066.84,515,Colorado Christian University,1999-00,1999
CO,619650,312,Colorado College,1999-00,1999
CO,630378.7,390,Colorado Mountain College,1999-00,1999
CO,373617,193,Colorado Northwestern Community College,1999-00,1999
CO,828855.07,434,Colorado School of Mines,1999-00,1999
CO,6712758.44,3678,Colorado State University,1999-00,1999
CO,1103581,714,Community College of Aurora Centretech Campus,1999-00,1999
CO,3259667,1971,Community College of Denver,1999-00,1999
CO,262673,147,Delta-Montrose Area Vocational Technical Center,1999-00,1999
CO,186369,168,Emily Griffith Opportunity School,1999-00,1999
CO,2140394.55,1119,Fort Lewis College,1999-00,1999
CO,3302868.76,2146,Front Range Community College-Westminster Campus,1999-00,1999
CO,724527,359,Lamar Community College,1999-00,1999
CO,3234139.58,1736,Mesa State College,1999-00,1999
CO,1562,1,Montessori Education Center of the Rockies,1999-00,1999
CO,720839,430,Morgan Community College,1999-00,1999
CO,273812.13,138,Naropa University,1999-00,1999
CO,418970,261,Nazarene Bible College,1999-00,1999
CO,857060,467,Northeastern Junior College,1999-00,1999
CO,1161623.07,627,Otero Junior College,1999-00,1999
CO,3886317,2569,Pikes Peak Community College,1999-00,1999
CO,3354180,1909,Pueblo Community College,1999-00,1999
CO,1212644.34,806,Red Rocks Community College,1999-00,1999
CO,1136243.03,726,Regis University,1999-00,1999
CO,284925,140,San Juan Basin Area Vocational Technical School,1999-00,1999
CO,150055,94,t h Pickens Technical Center of the Aurora Public Sch,1999-00,1999
CO,6853915.62,4024,The Metropolitan State College of Denver,1999-00,1999
CO,2044154,1082,Trinidad State Junior College,1999-00,1999
CO,6258317.1,3163,University of Colorado at Boulder,1999-00,1999
CO,2292425,1254,University of Colorado at Colorado Springs,1999-00,1999
CO,2864079.82,1514,University of Colorado at Denver,1999-00,1999
CO,320949,130,University of Colorado Health Sciences Center,1999-00,1999
CO,816113.5,522,University of Denver,1999-00,1999
CO,3496763.25,1973,University of Northern Colorado,1999-00,1999
CO,3478021.36,1984,University of Southern Colorado,1999-00,1999
CO,1059812,547,Western State College of Colorado,1999-00,1999
CT,26926,12,Albert i Prince Regional Vocational Technical School,1999-00,1999
CT,476102,267,Albertus Magnus College,1999-00,1999
CT,220517,160,Asnuntuck Community College,1999-00,1999
CT,91599,31,Bais Binyomin Academy,1999-00,1999
CT,64667,39,Bridgeport Hospital School of Nursing,1999-00,1999
CT,61852,39,Bullard - Havens Regional Vocational Technical School,1999-00,1999
CT,1367272.59,1004,Capital Community College,1999-00,1999
CT,2403420.06,1345,Central Connecticut State University,1999-00,1999
CT,441326.05,226,Connecticut College,1999-00,1999
CT,166056,117,Connecticut Training Center,1999-00,1999
CT,39030,19,e c Goodwin Regional Vocational Technical School,1999-00,1999
CT,1709710,952,Eastern Connecticut State University,1999-00,1999
CT,52950,27,Eli Whitney Regional Vocational Technical School,1999-00,1999
CT,10051,5,Ella t Grasso Southeastern Regional Vocational Technical School,1999-00,1999
CT,501994,260,Fairfield University,1999-00,1999
CT,1176979.59,811,Gateway Community College,1999-00,1999
CT,3125,1,h c Wilcox Regional Vocational Technical School,1999-00,1999
CT,21278,12,Hartford School of Music (the),1999-00,1999
CT,21016,10,Harvard h Ellis Regional Vocational Technical School,1999-00,1999
CT,17022,8,Henry Abbott Regional Vocational Technical School,1999-00,1999
CT,8325,3,Holy Apostles College & Seminary,1999-00,1999
CT,1360257.89,1069,Housatonic Community College,1999-00,1999
CT,21384,13,Howell Cheney Regional Vocational-Technical School,1999-00,1999
CT,22078,11,J. M. Wright Regional Vocational - Technical School,1999-00,1999
CT,21729.5,15,Lyme Academy of Fine Arts,1999-00,1999
CT,1195386.63,847,Manchester Community College,1999-00,1999
CT,216440,251,Middlesex Community College,1999-00,1999
CT,304536,162,Mitchell College,1999-00,1999
CT,935426.1,671,Naugatuck Valley Community College,1999-00,1999
CT,182360,132,Northwestern Connecticut Community College,1999-00,1999
CT,1054312,685,Norwalk Community College,1999-00,1999
CT,16295,9,Norwich Regional Vocational Technical School,1999-00,1999
CT,33400,14,Platt Regional Vocational Technical School,1999-00,1999
CT,533092.5,430,Quinebaug Valley Community College,1999-00,1999
CT,792618,455,Quinnipiac College,1999-00,1999
CT,888837.15,478,Sacred Heart University,1999-00,1999
CT,411160.05,227,Saint Joseph College,1999-00,1999
CT,2242992.32,1220,Southern Connecticut State University,1999-00,1999
CT,65042,50,St Vincent's College,1999-00,1999
CT,487316,220,Teikyo Post University,1999-00,1999
CT,735552.82,578,Three Rivers Community College,1999-00,1999
CT,489507,267,Trinity College,1999-00,1999
CT,632926,471,Tunxis Community College,1999-00,1999
CT,686289.76,329,University of Bridgeport,1999-00,1999
CT,4320528.69,2225,University of Connecticut,1999-00,1999
CT,1304552.5,713,University of Hartford,1999-00,1999
CT,865442,492,University of New Haven- University of New Haven,1999-00,1999
CT,11738,8,Vinal Regional Vocational - Technical School,1999-00,1999
CT,19658,9,w f Kaynor Regional Vocational Technical School,1999-00,1999
