STATE,AWARD,RECIPIENT,NAME,SESSION,YEAR
FL,1142825,340,Meridian Career Institute,2009-10,2009
FL,161412,32,Miami Ad School,2009-10,2009
FL,136102321,35346,Miami Dade College,2009-10,2009
FL,11063688,2745,Miami International University of Art & Design,2009-10,2009
FL,1139880,436,Miami Lakes Educational Center,2009-10,2009
FL,693217,240,Mid Florida Tech,2009-10,2009
FL,2301504,467,National Aviation Academy,2009-10,2009
FL,814858,197,New College of Florida,2009-10,2009
FL,301667,88,New Concept Massage and Beauty School,2009-10,2009
FL,2504003,771,New Professions Technical Institute,2009-10,2009
FL,86529,19,North Florida Academy,2009-10,2009
FL,2630178,829,North Florida Community College,2009-10,2009
FL,608857,151,North Florida Cosmetology Institute,2009-10,2009
FL,8638318,2501,Northwest Florida State College,2009-10,2009
FL,2281951,618,Nouvelle Institute,2009-10,2009
FL,10688697,2682,Nova Southeastern University-Davie,2009-10,2009
FL,692742,237,Okaloosa Applied Technology Center,2009-10,2009
FL,168213,48,Orange Park International School of Beauty,2009-10,2009
FL,698918,235,Orange Technical Education Centers - Orlando Technical,2009-10,2009
FL,1462867,438,Orange Technical Education Centers-Westside Tech,2009-10,2009
FL,237111,67,Palm Beach Academy of Health & Beauty,2009-10,2009
FL,3333354,870,Palm Beach Atlantic University,2009-10,2009
FL,36138227,10437,Palm Beach State College,2009-10,2009
FL,17491179,5495,Pasco - Hernando Community College,2009-10,2009
FL,624481,179,Paul Mitchell the School-Jacksonville,2009-10,2009
FL,16762389,4904,Pensacola Junior College,2009-10,2009
FL,476544,148,Pensacola School of Massage Therapy & Health Careers,2009-10,2009
FL,1925774,558,Pinellas Technical Education Center - Clearwater Campus,2009-10,2009
FL,1555071,428,Pinellas Technical Education Centers - St. Petersburg Campus,2009-10,2009
FL,13395074,4070,Polk State College,2009-10,2009
FL,2217757,671,Praxis Institute,2009-10,2009
FL,881680,332,Professional Hands Institute,2009-10,2009
FL,2450835,648,Professional Training Centers,2009-10,2009
FL,228454,70,Radford Locklin Technical Center,2009-10,2009
FL,16176303,5615,Rasmussen College,2009-10,2009
FL,5596006,1493,Remington College - Tampa Campus,2009-10,2009
FL,1017508,309,Ridge Career Center,2009-10,2009
FL,1767344,406,Ringling College of Art & Design,2009-10,2009
FL,111651,32,Riverside Hairstyling Academy,2009-10,2009
FL,947167,373,Robert Morgan Educational Center,2009-10,2009
FL,2745547,691,Rollins College,2009-10,2009
FL,281198,68,Rose Training Institute,2009-10,2009
FL,1779216,399,Saber,2009-10,2009
FL,9731371,2937,Saint Johns River Community College,2009-10,2009
FL,19914698,6319,Saint Leo University,2009-10,2009
FL,22496,6,Saint Petersburg Theological Seminary,2009-10,2009
FL,2688907,638,Saint Thomas University,2009-10,2009
FL,60607,21,Salon Professional Academy (the),2009-10,2009
FL,63674,20,Salon Professional Academy (the),2009-10,2009
FL,209301,63,Salon Professional Academy (the),2009-10,2009
FL,21517031,5751,Sanford-Brown Institute,2009-10,2009
FL,19138369,5355,Santa Fe College,2009-10,2009
FL,626306,193,Sarasota County Technical Institute,2009-10,2009
FL,216677,78,Sarasota School of Massage Therapy,2009-10,2009
FL,235298,66,Schiller International University,2009-10,2009
FL,31253710,8860,Seminole Community College,2009-10,2009
FL,454664,135,Shear Excellence International Hair Academy,2009-10,2009
FL,2450963,772,Sheridan Technical Center,2009-10,2009
FL,62988,14,South Florida Bible College and Theological Seminary,2009-10,2009
FL,4904288,1559,South Florida Community College,2009-10,2009
FL,4080770,1057,South Florida Institute of Technology,2009-10,2009
FL,3813301,1007,Southeastern University,2009-10,2009
FL,1157251,316,Southern Career College,2009-10,2009
FL,5213269,1297,Southern Technical College,2009-10,2009
FL,8780747,2483,Southwest Florida College,2009-10,2009
FL,61100,13,St. John Vianney College Seminary,2009-10,2009
FL,38734913,11579,St. Petersburg College,2009-10,2009
FL,24272460,7341,"State College of Florida, Manatee-Sarasota",2009-10,2009
FL,1155740,334,Stenotype Institute of Jacksonville,2009-10,2009
FL,2891327,677,Stetson University,2009-10,2009
FL,1521400,394,Sunstate Academy,2009-10,2009
FL,741295,219,Sunstate Academy,2009-10,2009
FL,480500,140,Suwannee-Hamilton Technical Center,2009-10,2009
FL,25617288,6689,Tallahassee Community College,2009-10,2009
FL,125773,29,Talmudic College of Florida,2009-10,2009
FL,357411,110,Taylor College,2009-10,2009
FL,635498,214,Taylor Technical Institute,2009-10,2009
FL,878132,277,Technical Education Center Osceola,2009-10,2009
FL,1131796,389,Tom P. Haney Technical Center,2009-10,2009
FL,480167,160,Total International Career Institute,2009-10,2009
FL,102730,33,Trendsetters of Florida School of Beauty & Barbering,2009-10,2009
FL,481488,128,Trinity Baptist College,2009-10,2009
FL,517186,141,Trinity College of Florida,2009-10,2009
FL,11687473,3619,Ultimate Medical Academy,2009-10,2009
FL,414103,130,Universal Beauty School,2009-10,2009
FL,51063558,12939,University of Central Florida-Main Campus,2009-10,2009
FL,48186000,9617,University of Florida,2009-10,2009
FL,11864,8,University of Fort Lauderdale,2009-10,2009
FL,8825967,2178,University of Miami,2009-10,2009
FL,16419713,4174,University of North Florida,2009-10,2009
FL,55896879,13547,University of South Florida,2009-10,2009
FL,4924381,1313,University of Tampa,2009-10,2009
FL,13801926,3054,University of West Florida (the),2009-10,2009
FL,57126664,17781,Valencia Community College,2009-10,2009
FL,83812,27,Walton Career Development Center,2009-10,2009
FL,2593876,631,Warner University,2009-10,2009
FL,1156337,345,Washington Holmes Technical Center,2009-10,2009
FL,1257618,313,Webber International University,2009-10,2009
FL,363590,109,William t Mcfatter Technical Center,2009-10,2009
FL,895372,263,Winter Park Tech,2009-10,2009
FL,775710,218,Withlacoochee Technical Institute,2009-10,2009
FL,2646892,760,Wyotech,2009-10,2009
FL,166650,34,Yeshiva Gedolah Rabbinical College,2009-10,2009
FM,12984771,3164,College of Micronesia - Fsm,2009-10,2009
GA,6845428,1842,Abraham Baldwin Agricultural College,2009-10,2009
GA,369551,98,Academy of Somatic Healing Arts (Asha),2009-10,2009
GA,1375603,318,Agnes Scott College,2009-10,2009
GA,15732518,3261,Albany State University,2009-10,2009
GA,11849861,4347,Albany Technical College,2009-10,2009
GA,2323149,1071,Altamaha Technical College,2009-10,2009
GA,8387612,2284,American Professional Institute,2009-10,2009
GA,652748,159,Andrew College,2009-10,2009
GA,11527965,2903,Armstrong Atlantic State University,2009-10,2009
GA,745209,207,Arnold/Padrick's University of Cosmetoloty,2009-10,2009
GA,21468135,5736,Art Institute of Atlanta (the),2009-10,2009
GA,6321835,3673,Athens Technical College,2009-10,2009
GA,345579,101,Atlanta Beauty Academy,2009-10,2009
GA,2080463,552,Atlanta Christian College,2009-10,2009
GA,312560,141,Atlanta Institute of Music,2009-10,2009
GA,9714952,2545,Atlanta Metropolitan College,2009-10,2009
GA,700377,184,Atlanta School of Massage,2009-10,2009
GA,7504492,3997,Atlanta Technical College,2009-10,2009
GA,71758,33,Augusta School of Massage,2009-10,2009
GA,10693816,2760,Augusta Stste University,2009-10,2009
GA,6687879,4032,Augusta Technical College,2009-10,2009
GA,2686547,555,Aviation Institute of Maintenance,2009-10,2009
GA,13150148,3539,Bainbridge College,2009-10,2009
GA,7495346,1604,Bauder College,2009-10,2009
GA,368337,92,Beauty College of America,2009-10,2009
GA,2119324,503,Berry College,2009-10,2009
GA,1653745,400,Beulah Heights University,2009-10,2009
GA,3618011,942,Brenau University,2009-10,2009
GA,2149010,554,Brewton Parker College,2009-10,2009
GA,639940,198,Brown College of Court Reporting,2009-10,2009
GA,28583,14,Carver Bible College,2009-10,2009
GA,17013592,7021,Central Georgia Technical College,2009-10,2009
GA,15150097,8052,Chattahoochee Technical College,2009-10,2009
GA,9589069,2296,Clark Atlanta University,2009-10,2009
GA,16616494,4131,Clayton State University,2009-10,2009
GA,191460,54,Cobb Beauty College,2009-10,2009
GA,7008370,2127,College of Coastal Georgia,2009-10,2009
GA,12778058,3066,Columbus State University,2009-10,2009
GA,4845912,3230,Columbus Technical College,2009-10,2009
GA,1514778,451,Covenant College,2009-10,2009
GA,176469,48,Creative Circus,2009-10,2009
GA,12404473,3570,Dalton State College,2009-10,2009
GA,13721256,3836,Darton College,2009-10,2009
GA,6278650,4267,Dekalb Technical College,2009-10,2009
GA,3246288,1497,East Central Technical College,2009-10,2009
GA,7989441,2124,East Georgia College,2009-10,2009
GA,1714361,416,Emmanuel College,2009-10,2009
GA,5523669,1323,Emory University,2009-10,2009
GA,1223283,327,Empire Beauty School,2009-10,2009
GA,165618,46,Fayette Beauty Academy,2009-10,2009
GA,2096064,823,"Flint River Technical College - Thomaston, Ga",2009-10,2009
GA,12309205,2695,Fort Valley State University,2009-10,2009
GA,11101040,3238,Gainesville State College,2009-10,2009
GA,186513,50,Georgia Beauty Academy,2009-10,2009
GA,3100979,908,Georgia Career Institute,2009-10,2009
GA,5005551,1256,Georgia College & State University,2009-10,2009
GA,5123141,1406,Georgia Gwinnett College,2009-10,2009
GA,7531834,2239,Georgia Highlands College,2009-10,2009
GA,1527377,425,Georgia Institute of Cosmetology,2009-10,2009
GA,9588579,2284,Georgia Institute of Technology,2009-10,2009
GA,13742145,4103,Georgia Military College,2009-10,2009
GA,11127541,5153,Georgia Northwestern Technical College,2009-10,2009
GA,43400499,13740,Georgia Perimeter College,2009-10,2009
GA,26090753,5987,Georgia Southern University,2009-10,2009
GA,5557316,1353,Georgia Southwestern State University,2009-10,2009
GA,39670984,10165,Georgia State University,2009-10,2009
GA,11259191,3142,Gordon College,2009-10,2009
GA,119375,28,Grady Health System,2009-10,2009
GA,7844454,3425,Griffin Technical College,2009-10,2009
GA,642495,190,Gupton - Jones College,2009-10,2009
GA,2151535,563,Gwinnett College,2009-10,2009
GA,419406,146,Gwinnett College-Sandy Springs,2009-10,2009
GA,6273705,3808,Gwinnett Technical College,2009-10,2009
GA,2927378,1258,Heart of Georgia Technical College,2009-10,2009
GA,7283516,1498,Herzing University,2009-10,2009
GA,10951641,2796,Interactive College of Technology,2009-10,2009
GA,42266,11,International City Beauty College,2009-10,2009
GA,687872,217,International School of Skin and Nailcare,2009-10,2009
GA,5921546,1672,Javelin Technical Training Center,2009-10,2009
GA,27525306,6907,Kennesaw State University,2009-10,2009
GA,3800,1,Kevosnik School of Hair Design,2009-10,2009
GA,1531962,389,Lagrange College,2009-10,2009
GA,172447,55,Lake Lanier School of Massage,2009-10,2009
GA,4010336,1767,Lanier Technical College,2009-10,2009
GA,1872361,520,Laurustechnical Institute,2009-10,2009
GA,1579998,394,Life University,2009-10,2009
GA,616105,181,Luther Rice University,2009-10,2009
GA,14312217,3891,Macon State College,2009-10,2009
GA,590642,153,Medical College of Georgia,2009-10,2009
GA,7766771,1906,Mercer University,2009-10,2009
GA,372612,104,Michael's School of Beauty,2009-10,2009
GA,9290204,2361,Middle Georgia College,2009-10,2009
GA,3376104,2133,Middle Georgia Technical College,2009-10,2009
GA,4825797,1209,Morehouse College,2009-10,2009
GA,3978862,2360,Moultrie Technical College,2009-10,2009
GA,5024582,1369,North Georgia College & State University,2009-10,2009
GA,5720733,2366,North Georgia Technical College -,2009-10,2009
GA,4112979,2137,Ogeechee Technical College,2009-10,2009
GA,1471076,375,Oglethorpe University,2009-10,2009
GA,2546016,1770,Okefenokee Technical College,2009-10,2009
GA,1615497,497,Omnitech Institute,2009-10,2009
GA,3292598,762,Paine College,2009-10,2009
GA,687094,158,Paul Mitchell the School Atlanta,2009-10,2009
GA,3008630,710,Piedmont College,2009-10,2009
GA,73281,26,Portfolio Ctr,2009-10,2009
GA,935550,272,Pro Way Hair School,2009-10,2009
GA,216061,50,Process Institute of Cosmetology (the),2009-10,2009
GA,171163,34,Profile Institute of Barber-Styling,2009-10,2009
GA,1441717,350,Reinhardt College,2009-10,2009
GA,610059,191,"Rivertown School of Beauty, Barber, Skin Care and Nails",2009-10,2009
GA,631536,139,Roffler - Moler Hairstyling College,2009-10,2009
GA,1616695,794,Sandersville Technical College,2009-10,2009
GA,36874321,10449,Sanford-Brown College,2009-10,2009
GA,7699769,1989,Savannah College of Art & Design,2009-10,2009
GA,44185,16,Savannah School of Massage Therapy Training,2009-10,2009
GA,13028479,2806,Savannah State University,2009-10,2009
GA,8137317,4147,Savannah Technical College,2009-10,2009
GA,7684457,1889,Shorter University,2009-10,2009
GA,6320164,1643,South Georgia College,2009-10,2009
GA,7029518,2681,South Georgia Technical College,2009-10,2009
GA,54438798,19480,South University,2009-10,2009
GA,276984,83,Southeastern Beauty Schools,2009-10,2009
GA,223731,69,Southeastern Beauty Schools,2009-10,2009
GA,4131443,2196,Southeastern Technical College,2009-10,2009
GA,214634,55,Southern Catholic College,2009-10,2009
GA,6239588,1591,Southern Polytechnic State University,2009-10,2009
GA,2227788,1417,Southwest Georgia Technical College,2009-10,2009
GA,4245366,1002,Spelman College,2009-10,2009
GA,1989440,532,Thomas University,2009-10,2009
GA,1626805,402,Toccoa Falls College,2009-10,2009
GA,765399,191,Truett Mcconnell College,2009-10,2009
GA,21618710,5264,University of Georgia,2009-10,2009
GA,17507394,4289,University of West Georgia,2009-10,2009
GA,17635941,4188,Valdosta State University,2009-10,2009
GA,7468412,3146,Valdosta Technical College,2009-10,2009
GA,421822,126,Vogue Beauty School,2009-10,2009
GA,2619339,716,Waycross College,2009-10,2009
GA,968122,252,Wesleyan College,2009-10,2009
GA,10028390,4842,West Georgia Technical College,2009-10,2009
GA,1023156,258,Young Harris College,2009-10,2009
GU,4374579,1362,Guam Community College,2009-10,2009
GU,358065,93,Pacific Islands University,2009-10,2009
GU,6946224,1848,University of Guam,2009-10,2009
HI,3977294,847,Brigham Young University - Hawaii,2009-10,2009
HI,2384014,696,Chaminade University of Honolulu,2009-10,2009
HI,5043727,1468,Hawaii Community College,2009-10,2009
HI,419789,106,Hawaii Institute of Hair Design,2009-10,2009
HI,4700980,1286,Hawaii Pacific University,2009-10,2009
HI,16935,5,Hawaii Technology Institute,2009-10,2009
HI,2233378,802,Honolulu Community College,2009-10,2009
HI,4559778,1437,Kapiolani Community College,2009-10,2009
HI,1263458,416,Kauai Community College,2009-10,2009
HI,4834316,1606,Leeward Community College,2009-10,2009
HI,467026,135,Med-Assist School of Hawaii,2009-10,2009
HI,56152,19,Pacific Rim Bible College,2009-10,2009
HI,842092,223,Travel Institute of the Pacific,2009-10,2009
HI,6301785,1529,University of Hawaii at Hilo,2009-10,2009
HI,14602795,3686,University of Hawaii at Manoa,2009-10,2009
HI,5530175,1773,University of Hawaii Maui College,2009-10,2009
HI,1170407,376,University of Hawaii West Oahu,2009-10,2009
HI,2897487,976,Windward Community College,2009-10,2009
IA,349507,100,Allen College,2009-10,2009
IA,101991,18,American College of Hairstyling-Cedar Rapids,2009-10,2009
IA,159738,44,American College of Hairstyling-Des Moines,2009-10,2009
IA,165295,38,American Hair Academy,2009-10,2009
IA,1630435,462,American Institute of Business,2009-10,2009
IA,162195320,47096,Ashford University,2009-10,2009
IA,122701,25,Bio-Chi Institute of Massage Therapy,2009-10,2009
IA,1540683,439,Briar Cliff University,2009-10,2009
IA,5682212,1395,Buena Vista University,2009-10,2009
IA,592469,127,Capri College,2009-10,2009
IA,590378,126,Capri College,2009-10,2009
IA,639736,140,Capri College,2009-10,2009
IA,63164,17,Carlson College of Massage Therapy,2009-10,2009
IA,1527967,413,Central College,2009-10,2009
IA,1278435,359,Clarke College,2009-10,2009
IA,1134006,305,Coe College,2009-10,2009
IA,167446,43,College of Hair Design,2009-10,2009
IA,1256986,313,Cornell College,2009-10,2009
IA,28368246,8762,Des Moines Area Community College,2009-10,2009
IA,105125,25,Divine Word College,2009-10,2009
IA,1480748,409,Dordt College,2009-10,2009
IA,2574610,659,Drake University,2009-10,2009
IA,12783959,3874,Eastern Iowa Community College District - Clinton Community College,2009-10,2009
IA,1874763,490,Ellsworth Community College,2009-10,2009
IA,401994,111,Emmaus Bible College,2009-10,2009
IA,242123,64,Eq School of Hair Design,2009-10,2009
IA,596659,165,Faith Baptist Bible College & Theological Seminary,2009-10,2009
IA,257337,52,Faust Institute of Cosmetology,2009-10,2009
IA,1933377,493,Graceland University,2009-10,2009
IA,2910103,753,Grand View University,2009-10,2009
IA,1104873,288,Grinnell College,2009-10,2009
IA,1283083,323,Hamilton Technical College,2009-10,2009
IA,8468177,2655,Hawkeye Community College,2009-10,2009
IA,11175562,2964,Indian Hills Community College,2009-10,2009
IA,8625161,2529,Iowa Central Community College,2009-10,2009
IA,5775310,1474,Iowa Lakes Community College,2009-10,2009
IA,29000,6,Iowa Methodist Medical Center Schools,2009-10,2009
IA,283620,63,Iowa School of Beauty,2009-10,2009
IA,176709,37,Iowa School of Beauty,2009-10,2009
IA,317332,61,Iowa School of Beauty,2009-10,2009
IA,613805,157,Iowa School of Beauty,2009-10,2009
IA,21388600,5295,Iowa State University of Science & Technology,2009-10,2009
IA,1723826,477,Iowa Wesleyan College,2009-10,2009
IA,8393408,2578,Iowa Western Community College - Council Bluffs,2009-10,2009
IA,238105798,70083,Kaplan University,2009-10,2009
IA,23582504,7165,Kirkwood Community College,2009-10,2009
IA,470475,103,La' James College of Hairstyling,2009-10,2009
IA,588451,132,La' James International College,2009-10,2009
IA,368895,82,La' James International College,2009-10,2009
IA,280500,66,La' James International College - Davenport,2009-10,2009
IA,684683,154,La' James International College - Des Moines,2009-10,2009
IA,384641,78,La'james International College,2009-10,2009
IA,1272793,363,Loras College,2009-10,2009
IA,1792540,484,Luther College,2009-10,2009
IA,708814,194,Maharishi University of Management,2009-10,2009
IA,3148033,888,Marshalltown Community College,2009-10,2009
IA,1437011,313,Mercy College of Health Sciences,2009-10,2009
IA,1655526,464,Morningside College,2009-10,2009
IA,1720029,475,Mount Mercy College,2009-10,2009
IA,4520582,1374,North Iowa Area Community College,2009-10,2009
IA,8337866,2371,Northeast Iowa Community College,2009-10,2009
IA,1407642,405,Northwest Iowa Community College,2009-10,2009
IA,1245572,356,Northwestern College,2009-10,2009
IA,160794,41,Palmer College of Chiropractic,2009-10,2009
IA,655895,151,"Salon Professional Academy, the",2009-10,2009
IA,2125717,566,Simpson College,2009-10,2009
IA,7792103,2200,Southeastern Community College,2009-10,2009
IA,2777657,759,Southwestern Community College,2009-10,2009
IA,2667476,712,St Ambrose University - Main Campus,2009-10,2009
IA,31900,9,St Lukes Methodist Hospital School of Radiologic Technology,2009-10,2009
IA,226086,62,St. Luke's College,2009-10,2009
IA,66190,17,Total Look School of Cosmetology and Massage Therapy,2009-10,2009
IA,2923125,730,University of Dubuque,2009-10,2009
IA,13768616,3697,University of Iowa,2009-10,2009
IA,10875994,2971,University of Northern Iowa,2009-10,2009
IA,8400031,2600,Upper Iowa University,2009-10,2009
IA,11661138,2482,Vatterott College,2009-10,2009
IA,970653,259,Waldorf College,2009-10,2009
IA,1720390,479,Wartburg College,2009-10,2009
IA,8835271,2590,Western Iowa Tech Community College,2009-10,2009
IA,3808205,996,William Penn University,2009-10,2009
ID,2722034,676,Apollo College,2009-10,2009
ID,335135,94,Boise Bible College,2009-10,2009
ID,25819148,6758,Boise State University,2009-10,2009
ID,39346834,9313,Brigham Young University-Idaho,2009-10,2009
ID,1234820,308,College of Idaho (the),2009-10,2009
ID,18430329,5592,College of Southern Idaho,2009-10,2009
ID,291772,62,Cosmetology School of Arts and Sciences,2009-10,2009
ID,80875,18,d & l Academy of Hair Design,2009-10,2009
ID,1697505,556,Eastern Idaho Technical College,2009-10,2009
ID,169495,48,Evans Hairstyling College,2009-10,2009
ID,530676,109,Hair Academy Paul Mitchell Partner School (the),2009-10,2009
ID,283159,69,Headmasters School of Hair Design,2009-10,2009
ID,23026342,6231,Idaho State University,2009-10,2009
ID,8940897,2577,Itt Technical Institute,2009-10,2009
ID,6046910,1659,Lewis-Clark State College,2009-10,2009
ID,62743,15,Master Educators Beauty School,2009-10,2009
ID,3707943,1031,Milan Institute,2009-10,2009
ID,239125,52,Mr. Juan's College of Hair Design,2009-10,2009
ID,547770,112,Mr. Leon's School of Hair Design,2009-10,2009
ID,9174970,2730,North Idaho College,2009-10,2009
ID,1909516,479,Northwest Nazarene University -,2009-10,2009
ID,480340,115,Oliver Finley Academy of Cosmetology,2009-10,2009
ID,521066,96,Razzle Dazzle College of Hair Design,2009-10,2009
ID,435501,82,School of Hairstyling (the),2009-10,2009
ID,695103,168,Scot Lewis Schools - Paul Mitchell Partner School,2009-10,2009
ID,1133384,237,Toni&guy Hairdressing Academy,2009-10,2009
ID,14398571,3517,University of Idaho,2009-10,2009
IL,24976,6,Advocate Trinity Hospital School of Radiologic Technology,2009-10,2009
IL,239721,68,Alvareita's College of Cosmetology,2009-10,2009
IL,133608,36,Alvareita's College of Cosmetology Inc.,2009-10,2009
IL,706608,206,American Academy of Art,2009-10,2009
IL,177387,56,American Career College of Hair Design,2009-10,2009
IL,83139589,23239,American Intercontinental University,2009-10,2009
IL,298262,107,Americare Institute,2009-10,2009
IL,26342148,8491,Argosy University,2009-10,2009
IL,1567311,446,Augustana College,2009-10,2009
IL,3288393,881,Aurora University,2009-10,2009
IL,99441,28,Aveda Institute Chicago,2009-10,2009
IL,237018,49,Beck Area Career Center,2009-10,2009
IL,80893,34,Bell Mar Beauty College,2009-10,2009
IL,4338352,1139,Benedictine University,2009-10,2009
IL,7632381,2534,Black Hawk College,2009-10,2009
IL,1165799,306,Blackburn University,2009-10,2009
IL,231139,53,Blessing Hospital,2009-10,2009
IL,4369856,1178,Bradley University,2009-10,2009
IL,1406198,566,Business Industrial Resources,2009-10,2009
IL,808338,224,Cains Barber College,2009-10,2009
IL,536027,191,"Calc, Institute of Technology",2009-10,2009
IL,450934,120,Cameo Beauty Academy,2009-10,2009
IL,377830,99,Cannella School of Hair Design,2009-10,2009
IL,503656,141,Cannella School of Hair Design,2009-10,2009
IL,340401,81,Cannella School of Hair Design,2009-10,2009
IL,521424,140,Cannella School of Hair Design,2009-10,2009
IL,559383,176,Cannella School of Hair Design,2009-10,2009
IL,534702,152,Cannella School of Hair Design,2009-10,2009
IL,677583,202,Capital Area Career Center,2009-10,2009
IL,499510,126,Capri Oak Forest Beauty College,2009-10,2009
IL,587052,150,Capri-Garfield Ridge School of Beauty Culture,2009-10,2009
IL,4852423,1513,Carl Sandburg College,2009-10,2009
IL,17480471,4410,Chicago State University,2009-10,2009
IL,49876,14,Christian Life College,2009-10,2009
IL,70936,30,Citi College of Allied Health,2009-10,2009
IL,18346543,5581,City Colleges of Chicago - Kennedy King College,2009-10,2009
IL,12128452,4125,City Colleges of Chicago - Malcolm x College,2009-10,2009
IL,9464459,3145,City Colleges of Chicago Harry s Truman College,2009-10,2009
IL,342957,120,City Colleges of Chicago System Office,2009-10,2009
IL,14582265,4746,College of Du Page,2009-10,2009
IL,8344384,3078,College of Lake County,2009-10,2009
IL,1381890,358,College of Office Technology,2009-10,2009
IL,14770932,3851,Columbia College,2009-10,2009
IL,4191881,1239,Computer Systems Institute,2009-10,2009
IL,414219,114,Concept College of Cosmetology,2009-10,2009
IL,1802286,483,Concordia University,2009-10,2009
IL,940642,459,Cortiva Institute - Chicago,2009-10,2009
IL,434102,120,Cosmetology & Spa Institute,2009-10,2009
IL,4591696,1425,Coyne American Institute,2009-10,2009
IL,5010553,1566,Danville Area Community College,2009-10,2009
IL,20733837,5560,Depaul University,2009-10,2009
IL,207064910,57339,Devry University,2009-10,2009
IL,2783076,692,Dominican University,2009-10,2009
IL,12801525,3213,Eastern Illinois University,2009-10,2009
IL,2562177,933,East-West University,2009-10,2009
IL,621706,147,Educators of Beauty,2009-10,2009
IL,224514,52,Educators of Beauty,2009-10,2009
IL,8606858,3102,Elgin Community College,2009-10,2009
IL,3106261,812,Elmhurst College,2009-10,2009
IL,475034,142,Empire Beauty School,2009-10,2009
IL,1286427,378,Environmental Technical Institute,2009-10,2009
IL,949793,269,Eureka College,2009-10,2009
IL,250759,91,European Massage Therapy School,2009-10,2009
IL,7584049,2208,Everest College,2009-10,2009
IL,483144,168,First Institute,2009-10,2009
IL,1233067,301,Fox College,2009-10,2009
IL,472832,152,g Skin & Beauty Institute,2009-10,2009
IL,151100,39,Gem City College,2009-10,2009
IL,5529237,1439,Governors State University,2009-10,2009
IL,195205,47,Graham Hospital School of Nursing,2009-10,2009
IL,2162574,603,Greenville College,2009-10,2009
IL,614027,199,Hair Professionals Academy of Cosmetology,2009-10,2009
IL,161195,54,Hair Professionals Career College,2009-10,2009
IL,287322,92,Hair Professionals Career College,2009-10,2009
IL,230610,74,Hair Professionals School of Cosmetology,2009-10,2009
IL,201100,67,Hairmasters Institute of Cosmetology,2009-10,2009
IL,17899356,5622,Harold Washington College,2009-10,2009
IL,10809178,3474,Harper College,2009-10,2009
IL,1485228,470,Harrington College of Design,2009-10,2009
IL,4338921,1520,Heartland Community College,2009-10,2009
IL,882835,201,Hebrew Theological College,2009-10,2009
IL,3838327,1264,Highland Community College,2009-10,2009
IL,748816,211,Illinois Center for Broadcasting,2009-10,2009
IL,14811840,4973,Illinois Central College,2009-10,2009
IL,1031446,264,Illinois College,2009-10,2009
IL,1363351,386,Illinois Eastern Community Colleges - Lincoln Trail College,2009-10,2009
IL,2546634,777,Illinois Eastern Community Colleges - Olney Central College,2009-10,2009
IL,2066259,591,Illinois Eastern Community Colleges - Wabash Valley College,2009-10,2009
IL,1162462,360,Illinois Eastern Community Colleges -Frontier Community College,2009-10,2009
IL,13418738,3740,Illinois Institute of Art (the),2009-10,2009
IL,3101316,763,Illinois Institute of Technology,2009-10,2009
IL,3511304,1088,Illinois School of Health Careers,2009-10,2009
IL,15591205,3988,Illinois State University,2009-10,2009
IL,4489197,1495,Illinois Valley Community College,2009-10,2009
IL,1273221,344,Illinois Wesleyan University,2009-10,2009
IL,5166,3,Innovations Design Academy,2009-10,2009
IL,12475467,2826,International Academy of Design and Technology,2009-10,2009
IL,8571424,2551,John A. Logan College,2009-10,2009
IL,4622375,1566,John Wood Community College,2009-10,2009
IL,10177155,3662,Joliet Junior College,2009-10,2009
IL,1440613,399,Judson University,2009-10,2009
IL,5402476,1811,Kankakee Community College,2009-10,2009
IL,7562589,2132,Kaskaskia College,2009-10,2009
IL,4211681,1242,Kendall College,2009-10,2009
IL,5649217,1766,Kishwaukee College,2009-10,2009
IL,1305569,325,Knox College,2009-10,2009
IL,144367,35,La' James International College,2009-10,2009
IL,1946674,465,Lake Forest College,2009-10,2009
IL,8094580,2284,Lake Land College,2009-10,2009
IL,372145,95,Lakeview College of Nursing,2009-10,2009
IL,3180995,721,Le Cordon Bleu College of Culinary Arts in Chicago,2009-10,2009
IL,7456324,2499,Lewis and Clark Community College,2009-10,2009
IL,4262253,1135,Lewis University,2009-10,2009
IL,174075,39,Lexington College,2009-10,2009
IL,1184439,363,Lincoln Christian University,2009-10,2009
IL,3247941,834,Lincoln College,2009-10,2009
IL,8228731,1980,Lincoln College of Technology,2009-10,2009
IL,8212568,2849,Lincoln Land Community College,2009-10,2009
IL,12431908,3010,Loyola University Chicago,2009-10,2009
IL,181043,53,Mac Daniels Beauty School,2009-10,2009
IL,523226,141,Maccormac College,2009-10,2009
IL,1118274,280,Macmurray College,2009-10,2009
IL,4045473,1471,Mchenry County College,2009-10,2009
IL,2968794,779,Mckendree University,2009-10,2009
IL,454716,122,Methodist College of  Nursing,2009-10,2009
IL,2074054,654,Midstate College,2009-10,2009
IL,6654869,1915,Midwest Technical Institute,2009-10,2009
IL,26864,6,Midwestern University,2009-10,2009
IL,3044820,840,Millikin University,2009-10,2009
IL,1806333,455,Monmouth College,2009-10,2009
IL,11301928,3748,Moraine Valley Community College,2009-10,2009
IL,190224,50,Morrison Institute of Technology,2009-10,2009
IL,6406008,2126,Morton College,2009-10,2009
IL,303926,74,"Mr. John's School of Cosmetology, Esthetics & Nails",2009-10,2009
