genus,species,date,locality,family,flight_call,habitat,stratum
Certhia,americana,2010-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-08,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-08,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-08,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-09,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-09,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-10,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-10,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-11,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-11,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-11,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-14,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-15,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-15,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-19,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-20,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-22,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-23,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-23,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-24,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-29,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-10-31,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2010-11-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-08,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-09,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-09,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-10,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-10,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-10,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-11,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-15,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-15,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-23,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-23,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-24,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-24,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-26,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-26,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-26,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-26,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-27,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-27,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-27,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-04-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-05-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-05-11,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-05-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-09-24,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-09-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-09-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-09-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-09-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-02,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-03,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-05,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-07,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-09,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-10,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-11,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-11,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-12,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-13,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-14,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-15,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-16,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-17,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-18,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-19,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-20,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-20,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-20,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-21,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-22,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-22,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-22,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-22,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-22,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-23,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-23,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-23,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-24,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-24,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-24,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-25,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-27,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-27,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-27,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-27,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-28,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-30,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-31,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-10-31,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-11-01,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-11-02,MP,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-11-04,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-11-05,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-11-06,CHI,Certhiidae,Yes,Forest,Upper
Certhia,americana,2011-11-07,CHI,Certhiidae,Yes,Forest,Upper
