name,state,total_price,year,campus,net_cost,income_lvl
Piedmont International University,NC,20174,2016,On Campus,11475,"0 to 30,000"
Piedmont International University,NC,20174,2016,On Campus,11451,"30,001 to 48,000"
Piedmont International University,NC,20174,2016,On Campus,16229,"48_001 to 75,000"
Piedmont International University,NC,20174,2016,On Campus,15592,"75,001 to 110,000"
Piedmont International University,NC,20514,2017,On Campus,11668.39249,"0 to 30,000"
Piedmont International University,NC,20514,2017,On Campus,11643.988,"30,001 to 48,000"
Piedmont International University,NC,20514,2017,On Campus,16502.51343,"48_001 to 75,000"
Piedmont International University,NC,20514,2017,On Campus,15854.77783,"75,001 to 110,000"
Piedmont International University,NC,20514,2017,On Campus,0,"Over 110,000"
Piedmont International University,NC,20829,2018,On Campus,11847.56494,"0 to 30,000"
Piedmont International University,NC,20829,2018,On Campus,11822.78571,"30,001 to 48,000"
Piedmont International University,NC,20829,2018,On Campus,16755.91558,"48_001 to 75,000"
Piedmont International University,NC,20829,2018,On Campus,16098.23377,"75,001 to 110,000"
Piedmont International University,NC,20829,2018,On Campus,0,"Over 110,000"
Piedmont International University,NC,23000,2016,Off Campus,11475,"0 to 30,000"
Piedmont International University,NC,23000,2016,Off Campus,11451,"30,001 to 48,000"
Piedmont International University,NC,23000,2016,Off Campus,16229,"48_001 to 75,000"
Piedmont International University,NC,23000,2016,Off Campus,15592,"75,001 to 110,000"
Piedmont International University,NC,26430,2017,Off Campus,11668.39249,"0 to 30,000"
Piedmont International University,NC,26430,2017,Off Campus,11643.988,"30,001 to 48,000"
Piedmont International University,NC,26430,2017,Off Campus,16502.51343,"48_001 to 75,000"
Piedmont International University,NC,26430,2017,Off Campus,15854.77783,"75,001 to 110,000"
Piedmont International University,NC,26430,2017,Off Campus,0,"Over 110,000"
Piedmont International University,NC,26870,2018,Off Campus,11847.56494,"0 to 30,000"
Piedmont International University,NC,26870,2018,Off Campus,11822.78571,"30,001 to 48,000"
Piedmont International University,NC,26870,2018,Off Campus,16755.91558,"48_001 to 75,000"
Piedmont International University,NC,26870,2018,Off Campus,16098.23377,"75,001 to 110,000"
Piedmont International University,NC,26870,2018,Off Campus,0,"Over 110,000"
Kaplan University-Milwaukee,WI,22413,2017,Off Campus,0,"0 to 30,000"
Kaplan University-Milwaukee,WI,22413,2017,Off Campus,0,"30,001 to 48,000"
Kaplan University-Milwaukee,WI,22413,2017,Off Campus,0,"48_001 to 75,000"
Kaplan University-Milwaukee,WI,22413,2017,Off Campus,0,"75,001 to 110,000"
Kaplan University-Milwaukee,WI,22413,2017,Off Campus,0,"Over 110,000"
Kaplan University-Milwaukee,WI,22492,2018,Off Campus,0,"0 to 30,000"
Kaplan University-Milwaukee,WI,22492,2018,Off Campus,0,"30,001 to 48,000"
Kaplan University-Milwaukee,WI,22492,2018,Off Campus,0,"48_001 to 75,000"
Kaplan University-Milwaukee,WI,22492,2018,Off Campus,0,"75,001 to 110,000"
Kaplan University-Milwaukee,WI,22492,2018,Off Campus,0,"Over 110,000"
Kaplan University-Indianapolis,IN,22413,2017,Off Campus,0,"0 to 30,000"
Kaplan University-Indianapolis,IN,22413,2017,Off Campus,0,"30,001 to 48,000"
Kaplan University-Indianapolis,IN,22413,2017,Off Campus,0,"48_001 to 75,000"
Kaplan University-Indianapolis,IN,22413,2017,Off Campus,0,"75,001 to 110,000"
Kaplan University-Indianapolis,IN,22413,2017,Off Campus,0,"Over 110,000"
Kaplan University-Indianapolis,IN,22492,2018,Off Campus,0,"0 to 30,000"
Kaplan University-Indianapolis,IN,22492,2018,Off Campus,0,"30,001 to 48,000"
Kaplan University-Indianapolis,IN,22492,2018,Off Campus,0,"48_001 to 75,000"
Kaplan University-Indianapolis,IN,22492,2018,Off Campus,0,"75,001 to 110,000"
Kaplan University-Indianapolis,IN,22492,2018,Off Campus,0,"Over 110,000"
Chamberlain University-California,CA,39475,2017,Off Campus,0,"0 to 30,000"
Chamberlain University-California,CA,39475,2017,Off Campus,0,"30,001 to 48,000"
Chamberlain University-California,CA,39475,2017,Off Campus,0,"48_001 to 75,000"
Chamberlain University-California,CA,39475,2017,Off Campus,0,"75,001 to 110,000"
Chamberlain University-California,CA,39475,2017,Off Campus,0,"Over 110,000"
Chamberlain University-California,CA,39815,2018,Off Campus,0,"0 to 30,000"
Chamberlain University-California,CA,39815,2018,Off Campus,0,"30,001 to 48,000"
Chamberlain University-California,CA,39815,2018,Off Campus,0,"48_001 to 75,000"
Chamberlain University-California,CA,39815,2018,Off Campus,0,"75,001 to 110,000"
Chamberlain University-California,CA,39815,2018,Off Campus,0,"Over 110,000"
Chamberlain University-North Carolina,NC,36654,2016,Off Campus,25746,"75,001 to 110,000"
Chamberlain University-North Carolina,NC,37767,2017,Off Campus,0,"0 to 30,000"
Chamberlain University-North Carolina,NC,37767,2017,Off Campus,0,"30,001 to 48,000"
Chamberlain University-North Carolina,NC,37767,2017,Off Campus,0,"48_001 to 75,000"
Chamberlain University-North Carolina,NC,37767,2017,Off Campus,26527.7782,"75,001 to 110,000"
Chamberlain University-North Carolina,NC,37767,2017,Off Campus,0,"Over 110,000"
Chamberlain University-North Carolina,NC,37927,2018,Off Campus,0,"0 to 30,000"
Chamberlain University-North Carolina,NC,37927,2018,Off Campus,0,"30,001 to 48,000"
Chamberlain University-North Carolina,NC,37927,2018,Off Campus,0,"48_001 to 75,000"
Chamberlain University-North Carolina,NC,37927,2018,Off Campus,26640.1632,"75,001 to 110,000"
Chamberlain University-North Carolina,NC,37927,2018,Off Campus,0,"Over 110,000"
Clovis Community College,CA,14622,2016,Off Campus,2271,"0 to 30,000"
Clovis Community College,CA,14622,2016,Off Campus,2654,"30,001 to 48,000"
Clovis Community College,CA,14622,2016,Off Campus,2761,"48_001 to 75,000"
Clovis Community College,CA,14622,2016,Off Campus,2821,"75,001 to 110,000"
Clovis Community College,CA,14622,2016,Off Campus,8365,"Over 110,000"
Clovis Community College,CA,14360,2017,Off Campus,2230.307755,"0 to 30,000"
Clovis Community College,CA,14360,2017,Off Campus,2606.445083,"30,001 to 48,000"
Clovis Community College,CA,14360,2017,Off Campus,2711.527835,"48_001 to 75,000"
Clovis Community College,CA,14360,2017,Off Campus,2770.452742,"75,001 to 110,000"
Clovis Community College,CA,14360,2017,Off Campus,8215.114211,"Over 110,000"
Clovis Community College,CA,16576,2018,Off Campus,2574.483381,"0 to 30,000"
Clovis Community College,CA,16576,2018,Off Campus,3008.665299,"30,001 to 48,000"
Clovis Community College,CA,16576,2018,Off Campus,3129.964164,"48_001 to 75,000"
Clovis Community College,CA,16576,2018,Off Campus,3197.982219,"75,001 to 110,000"
Clovis Community College,CA,16576,2018,Off Campus,9482.850499,"Over 110,000"
Northeast Lakeview College,TX,20802,2017,Off Campus,0,"0 to 30,000"
Northeast Lakeview College,TX,20802,2017,Off Campus,0,"30,001 to 48,000"
Northeast Lakeview College,TX,20802,2017,Off Campus,0,"48_001 to 75,000"
Northeast Lakeview College,TX,20802,2017,Off Campus,0,"75,001 to 110,000"
Northeast Lakeview College,TX,20802,2017,Off Campus,0,"Over 110,000"
Northeast Lakeview College,TX,20830,2018,Off Campus,0,"0 to 30,000"
Northeast Lakeview College,TX,20830,2018,Off Campus,0,"30,001 to 48,000"
Northeast Lakeview College,TX,20830,2018,Off Campus,0,"48_001 to 75,000"
Northeast Lakeview College,TX,20830,2018,Off Campus,0,"75,001 to 110,000"
Northeast Lakeview College,TX,20830,2018,Off Campus,0,"Over 110,000"
Indiana Wesleyan University-National & Global,IN,28484,2016,Off Campus,22205,"0 to 30,000"
Indiana Wesleyan University-National & Global,IN,28484,2016,Off Campus,22976,"30,001 to 48,000"
Indiana Wesleyan University-National & Global,IN,28484,2016,Off Campus,24779,"48_001 to 75,000"
Indiana Wesleyan University-National & Global,IN,28484,2016,Off Campus,26811,"75,001 to 110,000"
Indiana Wesleyan University-National & Global,IN,28484,2016,Off Campus,27707,"Over 110,000"
Indiana Wesleyan University-National & Global,IN,28250,2017,Off Campus,22022.58285,"0 to 30,000"
Indiana Wesleyan University-National & Global,IN,28250,2017,Off Campus,22787.24898,"30,001 to 48,000"
Indiana Wesleyan University-National & Global,IN,28250,2017,Off Campus,24575.43709,"48_001 to 75,000"
Indiana Wesleyan University-National & Global,IN,28250,2017,Off Campus,26590.74393,"75,001 to 110,000"
Indiana Wesleyan University-National & Global,IN,28250,2017,Off Campus,27479.38316,"Over 110,000"
Indiana Wesleyan University-National & Global,IN,28178,2018,Off Campus,21966.4545,"0 to 30,000"
Indiana Wesleyan University-National & Global,IN,28178,2018,Off Campus,22729.17175,"30,001 to 48,000"
Indiana Wesleyan University-National & Global,IN,28178,2018,Off Campus,24512.80235,"48_001 to 75,000"
Indiana Wesleyan University-National & Global,IN,28178,2018,Off Campus,26522.97283,"75,001 to 110,000"
Indiana Wesleyan University-National & Global,IN,28178,2018,Off Campus,27409.34721,"Over 110,000"
Seattle Film Institute,WA,47960,2016,Off Campus,41842,"0 to 30,000"
Seattle Film Institute,WA,49076,2017,Off Campus,42815.63786,"0 to 30,000"
Seattle Film Institute,WA,49076,2017,Off Campus,0,"30,001 to 48,000"
Seattle Film Institute,WA,49076,2017,Off Campus,0,"48_001 to 75,000"
Seattle Film Institute,WA,49076,2017,Off Campus,0,"75,001 to 110,000"
Seattle Film Institute,WA,49076,2017,Off Campus,0,"Over 110,000"
Seattle Film Institute,WA,49076,2018,Off Campus,42815.63786,"0 to 30,000"
Seattle Film Institute,WA,49076,2018,Off Campus,0,"30,001 to 48,000"
Seattle Film Institute,WA,49076,2018,Off Campus,0,"48_001 to 75,000"
Seattle Film Institute,WA,49076,2018,Off Campus,0,"75,001 to 110,000"
Seattle Film Institute,WA,49076,2018,Off Campus,0,"Over 110,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14010,2016,On Campus,7325,"30,001 to 48,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14010,2016,On Campus,7376,"48_001 to 75,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14010,2017,On Campus,0,"0 to 30,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14010,2017,On Campus,7325,"30,001 to 48,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14010,2017,On Campus,7376,"48_001 to 75,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14010,2017,On Campus,0,"75,001 to 110,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14010,2017,On Campus,0,"Over 110,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14900,2018,On Campus,0,"0 to 30,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14900,2018,On Campus,7790.328337,"30,001 to 48,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14900,2018,On Campus,7844.568166,"48_001 to 75,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14900,2018,On Campus,0,"75,001 to 110,000"
Yeshiva Gedolah Shaarei Shmuel,NJ,14900,2018,On Campus,0,"Over 110,000"
Beth Medrash of Asbury Park,NJ,16300,2016,On Campus,12250,"75,001 to 110,000"
Beth Medrash of Asbury Park,NJ,16300,2017,On Campus,0,"0 to 30,000"
Beth Medrash of Asbury Park,NJ,16300,2017,On Campus,0,"30,001 to 48,000"
Beth Medrash of Asbury Park,NJ,16300,2017,On Campus,0,"48_001 to 75,000"
Beth Medrash of Asbury Park,NJ,16300,2017,On Campus,12250,"75,001 to 110,000"
Beth Medrash of Asbury Park,NJ,16300,2017,On Campus,0,"Over 110,000"
Beth Medrash of Asbury Park,NJ,18940,2018,On Campus,0,"0 to 30,000"
Beth Medrash of Asbury Park,NJ,18940,2018,On Campus,0,"30,001 to 48,000"
Beth Medrash of Asbury Park,NJ,18940,2018,On Campus,0,"48_001 to 75,000"
Beth Medrash of Asbury Park,NJ,18940,2018,On Campus,14234.04908,"75,001 to 110,000"
Beth Medrash of Asbury Park,NJ,18940,2018,On Campus,0,"Over 110,000"
Beth Medrash of Asbury Park,NJ,26824,2016,Off Campus,12250,"75,001 to 110,000"
Beth Medrash of Asbury Park,NJ,27190,2017,Off Campus,0,"0 to 30,000"
Beth Medrash of Asbury Park,NJ,27190,2017,Off Campus,0,"30,001 to 48,000"
Beth Medrash of Asbury Park,NJ,27190,2017,Off Campus,0,"48_001 to 75,000"
Beth Medrash of Asbury Park,NJ,27190,2017,Off Campus,12250,"75,001 to 110,000"
Beth Medrash of Asbury Park,NJ,27190,2017,Off Campus,0,"Over 110,000"
Beth Medrash of Asbury Park,NJ,30564,2018,Off Campus,0,"0 to 30,000"
Beth Medrash of Asbury Park,NJ,30564,2018,Off Campus,0,"30,001 to 48,000"
Beth Medrash of Asbury Park,NJ,30564,2018,Off Campus,0,"48_001 to 75,000"
Beth Medrash of Asbury Park,NJ,30564,2018,Off Campus,14234.04908,"75,001 to 110,000"
Beth Medrash of Asbury Park,NJ,30564,2018,Off Campus,0,"Over 110,000"
Elim Bible Institute and College,NY,14268,2016,On Campus,7802,"0 to 30,000"
Elim Bible Institute and College,NY,14268,2016,On Campus,3500,"30,001 to 48,000"
Elim Bible Institute and College,NY,14268,2016,On Campus,9899,"48_001 to 75,000"
Elim Bible Institute and College,NY,14268,2016,On Campus,12349,"75,001 to 110,000"
Elim Bible Institute and College,NY,14268,2016,On Campus,14040,"Over 110,000"
Elim Bible Institute and College,NY,15792,2017,On Campus,8635.350715,"0 to 30,000"
Elim Bible Institute and College,NY,15792,2017,On Campus,3873.843566,"30,001 to 48,000"
Elim Bible Institute and College,NY,15792,2017,On Campus,10956.33642,"48_001 to 75,000"
Elim Bible Institute and College,NY,15792,2017,On Campus,13668.02691,"75,001 to 110,000"
Elim Bible Institute and College,NY,15792,2017,On Campus,15539.64676,"Over 110,000"
Elim Bible Institute and College,NY,18334,2018,On Campus,10025.36221,"0 to 30,000"
Elim Bible Institute and College,NY,18334,2018,On Campus,4497.406784,"30,001 to 48,000"
Elim Bible Institute and College,NY,18334,2018,On Campus,12719.95136,"48_001 to 75,000"
Elim Bible Institute and College,NY,18334,2018,On Campus,15868.13611,"75,001 to 110,000"
Elim Bible Institute and College,NY,18334,2018,On Campus,18041.02607,"Over 110,000"
Elim Bible Institute and College,NY,15968,2016,Off Campus,7802,"0 to 30,000"
Elim Bible Institute and College,NY,15968,2016,Off Campus,3500,"30,001 to 48,000"
Elim Bible Institute and College,NY,15968,2016,Off Campus,9899,"48_001 to 75,000"
Elim Bible Institute and College,NY,15968,2016,Off Campus,12349,"75,001 to 110,000"
Elim Bible Institute and College,NY,15968,2016,Off Campus,14040,"Over 110,000"
Elim Bible Institute and College,NY,17122,2017,Off Campus,8635.350715,"0 to 30,000"
Elim Bible Institute and College,NY,17122,2017,Off Campus,3873.843566,"30,001 to 48,000"
Elim Bible Institute and College,NY,17122,2017,Off Campus,10956.33642,"48_001 to 75,000"
Elim Bible Institute and College,NY,17122,2017,Off Campus,13668.02691,"75,001 to 110,000"
Elim Bible Institute and College,NY,17122,2017,Off Campus,15539.64676,"Over 110,000"
Elim Bible Institute and College,NY,19164,2018,Off Campus,10025.36221,"0 to 30,000"
Elim Bible Institute and College,NY,19164,2018,Off Campus,4497.406784,"30,001 to 48,000"
Elim Bible Institute and College,NY,19164,2018,Off Campus,12719.95136,"48_001 to 75,000"
Elim Bible Institute and College,NY,19164,2018,Off Campus,15868.13611,"75,001 to 110,000"
Elim Bible Institute and College,NY,19164,2018,Off Campus,18041.02607,"Over 110,000"
Yeshivas Maharit D'Satmar,NY,20300,2016,On Campus,8036,"0 to 30,000"
Yeshivas Maharit D'Satmar,NY,20300,2016,On Campus,12685,"30,001 to 48,000"
Yeshivas Maharit D'Satmar,NY,19420,2017,On Campus,7687.641379,"0 to 30,000"
Yeshivas Maharit D'Satmar,NY,19420,2017,On Campus,12135.10837,"30,001 to 48,000"
Yeshivas Maharit D'Satmar,NY,19420,2017,On Campus,0,"48_001 to 75,000"
Yeshivas Maharit D'Satmar,NY,19420,2017,On Campus,0,"75,001 to 110,000"
Yeshivas Maharit D'Satmar,NY,19420,2017,On Campus,0,"Over 110,000"
Yeshivas Maharit D'Satmar,NY,19420,2018,On Campus,7687.641379,"0 to 30,000"
Yeshivas Maharit D'Satmar,NY,19420,2018,On Campus,12135.10837,"30,001 to 48,000"
Yeshivas Maharit D'Satmar,NY,19420,2018,On Campus,0,"48_001 to 75,000"
Yeshivas Maharit D'Satmar,NY,19420,2018,On Campus,0,"75,001 to 110,000"
Yeshivas Maharit D'Satmar,NY,19420,2018,On Campus,0,"Over 110,000"
Yeshivas Maharit D'Satmar,NY,28974,2016,Off Campus,8036,"0 to 30,000"
Yeshivas Maharit D'Satmar,NY,28974,2016,Off Campus,12685,"30,001 to 48,000"
Yeshivas Maharit D'Satmar,NY,28974,2017,Off Campus,7687.641379,"0 to 30,000"
Yeshivas Maharit D'Satmar,NY,28974,2017,Off Campus,12135.10837,"30,001 to 48,000"
Yeshivas Maharit D'Satmar,NY,28974,2017,Off Campus,0,"48_001 to 75,000"
Yeshivas Maharit D'Satmar,NY,28974,2017,Off Campus,0,"75,001 to 110,000"
Yeshivas Maharit D'Satmar,NY,28974,2017,Off Campus,0,"Over 110,000"
Yeshivas Maharit D'Satmar,NY,28974,2018,Off Campus,7687.641379,"0 to 30,000"
Yeshivas Maharit D'Satmar,NY,28974,2018,Off Campus,12135.10837,"30,001 to 48,000"
Yeshivas Maharit D'Satmar,NY,28974,2018,Off Campus,0,"48_001 to 75,000"
Yeshivas Maharit D'Satmar,NY,28974,2018,Off Campus,0,"75,001 to 110,000"
Yeshivas Maharit D'Satmar,NY,28974,2018,Off Campus,0,"Over 110,000"
Sonoran Desert Institute,AZ,18042,2016,Off Campus,12062,"0 to 30,000"
Sonoran Desert Institute,AZ,18042,2016,Off Campus,13815,"30,001 to 48,000"
Sonoran Desert Institute,AZ,18042,2016,Off Campus,14891,"48_001 to 75,000"
Sonoran Desert Institute,AZ,18042,2016,Off Campus,17883,"75,001 to 110,000"
Sonoran Desert Institute,AZ,18151,2017,Off Campus,12134.87208,"0 to 30,000"
Sonoran Desert Institute,AZ,18151,2017,Off Campus,13898.46275,"30,001 to 48,000"
Sonoran Desert Institute,AZ,18151,2017,Off Campus,14980.96336,"48_001 to 75,000"
Sonoran Desert Institute,AZ,18151,2017,Off Campus,17991.03941,"75,001 to 110,000"
Sonoran Desert Institute,AZ,18151,2017,Off Campus,0,"Over 110,000"
Sonoran Desert Institute,AZ,19592,2018,Off Campus,13098.2543,"0 to 30,000"
Sonoran Desert Institute,AZ,19592,2018,Off Campus,15001.85567,"30,001 to 48,000"
Sonoran Desert Institute,AZ,19592,2018,Off Campus,16170.29553,"48_001 to 75,000"
Sonoran Desert Institute,AZ,19592,2018,Off Campus,19419.34021,"75,001 to 110,000"
Sonoran Desert Institute,AZ,19592,2018,Off Campus,0,"Over 110,000"
Huntington College of Health Sciences,TN,21059,2016,Off Campus,12081,"0 to 30,000"
Huntington College of Health Sciences,TN,21059,2016,Off Campus,12081,"30,001 to 48,000"
Huntington College of Health Sciences,TN,21059,2016,Off Campus,17896,"75,001 to 110,000"
Huntington College of Health Sciences,TN,21515,2017,Off Campus,12342.59533,"0 to 30,000"
Huntington College of Health Sciences,TN,21515,2017,Off Campus,12342.59533,"30,001 to 48,000"
Huntington College of Health Sciences,TN,21515,2017,Off Campus,0,"48_001 to 75,000"
Huntington College of Health Sciences,TN,21515,2017,Off Campus,18283.51014,"75,001 to 110,000"
Huntington College of Health Sciences,TN,21515,2017,Off Campus,0,"Over 110,000"
Huntington College of Health Sciences,TN,27238,2018,Off Campus,15625.73142,"0 to 30,000"
Huntington College of Health Sciences,TN,27238,2018,Off Campus,15625.73142,"30,001 to 48,000"
Huntington College of Health Sciences,TN,27238,2018,Off Campus,0,"48_001 to 75,000"
Huntington College of Health Sciences,TN,27238,2018,Off Campus,23146.93233,"75,001 to 110,000"
Huntington College of Health Sciences,TN,27238,2018,Off Campus,0,"Over 110,000"
Central Yeshiva Beth Joseph,NY,28840,2017,Off Campus,0,"0 to 30,000"
Central Yeshiva Beth Joseph,NY,28840,2017,Off Campus,0,"30,001 to 48,000"
Central Yeshiva Beth Joseph,NY,28840,2017,Off Campus,0,"48_001 to 75,000"
Central Yeshiva Beth Joseph,NY,28840,2017,Off Campus,0,"75,001 to 110,000"
Central Yeshiva Beth Joseph,NY,28840,2017,Off Campus,0,"Over 110,000"
CAAN Academy of Nursing,IL,30250,2016,Off Campus,18562,"0 to 30,000"
CAAN Academy of Nursing,IL,30250,2016,Off Campus,20139,"30,001 to 48,000"
Med-Life Institute-Lauderdale Lakes,FL,29916,2017,Off Campus,0,"0 to 30,000"
Med-Life Institute-Lauderdale Lakes,FL,29916,2017,Off Campus,0,"30,001 to 48,000"
Med-Life Institute-Lauderdale Lakes,FL,29916,2017,Off Campus,0,"48_001 to 75,000"
Med-Life Institute-Lauderdale Lakes,FL,29916,2017,Off Campus,0,"75,001 to 110,000"
Med-Life Institute-Lauderdale Lakes,FL,29916,2017,Off Campus,0,"Over 110,000"
Yeshiva Zichron Aryeh,NY,18250,2017,On Campus,0,"0 to 30,000"
Yeshiva Zichron Aryeh,NY,18250,2017,On Campus,0,"30,001 to 48,000"
Yeshiva Zichron Aryeh,NY,18250,2017,On Campus,0,"48_001 to 75,000"
Yeshiva Zichron Aryeh,NY,18250,2017,On Campus,0,"75,001 to 110,000"
Yeshiva Zichron Aryeh,NY,18250,2017,On Campus,0,"Over 110,000"
Yeshiva Zichron Aryeh,NY,18250,2018,On Campus,0,"0 to 30,000"
Yeshiva Zichron Aryeh,NY,18250,2018,On Campus,0,"30,001 to 48,000"
Yeshiva Zichron Aryeh,NY,18250,2018,On Campus,0,"48_001 to 75,000"
Yeshiva Zichron Aryeh,NY,18250,2018,On Campus,0,"75,001 to 110,000"
Yeshiva Zichron Aryeh,NY,18250,2018,On Campus,0,"Over 110,000"
Yeshiva Zichron Aryeh,NY,26590,2017,Off Campus,0,"0 to 30,000"
Yeshiva Zichron Aryeh,NY,26590,2017,Off Campus,0,"30,001 to 48,000"
Yeshiva Zichron Aryeh,NY,26590,2017,Off Campus,0,"48_001 to 75,000"
Yeshiva Zichron Aryeh,NY,26590,2017,Off Campus,0,"75,001 to 110,000"
Yeshiva Zichron Aryeh,NY,26590,2017,Off Campus,0,"Over 110,000"
Yeshiva Zichron Aryeh,NY,26964,2018,Off Campus,0,"0 to 30,000"
Yeshiva Zichron Aryeh,NY,26964,2018,Off Campus,0,"30,001 to 48,000"
Yeshiva Zichron Aryeh,NY,26964,2018,Off Campus,0,"48_001 to 75,000"
Yeshiva Zichron Aryeh,NY,26964,2018,Off Campus,0,"75,001 to 110,000"
Yeshiva Zichron Aryeh,NY,26964,2018,Off Campus,0,"Over 110,000"
Academy of Interactive Entertainment,LA,30876,2015,Off Campus,17763,"0 to 30,000"
Academy of Interactive Entertainment,LA,34580,2016,Off Campus,27291,"0 to 30,000"
Academy of Interactive Entertainment,LA,31113,2017,Off Campus,24554.79708,"0 to 30,000"
Academy of Interactive Entertainment,LA,31113,2017,Off Campus,0,"30,001 to 48,000"
Academy of Interactive Entertainment,LA,31113,2017,Off Campus,0,"48_001 to 75,000"
Academy of Interactive Entertainment,LA,31113,2017,Off Campus,0,"75,001 to 110,000"
Academy of Interactive Entertainment,LA,31113,2017,Off Campus,0,"Over 110,000"
Academy of Interactive Entertainment,LA,34113,2018,Off Campus,26922.43733,"0 to 30,000"
Academy of Interactive Entertainment,LA,34113,2018,Off Campus,0,"30,001 to 48,000"
Academy of Interactive Entertainment,LA,34113,2018,Off Campus,0,"48_001 to 75,000"
Academy of Interactive Entertainment,LA,34113,2018,Off Campus,0,"75,001 to 110,000"
Academy of Interactive Entertainment,LA,34113,2018,Off Campus,0,"Over 110,000"
Northwest University-College of Adult and Professional Studies,WA,19737,2015,Off Campus,13822,"0 to 30,000"
Northwest University-College of Adult and Professional Studies,WA,19737,2015,Off Campus,13571,"30,001 to 48,000"
Northwest University-College of Adult and Professional Studies,WA,19737,2015,Off Campus,16322,"48_001 to 75,000"
Northwest University-College of Adult and Professional Studies,WA,19737,2015,Off Campus,16091,"75,001 to 110,000"
Northwest University-College of Adult and Professional Studies,WA,19737,2015,Off Campus,17926,"Over 110,000"
Northwest University-College of Adult and Professional Studies,WA,25355,2016,Off Campus,18038,"0 to 30,000"
Northwest University-College of Adult and Professional Studies,WA,25355,2016,Off Campus,17689,"30,001 to 48,000"
Northwest University-College of Adult and Professional Studies,WA,25355,2016,Off Campus,20847,"48_001 to 75,000"
Northwest University-College of Adult and Professional Studies,WA,25355,2016,Off Campus,22688,"75,001 to 110,000"
Northwest University-College of Adult and Professional Studies,WA,25355,2016,Off Campus,22688,"Over 110,000"
Northwest University-College of Adult and Professional Studies,WA,28896,2017,Off Campus,20557.13066,"0 to 30,000"
Northwest University-College of Adult and Professional Studies,WA,28896,2017,Off Campus,20159.39042,"30,001 to 48,000"
Northwest University-College of Adult and Professional Studies,WA,28896,2017,Off Campus,23758.42682,"48_001 to 75,000"
Northwest University-College of Adult and Professional Studies,WA,28896,2017,Off Campus,25856.53512,"75,001 to 110,000"
Northwest University-College of Adult and Professional Studies,WA,28896,2017,Off Campus,25856.53512,"Over 110,000"
Northwest University-College of Adult and Professional Studies,WA,33960,2018,Off Campus,24159.75074,"0 to 30,000"
Northwest University-College of Adult and Professional Studies,WA,33960,2018,Off Campus,23692.30684,"30,001 to 48,000"
Northwest University-College of Adult and Professional Studies,WA,33960,2018,Off Campus,27922.07139,"48_001 to 75,000"
Northwest University-College of Adult and Professional Studies,WA,33960,2018,Off Campus,30387.87143,"75,001 to 110,000"
Northwest University-College of Adult and Professional Studies,WA,33960,2018,Off Campus,30387.87143,"Over 110,000"
Husson University,ME,28654,2015,On Campus,15129,"0 to 30,000"
Husson University,ME,28654,2015,On Campus,15152,"30,001 to 48,000"
Husson University,ME,28654,2015,On Campus,18541,"48_001 to 75,000"
Husson University,ME,28654,2015,On Campus,22606,"75,001 to 110,000"
Husson University,ME,28654,2015,On Campus,25486,"Over 110,000"
Husson University,ME,29405,2016,On Campus,14942,"0 to 30,000"
Husson University,ME,29405,2016,On Campus,15318,"30,001 to 48,000"
Husson University,ME,29405,2016,On Campus,17809,"48_001 to 75,000"
Husson University,ME,29405,2016,On Campus,22135,"75,001 to 110,000"
Husson University,ME,29405,2016,On Campus,25174,"Over 110,000"
Husson University,ME,30209,2017,On Campus,15350.54848,"0 to 30,000"
Husson University,ME,30209,2017,On Campus,15736.82918,"30,001 to 48,000"
Husson University,ME,30209,2017,On Campus,18295.93882,"48_001 to 75,000"
Husson University,ME,30209,2017,On Campus,22740.22156,"75,001 to 110,000"
Husson University,ME,30209,2017,On Campus,25862.31478,"Over 110,000"
Husson University,ME,31150,2018,On Campus,15828.7128,"0 to 30,000"
Husson University,ME,31150,2018,On Campus,16227.02602,"30,001 to 48,000"
Husson University,ME,31150,2018,On Campus,18865.85105,"48_001 to 75,000"
Husson University,ME,31150,2018,On Campus,23448.57167,"75,001 to 110,000"
Husson University,ME,31150,2018,On Campus,26667.91702,"Over 110,000"
Husson University,ME,27132,2015,Off Campus,15129,"0 to 30,000"
Husson University,ME,27132,2015,Off Campus,15152,"30,001 to 48,000"
Husson University,ME,27132,2015,Off Campus,18541,"48_001 to 75,000"
Husson University,ME,27132,2015,Off Campus,22606,"75,001 to 110,000"
Husson University,ME,27132,2015,Off Campus,25486,"Over 110,000"
Husson University,ME,30485,2016,Off Campus,14942,"0 to 30,000"
Husson University,ME,30485,2016,Off Campus,15318,"30,001 to 48,000"
Husson University,ME,30485,2016,Off Campus,17809,"48_001 to 75,000"
Husson University,ME,30485,2016,Off Campus,22135,"75,001 to 110,000"
Husson University,ME,30485,2016,Off Campus,25174,"Over 110,000"
