id,title,category,condition,seller_type,state,city,zip,currency,current_or_final_bid,bid_count,buyer_premium_pct,sold,ended_at,source_url
gsa-3-1-QSC-I-26-407-025,Label Printer,electronics,As-is,federal,ND,FARGO,58102,USD,21,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366051
gsa-3-1-QSC-I-26-407-026,DVD-VCR Combination,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366052
gsa-3-1-QSC-I-26-407-027,MMS M3001A,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366053
gsa-3-1-QSC-I-26-407-028,Surge Protector Battery Backup,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366054
gsa-3-1-QSC-I-26-407-029,TV - DTS 37LTD,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366055
gsa-3-1-QSC-I-26-407-030,Patient Lift Model FTS-600,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366056
gsa-3-1-QSC-I-26-407-031,Physical Therapy Leg Exerciser,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366057
gsa-3-1-QSC-I-26-407-032,Assorted Barco Monitors,electronics,As-is,federal,ND,FARGO,58102,USD,50,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366058
gsa-3-1-QSC-I-26-407-033,Barco MDNC-2221 Diagnostic Radiology Monitors,electronics,As-is,federal,ND,FARGO,58102,USD,50,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366059
gsa-3-1-QSC-I-26-407-034,Assorted Barco Monitors,electronics,As-is,federal,ND,FARGO,58102,USD,50,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366060
gsa-3-1-QSC-I-26-407-035,3 Air Purifiers,medical-scientific,As-is,federal,ND,FARGO,58102,USD,39,3,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366061
gsa-3-1-QSC-I-26-407-036,11 Bladder Scanners,electronics,As-is,federal,ND,FARGO,58102,USD,133,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366062
gsa-3-1-QSC-I-26-407-037,Physical Therapy Supplies,medical-scientific,As-is,federal,ND,FARGO,58102,USD,10,1,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366063
gsa-3-1-QSC-I-26-407-038,Cataract Extraction Apparatus,medical-scientific,As-is,federal,ND,FARGO,58102,USD,5275,4,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366064
gsa-3-1-QSC-I-26-407-039,Cataract Extraction Apparatus,medical-scientific,As-is,federal,ND,FARGO,58102,USD,5275,3,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366065
gsa-3-1-QSC-I-26-407-040,Multi-Cylinder Medical Gas Transport Carts,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366066
gsa-3-1-QSC-I-26-407-041,9 Radiology Monitors,electronics,As-is,federal,ND,FARGO,58102,USD,100,1,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366067
gsa-3-1-QSC-I-26-407-042,6 Hospital Monitors,medical-scientific,As-is,federal,ND,FARGO,58102,USD,100,1,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366068
gsa-3-1-QSC-I-26-407-043,Assorted Surplus Medical Supplies,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366069
gsa-3-1-QSC-I-26-407-044,Assorted Surplus Medical Supplies,medical-scientific,As-is,federal,ND,FARGO,58102,USD,,0,0,false,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366070
gsa-3-1-QSC-I-26-407-045,Lot of Servers,electronics,As-is,federal,SD,SIOUX FALLS,57105,USD,116,3,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366071
gsa-3-1-QSC-I-26-407-046,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,533,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366072
gsa-3-1-QSC-I-26-407-047,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,500,1,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366073
gsa-3-1-QSC-I-26-407-048,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,500,1,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366074
gsa-3-1-QSC-I-26-407-049,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,500,1,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366075
gsa-3-1-QSC-I-26-407-050,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,500,1,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366076
gsa-3-1-QSC-I-26-407-051,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,533,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366077
gsa-3-1-QSC-I-26-407-052,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,533,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366078
gsa-3-1-QSC-I-26-407-053,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,533,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366079
gsa-3-1-QSC-I-26-407-054,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,533,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366080
gsa-3-1-QSC-I-26-407-055,Stryker Procuity Hospital Bed,medical-scientific,As-is,federal,SD,SIOUX FALLS,57105,USD,813,2,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366081
gsa-3-1-QSC-I-26-407-056,GSI 61 Clinical Audiometer,medical-scientific,As-is,federal,WY,SHERIDAN,82801,USD,23,3,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366082
gsa-3-1-QSC-I-26-407-057,Natus Medical Inc. UltraPro S100,medical-scientific,As-is,federal,WY,SHERIDAN,82801,USD,103,3,0,true,2026-06-05,https://www.gsaauctions.gov/auctions/preview/366083
gsa-1-1-QSC-I-26-216-001,POWERTRON 1200 TAP BOX,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,150,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366185
gsa-1-1-QSC-I-26-216-002,POWERTRON 1200 TAP BOX,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,155,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366186
gsa-1-1-QSC-I-26-216-003,POWERTRON 1200 TAP BOX,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,150,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366187
gsa-1-1-QSC-I-26-216-004,POWERTRON 1200 TAP BOX,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,150,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366188
gsa-1-1-QSC-I-26-216-005,POWERTRON 1200 TAP BOX,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,150,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366189
gsa-1-1-QSC-I-26-216-006,GREENLEE HYDRAULIC POWER BENDERS,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,60,3,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366190
gsa-1-1-QSC-I-26-216-007,CREAMER DISPENSER,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,55,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366191
gsa-1-1-QSC-I-26-216-008,Cisco Network Switches,electronics,As-is,federal,MA,BROCKTON,02301,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366192
gsa-1-1-QSC-I-26-216-009,Mini Desktop Computer Lot,electronics,As-is,federal,WI,Milwaukee,53295,USD,2595,7,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366193
gsa-1-1-QSC-I-26-216-010,HAUSTED H ORIZON HYDRAULIC STRETCHER,medical-scientific,As-is,federal,NY,BATH,14810,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366194
gsa-1-1-QSC-I-26-216-011,GAS CONVECTION OVEN,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,1005,3,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366195
gsa-1-1-QSC-I-26-216-012,Sound System Speakers,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,234,3,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366196
gsa-1-1-QSC-I-26-216-013,Sewing/Embroidery Machine,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,115,6,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366197
gsa-1-1-QSC-I-26-216-014,LIKO LIFT SLINGS & STRAPS,medical-scientific,As-is,federal,PA,WILKES BARRE,18711,USD,142,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366198
gsa-1-1-QSC-I-26-216-015,CISCO NETWORK SWITCHES,electronics,As-is,federal,PA,WILKES BARRE,18711,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366199
gsa-1-1-QSC-I-26-216-016,"CARD CUTTER, BUSINESS",medical-scientific,As-is,federal,PA,LEBANON,17042,USD,205,3,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366200
gsa-1-1-QSC-I-26-216-020,Mobility Equipment,medical-scientific,As-is,federal,FL,TAMPA,33612,USD,56,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366201
gsa-1-1-QSC-I-26-216-021,STRETCHERS,medical-scientific,As-is,federal,NC,FAYETTEVILLE,28301,USD,50,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366202
gsa-1-1-QSC-I-26-216-022,MEDICATION CARTS,medical-scientific,As-is,federal,NC,FAYETTEVILLE,28301,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366203
gsa-1-1-QSC-I-26-216-025,LG TELEVISION,medical-scientific,As-is,federal,NC,FAYETTEVILLE,28301,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366204
gsa-1-1-QSC-I-26-216-026,BED ADJUSTABLE,medical-scientific,As-is,federal,NC,FAYETTEVILLE,28301,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366205
gsa-1-1-QSC-I-26-216-027,LATHEM TIME AND DATE STAMP MACHINES,medical-scientific,As-is,federal,IL,DANVILLE,61832,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366206
gsa-1-1-QSC-I-26-216-028,RITTER EXAM TABLE,medical-scientific,As-is,federal,IL,DANVILLE,61832,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366207
gsa-1-1-QSC-I-26-216-029,EXERCISE BICYCLE,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366208
gsa-1-1-QSC-I-26-216-030,PATIENT LIFTS,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366209
gsa-1-1-QSC-I-26-216-031,PATIENT LIFTS,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366210
gsa-1-1-QSC-I-26-216-032,PATIENT LIFTS,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366211
gsa-1-1-QSC-I-26-216-033,PATIENT LIFTS,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366212
gsa-1-1-QSC-I-26-216-034,EXAM AND TREATMENT TABLE,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366213
gsa-1-1-QSC-I-26-216-035,EXAM AND TREATMENT TABLE,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366214
gsa-1-1-QSC-I-26-216-036,EXAM AND TREATMENT TABLE,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366215
gsa-1-1-QSC-I-26-216-037,EXAM AND TREATMENT TABLE,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366216
gsa-1-1-QSC-I-26-216-038,EXAM AND TREATMENT TABLE,medical-scientific,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366217
gsa-1-1-QSC-I-26-216-039,WHEEL CHAIR,office-furniture,As-is,federal,IL,HINES,60141,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366218
gsa-1-1-QSC-I-26-216-040,QUADRICISER WHEEL CHAIR,office-furniture,As-is,federal,IL,HINES,60141,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366219
gsa-1-1-QSC-I-26-216-041,Salt Dogg Salt Spreader,medical-scientific,As-is,federal,KY,Louisville,40206,USD,50,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366220
gsa-1-1-QSC-I-26-216-042,SNOW THROWER,medical-scientific,As-is,federal,MI,IRON MOUNTAIN,49801,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366221
gsa-1-1-QSC-I-26-216-043,Office furniture and cabinet,office-furniture,As-is,federal,MI,IRON MOUNTAIN,49801,USD,50,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366222
gsa-1-1-QSC-I-26-216-044,Church Pews,medical-scientific,As-is,federal,MI,IRON MOUNTAIN,49801,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366223
gsa-1-1-QSC-I-26-216-045,CONFERNCE SYSTEM,medical-scientific,As-is,federal,MI,IRON MOUNTAIN,49801,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366224
gsa-1-1-QSC-I-26-216-046,Microphones and Speakers,medical-scientific,As-is,federal,OH,CHILLICOTHE,45601,USD,232,5,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366225
gsa-1-1-QSC-I-26-216-047,Wired Headsets,medical-scientific,As-is,federal,OH,CHILLICOTHE,45601,USD,25,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366226
gsa-1-1-QSC-I-26-216-049,MedSafe Cabinet,office-furniture,As-is,federal,MN,SAINT PAUL,55111,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366227
gsa-1-1-QSC-I-26-216-052,Cloth Covered 5 wheel base Office Chairs,office-furniture,As-is,federal,PR,CAROLINA,00979,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366228
gsa-1-1-QSC-I-26-216-053,CABINET AND LOCKER,office-furniture,As-is,federal,PR,CAROLINA,00979,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366229
gsa-1-1-QSC-I-26-219-001,DxLAB UNIVERSAL CUP RACKS,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366160
gsa-1-1-QSC-I-26-219-002,STRYKER 1125 STRETCHER,medical-scientific,As-is,federal,NY,BATH,14810,USD,100,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366161
gsa-1-1-QSC-I-26-219-003,Furniture,office-furniture,As-is,federal,PA,ALTOONA,16602,USD,605,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366162
gsa-1-1-QSC-I-26-219-004,Full Body Lift,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,50,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366163
gsa-1-1-QSC-I-26-219-005,FireKing DM2520-3PL safe,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366164
gsa-1-1-QSC-I-26-219-006,Sound System,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366165
gsa-1-1-QSC-I-26-219-007,Sentry Safe,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,66,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366166
gsa-1-1-QSC-I-26-219-008,Blanket Warmer,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366167
gsa-1-1-QSC-I-26-219-009,Lawn Vacuum,medical-scientific,As-is,federal,PA,ALTOONA,16602,USD,50,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366168
gsa-1-1-QSC-I-26-219-010,Lawn Mower,heavy-equipment,As-is,federal,PA,ALTOONA,16602,USD,2505,6,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366169
gsa-1-1-QSC-I-26-219-011,Microscope,medical-scientific,As-is,federal,MD,PERRY POINT,21902,USD,100,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366170
gsa-1-1-QSC-I-26-219-012,STERILE STORAGE CABINET,office-furniture,As-is,federal,WV,CLARKSBURG,26301,USD,200,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366171
gsa-1-1-QSC-I-26-219-013,PORTABLE BUILDINGS,medical-scientific,As-is,federal,WV,CLARKSBURG,26301,USD,50,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366172
gsa-1-1-QSC-I-26-219-015,SWEEPER LAWN,medical-scientific,As-is,federal,TN,MEMPHIS,38122,USD,342,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366173
gsa-1-1-QSC-I-26-219-016,SPREADER LOOSE MATERIAL,medical-scientific,As-is,federal,TN,MEMPHIS,38122,USD,100,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366174
gsa-1-1-QSC-I-26-219-017,DRILL UPRIGHT BENCH TYPE,tools-industrial,As-is,federal,TN,MEMPHIS,38122,USD,100,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366175
gsa-1-1-QSC-I-26-219-018,REFRIGERATOR-FREEZER,medical-scientific,As-is,federal,TN,MEMPHIS,38122,USD,30,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366176
gsa-1-1-QSC-I-26-219-020,BOBCAT LOADER,heavy-equipment,As-is,federal,TN,MEMPHIS,38122,USD,10110,9,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366177
gsa-1-1-QSC-I-26-219-021,HELMER LABORATORY REFRIGERATORS,medical-scientific,As-is,federal,IL,DANVILLE,61832,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366178
gsa-1-1-QSC-I-26-219-022,SCRAP Kubota Tractors,heavy-equipment,As-is,federal,IL,NORTH CHICAGO,60064,USD,8512,8,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366179
gsa-1-1-QSC-I-26-219-023,Cleaning Supplies and Sanitation Equipment,medical-scientific,As-is,federal,IL,NORTH CHICAGO,60064,USD,103,7,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366180
gsa-1-1-QSC-I-26-219-024,"REFRIGERATORS,UNDERCOUNTER",medical-scientific,As-is,federal,IL,HINES,60141,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366181
gsa-1-1-QSC-I-26-219-025,Xerox Versa Link Printers model B610 and model C400 color printers,electronics,As-is,federal,OH,CLEVELAND,44106,USD,5012,7,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366182
gsa-1-1-QSC-I-26-219-026,Cameras with accessories,medical-scientific,As-is,federal,OH,CHILLICOTHE,45601,USD,360,7,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366183
gsa-1-1-QSC-I-26-219-027,Power Drive Chair,office-furniture,As-is,federal,OH,CHILLICOTHE,45601,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366184
gsa-2-1-QSC-I-26-288-001,Travel Trailer,vehicles,As-is,federal,FL,Perry,32348,USD,18100,6,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366736
gsa-2-1-QSC-I-26-288-002,Travel Trailer,vehicles,As-is,federal,FL,Perry,32348,USD,19600,8,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366737
gsa-3-1-QSC-I-26-404-002,Bioforce Fitness Machine,medical-scientific,As-is,federal,OK,OKLAHOMA CITY,73105,USD,10,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365648
gsa-3-1-QSC-I-26-404-003,Ziehm Vision RFD C-Arm Imaging,medical-scientific,As-is,federal,TX,AMARILLO,79106,USD,137,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365925
gsa-3-1-QSC-I-26-404-004,Portable Hand Sink Lot,medical-scientific,As-is,federal,TX,KERRVILLE,78028,USD,288,5,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365871
gsa-3-1-QSC-I-26-404-005,Insulated Food Cart Lot,medical-scientific,As-is,federal,TX,KERRVILLE,78028,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365872
gsa-3-1-QSC-I-26-404-006,Welch Allyn Sphygmomanometer Lot,medical-scientific,As-is,federal,TX,EL PASO,79906,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365926
gsa-3-1-QSC-I-26-404-007,Steriking Sterilized Self Heat Seal Pouches Lot,medical-scientific,As-is,federal,CO,AURORA,80045,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365769
gsa-3-1-QSC-I-26-404-008,Fluorescent Lightbulb Lot,medical-scientific,As-is,federal,CO,GRAND JUNCTION,81505,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365649
gsa-3-1-QSC-I-26-404-009,Granite and Metal Table Lot,office-furniture,As-is,federal,UT,SALT LAKE CITY,84148,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365650
gsa-3-1-QSC-I-26-404-010,Medical Lab Refrigerator Lot,medical-scientific,As-is,federal,UT,SALT LAKE CITY,84148,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366140
gsa-3-1-QSC-I-26-404-011,Electromyography Unit Lot,medical-scientific,As-is,federal,UT,SALT LAKE CITY,84148,USD,350,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366141
gsa-3-1-QSC-I-26-404-012,Sharp Printer/Copier,electronics,As-is,federal,UT,SALT LAKE CITY,84148,USD,36,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366142
gsa-3-1-QSC-I-26-404-014,Equipment Lot,medical-scientific,As-is,federal,LA,SHREVEPORT,71101,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366151
gsa-3-1-QSC-I-26-404-015,Nihon Kohden Medical Equipment,medical-scientific,As-is,federal,LA,SHREVEPORT,71101,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366152
gsa-3-1-QSC-I-26-404-016,Equipment Lot,medical-scientific,As-is,federal,CO,GRAND JUNCTION,81505,USD,181,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365795
gsa-3-1-QSC-I-26-404-017,2010 Dodge Caravan,vehicles,As-is,federal,LA,Monroe,71203,USD,627,3,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366015
gsa-3-1-QSC-I-26-404-018,2015 Chevrolet Silverado 1500 4x4,vehicles,As-is,federal,LA,Monroe,71203,USD,7280,7,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366016
gsa-3-1-QSC-I-26-404-019,2008 Dodge Ram 1500 4x4,vehicles,As-is,federal,LA,Monroe,71203,USD,4000,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366017
gsa-3-1-QSC-I-26-404-020,2010 Chevrolet Impala,vehicles,As-is,federal,CO,Estes Park,80517,USD,6002,11,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365873
gsa-3-1-QSC-I-26-404-021,2010 Chevrolet HHR,vehicles,As-is,federal,CO,Estes Park,80517,USD,5597,11,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365874
gsa-3-1-QSC-I-26-404-022,GE LOGIQ-E Ultrasound with Cart,medical-scientific,As-is,federal,LA,SHREVEPORT,71101,USD,297,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366153
gsa-3-1-QSC-I-26-404-023,HP Storage Arrays Lot,electronics,As-is,federal,TX,AUSTIN,78741,USD,513,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/365927
gsa-3-1-QSC-I-26-404-024,Unitech Electric Pallet Stacker,miscellaneous,As-is,federal,CO,Pueblo,81001,USD,25,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366018
gsa-3-1-QSC-I-26-404-025,Brewer High-Low Exam Table,medical-scientific,As-is,federal,AR,FAYETTEVILLE,72703,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366154
gsa-3-1-QSC-I-26-404-026,Steel Bookcase,office-furniture,As-is,federal,AR,FAYETTEVILLE,72703,USD,10,1,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366155
gsa-3-1-QSC-I-26-404-027,Storage Cabinet,office-furniture,As-is,federal,AR,FAYETTEVILLE,72703,USD,,0,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366156
gsa-3-1-QSC-I-26-404-028,Dell and HP Laptop Lot,electronics,As-is,federal,LA,SHREVEPORT,71101,USD,207,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366262
gsa-3-1-QSC-I-26-404-029,Baldwin Grand Piano,medical-scientific,As-is,federal,TX,AMARILLO,79106,USD,132,2,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366157
gsa-3-1-QSC-I-26-404-030,Puritan Bennett Ventilator Lot,medical-scientific,As-is,federal,TX,AMARILLO,79106,USD,2247,4,0,unknown,2026-06-08,https://www.gsaauctions.gov/auctions/preview/366158
