id,title,category,condition,seller_type,state,city,zip,currency,current_or_final_bid,bid_count,buyer_premium_pct,sold,ended_at,source_url
gsa-1-1-QSC-I-26-184-003,FLUKE ELECTROSURGERY ANALYZER,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,2105,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362351
gsa-1-1-QSC-I-26-184-004,(2) OPTO VARMIEX AUTO-TRACK UNITS,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362352
gsa-1-1-QSC-I-26-184-005,ELECTROPHORESIS EQUIPMENT,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,37,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362353
gsa-1-1-QSC-I-26-184-006,EMPTY MEDICAL E OXYGEN CYLINDERS,medical-scientific,As-is,federal,FL,WEST PALM BEACH,33410,USD,1005,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362391
gsa-1-1-QSC-I-26-184-007,Floor Scrubber Pads and Cleaning Supplies,medical-scientific,As-is,federal,WI,ZABLOCKI VA MEDICAL CTR,53295,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362354
gsa-1-1-QSC-I-26-184-009,(2) Verifit Audiometers,medical-scientific,As-is,federal,SC,COLUMBIA,29209,USD,6505,4,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362355
gsa-1-1-QSC-I-26-184-010,StatSpin Express 4 Centrifuge,vehicles,As-is,federal,IL,DANVILLE,61832,USD,57,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362356
gsa-1-1-QSC-I-26-184-011,BRAUN THERMOSCAN PRO 6000,medical-scientific,As-is,federal,MA,LEEDS,01053,USD,55,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362357
gsa-1-1-QSC-I-26-184-012,Heat Therapy Machine,medical-scientific,As-is,federal,FL,GAINESVILLE,32609,USD,30,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362358
gsa-1-1-QSC-I-26-184-013,GE X-RAY GENERATOR AND CABLES,tools-industrial,As-is,federal,FL,GAINESVILLE,32609,USD,200,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362359
gsa-1-1-QSC-I-26-184-014,GCX Mounting Arms,medical-scientific,As-is,federal,FL,GAINESVILLE,32609,USD,55,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362360
gsa-1-1-QSC-I-26-184-015,Microscope,medical-scientific,As-is,federal,FL,GAINESVILLE,32609,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362361
gsa-1-1-QSC-I-26-184-016,OPHTHALMIC PERIMETER SYSTEM,medical-scientific,As-is,federal,NC,SALISBURY,28144,USD,1030,4,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362362
gsa-1-1-QSC-I-26-184-017,Medical Instruments,medical-scientific,As-is,federal,OH,CHILLICOTHE,45601,USD,250,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362363
gsa-1-1-QSC-I-26-184-018,ULTRASOUND PROBES,medical-scientific,As-is,federal,WI,ZABLOCKI VA MEDICAL CTR,53295,USD,3005,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362364
gsa-1-1-QSC-I-26-184-019,Medical Supplies,medical-scientific,As-is,federal,FL,ORLANDO,32803,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362392
gsa-1-1-QSC-I-26-184-020,Balance System,medical-scientific,As-is,federal,PA,WILKES BARRE,18711,USD,100,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362365
gsa-1-1-QSC-I-26-184-021,Ophthalmic Diagnostic Equipment,medical-scientific,As-is,federal,MN,SAINT CLOUD,56303,USD,1055,7,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362366
gsa-1-1-QSC-I-26-184-022,Pulse Oximeter,medical-scientific,As-is,federal,IL,DANVILLE,61832,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362367
gsa-1-1-QSC-I-26-184-023,Heat Sealing Machine,medical-scientific,As-is,federal,IL,DANVILLE,61832,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362368
gsa-1-1-QSC-I-26-184-024,MEDICAL EQUIPMENT,medical-scientific,As-is,federal,VA,RICHMOND,23249,USD,1116,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362369
gsa-1-1-QSC-I-26-184-025,LABORATORY EQUIPMENT,medical-scientific,As-is,federal,VA,RICHMOND,23249,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362370
gsa-1-1-QSC-I-26-184-026,Patient Transport Monitors,medical-scientific,As-is,federal,FL,GAINESVILLE,32609,USD,150,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362371
gsa-1-1-QSC-I-26-184-027,(2) Ophthalmic Tono-Pen Avias,medical-scientific,As-is,federal,IL,DANVILLE,61832,USD,2005,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362372
gsa-1-1-QSC-I-26-184-028,(2) Digital Precision Thermometers,medical-scientific,As-is,federal,IL,DANVILLE,61832,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362373
gsa-1-1-QSC-I-26-184-029,RF303RS Electrosurgical Analyzer,medical-scientific,As-is,federal,WI,TOMAH,54660,USD,500,4,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362374
gsa-1-1-QSC-I-26-184-030,(10) Rollator Walkers,medical-scientific,As-is,federal,MI,SAGINAW,48603,USD,55,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362375
gsa-1-1-QSC-I-26-184-031,Bladder Scanner,electronics,As-is,federal,SC,COLUMBIA,29209,USD,75,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362376
gsa-1-1-QSC-I-26-184-032,(2) Centrifuges,medical-scientific,As-is,federal,MN,MINNEAPOLIS,55417,USD,90,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362377
gsa-1-1-QSC-I-26-184-033,MedGraphics Express Series Medical Device,vehicles,As-is,federal,MN,MINNEAPOLIS,55417,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362378
gsa-1-1-QSC-I-26-184-034,Medical Monitors,medical-scientific,As-is,federal,MN,MINNEAPOLIS,55417,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362379
gsa-1-1-QSC-I-26-184-035,ASSISTIVE TECHNOLOGY EQUIPMENT,medical-scientific,As-is,federal,VA,RICHMOND,23249,USD,250,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362380
gsa-1-1-QSC-I-26-184-037,BIODEX GAMMA COUNTER,medical-scientific,As-is,federal,VA,Hampton,23667,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362393
gsa-1-1-QSC-I-26-184-038,Vital Signs Monitors,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362394
gsa-1-1-QSC-I-26-184-040,(2) Leica Microtomes,medical-scientific,As-is,federal,ME,AUGUSTA,04330,USD,555,4,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362390
gsa-1-1-QSC-I-26-184-041,(5) Philips Patient Monitoring Modules,medical-scientific,As-is,federal,PR,SAN JUAN,00921,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362395
gsa-1-1-QSC-I-26-184-042,Medical Supplies,medical-scientific,As-is,federal,WI,ZABLOCKI VA MEDICAL CTR,53295,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362381
gsa-1-1-QSC-I-26-184-043,Rimage Catalyst Disc Publishing Systems with Everest Encore Printers,medical-scientific,As-is,federal,IL,NORTH CHICAGO,60064,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362382
gsa-1-1-QSC-I-26-184-044,Ice Maker,medical-scientific,As-is,federal,PA,ERIE,16504,USD,175,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362383
gsa-1-1-QSC-I-26-184-045,IntelliVue MP50 Patient Monitors,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362384
gsa-1-1-QSC-I-26-184-046,ROCHE COBAS B 221 ANALYZERS,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362385
gsa-1-1-QSC-I-26-184-047,TMS Machine with Chair,office-furniture,As-is,federal,PA,BUTLER,16001,USD,582,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362386
gsa-1-1-QSC-I-26-184-048,Medical Supplies,medical-scientific,As-is,federal,VA,RICHMOND,23249,USD,250,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362387
gsa-1-1-QSC-I-26-184-049,(5) PULSE OXIMETERS,medical-scientific,As-is,federal,NY,BATH,14810,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362388
gsa-1-1-QSC-I-26-184-050,Blood Analyzer,medical-scientific,As-is,federal,RI,PROVIDENCE,02908,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362389
gsa-1-1-QSC-I-26-184-051,TRANSPORTABLE EXAM STATION,medical-scientific,As-is,federal,PA,WILKES BARRE,18711,USD,62,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362340
gsa-1-1-QSC-I-26-184-052,CISCO Equipment,electronics,As-is,federal,SC,COLUMBIA,29209,USD,2500,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362341
gsa-1-1-QSC-I-26-184-053,SHOWER/TOILET CHAIR,office-furniture,As-is,federal,MD,Perry Point,21902,USD,50,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362342
gsa-1-1-QSC-I-26-185-001,CCTV CAMERAS,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,155,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361755
gsa-1-1-QSC-I-26-185-002,SECURITY CAMERAS,medical-scientific,As-is,federal,MA,BEDFORD,01730,USD,155,7,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361756
gsa-1-1-QSC-I-26-185-003,Bath Tissue and Paper towels,medical-scientific,As-is,federal,MA,BROCKTON,02301,USD,305,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361757
gsa-1-1-QSC-I-26-185-004,Cleaning chemical dispenser,medical-scientific,As-is,federal,MA,BROCKTON,02301,USD,105,4,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361758
gsa-1-1-QSC-I-26-185-005,UV Light Cleaning Robot,medical-scientific,As-is,federal,MA,BROCKTON,02301,USD,150,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361759
gsa-1-1-QSC-I-26-185-006,PERFORMA BAR,medical-scientific,As-is,federal,DE,WILMINGTON,19805,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361760
gsa-1-1-QSC-I-26-185-007,TROPHON DISINFECTORS,medical-scientific,As-is,federal,DE,WILMINGTON,19805,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361761
gsa-1-1-QSC-I-26-185-008,SCALETRONIX,medical-scientific,As-is,federal,DE,WILMINGTON,19805,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361762
gsa-1-1-QSC-I-26-185-009,MICROSCOPE,medical-scientific,As-is,federal,DE,WILMINGTON,19805,USD,44,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361763
gsa-1-1-QSC-I-26-185-010,IT Equipment,miscellaneous,As-is,federal,FL,Gainesville,32608,USD,12560,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361833
gsa-1-1-QSC-I-26-185-011,SCANNERS AND DOCKING STATIONS,miscellaneous,As-is,federal,MI,Ann Arbor,48108,USD,40,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361764
gsa-1-1-QSC-I-26-185-012,HP LAPTOPS,electronics,As-is,federal,WI,Milwaukee,53295,USD,5600,7,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361765
gsa-1-1-QSC-I-26-185-013,HP LAPTOPS,electronics,As-is,federal,WI,Milwaukee,53295,USD,2604,7,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361766
gsa-1-1-QSC-I-26-185-014,Dell Laptops,electronics,As-is,federal,WI,Milwaukee,53295,USD,1660,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361767
gsa-1-1-QSC-I-26-185-015,HP Laptops,electronics,As-is,federal,WI,Milwaukee,53295,USD,2610,6,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361768
gsa-1-1-QSC-I-26-185-016,Desktop Mini PC's,miscellaneous,As-is,federal,WI,Milwaukee,53295,USD,3795,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361769
gsa-1-1-QSC-I-26-185-017,Computer Monitors,electronics,As-is,federal,WI,Milwaukee,53295,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361770
gsa-1-1-QSC-I-26-185-018,Desktop Computers,miscellaneous,As-is,federal,WI,Milwaukee,53295,USD,3355,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361771
gsa-1-1-QSC-I-26-185-019,AUTOMOTIVE JUMP STARTER,medical-scientific,As-is,federal,NY,BATH,14810,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361772
gsa-1-1-QSC-I-26-185-020,TELEVISION SET,medical-scientific,As-is,federal,PA,COATESVILLE,19320,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361773
gsa-1-1-QSC-I-26-185-021,Digital Cameras,medical-scientific,As-is,federal,PA,COATESVILLE,19320,USD,155,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361774
gsa-1-1-QSC-I-26-185-022,Patient Lift,medical-scientific,As-is,federal,PA,ERIE,16504,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361775
gsa-1-1-QSC-I-26-185-023,Patient Lift,medical-scientific,As-is,federal,PA,ERIE,16504,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361776
gsa-1-1-QSC-I-26-185-024,IV POLES,medical-scientific,As-is,federal,PA,WILKES BARRE,18711,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361777
gsa-1-1-QSC-I-26-185-025,Filing Cabinets,office-furniture,As-is,federal,PA,BUTLER,16001,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361778
gsa-1-1-QSC-I-26-185-026,File Cabinets,medical-scientific,As-is,federal,PA,BUTLER,16001,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361779
gsa-1-1-QSC-I-26-185-027,SAMSUNG GALAXY TABLET,electronics,As-is,federal,VA,SALEM,24153,USD,115,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361783
gsa-1-1-QSC-I-26-185-028,Warming Unit,medical-scientific,As-is,federal,WV,HUNTINGTON,25701,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362005
gsa-1-1-QSC-I-26-185-029,Table Racks,office-furniture,As-is,federal,WV,HUNTINGTON,25701,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362006
gsa-1-1-QSC-I-26-185-030,Exam Table,office-furniture,As-is,federal,WV,MARTINSBURG,25405,USD,1555,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361836
gsa-1-1-QSC-I-26-185-031,Hospital Equipment,medical-scientific,As-is,federal,AL,TUSCALOOSA,35404,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362189
gsa-1-1-QSC-I-26-185-032,Signatron,medical-scientific,As-is,federal,FL,LAKE CITY,32025,USD,300,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361837
gsa-1-1-QSC-I-26-185-033,Surgery Stretcher,medical-scientific,As-is,federal,FL,TAMPA,33612,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361838
gsa-1-1-QSC-I-26-185-034,Office furniture,office-furniture,As-is,federal,OH,Valley View,44125,USD,5,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362007
gsa-1-1-QSC-I-26-185-035,BURTON LED LIGHTS,medical-scientific,As-is,federal,OH,CINCINNATI,45202,USD,1256,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361784
gsa-1-1-QSC-I-26-185-036,NIGHT SPLINTS,medical-scientific,As-is,federal,OH,DAYTON,45428,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362212
gsa-1-1-QSC-I-26-185-037,"FREEZERS, MEDICAL GRADE",medical-scientific,As-is,federal,WI,TOMAH,54660,USD,75,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361815
gsa-1-1-QSC-I-26-185-038,"SANITIZER, EQUIPMENT",medical-scientific,As-is,federal,WI,TOMAH,54660,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361816
gsa-1-1-QSC-I-26-185-039,Motorized Platform Carts,medical-scientific,As-is,federal,MN,SAINT PAUL,55111,USD,700,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361780
gsa-1-1-QSC-I-26-185-040,SAMSUNG 65 INCH DISPLAY SCREEN/MONITOR,electronics,As-is,federal,MN,SAINT CLOUD,56303,USD,172,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361817
gsa-1-1-QSC-I-26-185-041,OFFICE SUPPLIES,medical-scientific,As-is,federal,MN,SAINT CLOUD,56303,USD,920,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361818
gsa-1-1-QSC-I-26-185-042,Label PrinterS,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361819
gsa-1-1-QSC-I-26-185-043,BARCODE SCANNERS,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,40,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361820
gsa-1-1-QSC-I-26-185-044,Barcode Scanners,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361821
gsa-1-1-QSC-I-26-185-045,METAL CABINET,office-furniture,As-is,federal,PR,CAROLINA,00979,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361781
gsa-1-1-QSC-I-26-185-046,CHAIRS: BLOOD DRAWING,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362331
gsa-1-1-QSC-I-26-185-047,PLATFORMS MOTO CART,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,35,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361822
gsa-1-1-QSC-I-26-185-048,LENOVO FLEX LAPTOPS,electronics,As-is,federal,PR,CAROLINA,00979,USD,80,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362008
gsa-1-1-QSC-I-26-185-049,Hill-Rom CareAssist Hospital Bed,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,100,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/361782
gsa-1-1-QSC-I-26-185-050,STRETCHER HOSPITAL,medical-scientific,As-is,federal,PR,CAROLINA,00979,USD,100,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362332
gsa-2-1-QSC-I-26-230-001,Wooden Bookcases,miscellaneous,As-is,federal,GA,Atlanta,30303,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362406
gsa-2-1-QSC-I-26-230-002,Desk and Filing Cabinet,office-furniture,As-is,federal,GA,Atlanta,30303,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362407
gsa-2-1-QSC-I-26-230-003,Wooden Double Glass Bookcase,office-furniture,As-is,federal,GA,Atlanta,30303,USD,10,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362408
gsa-2-1-QSC-I-26-230-004,Brown Leather Executive Chairs,miscellaneous,As-is,federal,GA,Atlanta,30303,USD,10,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362409
gsa-2-1-QSC-I-26-230-005,Brown Stand Alone Desk,office-furniture,As-is,federal,GA,Atlanta,30303,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362410
gsa-2-1-QSC-I-26-230-006,Round Burgundy Table,office-furniture,As-is,federal,GA,Atlanta,30303,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362411
gsa-2-1-QSC-I-26-230-007,Black Filing Cabinet,office-furniture,As-is,federal,GA,Atlanta,30303,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362412
gsa-2-1-QSC-I-26-230-008,Multiple Hand Carts,miscellaneous,As-is,federal,VT,ST ALBANS,05478,USD,35,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362413
gsa-2-1-QSC-I-26-230-009,Mail Distribution Bins on Wheels,miscellaneous,As-is,federal,VT,ST ALBANS,05478,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362414
gsa-2-1-QSC-I-26-230-010,HP KEYBOARDS WITH SMART CARD INSERT,electronics,As-is,federal,MA,SPRINGFIELD,01103,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362415
gsa-2-1-QSC-I-26-230-011,DELL MONITORS,electronics,As-is,federal,MA,SPRINGFIELD,01103,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362416
gsa-2-1-QSC-I-26-230-012,VIEWSONIC  MONITORS,miscellaneous,As-is,federal,MA,SPRINGFIELD,01103,USD,10,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362417
gsa-2-1-QSC-I-26-230-013,Dell Laptops,electronics,As-is,federal,PR,PONCE,00780,USD,30,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362418
gsa-2-1-QSC-I-26-230-014,OFFICE EQUIPMENT,miscellaneous,As-is,federal,PR,PONCE,00780,USD,275,4,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362419
gsa-2-1-QSC-I-26-230-015,Barcode Scanner,electronics,As-is,federal,PR,PONCE,00780,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362420
gsa-2-1-QSC-I-26-230-016,COMPUTER LAPTOPS,electronics,As-is,federal,PR,CAYEY,00736,USD,75,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362421
gsa-2-1-QSC-I-26-230-019,"Sharp 86"" Digital Display/TVs",miscellaneous,As-is,federal,VI,Charlotte Amalie,00802,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362422
gsa-2-1-QSC-I-26-230-020,"Samsung 49"" Digital Display/TVs",miscellaneous,As-is,federal,VI,Charlotte Amalie,00802,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362423
gsa-2-1-QSC-I-26-230-021,"Sharp 60"" Digital Display/TVs",miscellaneous,As-is,federal,VI,Charlotte Amalie,00802,USD,25,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362424
gsa-2-1-QSC-I-26-230-022,Monitors,miscellaneous,As-is,federal,VA,WINCHESTER,22603,USD,4045,7,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362425
gsa-2-1-QSC-I-26-230-023,MONITORS,miscellaneous,As-is,federal,VA,WINCHESTER,22603,USD,576,5,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362426
gsa-2-1-QSC-I-26-230-024,iPad Security Cases w/Silicone Protectors and iPad Holders,electronics,As-is,federal,PA,PITTSBURGH,15235,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362427
gsa-2-1-QSC-I-26-230-025,Dell PowerVault ML6010 Tape Backup System with Blank Tapes,electronics,As-is,federal,PA,PITTSBURGH,15235,USD,10,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362428
gsa-2-1-QSC-I-26-230-044,Dell Printers,electronics,As-is,federal,NC,CHARLOTTE,28217,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362429
gsa-2-1-QSC-I-26-230-045,Lexmark MS521 Printers,miscellaneous,As-is,federal,GA,ATLANTA,30345,USD,100,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362430
gsa-2-1-QSC-I-26-230-046,Scanners,miscellaneous,As-is,federal,OH,CLEVELAND,44199,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362432
gsa-2-1-QSC-I-26-230-047,Displays,miscellaneous,As-is,federal,MN,MINNEAPOLIS,55401,USD,110,3,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362431
gsa-3-1-QSC-I-26-308-001,OptiNota-H Foil Press,miscellaneous,As-is,federal,TX,FORT WORTH,76131,USD,683000,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/359435
gsa-3-1-QSC-I-26-336-001,Case Forklift,heavy-equipment,As-is,federal,LA,Colfax,71417,USD,3007,8,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362296
gsa-3-1-QSC-I-26-336-002,Kyocera Printer,electronics,As-is,federal,MO,Jefferson City,65109,USD,26,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362297
gsa-3-1-QSC-I-26-336-003,MiniRAE Plus Photoionization Detector,medical-scientific,As-is,federal,MO,Jefferson City,65109,USD,33,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362298
gsa-3-1-QSC-I-26-336-004,Sirius Multigas Detector,medical-scientific,As-is,federal,MO,Jefferson City,65109,USD,33,2,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362299
gsa-3-1-QSC-I-26-336-005,Office Furniture,office-furniture,As-is,federal,UT,Salt Lake City,84101,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362300
gsa-3-1-QSC-I-26-336-006,Office Furniture,office-furniture,As-is,federal,UT,Salt Lake City,84101,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362301
gsa-3-1-QSC-I-26-336-007,Office Furniture,office-furniture,As-is,federal,UT,Salt Lake City,84101,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362302
gsa-3-1-QSC-I-26-336-008,Table & Chair,office-furniture,As-is,federal,UT,Salt Lake City,84101,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362303
gsa-3-1-QSC-I-26-336-009,Office Furniture,office-furniture,As-is,federal,UT,Salt Lake City,84101,USD,10,1,0,true,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362304
gsa-3-1-QSC-I-26-336-010,Office Furniture,office-furniture,As-is,federal,UT,Salt Lake City,84101,USD,,0,0,false,2026-05-06,https://www.gsaauctions.gov/auctions/preview/362305
