Year,Sex,Name,Number,Rank
1996,Boy,Aadam,28,588
1996,Boy,Aadil,28,588
1996,Boy,Aakash,9,1337
1996,Boy,Aaman,3,2863
1996,Boy,Aamir,57,379
1996,Boy,Aaqib,6,1765
1996,Boy,Aaran,21,728
1996,Boy,Aarif,3,2863
1996,Boy,Aaron,2511,33
1996,Boy,Aarondeep,12,1104
1996,Boy,Aarron,20,755
1996,Boy,Aarun,5,2020
1996,Boy,Aasim,5,2020
1996,Boy,Aatif,6,1765
1996,Boy,Aatish,4,2357
1996,Boy,Aayush,3,2863
1996,Boy,Abanoub,3,2863
1996,Boy,Abas,6,1765
1996,Boy,Abass,3,2863
1996,Boy,Abayomi,3,2863
1996,Boy,Abbas,37,489
1996,Boy,Abd,5,2020
1996,Boy,Abdal,7,1591
1996,Boy,Abdallah,7,1591
1996,Boy,Abdel,4,2357
1996,Boy,Abdi,10,1235
1996,Boy,Abdifatah,3,2863
1996,Boy,Abdimalik,3,2863
1996,Boy,Abdinasir,4,2357
1996,Boy,Abdirahman,13,1040
1996,Boy,Abdiwali,3,2863
1996,Boy,Abdoulie,3,2863
1996,Boy,Abdu,5,2020
1996,Boy,Abdul,201,173
1996,Boy,Abdul-Azeez,4,2357
1996,Boy,Abdul-Aziz,3,2863
1996,Boy,Abdul-Kareem,3,2863
1996,Boy,Abdulah,3,2863
1996,Boy,Abdulazeez,3,2863
1996,Boy,Abdulaziz,7,1591
1996,Boy,Abdulhamid,4,2357
1996,Boy,Abdulkadir,7,1591
1996,Boy,Abdulla,7,1591
1996,Boy,Abdullah,85,294
1996,Boy,Abdullahi,18,818
1996,Boy,Abdulrahman,12,1104
1996,Boy,Abdulwahab,3,2863
1996,Boy,Abdur,9,1337
1996,Boy,Abdur-Rahmaan,3,2863
1996,Boy,Abdur-Rahman,5,2020
1996,Boy,Abdur-Rehman,3,2863
1996,Boy,Abdurahman,4,2357
1996,Boy,Abel,9,1337
1996,Boy,Abhinav,5,2020
1996,Boy,Abhishek,5,2020
1996,Boy,Abid,13,1040
1996,Boy,Abidul,4,2357
1996,Boy,Abiodun,3,2863
1996,Boy,Abir,5,2020
1996,Boy,Abraar,3,2863
1996,Boy,Abraham,40,464
1996,Boy,Abrahim,5,2020
1996,Boy,Abram,3,2863
1996,Boy,Abrar,10,1235
1996,Boy,Abu,27,605
1996,Boy,Abu-Bakr,3,2863
1996,Boy,Abubakar,11,1168
1996,Boy,Abubakr,3,2863
1996,Boy,Abukar,3,2863
1996,Boy,Abul,23,680
1996,Boy,Ace,5,2020
1996,Boy,Acer,5,2020
1996,Boy,Adal,6,1765
1996,Boy,Adam,4538,16
1996,Boy,Adan,9,1337
1996,Boy,Adarsh,4,2357
1996,Boy,Addam,5,2020
1996,Boy,Addison,13,1040
1996,Boy,Adedamola,3,2863
1996,Boy,Adedapo,4,2357
1996,Boy,Adeeb,7,1591
1996,Boy,Adeel,38,481
1996,Boy,Adekunle,4,2357
1996,Boy,Adel,8,1458
1996,Boy,Adem,19,784
1996,Boy,Ademola,3,2863
1996,Boy,Aden,23,680
1996,Boy,Adeola,3,2863
1996,Boy,Adeoluwa,3,2863
1996,Boy,Adham,10,1235
1996,Boy,Adil,88,291
1996,Boy,Adley,3,2863
1996,Boy,Adnaan,13,1040
1996,Boy,Adnan,57,379
1996,Boy,Adrian,155,204
1996,Boy,Adriano,7,1591
1996,Boy,Adrien,5,2020
1996,Boy,Adris,5,2020
1996,Boy,Aedan,10,1235
1996,Boy,Aeron,10,1235
1996,Boy,Afjol,3,2863
1996,Boy,Afolabi,4,2357
1996,Boy,Afsar,3,2863
1996,Boy,Afzal,6,1765
1996,Boy,Ahad,6,1765
1996,Boy,Ahamed,4,2357
1996,Boy,Aharon,5,2020
1996,Boy,Ahmad,57,379
1996,Boy,Ahmed,206,164
1996,Boy,Ahmer,3,2863
1996,Boy,Ahmet,18,818
1996,Boy,Ahsan,17,853
1996,Boy,Ahtsham,3,2863
1996,Boy,Aidan,680,83
1996,Boy,Aiden,354,121
1996,Boy,Aiman,4,2357
1996,Boy,Aimen,4,2357
1996,Boy,Ainsleigh,3,2863
1996,Boy,Ainsley,43,450
1996,Boy,Ajai,3,2863
1996,Boy,Ajani,3,2863
1996,Boy,Ajay,50,414
1996,Boy,Ajit,3,2863
1996,Boy,Ajmal,13,1040
1996,Boy,Akaash,19,784
1996,Boy,Akash,57,379
1996,Boy,Akbar,16,898
1996,Boy,Akeeb,4,2357
1996,Boy,Akeel,14,976
1996,Boy,Akeem,27,605
1996,Boy,Akhil,9,1337
1996,Boy,Akhtar,4,2357
1996,Boy,Akib,5,2020
1996,Boy,Akiel,3,2863
1996,Boy,Akif,6,1765
1996,Boy,Akil,4,2357
1996,Boy,Akim,4,2357
1996,Boy,Akin,3,2863
1996,Boy,Akintunde,3,2863
1996,Boy,Akinyemi,3,2863
1996,Boy,Akira,6,1765
1996,Boy,Akram,7,1591
1996,Boy,Akshay,51,406
1996,Boy,Al,10,1235
1996,Boy,Alaa,4,2357
1996,Boy,Alain,4,2357
1996,Boy,Alamin,9,1337
1996,Boy,Alan,209,163
1996,Boy,Alasdair,71,335
1996,Boy,Alastair,166,195
1996,Boy,Albert,110,261
1996,Boy,Alberto,4,2357
1996,Boy,Albie,17,853
1996,Boy,Albion,3,2863
1996,Boy,Alby,5,2020
1996,Boy,Alden,4,2357
1996,Boy,Alec,109,263
1996,Boy,Aled,69,345
1996,Boy,Aleem,9,1337
1996,Boy,Alejandro,9,1337
1996,Boy,Aleksandar,3,2863
1996,Boy,Aleksander,9,1337
1996,Boy,Aleksi,4,2357
1996,Boy,Alessandro,37,489
1996,Boy,Alessio,12,1104
1996,Boy,Alex,1762,43
1996,Boy,Alexanda,5,2020
1996,Boy,Alexander,4840,14
1996,Boy,Alexandre,26,620
1996,Boy,Alexandros,18,818
1996,Boy,Alexandru,3,2863
1996,Boy,Alexei,5,2020
1996,Boy,Alexi,7,1591
1996,Boy,Alexis,19,784
1996,Boy,Alexzander,4,2357
1996,Boy,Alf,4,2357
1996,Boy,Alfie,372,119
1996,Boy,Alfred,142,218
1996,Boy,Alfredo,3,2863
1996,Boy,Ali,218,157
1996,Boy,Ali-Raza,3,2863
1996,Boy,Aliabbas,3,2863
1996,Boy,Alican,4,2357
1996,Boy,Alick,3,2863
1996,Boy,Alim,10,1235
1996,Boy,Alireza,3,2863
1996,Boy,Alisdair,9,1337
1996,Boy,Alistair,294,133
1996,Boy,Alister,30,564
1996,Boy,Alix,22,704
1996,Boy,Allan,37,489
1996,Boy,Allen,10,1235
1996,Boy,Allister,9,1337
1996,Boy,Ally,3,2863
1996,Boy,Alun,12,1104
1996,Boy,Alvaro,4,2357
1996,Boy,Alvin,11,1168
1996,Boy,Alwyn,8,1458
1996,Boy,Alyn,3,2863
1996,Boy,Amaad,6,1765
1996,Boy,Amaan,25,633
1996,Boy,Amad,3,2863
1996,Boy,Amal,6,1765
1996,Boy,Aman,38,481
1996,Boy,Amandeep,32,535
1996,Boy,Amani,5,2020
1996,Boy,Amanveer,4,2357
1996,Boy,Amar,65,354
1996,Boy,Amardeep,15,938
1996,Boy,Amari,6,1765
1996,Boy,Amarjeet,3,2863
1996,Boy,Amarjit,5,2020
1996,Boy,Amarpal,6,1765
1996,Boy,Amarpreet,3,2863
1996,Boy,Amarveer,3,2863
1996,Boy,Amarvir,3,2863
1996,Boy,Ambrose,8,1458
1996,Boy,Ameen,5,2020
1996,Boy,Ameer,20,755
1996,Boy,Amer,10,1235
1996,Boy,Amil,3,2863
1996,Boy,Amin,19,784
1996,Boy,Amine,4,2357
1996,Boy,Aminul,3,2863
1996,Boy,Aminur,13,1040
1996,Boy,Amir,103,272
1996,Boy,Amirul,3,2863
1996,Boy,Amish,3,2863
1996,Boy,Amit,21,728
1996,Boy,Amjad,6,1765
1996,Boy,Ammaar,6,1765
1996,Boy,Ammar,20,755
1996,Boy,Amos,10,1235
1996,Boy,Amr,6,1765
1996,Boy,Amran,4,2357
1996,Boy,Amrik,8,1458
1996,Boy,Amrit,13,1040
1996,Boy,Amritpal,7,1591
1996,Boy,Anand,18,818
1996,Boy,Anas,15,938
1996,Boy,Anastasios,4,2357
1996,Boy,Anay,3,2863
1996,Boy,Anders,7,1591
1996,Boy,Anderson,4,2357
1996,Boy,Andi,3,2863
1996,Boy,Andre,167,194
1996,Boy,Andrea,9,1337
1996,Boy,Andreas,64,358
1996,Boy,Andrei,9,1337
1996,Boy,Andrej,3,2863
1996,Boy,Andres,7,1591
1996,Boy,Andrew,2676,29
1996,Boy,Andrzej,3,2863
1996,Boy,Andy,32,535
1996,Boy,Aneel,4,2357
1996,Boy,Aneeq,3,2863
1996,Boy,Anees,12,1104
1996,Boy,Aneesh,3,2863
1996,Boy,Aneil,8,1458
1996,Boy,Aneirin,3,2863
1996,Boy,Aneurin,16,898
1996,Boy,Angelo,12,1104
1996,Boy,Angelos,4,2357
1996,Boy,Angus,247,144
1996,Boy,Anhar,3,2863
1996,Boy,Anil,18,818
1996,Boy,Anis,6,1765
1996,Boy,Anish,28,588
1996,Boy,Ankit,9,1337
1996,Boy,Ankur,4,2357
1996,Boy,Anson,3,2863
1996,Boy,Anthony,1045,65
1996,Boy,Antoine,14,976
1996,Boy,Anton,76,319
1996,Boy,Antoni,4,2357
1996,Boy,Antonio,81,303
1996,Boy,Antonios,3,2863
1996,Boy,Antony,217,158
1996,Boy,Anuj,6,1765
1996,Boy,Anwar,10,1235
1996,Boy,Aodhan,3,2863
1996,Boy,Aqeeb,8,1458
1996,Boy,Aqeel,16,898
1996,Boy,Aqib,60,369
1996,Boy,Aqil,5,2020
1996,Boy,Aquib,4,2357
1996,Boy,Arafat,3,2863
1996,Boy,Aran,50,414
1996,Boy,Arandeep,14,976
1996,Boy,Arandip,3,2863
1996,Boy,Aranjit,4,2357
1996,Boy,Arash,3,2863
1996,Boy,Arbaaz,6,1765
1996,Boy,Arbaz,3,2863
1996,Boy,Archibald,17,853
1996,Boy,Archie,169,192
1996,Boy,Arda,3,2863
1996,Boy,Arfan,5,2020
1996,Boy,Ari,5,2020
1996,Boy,Aria,3,2863
1996,Boy,Arian,4,2357
1996,Boy,Aric,4,2357
1996,Boy,Ariel,6,1765
1996,Boy,Arif,22,704
1996,Boy,Arjan,19,784
1996,Boy,Arjun,72,332
1996,Boy,Arlen,5,2020
1996,Boy,Armaan,14,976
1996,Boy,Arman,17,853
1996,Boy,Armand,4,2357
1996,Boy,Armani,8,1458
1996,Boy,Armin,5,2020
1996,Boy,Armon,4,2357
1996,Boy,Arnie,8,1458
1996,Boy,Arnold,18,818
1996,Boy,Aron,86,292
1996,Boy,Aroon,6,1765
1996,Boy,Arran,153,208
1996,Boy,Arrie,4,2357
1996,Boy,Arron,253,138
1996,Boy,Arry,7,1591
1996,Boy,Arsalaan,6,1765
1996,Boy,Arsalan,15,938
1996,Boy,Arshad,8,1458
1996,Boy,Arslaan,9,1337
1996,Boy,Arslan,13,1040
1996,Boy,Arthur,129,234
1996,Boy,Arun,72,332
1996,Boy,Arundeep,9,1337
1996,Boy,Arvin,3,2863
1996,Boy,Arvind,3,2863
1996,Boy,Arvinder,5,2020
1996,Boy,Arwel,10,1235
1996,Boy,Arya,4,2357
1996,Boy,Aryan,5,2020
1996,Boy,Aryeh,3,2863
1996,Boy,Asa,36,505
1996,Boy,Asad,43,450
1996,Boy,Asam,5,2020
1996,Boy,Aseel,3,2863
1996,Boy,Aseem,3,2863
1996,Boy,Ash,4,2357
1996,Boy,Asha,3,2863
1996,Boy,Ashan,3,2863
1996,Boy,Asher,37,489
1996,Boy,Ashfaq,6,1765
1996,Boy,Ashford,3,2863
1996,Boy,Ashir,3,2863
1996,Boy,Ashish,7,1591
1996,Boy,Ashkan,3,2863
1996,Boy,Ashlee,25,633
1996,Boy,Ashleigh,52,402
1996,Boy,Ashley,1874,40
1996,Boy,Ashlie,4,2357
1996,Boy,Ashly,3,2863
1996,Boy,Ashok,3,2863
1996,Boy,Ashraf,25,633
1996,Boy,Ashraful,5,2020
1996,Boy,Ashton,74,327
1996,Boy,Ashwin,9,1337
1996,Boy,Asid,3,2863
1996,Boy,Asif,30,564
1996,Boy,Asim,62,364
1996,Boy,Aslam,7,1591
1996,Boy,Asraf,3,2863
1996,Boy,Assad,6,1765
1996,Boy,Asten,3,2863
1996,Boy,Aston,51,406
1996,Boy,Ateeq,3,2863
1996,Boy,Atif,20,755
1996,Boy,Attif,3,2863
1996,Boy,Auberon,5,2020
1996,Boy,Aubrey,6,1765
1996,Boy,August,3,2863
1996,Boy,Augustin,4,2357
1996,Boy,Augustine,6,1765
1996,Boy,Augustus,19,784
1996,Boy,Austen,19,784
1996,Boy,Austin,65,354
1996,Boy,Austyn,4,2357
1996,Boy,Avi,4,2357
1996,Boy,Avinash,12,1104
1996,Boy,Avrohom,6,1765
1996,Boy,Avtar,3,2863
1996,Boy,Awais,50,414
1996,Boy,Axel,16,898
1996,Boy,Axl,5,2020
1996,Boy,Axton,3,2863
1996,Boy,Ayan,3,2863
1996,Boy,Ayaz,5,2020
1996,Boy,Aydan,6,1765
1996,Boy,Ayden,27,605
1996,Boy,Aydin,17,853
1996,Boy,Aydon,3,2863
1996,Boy,Ayhan,3,2863
1996,Boy,Ayman,14,976
1996,Boy,Aymen,3,2863
1996,Boy,Ayobami,3,2863
1996,Boy,Ayodeji,8,1458
1996,Boy,Ayodele,4,2357
1996,Boy,Ayokunle,5,2020
1996,Boy,Ayomide,11,1168
1996,Boy,Ayoola,4,2357
1996,Boy,Ayoub,6,1765
1996,Boy,Ayran,3,2863
1996,Boy,Ayrton,37,489
1996,Boy,Ayub,10,1235
1996,Boy,Ayyub,6,1765
1996,Boy,Azad,6,1765
1996,Boy,Azam,3,2863
1996,Boy,Azeem,20,755
1996,Boy,Azeez,6,1765
1996,Boy,Azhar,13,1040
1996,Boy,Azim,7,1591
1996,Boy,Aziz,7,1591
1996,Boy,Azizul,3,2863
1996,Boy,Azizur,6,1765
1996,Boy,Babajide,4,2357
1996,Boy,Babak,3,2863
1996,Boy,Babar,4,2357
1996,Boy,Babatunde,13,1040
1996,Boy,Baber,3,2863
1996,Boy,Baden,4,2357
1996,Boy,Bailey,109,263
1996,Boy,Balal,5,2020
1996,Boy,Baldeep,5,2020
1996,Boy,Baljinder,3,2863
1996,Boy,Ballal,3,2863
1996,Boy,Balraj,16,898
1996,Boy,Bamidele,5,2020
1996,Boy,Baran,5,2020
1996,Boy,Baris,7,1591
1996,Boy,Barnabas,10,1235
1996,Boy,Barnaby,113,251
1996,Boy,Barney,37,489
1996,Boy,Barrie,10,1235
1996,Boy,Barry,45,441
1996,Boy,Bartholomew,12,1104
1996,Boy,Barton,3,2863
1996,Boy,Bashir,6,1765
1996,Boy,Basil,6,1765
1996,Boy,Basit,4,2357
1996,Boy,Baxter,5,2020
1996,Boy,Baylee,3,2863
1996,Boy,Bayley,16,898
1996,Boy,Beau,41,458
1996,Boy,Bedwyr,3,2863
1996,Boy,Belal,4,2357
1996,Boy,Ben,2332,34
1996,Boy,Benedict,176,185
1996,Boy,Benito,15,938
1996,Boy,Benjaman,7,1591
1996,Boy,Benjamen,8,1458
1996,Boy,Benjamin,4805,15
1996,Boy,Benjiman,4,2357
1996,Boy,Benn,49,419
1996,Boy,Benny,4,2357
1996,Boy,Benoit,4,2357
1996,Boy,Benson,6,1765
1996,Boy,Bentley,3,2863
1996,Boy,Benton,4,2357
1996,Boy,Beren,4,2357
1996,Boy,Berkan,3,2863
1996,Boy,Berkay,5,2020
1996,Boy,Bernard,23,680
1996,Boy,Bertie,6,1765
1996,Boy,Bertram,14,976
1996,Boy,Bevan,13,1040
1996,Boy,Bharat,5,2020
1996,Boy,Bhavesh,3,2863
1996,Boy,Bhavik,9,1337
1996,Boy,Bhavin,8,1458
1996,Boy,Bhupinder,4,2357
1996,Boy,Bilaal,16,898
1996,Boy,Bilal,144,216
1996,Boy,Bill,15,938
1996,Boy,Billal,4,2357
1996,Boy,Billie,10,1235
1996,Boy,Billy,914,71
1996,Boy,Billy-Jo,3,2863
1996,Boy,Billy-Joe,14,976
1996,Boy,Billy-Ray,7,1591
1996,Boy,Billyjoe,4,2357
1996,Boy,Binyamin,3,2863
1996,Boy,Binyomin,4,2357
1996,Boy,Bjorn,6,1765
1996,Boy,Blade,5,2020
1996,Boy,Blain,4,2357
1996,Boy,Blaine,35,513
1996,Boy,Blair,14,976
1996,Boy,Blaise,9,1337
1996,Boy,Blaize,5,2020
1996,Boy,Blake,154,207
1996,Boy,Blane,7,1591
1996,Boy,Blayne,6,1765
1996,Boy,Blaze,3,2863
1996,Boy,Bleddyn,7,1591
1996,Boy,Blu,3,2863
1996,Boy,Blue,5,2020
1996,Boy,Bob,6,1765
1996,Boy,Bobbie,14,976
1996,Boy,Bobby,126,238
1996,Boy,Bodrul,4,2357
1996,Boy,Boluwatife,4,2357
1996,Boy,Boris,5,2020
1996,Boy,Boyd,4,2357
1996,Boy,Brad,164,197
1996,Boy,Brad-Lee,5,2020
1996,Boy,Bradd,8,1458
1996,Boy,Braden,32,535
1996,Boy,Bradlee,9,1337
1996,Boy,Bradleigh,17,853
1996,Boy,Bradley,2557,31
1996,Boy,Bradly,5,2020
1996,Boy,Brady,32,535
1996,Boy,Bram,4,2357
1996,Boy,Bramwell,3,2863
1996,Boy,Brandan,22,704
1996,Boy,Branden,19,784
1996,Boy,Brandon,1337,53
1996,Boy,Brandon-Lee,9,1337
1996,Boy,Brandonlee,3,2863
1996,Boy,Brannan,3,2863
1996,Boy,Brannon,8,1458
1996,Boy,Brayden,7,1591
1996,Boy,Braydon,7,1591
1996,Boy,Brendan,192,174
1996,Boy,Brenden,8,1458
1996,Boy,Brendon,56,389
1996,Boy,Brennan,20,755
1996,Boy,Brennen,4,2357
1996,Boy,Brennon,3,2863
1996,Boy,Brent,16,898
1996,Boy,Brenton,4,2357
1996,Boy,Bret,16,898
1996,Boy,Brett,214,159
1996,Boy,Brian,113,251
1996,Boy,Brice,3,2863
1996,Boy,Brodie,46,435
1996,Boy,Brody,12,1104
1996,Boy,Brogan,34,520
1996,Boy,Bronson,5,2020
1996,Boy,Brook,16,898
1996,Boy,Brooke,4,2357
1996,Boy,Bruce,39,472
1996,Boy,Bruno,16,898
1996,Boy,Bryan,39,472
1996,Boy,Bryce,26,620
1996,Boy,Brychan,6,1765
1996,Boy,Bryden,3,2863
1996,Boy,Bryn,84,296
1996,Boy,Brynley,5,2020
1996,Boy,Brynmor,4,2357
1996,Boy,Brynn,5,2020
1996,Boy,Bryson,3,2863
1996,Boy,Buddy,4,2357
1996,Boy,Burak,13,1040
1996,Boy,Buster,6,1765
1996,Boy,Byron,46,435
1996,Boy,Cade,14,976
1996,Boy,Caelan,9,1337
1996,Boy,Caen,4,2357
1996,Boy,Cagdas,3,2863
1996,Boy,Cai,46,435
1996,Boy,Cailean,3,2863
1996,Boy,Cailem,3,2863
1996,Boy,Cailen,3,2863
1996,Boy,Cailum,4,2357
1996,Boy,Cain,83,300
1996,Boy,Caine,51,406
1996,Boy,Caio,5,2020
1996,Boy,Cairan,3,2863
1996,Boy,Cairo,6,1765
1996,Boy,Caius,5,2020
1996,Boy,Cal,4,2357
1996,Boy,Calam,9,1337
1996,Boy,Calan,12,1104
1996,Boy,Calder,3,2863
1996,Boy,Cale,10,1235
1996,Boy,Caleb,177,183
1996,Boy,Calem,9,1337
1996,Boy,Calen,4,2357
1996,Boy,Callam,70,341
1996,Boy,Callan,49,419
1996,Boy,Callen,5,2020
1996,Boy,Callum,4281,20
1996,Boy,Callumn,5,2020
1996,Boy,Callun,5,2020
1996,Boy,Calum,614,91
1996,Boy,Calumn,3,2863
1996,Boy,Calvin,147,214
1996,Boy,Camden,4,2357
1996,Boy,Cameran,6,1765
1996,Boy,Cameron,1791,42
1996,Boy,Campbell,25,633
1996,Boy,Camran,5,2020
1996,Boy,Camron,9,1337
1996,Boy,Can,15,938
1996,Boy,Canaan,5,2020
1996,Boy,Caner,4,2357
1996,Boy,Caolan,14,976
1996,Boy,Carey,3,2863
1996,Boy,Carl,387,116
1996,Boy,Carlin,4,2357
1996,Boy,Carlo,19,784
1996,Boy,Carlos,37,489
1996,Boy,Carlton,40,464
1996,Boy,Carmine,4,2357
1996,Boy,Carrick,6,1765
1996,Boy,Carson,4,2357
1996,Boy,Carter,20,755
1996,Boy,Carwyn,40,464
1996,Boy,Cary,6,1765
1996,Boy,Casey,131,233
1996,Boy,Cashel,4,2357
1996,Boy,Casim,3,2863
1996,Boy,Caspar,12,1104
1996,Boy,Casper,4,2357
1996,Boy,Caspian,3,2863
1996,Boy,Cassian,5,2020
1996,Boy,Cassidy,6,1765
1996,Boy,Cassius,9,1337
1996,Boy,Cathal,4,2357
1996,Boy,Cavan,16,898
1996,Boy,Cawley,3,2863
1996,Boy,Caylem,4,2357
1996,Boy,Caylum,4,2357
1996,Boy,Cayne,3,2863
1996,Boy,Cecil,4,2357
1996,Boy,Cedric,6,1765
1996,Boy,Ceiran,7,1591
1996,Boy,Ceiron,5,2020
1996,Boy,Cellan,5,2020
1996,Boy,Celyn,3,2863
1996,Boy,Cem,18,818
1996,Boy,Cenk,4,2357
1996,Boy,Ceri,12,1104
1996,Boy,Cerith,3,2863
1996,Boy,Ceyhun,4,2357
1996,Boy,Chace,7,1591
1996,Boy,Chad,115,248
1996,Boy,Chadd,7,1591
1996,Boy,Chadley,4,2357
1996,Boy,Chae,4,2357
1996,Boy,Chaim,22,704
1996,Boy,Chan,3,2863
1996,Boy,Chance,13,1040
1996,Boy,Chand,5,2020
1996,Boy,Chandler,37,489
1996,Boy,Charalambos,7,1591
1996,Boy,Charlee,6,1765
1996,Boy,Charles,1738,44
1996,Boy,Charley,95,283
1996,Boy,Charlie,1912,38
1996,Boy,Charlton,15,938
1996,Boy,Charly,11,1168
1996,Boy,Chas,8,1458
1996,Boy,Chase,17,853
1996,Boy,Chaudhary,5,2020
1996,Boy,Chavez,3,2863
1996,Boy,Chay,39,472
1996,Boy,Chaz,4,2357
1996,Boy,Che,24,654
1996,Boy,Chester,24,654
1996,Boy,Chetan,7,1591
1996,Boy,Chey,4,2357
1996,Boy,Cheyenne,3,2863
1996,Boy,Chezney,3,2863
1996,Boy,Chi,14,976
1996,Boy,Chike,5,2020
1996,Boy,Chino,3,2863
1996,Boy,Chiraag,3,2863
1996,Boy,Chirag,11,1168
1996,Boy,Chiron,3,2863
1996,Boy,Chris,17,853
1996,Boy,Christian,627,90
1996,Boy,Christie,11,1168
1996,Boy,Christien,3,2863
1996,Boy,Christopher,3483,25
1996,Boy,Christos,12,1104
1996,Boy,Christy,17,853
1996,Boy,Chukwudi,3,2863
1996,Boy,Chukwuemeka,7,1591
1996,Boy,Chun,9,1337
1996,Boy,Cian,65,354
1996,Boy,Ciaran,278,136
1996,Boy,Ciaren,4,2357
1996,Boy,Ciaron,5,2020
1996,Boy,Cieran,27,605
1996,Boy,Cieron,3,2863
1996,Boy,Cillian,12,1104
1996,Boy,Clarence,4,2357
1996,Boy,Clark,26,620
1996,Boy,Clarke,6,1765
1996,Boy,Claude,18,818
1996,Boy,Claudio,7,1591
1996,Boy,Clay,4,2357
1996,Boy,Clayton,55,390
1996,Boy,Clement,15,938
1996,Boy,Clifford,14,976
1996,Boy,Clint,9,1337
1996,Boy,Clinton,19,784
1996,Boy,Clive,16,898
1996,Boy,Clyde,4,2357
1996,Boy,Cobi,12,1104
1996,Boy,Cobie,6,1765
1996,Boy,Coby,16,898
1996,Boy,Codi,3,2863
1996,Boy,Codie,6,1765
1996,Boy,Cody,40,464
1996,Boy,Cohan,3,2863
1996,Boy,Cohen,6,1765
1996,Boy,Colby,17,853
1996,Boy,Cole,47,427
1996,Boy,Colin,76,319
1996,Boy,Collin,3,2863
1996,Boy,Colm,21,728
1996,Boy,Colt,4,2357
1996,Boy,Colton,9,1337
1996,Boy,Colum,7,1591
1996,Boy,Conagh,6,1765
1996,Boy,Conah,12,1104
1996,Boy,Conal,17,853
1996,Boy,Conall,16,898
1996,Boy,Conan,12,1104
1996,Boy,Conar,5,2020
1996,Boy,Conaugh,3,2863
1996,Boy,Coner,6,1765
1996,Boy,Conna,20,755
1996,Boy,Connagh,14,976
1996,Boy,Connah,57,379
1996,Boy,Connaire,10,1235
1996,Boy,Connal,7,1591
1996,Boy,Connall,8,1458
1996,Boy,Connar,18,818
1996,Boy,Connel,9,1337
1996,Boy,Connell,10,1235
1996,Boy,Conner,229,151
1996,Boy,Connor,5009,13
1996,Boy,Conor,1081,63
1996,Boy,Conrad,39,472
1996,Boy,Constantine,5,2020
1996,Boy,Constantinos,4,2357
1996,Boy,Conway,3,2863
1996,Boy,Coran,4,2357
1996,Boy,Corbin,8,1458
1996,Boy,Cordell,4,2357
1996,Boy,Corey,527,101
1996,Boy,Cori,19,784
1996,Boy,Corie,13,1040
1996,Boy,Corin,10,1235
1996,Boy,Cormac,33,526
1996,Boy,Cormack,3,2863
1996,Boy,Cornelius,7,1591
1996,Boy,Corran,4,2357
1996,Boy,Corrie,21,728
1996,Boy,Cortney,3,2863
1996,Boy,Cory,252,140
1996,Boy,Cosmo,5,2020
1996,Boy,Courtney,116,247
1996,Boy,Craig,705,81
1996,Boy,Crispin,5,2020
1996,Boy,Cristian,5,2020
1996,Boy,Cristiano,4,2357
1996,Boy,Cullan,5,2020
1996,Boy,Cullen,10,1235
1996,Boy,Cullum,4,2357
1996,Boy,Curran,4,2357
1996,Boy,Curtis,757,78
1996,Boy,Curtis-Lee,3,2863
1996,Boy,Curtiss,3,2863
1996,Boy,Cy,9,1337
1996,Boy,Cyle,3,2863
1996,Boy,Cynan,3,2863
1996,Boy,Cyril,4,2357
1996,Boy,Cyrus,29,573
1996,Boy,D'Arcy,5,2020
1996,Boy,Daanish,4,2357
1996,Boy,Daanyaal,12,1104
1996,Boy,Dafydd,84,296
1996,Boy,Dahir,3,2863
1996,Boy,Dain,4,2357
1996,Boy,Daire,5,2020
1996,Boy,Dakota,6,1765
1996,Boy,Dale,373,117
1996,Boy,Daley,6,1765
1996,Boy,Dalian,4,2357
1996,Boy,Daljit,3,2863
1996,Boy,Dalton,32,535
1996,Boy,Dalvin,6,1765
1996,Boy,Damani,6,1765
1996,Boy,Damian,83,300
1996,Boy,Damien,90,288
1996,Boy,Damilola,4,2357
1996,Boy,Damion,12,1104
1996,Boy,Damon,136,226
1996,Boy,Dan,26,620
1996,Boy,Dane,80,305
1996,Boy,Dani,6,1765
1996,Boy,Daniaal,9,1337
1996,Boy,Danial,32,535
1996,Boy,Daniel,10338,2
1996,Boy,Daniel-Lee,3,2863
1996,Boy,Daniele,11,1168
1996,Boy,Danilo,3,2863
1996,Boy,Danish,13,1040
1996,Boy,Daniyaal,4,2357
1996,Boy,Daniyal,9,1337
1996,Boy,Danny,565,98
1996,Boy,Danny-Lee,3,2863
1996,Boy,Dante,11,1168
1996,Boy,Danyaal,17,853
1996,Boy,Danyal,44,445
1996,Boy,Daragh,11,1168
1996,Boy,Darby,3,2863
1996,Boy,Darcy,17,853
1996,Boy,Darian,16,898
1996,Boy,Darien,23,680
1996,Boy,Dario,18,818
1996,Boy,Darius,59,374
1996,Boy,Dariush,3,2863
1996,Boy,Darnel,5,2020
1996,Boy,Darnell,29,573
1996,Boy,Darragh,24,654
1996,Boy,Darran,7,1591
1996,Boy,Darrel,17,853
1996,Boy,Darrell,29,573
1996,Boy,Darren,343,123
1996,Boy,Darrian,5,2020
1996,Boy,Darron,4,2357
1996,Boy,Darryl,71,335
1996,Boy,Darshan,8,1458
1996,Boy,Darwin,6,1765
1996,Boy,Daryl,111,257
1996,Boy,Daryll,11,1168
1996,Boy,Daud,7,1591
1996,Boy,Daulton,4,2357
