song_id,performer,song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity
(He's) Raining In My SunshineJay & The Americans,Jay & The Americans,(He's) Raining In My Sunshine,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",120BvxQsMS1M41PdBClcxa,NA,195733,FALSE,Come A Little Bit Closer: The Best Of Jay & The Americans,0.478,0.298,2,-13.842,1,0.0342,0.74,1.11e-5,0.139,0.376,110.006,4,10
(He's) The Great ImpostorThe Fleetwoods,The Fleetwoods,(He's) The Great Impostor,"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'vocal harmony group']",2NBfPm9rWk2nYVDengT80Z,https://p.scdn.co/mp3-preview/aad77e322af047f2644169ec946930187f58e0d9?cid=b8d3901151d34489a160e3cf0ab1fa94,132101,FALSE,The Fleetwoods Greatest Hits,0.499,0.249,5,-11.793,1,0.0422,0.733,0,0.105,0.539,117.163,4,15
(Here They Come) From All Over The WorldJan & Dean,Jan & Dean,(Here They Come) From All Over The World,['christmas instrumental'],5TrvERHRtiRshORTehfs0w,NA,164600,FALSE,Surf City: The Best Of Jan & Dean,0.461,0.68,0,-10.699,1,0.0446,0.621,7.74e-6,0.906,0.957,149.771,4,15
(Hey Won't You Play) Another Somebody Done Somebody Wrong SongB.J. Thomas,B.J. Thomas,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic country pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",0b7qiL1rLbUUpGXczt7p5T,NA,206066,FALSE,Reunion,0.637,0.528,4,-11.287,1,0.0328,0.744,0,0.114,0.702,124.806,4,40
(Hot S**t) Country GrammarNelly,Nelly,(Hot S**t) Country Grammar,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(How Bout A Little Hand For) The Boys In The BandThe Boys In The Band,The Boys In The Band,(How Bout A Little Hand For) The Boys In The Band,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(How Can I Write On Paper) What I Feel In My HeartJim Reeves,Jim Reeves,(How Can I Write On Paper) What I Feel In My Heart,"['adult standards', 'nashville sound', 'rock-and-roll']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - PCheech & Chong,Cheech & Chong,(How I Spent My Summer Vacation) Or A Day At The Beach With Pedro & Man - P,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(How To Be A) MillionaireABC,ABC,(How To Be A) Millionaire,[],3zC02nmo5OrDDMW3U905AU,NA,215733,FALSE,How To Be A Zillionaire,0.718,0.755,2,-9.683,1,0.0534,0.281,1.18e-5,0.0614,0.832,121.678,4,29
(I Believe) There's Nothing Stronger Than Our LovePaul Anka/Odia Coates,Paul Anka/Odia Coates,(I Believe) There's Nothing Stronger Than Our Love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I Can Feel Those Vibrations) This Love Is RealJackie Wilson,Jackie Wilson,(I Can Feel Those Vibrations) This Love Is Real,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",2QM3bCcmAwiuwDvhIispV8,https://p.scdn.co/mp3-preview/341d37a9332998e830abfbcdb46bf65a6dd8139c?cid=b8d3901151d34489a160e3cf0ab1fa94,175146,FALSE,The Ultimate Jackie Wilson,0.63,0.8,2,-6.002,1,0.15,0.429,0,0.3,0.736,120.811,4,26
(I Can Feel Your Love) Slipping AwayBarbara Mason,Barbara Mason,(I Can Feel Your Love) Slipping Away,"['classic soul', 'funk', 'motown', 'philly soul', 'quiet storm', 'southern soul']",37kJMIJyTv96Tns8QgsOJn,https://p.scdn.co/mp3-preview/0692f0732a4bf399249151bcc57edd0d62138b5b?cid=b8d3901151d34489a160e3cf0ab1fa94,199626,FALSE,Cooler Than Ice: Arctic Records and the Rise of Philly Soul,0.44,0.427,0,-5.455,1,0.0254,0.563,0,0.295,0.335,77.412,3,16
(I Can't Get No) SatisfactionThe Rolling Stones,The Rolling Stones,(I Can't Get No) Satisfaction,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",2PzU4IB8Dr6mxV3lHuaG34,NA,222813,FALSE,Out Of Our Heads,0.725,0.853,2,-7.842,1,0.0353,0.0348,0.127,0.196,0.904,136.282,4,78
(I Can't Help You) I'm Falling TooSkeeter Davis,Skeeter Davis,(I Can't Help You) I'm Falling Too,"['brill building pop', 'nashville sound']",5MXe6dKcR6iO33GWzVW8cr,https://p.scdn.co/mp3-preview/c116a9c6b95d4b6384d9320685e84388b9ac6364?cid=b8d3901151d34489a160e3cf0ab1fa94,165266,FALSE,The Essential Skeeter Davis,0.617,0.197,9,-12.145,1,0.0267,0.777,0,0.133,0.384,91.209,4,23
"(I Could Only) Whisper Your NameHarry Connick, Jr.","Harry Connick, Jr.",(I Could Only) Whisper Your Name,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",68EKUNtzGVapUS30PJDVKs,https://p.scdn.co/mp3-preview/fe4b109b248e6c714e37278ee5039ddfc66bc83b?cid=b8d3901151d34489a160e3cf0ab1fa94,289970,FALSE,She,0.682,0.572,5,-7.067,0,0.045,0.191,0.204,0.0504,0.844,89.083,4,34
(I Cried at) Laura's WeddingBarbara Lynn,Barbara Lynn,(I Cried at) Laura's Wedding,"['classic soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",1kWnbqS0pNBX9UNFIdBoXw,https://p.scdn.co/mp3-preview/31d79bfd866c910c4fe0b619e0e0ee8f5d8c3622?cid=b8d3901151d34489a160e3cf0ab1fa94,158213,FALSE,The Jamie Singles Collection 1962-1965,0.579,0.299,7,-8.729,1,0.0304,0.84,4.71e-5,0.117,0.194,89.463,3,2
(I Do The) Shimmy ShimmyBobby Freeman,Bobby Freeman,(I Do The) Shimmy Shimmy,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",2FQcPtw6VJ8t2D8YC6OiCC,https://p.scdn.co/mp3-preview/835a6d254c287a4af69dcb1e6dda0c9db5f70791?cid=b8d3901151d34489a160e3cf0ab1fa94,157466,FALSE,Greatest Hits,0.508,0.857,2,-5.498,1,0.04,0.74,0,0.365,0.891,88.579,4,3
(I Don't Care) Only Love MeSteve Lawrence,Steve Lawrence,(I Don't Care) Only Love Me,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'vocal jazz']",2tve82MQkxXX1WsdxpI4sk,NA,153600,FALSE,The Best Of,0.56,0.516,5,-12.275,0,0.183,0.468,1.07e-4,0.173,0.825,141.812,4,13
(I Don't Want To Love You But) You Got Me AnywaySutherland Brothers And Quiver,Sutherland Brothers And Quiver,(I Don't Want To Love You But) You Got Me Anyway,['classic uk pop'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I Hate) Everything About YouThree Days Grace,Three Days Grace,(I Hate) Everything About You,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']",6rUp7v3l8yC4TKxAAR5Bmx,https://p.scdn.co/mp3-preview/8893669447625edf76339cdd67a338dad034a7ea?cid=b8d3901151d34489a160e3cf0ab1fa94,231480,FALSE,Three Days Grace (Deluxe Version),0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,4,74
(I Just) Died In Your ArmsCutting Crew,Cutting Crew,(I Just) Died In Your Arms,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",0YPXkQthLWrhNGoKTbwCJ8,NA,278626,FALSE,The Best Of Cutting Crew,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-5,0.0678,0.499,124.919,4,70
(I Know I Got) SkillzShaquille O'Neal,Shaquille O'Neal,(I Know I Got) Skillz,['new jersey rap'],0TEQ2QmFXnHCgQvYuvsbp2,https://p.scdn.co/mp3-preview/6a164d9db727f8583342cbd3d7b125b66e9e5332?cid=b8d3901151d34489a160e3cf0ab1fa94,263053,FALSE,Shaq Diesel,0.801,0.875,7,-9.705,1,0.0995,0.00366,0.425,0.182,0.637,91.983,4,33
(I Know) I'm Losing YouRare Earth,Rare Earth,(I Know) I'm Losing You,"['blues rock', 'classic rock', 'motown']",18bZGZU0wZ2lV1SEDoXqqr,NA,215986,FALSE,Ecology,0.38,0.532,6,-14.477,1,0.0434,0.537,4.62e-5,0.321,0.79,99.865,4,32
(I Know) I'm Losing YouRod Stewart With Faces,Rod Stewart With Faces,(I Know) I'm Losing You,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I Know) I'm Losing YouThe Temptations,The Temptations,(I Know) I'm Losing You,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",6y8o4V2R2dSt2ijgL8C72W,NA,149493,FALSE,With A Lot O' Soul,0.634,0.503,5,-11.89,1,0.0282,0.5,0,0.0465,0.813,109.57,4,44
(I Know) I'm Losing YouUptown,Uptown,(I Know) I'm Losing You,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I Love You) Don't You Forget ItPerry Como,Perry Como,(I Love You) Don't You Forget It,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I Never Promised You A) Rose GardenMartina McBride,Martina McBride,(I Never Promised You A) Rose Garden,"['contemporary country', 'country', 'country dawn', 'country road']",6goA1BGYQSSricr7oV8r8m,https://p.scdn.co/mp3-preview/65d5137fd83ff2c10c628502147570042302d06a?cid=b8d3901151d34489a160e3cf0ab1fa94,195573,FALSE,The Essential Martina McBride,0.577,0.728,2,-6.944,1,0.0478,0.503,0,0.133,0.78,131.908,4,30
(I Remember) Summer MorningVanity Fare,Vanity Fare,(I Remember) Summer Morning,"['bubblegum pop', 'classic uk pop', 'merseybeat']",5iDkKAJZxGaqIo4Z32ZbjD,https://p.scdn.co/mp3-preview/10809612f825fcf98d914d9cda3485edb226d95f?cid=b8d3901151d34489a160e3cf0ab1fa94,178418,FALSE,Early in the Morning,0.528,0.341,4,-12.768,0,0.03,0.922,0,0.135,0.337,111.336,4,3
(I Wanna) Dance With The TeacherThe Olympics,The Olympics,(I Wanna) Dance With The Teacher,"['doo-wop', 'rhythm and blues']",3rHQ8LI3Rrw2hy7H4FtbFw,https://p.scdn.co/mp3-preview/d6e33d7dfe1f63f3458d0eb4e71285ed2fea2ce3?cid=b8d3901151d34489a160e3cf0ab1fa94,107317,FALSE,The Very Best of the Olympics,0.567,0.458,4,-15.353,1,0.0623,0.428,0.0412,0.356,0.829,85.189,4,1
(I Wanna) Love My Life AwayGene Pitney,Gene Pitney,(I Wanna) Love My Life Away,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']",1fNR9tY52D1V79V5eNqxxx,https://p.scdn.co/mp3-preview/5be4e9acd6d2bf25525372ae5811c06a7f5789a2?cid=b8d3901151d34489a160e3cf0ab1fa94,114906,FALSE,The Best Of Gene Pitney,0.548,0.694,0,-9.356,1,0.0359,0.811,5.38e-5,0.596,0.924,136.36,4,26
(I Wanna) TestifyThe Parliaments,The Parliaments,(I Wanna) Testify,[],0xAqhyWvTkfcdFgm7dozMO,https://p.scdn.co/mp3-preview/ba2d79fa2c43227fb4ba82b005dec1cfd4bf87d8?cid=b8d3901151d34489a160e3cf0ab1fa94,183693,FALSE,So Fine: '60s One Hit Wonders,0.668,0.702,10,-5.75,1,0.033,0.336,0,0.0521,0.754,105.227,4,16
(I was) Born To CryDion,Dion,(I was) Born To Cry,"['canadian pop', 'dance pop']",5P6O4yi0sZ4JUOJAlmZvxM,NA,147560,FALSE,The Best Of Dion & The Belmonts,0.396,0.568,7,-11.25,0,0.0639,0.322,0,0.181,0.607,119.676,4,28
(I Washed My Hands In) Muddy WaterJohnny Rivers,Johnny Rivers,(I Washed My Hands In) Muddy Water,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'soft rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I Will Be Your) Shadow In The StreetAllan Clarke,Allan Clarke,(I Will Be Your) Shadow In The Street,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I'd Know You) AnywhereAshford & Simpson,Ashford & Simpson,(I'd Know You) Anywhere,"['broadway', 'hollywood', 'show tunes']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I'll Be With You In) Apple Blossom TimeTab Hunter,Tab Hunter,(I'll Be With You In) Apple Blossom Time,['deep adult standards'],7p4NwdRBX4tbBaQBRZXnTM,https://p.scdn.co/mp3-preview/53a0d13997c23738b4ffaa1e5e47f7a7b0115f20?cid=b8d3901151d34489a160e3cf0ab1fa94,130759,FALSE,Your Pop - Tastic! Collectio,0.585,0.45,8,-9.468,1,0.0357,0.856,4.92e-6,0.0777,0.627,130.16,4,8
(I'm A) Road RunnerJr. Walker & The All Stars,Jr. Walker & The All Stars,(I'm A) Road Runner,"['outlaw country', 'redneck']",5llZqDjRHnn5pAUswFqQCf,NA,165946,FALSE,Shotgun,0.755,0.695,5,-6.56,1,0.0281,0.0533,0,0.295,0.851,125.256,4,48
(I'm A) YoYo ManRick Cunha,Rick Cunha,(I'm A) YoYo Man,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I'm Going By) The Stars In Your EyesRon Banks And The Dramatics,Ron Banks And The Dramatics,(I'm Going By) The Stars In Your Eyes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(I'm Just A) Fool For YouGene Chandler,Gene Chandler,(I'm Just A) Fool For You,"['brill building pop', 'chicago soul', 'classic soul', 'doo-wop', 'motown', 'northern soul', 'rhythm and blues', 'soul', 'southern soul']",0FESeUvkf85Xj65Yv08Ovf,https://p.scdn.co/mp3-preview/3d981e7011684b95bdf45714180e40b2bf04293e?cid=b8d3901151d34489a160e3cf0ab1fa94,160853,FALSE,The Girl Don't Care,0.564,0.623,2,-9.553,1,0.0319,0.288,1.31e-5,0.0947,0.911,110.613,4,8
(I'm Not Your) Steppin' StoneThe Monkees,The Monkees,(I'm Not Your) Steppin' Stone,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",7dvtNWoHd3ioEBmIl0s3In,https://p.scdn.co/mp3-preview/43d579d5bcc7d92a53c7b4b9146a5d2c645f9d30?cid=b8d3901151d34489a160e3cf0ab1fa94,146533,FALSE,More of The Monkees (Deluxe Edition),0.537,0.677,5,-4.437,1,0.0301,0.0151,1.99e-4,0.0981,0.324,131.477,4,45
(I'm So) Afraid Of Losing You AgainCharley Pride,Charley Pride,(I'm So) Afraid Of Losing You Again,"['classic country pop', 'country', 'country rock', 'nashville sound']",5drsRsgpbfvKGlhMcb5hKt,https://p.scdn.co/mp3-preview/26fabb75f960a3e8ae44bfc7903f651cf063cadc?cid=b8d3901151d34489a160e3cf0ab1fa94,173320,FALSE,Greatest Hits Collection,0.525,0.354,4,-12.332,1,0.0344,0.466,3.86e-5,0.246,0.495,109.498,4,30
(I'm Watching) Every Little Move You MakeLittle Peggy March,Little Peggy March,(I'm Watching) Every Little Move You Make,['brill building pop'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(i've Been) Searchin' So LongChicago,Chicago,(i've Been) Searchin' So Long,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",3z9pBucv2HHp1gYaTcQwiI,https://p.scdn.co/mp3-preview/4380998b256a31e82ce8ac356476655a14fa1151?cid=b8d3901151d34489a160e3cf0ab1fa94,268426,FALSE,Chicago VII (Expanded & Remastered),0.194,0.591,0,-6.181,1,0.0318,0.118,6.43e-5,0.2,0.164,171.066,4,41
(I've Got) BonnieBobby Rydell,Bobby Rydell,(I've Got) Bonnie,"['adult standards', 'brill building pop', 'bubblegum pop', 'deep adult standards', 'doo-wop', 'merseybeat', 'rock-and-roll', 'rockabilly']",5XbZjYB4z9OIJhutiDJeSV,NA,147000,FALSE,The Best Of Bobby Rydell,0.329,0.398,2,-7.385,1,0.0286,0.77,0,0.242,0.698,75.194,4,10
(I've Got) Spring FeverLittle Willie John,Little Willie John,(I've Got) Spring Fever,"['rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",2QgRceE7yUSn82yLDAA3ZS,https://p.scdn.co/mp3-preview/1abfac68ff69a358974ece3f993716a3f4ad0c5c?cid=b8d3901151d34489a160e3cf0ab1fa94,131533,FALSE,28 Big Ones,0.699,0.373,0,-12.653,1,0.0813,0.801,0.518,0.0764,0.73,134.923,4,2
(I've Had) The Time Of My LifeBill Medley & Jennifer Warnes,Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,['soft rock'],4BFMQ15vXr626UOoZL8bUI,https://p.scdn.co/mp3-preview/a8fb0eb28d9d8f6ca56252a18ba84ecbe434a294?cid=b8d3901151d34489a160e3cf0ab1fa94,289066,FALSE,Platinum & Gold Collection,0.7,0.781,6,-8.255,0,0.0507,0.0874,0.00342,0.059,0.385,108.695,4,70
(I've Had) The Time Of My LifeGlee Cast,Glee Cast,(I've Had) The Time Of My Life,"['glee club', 'hollywood', 'post-teen pop']",1wYDz3NuqlGxPnQDX8OuV6,https://p.scdn.co/mp3-preview/160f06753d3555c8699ed1d9165de2c79c076023?cid=b8d3901151d34489a160e3cf0ab1fa94,277560,FALSE,Glee: The Musi,0.459,0.77,9,-5.996,1,0.0472,0.0765,0,0.0879,0.168,110.705,4,49
(If Loving You Is Wrong) I Don't Want To Be RightBarbara Mandrell,Barbara Mandrell,(If Loving You Is Wrong) I Don't Want To Be Right,"['classic country pop', 'country', 'country gospel', 'country rock']",1cxjGdsHJn2vo17AbWLFzu,NA,185013,FALSE,Ultimate Collection: Barbara Mandrell,0.628,0.536,4,-10.905,0,0.0324,0.038,1.23e-5,0.115,0.704,74.862,4,35
(If Loving You Is Wrong) I Don't Want To Be RightLuther Ingram,Luther Ingram,(If Loving You Is Wrong) I Don't Want To Be Right,"['classic soul', 'memphis soul', 'southern soul']",54K7o2yNOMZYCtEDnfD6wI,https://p.scdn.co/mp3-preview/ca9a8c56b939a8c3f70c8a17f8f6f2e6a201fd06?cid=b8d3901151d34489a160e3cf0ab1fa94,216800,FALSE,(If Loving You Is Wrong) I Don't Want to Be Right,0.502,0.451,4,-7.423,0,0.0438,0.283,0,0.154,0.531,140.474,4,48
(If There Was) Any Other WayCeline Dion,Celine Dion,(If There Was) Any Other Way,"['canadian pop', 'dance pop']",5yh5RqpOXYN3iiJe07mNNf,https://p.scdn.co/mp3-preview/e83a3577c394cf3cdf6454ce84928b465a6d902d?cid=b8d3901151d34489a160e3cf0ab1fa94,240093,FALSE,Unison,0.671,0.784,7,-8.672,0,0.0322,0.239,3.6e-6,0.139,0.904,124.013,4,28
(if You Add) All The Love In The WorldMac Davis,Mac Davis,(if You Add) All The Love In The World,"['bubblegum pop', 'country rock']",1P7yXlWH1VjAlu8x1cawmb,https://p.scdn.co/mp3-preview/e2a485c347ff96be72541be9844b5d8509a52615?cid=b8d3901151d34489a160e3cf0ab1fa94,213106,FALSE,The Best Of Mac Davis,0.371,0.433,10,-10.908,1,0.0343,0.66,1.33e-5,0.103,0.359,159.27,4,5
"(If You Cry) True Love, True LoveThe Drifters",The Drifters,"(If You Cry) True Love, True Love","['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']",2mfo3AK0aZzTGcXD0LnLqx,https://p.scdn.co/mp3-preview/be6dadb63180875512f1ab3dbdd1458c5f16920b?cid=b8d3901151d34489a160e3cf0ab1fa94,141426,FALSE,Up On The Roof: The Best Of The Drifters,0.511,0.236,0,-14.496,1,0.043,0.67,0,0.0953,0.196,141.222,4,16
(If You Let Me Make Love To You Then) Why Can't I Touch You?Ronnie Dyson,Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can't I Touch You?,['classic soul'],5QQOXL6qvhobRG7zfjQCXW,https://p.scdn.co/mp3-preview/087b7171b494a0ee6c3e319c3456d48192e903b7?cid=b8d3901151d34489a160e3cf0ab1fa94,203746,FALSE,(If You Let Me Make Love To You Then) Why Can't I Touch You? (Expanded Edition),0.398,0.692,0,-8.596,1,0.045,0.496,0,0.394,0.65,93.907,4,20
(If You Want It) Do It YourselfGloria Gaynor,Gloria Gaynor,(If You Want It) Do It Yourself,['disco'],0ACUDVTtBKgPLo1R9Mj43L,NA,170866,FALSE,20th Century Masters: The Millennium Collection: Best Of Gloria Gaynor,0.686,0.895,6,-6.731,0,0.126,0.144,1.18e-5,0.197,0.729,110.354,4,11
(If You're Not In It For Love) I'm Outta Here!/The Woman In MeShania Twain,Shania Twain,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,"['canadian country', 'canadian pop', 'country', 'country dawn', 'dance pop']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(If You're Wondering If I Want You To) I Want You ToWeezer,Weezer,(If You're Wondering If I Want You To) I Want You To,"['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",09aDV0TC2RfWFU5IwZfIdG,NA,208773,FALSE,Raditude (Deluxe),0.704,0.869,11,-5.708,0,0.0442,0.00219,1.17e-4,0.127,0.8,110.015,4,51
(It Never Happens) In Real LifeChuck Jackson,Chuck Jackson,(It Never Happens) In Real Life,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",4qpH2D4VQfOCdV7zYkt8Hr,https://p.scdn.co/mp3-preview/87678873155ef117cbe88aa6e9390c06e17d48f4?cid=b8d3901151d34489a160e3cf0ab1fa94,165440,FALSE,Super Hits,0.696,0.459,3,-8.464,1,0.0303,0.691,0.0331,0.138,0.849,119.069,4,5
(It's Been A Long Time) Pretty BabyGino & Gina,Gino & Gina,(It's Been A Long Time) Pretty Baby,"['classic canadian rock', 'mellow gold', 'soft rock', 'yacht rock']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(It's Just) The Way That You Love MePaula Abdul,Paula Abdul,(It's Just) The Way That You Love Me,"['dance pop', 'europop', 'new wave pop', 'pop rock', 'urban contemporary']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(It's No) SinThe Duprees featuring Joey Vann,The Duprees featuring Joey Vann,(It's No) Sin,"['brill building pop', 'doo-wop', 'rhythm and blues']",2iuFmbFY7FfPJtEeHmyKOE,https://p.scdn.co/mp3-preview/dbe8aa7b490aa87f6b7c0e739e5b0a827a6c9f4e?cid=b8d3901151d34489a160e3cf0ab1fa94,162533,FALSE,For Collectors Only,0.353,0.377,7,-9.358,1,0.0294,0.859,7.52e-5,0.068,0.492,107.691,3,11
(It's The Way) Nature Planned ItFour Tops,Four Tops,(It's The Way) Nature Planned It,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",77ofWAzg1VoiK0mek1pYC0,NA,227386,FALSE,Nature Planned It,0.577,0.604,1,-8.412,1,0.0337,0.539,0.00418,0.0794,0.721,92.295,4,32
(It) Feels So GoodSteven Tyler,Steven Tyler,(It) Feels So Good,['modern country rock'],3xuzbqmCALn6Ua8JeOrnZl,https://p.scdn.co/mp3-preview/401ffd88ff860f54ab5bb46b86c4be412e06e164?cid=b8d3901151d34489a160e3cf0ab1fa94,211293,FALSE,(It) Feels So Good,0.738,0.952,6,-3.386,0,0.0515,0.0631,0,0.216,0.899,122,4,33
(Just Like) Romeo & JulietThe Reflections,The Reflections,(Just Like) Romeo & Juliet,[],7iSG8g8HVyGz8pgMD5cG6B,https://p.scdn.co/mp3-preview/f5b8a46c63b94876d8ea3831f1364206ad316d62?cid=b8d3901151d34489a160e3cf0ab1fa94,127893,FALSE,Doo Wop Love,0.773,0.863,3,-9.321,1,0.0356,0.205,0.586,0.188,0.976,145.384,4,28
(Just Like) Romeo And JulietSha Na Na,Sha Na Na,(Just Like) Romeo And Juliet,['hollywood'],3UDSfh7CyfmbZ2TbmafkHV,https://p.scdn.co/mp3-preview/c58b6ee762323cadf2ef943eeb74343b748daec7?cid=b8d3901151d34489a160e3cf0ab1fa94,136240,FALSE,Grease For Peace: The Best of Sha Na Na,0.749,0.738,3,-11.538,1,0.0388,0.168,4.6e-6,0.113,0.979,141.185,4,11
(Just Like) Starting OverJohn Lennon,John Lennon,(Just Like) Starting Over,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock']",5y0YreEOnQiKFAnCrcFIXz,NA,236546,FALSE,Double Fantasy Stripped Down,0.701,0.79,9,-6.16,1,0.0725,0.301,6.06e-5,0.179,0.421,99.104,4,57
(Keep Feeling) FascinationThe Human League,The Human League,(Keep Feeling) Fascination,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'synthpop']",0ZfZaT7NByalxa6bct5G67,NA,224733,FALSE,The Very Best Of The Human League,0.711,0.609,0,-9.042,1,0.0764,0.381,1.24e-6,0.204,0.674,118.132,4,45
(Kissed You) Good NightGloriana,Gloriana,(Kissed You) Good Night,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0Rj68IX1WqAtceUZQGk7aa,https://p.scdn.co/mp3-preview/003038e1f66e519bbdf6c6de843bc4dbb1ecedec?cid=b8d3901151d34489a160e3cf0ab1fa94,232903,FALSE,A Thousand Miles Left Behind,0.523,0.747,11,-6.125,1,0.0292,0.0807,0,0.11,0.294,118.97,4,51
(Last Night) I Didn't Get To Sleep At AllThe 5th Dimension,The 5th Dimension,(Last Night) I Didn't Get To Sleep At All,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'soft rock', 'sunshine pop']",6HH6fmHF2YssfVkRmzcjf0,https://p.scdn.co/mp3-preview/e00a49dcd299576554ae634d9ee7e66763a7737c?cid=b8d3901151d34489a160e3cf0ab1fa94,192600,FALSE,Individually & Collectively,0.663,0.58,5,-10.144,0,0.0269,0.453,0.00124,0.0963,0.551,105.229,4,38
(Lay Your Head On My) PillowTony Toni Tone,Tony Toni Tone,(Lay Your Head On My) Pillow,"['dance pop', 'funk', 'hip pop', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0rRGYJSkI7v2VtxJv8n90m,NA,372026,FALSE,Sons Of Soul,0.708,0.482,6,-8.962,0,0.04,0.061,1.08e-6,0.0689,0.514,79.086,4,52
