yearofbirth,sex,age,percentile,dx,ex,llx,lx,mx,px,qx,sx
1888,female,86,5,2341,5.2,16375,17546,0.143,0.8666,0.1334,0.8652
1888,female,86,95,2341,5.2,16375,17546,0.143,0.8666,0.1334,0.8652
1888,female,86,median,2341,5.2,16375,17546,0.143,0.8666,0.1334,0.8652
1888,female,87,5,2072,5,14169,15205,0.1462,0.8637,0.1363,0.86240000000000006
1888,female,87,95,2072,5,14169,15205,0.1462,0.8637,0.1363,0.86240000000000006
1888,female,87,median,2072,5,14169,15205,0.1462,0.8637,0.1363,0.86240000000000006
1888,female,88,5,1826,4.7,12219,13133,0.1495,0.8609,0.1391,0.8519
1888,female,88,95,1826,4.7,12219,13133,0.1495,0.8609,0.1391,0.8519
1888,female,88,median,1826,4.7,12219,13133,0.1495,0.8609,0.1391,0.8519
1888,female,89,5,1792,4.4,10410,11306,0.1722,0.8415,0.1585,0.8377
1888,female,89,95,1792,4.4,10410,11306,0.1722,0.8415,0.1585,0.8377
1888,female,89,median,1792,4.4,10410,11306,0.1722,0.8415,0.1585,0.8377
1888,female,90,5,1586,4.1,8721,9514,0.1818,0.8333,0.1667,0.824
1888,female,90,95,1586,4.1,8721,9514,0.1818,0.8333,0.1667,0.824
1888,female,90,median,1586,4.1,8721,9514,0.1818,0.8333,0.1667,0.824
1888,female,91,5,1484,3.8,7186,7928,0.2065,0.8128,0.1872,0.7924
1888,female,91,95,1484,3.8,7186,7928,0.2065,0.8128,0.1872,0.7924
1888,female,91,median,1484,3.8,7186,7928,0.2065,0.8128,0.1872,0.7924
1888,female,92,5,1500,3.6,5694,6444,0.2634,0.7672,0.2328,0.7845
1888,female,92,95,1500,3.6,5694,6444,0.2634,0.7672,0.2328,0.7845
1888,female,92,median,1500,3.6,5694,6444,0.2634,0.7672,0.2328,0.7845
1888,female,93,5,954,3.5,4467,4944,0.2136,0.807,0.193,0.7933
1888,female,93,95,954,3.5,4467,4944,0.2136,0.807,0.193,0.7933
1888,female,93,median,954,3.5,4467,4944,0.2136,0.807,0.193,0.7933
1888,female,94,5,893,3.2,3544,3990,0.2519,0.7762,0.2238,0.7675
1888,female,94,95,893,3.2,3544,3990,0.2519,0.7762,0.2238,0.7675
1888,female,94,median,893,3.2,3544,3990,0.2519,0.7762,0.2238,0.7675
1888,female,95,5,755,3,2720,3097,0.2776,0.7563,0.2437,0.7504
1888,female,95,95,755,3,2720,3097,0.2776,0.7563,0.2437,0.7504
1888,female,95,median,755,3,2720,3097,0.2776,0.7563,0.2437,0.7504
1888,female,96,5,603,2.8,2041,2342,0.2952,0.7427,0.2573,0.7083
1888,female,96,95,603,2.8,2041,2342,0.2952,0.7427,0.2573,0.7083
1888,female,96,median,603,2.8,2041,2342,0.2952,0.7427,0.2573,0.7083
1888,female,97,5,588,2.6,1446,1740,0.4068,0.662,0.338,0.6706
1888,female,97,95,588,2.6,1446,1740,0.4068,0.662,0.338,0.6706
1888,female,97,median,588,2.6,1446,1740,0.4068,0.662,0.338,0.6706
1888,female,98,5,364,2.6,969,1152,0.3759,0.6835,0.3165,0.6842
1888,female,98,95,364,2.6,969,1152,0.3759,0.6835,0.3165,0.6842
1888,female,98,median,364,2.6,969,1152,0.3759,0.6835,0.3165,0.6842
1888,female,99,5,248,2.6,663,787,0.3736,0.6852,0.3148,0.7088
1888,female,99,95,248,2.6,663,787,0.3736,0.6852,0.3148,0.7088
1888,female,99,median,248,2.6,663,787,0.3736,0.6852,0.3148,0.7088
1888,female,100,5,138,2.6,470,539,0.2946,0.7432,0.2568,0.7287
1888,female,100,95,138,2.6,470,539,0.2946,0.7432,0.2568,0.7287
1888,female,100,median,138,2.6,470,539,0.2946,0.7432,0.2568,0.7287
1888,male,0,5,10691,53.4,92962,100000,0.115,0.8931,0.1069,0.9506
1888,male,0,95,10691,53.4,92962,100000,0.115,0.8931,0.1069,0.9506
1888,male,0,median,10691,53.4,92962,100000,0.115,0.8931,0.1069,0.9506
1888,male,1,5,1880,58.7,88369,89309,0.0213,0.979,0.021,0.9838
1888,male,1,95,1880,58.7,88369,89309,0.0213,0.979,0.021,0.9838
1888,male,1,median,1880,58.7,88369,89309,0.0213,0.979,0.021,0.9838
1888,male,2,5,977,59,86941,87429,0.0112,0.9888,0.0112,0.9907
1888,male,2,95,977,59,86941,87429,0.0112,0.9888,0.0112,0.9907
1888,male,2,median,977,59,86941,87429,0.0112,0.9888,0.0112,0.9907
1888,male,3,5,639,58.6,86133,86452,0.0074,0.9926,0.0074,0.9924
1888,male,3,95,639,58.6,86133,86452,0.0074,0.9926,0.0074,0.9924
1888,male,3,median,639,58.6,86133,86452,0.0074,0.9926,0.0074,0.9924
1888,male,4,5,664,58,85481,85813,0.0078,0.9923,0.0077,0.9933
1888,male,4,95,664,58,85481,85813,0.0078,0.9923,0.0077,0.9933
1888,male,4,median,664,58,85481,85813,0.0078,0.9923,0.0077,0.9933
1888,male,5,5,477,57.5,84911,85149,0.0056,0.9944,0.0056,0.9952
1888,male,5,95,477,57.5,84911,85149,0.0056,0.9944,0.0056,0.9952
1888,male,5,median,477,57.5,84911,85149,0.0056,0.9944,0.0056,0.9952
1888,male,6,5,344,56.8,84500,84672,0.0041,0.9959,0.0041,0.9962
1888,male,6,95,344,56.8,84500,84672,0.0041,0.9959,0.0041,0.9962
1888,male,6,median,344,56.8,84500,84672,0.0041,0.9959,0.0041,0.9962
1888,male,7,5,300,56,84178,84328,0.0036,0.9964,0.0036,0.9967
1888,male,7,95,300,56,84178,84328,0.0036,0.9964,0.0036,0.9967
1888,male,7,median,300,56,84178,84328,0.0036,0.9964,0.0036,0.9967
1888,male,8,5,249,55.2,83903,84028,0.003,0.997,0.003,0.9971
1888,male,8,95,249,55.2,83903,84028,0.003,0.997,0.003,0.9971
1888,male,8,median,249,55.2,83903,84028,0.003,0.997,0.003,0.9971
1888,male,9,5,231,54.4,83662,83778,0.0028,0.9972,0.0028,0.9973
1888,male,9,95,231,54.4,83662,83778,0.0028,0.9972,0.0028,0.9973
1888,male,9,median,231,54.4,83662,83778,0.0028,0.9972,0.0028,0.9973
1888,male,10,5,228,53.6,83433,83547,0.0027,0.9973,0.0027,0.9974
1888,male,10,95,228,53.6,83433,83547,0.0027,0.9973,0.0027,0.9974
1888,male,10,median,228,53.6,83433,83547,0.0027,0.9973,0.0027,0.9974
1888,male,11,5,207,52.7,83215,83318,0.0025,0.9975,0.0025,0.9975
1888,male,11,95,207,52.7,83215,83318,0.0025,0.9975,0.0025,0.9975
1888,male,11,median,207,52.7,83215,83318,0.0025,0.9975,0.0025,0.9975
1888,male,12,5,206,51.8,83008,83111,0.0025,0.9975,0.0025,0.9975
1888,male,12,95,206,51.8,83008,83111,0.0025,0.9975,0.0025,0.9975
1888,male,12,median,206,51.8,83008,83111,0.0025,0.9975,0.0025,0.9975
1888,male,13,5,211,51,82800,82905,0.0026,0.9975,0.0025,0.9973
1888,male,13,95,211,51,82800,82905,0.0026,0.9975,0.0025,0.9973
1888,male,13,median,211,51,82800,82905,0.0026,0.9975,0.0025,0.9973
1888,male,14,5,230,50.1,82579,82694,0.0028,0.9972,0.0028,0.997
1888,male,14,95,230,50.1,82579,82694,0.0028,0.9972,0.0028,0.997
1888,male,14,median,230,50.1,82579,82694,0.0028,0.9972,0.0028,0.997
1888,male,15,5,259,49.2,82334,82464,0.0031,0.9969,0.0031,0.997
1888,male,15,95,259,49.2,82334,82464,0.0031,0.9969,0.0031,0.997
1888,male,15,median,259,49.2,82334,82464,0.0031,0.9969,0.0031,0.997
1888,male,16,5,237,48.4,82086,82205,0.0029,0.9971,0.0029,0.9971
1888,male,16,95,237,48.4,82086,82205,0.0029,0.9971,0.0029,0.9971
1888,male,16,median,237,48.4,82086,82205,0.0029,0.9971,0.0029,0.9971
1888,male,17,5,235,47.5,81851,81968,0.0029,0.9971,0.0029,0.9968
1888,male,17,95,235,47.5,81851,81968,0.0029,0.9971,0.0029,0.9968
1888,male,17,median,235,47.5,81851,81968,0.0029,0.9971,0.0029,0.9968
1888,male,18,5,290,46.7,81588,81733,0.0035,0.9965,0.0035,0.9964
1888,male,18,95,290,46.7,81588,81733,0.0035,0.9965,0.0035,0.9964
1888,male,18,median,290,46.7,81588,81733,0.0035,0.9965,0.0035,0.9964
1888,male,19,5,304,45.8,81292,81444,0.0037,0.9963,0.0037,0.9962
1888,male,19,95,304,45.8,81292,81444,0.0037,0.9963,0.0037,0.9962
1888,male,19,median,304,45.8,81292,81444,0.0037,0.9963,0.0037,0.9962
1888,male,20,5,306,45,80987,81140,0.0038,0.9962,0.0038,0.9962
1888,male,20,95,306,45,80987,81140,0.0038,0.9962,0.0038,0.9962
1888,male,20,median,306,45,80987,81140,0.0038,0.9962,0.0038,0.9962
1888,male,21,5,303,44.2,80682,80834,0.0038,0.9962,0.0038,0.9964
1888,male,21,95,303,44.2,80682,80834,0.0038,0.9962,0.0038,0.9964
1888,male,21,median,303,44.2,80682,80834,0.0038,0.9962,0.0038,0.9964
1888,male,22,5,284,43.3,80389,80530,0.0035,0.9965,0.0035,0.9965
1888,male,22,95,284,43.3,80389,80530,0.0035,0.9965,0.0035,0.9965
1888,male,22,median,284,43.3,80389,80530,0.0035,0.9965,0.0035,0.9965
1888,male,23,5,278,42.5,80108,80247,0.0035,0.9965,0.0035,0.9965
1888,male,23,95,278,42.5,80108,80247,0.0035,0.9965,0.0035,0.9965
1888,male,23,median,278,42.5,80108,80247,0.0035,0.9965,0.0035,0.9965
1888,male,24,5,284,41.6,79827,79969,0.0036,0.9964,0.0036,0.9964
1888,male,24,95,284,41.6,79827,79969,0.0036,0.9964,0.0036,0.9964
1888,male,24,median,284,41.6,79827,79969,0.0036,0.9964,0.0036,0.9964
1888,male,25,5,283,40.8,79543,79685,0.0036,0.9964,0.0036,0.9931
1888,male,25,95,283,40.8,79543,79685,0.0036,0.9964,0.0036,0.9931
1888,male,25,median,283,40.8,79543,79685,0.0036,0.9964,0.0036,0.9931
1888,male,26,5,817,39.9,78994,79402,0.0103,0.9897,0.0103,0.9865
1888,male,26,95,817,39.9,78994,79402,0.0103,0.9897,0.0103,0.9865
1888,male,26,median,817,39.9,78994,79402,0.0103,0.9897,0.0103,0.9865
1888,male,27,5,1314,39.3,77928,78585,0.0169,0.9833,0.0167,0.9793
1888,male,27,95,1314,39.3,77928,78585,0.0169,0.9833,0.0167,0.9793
1888,male,27,median,1314,39.3,77928,78585,0.0169,0.9833,0.0167,0.9793
1888,male,28,5,1910,39,76316,77271,0.025,0.9753,0.0247,0.9711
1888,male,28,95,1910,39,76316,77271,0.025,0.9753,0.0247,0.9711
1888,male,28,median,1910,39,76316,77271,0.025,0.9753,0.0247,0.9711
1888,male,29,5,2500,39,74111,75362,0.0337,0.9668,0.0332,0.9702
1888,male,29,95,2500,39,74111,75362,0.0337,0.9668,0.0332,0.9702
1888,male,29,median,2500,39,74111,75362,0.0337,0.9668,0.0332,0.9702
1888,male,30,5,1918,39.3,71902,72861,0.0267,0.9737,0.0263,0.9844
1888,male,30,95,1918,39.3,71902,72861,0.0267,0.9737,0.0263,0.9844
1888,male,30,median,1918,39.3,71902,72861,0.0267,0.9737,0.0263,0.9844
1888,male,31,5,331,39.3,70778,70943,0.0047,0.9953,0.0047,0.9953
1888,male,31,95,331,39.3,70778,70943,0.0047,0.9953,0.0047,0.9953
1888,male,31,median,331,39.3,70778,70943,0.0047,0.9953,0.0047,0.9953
1888,male,32,5,328,38.5,70448,70612,0.0047,0.9954,0.0046,0.9954
1888,male,32,95,328,38.5,70448,70612,0.0047,0.9954,0.0046,0.9954
1888,male,32,median,328,38.5,70448,70612,0.0047,0.9954,0.0046,0.9954
1888,male,33,5,324,37.7,70122,70284,0.0046,0.9954,0.0046,0.9956
1888,male,33,95,324,37.7,70122,70284,0.0046,0.9954,0.0046,0.9956
1888,male,33,median,324,37.7,70122,70284,0.0046,0.9954,0.0046,0.9956
1888,male,34,5,295,36.9,69813,69960,0.0042,0.9958,0.0042,0.9959
1888,male,34,95,295,36.9,69813,69960,0.0042,0.9958,0.0042,0.9959
1888,male,34,median,295,36.9,69813,69960,0.0042,0.9958,0.0042,0.9959
1888,male,35,5,274,36,69529,69666,0.0039,0.9961,0.0039,0.9959
1888,male,35,95,274,36,69529,69666,0.0039,0.9961,0.0039,0.9959
1888,male,35,median,274,36,69529,69666,0.0039,0.9961,0.0039,0.9959
1888,male,36,5,303,35.1,69240,69392,0.0044,0.9956,0.0044,0.9956
1888,male,36,95,303,35.1,69240,69392,0.0044,0.9956,0.0044,0.9956
1888,male,36,median,303,35.1,69240,69392,0.0044,0.9956,0.0044,0.9956
1888,male,37,5,306,34.3,68935,69089,0.0044,0.9956,0.0044,0.9951
1888,male,37,95,306,34.3,68935,69089,0.0044,0.9956,0.0044,0.9951
1888,male,37,median,306,34.3,68935,69089,0.0044,0.9956,0.0044,0.9951
1888,male,38,5,370,33.4,68597,68782,0.0054,0.9946,0.0054,0.9948
1888,male,38,95,370,33.4,68597,68782,0.0054,0.9946,0.0054,0.9948
1888,male,38,median,370,33.4,68597,68782,0.0054,0.9946,0.0054,0.9948
1888,male,39,5,336,32.6,68244,68412,0.0049,0.9951,0.0049,0.9944
1888,male,39,95,336,32.6,68244,68412,0.0049,0.9951,0.0049,0.9944
1888,male,39,median,336,32.6,68244,68412,0.0049,0.9951,0.0049,0.9944
1888,male,40,5,426,31.8,67862,68075,0.0063,0.9937,0.0063,0.9943
1888,male,40,95,426,31.8,67862,68075,0.0063,0.9937,0.0063,0.9943
1888,male,40,median,426,31.8,67862,68075,0.0063,0.9937,0.0063,0.9943
1888,male,41,5,354,31,67472,67649,0.0052,0.9948,0.0052,0.9945
1888,male,41,95,354,31,67472,67649,0.0052,0.9948,0.0052,0.9945
1888,male,41,median,354,31,67472,67649,0.0052,0.9948,0.0052,0.9945
1888,male,42,5,391,30.1,67100,67295,0.0058,0.9942,0.0058,0.9945
1888,male,42,95,391,30.1,67100,67295,0.0058,0.9942,0.0058,0.9945
1888,male,42,median,391,30.1,67100,67295,0.0058,0.9942,0.0058,0.9945
1888,male,43,5,349,29.3,66729,66904,0.0052,0.9948,0.0052,0.9946
1888,male,43,95,349,29.3,66729,66904,0.0052,0.9948,0.0052,0.9946
1888,male,43,median,349,29.3,66729,66904,0.0052,0.9948,0.0052,0.9946
1888,male,44,5,377,28.5,66366,66555,0.0057,0.9943,0.0057,0.9943
1888,male,44,95,377,28.5,66366,66555,0.0057,0.9943,0.0057,0.9943
1888,male,44,median,377,28.5,66366,66555,0.0057,0.9943,0.0057,0.9943
1888,male,45,5,379,27.6,65988,66178,0.0057,0.9943,0.0057,0.9938
1888,male,45,95,379,27.6,65988,66178,0.0057,0.9943,0.0057,0.9938
1888,male,45,median,379,27.6,65988,66178,0.0057,0.9943,0.0057,0.9938
1888,male,46,5,436,26.8,65581,65799,0.0067,0.9934,0.0066,0.9929
1888,male,46,95,436,26.8,65581,65799,0.0067,0.9934,0.0066,0.9929
1888,male,46,median,436,26.8,65581,65799,0.0067,0.9934,0.0066,0.9929
1888,male,47,5,490,26,65118,65363,0.0075,0.9925,0.0075,0.9924
1888,male,47,95,490,26,65118,65363,0.0075,0.9925,0.0075,0.9924
1888,male,47,median,490,26,65118,65363,0.0075,0.9925,0.0075,0.9924
1888,male,48,5,498,25.1,64624,64873,0.0077,0.9923,0.0077,0.992
1888,male,48,95,498,25.1,64624,64873,0.0077,0.9923,0.0077,0.992
1888,male,48,median,498,25.1,64624,64873,0.0077,0.9923,0.0077,0.992
1888,male,49,5,534,24.3,64108,64375,0.0083,0.9917,0.0083,0.9914
1888,male,49,95,534,24.3,64108,64375,0.0083,0.9917,0.0083,0.9914
1888,male,49,median,534,24.3,64108,64375,0.0083,0.9917,0.0083,0.9914
1888,male,50,5,568,23.5,63557,63841,0.0089,0.9911,0.0089,0.9913
1888,male,50,95,568,23.5,63557,63841,0.0089,0.9911,0.0089,0.9913
1888,male,50,median,568,23.5,63557,63841,0.0089,0.9911,0.0089,0.9913
1888,male,51,5,532,22.7,63007,63273,0.0084,0.9916,0.0084,0.9899
1888,male,51,95,532,22.7,63007,63273,0.0084,0.9916,0.0084,0.9899
1888,male,51,median,532,22.7,63007,63273,0.0084,0.9916,0.0084,0.9899
1888,male,52,5,744,21.9,62369,62741,0.0119,0.9881,0.0119,0.9879
1888,male,52,95,744,21.9,62369,62741,0.0119,0.9881,0.0119,0.9879
1888,male,52,median,744,21.9,62369,62741,0.0119,0.9881,0.0119,0.9879
1888,male,53,5,761,21.2,61617,61998,0.0123,0.9877,0.0123,0.9877
1888,male,53,95,761,21.2,61617,61998,0.0123,0.9877,0.0123,0.9877
1888,male,53,median,761,21.2,61617,61998,0.0123,0.9877,0.0123,0.9877
1888,male,54,5,750,20.4,60862,61237,0.0123,0.9878,0.0122,0.9866
1888,male,54,95,750,20.4,60862,61237,0.0123,0.9878,0.0122,0.9866
1888,male,54,median,750,20.4,60862,61237,0.0123,0.9878,0.0122,0.9866
1888,male,55,5,880,19.7,60047,60487,0.0146,0.9855,0.0145,0.9861
1888,male,55,95,880,19.7,60047,60487,0.0146,0.9855,0.0145,0.9861
1888,male,55,median,880,19.7,60047,60487,0.0146,0.9855,0.0145,0.9861
1888,male,56,5,793,19,59211,59607,0.0134,0.9867,0.0133,0.9854
1888,male,56,95,793,19,59211,59607,0.0134,0.9867,0.0133,0.9854
1888,male,56,median,793,19,59211,59607,0.0134,0.9867,0.0133,0.9854
1888,male,57,5,931,18.2,58348,58814,0.016,0.9842,0.0158,0.9834
1888,male,57,95,931,18.2,58348,58814,0.016,0.9842,0.0158,0.9834
1888,male,57,median,931,18.2,58348,58814,0.016,0.9842,0.0158,0.9834
1888,male,58,5,1010,17.5,57378,57883,0.0176,0.9825,0.0175,0.9815
1888,male,58,95,1010,17.5,57378,57883,0.0176,0.9825,0.0175,0.9815
1888,male,58,median,1010,17.5,57378,57883,0.0176,0.9825,0.0175,0.9815
1888,male,59,5,1115,16.8,56315,56873,0.0198,0.9804,0.0196,0.9798
1888,male,59,95,1115,16.8,56315,56873,0.0198,0.9804,0.0196,0.9798
1888,male,59,median,1115,16.8,56315,56873,0.0198,0.9804,0.0196,0.9798
1888,male,60,5,1162,16.1,55177,55758,0.0211,0.9792,0.0208,0.9804
1888,male,60,95,1162,16.1,55177,55758,0.0211,0.9792,0.0208,0.9804
1888,male,60,median,1162,16.1,55177,55758,0.0211,0.9792,0.0208,0.9804
1888,male,61,5,1000,15.5,54096,54596,0.0185,0.9817,0.0183,0.9774
1888,male,61,95,1000,15.5,54096,54596,0.0185,0.9817,0.0183,0.9774
1888,male,61,median,1000,15.5,54096,54596,0.0185,0.9817,0.0183,0.9774
1888,male,62,5,1451,14.8,52871,53596,0.0274,0.9729,0.0271,0.9727
1888,male,62,95,1451,14.8,52871,53596,0.0274,0.9729,0.0271,0.9727
1888,male,62,median,1451,14.8,52871,53596,0.0274,0.9729,0.0271,0.9727
1888,male,63,5,1431,14.2,51430,52145,0.0278,0.9726,0.0274,0.972
1888,male,63,95,1431,14.2,51430,52145,0.0278,0.9726,0.0274,0.972
1888,male,63,median,1431,14.2,51430,52145,0.0278,0.9726,0.0274,0.972
1888,male,64,5,1452,13.5,49989,50715,0.029,0.9714,0.0286,0.9691
1888,male,64,95,1452,13.5,49989,50715,0.029,0.9714,0.0286,0.9691
1888,male,64,median,1452,13.5,49989,50715,0.029,0.9714,0.0286,0.9691
1888,male,65,5,1633,12.9,48447,49263,0.0337,0.9669,0.0331,0.9669
1888,male,65,95,1633,12.9,48447,49263,0.0337,0.9669,0.0331,0.9669
1888,male,65,median,1633,12.9,48447,49263,0.0337,0.9669,0.0331,0.9669
1888,male,66,5,1577,12.3,46842,47630,0.0337,0.9669,0.0331,0.9649
1888,male,66,95,1577,12.3,46842,47630,0.0337,0.9669,0.0331,0.9649
1888,male,66,median,1577,12.3,46842,47630,0.0337,0.9669,0.0331,0.9649
1888,male,67,5,1709,11.8,45199,46053,0.0378,0.9629,0.0371,0.9608
1888,male,67,95,1709,11.8,45199,46053,0.0378,0.9629,0.0371,0.9608
1888,male,67,median,1709,11.8,45199,46053,0.0378,0.9629,0.0371,0.9608
1888,male,68,5,1836,11.2,43427,44344,0.0423,0.9586,0.0414,0.957
1888,male,68,95,1836,11.2,43427,44344,0.0423,0.9586,0.0414,0.957
1888,male,68,median,1836,11.2,43427,44344,0.0423,0.9586,0.0414,0.957
1888,male,69,5,1902,10.6,41558,42509,0.0458,0.9552,0.0448,0.9536
1888,male,69,95,1902,10.6,41558,42509,0.0458,0.9552,0.0448,0.9536
1888,male,69,median,1902,10.6,41558,42509,0.0458,0.9552,0.0448,0.9536
1888,male,70,5,1953,10.1,39630,40606,0.0493,0.9519,0.0481,0.9523
1888,male,70,95,1953,10.1,39630,40606,0.0493,0.9519,0.0481,0.9523
1888,male,70,median,1953,10.1,39630,40606,0.0493,0.9519,0.0481,0.9523
1888,male,71,5,1827,9.6,37740,38654,0.0484,0.9527,0.0473,0.9486
1888,male,71,95,1827,9.6,37740,38654,0.0484,0.9527,0.0473,0.9486
1888,male,71,median,1827,9.6,37740,38654,0.0484,0.9527,0.0473,0.9486
1888,male,72,5,2056,9.1,35799,36827,0.0574,0.9442,0.0558,0.9402
1888,male,72,95,2056,9.1,35799,36827,0.0574,0.9442,0.0558,0.9402
1888,male,72,median,2056,9.1,35799,36827,0.0574,0.9442,0.0558,0.9402
1888,male,73,5,2226,8.6,33658,34771,0.0662,0.936,0.064,0.9325
1888,male,73,95,2226,8.6,33658,34771,0.0662,0.936,0.064,0.9325
1888,male,73,median,2226,8.6,33658,34771,0.0662,0.936,0.064,0.9325
1888,male,74,5,2320,8.1,31384,32544,0.0739,0.9287,0.0713,0.9237
1888,male,74,95,2320,8.1,31384,32544,0.0739,0.9287,0.0713,0.9237
1888,male,74,median,2320,8.1,31384,32544,0.0739,0.9287,0.0713,0.9237
1888,male,75,5,2467,7.7,28991,30224,0.0851,0.9184,0.0816,0.9162
1888,male,75,95,2467,7.7,28991,30224,0.0851,0.9184,0.0816,0.9162
1888,male,75,median,2467,7.7,28991,30224,0.0851,0.9184,0.0816,0.9162
1888,male,76,5,2394,7.3,26560,27757,0.0901,0.9138,0.0862,0.9152
1888,male,76,95,2394,7.3,26560,27757,0.0901,0.9138,0.0862,0.9152
1888,male,76,median,2394,7.3,26560,27757,0.0901,0.9138,0.0862,0.9152
1888,male,77,5,2113,7,24307,25364,0.0869,0.9167,0.0833,0.9128
1888,male,77,95,2113,7,24307,25364,0.0869,0.9167,0.0833,0.9128
1888,male,77,median,2113,7,24307,25364,0.0869,0.9167,0.0833,0.9128
1888,male,78,5,2124,6.6,22188,23250,0.0957,0.9086,0.0914,0.9041
1888,male,78,95,2124,6.6,22188,23250,0.0957,0.9086,0.0914,0.9041
1888,male,78,median,2124,6.6,22188,23250,0.0957,0.9086,0.0914,0.9041
1888,male,79,5,2131,6.2,20060,21126,0.1062,0.8991,0.1009,0.8931
1888,male,79,95,2131,6.2,20060,21126,0.1062,0.8991,0.1009,0.8931
1888,male,79,median,2131,6.2,20060,21126,0.1062,0.8991,0.1009,0.8931
1888,male,80,5,2159,5.8,17915,18995,0.1205,0.8863,0.1137,0.8872
1888,male,80,95,2159,5.8,17915,18995,0.1205,0.8863,0.1137,0.8872
1888,male,80,median,2159,5.8,17915,18995,0.1205,0.8863,0.1137,0.8872
1888,male,81,5,1883,5.5,15894,16836,0.1185,0.8881,0.1119,0.8777
1888,male,81,95,1883,5.5,15894,16836,0.1185,0.8881,0.1119,0.8777
1888,male,81,median,1883,5.5,15894,16836,0.1185,0.8881,0.1119,0.8777
1888,male,82,5,2004,5.1,13950,14952,0.1437,0.8659,0.1341,0.8605
1888,male,82,95,2004,5.1,13950,14952,0.1437,0.8659,0.1341,0.8605
1888,male,82,median,2004,5.1,13950,14952,0.1437,0.8659,0.1341,0.8605
1888,male,83,5,1888,4.9,12004,12948,0.1573,0.8542,0.1458,0.8494
1888,male,83,95,1888,4.9,12004,12948,0.1573,0.8542,0.1458,0.8494
1888,male,83,median,1888,4.9,12004,12948,0.1573,0.8542,0.1458,0.8494
1888,male,84,5,1726,4.6,10196,11060,0.1693,0.8439,0.1561,0.8383
1888,male,84,95,1726,4.6,10196,11060,0.1693,0.8439,0.1561,0.8383
1888,male,84,median,1726,4.6,10196,11060,0.1693,0.8439,0.1561,0.8383
1888,male,85,5,1570,4.4,8548,9333,0.1837,0.8318,0.1682,0.8261
1888,male,85,95,1570,4.4,8548,9333,0.1837,0.8318,0.1682,0.8261
1888,male,85,median,1570,4.4,8548,9333,0.1837,0.8318,0.1682,0.8261
1888,male,86,5,1402,4.1,7062,7763,0.1986,0.8193,0.1807,0.8168
1888,male,86,95,1402,4.1,7062,7763,0.1986,0.8193,0.1807,0.8168
1888,male,86,median,1402,4.1,7062,7763,0.1986,0.8193,0.1807,0.8168
1888,male,87,5,1185,3.9,5768,6361,0.2054,0.8138,0.1862,0.8084
1888,male,87,95,1185,3.9,5768,6361,0.2054,0.8138,0.1862,0.8084
1888,male,87,median,1185,3.9,5768,6361,0.2054,0.8138,0.1862,0.8084
1888,male,88,5,1025,3.7,4663,5176,0.2199,0.8019,0.1981,0.7977
1888,male,88,95,1025,3.7,4663,5176,0.2199,0.8019,0.1981,0.7977
1888,male,88,median,1025,3.7,4663,5176,0.2199,0.8019,0.1981,0.7977
1888,male,89,5,861,3.5,3720,4151,0.2316,0.7925,0.2075,0.7995
1888,male,89,95,861,3.5,3720,4151,0.2316,0.7925,0.2075,0.7995
1888,male,89,median,861,3.5,3720,4151,0.2316,0.7925,0.2075,0.7995
1888,male,90,5,630,3.3,2974,3289,0.2119,0.8084,0.1916,0.7894
1888,male,90,95,630,3.3,2974,3289,0.2119,0.8084,0.1916,0.7894
1888,male,90,median,630,3.3,2974,3289,0.2119,0.8084,0.1916,0.7894
1888,male,91,5,622,3,2348,2659,0.265,0.766,0.234,0.7469
1888,male,91,95,622,3,2348,2659,0.265,0.766,0.234,0.7469
1888,male,91,median,622,3,2348,2659,0.265,0.766,0.234,0.7469
1888,male,92,5,566,2.8,1754,2037,0.323,0.7219,0.2781,0.7065
1888,male,92,95,566,2.8,1754,2037,0.323,0.7219,0.2781,0.7065
1888,male,92,median,566,2.8,1754,2037,0.323,0.7219,0.2781,0.7065
1888,male,93,5,463,2.6,1239,1470,0.3736,0.6852,0.3148,0.6948
1888,male,93,95,463,2.6,1239,1470,0.3736,0.6852,0.3148,0.6948
1888,male,93,median,463,2.6,1239,1470,0.3736,0.6852,0.3148,0.6948
1888,male,94,5,293,2.6,861,1007,0.3407,0.7089,0.2911,0.7161
1888,male,94,95,293,2.6,861,1007,0.3407,0.7089,0.2911,0.7161
1888,male,94,median,293,2.6,861,1007,0.3407,0.7089,0.2911,0.7161
1888,male,95,5,195,2.5,616,714,0.3171,0.7263,0.2737,0.7052
1888,male,95,95,195,2.5,616,714,0.3171,0.7263,0.2737,0.7052
1888,male,95,median,195,2.5,616,714,0.3171,0.7263,0.2737,0.7052
1888,male,96,5,168,2.3,435,519,0.3863,0.6762,0.3238,0.6499
1888,male,96,95,168,2.3,435,519,0.3863,0.6762,0.3238,0.6499
1888,male,96,median,168,2.3,435,519,0.3863,0.6762,0.3238,0.6499
1888,male,97,5,136,2.1,283,351,0.4828,0.6111,0.3889,0.5977
1888,male,97,95,136,2.1,283,351,0.4828,0.6111,0.3889,0.5977
1888,male,97,median,136,2.1,283,351,0.4828,0.6111,0.3889,0.5977
1888,male,98,5,91,2.1,169,214,0.5385,0.5757,0.4243,0.5961
1888,male,98,95,91,2.1,169,214,0.5385,0.5757,0.4243,0.5961
1888,male,98,median,91,2.1,169,214,0.5385,0.5757,0.4243,0.5961
