record_id,date,time,latitude,longitude,hemisphere,activity,speed,direction,cloud_cover,precipitation,wind_speed_class,wind_direction,air_temperature,pressure,sea_state_class,sea_surface_temperature,depth,observer,census_method,season
1083001,1975-10-15,14:00:00,-45.917,165.4,E,"steaming, sailing",15,NA,overcast,showers,5,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
1084001,1975-11-03,13:10:00,-35.533,125,E,"steaming, sailing",14,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1084002,1975-11-04,14:20:00,-37.667,132.25,E,"steaming, sailing",14.5,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1084003,1975-11-08,16:15:00,-40,162,E,"steaming, sailing",14.6,NA,partially cloudy,squalls,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1086001,1975-11-16,12:30:00,-36.167,174.917,E,"steaming, sailing",15,NA,partially cloudy,none,0,NA,NA,NA,1,NA,NA,D. Jeffcock,full,spring
1086002,1975-11-16,15:30:00,-35.417,174.567,E,"steaming, sailing",15,NA,overcast,none,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
1086003,1975-11-17,14:30:00,-35.25,168,E,"steaming, sailing",15,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
1086004,1975-11-17,16:30:00,-35.3,167.333,E,"steaming, sailing",15,NA,partially cloudy,showers,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
1086005,1975-11-18,14:30:00,-36.5,161,E,"steaming, sailing",15,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1086006,1975-11-18,16:30:00,-36.333,160.5,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
1086007,1975-11-20,12:00:00,-39.183,146.283,E,"steaming, sailing",15,NA,overcast,none,7,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
1087001,1975-11-22,14:00:00,NA,NA,NA,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1087002,1975-11-23,14:30:00,-39.667,154.167,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
1087003,1975-11-23,16:00:00,-39.667,155,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
1087004,1975-11-24,12:00:00,-39.85,161.933,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
1087005,1975-11-24,14:00:00,-39.933,162.083,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
1087006,1975-11-24,16:00:00,-40,164,E,"steaming, sailing",15,NA,overcast,none,6,NA,NA,NA,5,NA,NA,D. Jeffcock,full,spring
1087007,1975-11-24,18:00:00,-40,NA,NA,"steaming, sailing",15,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1087008,1975-11-25,10:00:00,-40.1,167.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1087009,1975-11-25,13:00:00,-40.167,168.667,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1087010,1975-11-25,14:00:00,-40.2,169.083,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,D. Jeffcock,full,spring
1087011,1975-11-25,15:20:00,-40.217,169.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,D. Jeffcock,full,spring
1088001,1975-11-09,16:50:00,-33,152,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088002,1975-11-09,18:25:00,-33,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1088003,1975-11-09,NA,-34,152,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1088004,1975-11-10,07:15:00,-35,154,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088005,1975-11-10,10:45:00,-36,154,E,"steaming, sailing",11,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1088006,1975-11-10,16:05:00,-37,157,E,"steaming, sailing",NA,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088007,1975-11-11,06:25:00,-39,158,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088008,1975-11-11,11:35:00,-40,158,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088009,1975-11-11,15:00:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088010,1975-11-11,16:10:00,-40,159,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088011,1975-11-11,18:35:00,-41,160,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088012,1975-11-12,06:05:00,-42,161,E,"steaming, sailing",11,NA,overcast,showers,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088013,1975-11-12,07:25:00,-42,162,E,"steaming, sailing",11,NA,partially cloudy,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088014,1975-11-12,10:30:00,-43,162,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088015,1975-11-12,17:30:00,-44,164,E,"steaming, sailing",NA,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1088016,1975-11-13,06:30:00,-46,166,E,"steaming, sailing",12,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1088017,1975-11-13,10:30:00,-46,167,E,"steaming, sailing",13,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092001,1975-10-26,16:05:00,-36,176,E,"steaming, sailing",10,NA,partially cloudy,showers,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092002,1975-10-27,08:55:00,-34,174,E,"steaming, sailing",10,NA,overcast,fog,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1092003,1975-10-27,11:50:00,-34,173,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1092004,1975-10-27,11:25:00,-34,173,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,partial,spring
1092005,1975-10-27,16:05:00,-34,172,E,"steaming, sailing",10,NA,overcast,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1092006,1975-10-28,05:30:00,-34,169,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092007,1975-10-28,08:55:00,-34,169,E,"steaming, sailing",10,NA,partially cloudy,showers,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092008,1975-10-28,10:55:00,-34,168,E,"steaming, sailing",10,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092009,1975-10-28,12:05:00,-34,168,E,"steaming, sailing",10,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092010,1975-10-28,16:10:00,-34,167,E,"steaming, sailing",10,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092011,1975-10-28,19:20:00,-34,167,E,"steaming, sailing",10,NA,overcast,showers,4,NA,NA,NA,4,NA,NA,P.T. Nesfield,partial,spring
1092012,1975-10-29,06:30:00,-34,164,E,"steaming, sailing",10,NA,partially cloudy,showers,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092013,1975-10-29,09:40:00,-34,164,E,"steaming, sailing",10,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,P.T. Nesfield,partial,spring
1092014,1975-10-29,11:40:00,-34,163,E,"steaming, sailing",10,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092015,1975-10-29,16:15:00,-33,162,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092016,1975-10-30,05:55:00,-34,159,E,"steaming, sailing",11,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1092017,1975-10-30,07:30:00,-33,159,E,"steaming, sailing",11,NA,clear,none,1,NA,NA,NA,1,NA,NA,P.T. Nesfield,partial,spring
1092018,1975-10-30,10:36:00,-33,158,E,"steaming, sailing",11,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1092020,1975-10-30,16:10:00,-33,157,E,"steaming, sailing",11,NA,partially cloudy,none,1,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1092021,1975-10-30,18:00:00,-33,156,E,"steaming, sailing",11,NA,overcast,none,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1092022,1975-10-31,06:20:00,-33,154,E,"steaming, sailing",10,NA,overcast,none,3,NA,NA,NA,4,NA,NA,P.T. Nesfield,full,spring
1092023,1975-10-31,10:35:00,-33,153,E,"steaming, sailing",10,NA,overcast,none,4,NA,NA,NA,5,NA,NA,P.T. Nesfield,full,spring
1092024,1975-10-31,16:10:00,-33,152,E,"steaming, sailing",10,NA,partially cloudy,showers,2,NA,NA,NA,3,NA,NA,P.T. Nesfield,full,spring
1100001,1976-01-21,12:50:00,-45,170,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100002,1976-01-24,13:20:00,-45,170,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100003,1976-01-24,15:30:00,-46,170,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100004,1976-01-24,16:00:00,-46,170,E,"steaming, sailing",14.5,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100005,1976-01-24,17:00:00,-46,169,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100006,1976-01-24,18:00:00,-46,169,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100007,1976-01-24,19:30:00,-46,169,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100008,1976-01-24,21:00:00,-46,168,E,"steaming, sailing",15,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100009,1976-01-25,07:30:00,-45,164,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,J. Jenkins,full,summer
1100010,1976-01-25,08:00:00,-45,164,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,J. Jenkins,full,summer
1100011,1976-01-25,09:00:00,-45,164,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,J. Jenkins,full,summer
1100012,1976-01-25,11:00:00,-45,163,E,"steaming, sailing",15,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,J. Jenkins,full,summer
1100013,1976-01-25,12:00:00,-45,163,E,"steaming, sailing",15,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100014,1976-01-25,15:00:00,-45,162,E,"steaming, sailing",15,NA,overcast,none,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100015,1976-01-25,15:45:00,-44,162,E,"steaming, sailing",15,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J. Jenkins,full,summer
1100016,1976-01-25,16:00:00,-44,162,E,"steaming, sailing",15,NA,overcast,showers,6,NA,NA,NA,5,NA,NA,J. Jenkins,full,summer
1100017,1976-01-25,18:30:00,-44,161,E,"steaming, sailing",15,NA,overcast,showers,5,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100018,1976-01-25,20:00:00,-44,160,E,"steaming, sailing",15,NA,overcast,rain,4,NA,NA,NA,4,NA,NA,J. Jenkins,full,summer
1100019,1976-01-26,07:00:00,-43,157,E,"steaming, sailing",14,NA,overcast,squalls,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100020,1976-01-26,08:00:00,-43,156,E,"steaming, sailing",14,NA,overcast,squalls,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100021,1976-01-26,10:00:00,-42,156,E,"steaming, sailing",14,NA,overcast,squalls,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100022,1976-01-26,12:00:00,-42,156,E,"steaming, sailing",14,NA,overcast,none,9,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100023,1976-01-26,15:00:00,-42,155,E,"steaming, sailing",14,NA,overcast,none,9,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100024,1976-01-26,16:00:00,-42,155,E,"steaming, sailing",14,NA,overcast,none,9,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100025,1976-01-26,17:00:00,-42,154,E,"steaming, sailing",14,NA,overcast,none,9,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100026,1976-01-26,18:30:00,-41,154,E,"steaming, sailing",14,NA,overcast,none,9,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100027,1976-01-27,07:00:00,-40,151,E,"steaming, sailing",14,NA,overcast,none,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100028,1976-01-27,08:00:00,-40,151,E,"steaming, sailing",14,NA,overcast,none,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100029,1976-01-27,09:30:00,-39,150,E,"steaming, sailing",10,NA,overcast,none,7,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100030,1976-01-27,12:00:00,-39,150,E,"steaming, sailing",10,NA,overcast,none,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100031,1976-01-27,13:00:00,-39,150,E,"steaming, sailing",9,NA,overcast,none,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1100032,1976-01-27,16:00:00,-39,149,E,"steaming, sailing",9,NA,overcast,none,8,NA,NA,NA,6,NA,NA,J. Jenkins,full,summer
1104001,1975-11-17,13:30:00,-33.083,154.417,E,"steaming, sailing",12.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104002,1975-11-17,14:30:00,-33,154,E,"steaming, sailing",12.5,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104003,1975-11-17,15:00:00,-33,154,E,"steaming, sailing",12.5,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104004,1975-11-17,15:50:00,-33,153,E,"steaming, sailing",12.5,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104005,1975-11-17,17:05:00,-33.033,153.833,E,"steaming, sailing",12.5,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104006,1975-11-18,12:30:00,-32,151,E,stationary,0,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104007,1975-11-18,13:00:00,-32,151,E,stationary,0,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104008,1975-11-18,15:30:00,-32,151,E,stationary,0,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104009,1975-11-18,16:00:00,-32,151,E,stationary,0,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,partial,spring
1104010,1975-11-18,18:30:00,-32,151,E,stationary,0,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,partial,spring
1104011,1975-11-17,13:00:00,-33,154,E,"steaming, sailing",12.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104012,1975-11-17,12:05:00,-33,154,E,"steaming, sailing",12.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104013,1975-11-17,11:15:00,-33,155,E,"steaming, sailing",12.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104014,1975-11-17,10:00:00,-33.167,155.417,E,"steaming, sailing",12.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104015,1975-11-17,09:20:00,-33,155,E,"steaming, sailing",12.5,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104016,1975-11-17,01:15:00,-33.4,157.567,E,"steaming, sailing",12.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,partial,spring
1104017,1975-11-16,17:00:00,-33,159,E,"steaming, sailing",12.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104018,1975-11-16,15:45:00,-33,159,E,"steaming, sailing",12.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104019,1975-11-16,15:00:00,-33,160,E,"steaming, sailing",12.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104020,1975-11-16,14:45:00,-33,160,E,"steaming, sailing",12.5,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104021,1975-11-16,14:20:00,-33,160,E,"steaming, sailing",12.5,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104022,1975-11-16,14:05:00,-33.467,160.367,E,"steaming, sailing",12.5,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104023,1975-11-16,13:30:00,-33,160,E,"steaming, sailing",12.5,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104024,1975-11-16,13:00:00,-33,160,E,"steaming, sailing",12.5,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104025,1975-11-16,12:45:00,-33,160,E,"steaming, sailing",12.5,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104026,1975-11-15,17:05:00,-33,165,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104027,1975-11-15,15:20:00,-33,166,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104028,1975-11-15,14:30:00,-33,166,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104029,1975-11-15,13:45:00,-33.85,166.467,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104030,1975-11-15,13:30:00,-33,166,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104031,1975-11-15,11:20:00,-33,167,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104032,1975-11-15,10:20:00,-33,167,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104033,1975-11-15,09:35:00,-33,167,E,"steaming, sailing",13,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104034,1975-11-14,18:30:00,-34.25,171.733,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104035,1975-11-14,17:15:00,-34,172,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104036,1975-11-14,17:00:00,-34.267,172.05,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104037,1975-11-14,15:40:00,-34.317,172.333,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104038,1975-11-14,15:10:00,-34.333,172.617,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104039,1975-11-14,14:35:00,-34.333,172.7,E,"steaming, sailing",13,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104040,1975-11-14,14:05:00,-34.367,172.9,E,"steaming, sailing",13,NA,partially cloudy,none,4,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104041,1975-11-14,13:35:00,-34.367,172.983,E,"steaming, sailing",13,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104042,1975-11-14,13:05:00,-34,173,E,"steaming, sailing",13,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104043,1975-11-14,12:30:00,-34.45,173.183,E,"steaming, sailing",13,NA,clear,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104044,1975-11-14,11:05:00,-34.567,173.517,E,"steaming, sailing",13,NA,clear,none,2,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104045,1975-11-13,19:25:00,-36.95,176.183,E,"steaming, sailing",12.5,NA,clear,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,spring
1104046,1975-11-13,17:15:00,-37,176,E,"steaming, sailing",12,NA,clear,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104047,1975-11-13,17:05:00,-37.417,176.183,E,"steaming, sailing",12,NA,clear,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1104048,1975-11-13,16:25:00,-37,176,E,"steaming, sailing",12,NA,clear,none,4,NA,NA,NA,3,NA,NA,N. Cheshire,full,spring
1105001,1975-12-25,09:55:00,-33,154,E,stationary,0,NA,partially cloudy,none,6,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105002,1975-12-25,13:30:00,-33,155,E,"steaming, sailing",13,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105003,1975-12-25,13:50:00,-33,155,E,"steaming, sailing",14,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,partial,summer
1105004,1975-12-25,14:15:00,-33,155,E,"steaming, sailing",13,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105005,1975-12-25,14:30:00,-33,155,E,"steaming, sailing",13.5,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105006,1975-12-25,15:10:00,-33,156,E,"steaming, sailing",13.5,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105007,1975-12-25,17:35:00,-33,156,E,"steaming, sailing",13.5,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105008,1975-12-26,10:45:00,-33,161,E,"steaming, sailing",12,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105009,1975-12-26,12:30:00,-33.05,161.717,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105010,1975-12-26,12:50:00,-33,161,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105011,1975-12-26,13:50:00,-33,162,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105012,1975-12-26,14:40:00,-33.183,162.467,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105013,1975-12-26,15:05:00,-33,162,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105014,1975-12-26,15:50:00,-33,162,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105015,1975-12-26,17:00:00,-33.233,163.083,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105016,1975-12-26,19:35:00,-33.317,163.7,E,"steaming, sailing",14,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,N. Cheshire,full,summer
1105017,1975-12-27,09:50:00,-33,167,E,"steaming, sailing",14,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105018,1975-12-27,12:30:00,-33,168,E,"steaming, sailing",14,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105019,1975-12-27,13:35:00,-33.917,168.55,E,"steaming, sailing",14,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105020,1975-12-27,13:55:00,-33.567,168.383,E,"steaming, sailing",14,NA,partially cloudy,none,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105021,1975-12-27,15:10:00,-33,169,E,"steaming, sailing",14,NA,overcast,none,4,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1105022,1975-12-28,10:00:00,-34.55,173.5,E,"steaming, sailing",15,NA,overcast,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
1105023,1975-12-28,12:30:00,-34.933,174.133,E,"steaming, sailing",14,NA,overcast,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
1105024,1975-12-28,13:05:00,-35,174,E,"steaming, sailing",15,NA,overcast,none,3,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
1105025,1975-12-28,13:50:00,-35.367,174.5,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
1105026,1975-12-28,14:40:00,-35,174,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,3,NA,NA,N. Cheshire,full,summer
1105027,1975-12-28,15:00:00,-35,174,E,"steaming, sailing",14,NA,overcast,showers,5,NA,NA,NA,4,NA,NA,N. Cheshire,full,summer
1112001,1975-11-15,17:37:00,-40,148,E,"steaming, sailing",10,NA,overcast,none,6,NA,NA,NA,3,NA,NA,G.W. Johnstone,full,spring
1112002,1975-11-17,15:10:00,-45,151,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,4,NA,NA,G.W. Johnstone,full,spring
1112003,1975-11-17,17:30:00,-45,151,E,"steaming, sailing",12,NA,partially cloudy,none,2,NA,NA,NA,4,NA,NA,G.W. Johnstone,full,spring
1112004,1975-11-17,16:05:00,-45,151,E,"steaming, sailing",12,NA,partially cloudy,none,2,NA,NA,NA,4,NA,NA,G.W. Johnstone,full,spring
1112005,1975-11-18,09:48:00,-48,158,E,"steaming, sailing",12,NA,overcast,none,2,NA,NA,NA,3,NA,NA,G.W. Johnstone,full,spring
