date,discipline_code,discipline_name,event_code,event_description,start_datetime_local,end_datetime_local,start_datetime_utc,end_datetime_utc,is_medal_event,is_training,venue_code,venue_name,venue_slug,location_name,location_code,session_code,estimated_start,day_of_week,start_time,end_time
2026-02-04,ALP,Alpine Skiing,ALPMDH----------------TRNO000100--,Men's Downhill 1st Official Training,2026-02-04T11:30:00Z,2026-02-04T13:30:00Z,2026-02-04T10:30:00Z,2026-02-04T12:30:00Z,FALSE,TRUE,SSC,Stelvio Ski Centre,stelvio-ski-centre,Stelvio Ski Centre-ALP Course,SAL,OALPTA,FALSE,Wednesday,11:30:00,13:30:00
2026-02-04,ALP,Alpine Skiing,ALPMDH----------------TRNO000200--,Men's Downhill 2nd Official Training,2026-02-05T11:30:00Z,2026-02-05T13:30:00Z,2026-02-05T10:30:00Z,2026-02-05T12:30:00Z,FALSE,TRUE,SSC,Stelvio Ski Centre,stelvio-ski-centre,Stelvio Ski Centre-ALP Course,SAL,OALPTC,FALSE,Wednesday,11:30:00,13:30:00
2026-02-04,ALP,Alpine Skiing,ALPWDH----------------TRNO000100--,Women's Downhill 1st Official Training,2026-02-05T11:30:00Z,2026-02-05T13:30:00Z,2026-02-05T10:30:00Z,2026-02-05T12:30:00Z,FALSE,TRUE,CAL,Tofane Alpine Skiing Centre,tofane-alpine-skiing-centre,Tofane Alpine Skiing Centre,CAL,OALPTB,FALSE,Wednesday,11:30:00,13:30:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000101--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR01,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000102--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR01,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000103--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR01,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000104--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR01,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000201--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR02,FALSE,Wednesday,10:05:00,12:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000202--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR02,FALSE,Wednesday,10:05:00,12:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000203--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR02,FALSE,Wednesday,10:05:00,12:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000204--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR02,FALSE,Wednesday,10:05:00,12:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000301--,Mixed Doubles Round Robin Session 3,2026-02-05T14:35:00Z,2026-02-05T16:35:00Z,2026-02-05T13:35:00Z,2026-02-05T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR03,FALSE,Wednesday,14:35:00,16:35:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000302--,Mixed Doubles Round Robin Session 3,2026-02-05T14:35:00Z,2026-02-05T16:35:00Z,2026-02-05T13:35:00Z,2026-02-05T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR03,FALSE,Wednesday,14:35:00,16:35:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000401--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR04,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000402--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR04,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000403--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR04,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,CUR,Curling,CURXTEAM2-------------PREL000404--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR04,FALSE,Wednesday,19:05:00,21:05:00
2026-02-04,IHO,Ice Hockey,IHOWTEAM6-------------GPB-000100--,Women's Prelim. Round - Group B,2026-02-05T12:10:00Z,2026-02-05T14:40:00Z,2026-02-05T11:10:00Z,2026-02-05T13:40:00Z,FALSE,FALSE,MH2,Milano Rho Ice Hockey Arena,milano-rho-ice-hockey-arena,Milano Rho Ice Hockey Arena,MH2,OIHO01,FALSE,Wednesday,12:10:00,14:40:00
2026-02-04,IHO,Ice Hockey,IHOWTEAM6-------------GPB-000200--,Women's Prelim. Round - Group B,2026-02-05T14:40:00Z,2026-02-05T17:10:00Z,2026-02-05T13:40:00Z,2026-02-05T16:10:00Z,FALSE,FALSE,MH1,Milano Santagiulia Ice Hockey Arena,milano-santagiulia-ice-hockey-arena,Milano Santagiulia IHO Arena,MH1,OIHO02,FALSE,Wednesday,14:40:00,17:10:00
2026-02-04,IHO,Ice Hockey,IHOWTEAM6-------------GPA-000100--,Women's Prelim. Round - Group A,2026-02-05T16:40:00Z,2026-02-05T19:10:00Z,2026-02-05T15:40:00Z,2026-02-05T18:10:00Z,FALSE,FALSE,MH2,Milano Rho Ice Hockey Arena,milano-rho-ice-hockey-arena,Milano Rho Ice Hockey Arena,MH2,OIHO03,FALSE,Wednesday,16:40:00,19:10:00
2026-02-04,IHO,Ice Hockey,IHOWTEAM6-------------GPA-000200--,Women's Prelim. Round - Group A,2026-02-05T21:10:00Z,2026-02-05T23:40:00Z,2026-02-05T20:10:00Z,2026-02-05T22:40:00Z,FALSE,FALSE,MH2,Milano Rho Ice Hockey Arena,milano-rho-ice-hockey-arena,Milano Rho Ice Hockey Arena,MH2,OIHO04,FALSE,Wednesday,21:10:00,23:40:00
2026-02-04,LUG,Luge,LUGMSINGLES-----------TRNO000100--,Men's Singles Official Training Run 1,2026-02-04T19:30:00Z,2026-02-04T20:11:40Z,2026-02-04T18:30:00Z,2026-02-04T19:11:40Z,FALSE,TRUE,CSC,Cortina Sliding Centre,cortina-sliding-centre,Cortina Sliding Centre,CSC,OLUGTA,FALSE,Wednesday,19:30:00,20:11:00
2026-02-04,LUG,Luge,LUGMSINGLES-----------TRNO000300--,Men's Singles Official Training Run 3,2026-02-05T14:30:00Z,2026-02-05T15:11:40Z,2026-02-05T13:30:00Z,2026-02-05T14:11:40Z,FALSE,TRUE,CSC,Cortina Sliding Centre,cortina-sliding-centre,Cortina Sliding Centre,CSC,OLUGTB,FALSE,Wednesday,14:30:00,15:11:00
2026-02-04,LUG,Luge,LUGMSINGLES-----------TRNO000400--,Men's Singles Official Training Run 4,2026-02-05T15:27:00Z,2026-02-05T16:08:40Z,2026-02-05T14:27:00Z,2026-02-05T15:08:40Z,FALSE,TRUE,CSC,Cortina Sliding Centre,cortina-sliding-centre,Cortina Sliding Centre,CSC,OLUGTB,FALSE,Wednesday,15:27:00,16:08:00
2026-02-04,LUG,Luge,LUGWSINGLES-----------TRNO000100--,Women's Singles Official Training Run 1,2026-02-05T17:00:00Z,2026-02-05T17:41:40Z,2026-02-05T16:00:00Z,2026-02-05T16:41:40Z,FALSE,TRUE,CSC,Cortina Sliding Centre,cortina-sliding-centre,Cortina Sliding Centre,CSC,OLUGTC,FALSE,Wednesday,17:00:00,17:41:00
2026-02-04,LUG,Luge,LUGMSINGLES-----------TRNO000200--,Men's Singles Official Training Run 2,2026-02-04T20:27:00Z,2026-02-04T21:08:40Z,2026-02-04T19:27:00Z,2026-02-04T20:08:40Z,FALSE,TRUE,CSC,Cortina Sliding Centre,cortina-sliding-centre,Cortina Sliding Centre,CSC,OLUGTA,TRUE,Wednesday,20:27:00,21:08:00
2026-02-04,LUG,Luge,LUGWSINGLES-----------TRNO000200--,Women's Singles Official Training Run 2,2026-02-05T17:55:00Z,2026-02-05T18:38:40Z,2026-02-05T16:55:00Z,2026-02-05T17:38:40Z,FALSE,TRUE,CSC,Cortina Sliding Centre,cortina-sliding-centre,Cortina Sliding Centre,CSC,OLUGTC,TRUE,Wednesday,17:55:00,18:38:00
2026-02-04,SJP,Ski Jumping,SJPWNHTRAIN-----------TRNO0100SJ--,Women's NH - Official Training 1,2026-02-05T17:00:00Z,2026-02-05T19:00:00Z,2026-02-05T16:00:00Z,2026-02-05T18:00:00Z,FALSE,TRUE,PSJ,Predazzo Ski Jumping Stadium,predazzo-ski-jumping-stadium,Predazzo PSJ-Normal Hill,PNH,OSJPTA,FALSE,Wednesday,17:00:00,19:00:00
2026-02-04,SJP,Ski Jumping,SJPMNHTRAIN-----------TRNO0100SJ--,Men's NH - Official Training 1,2026-02-05T20:00:00Z,2026-02-05T22:00:00Z,2026-02-05T19:00:00Z,2026-02-05T21:00:00Z,FALSE,TRUE,PSJ,Predazzo Ski Jumping Stadium,predazzo-ski-jumping-stadium,Predazzo PSJ-Normal Hill,PNH,OSJPTB,FALSE,Wednesday,20:00:00,22:00:00
2026-02-04,SBD,Snowboard,SBDMBA----------------QUAL000001--,Men's SBD Big Air Qualification Run 1,2026-02-05T19:30:00Z,2026-02-05T20:14:00Z,2026-02-05T18:30:00Z,2026-02-05T19:14:00Z,FALSE,FALSE,LSP,Livigno Snow Park,livigno-snow-park,Livigno Snow Park-Big Air,LBA,OSBD01,FALSE,Wednesday,19:30:00,20:14:00
2026-02-04,SBD,Snowboard,SBDMBA----------------QUAL000002--,Men's SBD Big Air Qualification Run 2,2026-02-05T20:15:00Z,2026-02-05T20:59:00Z,2026-02-05T19:15:00Z,2026-02-05T19:59:00Z,FALSE,FALSE,LSP,Livigno Snow Park,livigno-snow-park,Livigno Snow Park-Big Air,LBA,OSBD01,FALSE,Wednesday,20:15:00,20:59:00
2026-02-04,SBD,Snowboard,SBDMBA----------------QUAL000003--,Men's SBD Big Air Qualification Run 3,2026-02-05T21:00:00Z,2026-02-05T21:45:00Z,2026-02-05T20:00:00Z,2026-02-05T20:45:00Z,FALSE,FALSE,LSP,Livigno Snow Park,livigno-snow-park,Livigno Snow Park-Big Air,LBA,OSBD01,FALSE,Wednesday,21:00:00,21:45:00
2026-02-05,ALP,Alpine Skiing,ALPMDH----------------TRNO000100--,Men's Downhill 1st Official Training,2026-02-04T11:30:00Z,2026-02-04T13:30:00Z,2026-02-04T10:30:00Z,2026-02-04T12:30:00Z,FALSE,TRUE,NA,NA,NA,Stelvio Ski Centre-ALP Course,SAL,OALPTA,FALSE,Thursday,11:30:00,13:30:00
2026-02-05,ALP,Alpine Skiing,ALPMDH----------------TRNO000200--,Men's Downhill 2nd Official Training,2026-02-05T11:30:00Z,2026-02-05T13:30:00Z,2026-02-05T10:30:00Z,2026-02-05T12:30:00Z,FALSE,TRUE,SSC,Stelvio Ski Centre,stelvio-ski-centre,Stelvio Ski Centre-ALP Course,SAL,OALPTC,FALSE,Thursday,11:30:00,13:30:00
2026-02-05,ALP,Alpine Skiing,ALPWDH----------------TRNO000100--,Women's Downhill 1st Official Training,2026-02-05T11:30:00Z,2026-02-05T13:30:00Z,2026-02-05T10:30:00Z,2026-02-05T12:30:00Z,FALSE,TRUE,CAL,Tofane Alpine Skiing Centre,tofane-alpine-skiing-centre,Tofane Alpine Skiing Centre,CAL,OALPTB,FALSE,Thursday,11:30:00,13:30:00
2026-02-05,ALP,Alpine Skiing,ALPMDH----------------TRNO000300--,Men's Downhill 3rd Official Training,2026-02-06T11:30:00Z,2026-02-06T13:30:00Z,2026-02-06T10:30:00Z,2026-02-06T12:30:00Z,FALSE,TRUE,SSC,Stelvio Ski Centre,stelvio-ski-centre,Stelvio Ski Centre-ALP Course,SAL,OALPTE,FALSE,Thursday,11:30:00,13:30:00
2026-02-05,ALP,Alpine Skiing,ALPWDH----------------TRNO000200--,Women's Downhill 2nd Official Training,2026-02-06T11:30:00Z,2026-02-06T13:30:00Z,2026-02-06T10:30:00Z,2026-02-06T12:30:00Z,FALSE,TRUE,CAL,Tofane Alpine Skiing Centre,tofane-alpine-skiing-centre,Tofane Alpine Skiing Centre,CAL,OALPTD,FALSE,Thursday,11:30:00,13:30:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000101--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR01,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000102--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR01,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000103--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR01,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000104--,Mixed Doubles Round Robin Session 1,2026-02-04T19:05:00Z,2026-02-04T21:05:00Z,2026-02-04T18:05:00Z,2026-02-04T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR01,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000201--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR02,FALSE,Thursday,10:05:00,12:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000202--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR02,FALSE,Thursday,10:05:00,12:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000203--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR02,FALSE,Thursday,10:05:00,12:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000204--,Mixed Doubles Round Robin Session 2,2026-02-05T10:05:00Z,2026-02-05T12:05:00Z,2026-02-05T09:05:00Z,2026-02-05T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR02,FALSE,Thursday,10:05:00,12:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000301--,Mixed Doubles Round Robin Session 3,2026-02-05T14:35:00Z,2026-02-05T16:35:00Z,2026-02-05T13:35:00Z,2026-02-05T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR03,FALSE,Thursday,14:35:00,16:35:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000302--,Mixed Doubles Round Robin Session 3,2026-02-05T14:35:00Z,2026-02-05T16:35:00Z,2026-02-05T13:35:00Z,2026-02-05T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR03,FALSE,Thursday,14:35:00,16:35:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000401--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR04,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000402--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR04,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000403--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR04,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000404--,Mixed Doubles Round Robin Session 4,2026-02-05T19:05:00Z,2026-02-05T21:05:00Z,2026-02-05T18:05:00Z,2026-02-05T20:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR04,FALSE,Thursday,19:05:00,21:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000502--,Mixed Doubles Round Robin Session 5,2026-02-06T10:05:00Z,2026-02-06T12:05:00Z,2026-02-06T09:05:00Z,2026-02-06T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR05,FALSE,Thursday,10:05:00,12:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000503--,Mixed Doubles Round Robin Session 5,2026-02-06T10:05:00Z,2026-02-06T12:05:00Z,2026-02-06T09:05:00Z,2026-02-06T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR05,FALSE,Thursday,10:05:00,12:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000504--,Mixed Doubles Round Robin Session 5,2026-02-06T10:05:00Z,2026-02-06T12:05:00Z,2026-02-06T09:05:00Z,2026-02-06T11:05:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR05,FALSE,Thursday,10:05:00,12:05:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000601--,Mixed Doubles Round Robin Session 6,2026-02-06T14:35:00Z,2026-02-06T16:35:00Z,2026-02-06T13:35:00Z,2026-02-06T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet A,CUA,OCUR06,FALSE,Thursday,14:35:00,16:35:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000602--,Mixed Doubles Round Robin Session 6,2026-02-06T14:35:00Z,2026-02-06T16:35:00Z,2026-02-06T13:35:00Z,2026-02-06T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet B,CUB,OCUR06,FALSE,Thursday,14:35:00,16:35:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000603--,Mixed Doubles Round Robin Session 6,2026-02-06T14:35:00Z,2026-02-06T16:35:00Z,2026-02-06T13:35:00Z,2026-02-06T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet C,CUC,OCUR06,FALSE,Thursday,14:35:00,16:35:00
2026-02-05,CUR,Curling,CURXTEAM2-------------PREL000604--,Mixed Doubles Round Robin Session 6,2026-02-06T14:35:00Z,2026-02-06T16:35:00Z,2026-02-06T13:35:00Z,2026-02-06T15:35:00Z,FALSE,FALSE,CCU,Cortina Curling Olympic Stadium,cortina-curling-olympic-stadium,Curling Stadium - Sheet D,CUD,OCUR06,FALSE,Thursday,14:35:00,16:35:00
2026-02-05,FSK,Figure Skating,FSKXTEAM--------------QUAL0004DC--,Team Event - Ice Dance - RD,2026-02-06T09:55:00Z,2026-02-06T11:13:30Z,2026-02-06T08:55:00Z,2026-02-06T10:13:30Z,FALSE,FALSE,MSK,Milano Ice Skating Arena,milano-ice-skating-arena,Milano MSK-Competition Rink,MSC,OFSK01,FALSE,Thursday,09:55:00,11:13:00
2026-02-05,FSK,Figure Skating,FSKXTEAM--------------QUAL0003PR--,Team Event - Pair Skating - SP,2026-02-06T11:35:00Z,2026-02-06T13:13:20Z,2026-02-06T10:35:00Z,2026-02-06T12:13:20Z,FALSE,FALSE,MSK,Milano Ice Skating Arena,milano-ice-skating-arena,Milano MSK-Competition Rink,MSC,OFSK01,FALSE,Thursday,11:35:00,13:13:00
2026-02-05,FSK,Figure Skating,FSKXTEAM--------------QUAL0002LD--,Team Event - Women Single Skating - SP,2026-02-06T13:35:00Z,2026-02-06T14:53:50Z,2026-02-06T12:35:00Z,2026-02-06T13:53:50Z,FALSE,FALSE,MSK,Milano Ice Skating Arena,milano-ice-skating-arena,Milano MSK-Competition Rink,MSC,OFSK01,FALSE,Thursday,13:35:00,14:53:00
2026-02-05,IHO,Ice Hockey,IHOWTEAM6-------------GPB-000100--,Women's Prelim. Round - Group B,2026-02-05T12:10:00Z,2026-02-05T14:40:00Z,2026-02-05T11:10:00Z,2026-02-05T13:40:00Z,FALSE,FALSE,MH2,Milano Rho Ice Hockey Arena,milano-rho-ice-hockey-arena,Milano Rho Ice Hockey Arena,MH2,OIHO01,FALSE,Thursday,12:10:00,14:40:00
2026-02-05,IHO,Ice Hockey,IHOWTEAM6-------------GPB-000200--,Women's Prelim. Round - Group B,2026-02-05T14:40:00Z,2026-02-05T17:10:00Z,2026-02-05T13:40:00Z,2026-02-05T16:10:00Z,FALSE,FALSE,MH1,Milano Santagiulia Ice Hockey Arena,milano-santagiulia-ice-hockey-arena,Milano Santagiulia IHO Arena,MH1,OIHO02,FALSE,Thursday,14:40:00,17:10:00
2026-02-05,IHO,Ice Hockey,IHOWTEAM6-------------GPA-000100--,Women's Prelim. Round - Group A,2026-02-05T16:40:00Z,2026-02-05T19:10:00Z,2026-02-05T15:40:00Z,2026-02-05T18:10:00Z,FALSE,FALSE,MH2,Milano Rho Ice Hockey Arena,milano-rho-ice-hockey-arena,Milano Rho Ice Hockey Arena,MH2,OIHO03,FALSE,Thursday,16:40:00,19:10:00
2026-02-05,IHO,Ice Hockey,IHOWTEAM6-------------GPA-000200--,Women's Prelim. Round - Group A,2026-02-05T21:10:00Z,2026-02-05T23:40:00Z,2026-02-05T20:10:00Z,2026-02-05T22:40:00Z,FALSE,FALSE,MH2,Milano Rho Ice Hockey Arena,milano-rho-ice-hockey-arena,Milano Rho Ice Hockey Arena,MH2,OIHO04,FALSE,Thursday,21:10:00,23:40:00
2026-02-05,IHO,Ice Hockey,IHOWTEAM6-------------GPB-000300--,Women's Prelim. Round - Group B,2026-02-06T12:10:00Z,2026-02-06T14:40:00Z,2026-02-06T11:10:00Z,2026-02-06T13:40:00Z,FALSE,FALSE,MH2,Milano Rho Ice Hockey Arena,milano-rho-ice-hockey-arena,Milano Rho Ice Hockey Arena,MH2,OIHO05,FALSE,Thursday,12:10:00,14:40:00
2026-02-05,IHO,Ice Hockey,IHOWTEAM6-------------GPA-000300--,Women's Prelim. Round - Group A,2026-02-06T14:40:00Z,2026-02-06T17:10:00Z,2026-02-06T13:40:00Z,2026-02-06T16:10:00Z,FALSE,FALSE,MH1,Milano Santagiulia Ice Hockey Arena,milano-santagiulia-ice-hockey-arena,Milano Santagiulia IHO Arena,MH1,OIHO06,FALSE,Thursday,14:40:00,17:10:00
2026-02-05,LUG,Luge,LUGMSINGLES-----------TRNO000100--,Men's Singles Official Training Run 1,2026-02-04T19:30:00Z,2026-02-04T20:11:40Z,2026-02-04T18:30:00Z,2026-02-04T19:11:40Z,FALSE,TRUE,CSC,Cortina Sliding Centre,cortina-sliding-centre,Cortina Sliding Centre,CSC,OLUGTA,FALSE,Thursday,19:30:00,20:11:00
