edition,year,stage_results_id,rank,time,rider,age,team,points,elapsed,bib_number
56,1969,stage-11,44,56S,Abrahamian Stéphane,22,Sonolor - Lejeune,NA,51S,61
56,1969,stage-11,45,9S,Karstens Gerben,27,Peugeot - Michelin - BP,NA,4S,26
56,1969,stage-11,46,9S,Riotte Raymond,29,Mercier - Hutchinson - BP,NA,4S,79
56,1969,stage-11,47,9S,Beugels Eddy,25,Mercier - Hutchinson - BP,NA,4S,71
56,1969,stage-11,48,9S,Bodin Jean-Louis,25,Frimatic - Viva - De Gribaldy,NA,4S,82
56,1969,stage-11,49,9S,Bellone Gilbert,26,Bic,NA,4S,3
56,1969,stage-11,50,9S,Dolman Evert,23,Willem II - Gazelle,NA,4S,91
56,1969,stage-11,51,9S,Stevens Julien,26,Faema,NA,4S,56
56,1969,stage-11,52,9S,Leman Eric,22,Flandria - De Clerck - Krüger,NA,4S,46
56,1969,stage-11,53,9S,Galera Manuel,25,Fagor,NA,4S,104
56,1969,stage-11,54,9S,Scandelli Pietro,27,Faema,NA,4S,54
56,1969,stage-11,55,9S,Vandenberghe Georges,27,Faema,NA,4S,58
56,1969,stage-11,56,9S,Swerts Roger,26,Faema,NA,4S,57
56,1969,stage-11,57,9S,Poggiali Roberto,28,Salvarani,NA,4S,129
56,1969,stage-11,58,9S,Vidament Jean,25,Mercier - Hutchinson - BP,NA,4S,80
56,1969,stage-11,59,9S,Anni Mario,25,Molteni,NA,4S,111
56,1969,stage-11,59,9S,Delberghe Edouard,33,Sonolor - Lejeune,NA,4S,63
56,1969,stage-11,59,9S,Cooreman Roger,28,Dr. Mann - Grundig,NA,4S,11
56,1969,stage-11,59,9S,Guerra Pietro,26,Salvarani,NA,4S,126
56,1969,stage-11,59,9S,Rigon Francis,25,Frimatic - Viva - De Gribaldy,NA,4S,90
56,1969,stage-11,59,9S,Gómez José,25,Kas - Kaskol,NA,4S,35
56,1969,stage-11,59,9S,Dancelli Michele,27,Molteni,NA,4S,114
56,1969,stage-11,59,9S,Wilhelm André,26,Sonolor - Lejeune,NA,4S,69
56,1969,stage-11,59,9S,De Witte Ronald,22,Dr. Mann - Grundig,NA,4S,12
56,1969,stage-11,59,9S,Haast Cees,30,Willem II - Gazelle,NA,4S,92
56,1969,stage-11,59,9S,Mintjens Frans,22,Faema,NA,4S,52
56,1969,stage-11,59,9S,Polidori Giancarlo,25,Molteni,NA,4S,116
56,1969,stage-11,59,9S,Genet Jean-Pierre,28,Mercier - Hutchinson - BP,NA,4S,73
56,1969,stage-11,59,9S,Huysmans Jos,27,Dr. Mann - Grundig,NA,4S,13
56,1969,stage-11,59,9S,Ottenbros Harm,26,Willem II - Gazelle,NA,4S,94
56,1969,stage-11,59,9S,Reybrouck Guido,27,Faema,NA,4S,53
56,1969,stage-11,59,9S,Santambrogio Giacinto,24,Molteni,NA,4S,117
56,1969,stage-11,59,9S,Izier Maurice,25,Frimatic - Viva - De Gribaldy,NA,4S,85
56,1969,stage-11,59,9S,Poppe André,25,Dr. Mann - Grundig,NA,4S,17
56,1969,stage-11,59,9S,Van Der Flaas Jules,23,Willem II - Gazelle,NA,4S,98
56,1969,stage-11,59,9S,Van Schil Victor,29,Faema,NA,4S,60
56,1969,stage-11,59,9S,Balmamion Franco,29,Salvarani,NA,4S,122
56,1969,stage-11,59,9S,Matignon Pierre,26,Frimatic - Viva - De Gribaldy,NA,4S,88
56,1969,stage-11,59,9S,Delisle Raymond,26,Peugeot - Michelin - BP,NA,4S,24
56,1969,stage-11,83,9S,Bayssiere André,25,Peugeot - Michelin - BP,NA,4S,21
56,1969,stage-11,84,9S,Zimmermann André,30,Sonolor - Lejeune,NA,4S,70
56,1969,stage-11,85,9S,Jimenez Nemesio,23,Kas - Kaskol,NA,4S,37
56,1969,stage-11,86,9S,Lebaube Jean-Claude,31,Frimatic - Viva - De Gribaldy,NA,4S,87
56,1969,stage-11,87,9S,Altig Rudi,32,Salvarani,NA,4S,121
56,1969,stage-11,88,9S,Berland Roland,24,Bic,NA,4S,4
56,1969,stage-11,89,9S,In ´t Ven Paul,24,Dr. Mann - Grundig,NA,4S,14
56,1969,stage-11,90,9S,Lazcano Santiago,22,Kas - Kaskol,NA,4S,38
56,1969,stage-11,91,9S,In 't Ven Willy,26,Dr. Mann - Grundig,NA,4S,15
56,1969,stage-11,92,9S,De Block Marc,23,Flandria - De Clerck - Krüger,NA,4S,43
56,1969,stage-11,93,9S,Peffgen Wilfried,26,Salvarani,NA,4S,128
56,1969,stage-11,94,9S,Wright Michael,28,Bic,NA,4S,10
56,1969,stage-11,95,9S,Hoban Barry,29,Mercier - Hutchinson - BP,NA,4S,74
56,1969,stage-11,DNF,NA,Nassen Pieter,25,Flandria - De Clerck - Krüger,NA,NA,49
56,1969,stage-11,DNF,NA,Vanclooster Noel,25,Flandria - De Clerck - Krüger,NA,NA,50
56,1969,stage-12,1,15S,Gimondi Felice,26,Salvarani,100,15S,125
56,1969,stage-12,2,0S,Gandarias Andrés,26,Kas - Kaskol,70,15S,33
56,1969,stage-12,3,0S,Merckx Eddy,24,Faema,50,15S,51
56,1969,stage-12,4,0S,Van Schil Victor,29,Faema,40,15S,60
56,1969,stage-12,5,23S,Abrahamian Stéphane,22,Sonolor - Lejeune,32,38S,61
56,1969,stage-12,6,23S,De Boever Jaak,31,Flandria - De Clerck - Krüger,26,38S,44
56,1969,stage-12,7,23S,Poulidor Raymond,33,Mercier - Hutchinson - BP,22,38S,78
56,1969,stage-12,8,23S,Agostinho Joaquim,26,Frimatic - Viva - De Gribaldy,18,38S,81
56,1969,stage-12,9,23S,Van Impe Lucien,22,Sonolor - Lejeune,14,38S,68
56,1969,stage-12,10,23S,Van Springel Herman,25,Dr. Mann - Grundig,10,38S,20
56,1969,stage-12,11,23S,Schutz Edy,28,Molteni,8,38S,118
56,1969,stage-12,12,23S,Galdos Francisco,22,Kas - Kaskol,6,38S,32
56,1969,stage-12,13,23S,Castello Eduardo,29,Kas - Kaskol,4,38S,31
56,1969,stage-12,14,23S,Pingeon Roger,28,Peugeot - Michelin - BP,2,38S,29
56,1969,stage-12,15,23S,Panizza Wladimiro,24,Salvarani,1,38S,127
56,1969,stage-12,16,55S,Janssen Jan,29,Bic,NA,10S,1
56,1969,stage-12,17,55S,Dancelli Michele,27,Molteni,NA,10S,114
56,1969,stage-12,18,55S,Riotte Raymond,29,Mercier - Hutchinson - BP,NA,10S,79
56,1969,stage-12,19,55S,Wagtmans Rini,22,Willem II - Gazelle,NA,10S,100
56,1969,stage-12,20,55S,Zandegu Dino,29,Salvarani,NA,10S,130
56,1969,stage-12,21,55S,López José Manuel,29,Fagor,NA,10S,105
56,1969,stage-12,22,55S,Swerts Roger,26,Faema,NA,10S,57
56,1969,stage-12,23,55S,Aimar Lucien,28,Bic,NA,10S,2
56,1969,stage-12,24,55S,Lazcano Santiago,22,Kas - Kaskol,NA,10S,38
56,1969,stage-12,25,55S,Letort Désiré,26,Peugeot - Michelin - BP,NA,10S,27
56,1969,stage-12,26,55S,Beugels Eddy,25,Mercier - Hutchinson - BP,NA,10S,71
56,1969,stage-12,27,55S,Gutty Paul,26,Frimatic - Viva - De Gribaldy,NA,10S,83
56,1969,stage-12,28,55S,Altig Rudi,32,Salvarani,NA,10S,121
56,1969,stage-12,29,41S,De Witte Ronald,22,Dr. Mann - Grundig,NA,56S,12
56,1969,stage-12,30,41S,Guyot Bernard,23,Sonolor - Lejeune,NA,56S,65
56,1969,stage-12,31,41S,Díaz Mariano,29,Fagor,NA,56S,101
56,1969,stage-12,32,41S,Berland Roland,24,Bic,NA,56S,4
56,1969,stage-12,33,41S,Santambrogio Giacinto,24,Molteni,NA,56S,117
56,1969,stage-12,34,41S,Mascaró Gabriel,25,Kas - Kaskol,NA,56S,39
56,1969,stage-12,35,41S,Izier Maurice,25,Frimatic - Viva - De Gribaldy,NA,56S,85
56,1969,stage-12,36,41S,Dolman Evert,23,Willem II - Gazelle,NA,56S,91
56,1969,stage-12,37,41S,Momeñe José Antonio,28,Fagor,NA,56S,107
56,1969,stage-12,38,41S,Jimenez Nemesio,23,Kas - Kaskol,NA,56S,37
56,1969,stage-12,39,41S,Bodin Jean-Louis,25,Frimatic - Viva - De Gribaldy,NA,56S,82
56,1969,stage-12,40,41S,Anni Mario,25,Molteni,NA,56S,111
56,1969,stage-12,41,41S,Gabica Francisco,31,Fagor,NA,56S,102
56,1969,stage-12,42,41S,Rigon Francis,25,Frimatic - Viva - De Gribaldy,NA,56S,90
56,1969,stage-12,43,41S,Poppe André,25,Dr. Mann - Grundig,NA,56S,17
56,1969,stage-12,44,41S,Galera Joaquín,29,Fagor,NA,56S,103
56,1969,stage-12,45,41S,Poggiali Roberto,28,Salvarani,NA,56S,129
56,1969,stage-12,46,41S,Labourdette Bernard,22,Mercier - Hutchinson - BP,NA,56S,76
56,1969,stage-12,47,41S,Vidament Jean,25,Mercier - Hutchinson - BP,NA,56S,80
56,1969,stage-12,48,41S,Scandelli Pietro,27,Faema,NA,56S,54
56,1969,stage-12,49,41S,Huysmans Jos,27,Dr. Mann - Grundig,NA,56S,13
56,1969,stage-12,50,41S,Vianelli Pierfranco,22,Molteni,NA,56S,120
56,1969,stage-12,51,41S,Polidori Giancarlo,25,Molteni,NA,56S,116
56,1969,stage-12,52,41S,Balmamion Franco,29,Salvarani,NA,56S,122
56,1969,stage-12,53,41S,Spruyt Jos,26,Faema,NA,56S,55
56,1969,stage-12,54,41S,Theillière Jean-Claude,25,Sonolor - Lejeune,NA,56S,67
56,1969,stage-12,55,41S,Harrison Derek,25,Frimatic - Viva - De Gribaldy,NA,56S,84
56,1969,stage-12,56,40S,Bellone Gilbert,26,Bic,NA,55S,3
56,1969,stage-12,57,40S,Galera Manuel,25,Fagor,NA,55S,104
56,1969,stage-12,58,40S,Zimmermann André,30,Sonolor - Lejeune,NA,55S,70
56,1969,stage-12,59,51S,Santamarina Luis-Pedro,27,Fagor,NA,6S,110
56,1969,stage-12,60,51S,Bayssiere André,25,Peugeot - Michelin - BP,NA,6S,21
56,1969,stage-12,61,51S,Gómez José,25,Kas - Kaskol,NA,6S,35
56,1969,stage-12,62,14S,Dumont Jean,25,Peugeot - Michelin - BP,NA,29S,25
56,1969,stage-12,63,14S,Haast Cees,30,Willem II - Gazelle,NA,29S,92
56,1969,stage-12,64,14S,Janssens Ward,23,Mercier - Hutchinson - BP,NA,29S,75
56,1969,stage-12,65,14S,David Wilfried,23,Flandria - De Clerck - Krüger,NA,29S,42
56,1969,stage-12,66,10S,Genet Jean-Pierre,28,Mercier - Hutchinson - BP,NA,25S,73
56,1969,stage-12,67,10S,Peffgen Wilfried,26,Salvarani,NA,25S,128
56,1969,stage-12,68,10S,Ferretti Giancarlo,27,Salvarani,NA,25S,124
56,1969,stage-12,69,10S,Hoban Barry,29,Mercier - Hutchinson - BP,NA,25S,74
56,1969,stage-12,70,48S,Catieau José,22,Sonolor - Lejeune,NA,3S,62
56,1969,stage-12,71,48S,Van Den Bossche Martin,28,Faema,NA,3S,59
56,1969,stage-12,72,32S,Karstens Gerben,27,Peugeot - Michelin - BP,NA,47S,26
56,1969,stage-12,73,32S,Ottenbros Harm,26,Willem II - Gazelle,NA,47S,94
56,1969,stage-12,74,32S,Van Der Flaas Jules,23,Willem II - Gazelle,NA,47S,98
56,1969,stage-12,75,32S,Stevens Julien,26,Faema,NA,47S,56
56,1969,stage-12,76,32S,Wright Michael,28,Bic,NA,47S,10
56,1969,stage-12,77,32S,De Block Marc,23,Flandria - De Clerck - Krüger,NA,47S,43
56,1969,stage-12,78,32S,Mintjens Frans,22,Faema,NA,47S,52
56,1969,stage-12,79,32S,Guerra Pietro,26,Salvarani,NA,47S,126
56,1969,stage-12,80,32S,Perurena Domingo,25,Fagor,NA,47S,109
56,1969,stage-12,81,32S,Vandenberghe Georges,27,Faema,NA,47S,58
56,1969,stage-12,82,32S,Lebaube Jean-Claude,31,Frimatic - Viva - De Gribaldy,NA,47S,87
56,1969,stage-12,83,32S,Raymond Christian,25,Peugeot - Michelin - BP,NA,47S,30
56,1969,stage-12,84,32S,Reybrouck Guido,27,Faema,NA,47S,53
56,1969,stage-12,85,32S,Coulon Michel,22,Flandria - De Clerck - Krüger,NA,47S,41
56,1969,stage-12,86,32S,Leman Eric,22,Flandria - De Clerck - Krüger,NA,47S,46
56,1969,stage-12,87,32S,Delberghe Edouard,33,Sonolor - Lejeune,NA,47S,63
56,1969,stage-12,88,2S,Cooreman Roger,28,Dr. Mann - Grundig,NA,17S,11
56,1969,stage-12,89,11S,In 't Ven Willy,26,Dr. Mann - Grundig,NA,26S,15
56,1969,stage-12,90,11S,Matignon Pierre,26,Frimatic - Viva - De Gribaldy,NA,26S,88
56,1969,stage-12,91,40S,Bouloux Robert,22,Peugeot - Michelin - BP,NA,55S,22
56,1969,stage-12,92,40S,Delisle Raymond,26,Peugeot - Michelin - BP,NA,55S,24
56,1969,stage-12,93,40S,Wilhelm André,26,Sonolor - Lejeune,NA,55S,69
56,1969,stage-12,94,40S,Bracke Ferdinand,30,Peugeot - Michelin - BP,NA,55S,23
56,1969,stage-12,95,10S,In ´t Ven Paul,24,Dr. Mann - Grundig,NA,25S,14
56,1969,stage-13,1,54S,Reybrouck Guido,27,Faema,100,54S,53
56,1969,stage-13,2,0S,Janssen Jan,29,Bic,70,54S,1
56,1969,stage-13,3,0S,Leman Eric,22,Flandria - De Clerck - Krüger,50,54S,46
56,1969,stage-13,4,0S,Ottenbros Harm,26,Willem II - Gazelle,40,54S,94
56,1969,stage-13,5,0S,Dancelli Michele,27,Molteni,32,54S,114
56,1969,stage-13,6,0S,Zandegu Dino,29,Salvarani,26,54S,130
56,1969,stage-13,7,0S,Karstens Gerben,27,Peugeot - Michelin - BP,22,54S,26
56,1969,stage-13,8,0S,Berland Roland,24,Bic,18,54S,4
56,1969,stage-13,9,0S,Jimenez Nemesio,23,Kas - Kaskol,14,54S,37
56,1969,stage-13,10,0S,Beugels Eddy,25,Mercier - Hutchinson - BP,10,54S,71
56,1969,stage-13,11,0S,Riotte Raymond,29,Mercier - Hutchinson - BP,8,54S,79
56,1969,stage-13,12,0S,Van Springel Herman,25,Dr. Mann - Grundig,6,54S,20
56,1969,stage-13,13,0S,Guerra Pietro,26,Salvarani,4,54S,126
56,1969,stage-13,14,0S,Vandenberghe Georges,27,Faema,2,54S,58
56,1969,stage-13,15,0S,Schutz Edy,28,Molteni,1,54S,118
56,1969,stage-13,16,0S,Swerts Roger,26,Faema,NA,54S,57
56,1969,stage-13,17,8S,Galdos Francisco,22,Kas - Kaskol,NA,2S,32
56,1969,stage-13,18,39S,Genet Jean-Pierre,28,Mercier - Hutchinson - BP,NA,33S,73
56,1969,stage-13,19,40S,Hoban Barry,29,Mercier - Hutchinson - BP,NA,34S,74
56,1969,stage-13,20,40S,Van Der Flaas Jules,23,Willem II - Gazelle,NA,34S,98
56,1969,stage-13,21,40S,Mintjens Frans,22,Faema,NA,34S,52
56,1969,stage-13,22,40S,Pingeon Roger,28,Peugeot - Michelin - BP,NA,34S,29
56,1969,stage-13,23,40S,Guyot Bernard,23,Sonolor - Lejeune,NA,34S,65
56,1969,stage-13,24,40S,Coulon Michel,22,Flandria - De Clerck - Krüger,NA,34S,41
56,1969,stage-13,25,40S,Wright Michael,28,Bic,NA,34S,10
56,1969,stage-13,26,40S,Wagtmans Rini,22,Willem II - Gazelle,NA,34S,100
56,1969,stage-13,27,40S,Van Impe Lucien,22,Sonolor - Lejeune,NA,34S,68
56,1969,stage-13,28,40S,Mascaró Gabriel,25,Kas - Kaskol,NA,34S,39
56,1969,stage-13,29,40S,Vidament Jean,25,Mercier - Hutchinson - BP,NA,34S,80
56,1969,stage-13,30,40S,Gimondi Felice,26,Salvarani,NA,34S,125
56,1969,stage-13,31,40S,Gutty Paul,26,Frimatic - Viva - De Gribaldy,NA,34S,83
56,1969,stage-13,32,40S,Merckx Eddy,24,Faema,NA,34S,51
56,1969,stage-13,33,40S,Altig Rudi,32,Salvarani,NA,34S,121
56,1969,stage-13,34,40S,Gandarias Andrés,26,Kas - Kaskol,NA,34S,33
56,1969,stage-13,35,40S,Peffgen Wilfried,26,Salvarani,NA,34S,128
56,1969,stage-13,36,40S,Dumont Jean,25,Peugeot - Michelin - BP,NA,34S,25
56,1969,stage-13,37,40S,Poulidor Raymond,33,Mercier - Hutchinson - BP,NA,34S,78
56,1969,stage-13,38,40S,Momeñe José Antonio,28,Fagor,NA,34S,107
56,1969,stage-13,39,40S,Stevens Julien,26,Faema,NA,34S,56
56,1969,stage-13,40,40S,Santambrogio Giacinto,24,Molteni,NA,34S,117
56,1969,stage-13,41,40S,Galera Joaquín,29,Fagor,NA,34S,103
56,1969,stage-13,42,40S,Ferretti Giancarlo,27,Salvarani,NA,34S,124
56,1969,stage-13,43,40S,Anni Mario,25,Molteni,NA,34S,111
56,1969,stage-13,44,40S,Van Schil Victor,29,Faema,NA,34S,60
56,1969,stage-13,45,40S,Lazcano Santiago,22,Kas - Kaskol,NA,34S,38
56,1969,stage-13,46,40S,Cooreman Roger,28,Dr. Mann - Grundig,NA,34S,11
56,1969,stage-13,47,40S,De Boever Jaak,31,Flandria - De Clerck - Krüger,NA,34S,44
56,1969,stage-13,48,40S,Agostinho Joaquim,26,Frimatic - Viva - De Gribaldy,NA,34S,81
56,1969,stage-13,49,40S,Gómez José,25,Kas - Kaskol,NA,34S,35
56,1969,stage-13,50,40S,Scandelli Pietro,27,Faema,NA,34S,54
56,1969,stage-13,51,40S,Aimar Lucien,28,Bic,NA,34S,2
56,1969,stage-13,52,40S,Poppe André,25,Dr. Mann - Grundig,NA,34S,17
56,1969,stage-13,53,40S,Delberghe Edouard,33,Sonolor - Lejeune,NA,34S,63
56,1969,stage-13,54,40S,Vianelli Pierfranco,22,Molteni,NA,34S,120
56,1969,stage-13,55,40S,Van Den Bossche Martin,28,Faema,NA,34S,59
56,1969,stage-13,56,40S,Spruyt Jos,26,Faema,NA,34S,55
56,1969,stage-13,57,40S,Gabica Francisco,31,Fagor,NA,34S,102
56,1969,stage-13,58,40S,Huysmans Jos,27,Dr. Mann - Grundig,NA,34S,13
56,1969,stage-13,59,40S,Harrison Derek,25,Frimatic - Viva - De Gribaldy,NA,34S,84
56,1969,stage-13,60,40S,Letort Désiré,26,Peugeot - Michelin - BP,NA,34S,27
56,1969,stage-13,61,40S,Raymond Christian,25,Peugeot - Michelin - BP,NA,34S,30
56,1969,stage-13,62,40S,Bouloux Robert,22,Peugeot - Michelin - BP,NA,34S,22
56,1969,stage-13,63,40S,De Witte Ronald,22,Dr. Mann - Grundig,NA,34S,12
56,1969,stage-13,64,40S,Dolman Evert,23,Willem II - Gazelle,NA,34S,91
56,1969,stage-13,65,40S,Castello Eduardo,29,Kas - Kaskol,NA,34S,31
56,1969,stage-13,66,40S,Bellone Gilbert,26,Bic,NA,34S,3
56,1969,stage-13,67,40S,Santamarina Luis-Pedro,27,Fagor,NA,34S,110
56,1969,stage-13,68,40S,In ´t Ven Paul,24,Dr. Mann - Grundig,NA,34S,14
56,1969,stage-13,69,40S,Abrahamian Stéphane,22,Sonolor - Lejeune,NA,34S,61
56,1969,stage-13,70,40S,David Wilfried,23,Flandria - De Clerck - Krüger,NA,34S,42
56,1969,stage-13,71,40S,Balmamion Franco,29,Salvarani,NA,34S,122
56,1969,stage-13,72,40S,Haast Cees,30,Willem II - Gazelle,NA,34S,92
56,1969,stage-13,73,40S,Labourdette Bernard,22,Mercier - Hutchinson - BP,NA,34S,76
56,1969,stage-13,74,40S,Catieau José,22,Sonolor - Lejeune,NA,34S,62
56,1969,stage-13,75,40S,Lebaube Jean-Claude,31,Frimatic - Viva - De Gribaldy,NA,34S,87
56,1969,stage-13,76,40S,Janssens Ward,23,Mercier - Hutchinson - BP,NA,34S,75
56,1969,stage-13,77,40S,Panizza Wladimiro,24,Salvarani,NA,34S,127
56,1969,stage-13,78,40S,Theillière Jean-Claude,25,Sonolor - Lejeune,NA,34S,67
56,1969,stage-13,79,40S,De Block Marc,23,Flandria - De Clerck - Krüger,NA,34S,43
56,1969,stage-13,80,40S,Bracke Ferdinand,30,Peugeot - Michelin - BP,NA,34S,23
56,1969,stage-13,81,40S,Bayssiere André,25,Peugeot - Michelin - BP,NA,34S,21
56,1969,stage-13,82,40S,Rigon Francis,25,Frimatic - Viva - De Gribaldy,NA,34S,90
56,1969,stage-13,83,40S,Galera Manuel,25,Fagor,NA,34S,104
56,1969,stage-13,84,40S,Poggiali Roberto,28,Salvarani,NA,34S,129
56,1969,stage-13,85,40S,Díaz Mariano,29,Fagor,NA,34S,101
56,1969,stage-13,86,40S,Bodin Jean-Louis,25,Frimatic - Viva - De Gribaldy,NA,34S,82
56,1969,stage-13,87,40S,In 't Ven Willy,26,Dr. Mann - Grundig,NA,34S,15
56,1969,stage-13,88,40S,Zimmermann André,30,Sonolor - Lejeune,NA,34S,70
56,1969,stage-13,89,40S,Izier Maurice,25,Frimatic - Viva - De Gribaldy,NA,34S,85
56,1969,stage-13,90,40S,Matignon Pierre,26,Frimatic - Viva - De Gribaldy,NA,34S,88
56,1969,stage-13,91,40S,López José Manuel,29,Fagor,NA,34S,105
56,1969,stage-13,92,40S,Perurena Domingo,25,Fagor,NA,34S,109
56,1969,stage-13,93,40S,Delisle Raymond,26,Peugeot - Michelin - BP,NA,34S,24
56,1969,stage-13,94,40S,Polidori Giancarlo,25,Molteni,NA,34S,116
56,1969,stage-13,95,31S,Wilhelm André,26,Sonolor - Lejeune,NA,25S,69
56,1969,stage-14,1,53S,Agostinho Joaquim,26,Frimatic - Viva - De Gribaldy,100,53S,81
56,1969,stage-14,2,18S,Beugels Eddy,25,Mercier - Hutchinson - BP,70,11S,71
56,1969,stage-14,3,18S,David Wilfried,23,Flandria - De Clerck - Krüger,50,11S,42
56,1969,stage-14,4,14S,Leman Eric,22,Flandria - De Clerck - Krüger,40,7S,46
56,1969,stage-14,5,14S,Zandegu Dino,29,Salvarani,32,7S,130
56,1969,stage-14,6,14S,Wagtmans Rini,22,Willem II - Gazelle,26,7S,100
56,1969,stage-14,7,14S,Ottenbros Harm,26,Willem II - Gazelle,22,7S,94
56,1969,stage-14,8,14S,Karstens Gerben,27,Peugeot - Michelin - BP,18,7S,26
56,1969,stage-14,9,14S,Janssen Jan,29,Bic,14,7S,1
56,1969,stage-14,10,14S,Dancelli Michele,27,Molteni,10,7S,114
56,1969,stage-14,11,14S,Dolman Evert,23,Willem II - Gazelle,8,7S,91
56,1969,stage-14,12,14S,Aimar Lucien,28,Bic,6,7S,2
56,1969,stage-14,13,14S,López José Manuel,29,Fagor,4,7S,105
56,1969,stage-14,14,14S,Huysmans Jos,27,Dr. Mann - Grundig,2,7S,13
56,1969,stage-14,15,14S,Izier Maurice,25,Frimatic - Viva - De Gribaldy,1,7S,85
56,1969,stage-14,16,14S,Gómez José,25,Kas - Kaskol,NA,7S,35
56,1969,stage-14,17,14S,Abrahamian Stéphane,22,Sonolor - Lejeune,NA,7S,61
56,1969,stage-14,18,14S,De Boever Jaak,31,Flandria - De Clerck - Krüger,NA,7S,44
56,1969,stage-14,19,14S,Vidament Jean,25,Mercier - Hutchinson - BP,NA,7S,80
56,1969,stage-14,20,14S,Hoban Barry,29,Mercier - Hutchinson - BP,NA,7S,74
56,1969,stage-14,21,14S,Guyot Bernard,23,Sonolor - Lejeune,NA,7S,65
56,1969,stage-14,22,14S,Van Springel Herman,25,Dr. Mann - Grundig,NA,7S,20
56,1969,stage-14,23,14S,Poppe André,25,Dr. Mann - Grundig,NA,7S,17
56,1969,stage-14,24,14S,Schutz Edy,28,Molteni,NA,7S,118
56,1969,stage-14,25,14S,Pingeon Roger,28,Peugeot - Michelin - BP,NA,7S,29
56,1969,stage-14,26,14S,Reybrouck Guido,27,Faema,NA,7S,53
56,1969,stage-14,27,14S,Bouloux Robert,22,Peugeot - Michelin - BP,NA,7S,22
56,1969,stage-14,28,14S,Gabica Francisco,31,Fagor,NA,7S,102
56,1969,stage-14,29,14S,Gimondi Felice,26,Salvarani,NA,7S,125
56,1969,stage-14,30,14S,Van Impe Lucien,22,Sonolor - Lejeune,NA,7S,68
56,1969,stage-14,31,14S,Merckx Eddy,24,Faema,NA,7S,51
56,1969,stage-14,32,14S,Gandarias Andrés,26,Kas - Kaskol,NA,7S,33
56,1969,stage-14,33,14S,Poulidor Raymond,33,Mercier - Hutchinson - BP,NA,7S,78
56,1969,stage-14,34,14S,Anni Mario,25,Molteni,NA,7S,111
56,1969,stage-14,35,14S,Catieau José,22,Sonolor - Lejeune,NA,7S,62
56,1969,stage-14,36,14S,Altig Rudi,32,Salvarani,NA,7S,121
56,1969,stage-14,37,14S,Bodin Jean-Louis,25,Frimatic - Viva - De Gribaldy,NA,7S,82
56,1969,stage-14,38,14S,Scandelli Pietro,27,Faema,NA,7S,54
56,1969,stage-14,39,14S,Panizza Wladimiro,24,Salvarani,NA,7S,127
56,1969,stage-14,40,14S,Zimmermann André,30,Sonolor - Lejeune,NA,7S,70
56,1969,stage-14,41,14S,Guerra Pietro,26,Salvarani,NA,7S,126
56,1969,stage-14,42,14S,Raymond Christian,25,Peugeot - Michelin - BP,NA,7S,30
56,1969,stage-14,43,14S,Ferretti Giancarlo,27,Salvarani,NA,7S,124
56,1969,stage-14,44,14S,Dumont Jean,25,Peugeot - Michelin - BP,NA,7S,25
56,1969,stage-14,45,14S,Polidori Giancarlo,25,Molteni,NA,7S,116
56,1969,stage-14,46,14S,Van Den Bossche Martin,28,Faema,NA,7S,59
56,1969,stage-14,47,14S,Jimenez Nemesio,23,Kas - Kaskol,NA,7S,37
56,1969,stage-14,48,14S,Galera Joaquín,29,Fagor,NA,7S,103
56,1969,stage-14,49,14S,Vianelli Pierfranco,22,Molteni,NA,7S,120
56,1969,stage-14,50,14S,Spruyt Jos,26,Faema,NA,7S,55
56,1969,stage-14,51,14S,Momeñe José Antonio,28,Fagor,NA,7S,107
56,1969,stage-14,52,14S,Delisle Raymond,26,Peugeot - Michelin - BP,NA,7S,24
56,1969,stage-14,53,14S,Bracke Ferdinand,30,Peugeot - Michelin - BP,NA,7S,23
56,1969,stage-14,54,14S,Peffgen Wilfried,26,Salvarani,NA,7S,128
56,1969,stage-14,55,14S,Swerts Roger,26,Faema,NA,7S,57
56,1969,stage-14,56,14S,Poggiali Roberto,28,Salvarani,NA,7S,129
56,1969,stage-14,57,14S,Delberghe Edouard,33,Sonolor - Lejeune,NA,7S,63
56,1969,stage-14,58,14S,Gutty Paul,26,Frimatic - Viva - De Gribaldy,NA,7S,83
56,1969,stage-14,59,14S,Berland Roland,24,Bic,NA,7S,4
56,1969,stage-14,60,14S,Riotte Raymond,29,Mercier - Hutchinson - BP,NA,7S,79
56,1969,stage-14,61,14S,Mascaró Gabriel,25,Kas - Kaskol,NA,7S,39
56,1969,stage-14,62,14S,Galdos Francisco,22,Kas - Kaskol,NA,7S,32
56,1969,stage-14,63,14S,Cooreman Roger,28,Dr. Mann - Grundig,NA,7S,11
56,1969,stage-14,64,14S,Bellone Gilbert,26,Bic,NA,7S,3
56,1969,stage-14,65,14S,Vandenberghe Georges,27,Faema,NA,7S,58
56,1969,stage-14,66,14S,Díaz Mariano,29,Fagor,NA,7S,101
56,1969,stage-14,67,14S,Letort Désiré,26,Peugeot - Michelin - BP,NA,7S,27
56,1969,stage-14,68,14S,Santambrogio Giacinto,24,Molteni,NA,7S,117
56,1969,stage-14,69,14S,In ´t Ven Paul,24,Dr. Mann - Grundig,NA,7S,14
56,1969,stage-14,70,14S,Galera Manuel,25,Fagor,NA,7S,104
56,1969,stage-14,71,14S,Santamarina Luis-Pedro,27,Fagor,NA,7S,110
