species,date,geo_group,region,losses,dead,discarded,escaped,other
salmon,2020-01-01,area,1,31425,28126,3299,0,0
salmon,2020-01-01,area,2,324116,277888,46113,0,115
salmon,2020-01-01,area,3,844829,776983,63770,0,4076
salmon,2020-01-01,area,4,676852,623159,51823,0,1870
salmon,2020-01-01,area,5,109269,97627,11424,0,218
salmon,2020-01-01,area,6,548921,531193,15710,0,2018
salmon,2020-01-01,area,7,231487,228847,2640,0,0
salmon,2020-01-01,area,8,442659,431218,11228,0,213
salmon,2020-01-01,area,9,311127,308298,2212,0,617
salmon,2020-01-01,area,10,288849,281808,3120,0,3921
salmon,2020-01-01,area,11,565676,516146,4761,0,44769
salmon,2020-01-01,area,12,532527,500079,19833,19,12596
salmon,2020-01-01,area,13,29668,24396,4947,0,325
salmon,2020-01-01,county,Agder,31425,28126,3299,0,0
salmon,2020-01-01,county,Rogaland,337744,289072,48472,0,200
salmon,2020-01-01,county,Vestland,1508053,1388958,113234,0,5861
salmon,2020-01-01,county,Møre og Romsdal,233384,212079,21034,0,271
salmon,2020-01-01,county,Trøndelag,644643,634325,8353,0,1965
salmon,2020-01-01,county,Nordland,765029,750382,13827,0,820
salmon,2020-01-01,county,Troms,854932,798351,7881,0,48700
salmon,2020-01-01,county,Finnmark,562195,524475,24780,19,12921
salmon,2020-01-01,county,Akershus,0,0,0,0,0
salmon,2020-01-01,country,Norge,4937405,4625768,240880,19,70738
salmon,2020-02-01,area,1,50080,49755,325,0,0
salmon,2020-02-01,area,2,197239,185488,11372,0,379
salmon,2020-02-01,area,3,544177,485874,58020,0,283
salmon,2020-02-01,area,4,546960,503147,36018,0,7795
salmon,2020-02-01,area,5,42267,38863,3077,0,327
salmon,2020-02-01,area,6,890612,739646,37928,0,113038
salmon,2020-02-01,area,7,475115,467700,5545,0,1870
salmon,2020-02-01,area,8,327323,324703,2133,0,487
salmon,2020-02-01,area,9,286601,262385,3214,0,21002
salmon,2020-02-01,area,10,226583,219071,2397,0,5115
salmon,2020-02-01,area,11,625946,427662,5780,0,192504
salmon,2020-02-01,area,12,639209,563610,26586,0,49013
salmon,2020-02-01,area,13,5221,4153,542,0,526
salmon,2020-02-01,county,Agder,50080,49755,325,0,0
salmon,2020-02-01,county,Rogaland,212945,199714,12852,0,379
salmon,2020-02-01,county,Vestland,1075431,974795,92558,0,8078
salmon,2020-02-01,county,Møre og Romsdal,378919,230625,36295,0,111999
salmon,2020-02-01,county,Trøndelag,1016480,1005009,8245,0,3226
salmon,2020-02-01,county,Nordland,626030,597174,7357,0,21499
salmon,2020-02-01,county,Troms,853018,647222,8177,0,197619
salmon,2020-02-01,county,Finnmark,644430,567763,27128,0,49539
salmon,2020-02-01,county,Akershus,0,0,0,0,0
salmon,2020-02-01,country,Norge,4857333,4272057,192937,0,392339
salmon,2020-03-01,area,1,46337,46337,0,0,0
salmon,2020-03-01,area,2,547309,498910,48265,0,134
salmon,2020-03-01,area,3,664472,617426,43164,0,3882
salmon,2020-03-01,area,4,819002,761464,36238,0,21300
salmon,2020-03-01,area,5,71973,70778,748,0,447
salmon,2020-03-01,area,6,672953,647874,18242,1,6836
salmon,2020-03-01,area,7,303956,281313,21421,0,1222
salmon,2020-03-01,area,8,218440,212784,5216,0,440
salmon,2020-03-01,area,9,258655,251993,6514,0,148
salmon,2020-03-01,area,10,236048,220385,5975,0,9688
salmon,2020-03-01,area,11,487640,429946,7296,0,50398
salmon,2020-03-01,area,12,823725,682073,100965,0,40687
salmon,2020-03-01,area,13,4790,3972,0,0,818
salmon,2020-03-01,county,Agder,46337,46337,0,0,0
salmon,2020-03-01,county,Rogaland,561815,511684,49962,0,169
salmon,2020-03-01,county,Vestland,1468968,1366116,77705,0,25147
salmon,2020-03-01,county,Møre og Romsdal,307379,297618,9163,0,598
salmon,2020-03-01,county,Trøndelag,697632,671500,18224,1,7907
salmon,2020-03-01,county,Nordland,520966,495624,24754,0,588
salmon,2020-03-01,county,Troms,723688,650331,13271,0,60086
salmon,2020-03-01,county,Finnmark,828515,686045,100965,0,41505
salmon,2020-03-01,county,Akershus,0,0,0,0,0
salmon,2020-03-01,country,Norge,5155300,4725255,294044,1,136000
salmon,2020-04-01,area,1,33868,32724,1144,0,0
salmon,2020-04-01,area,2,272828,188404,84295,0,129
salmon,2020-04-01,area,3,737746,699353,38171,0,222
salmon,2020-04-01,area,4,575949,515227,35208,500,25014
salmon,2020-04-01,area,5,174865,168505,5388,0,972
salmon,2020-04-01,area,6,750935,728145,17535,0,5255
salmon,2020-04-01,area,7,294389,284733,8966,0,690
salmon,2020-04-01,area,8,282490,276515,5954,0,21
salmon,2020-04-01,area,9,206143,200809,4983,0,351
salmon,2020-04-01,area,10,760030,713973,20585,0,25472
salmon,2020-04-01,area,11,498731,477282,2106,0,19343
salmon,2020-04-01,area,12,536664,403939,27969,0,104756
salmon,2020-04-01,area,13,7485,6280,0,0,1205
salmon,2020-04-01,county,Agder,33868,32724,1144,0,0
salmon,2020-04-01,county,Rogaland,287868,202403,85306,0,159
salmon,2020-04-01,county,Vestland,1306210,1208136,72368,500,25206
salmon,2020-04-01,county,Møre og Romsdal,277283,262329,13913,0,1041
salmon,2020-04-01,county,Trøndelag,935351,911499,17976,0,5876
salmon,2020-04-01,county,Nordland,488633,477324,10937,0,372
salmon,2020-04-01,county,Troms,1258761,1191255,22691,0,44815
salmon,2020-04-01,county,Finnmark,544149,410219,27969,0,105961
salmon,2020-04-01,county,Akershus,0,0,0,0,0
salmon,2020-04-01,country,Norge,5132123,4695889,252304,500,183430
salmon,2020-05-01,area,1,26113,25774,339,0,0
salmon,2020-05-01,area,2,298451,220845,77501,0,105
salmon,2020-05-01,area,3,609075,532656,76021,0,398
salmon,2020-05-01,area,4,688804,502796,133412,0,52596
salmon,2020-05-01,area,5,145843,136938,6095,0,2810
salmon,2020-05-01,area,6,579319,554644,20306,0,4369
salmon,2020-05-01,area,7,341986,338931,2986,0,69
salmon,2020-05-01,area,8,522544,337270,4001,0,181273
salmon,2020-05-01,area,9,662457,654359,7478,0,620
salmon,2020-05-01,area,10,423727,353900,47595,0,22232
salmon,2020-05-01,area,11,498621,406197,3186,0,89238
salmon,2020-05-01,area,12,416478,356609,13055,0,46814
salmon,2020-05-01,area,13,6489,4851,0,0,1638
salmon,2020-05-01,county,Agder,26113,25774,339,0,0
salmon,2020-05-01,county,Rogaland,320346,240034,80207,0,105
salmon,2020-05-01,county,Vestland,1278081,1018360,206727,0,52994
salmon,2020-05-01,county,Møre og Romsdal,278052,259168,15832,0,3052
salmon,2020-05-01,county,Trøndelag,786999,769248,13555,0,4196
salmon,2020-05-01,county,Nordland,1160013,966661,11479,0,181873
salmon,2020-05-01,county,Troms,947336,785065,50781,0,111490
salmon,2020-05-01,county,Finnmark,422967,361460,13055,0,48452
salmon,2020-05-01,county,Akershus,0,0,0,0,0
salmon,2020-05-01,country,Norge,5219907,4425770,391975,0,402162
salmon,2020-06-01,area,1,22677,21451,1226,0,0
salmon,2020-06-01,area,2,347510,252687,94721,0,102
salmon,2020-06-01,area,3,809774,691401,113391,0,4982
salmon,2020-06-01,area,4,601064,543691,57243,0,130
salmon,2020-06-01,area,5,123696,118893,3471,0,1332
salmon,2020-06-01,area,6,504272,476011,26480,1,1780
salmon,2020-06-01,area,7,209449,201492,2867,0,5090
salmon,2020-06-01,area,8,711809,191671,11309,0,508829
salmon,2020-06-01,area,9,367379,366603,526,0,250
salmon,2020-06-01,area,10,617207,154254,13212,0,449741
salmon,2020-06-01,area,11,163629,137583,2352,0,23694
salmon,2020-06-01,area,12,348645,303658,14931,0,30056
salmon,2020-06-01,area,13,21761,19203,0,0,2558
salmon,2020-06-01,county,Agder,22677,21451,1226,0,0
salmon,2020-06-01,county,Rogaland,382608,282015,100481,0,112
salmon,2020-06-01,county,Vestland,1377238,1207262,164874,0,5102
salmon,2020-06-01,county,Møre og Romsdal,191207,177248,12565,0,1394
salmon,2020-06-01,county,Trøndelag,639260,612198,20253,1,6808
salmon,2020-06-01,county,Nordland,936176,415292,11835,0,509049
salmon,2020-06-01,county,Troms,929300,440271,15564,0,473465
salmon,2020-06-01,county,Finnmark,370406,322861,14931,0,32614
salmon,2020-06-01,county,Akershus,0,0,0,0,0
salmon,2020-06-01,country,Norge,4848872,3478598,341729,1,1028544
salmon,2020-07-01,area,1,20240,19298,942,0,0
salmon,2020-07-01,area,2,175319,165408,9079,0,832
salmon,2020-07-01,area,3,644754,609727,34687,0,340
salmon,2020-07-01,area,4,451577,361686,89861,0,30
salmon,2020-07-01,area,5,122744,110988,11620,0,136
salmon,2020-07-01,area,6,827997,803253,23005,0,1739
salmon,2020-07-01,area,7,208213,180575,27607,0,31
salmon,2020-07-01,area,8,224908,216823,7943,0,142
salmon,2020-07-01,area,9,102530,96956,5471,0,103
salmon,2020-07-01,area,10,700736,82704,1108,0,616924
salmon,2020-07-01,area,11,93167,71833,2741,0,18593
salmon,2020-07-01,area,12,961240,185386,21496,0,754358
salmon,2020-07-01,area,13,10442,9600,0,0,842
salmon,2020-07-01,county,Agder,20240,19298,942,0,0
salmon,2020-07-01,county,Rogaland,213931,203200,9899,0,832
salmon,2020-07-01,county,Vestland,1059032,934934,123728,0,370
salmon,2020-07-01,county,Møre og Romsdal,321479,300876,20234,0,369
salmon,2020-07-01,county,Trøndelag,829472,785937,41998,0,1537
salmon,2020-07-01,county,Nordland,331193,317534,13414,0,245
salmon,2020-07-01,county,Troms,796838,157472,3849,0,635517
salmon,2020-07-01,county,Finnmark,971682,194986,21496,0,755200
salmon,2020-07-01,county,Akershus,0,0,0,0,0
salmon,2020-07-01,country,Norge,4543867,2914237,235560,0,1394070
salmon,2020-08-01,area,1,147200,147200,0,0,0
salmon,2020-08-01,area,2,949304,917715,31452,0,137
salmon,2020-08-01,area,3,746970,693849,52477,0,644
salmon,2020-08-01,area,4,668887,613243,55644,0,0
salmon,2020-08-01,area,5,171966,156132,10980,0,4854
salmon,2020-08-01,area,6,1011505,978568,20620,858,11459
salmon,2020-08-01,area,7,256427,249638,6727,0,62
salmon,2020-08-01,area,8,262006,259279,2594,0,133
salmon,2020-08-01,area,9,125992,122108,3718,0,166
salmon,2020-08-01,area,10,191373,183403,5695,0,2275
salmon,2020-08-01,area,11,95576,81749,3685,0,10142
salmon,2020-08-01,area,12,793103,158161,11549,0,623393
salmon,2020-08-01,area,13,6172,5876,0,0,296
salmon,2020-08-01,county,Agder,147200,147200,0,0,0
salmon,2020-08-01,county,Rogaland,991992,959863,31992,0,137
salmon,2020-08-01,county,Vestland,1375171,1266946,107581,0,644
salmon,2020-08-01,county,Møre og Romsdal,422000,403161,12143,858,5838
salmon,2020-08-01,county,Trøndelag,1004546,967825,26184,0,10537
salmon,2020-08-01,county,Nordland,398273,391662,6312,0,299
salmon,2020-08-01,county,Troms,288024,266227,9380,0,12417
salmon,2020-08-01,county,Finnmark,799275,164037,11549,0,623689
salmon,2020-08-01,county,Akershus,0,0,0,0,0
salmon,2020-08-01,country,Norge,5428356,4568796,205141,858,653561
salmon,2020-09-01,area,1,141296,130197,11099,0,0
salmon,2020-09-01,area,2,314021,298704,14624,0,693
salmon,2020-09-01,area,3,540331,479732,60002,0,597
salmon,2020-09-01,area,4,699157,668448,30709,0,0
salmon,2020-09-01,area,5,188399,145262,42558,0,579
salmon,2020-09-01,area,6,1275407,1176832,68818,0,29757
salmon,2020-09-01,area,7,203752,183953,19666,0,133
salmon,2020-09-01,area,8,433175,429813,3087,0,275
salmon,2020-09-01,area,9,172018,164868,6202,0,948
salmon,2020-09-01,area,10,344483,324419,1007,0,19057
salmon,2020-09-01,area,11,118200,107377,6512,0,4311
salmon,2020-09-01,area,12,276705,215496,11484,0,49725
salmon,2020-09-01,area,13,10824,10000,547,0,277
salmon,2020-09-01,county,Agder,141296,130197,11099,0,0
salmon,2020-09-01,county,Rogaland,369770,349202,19855,0,713
salmon,2020-09-01,county,Vestland,1186681,1100624,85480,0,577
salmon,2020-09-01,county,Møre og Romsdal,316563,272022,43857,0,684
salmon,2020-09-01,county,Trøndelag,1334782,1217836,87185,0,29761
salmon,2020-09-01,county,Nordland,618016,607510,9289,0,1217
salmon,2020-09-01,county,Troms,463131,432214,7519,0,23398
salmon,2020-09-01,county,Finnmark,287529,225496,12031,0,50002
salmon,2020-09-01,county,Akershus,0,0,0,0,0
salmon,2020-09-01,country,Norge,4718987,4336320,276315,0,106352
salmon,2020-10-01,area,1,105660,103802,1858,0,0
salmon,2020-10-01,area,2,381003,350376,28026,0,2601
salmon,2020-10-01,area,3,725520,617700,107560,0,260
salmon,2020-10-01,area,4,1168520,1096391,67305,4824,0
salmon,2020-10-01,area,5,720475,688542,23390,0,8543
salmon,2020-10-01,area,6,748056,696124,20349,0,31583
salmon,2020-10-01,area,7,186900,176017,10849,0,34
salmon,2020-10-01,area,8,410340,401734,8376,0,230
salmon,2020-10-01,area,9,255830,250897,4601,0,332
salmon,2020-10-01,area,10,394702,241404,1564,0,151734
salmon,2020-10-01,area,11,190359,174640,10419,1,5299
salmon,2020-10-01,area,12,386440,324774,33239,0,28427
salmon,2020-10-01,area,13,27967,19029,8685,0,253
salmon,2020-10-01,county,Agder,105660,103802,1858,0,0
salmon,2020-10-01,county,Rogaland,410432,379542,28269,0,2621
salmon,2020-10-01,county,Vestland,1894176,1714490,174622,4824,240
salmon,2020-10-01,county,Møre og Romsdal,849803,815882,25138,0,8783
salmon,2020-10-01,county,Trøndelag,756666,695849,29450,0,31367
salmon,2020-10-01,county,Nordland,684412,670863,12977,0,572
salmon,2020-10-01,county,Troms,586216,417199,11983,1,157033
salmon,2020-10-01,county,Finnmark,414407,343803,41924,0,28680
salmon,2020-10-01,county,Akershus,0,0,0,0,0
salmon,2020-10-01,country,Norge,5709293,5148822,326350,4825,229296
salmon,2020-11-01,area,1,58033,57557,476,0,0
salmon,2020-11-01,area,2,370871,331543,39017,0,311
salmon,2020-11-01,area,3,938169,850412,79855,0,7902
salmon,2020-11-01,area,4,1127519,1041791,85708,0,20
salmon,2020-11-01,area,5,171192,144036,24736,0,2420
salmon,2020-11-01,area,6,701699,651936,44368,0,5395
salmon,2020-11-01,area,7,114118,109385,4643,0,90
salmon,2020-11-01,area,8,272494,267325,5083,0,86
salmon,2020-11-01,area,9,211357,205791,5180,0,386
salmon,2020-11-01,area,10,287743,275955,5456,0,6332
salmon,2020-11-01,area,11,132648,122589,3605,0,6454
salmon,2020-11-01,area,12,339524,313913,23260,0,2351
salmon,2020-11-01,area,13,19216,11103,8092,0,21
salmon,2020-11-01,county,Agder,58033,57557,476,0,0
salmon,2020-11-01,county,Rogaland,419348,379927,39110,0,311
salmon,2020-11-01,county,Vestland,2028122,1854730,165470,0,7922
salmon,2020-11-01,county,Møre og Romsdal,330099,301163,26236,0,2700
salmon,2020-11-01,county,Trøndelag,636084,583378,47511,0,5195
salmon,2020-11-01,county,Nordland,493118,482373,10263,0,482
salmon,2020-11-01,county,Troms,421039,399192,9061,0,12786
salmon,2020-11-01,county,Finnmark,358740,325016,31352,0,2372
salmon,2020-11-01,county,Akershus,0,0,0,0,0
salmon,2020-11-01,country,Norge,4747988,4386612,329608,0,31768
salmon,2020-12-01,area,1,115477,106134,9343,0,0
salmon,2020-12-01,area,2,316012,263313,52439,0,260
salmon,2020-12-01,area,3,713765,637728,75651,0,386
salmon,2020-12-01,area,4,804330,719585,84725,0,20
salmon,2020-12-01,area,5,302368,254694,46319,0,1355
salmon,2020-12-01,area,6,989142,940488,47124,0,1530
salmon,2020-12-01,area,7,183420,176263,7099,0,58
salmon,2020-12-01,area,8,310334,304057,6012,2,263
salmon,2020-12-01,area,9,353956,349683,4170,0,103
salmon,2020-12-01,area,10,354663,300087,47494,8,7074
salmon,2020-12-01,area,11,171060,157867,3231,1,9961
salmon,2020-12-01,area,12,379506,353556,20568,0,5382
salmon,2020-12-01,area,13,8326,8145,181,0,0
salmon,2020-12-01,county,Agder,115477,106134,9343,0,0
salmon,2020-12-01,county,Rogaland,345772,292507,53005,0,260
salmon,2020-12-01,county,Vestland,1515189,1354973,159810,0,406
salmon,2020-12-01,county,Møre og Romsdal,700449,650754,48085,0,1610
salmon,2020-12-01,county,Trøndelag,737835,684045,52457,0,1333
salmon,2020-12-01,county,Nordland,672704,662154,10182,2,366
salmon,2020-12-01,county,Troms,527101,459332,50725,9,17035
salmon,2020-12-01,county,Finnmark,387832,361701,20749,0,5382
salmon,2020-12-01,county,Akershus,0,0,0,0,0
salmon,2020-12-01,country,Norge,5003582,4572799,404380,11,26392
salmon,2021-01-01,area,1,93725,87573,6152,0,0
salmon,2021-01-01,area,2,225351,195869,29128,0,354
salmon,2021-01-01,area,3,694336,565327,128791,33,185
salmon,2021-01-01,area,4,703365,629046,74299,0,20
salmon,2021-01-01,area,5,327011,307894,18378,0,739
salmon,2021-01-01,area,6,1032414,1004043,26157,0,2214
salmon,2021-01-01,area,7,177268,172856,4339,0,73
salmon,2021-01-01,area,8,236526,233513,2814,0,199
salmon,2021-01-01,area,9,389609,384023,5193,0,393
salmon,2021-01-01,area,10,374616,323948,5099,0,45569
salmon,2021-01-01,area,11,350657,322106,19084,0,9467
salmon,2021-01-01,area,12,479120,425586,38647,250,14637
salmon,2021-01-01,area,13,8604,8012,582,0,10
salmon,2021-01-01,county,Agder,93725,87573,6152,0,0
salmon,2021-01-01,county,Rogaland,237381,207899,29128,0,354
salmon,2021-01-01,county,Vestland,1422796,1219468,203090,33,205
salmon,2021-01-01,county,Møre og Romsdal,721987,693222,27935,0,830
salmon,2021-01-01,county,Trøndelag,767153,744019,20939,0,2195
salmon,2021-01-01,county,Nordland,633370,624790,8007,0,573
salmon,2021-01-01,county,Troms,728466,649227,24183,0,55056
salmon,2021-01-01,county,Finnmark,487724,433598,39229,250,14647
salmon,2021-01-01,county,Akershus,0,0,0,0,0
salmon,2021-01-01,country,Norge,5094378,4661359,358876,283,73860
salmon,2021-02-01,area,1,104364,92252,12112,0,0
salmon,2021-02-01,area,2,197148,183052,13804,0,292
salmon,2021-02-01,area,3,846980,781374,58664,0,6942
salmon,2021-02-01,area,4,469750,435316,34414,0,20
salmon,2021-02-01,area,5,251006,246229,721,0,4056
salmon,2021-02-01,area,6,1638613,1450702,144315,0,43596
salmon,2021-02-01,area,7,164181,162883,1026,0,272
salmon,2021-02-01,area,8,211734,208910,2514,0,310
salmon,2021-02-01,area,9,345503,338281,6971,0,251
salmon,2021-02-01,area,10,868309,306344,19291,0,542674
salmon,2021-02-01,area,11,501339,489230,9840,0,2269
salmon,2021-02-01,area,12,611422,555780,27762,9069,18811
salmon,2021-02-01,area,13,4284,3605,679,0,0
salmon,2021-02-01,county,Agder,104364,92252,12112,0,0
salmon,2021-02-01,county,Rogaland,208637,194534,13804,0,299
salmon,2021-02-01,county,Vestland,1320772,1220739,93078,0,6955
salmon,2021-02-01,county,Møre og Romsdal,667800,547946,110245,0,9609
salmon,2021-02-01,county,Trøndelag,1363428,1289376,35817,0,38235
salmon,2021-02-01,county,Nordland,562655,552549,9485,0,621
salmon,2021-02-01,county,Troms,1371271,797177,29131,0,544963
salmon,2021-02-01,county,Finnmark,615706,559385,28441,9069,18811
salmon,2021-02-01,county,Akershus,0,0,0,0,0
salmon,2021-02-01,country,Norge,6215014,5254158,332294,9069,619493
salmon,2021-03-01,area,1,87985,76852,11133,0,0
salmon,2021-03-01,area,2,299685,281562,17397,0,726
salmon,2021-03-01,area,3,952879,917275,34190,0,1414
salmon,2021-03-01,area,4,525251,454681,70570,0,0
salmon,2021-03-01,area,5,317743,290661,21623,0,5459
salmon,2021-03-01,area,6,890832,841282,38885,0,10665
salmon,2021-03-01,area,7,224817,218356,6290,0,171
salmon,2021-03-01,area,8,316366,313203,3082,0,81
salmon,2021-03-01,area,9,388896,382422,6359,0,115
salmon,2021-03-01,area,10,316015,281022,15068,0,19925
salmon,2021-03-01,area,11,410608,313997,10086,0,86525
salmon,2021-03-01,area,12,644056,583212,39764,0,21080
salmon,2021-03-01,area,13,3441,3441,0,0,0
salmon,2021-03-01,county,Agder,87985,76852,11133,0,0
salmon,2021-03-01,county,Rogaland,325273,305991,18526,0,756
salmon,2021-03-01,county,Vestland,1464353,1359338,103631,0,1384
salmon,2021-03-01,county,Møre og Romsdal,679395,632191,38503,0,8701
salmon,2021-03-01,county,Trøndelag,732705,696916,28295,0,7494
salmon,2021-03-01,county,Nordland,711180,701463,9441,0,276
salmon,2021-03-01,county,Troms,730186,598562,25154,0,106470
salmon,2021-03-01,county,Finnmark,647497,586653,39764,0,21080
salmon,2021-03-01,county,Akershus,0,0,0,0,0
salmon,2021-03-01,country,Norge,5378574,4957966,274447,0,146161
salmon,2021-04-01,area,1,26662,18596,8066,0,0
salmon,2021-04-01,area,2,325085,304183,16674,0,4228
salmon,2021-04-01,area,3,1018105,966475,51283,100,247
salmon,2021-04-01,area,4,521723,500367,21355,0,1
salmon,2021-04-01,area,5,323439,270453,32573,0,20413
salmon,2021-04-01,area,6,1210659,1016990,152409,0,41260
salmon,2021-04-01,area,7,433550,430889,2511,0,150
salmon,2021-04-01,area,8,412723,400871,11773,0,79
salmon,2021-04-01,area,9,316753,307614,8832,0,307
salmon,2021-04-01,area,10,297295,265703,19078,0,12514
salmon,2021-04-01,area,11,286627,263138,9348,0,14141
salmon,2021-04-01,area,12,549338,463468,10472,0,75398
salmon,2021-04-01,area,13,2802,2802,0,0,0
salmon,2021-04-01,county,Agder,26662,18596,8066,0,0
salmon,2021-04-01,county,Rogaland,344028,323096,16674,0,4258
salmon,2021-04-01,county,Vestland,1529021,1456065,72638,100,218
salmon,2021-04-01,county,Møre og Romsdal,845226,661204,162442,0,21580
salmon,2021-04-01,county,Trøndelag,1100899,1035625,25051,0,40223
salmon,2021-04-01,county,Nordland,737674,716663,20605,0,406
salmon,2021-04-01,county,Troms,589111,534030,28426,0,26655
salmon,2021-04-01,county,Finnmark,552140,466270,10472,0,75398
salmon,2021-04-01,county,Akershus,0,0,0,0,0
salmon,2021-04-01,country,Norge,5724761,5211549,344374,100,168738
salmon,2021-05-01,area,1,5521,2602,2919,0,0
salmon,2021-05-01,area,2,411597,302306,108836,0,455
salmon,2021-05-01,area,3,818380,725542,87772,0,5066
salmon,2021-05-01,area,4,524082,505014,19067,0,1
salmon,2021-05-01,area,5,258450,206398,48467,0,3585
salmon,2021-05-01,area,6,893722,808358,14634,0,70730
salmon,2021-05-01,area,7,473460,472632,802,0,26
salmon,2021-05-01,area,8,480546,389797,5428,1,85320
salmon,2021-05-01,area,9,534046,525636,7868,0,542
salmon,2021-05-01,area,10,536602,451712,7636,0,77254
salmon,2021-05-01,area,11,280649,267412,5909,0,7328
salmon,2021-05-01,area,12,445619,407268,5196,0,33155
salmon,2021-05-01,area,13,35659,35575,0,0,84
salmon,2021-05-01,county,Agder,5521,2602,2919,0,0
salmon,2021-05-01,county,Rogaland,433209,323888,108866,0,455
salmon,2021-05-01,county,Vestland,1333268,1221177,107024,0,5067
salmon,2021-05-01,county,Møre og Romsdal,487817,425980,57225,0,4612
salmon,2021-05-01,county,Trøndelag,1099320,1023130,6463,0,69727
salmon,2021-05-01,county,Nordland,1037376,938235,13296,1,85844
salmon,2021-05-01,county,Troms,820544,722397,13545,0,84602
salmon,2021-05-01,county,Finnmark,481278,442843,5196,0,33239
salmon,2021-05-01,county,Akershus,0,0,0,0,0
salmon,2021-05-01,country,Norge,5698333,5100252,314534,1,283546
salmon,2021-06-01,area,1,932,566,366,0,0
salmon,2021-06-01,area,2,916495,813135,103045,0,315
salmon,2021-06-01,area,3,765240,658106,101782,0,5352
salmon,2021-06-01,area,4,508965,495012,13951,0,2
salmon,2021-06-01,area,5,291814,262046,27233,0,2535
salmon,2021-06-01,area,6,470103,433391,27718,0,8994
salmon,2021-06-01,area,7,233140,226731,6326,0,83
salmon,2021-06-01,area,8,218006,213775,4128,0,103
salmon,2021-06-01,area,9,355736,346725,8645,0,366
salmon,2021-06-01,area,10,359234,339567,11820,0,7847
salmon,2021-06-01,area,11,272734,228925,39504,0,4305
salmon,2021-06-01,area,12,540717,440183,74527,0,26007
salmon,2021-06-01,area,13,11727,11660,0,0,67
salmon,2021-06-01,county,Agder,932,566,366,0,0
salmon,2021-06-01,county,Rogaland,958743,853035,105199,0,509
salmon,2021-06-01,county,Vestland,1266872,1145146,116566,0,5160
salmon,2021-06-01,county,Møre og Romsdal,466670,419374,44492,0,2804
salmon,2021-06-01,county,Trøndelag,482395,459802,13798,0,8795
salmon,2021-06-01,county,Nordland,581925,568750,12773,0,402
salmon,2021-06-01,county,Troms,634862,571306,51324,0,12232
salmon,2021-06-01,county,Finnmark,552444,451843,74527,0,26074
salmon,2021-06-01,county,Akershus,0,0,0,0,0
salmon,2021-06-01,country,Norge,4944843,4469822,419045,0,55976
salmon,2021-07-01,area,1,4287,4287,0,0,0
salmon,2021-07-01,area,2,445910,368654,31015,0,46241
salmon,2021-07-01,area,3,682766,597289,83607,0,1870
salmon,2021-07-01,area,4,509530,484439,25088,0,3
salmon,2021-07-01,area,5,329066,269796,58697,0,573
salmon,2021-07-01,area,6,584078,542273,36056,0,5749
salmon,2021-07-01,area,7,360616,299417,12395,0,48804
salmon,2021-07-01,area,8,676215,211296,6207,2,458710
salmon,2021-07-01,area,9,227547,220428,6658,0,461
salmon,2021-07-01,area,10,179717,165937,11734,0,2046
salmon,2021-07-01,area,11,98596,93753,4279,0,564
salmon,2021-07-01,area,12,722518,404553,83269,0,234696
salmon,2021-07-01,area,13,4704,4670,0,0,34
salmon,2021-07-01,county,Agder,4287,4287,0,0,0
salmon,2021-07-01,county,Rogaland,458094,380706,31147,0,46241
salmon,2021-07-01,county,Vestland,1191248,1078881,110494,0,1873
salmon,2021-07-01,county,Møre og Romsdal,514886,449319,64137,0,1430
salmon,2021-07-01,county,Trøndelag,704447,609671,41080,0,53696
salmon,2021-07-01,county,Nordland,944971,472933,12865,2,459171
salmon,2021-07-01,county,Troms,280395,261772,16013,0,2610
salmon,2021-07-01,county,Finnmark,727222,409223,83269,0,234730
salmon,2021-07-01,county,Akershus,0,0,0,0,0
salmon,2021-07-01,country,Norge,4825550,3666792,359005,2,799751
salmon,2021-08-01,area,1,12109,12109,0,0,0
salmon,2021-08-01,area,2,501554,491049,10278,0,227
salmon,2021-08-01,area,3,636856,534296,88979,0,13581
salmon,2021-08-01,area,4,672299,617149,55129,0,21
salmon,2021-08-01,area,5,300101,260463,27006,0,12632
salmon,2021-08-01,area,6,779564,724255,21346,0,33963
salmon,2021-08-01,area,7,293097,250127,4079,38638,253
salmon,2021-08-01,area,8,243416,240088,3213,0,115
salmon,2021-08-01,area,9,330896,325533,5034,0,329
salmon,2021-08-01,area,10,180636,173417,5195,0,2024
salmon,2021-08-01,area,11,149854,136381,13036,0,437
salmon,2021-08-01,area,12,758100,161997,122236,0,473867
salmon,2021-08-01,area,13,20496,19299,1150,0,47
salmon,2021-08-01,county,Agder,12109,12109,0,0,0
salmon,2021-08-01,county,Rogaland,522846,512017,10355,0,474
salmon,2021-08-01,county,Vestland,1313059,1154262,145442,0,13355
salmon,2021-08-01,county,Møre og Romsdal,497986,450565,34231,0,13190
salmon,2021-08-01,county,Trøndelag,774526,686577,15863,38638,33448
salmon,2021-08-01,county,Nordland,645873,636046,9173,0,654
salmon,2021-08-01,county,Troms,333983,313291,18231,0,2461
salmon,2021-08-01,county,Finnmark,778596,181296,123386,0,473914
salmon,2021-08-01,county,Akershus,0,0,0,0,0
salmon,2021-08-01,country,Norge,4878978,3946163,356681,38638,537496
salmon,2021-09-01,area,1,60633,60633,0,0,0
salmon,2021-09-01,area,2,574058,555037,14705,0,4316
salmon,2021-09-01,area,3,641573,571397,69615,0,561
salmon,2021-09-01,area,4,572199,510658,61541,0,0
