species,date,geo_group,region,losses,dead,discarded,escaped,other
rainbowtrout,2024-10-01,area,10,0,0,0,0,0
rainbowtrout,2024-10-01,county,Agder,0,0,0,0,0
rainbowtrout,2024-10-01,county,Rogaland,178,178,0,0,0
rainbowtrout,2024-10-01,county,Vestland,244803,202668,13174,0,28961
rainbowtrout,2024-10-01,county,Møre og Romsdal,11439,11106,0,0,333
rainbowtrout,2024-10-01,county,Trøndelag,1820,1776,0,0,44
rainbowtrout,2024-10-01,county,Nordland,0,0,0,0,0
rainbowtrout,2024-10-01,county,Troms,0,0,0,0,0
rainbowtrout,2024-10-01,country,Norge,258240,215728,13174,0,29338
rainbowtrout,2024-11-01,area,1,0,0,0,0,0
rainbowtrout,2024-11-01,area,2,225,225,0,0,0
rainbowtrout,2024-11-01,area,3,75924,72814,0,0,3110
rainbowtrout,2024-11-01,area,4,163383,153879,6169,0,3335
rainbowtrout,2024-11-01,area,5,55748,49640,0,0,6108
rainbowtrout,2024-11-01,area,6,2249,1846,358,0,45
rainbowtrout,2024-11-01,area,9,0,0,0,0,0
rainbowtrout,2024-11-01,area,10,0,0,0,0,0
rainbowtrout,2024-11-01,county,Agder,0,0,0,0,0
rainbowtrout,2024-11-01,county,Rogaland,225,225,0,0,0
rainbowtrout,2024-11-01,county,Vestland,239307,226693,6169,0,6445
rainbowtrout,2024-11-01,county,Møre og Romsdal,56135,49669,358,0,6108
rainbowtrout,2024-11-01,county,Trøndelag,1862,1817,0,0,45
rainbowtrout,2024-11-01,county,Nordland,0,0,0,0,0
rainbowtrout,2024-11-01,county,Troms,0,0,0,0,0
rainbowtrout,2024-11-01,country,Norge,297529,278404,6527,0,12598
rainbowtrout,2024-12-01,area,1,0,0,0,0,0
rainbowtrout,2024-12-01,area,2,232,232,0,0,0
rainbowtrout,2024-12-01,area,3,107553,41955,260,0,65338
rainbowtrout,2024-12-01,area,4,215487,112261,20750,0,82476
rainbowtrout,2024-12-01,area,5,50034,49903,0,0,131
rainbowtrout,2024-12-01,area,6,1026,896,0,0,130
rainbowtrout,2024-12-01,area,9,0,0,0,0,0
rainbowtrout,2024-12-01,area,10,0,0,0,0,0
rainbowtrout,2024-12-01,county,Agder,0,0,0,0,0
rainbowtrout,2024-12-01,county,Rogaland,232,232,0,0,0
rainbowtrout,2024-12-01,county,Vestland,323040,154216,21010,0,147814
rainbowtrout,2024-12-01,county,Møre og Romsdal,50095,49964,0,0,131
rainbowtrout,2024-12-01,county,Trøndelag,965,835,0,0,130
rainbowtrout,2024-12-01,county,Nordland,0,0,0,0,0
rainbowtrout,2024-12-01,county,Troms,0,0,0,0,0
rainbowtrout,2024-12-01,country,Norge,374332,205247,21010,0,148075
rainbowtrout,2025-01-01,area,1,0,0,0,0,0
rainbowtrout,2025-01-01,area,2,238,238,0,0,0
rainbowtrout,2025-01-01,area,3,39219,33268,900,0,5051
rainbowtrout,2025-01-01,area,4,149780,136219,6505,0,7056
rainbowtrout,2025-01-01,area,5,36331,36189,0,0,142
rainbowtrout,2025-01-01,area,6,1243,580,575,0,88
rainbowtrout,2025-01-01,area,9,0,0,0,0,0
rainbowtrout,2025-01-01,area,10,0,0,0,0,0
rainbowtrout,2025-01-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-01-01,county,Rogaland,238,238,0,0,0
rainbowtrout,2025-01-01,county,Vestland,188999,169487,7405,0,12107
rainbowtrout,2025-01-01,county,Møre og Romsdal,36427,36278,0,0,149
rainbowtrout,2025-01-01,county,Trøndelag,1147,491,575,0,81
rainbowtrout,2025-01-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-01-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-01-01,country,Norge,226811,206494,7980,0,12337
rainbowtrout,2025-02-01,area,1,0,0,0,0,0
rainbowtrout,2025-02-01,area,2,4495,4495,0,0,0
rainbowtrout,2025-02-01,area,3,45056,42628,1381,0,1047
rainbowtrout,2025-02-01,area,4,153243,105491,3870,0,43882
rainbowtrout,2025-02-01,area,5,46473,30853,0,0,15620
rainbowtrout,2025-02-01,area,6,543,504,0,0,39
rainbowtrout,2025-02-01,area,9,0,0,0,0,0
rainbowtrout,2025-02-01,area,10,0,0,0,0,0
rainbowtrout,2025-02-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-02-01,county,Rogaland,4495,4495,0,0,0
rainbowtrout,2025-02-01,county,Vestland,198299,148119,5251,0,44929
rainbowtrout,2025-02-01,county,Møre og Romsdal,46542,30922,0,0,15620
rainbowtrout,2025-02-01,county,Trøndelag,474,435,0,0,39
rainbowtrout,2025-02-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-02-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-02-01,country,Norge,249810,183971,5251,0,60588
rainbowtrout,2025-03-01,area,1,0,0,0,0,0
rainbowtrout,2025-03-01,area,2,1577,1577,0,0,0
rainbowtrout,2025-03-01,area,3,52060,43051,860,0,8149
rainbowtrout,2025-03-01,area,4,118732,109986,6148,0,2598
rainbowtrout,2025-03-01,area,5,35887,23928,0,0,11959
rainbowtrout,2025-03-01,area,6,2086,63,2022,0,1
rainbowtrout,2025-03-01,area,9,0,0,0,0,0
rainbowtrout,2025-03-01,area,10,0,0,0,0,0
rainbowtrout,2025-03-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-03-01,county,Rogaland,1577,1577,0,0,0
rainbowtrout,2025-03-01,county,Vestland,170792,153037,7008,0,10747
rainbowtrout,2025-03-01,county,Møre og Romsdal,35907,23948,0,0,11959
rainbowtrout,2025-03-01,county,Trøndelag,2066,43,2022,0,1
rainbowtrout,2025-03-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-03-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-03-01,country,Norge,210342,178605,9030,0,22707
rainbowtrout,2025-04-01,area,1,0,0,0,0,0
rainbowtrout,2025-04-01,area,2,1046,1046,0,0,0
rainbowtrout,2025-04-01,area,3,37443,35545,1450,0,448
rainbowtrout,2025-04-01,area,4,184331,153024,15789,0,15518
rainbowtrout,2025-04-01,area,5,19275,14408,0,0,4867
rainbowtrout,2025-04-01,area,6,1047,1047,0,0,0
rainbowtrout,2025-04-01,area,9,0,0,0,0,0
rainbowtrout,2025-04-01,area,10,0,0,0,0,0
rainbowtrout,2025-04-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-04-01,county,Rogaland,1046,1046,0,0,0
rainbowtrout,2025-04-01,county,Vestland,221774,188569,17239,0,15966
rainbowtrout,2025-04-01,county,Møre og Romsdal,19309,14442,0,0,4867
rainbowtrout,2025-04-01,county,Trøndelag,1013,1013,0,0,0
rainbowtrout,2025-04-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-04-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-04-01,country,Norge,243142,205070,17239,0,20833
rainbowtrout,2025-05-01,area,1,0,0,0,0,0
rainbowtrout,2025-05-01,area,2,758,758,0,0,0
rainbowtrout,2025-05-01,area,3,50999,50318,563,0,118
rainbowtrout,2025-05-01,area,4,140041,129002,8041,0,2998
rainbowtrout,2025-05-01,area,5,14717,14170,0,0,547
rainbowtrout,2025-05-01,area,6,171,171,0,0,0
rainbowtrout,2025-05-01,area,9,0,0,0,0,0
rainbowtrout,2025-05-01,area,10,0,0,0,0,0
rainbowtrout,2025-05-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-05-01,county,Rogaland,758,758,0,0,0
rainbowtrout,2025-05-01,county,Vestland,191040,179320,8604,0,3116
rainbowtrout,2025-05-01,county,Møre og Romsdal,14761,14214,0,0,547
rainbowtrout,2025-05-01,county,Trøndelag,127,127,0,0,0
rainbowtrout,2025-05-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-05-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-05-01,country,Norge,206686,194419,8604,0,3663
rainbowtrout,2025-06-01,area,1,0,0,0,0,0
rainbowtrout,2025-06-01,area,2,2110,2110,0,0,0
rainbowtrout,2025-06-01,area,3,61956,48836,224,0,12896
rainbowtrout,2025-06-01,area,4,90120,83573,6068,0,479
rainbowtrout,2025-06-01,area,5,8594,8482,0,0,112
rainbowtrout,2025-06-01,area,6,214,204,0,0,10
rainbowtrout,2025-06-01,area,9,0,0,0,0,0
rainbowtrout,2025-06-01,area,10,0,0,0,0,0
rainbowtrout,2025-06-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-06-01,county,Rogaland,2110,2110,0,0,0
rainbowtrout,2025-06-01,county,Vestland,152076,132409,6292,0,13375
rainbowtrout,2025-06-01,county,Møre og Romsdal,8663,8551,0,0,112
rainbowtrout,2025-06-01,county,Trøndelag,145,135,0,0,10
rainbowtrout,2025-06-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-06-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-06-01,country,Norge,162994,143205,6292,0,13497
rainbowtrout,2025-07-01,area,1,0,0,0,0,0
rainbowtrout,2025-07-01,area,2,7812,7812,0,0,0
rainbowtrout,2025-07-01,area,3,125845,119525,591,0,5729
rainbowtrout,2025-07-01,area,4,160026,143438,15112,0,1476
rainbowtrout,2025-07-01,area,5,17977,16549,0,0,1428
rainbowtrout,2025-07-01,area,6,1238,1194,0,0,44
rainbowtrout,2025-07-01,area,9,0,0,0,0,0
rainbowtrout,2025-07-01,area,10,0,0,0,0,0
rainbowtrout,2025-07-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-07-01,county,Rogaland,7812,7812,0,0,0
rainbowtrout,2025-07-01,county,Vestland,285871,262963,15703,0,7205
rainbowtrout,2025-07-01,county,Møre og Romsdal,18310,16882,0,0,1428
rainbowtrout,2025-07-01,county,Trøndelag,905,861,0,0,44
rainbowtrout,2025-07-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-07-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-07-01,country,Norge,312898,288518,15703,0,8677
rainbowtrout,2025-08-01,area,1,0,0,0,0,0
rainbowtrout,2025-08-01,area,2,3732,3622,110,0,0
rainbowtrout,2025-08-01,area,3,153413,128157,71,0,25185
rainbowtrout,2025-08-01,area,4,297270,247732,37912,0,11626
rainbowtrout,2025-08-01,area,5,15231,12374,0,0,2857
rainbowtrout,2025-08-01,area,6,1375,953,343,0,79
rainbowtrout,2025-08-01,area,9,0,0,0,0,0
rainbowtrout,2025-08-01,area,10,0,0,0,0,0
rainbowtrout,2025-08-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-08-01,county,Rogaland,3732,3622,110,0,0
rainbowtrout,2025-08-01,county,Vestland,450683,375889,37983,0,36811
rainbowtrout,2025-08-01,county,Møre og Romsdal,15852,12652,343,0,2857
rainbowtrout,2025-08-01,county,Trøndelag,754,675,0,0,79
rainbowtrout,2025-08-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-08-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-08-01,country,Norge,471021,392838,38436,0,39747
rainbowtrout,2025-09-01,area,1,0,0,0,0,0
rainbowtrout,2025-09-01,area,2,1153,820,333,0,0
rainbowtrout,2025-09-01,area,3,109558,108013,624,0,921
rainbowtrout,2025-09-01,area,4,364984,293075,9049,0,62860
rainbowtrout,2025-09-01,area,5,43344,37959,0,0,5385
rainbowtrout,2025-09-01,area,6,1940,1819,0,0,121
rainbowtrout,2025-09-01,area,9,0,0,0,0,0
rainbowtrout,2025-09-01,area,10,0,0,0,0,0
rainbowtrout,2025-09-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-09-01,county,Rogaland,1153,820,333,0,0
rainbowtrout,2025-09-01,county,Vestland,474542,401088,9673,0,63781
rainbowtrout,2025-09-01,county,Møre og Romsdal,44287,38902,0,0,5385
rainbowtrout,2025-09-01,county,Trøndelag,997,876,0,0,121
rainbowtrout,2025-09-01,county,Nordland,0,0,0,0,0
rainbowtrout,2025-09-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-09-01,country,Norge,520979,441686,10006,0,69287
rainbowtrout,2025-10-01,area,1,0,0,0,0,0
rainbowtrout,2025-10-01,area,2,533,340,193,0,0
rainbowtrout,2025-10-01,area,3,127455,118616,2906,0,5933
rainbowtrout,2025-10-01,area,4,233262,198100,4160,0,31002
rainbowtrout,2025-10-01,area,5,16526,15067,0,0,1459
rainbowtrout,2025-10-01,area,6,1545,1351,0,0,194
rainbowtrout,2025-10-01,area,9,995,995,0,0,0
rainbowtrout,2025-10-01,area,10,0,0,0,0,0
rainbowtrout,2025-10-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-10-01,county,Rogaland,533,340,193,0,0
rainbowtrout,2025-10-01,county,Vestland,360717,316716,7066,0,36935
rainbowtrout,2025-10-01,county,Møre og Romsdal,16660,15201,0,0,1459
rainbowtrout,2025-10-01,county,Trøndelag,1411,1217,0,0,194
rainbowtrout,2025-10-01,county,Nordland,995,995,0,0,0
rainbowtrout,2025-10-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-10-01,country,Norge,380316,334469,7259,0,38588
rainbowtrout,2025-11-01,area,1,0,0,0,0,0
rainbowtrout,2025-11-01,area,2,1781,1781,0,0,0
rainbowtrout,2025-11-01,area,3,105563,99953,203,0,5407
rainbowtrout,2025-11-01,area,4,196043,185096,3105,0,7842
rainbowtrout,2025-11-01,area,5,18624,18400,0,0,224
rainbowtrout,2025-11-01,area,6,1493,1247,144,0,102
rainbowtrout,2025-11-01,area,9,232,232,0,0,0
rainbowtrout,2025-11-01,area,10,0,0,0,0,0
rainbowtrout,2025-11-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-11-01,county,Rogaland,1781,1781,0,0,0
rainbowtrout,2025-11-01,county,Vestland,301606,285049,3308,0,13249
rainbowtrout,2025-11-01,county,Møre og Romsdal,18701,18477,0,0,224
rainbowtrout,2025-11-01,county,Trøndelag,1416,1170,144,0,102
rainbowtrout,2025-11-01,county,Nordland,232,232,0,0,0
rainbowtrout,2025-11-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-11-01,country,Norge,323736,306709,3452,0,13575
rainbowtrout,2025-12-01,area,1,0,0,0,0,0
rainbowtrout,2025-12-01,area,2,790,790,0,0,0
rainbowtrout,2025-12-01,area,3,212402,209848,337,0,2217
rainbowtrout,2025-12-01,area,4,168038,106658,3849,0,57531
rainbowtrout,2025-12-01,area,5,6572,6233,0,0,339
rainbowtrout,2025-12-01,area,6,317,308,0,0,9
rainbowtrout,2025-12-01,area,9,325,325,0,0,0
rainbowtrout,2025-12-01,area,10,0,0,0,0,0
rainbowtrout,2025-12-01,county,Agder,0,0,0,0,0
rainbowtrout,2025-12-01,county,Rogaland,790,790,0,0,0
rainbowtrout,2025-12-01,county,Vestland,380440,316506,4186,0,59748
rainbowtrout,2025-12-01,county,Møre og Romsdal,6597,6258,0,0,339
rainbowtrout,2025-12-01,county,Trøndelag,292,283,0,0,9
rainbowtrout,2025-12-01,county,Nordland,325,325,0,0,0
rainbowtrout,2025-12-01,county,Troms,0,0,0,0,0
rainbowtrout,2025-12-01,country,Norge,388444,324162,4186,0,60096
