gutenberg_author_id,author,alias,birthdate,deathdate,wikipedia,aliases
223,"Teasdale, Sara",NA,1884,1933,https://en.wikipedia.org/wiki/Sara_Teasdale,"Filsinger, Sara/Teasdale, S. (Sara)"
224,"Smiles, Samuel",NA,1812,1904,https://en.wikipedia.org/wiki/Samuel_Smiles,NA
226,"Du Bois, W. E. B. (William Edward Burghardt)",NA,1868,1963,https://en.wikipedia.org/wiki/W._E._B._Du_Bois,"Bois, W. E. B. Du/DuBois, W. E. Burghardt/DuBois, W. E. B. (William Edward Burghardt)/Bois, W. E. Burghardt Du/Bois, William Edward Burghardt Du"
227,"Wheatley, Phillis",NA,1753,1784,https://en.wikipedia.org/wiki/Phillis_Wheatley,"Wheatley, Phyllis/Peters, Phillis/Peters, Phillis Wheatley"
228,"Hubbard, Elbert",NA,1856,1915,https://en.wikipedia.org/wiki/Elbert_Hubbard,"Ali Baba/Elbertus, Fra"
229,"Jefferies, Richard","Jefferies, John Richard",1848,1887,https://en.wikipedia.org/wiki/Richard_Jefferies,"Jefferies, John Richard"
231,"Anderson, Sherwood","Fever, Buck",1876,1941,https://en.wikipedia.org/wiki/Sherwood_Anderson,"Fever, Buck"
232,"Bacon, Leonard Woolsey","Bacon, L. W. (Leonard Woolsey)",1830,1907,https://en.wikipedia.org/wiki/Leonard_Woolsey_Bacon,"Bacon, L. W. (Leonard Woolsey)"
234,"Lindsay, Vachel","Lindsay, Nicholas Vachel",1879,1931,https://en.wikipedia.org/wiki/Vachel_Lindsay,"Lindsay, Nicholas Vachel"
235,"Phillips, David Graham","Graham, John",1867,1911,https://en.wikipedia.org/wiki/David_Graham_Phillips,"Graham, John"
236,"Houdini, Harry",NA,1874,1926,https://en.wikipedia.org/wiki/Harry_Houdini,"Weiss, Ehrich/Deadota, Giovanni/Weisz, Erik"
238,"Field, Eugene",NA,1850,1895,https://en.wikipedia.org/wiki/Eugene_Field,NA
239,"Le Bon, Gustave",NA,1841,1931,https://en.wikipedia.org/wiki/Gustave_Le_Bon|https://fr.wikipedia.org/wiki/Gustave_Le_Bon,"Bon, Gustave Le/Bon, Gustave le"
240,"Irving, H. B. (Henry Brodribb)","Irving, Henry Brodribb",1870,1919,https://en.wikipedia.org/wiki/Harry_Brodribb_Irving,"Irving, Henry Brodribb"
241,"Healy, William",NA,1869,1963,https://en.wikipedia.org/wiki/William_Healy_(neurologist),NA
242,"Healy, Mary Tenney",NA,NA,NA,NA,NA
243,"Leland, Charles Godfrey",NA,1824,1903,https://en.wikipedia.org/wiki/Charles_Godfrey_Leland,"Leland, Charles G./Breitmann, Hans/Breitman, Hans"
244,"Parlette, Ralph Albert",NA,1870,1930,NA,NA
245,"Marquis, Don",NA,1878,1937,https://en.wikipedia.org/wiki/Don_Marquis,"Marquis, Donald Robert Perry/Marquis, D. R. (Donald Robert)"
246,"Le Gallienne, Richard",NA,1866,1947,https://en.wikipedia.org/wiki/Richard_Le_Gallienne,"Gallienne, Richard Le/LeGallienne, Richard"
247,"White, Stewart Edward",NA,1873,1946,https://en.wikipedia.org/wiki/Stewart_Edward_White,NA
248,"Steinmetz, Andrew",NA,1816,1877,NA,NA
249,"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne)",NA,1634,1693,https://en.wikipedia.org/wiki/Marie-Madeleine_Pioche_de_la_Vergne%2C_comtesse_de_la_Fayette|https://fr.wikipedia.org/wiki/Madame_de_La_Fayette,"LaFayette, Madame de (Marie-Madeleine Pioche de La Vergne)/Fayette, Marie-Madeleine de la/De La Fayette, Madame (Marie-Madeleine Pioche de La Vergne)/Fayette, Madame de La (Marie-Madeleine Pioche de La Vergne)/Fayette, Marie-Madeleine Pioche de La Vergne, comtesse de La"
250,"Prévost, abbé",NA,1697,1763,https://en.wikipedia.org/wiki/Antoine_Fran%C3%A7ois_Pr%C3%A9vost|https://fr.wikipedia.org/wiki/Antoine_Fran%C3%A7ois_Pr%C3%A9vost,"Prévost, Antoine François, called Prévost d'Exiles/Prevost, abbe/Prevost, Antoine Francois/Cleveland, Mr./Lade, Robert/Prévost, Antoine François/Prévost, Antoine-François"
251,"Balzac, Honoré de",NA,1799,1850,https://fr.wikipedia.org/wiki/Honor%C3%A9_de_Balzac|https://en.wikipedia.org/wiki/Honor%C3%A9_de_Balzac,"Balzac, Honore de/Saint-Aubin, Horace de/De Balzac, Honoré/Balzac, H. de (Honoré de)"
252,"Chesnutt, Charles W. (Charles Waddell)",NA,1858,1932,https://en.wikipedia.org/wiki/Charles_Chesnutt,NA
253,"Bryant, Sara Cone","Borst, Sara Cone Bryant",1873,1956,https://en.wikipedia.org/wiki/Sara_Cone_Bryant,"Borst, Sara Cone Bryant"
254,"Booth, William",NA,1829,1912,https://en.wikipedia.org/wiki/William_Booth,NA
255,"Nasmyth, James",NA,1808,1890,https://en.wikipedia.org/wiki/James_Nasmyth,"Nasmyth, James Hall/Naesmyth, James/Nasmith, James/Nesmyth, James"
257,"Ferri, Enrico","Ferri, Enrique",1856,1929,https://en.wikipedia.org/wiki/Enrico_Ferri,"Ferri, Enrique"
258,"Hutsko, Joe",NA,1963,NA,NA,NA
259,"Michelson, Miriam",NA,1870,1942,https://en.wikipedia.org/wiki/Miriam_Michelson,NA
260,"Optic, Oliver",NA,1822,1897,https://en.wikipedia.org/wiki/William_Taylor_Adams|ebooks/author/5655,"Adams, William T. (William Taylor)/Adams, William Taylor"
261,"MacClure, Victor",NA,1887,1963,NA,NA
262,Calamity Jane,NA,1856,1903,https://en.wikipedia.org/wiki/Calamity_Jane,"Burk, Martha Cannary/Canary, Martha/Cannary, Martha Jane/Jane, Calamity/Hickok, Jane Cannary/Hickok, Martha Jane Cannary/Burke, Martha Jane Canary"
263,"Atherton, Gertrude Franklin Horn",NA,1857,1948,https://en.wikipedia.org/wiki/Gertrude_Atherton,"Lin, Frank/Horn, Gertrude Franklin"
264,"Craik, Dinah Maria Mulock",NA,1826,1887,https://en.wikipedia.org/wiki/Dinah_Craik,"Mulock, Miss/Mulock, Dinah Maria"
265,"Coke, Henry J. (Henry John)","Coke, Henry John",1827,1916,NA,"Coke, Henry John"
266,"Wiggin, Kate Douglas Smith",NA,1856,1923,https://en.wikipedia.org/wiki/Kate_Douglas_Wiggin,"Riggs, Kate Douglas Smith Wiggin/Smith, Kate Douglas/Riggs, George Christopher, Mrs./Wiggin, Samuel Bradley, Mrs."
267,"Appleton, Victor",NA,NA,NA,https://en.wikipedia.org/wiki/Victor_Appleton,NA
268,"Collodi, Carlo",NA,1826,1890,https://en.wikipedia.org/wiki/Carlo_Collodi,"Lorenzini, Carlo/Collodi, C. (Carlo)"
269,"Lofting, Hugh",NA,1886,1947,https://en.wikipedia.org/wiki/Hugh_Lofting,NA
270,"Sousa, John Philip","Sousa, J. P. (John Philip)",1854,1932,https://en.wikipedia.org/wiki/John_Philip_Sousa,"Sousa, J. P. (John Philip)"
271,"White, Andrew Dickson",NA,1832,1918,https://en.wikipedia.org/wiki/Andrew_Dickson_White,NA
272,"Le Fanu, Joseph Sheridan",NA,1814,1873,https://en.wikipedia.org/wiki/Sheridan_Le_Fanu,"LeFanu, J. S. (Joseph Sheridan)/Fanu, Joseph Sheridan Le/Fanu, J. Sheridan Le/Fanu, J. S. le"
273,"Headland, Isaac Taylor",NA,1859,1942,NA,NA
274,"Steedman, Amy",NA,NA,NA,NA,NA
275,"Bower, B. M.",NA,1871,1940,https://en.wikipedia.org/wiki/B._M._Bower,"Sinclair, B. M. (Bertha Muzzy)/Sinclair, Bertha Muzzy"
276,"Tuckwell, William",NA,1829,1919,https://en.wikipedia.org/wiki/William_Tuckwell,NA
277,"Johnson, Clarence Edgar",NA,1906,1994,NA,NA
278,"Lewis, Sinclair",NA,1885,1951,https://en.wikipedia.org/wiki/Sinclair_Lewis,"Lewis, Harry Sinclair/Graham, Tom"
279,"Stout, Rex",NA,1886,1975,https://en.wikipedia.org/wiki/Rex_Stout,NA
280,"Maag, Carl R.",NA,NA,NA,NA,NA
281,"Rohrer, Steve",NA,NA,NA,NA,NA
282,"Azuela, Mariano",NA,1873,1952,https://en.wikipedia.org/wiki/Mariano_Azuela,"Asuela, Mariano/González, Mariano Azuela/Gonzalez, Mariano Azuela"
284,"Tyler, Royall","Tyler, William Clark",1757,1826,https://en.wikipedia.org/wiki/Royall_Tyler,"Tyler, William Clark"
285,"Buchan, John","Tweedsmuir, John Buchan, Baron",1875,1940,"https://en.wikipedia.org/wiki/John_Buchan,_1st_Baron_Tweedsmuir","Tweedsmuir, John Buchan, Baron"
286,"Kay, Ross",NA,NA,NA,NA,NA
287,"Kennon, J. L.",NA,NA,NA,NA,NA
289,"Schiller, Friedrich",NA,1759,1805,https://en.wikipedia.org/wiki/Friedrich_Schiller|https://de.wikipedia.org/wiki/Friedrich_Schiller,"Schiller, Johann Christoph Friedrich von/Schiller, Friedrich von/Schiller, Friedrick"
290,"Brann, William Cowper",NA,1855,1898,https://en.wikipedia.org/wiki/William_Cowper_Brann,NA
291,"Fries, Adelaide L. (Adelaide Lisetta)","Fries, Adelaide Lisetta",1871,1949,https://en.wikipedia.org/wiki/Adelaide_Fries,"Fries, Adelaide Lisetta"
292,"Potter, Beatrix",NA,1866,1943,https://en.wikipedia.org/wiki/Beatrix_Potter,"Potter, Helen Beatrix/Heelis, Beatrix"
293,"Lamb, Charles",NA,1775,1834,https://en.wikipedia.org/wiki/Charles_Lamb,NA
294,"Lamb, Mary","Lamb, Mary Ann",1764,1847,https://en.wikipedia.org/wiki/Mary_Lamb,"Lamb, Mary Ann"
295,"Blake, William","Blake, W. (William)",1757,1827,https://en.wikipedia.org/wiki/William_Blake,"Blake, W. (William)"
296,"Bacon, Francis",NA,1561,1626,https://en.wikipedia.org/wiki/Francis_Bacon,"Verulam, Francis Bacon/St. Albans, Francis Bacon, Viscount"
297,"Johnson, Samuel",NA,1709,1784,https://en.wikipedia.org/wiki/Samuel_Johnson,NA
298,"Nakashima, Tadashi",中島正,1920,NA,NA,中島正
299,"Lanier, Sidney",NA,1842,1881,https://en.wikipedia.org/wiki/Sidney_Lanier,NA
300,"Jenkins, Edward","Jenkins, John Edward",1838,1910,https://en.wikipedia.org/wiki/Edward_Jenkins_(MP),"Jenkins, John Edward"
301,"Wilson, Harriet E.",NA,1825,1900,https://en.wikipedia.org/wiki/Harriet_E._Wilson,"Wilson, H. E. (Harriet E.)/Wilson, Hattie E."
302,"Craft, William",NA,NA,1900,https://en.wikipedia.org/wiki/Ellen_and_William_Craft,NA
303,"Craft, Ellen",NA,1826,1891,https://en.wikipedia.org/wiki/Ellen_and_William_Craft,NA
304,"Browne, Thomas, Sir",NA,1605,1682,https://en.wikipedia.org/wiki/Thomas_Browne,NA
305,"Japp, Alexander H. (Alexander Hay)","Japp, Alexander Hay",1839,1905,https://en.wikipedia.org/wiki/Alexander_Hay_Japp,"Japp, Alexander Hay"
306,"Maupassant, Guy de","De Maupassant, Guy",1850,1893,https://fr.wikipedia.org/wiki/Guy_de_Maupassant|https://en.wikipedia.org/wiki/Guy_de_Maupassant,"De Maupassant, Guy"
307,"Sidney, Margaret","Sydney, Margaret",1844,1924,https://en.wikipedia.org/wiki/Margaret_Sidney,"Sydney, Margaret"
309,"Miller, Francis Trevelyan","Miller, Francis T.",1877,1959,https://en.wikipedia.org/wiki/Francis_Trevelyan_Miller,"Miller, Francis T."
311,"Aldrich, Thomas Bailey","Aldrich, T. B. (Thomas Bailey)",1836,1907,https://en.wikipedia.org/wiki/Thomas_Bailey_Aldrich,"Aldrich, T. B. (Thomas Bailey)"
312,Snorri Sturluson,NA,NA,1241,https://en.wikipedia.org/wiki/Snorri_Sturluson,"Sturluson, Snorri/Sturlason, Snorre/Sturleson, Snorro"
313,"Thackeray, William Makepeace",NA,1811,1863,https://en.wikipedia.org/wiki/William_Makepeace_Thackeray,"Titmarsh, Michael Angelo/Thackeray, W. M./Titmarsh, M. A./Thackeray, William M."
314,"Dostoyevsky, Fyodor",NA,1821,1881,https://en.wikipedia.org/wiki/Fyodor_Dostoevsky,"Dostoevsky, Fyodor/Dostoievski, Fédor Mikhailovitch/Достоевский, Фёдор Михайлович/Dostoievski, Fiodor/Dostoievski, Fedor Mikhailovitch/Dostoyevsky, F. M./Dostojewski, Fjodor Michailowitsch/Dostoyevsky, Fyodor Mikhailovich/Dostoevsky, Feodor"
315,"Lewis, M. G. (Matthew Gregory)",NA,1775,1818,https://en.wikipedia.org/wiki/Matthew_Gregory_Lewis,"Lewis, Matthew Gregory/Lewis, Monk"
316,Lucan,"Lucanus, Marcus Annaeus",39,65,https://en.wikipedia.org/wiki/Marcus_Annaeus_Lucanus,"Lucanus, Marcus Annaeus"
317,"Arnold, Edwin Lester",NA,1857,1935,https://en.wikipedia.org/wiki/Edwin_Lester_Arnold,"Arnold, Edwin L./Arnold, Edwin Lester Linden"
318,"Linderman, Frank Bird",Co-skee-see-co-cot,1869,1938,https://en.wikipedia.org/wiki/Frank_Bird_Linderman,Co-skee-see-co-cot
319,"Wu, Tingfang",伍廷芳,1842,1922,http://en.wikipedia.org/wiki/Wu_Tingfang,伍廷芳
321,Japan,NA,NA,NA,https://en.wikipedia.org/wiki/Japan,NA
322,"Ariosto, Lodovico",NA,1474,1533,https://en.wikipedia.org/wiki/Ludovico_Ariosto|https://it.wikipedia.org/wiki/Ludovico_Ariosto,"Ariost, Lodovico/Ariosto, Ludovico"
323,"Seeger, Alan",NA,1888,1916,https://en.wikipedia.org/wiki/Alan_Seeger,NA
324,"Trollope, Anthony",NA,1815,1882,https://en.wikipedia.org/wiki/Anthony_Trollope,NA
325,"James, William",NA,1842,1910,http://en.wikipedia.org/wiki/William_James,NA
326,"Swift, Jonathan","Swift, J. (Jonathan)",1667,1745,https://en.wikipedia.org/wiki/Jonathan_Swift,"Swift, J. (Jonathan)"
327,"Bellamy, Edward",NA,1850,1898,https://en.wikipedia.org/wiki/Edward_Bellamy,NA
328,"Bury, Richard de","Aungerville, Richard",1287,1345,http://en.wikipedia.org/wiki/Richard_Aungerville,"Aungerville, Richard"
332,"Gamble, Eliza Burt",NA,1841,1920,https://en.wikipedia.org/wiki/Eliza_Gamble,NA
333,"Ballantyne, R. M. (Robert Michael)","Ballantyne, Robert Michael",1825,1894,https://en.wikipedia.org/wiki/Robert_Michael_Ballantyne,"Ballantyne, Robert Michael"
334,"Stevenson, Fanny Van de Grift",NA,1840,1914,http://en.wikipedia.org/wiki/Fanny_Stevenson,"Stevenson, Frances Matilda Van de Grift/Osbourne, Fanny Van de Grift/Vandergrift, Fanny"
336,"Orr, Sutherland, Mrs.",NA,1828,1903,https://en.wikipedia.org/wiki/Alexandra_Orr,"Orr, Alexandra Leighton/Orr, Mrs. Sutherland"
337,"Sharp, William","Macleod, Fiona",1855,1905,https://en.wikipedia.org/wiki/William_Sharp_%28writer%29,"Macleod, Fiona"
339,"Quintus, Smyrnaeus, active 4th century",NA,NA,NA,https://en.wikipedia.org/wiki/Quintus_Smyrnaeus,"Smyrnaeus, Quintus/Calaber, Quintus"
341,"Walter, Russ",NA,1947,NA,NA,NA
342,Plutarch,NA,46,119,https://en.wikipedia.org/wiki/Plutarch,NA
343,"Clough, Arthur Hugh","Clough, A. H. (Arthur Hugh)",1819,1861,https://en.wikipedia.org/wiki/Arthur_Hugh_Clough,"Clough, A. H. (Arthur Hugh)"
344,"Kingsley, Charles",NA,1819,1875,https://en.wikipedia.org/wiki/Charles_Kingsley,"Kingley, Charles/Kingsley, C. (Charles)"
345,"Harper, Frances Ellen Watkins",NA,1825,1911,https://en.wikipedia.org/wiki/Frances_Harper,"Harper, F. E. W. (Frances Ellen Watkins)/Watkins, Frances Ellen/Harper, Frances E. W./Harper, Frances E. Watkins"
346,"Naidu, Sarojini",NA,1879,1949,https://en.wikipedia.org/wiki/Sarojini_Naidu,"Devi, Sarojini/Naidu, Sarojini Chattopadhyay"
347,"Symons, Arthur",NA,1865,1945,https://en.wikipedia.org/wiki/Arthur_Symons,NA
348,"Gorky, Maksim",NA,1868,1936,https://en.wikipedia.org/wiki/Maxim_Gorky,"Peshkov, Alexey Maximiovich/Горький, Максим/Gorky, Maxim/Gorky, Maxime/Gorki, Maximo/Gorki, Maxime"
349,"Fee, Greg",NA,NA,NA,NA,NA
350,"Walton, Izaak",NA,1593,1683,https://en.wikipedia.org/wiki/Izaak_Walton,"Walton, Isaak/Walton, Isaac/Walton, Izaac/Walton, I. (Izaak)/Walton, Izaack"
351,United States. Arms Control and Disarmament Agency,U.S. Arms Control and Disarmament Agency,NA,NA,https://en.wikipedia.org/wiki/Arms_Control_and_Disarmament_Agency,U.S. Arms Control and Disarmament Agency
352,United States. Army. Corps of Engineers. Manhattan District,NA,NA,NA,NA,NA
353,European Union,NA,NA,NA,https://en.wikipedia.org/wiki/European_Union,NA
354,"Dunbar-Nelson, Alice Moore",NA,1875,1935,https://en.wikipedia.org/wiki/Alice_Dunbar-Nelson,"Nelson, Alice Ruth Moore Dunbar/Dunbar, Alice Moore/Moore, Alice Ruth"
355,"Russell, Bertrand",NA,1872,1970,https://en.wikipedia.org/wiki/Bertrand_Russell,"Russell, Bertrand Russell, 3d Earl/Russell, Bertrand A. W. (Bertrand Arthur William)"
356,"Riley, James Whitcomb",NA,1849,1916,https://en.wikipedia.org/wiki/James_Whitcomb_Riley,"Johnson, Benj. F. of Boone/Johnson, B. F."
357,"Mitchell, S. Weir (Silas Weir)",NA,1829,1914,https://en.wikipedia.org/wiki/Silas_Weir_Mitchell,"Mitchell, Weir/Mitchell, Silas Weir"
358,"Walpole, Horace",NA,1717,1797,https://en.wikipedia.org/wiki/Horace_Walpole%2C_4th_Earl_of_Orford,"Orford, Horace Walpole, Earl of/Walpole, Horatio/Marshall, William/Muralto, Onuphrio"
359,"Ruskin, John","Ruskin, J. (John)",1819,1900,https://en.wikipedia.org/wiki/John_Ruskin,"Ruskin, J. (John)"
360,"Young, Martha",NA,1868,NA,NA,NA
361,"Lovelace, Richard",NA,1618,1658,https://en.wikipedia.org/wiki/Richard_Lovelace,NA
362,"Van Dyke, Henry",NA,1852,1933,https://en.wikipedia.org/wiki/Henry_van_Dyke,"Dyke, Henry Van/Dyke, Henry Jackson Van/Dyke, Henry I. Van"
363,"Fairless, Michael","Barber, Margaret Fairless",1869,1901,https://en.wikipedia.org/wiki/Margaret_Barber,"Barber, Margaret Fairless"
364,"Hornung, E. W. (Ernest William)",NA,1866,1921,https://en.wikipedia.org/wiki/Ernest_William_Hornung,"Hornung, Ernest William/Hornung, E.W."
365,"Haggard, H. Rider (Henry Rider)",NA,1856,1925,http://en.wikipedia.org/wiki/H._Rider_Haggard,"Haggard, Rider/Haggard, Henry Rider"
367,"Hope, Laura Lee",NA,NA,NA,https://en.wikipedia.org/wiki/Laura_Lee_Hope,NA
368,"Hearn, Lafcadio",NA,1850,1904,https://en.wikipedia.org/wiki/Lafcadio_Hearn,"Koizumi, Yakumo/Hearn, Patrick Lafcadio/Xiaoquan, Bayun"
369,"Henley, William Ernest","Henley, W. E. (William Ernest)",1849,1903,https://en.wikipedia.org/wiki/William_Ernest_Henley,"Henley, W. E. (William Ernest)"
370,"Ridpath, John Clark",NA,1840,1900,https://en.wikipedia.org/wiki/John_Clark_Ridpath,NA
371,"Edmunds, Charles K. (Charles Keyser)","Edmunds, C. K. (Charles Keyser)",1876,NA,NA,"Edmunds, C. K. (Charles Keyser)"
372,"Adam, G. Mercer (Graeme Mercer)","Adam, Graeme Mercer",1830,1912,https://en.wikipedia.org/wiki/Graeme_Mercer_Adam,"Adam, Graeme Mercer"
373,"Carpenter, John A.",NA,NA,NA,NA,NA
374,"Levy, Steven",NA,1951,NA,https://en.wikipedia.org/wiki/Steven_Levy,NA
375,"Gibbon, Edward",NA,1737,1794,https://it.wikipedia.org/wiki/Edward_Gibbon|https://en.wikipedia.org/wiki/Edward_Gibbon,NA
376,"Clay, Henry","Clay, H. (Henry)",1777,1852,https://en.wikipedia.org/wiki/Henry_Clay,"Clay, H. (Henry)"
377,"Calhoun, John C. (John Caldwell)","Calhoun, John Caldwell",1782,1850,https://en.wikipedia.org/wiki/John_C._Calhoun,"Calhoun, John Caldwell"
378,"Benton, Thomas Hart","Benton, Thomas H. (Thomas Hart)",1782,1858,https://en.wikipedia.org/wiki/Thomas_Hart_Benton_(politician),"Benton, Thomas H. (Thomas Hart)"
379,"Brisbane, Arthur",NA,1864,1936,http://en.wikipedia.org/wiki/Arthur_Brisbane,NA
380,"Godwin, William","Baldwin, Edward",1756,1836,https://en.wikipedia.org/wiki/William_Godwin,"Baldwin, Edward"
381,"Kanada, Yasumasa",金田康正,1949,2020,https://en.wikipedia.org/wiki/Yasumasa_Kanada,金田康正
382,"Gould, George M. (George Milbrey)","Gould, George Milbry",1848,1922,https://en.wikipedia.org/wiki/George_M._Gould,"Gould, George Milbry"
383,"Pyle, Walter L. (Walter Lytle)","Pyle, Walter Lytle",1871,1921,NA,"Pyle, Walter Lytle"
384,"Yates, Dornford","Mercer, Cecil William",1885,1960,https://en.wikipedia.org/wiki/Dornford_Yates,"Mercer, Cecil William"
385,"John of Damascus, Saint",NA,675,749,https://en.wikipedia.org/wiki/John_of_Damascus,NA
387,"Holmes, Oliver Wendell",NA,1809,1894,"https://en.wikipedia.org/wiki/Oliver_Wendell_Holmes,_Sr.",NA
391,"Freud, Sigmund",NA,1856,1939,https://en.wikipedia.org/wiki/Sigmund_Freud|https://de.wikipedia.org/wiki/Sigmund_Freud,"Freud, Sigm./Freud, Sigismund Schlomo"
392,"Van Loon, Hendrik Willem",NA,1882,1944,https://en.wikipedia.org/wiki/Hendrik_Willem_van_Loon,"Loon, Hendrik Willem Van/Loon, Hendrik Van"
393,"Bird, Isabella L. (Isabella Lucy)",NA,1831,1904,https://en.wikipedia.org/wiki/Isabella_Bird,"Bishop, Isabella Lucy Bird/Bishop, Isabella Bird/Bishop, Mrs. J. F."
394,"Munk, J. A. (Joseph Amasa)","Munk, Joseph Amasa",1847,1927,https://en.wikipedia.org/wiki/Joseph_Amasa_Munk,"Munk, Joseph Amasa"
395,"Gilbert, W. S. (William Schwenck)","Gilbert, William Schwenck, Sir",1836,1911,https://en.wikipedia.org/wiki/W._S._Gilbert,"Gilbert, William Schwenck, Sir"
396,Geological Survey (U.S.),NA,NA,NA,https://en.wikipedia.org/wiki/United_States_Geological_Survey,U.S.G.S./U.S. Geological Survey/United States. Department of the Interior. Geological Survey
397,"Beerbohm, Max, Sir","Beerbohm, Henry Maximilian, Sir",1872,1956,https://en.wikipedia.org/wiki/Max_Beerbohm,"Beerbohm, Henry Maximilian, Sir"
398,"Whale, George",NA,NA,NA,NA,NA
399,John Murray (Firm),NA,NA,NA,https://en.wikipedia.org/wiki/John_Murray_(publisher),Murray (Firm)/John Murray Publishers Ltd./J. Murray (Firm)
400,"Miller, Marion Mills",NA,1864,1949,NA,NA
401,"Day, Edmund",NA,1866,1923,NA,NA
402,"Dodge, Mary Mapes","Dodge, M. E. (Mary Elizabeth)",1830,1905,https://en.wikipedia.org/wiki/Mary_Mapes_Dodge,"Dodge, M. E. (Mary Elizabeth)"
403,"Merritt, Abraham","Merritt, A. (Abraham)",1884,1943,https://en.wikipedia.org/wiki/Abraham_Merritt,"Merritt, A. (Abraham)"
404,"Brontë, Anne",NA,1820,1849,https://en.wikipedia.org/wiki/Anne_Bront%C3%AB,"Bronte, Anne/Bell, Acton"
405,"Brontë, Emily",NA,1818,1848,https://en.wikipedia.org/wiki/Emily_Brontë,"Bronte, Emily/Bell, Ellis/Brontë, Emily Jane"
406,"Okakura, Kakuzo",岡倉天心,1862,1913,https://en.wikipedia.org/wiki/Okakura_Kakuzo,岡倉天心
407,"Nesbit, E. (Edith)",NA,1858,1924,https://en.wikipedia.org/wiki/E._Nesbit,"Nesbit, Edith/Bland, Edith Nesbit"
408,"Brontë, Charlotte",NA,1816,1855,https://en.wikipedia.org/wiki/Charlotte_Brontë,"Bell, Currer/Bronte, Charlotte/Charlotte Brontë"
409,"Claxton, William J.",NA,NA,NA,NA,NA
410,"Marlowe, Christopher",NA,1564,1593,https://en.wikipedia.org/wiki/Christopher_Marlowe,"Marloe, Christopher/Marlo, Christopher/Marlow, Christopher"
412,"Mandeville, John, Sir","Maundeville, John",NA,NA,https://en.wikipedia.org/wiki/John_Mandeville,"Maundeville, John"
413,"Badger, Jos. E. (Joseph Edward)",NA,1848,1909,NA,"Badger, Joseph Edward/Badger, Joseph E./Hazard, Harry"
414,"Lucretius Carus, Titus",NA,-95,-55,https://en.wikipedia.org/wiki/Lucretius,"Carus, Titus Lucretius/Caro, Tito Lucrecio"
416,"Brown, Charles Brockden",NA,1771,1810,https://en.wikipedia.org/wiki/Charles_Brockden_Brown,"Brown, C. B. (Charles Brockden)/Brown, Brockden/Poplicola"
417,"Talbot, Frederick Arthur Ambrose","Talbot, Frederick A.",1880,1924,NA,"Talbot, Frederick A."
418,Stendhal,NA,1783,1842,https://en.wikipedia.org/wiki/Stendhal|https://fr.wikipedia.org/wiki/Stendhal,"Marie-Henri Beyle/Beyle, Marie Henri"
419,"Sterne, Laurence","Yorick, Mr.",1713,1768,https://en.wikipedia.org/wiki/Laurence_Sterne|https://fr.wikipedia.org/wiki/Laurence_Sterne,"Yorick, Mr."
420,"Fitzgerald, F. Scott (Francis Scott)","Fitzgerald, Francis Scott Key",1896,1940,https://en.wikipedia.org/wiki/F._Scott_Fitzgerald,"Fitzgerald, Francis Scott Key"
422,"Sullivan, Arthur",NA,1842,1900,https://en.wikipedia.org/wiki/Arthur_Sullivan,"Sullivan, Arthur Seymour, Sir/Sulivan, Arthur"
