gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
58429,Kuninkaantytär,"Schorsch, Luise",49953,fi,Browsing: History - General/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58430,Roma beata; letters from the Eternal city,"Elliott, Maud Howe",39593,en,Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58431,Orville College: A Story,"Wood, Henry, Mrs.",1177,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58432,"Campfire Girls' Outing; Or, Ethel Hollister's Second Summer in Camp","Francis, Stella M.",5874,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58433,The Light Invisible,"Benson, Robert Hugh",4052,en,Browsing: Literature/Browsing: Religion/Spirituality/Paranormal/Browsing: Fiction,Public domain in the USA.,TRUE
58434,Minkie,"Tracy, Louis",1627,en,Browsing: Children & Young Adult Reading/Browsing: Crime/Mystery/Browsing: Fiction,Public domain in the USA.,TRUE
58435,"Lollingdon Downs, and Other Poems, with Sonnets","Masefield, John",582,en,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
58436,Multitude and Solitude,"Masefield, John",582,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58437,"Colored Troops in the French Army
A Report from the Department of State Relating to the Colored Troops in the French Army and the Number of French Colonial Troops in the Occupied Territory",United States. Department of State,49956,en,Browsing: History - European/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
58438,Kyläkertomuksia I,"Linna, Roopert",49958,fi,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58439,Index of the Project Gutenberg Works of Stephen Leacock,"Leacock, Stephen",1221,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58440,Index of the Project Gutenberg Works of Amelia Barr,"Barr, Amelia E.",2199,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58441,"Grania, The Story of an Island; vol. 1/2","Lawless, Emily",4132,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58442,"Grania, The Story of an Island; vol. 2/2","Lawless, Emily",4132,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58443,"Grania, The Story of an Island (Complete)","Lawless, Emily",4132,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58444,The Modern Bicycle and Its Accessories,"Schwalbach, Alex",49957,en,Browsing: Computers & Technology/Browsing: Sports/Hobbies/Motoring,Public domain in the USA.,TRUE
58444,The Modern Bicycle and Its Accessories,"Wilcox, Julius",50386,en,Browsing: Computers & Technology/Browsing: Sports/Hobbies/Motoring,Public domain in the USA.,TRUE
58445,"The Market Reporter, Vol. 4, No. 15",Various,116,en,Browsing: Economics/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Science - Earth/Agricultural/Farming,Public domain in the USA.,TRUE
58446,Sons and Daughters,"Oliphant, Mrs. (Margaret)",963,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58447,"A Book of the United States
Exhibiting its geography, divisions, constitution, and government ... and presenting a view of the republic generally, and of the individual states; together with a condensed history of the land, from its first discovery to the present time. The biography of about two hundred of the leading men: a description of the principal cities and towns; with statistical tables",NA,NA,en,Browsing: Biographies/Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58448,"Harper's Young People, July 4, 1882
An Illustrated Weekly",Various,116,en,Browsing: Children & Young Adult Reading,Public domain in the USA.,TRUE
58449,"The Military Sketch-Book. Vol. 1 (of 2)
Reminiscences of seventeen years in the service abroad and at home","Maginn, William",49318,en,Browsing: Biographies/Browsing: History - Warfare,Public domain in the USA.,TRUE
58450,George Edmund Street: Unpublished Notes and Reprinted Papers,"Street, George Edmund",40946,en,Browsing: Architecture/Browsing: Culture/Civilization/Society/Browsing: History - General,Public domain in the USA.,TRUE
58451,The Trials of a Country Parson,"Jessopp, Augustus",2118,en,Browsing: Biographies/Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58452,"Fences, Gates and Bridges: A Practical Manual",NA,NA,en,Browsing: Computers & Technology/Browsing: Engineering & Construction,Public domain in the USA.,TRUE
58453,"Harper's Round Table, July 7, 1896",Various,116,en,Browsing: Children & Young Adult Reading/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
58454,"Joseph Rogers, M.D.: Reminiscences of a Workhouse Medical Officer","Rogers, Joseph",49964,en,Browsing: Health & Medicine/Browsing: History - British,Public domain in the USA.,TRUE
58455,Sicily in Shadow and in Sun: The Earthquake and the American Relief Work,"Elliott, Maud Howe",39593,en,Browsing: Environmental Issues/Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
58456,The South Devon Coast,"Harper, Charles G. (Charles George)",39133,en,Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58457,"Harper's Young People, July 11, 1882
An Illustrated Weekly",Various,116,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society,Public domain in the USA.,TRUE
58458,The Appreciation of Music - Vol. 1 (of 3),"Mason, Daniel Gregory",48933,en,Browsing: How To.../Browsing: Music,Public domain in the USA.,TRUE
58458,The Appreciation of Music - Vol. 1 (of 3),"Surette, Thomas Whitney",49966,en,Browsing: How To.../Browsing: Music,Public domain in the USA.,TRUE
58459,Lady Car: The Sequel of a Life,"Oliphant, Mrs. (Margaret)",963,en,Browsing: Literature/Browsing: Parenthood & Family Relations/Browsing: Fiction,Public domain in the USA.,TRUE
58460,Use of the Dead to the Living,"Smith, Southwood",49968,en,Browsing: Health & Medicine/Browsing: History - General/Browsing: Science - General,Public domain in the USA.,TRUE
58461,Reading: How to Teach It,"Arnold, Sarah Louise",49969,en,Browsing: How To.../Browsing: Teaching & Education,Public domain in the USA.,TRUE
58462,The Story of Valentine and His Brother,"Oliphant, Mrs. (Margaret)",963,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58463,The History of Thomas Hickathrift,NA,NA,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Literature,Public domain in the USA.,TRUE
58464,"Essays of an Americanist
I. Ethnologic and Archæologic. II. Mythology and Folk Lore. III. Graphic Systems and Literature. IV. Linguistic.","Brinton, Daniel G. (Daniel Garrison)",2993,en,Browsing: Archaeology/Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
58465,"Gypsy Sorcery and Fortune Telling
Illustrated by numerous incantations, specimens of medical magic, anecdotes and tales","Leland, Charles Godfrey",243,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58466,"Observations of an Illinois Boy in Battle, Camp and Prisons—1861 to 1865","Eby, Henry Harrison",49971,en,Browsing: History - American/Browsing: History - Warfare,Public domain in the USA.,TRUE
58467,Les évangiles des quenouilles,"Jean, d'Arras, active 14th century",49527,fr,FR Humour/Browsing: Culture/Civilization/Society/Browsing: Humour,Public domain in the USA.,TRUE
58467,Les évangiles des quenouilles,"Duval, Antoine",49941,fr,FR Humour/Browsing: Culture/Civilization/Society/Browsing: Humour,Public domain in the USA.,TRUE
58467,Les évangiles des quenouilles,"Fouquart, de Cambray, maistre",49951,fr,FR Humour/Browsing: Culture/Civilization/Society/Browsing: Humour,Public domain in the USA.,TRUE
58468,Sun and Shadow in Spain,"Elliott, Maud Howe",39593,en,Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58469,Carpets,"Brinton, R. S. (Reginald Seymour)",49973,en,Browsing: Art & Photography/Browsing: Engineering & Construction,Public domain in the USA.,TRUE
58470,Diana Trelawny,"Oliphant, Mrs. (Margaret)",963,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58471,Partial Portraits,"James, Henry",113,en,Browsing: Culture/Civilization/Society/Browsing: Literature,Public domain in the USA.,TRUE
58472,"Saint Vincent, with notes and publishers' prices","Napier, Francis John Hamilton Scott",49974,en,Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
58472,"Saint Vincent, with notes and publishers' prices","Bacon, Edward Denny, Sir",49975,en,Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
58473,"The Good Hope
(In ""The Drama: A Quarterly Review of Dramatic Literature"")","Heijermans, Herman",9057,en,Browsing: Literature/Browsing: Performing Arts/Film/Browsing: Fiction,Public domain in the USA.,TRUE
58474,Lumeen haudattuna,"Hoffmann, Franz",31340,fi,Browsing: Children & Young Adult Reading/Browsing: Language & Communication/Browsing: Literature,Public domain in the USA.,TRUE
58475,Sexual Life of Primitive People,"Fehlinger, Hans",49978,en,Browsing: Culture/Civilization/Society/Browsing: Gender & Sexuality Studies,Public domain in the USA.,TRUE
58476,"Un soir à Hernani, 26 février 1902","Rostand, Edmond",575,fr,FR Poésie/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
58477,Index of the Project Gutenberg Works of Herman Melville,"Melville, Herman",9,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58478,Index of the Project Gutenberg Works of Anthony Hope,"Hope, Anthony",63,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Language & Communication/Browsing: Literature,Public domain in the USA.,TRUE
58479,Ben Hur: Una storia di Cristo,"Wallace, Lew",836,it,IT Romanzi storici/Browsing: History - General/Browsing: Literature/Browsing: Religion/Spirituality/Paranormal/Browsing: Fiction,Public domain in the USA.,TRUE
58480,"Perry's Saints; Or, The Fighting Parson's Regiment in the War of the Rebellion","Nichols, James Moses",49983,en,Browsing: History - American/Browsing: History - Warfare,Public domain in the USA.,TRUE
58481,Jumalan etsijöitä,"Farrar, F. W. (Frederic William)",3715,fi,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58482,"The Manchester and Glasgow Road, Volume 2 (of 2)
This Way to Gretna Green","Harper, Charles G. (Charles George)",39133,en,Browsing: History - European/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58483,Comenius and the Beginnings of Educational Reform,"Monroe, W. S. (Will Seymour)",49982,en,Browsing: History - Schools & Universities/Browsing: Teaching & Education,Public domain in the USA.,TRUE
58484,"De Sobremesa; crónicas, Cuarta Parte (de 5)","Benavente, Jacinto",33140,es,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58485,"The journal of the American-Irish Historical Society, Vol. II, 1899",Various,116,en,Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
58486,"The Rajah's Heir
A Novel in 3 volumes","Despard, C. (Charlotte)",49892,en,Browsing: Literature/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
58487,De kleine Zwerveling,"Plaatsman, D. P.",49985,nl,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58488,"The Bay State Oologist, Vol. 1 No. 4, April 1888
A Monthly Magazine Devoted to the Study of Birds, their Nests and Eggs",Various,116,en,Browsing: Nature/Gardening/Animals/Browsing: Science - General,Public domain in the USA.,TRUE
58489,"A Short List of Scientific Books Published by E. & F. N. Spon, Limited. June 1913",E. & F. N. Spon,42093,en,Browsing: Computers & Technology/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
58490,"The Apothecary in Eighteenth-Century Williamsburg
Being an Account of his medical and chirurgical Services, as well as of his trade Practices as a Chymist","Ford, Thomas K.",49248,en,Browsing: Drugs/Alcohol/Pharmacology/Browsing: Health & Medicine/Browsing: History - American,Public domain in the USA.,TRUE
58491,The Golden Boys With the Lumber Jacks,"Wyman, L. P. (Levi Parker)",42061,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58492,"A Confession of Evangelical Principles
in a letter to a friend","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58493,"The American Bee Journal, Volume XXXIII, No. 2, January 11, 1894",Various,116,en,The American Bee Journal/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Science - Earth/Agricultural/Farming,Public domain in the USA.,TRUE
58494,"Godey's Lady's Book, Vol. 48, No. XVIII, April, 1854",Various,116,en,Browsing: Culture/Civilization/Society/Browsing: Fashion & Costume/Browsing: History - American,Public domain in the USA.,TRUE
58495,"Secrets of meat curing and sausage making
how to cure hams, shoulders, bacon, corned beef, etc., and how to make all kinds of sausage, etc. to comply with the pure food laws",B. Heller & Co.,49992,en,Browsing: Cooking & Drinking/Browsing: How To...,Public domain in the USA.,TRUE
58496,"Revolted Woman: Past, present, and to come","Harper, Charles G. (Charles George)",39133,en,Browsing: Culture/Civilization/Society/Browsing: Gender & Sexuality Studies/Browsing: Sociology,Public domain in the USA.,TRUE
58497,"The Southern Literary Messenger, Vol. I., No. 11, July, 1835",Various,116,en,Browsing: History - American/Browsing: Literature,Public domain in the USA.,TRUE
58498,The Copernicus of Antiquity (Aristarchus of Samos),"Heath, Thomas Little, Sir",37741,en,Browsing: Biographies/Browsing: Science - Astronomy,Public domain in the USA.,TRUE
58499,"Memoirs of the Reign of King George the Third, Volume 4 (of 4)","Walpole, Horace",358,en,Browsing: History - British/Browsing: History - General,Public domain in the USA.,TRUE
58500,Some Experiences of a New Guinea Resident Magistrate,"Monckton, C. A. W. (Charles Arthur Whitmore)",49993,en,Browsing: Biographies/Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58501,L'Atelier de Marie-Claire,"Audoux, Marguerite",9397,fr,FR Littérature/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58502,Madame X: a story of mother-love,"McConaughy, J. W.",49994,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58502,Madame X: a story of mother-love,"Bisson, Alexandre",49995,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58503,"Life in Afrikanderland as viewed by an Afrikander
A story of life in South Africa, based on truth",CIOS,49997,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Fiction,Public domain in the USA.,TRUE
58504,"Harper's Round Table, July 14, 1896",Various,116,en,Browsing: Children & Young Adult Reading/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
58505,Cecco d'Ascoli: racconto storico del secolo XIV,"Fanfani, Pietro",44003,it,IT Romanzi storici/Browsing: History - Medieval/The Middle Ages/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58506,Was mir das Sternenlicht erzählt: Eine populäre Himmelskunde für die Jugend,"Erber, Felix",50001,de,Browsing: Children & Young Adult Reading/Browsing: Science - Astronomy,Public domain in the USA.,TRUE
58507,My Colored Battalion,"Ross, Warner A.",50002,en,Browsing: History - American/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
58508,Index of the Project Gutenberg Works of Pelham Grenville Wodehouse,"Wodehouse, P. G. (Pelham Grenville)",783,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58509,Brave Belgians,"Buffin, Camille",50004,en,Browsing: History - European/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
58510,"Madame Adam (Juliette Lambert), la grande Française : $b from Louis Philippe until 1917","Whale, Winifred Stephens",8704,en,Browsing: Biographies/Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
58511,The Romantic Composers,"Mason, Daniel Gregory",48933,en,Browsing: Biographies/Browsing: Music,Public domain in the USA.,TRUE
58512,When Polly Was Eighteen,"Dowd, Emma C.",3909,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58513,Mary Louise Adopts a Soldier,"Baum, L. Frank (Lyman Frank)",42,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58513,Mary Louise Adopts a Soldier,"Sampson, Emma Speed",25389,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58514,The Green Tent Mystery at Sugar Creek,"Hutchens, Paul",32685,en,Browsing: Children & Young Adult Reading/Browsing: Crime/Mystery/Browsing: Literature,Public domain in the USA.,TRUE
58515,De Twee Broeders: Een Kennemer Legende uit de jaren 1420-1436,"Kieviet, Cornelis Johannes",2188,nl,Browsing: Children & Young Adult Reading/Browsing: History - General/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58515,De Twee Broeders: Een Kennemer Legende uit de jaren 1420-1436,"Hofdijk, W. J. (Willem Jacobszoon)",33877,nl,Browsing: Children & Young Adult Reading/Browsing: History - General/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58516,"A View of Society and Manners in France, Switzerland, and Germany, Vol. 1 (of 2)
With Anecdotes Relating to Some Eminent Characters","Moore, John",50119,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58517,Kissing the Rod: A Novel. (Vol. 1 of 3),"Yates, Edmund",50007,en,Browsing: History - British/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58518,Kissing the Rod: A Novel. (Vol. 2 of 3),"Yates, Edmund",50007,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58519,Kissing the Rod: A Novel. (Vol. 3 of 3),"Yates, Edmund",50007,en,Browsing: History - British/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58520,Das Sternenkind und andere Geschichten: Naturgeschichtliche Märchen,"Ewald, Carl",1711,de,Browsing: Children & Young Adult Reading/Browsing: Nature/Gardening/Animals,Public domain in the USA.,TRUE
58521,Pikku herttua eli Rikhard Pelkäämätön,"Yonge, Charlotte M. (Charlotte Mary)",945,fi,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58522,Sexueele Zeden in Woord en Beeld: De Humor in het Geslachtsleven,"Vloten Elderinck, D. Ph. van",25769,nl,Browsing: Art & Photography/Browsing: Gender & Sexuality Studies/Browsing: Humour,Public domain in the USA.,TRUE
58523,Reminiscences of Peace and War,"Pryor, Sara Agnes Rice",42304,en,Browsing: Biographies/Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
58524,Index of the Project Gutenberg Works of Henry Seton Merriman,"Merriman, Henry Seton",1312,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58525,"Remarks on the Uses of some of the Bazaar Medicines and Common Medical Plants of India
With a full index of diseases, indicating their treatment by these and other agents procurable throughout India; to which are added directions for treatment in cases of drowning, snake-bites &c.","Waring, Edward John",50009,en,Browsing: Health & Medicine/Browsing: Science - General,Public domain in the USA.,TRUE
58526,The Human Interest: A Study in Incompatibilities,"Hunt, Violet",41235,en,Browsing: Gender & Sexuality Studies/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58527,Eric's Book of Beasts,"Jordan, David Starr",1566,en,Browsing: Children & Young Adult Reading/Browsing: Poetry,Public domain in the USA.,TRUE
58528,"Fratris Felicis Fabri Evagatorium in Terrae Sanctae, Arabiae et Egypti peregrinationem. Volumen Primum","Fabri, Felix",50017,la,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58529,"Hobson-Jobson
A Glossary of Colloquial Anglo-Indian Words and Phrases, and of Kindred Terms, Etymological, Historical, Geographical and Discursive","Yule, Henry, Sir",5823,en,Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Language & Communication,Public domain in the USA.,TRUE
58529,"Hobson-Jobson
A Glossary of Colloquial Anglo-Indian Words and Phrases, and of Kindred Terms, Etymological, Historical, Geographical and Discursive","Burnell, A. C. (Arthur Coke)",50013,en,Browsing: Culture/Civilization/Society/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Language & Communication,Public domain in the USA.,TRUE
58530,English Wayfaring Life in the Middle Ages (XIVth Century),"Jusserand, J. J. (Jean Jules)",25062,en,Browsing: Culture/Civilization/Society/Browsing: History - Medieval/The Middle Ages/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58531,"History of the Second Massachusetts Battery (Nims' Battery) of Light Artillery, 1861-1865","Whitcomb, Caroline Elizabeth",50016,en,Browsing: History - American/Browsing: History - Warfare,Public domain in the USA.,TRUE
58532,Une rencontre: roman de deux touristes sur le Saint-Laurent et le Saguenay,"Howells, William Dean",97,fr,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
58533,Forge of Foxenby,"Goodyear, R. A. H. (Robert Arthur Hanson)",50019,en,Browsing: Children & Young Adult Reading/Browsing: Teaching & Education/Browsing: Fiction,Public domain in the USA.,TRUE
58534,The Prisoner at the Bar: Sidelights on the Administration of Criminal Justice,"Train, Arthur Cheney",1756,en,Browsing: Crime/Mystery/Browsing: Law & Criminology/Browsing: Politics,Public domain in the USA.,TRUE
58535,"The Gracious Designs of God, Accomplished by the Malice of His Enemies
Being the Substance of an Address, Delivered on Wednesday, November 24th, 1819, at the Surrey Tabernacle, by J. Church, Being the Day of His Deliverance.","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58536,"The Glory of Grace Effected by Weak Means
Being the Substance of a Sermon, Preached on the Death of Samuel Church, Aged Twelve Years. On Sunday Evening, April 14, 1822, by J. Church, at the Surrey Tabernacle.","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58537,The Fall of Jerusalem: A Poem,"Church, John, Jr.",49713,en,Browsing: History - Religious/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
58538,Is This Your Likeness? A Scriptural Definition of Hypocrisy and Sincerity,"Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58539,"The Elder Son Explained, and the Romish Church Exposed","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58540,"Certain delightful English towns, with glimpses of the pleasant country between","Howells, William Dean",97,en,Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58541,Pioneer Colored Christians,"Miller, Harriet Parks",50022,en,Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58542,"What I Remember, Volume 1","Trollope, Thomas Adolphus",1723,en,Browsing: Biographies/Browsing: Literature,Public domain in the USA.,TRUE
58543,Velazquez,"Knackfuss, H. (Hermann)",37412,de,Browsing: Art & Photography/Browsing: Biographies,Public domain in the USA.,TRUE
58544,Richard Lejonhjerta i historien och poesin: Akademisk afhandling,"Estlander, Carl Gustaf",46566,sv,Browsing: History - European/Browsing: History - General/Browsing: Literature,Public domain in the USA.,TRUE
58545,"De Sobremesa; crónicas, Quinta Parte (de 5)","Benavente, Jacinto",33140,es,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58546,Christmas Candles: Plays for Boys and Girls,"Carter, Elsie Hobart",50023,en,Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
58547,"The Believer's Confidence in a Faithful God
and the Needless Triumph of His Enemies Considered, in a Sermon, Preached on Lord's Day Morning, November 23, 1817, at Seven O'clock, at the Surrey Tabernacle","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58548,"The Descent of the Branch into the Waters of Sorrow, to Bring up the Election of Grace
Being the Substance of a Sermon, Preached by J. Church, of the Surrey Tabernacle","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58549,The Civil War,"Robertson, James I.",50024,en,Browsing: History - American/Browsing: History - Warfare,Public domain in the USA.,TRUE
58550,Children of the Cliff,"Wiley, Belle",50026,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Literature,Public domain in the USA.,TRUE
58550,Children of the Cliff,"Edick, Grace Willard",50027,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Literature,Public domain in the USA.,TRUE
58551,"Lodrix, the Little Lake Dweller","Wiley, Belle",50026,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58551,"Lodrix, the Little Lake Dweller","Edick, Grace Willard",50027,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58552,"Harper's Young People, July 18, 1882
An Illustrated Weekly",Various,116,en,Browsing: Children & Young Adult Reading/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
58553,An Astronomer's Wife: The Biography of Angeline Hall,"Hall, Angelo",8819,en,Browsing: Biographies/Browsing: History - General,Public domain in the USA.,TRUE
58554,"The Thirteen Names of the First Patriarchs, Considered as Figurative of the Progressive Influence of the Spirit.
Being the Substance of Two Sermons, Preached on Wednesday March 24, and April 3, 1811, at the Obelisk Chapel","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal/Browsing: Teaching & Education,Public domain in the USA.,TRUE
58555,"Religion & Morality Vindicated, Against Hypocrisy and Pollution
Or, an Account of the Life and Character of John Church the Obelisk Preacher, Who Was Formerly a Frequenter of Vere-street, and Who Has Been Charged With Unnatural Practices in Various Places. To Which Is Annexed, a Fac-simile of a Letter, Written by Him to James Cook, Who Kept the Infamous House in Vere-street.","Bell, Robert",50032,en,Browsing: History - British/Browsing: Law & Criminology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58556,The Lament of the Mormon Wife: A Poem,"Holley, Marietta",1194,en,Browsing: Literature/Browsing: Poetry/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58557,"Autobiography of Miss Cornelia Knight, lady companion to the Princess Charlotte of Wales, Volume 2 (of 2)
with extracts from her journals and anecdote books","Knight, Ellis Cornelia",49894,en,Browsing: Biographies/Browsing: History - British,Public domain in the USA.,TRUE
58558,Christmas at Thompson Hall,"Trollope, Anthony",324,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58559,The Essays of Adam Smith,"Smith, Adam",1158,en,Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58560,Index of the Project Gutenberg Works of E. W. Hornung,"Hornung, E. W. (Ernest William)",364,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58561,"Rocky Mountain National Park, Colorado","Alberts, Edwin C. (Edwin Cameron)",50029,en,Browsing: Nature/Gardening/Animals/Browsing: Science - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58562,From Grieg to Brahms: Studies of Some Modern Composers and Their Art,"Mason, Daniel Gregory",48933,en,Browsing: Biographies/Browsing: Music,Public domain in the USA.,TRUE
