gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
10789,"The Head of the Family
Sailor's Knots, Part 9.","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Fiction,Public domain in the USA.,TRUE
10790,"Prize Money
Sailor's Knots, Part 10.","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10791,"Double Dealing
Sailor's Knots, Part 11.","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Fiction,Public domain in the USA.,TRUE
10792,"Keeping Up Appearances
Sailor's Knots, Part 12.","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10793,Sailors' Knots (Entire Collection),"Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Humour/Browsing: Fiction,Public domain in the USA.,TRUE
10794,Dahcotah: Life and Legends of the Sioux Around Fort Snelling,"Eastman, Mary H. (Mary Henderson)",3682,en,Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
10795,Yorkshire—Coast and Moorland Scenes,"Home, Gordon",2778,en,United Kingdom/Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10796,The Story of the Two Bulls,"Bolles, John R. (John Rogers)",3683,en,Browsing: Children & Young Adult Reading/Browsing: Poetry,Public domain in the USA.,TRUE
10797,The Wits and Beaux of Society. Volume 2,"Wharton, Philip",4635,en,Browsing: Culture/Civilization/Society/Browsing: History - British/Browsing: History - General,Public domain in the USA.,TRUE
10797,The Wits and Beaux of Society. Volume 2,"Thomson, A. T., Mrs.",9623,en,Browsing: Culture/Civilization/Society/Browsing: History - British/Browsing: History - General,Public domain in the USA.,TRUE
10798,Paths of Glory: Impressions of War Written at and Near the Front,"Cobb, Irvin S. (Irvin Shrewsbury)",559,en,Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
10799,Clarissa Harlowe; or the history of a young lady — Volume 5,"Richardson, Samuel",1959,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10800,The Anatomy of Melancholy,"Burton, Robert",3686,en,Browsing: Literature/Browsing: Philosophy & Ethics,Public domain in the USA.,TRUE
10801,"The Literary Remains of Samuel Taylor Coleridge, Volume 4","Coleridge, Samuel Taylor",95,en,Browsing: Literature,Public domain in the USA.,TRUE
10802,"Project Gutenberg ""10K"" DVD",NA,NA,en,Browsing: Computers & Technology/Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
10803,"A General History and Collection of Voyages and Travels — Volume 02
Arranged in Systematic Order: Forming a Complete History of the Origin and Progress of Navigation, Discovery, and Commerce, by Sea and Land, from the Earliest Ages to the Present Time","Kerr, Robert",3594,en,Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10804,"The Fortunate Foundlings
Being the Genuine History of Colonel M——Rs, and His Sister, Madam Du P——Y, the Issue of the Hon. Ch——Es M——Rs, Son of the Late Duke of R—— L——D. Containing Many Wonderful Accidents That Befel Them in Their Travels, and Interspersed with the Characters and Adventures of Several Persons of Condition, In the Most Polite Courts of Europe. the Whole Calculated for the Entertainment and Improvement of the Youth of Both Sexes.","Haywood, Eliza Fowler",3687,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10805,"Count the Cost
An Address to the People of Connecticut, On Sundry Political Subjects, and Particularly on the Proposition for a New Constitution","Daggett, David",3688,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10806,The Sword of Welleran and Other Stories,"Dunsany, Lord",2685,en,Fantasy/Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
10807,The Constitutional History of England from 1760 to 1860,"Yonge, Charles Duke",3581,en,United Kingdom/Browsing: History - British/Browsing: History - General,Public domain in the USA.,TRUE
10808,Consumers' Cooperative Societies in New York State,Consumers' League of New York City,3690,en,Browsing: Business/Management/Browsing: Culture/Civilization/Society/Browsing: Sociology,Public domain in the USA.,TRUE
10809,"Why We Are at War (2nd Edition, revised)",University of Oxford. Faculty of Modern History,3691,en,World War I/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
10810,"The Young Trail Hunters
Or, the Wild Riders of the Plains. The Veritable Adventures of Hal Hyde and Ned Brown, on Their Journey Across the Great Plains of the South-West","Cozzens, Samuel Woodworth",3693,en,Browsing: Children & Young Adult Reading/Browsing: History - American/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
10811,De La Salle Fifth Reader,Christian Brothers,3694,en,Children's Instructional Books/Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Teaching & Education,Public domain in the USA.,TRUE
10812,The Worshipper of the Image,"Le Gallienne, Richard",246,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10813,A Versailles Christmas-Tide,"Boyd, Mary Stuart",3695,en,Christmas/Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10814,"Legends, Tales and Poems","Bécquer, Gustavo Adolfo",3696,en/es,6 Best Loved Spanish Literary Classics/Browsing: Language & Communication/Browsing: Literature,Public domain in the USA.,TRUE
10815,"A Compilation of the Messages and Papers of the Presidents. Volume 4, part 1: William Henry Harrison",NA,NA,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10816,"The Giant Hands; or, the Reward of Industry","Crowquill, Alfred",3698,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10817,Anne Severn and the Fieldings,"Sinclair, May",3004,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10818,"Sport and Work on the Nepaul Frontier
Twelve Years Sporting Reminiscences of an Indigo Planter","Inglis, James",3699,en,Browsing: History - General/Browsing: Sports/Hobbies/Motoring/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10819,De kleine Johannes,"Eeden, Frederik van",2981,nl,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10820,Een liefde,"Deyssel, Lodewijk van",3700,nl,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10821,"Manfredo
Drama en tres actos","Byron, George Gordon Byron, Baron",1708,es,Browsing: Literature,Public domain in the USA.,TRUE
10822,"El paraiso de las mujeres
Novela","Blasco Ibáñez, Vicente",647,es,Browsing: Gender & Sexuality Studies/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10823,Reise durch England und Schottland,"Schopenhauer, Johanna",3702,de,United Kingdom/DE Sachbuch/Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10824,Un tournoi à Romans en 1484,"Chevalier, Ulysse",32926,fr,FR Peuples et Sociétés/Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: History - Medieval/The Middle Ages,Public domain in the USA.,TRUE
10825,La Navidad en las Montañas,"Altamirano, Ignacio Manuel",3704,es,Christmas/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10826,"The Book-Bills of Narcissus
An Account Rendered by Richard Le Gallienne","Le Gallienne, Richard",246,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10827,Discourses on the First Decade of Titus Livius,"Machiavelli, Niccolò",563,en,Browsing: History - General/Browsing: Politics,Public domain in the USA.,TRUE
10828,"Roman History, Books I-III",Livy,3707,en,Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10829,Ludvigsbakke,"Bang, Herman",3638,da,Browsing: Gender & Sexuality Studies/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10830,Cinderella,"Hewet, Henry W.",3708,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10831,The Village in the Mountains; Conversion of Peter Bayssière; and History of a Bible,"Wilder, Sampson Vryling Stoddard",38865,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10832,"Carnacki, the Ghost Finder","Hodgson, William Hope",3260,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10833,"The Essays of Arthur Schopenhauer; Religion, a Dialogue, Etc.","Schopenhauer, Arthur",3648,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10834,The History of Insects,Unknown,49,en,Children's Picture Books/Biology/Children's Instructional Books/Browsing: Children & Young Adult Reading/Browsing: Science - General,Public domain in the USA.,TRUE
10835,"Dr. Johnson's Works: Life, Poems, and Tales, Volume 1
The Works of Samuel Johnson, LL.D., in Nine Volumes","Johnson, Samuel",297,en,Browsing: Literature/Browsing: Poetry/Browsing: Fiction,Public domain in the USA.,TRUE
10836,The Algebra of Logic,"Couturat, Louis",3709,en,Mathematics/Browsing: Mathematics/Browsing: Philosophy & Ethics,Public domain in the USA.,FALSE
10837,"The Soul of Democracy
The Philosophy of the World War in Relation to Human Liberty","Griggs, Edward Howard",3710,en,World War I/Browsing: History - General/Browsing: History - Warfare/Browsing: Politics,Public domain in the USA.,TRUE
10838,"The Mirror of Literature, Amusement, and Instruction. Volume 13, No. 350, January 3, 1829",Various,116,en,"The Mirror of Literature, Amusement, and Instruction/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: History - British/Browsing: Literature",Public domain in the USA.,TRUE
10839,Sugar and Spice: Comical Tales Comically Dressed,"Johnson, James",3711,en,Browsing: Children & Young Adult Reading/Browsing: Humour/Browsing: Poetry,Public domain in the USA.,TRUE
10840,The Explorers of Australia and their Life-work,"Favenc, Ernest",2359,en,Australia/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10841,L'archéologie égyptienne,"Maspero, G. (Gaston)",3672,fr,Egypt/Archaeology/FR Voyages et pays/FR Sciences et Techniques/Browsing: Archaeology/Browsing: Culture/Civilization/Society/Browsing: History - General,Public domain in the USA.,TRUE
10842,"The Life of Captain James Cook, the Circumnavigator","Kitson, Arthur",3713,en,Australia/New Zealand/Browsing: Biographies/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10843,The Mental Life of Monkeys and Apes: A Study of Ideational Behavior,"Yerkes, Robert Mearns",2864,en,Animal/Animals-Wild-Mammals/Browsing: Nature/Gardening/Animals/Browsing: Psychiatry/Psychology/Browsing: Science - Genetics/Biology/Evolution,Public domain in the USA.,TRUE
10844,A Gentleman from Mississippi,"Toombs, Frederick R.",32981,en,Browsing: Literature/Browsing: Politics/Browsing: Fiction,Public domain in the USA.,TRUE
10844,A Gentleman from Mississippi,"Rhodes, Harrison",32982,en,Browsing: Literature/Browsing: Politics/Browsing: Fiction,Public domain in the USA.,TRUE
10844,A Gentleman from Mississippi,"Wise, Thomas A. (Thomas Alfred)",33707,en,Browsing: Literature/Browsing: Politics/Browsing: Fiction,Public domain in the USA.,TRUE
10845,"The Mirror of Literature, Amusement, and Instruction. Volume 12, No. 332, September 20, 1828",Various,116,en,"The Mirror of Literature, Amusement, and Instruction/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature",Public domain in the USA.,TRUE
10846,Seekers after God,"Farrar, F. W. (Frederic William)",3715,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10847,The Maids Tragedy,"Beaumont, Francis",3603,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10847,The Maids Tragedy,"Fletcher, John",4606,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10848,"Natalie; Or, A Gem Among the Sea-Weeds","Hallett, Emma V.",3717,en,Browsing: Culture/Civilization/Society/Browsing: Religion/Spirituality/Paranormal/Browsing: Fiction,Public domain in the USA.,TRUE
10849,Saved at sea : $b a lighthouse story,"Walton, O. F., Mrs.",2468,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10850,"Philaster; Or, Love Lies a Bleeding","Beaumont, Francis",3603,en,Harvard Classics/Browsing: Literature/Browsing: Performing Arts/Film/Browsing: Fiction,Public domain in the USA.,TRUE
10850,"Philaster; Or, Love Lies a Bleeding","Fletcher, John",4606,en,Harvard Classics/Browsing: Literature/Browsing: Performing Arts/Film/Browsing: Fiction,Public domain in the USA.,TRUE
10851,"The Works of Charles and Mary Lamb — Volume 6
Letters 1821-1842","Lamb, Charles",293,en,Browsing: Biographies/Browsing: Literature,Public domain in the USA.,TRUE
10851,"The Works of Charles and Mary Lamb — Volume 6
Letters 1821-1842","Lamb, Mary",294,en,Browsing: Biographies/Browsing: Literature,Public domain in the USA.,TRUE
10852,Hardy Ornamental Flowering Trees and Shrubs,"Webster, Angus D.",3719,en,Botany/Natural History/Horticulture/Browsing: Nature/Gardening/Animals/Browsing: Science - General/Browsing: Science - Genetics/Biology/Evolution,Public domain in the USA.,TRUE
10853,Our Gift,Teachers of the School Street Universalist Sunday School. Boston,3720,en,Browsing: Children & Young Adult Reading/Browsing: Poetry/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10854,"The Atlantic Monthly, Volume 06, No. 36, October, 1860
A Magazine Of Literature, Art, And Politics",Various,116,en,The Atlantic Monthly/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Politics,Public domain in the USA.,TRUE
10855,"Is Mars habitable? A critical examination of Professor Percival Lowell's book ""Mars and its canals,"" with an alternative explanation","Wallace, Alfred Russel",955,en,Browsing: Science - Astronomy/Browsing: Science - General,Public domain in the USA.,TRUE
10856,"A Narrative of the Siege of Delhi
With an Account of the Mutiny at Ferozepore in 1857","Griffiths, Charles John",3721,en,Browsing: History - British/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
10857,"My Native Land
The United States: its Wonders, its Beauties, and its People; with Descriptive Notes, Character Sketches, Folk Lore, Traditions, Legends and History, for the Amusement of the Old and the Instruction of the Young","Cox, James",3722,en,Children's History/Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10858,"A Compilation of the Messages and Papers of the Presidents. Volume 2, part 3: Andrew Jackson, 1st term",NA,NA,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10859,Paul and Virginia from the French of J.B.H. de Saint Pierre,"Saint-Pierre, Bernardin de",825,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10860,"The Gracchi Marius and Sulla
Epochs of Ancient History","Beesly, A. H. (Augustus Henry)",3725,en,Browsing: History - Ancient,Public domain in the USA.,TRUE
10861,"Paris under the Commune
The Seventy-Three Days of the Second Siege; with Numerous Illustrations, Sketches Taken on the Spot, and Portraits (from the Original Photographs)","Leighton, John",9186,en,Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10862,The White Waterfall,"Dwyer, James Francis",3727,en,Browsing: Literature/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
10863,Juha,"Aho, Juhani",1773,fi,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10864,"A Visit to the Monastery of La Trappe in 1817
With Notes Taken During a Tour Through Le Perche, Normandy, Bretagne, Poitou, Anjou, Le Bocage, Touraine, Orleanois, and the Environs of Paris.
Illustrated with Numerous Coloured Engravings, from Drawings Made on the Spot","Fellowes, W. D. (William Dorset)",3728,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10865,Play-Making: A Manual of Craftsmanship,"Archer, William",3729,en,Browsing: Literature/Browsing: Performing Arts/Film/Browsing: Teaching & Education,Public domain in the USA.,TRUE
10866,The Dolorous Passion of Our Lord Jesus Christ,"Emmerich, Anna Katharina",3730,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10867,"The Atlantic Monthly, Volume 02, No. 13, November, 1858
A Magazine of Literature, Art, and Politics",Various,116,en,The Atlantic Monthly/Browsing: Art & Photography/Browsing: History - American/Browsing: Literature/Browsing: Politics,Public domain in the USA.,TRUE
10868,Clerambault: The Story of an Independent Spirit During the War,"Rolland, Romain",2602,en,Browsing: History - Warfare/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10869,The Abandoned Room,"Camp, Wadsworth",3731,en,Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10870,"Are You a Bromide?
The Sulphitic Theory Expounded and Exemplified According to the Most Recent Researches into the Psychology of Boredom, Including Many Well-Known Bromidioms Now in Use","Burgess, Gelett",3732,en,Browsing: Humour/Browsing: Literature,Public domain in the USA.,TRUE
10871,"At Sunwich Port, Part 1.
Contents: Chapters 1-5","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10872,"At Sunwich Port, Part 2.
Contents: Chapters 6-10","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10873,"At Sunwich Port, Part 3.
Contents: Chapters 11-15","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10874,"At Sunwich Port, Part 4.
Contents: Chapters 16-20","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10875,"At Sunwich Port, Part 5.
Contents: Chapters 21-25","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10876,"At Sunwich Port, Complete","Jacobs, W. W. (William Wymark)",1865,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10877,The Tragedies of the Medici,"Staley, Edgcumbe",3733,en,Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10878,"The Mule: A Treatise on the Breeding, Training, and Uses to Which He May Be Put","Riley, Harvey",3734,en,Browsing: Nature/Gardening/Animals/Browsing: Science - Earth/Agricultural/Farming,Public domain in the USA.,TRUE
10879,"A Compilation of the Messages and Papers of the Presidents. Volume 2, part 2: John Quincy Adams",NA,NA,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10880,Teddy's Button,"Le Feuvre, Amy",3736,en,Browsing: Children & Young Adult Reading/Browsing: Religion/Spirituality/Paranormal/Browsing: Fiction,Public domain in the USA.,TRUE
10881,Crescent and Iron Cross,"Benson, E. F. (Edward Frederic)",812,en,World War I/Browsing: History - European/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
10882,The Eagle's Shadow,"Cabell, James Branch",166,en,Fantasy/Browsing: History - Medieval/The Middle Ages/Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
10883,"Dio's Rome, Volume 4
An Historical Narrative Originally Composed in Greek During the Reigns of Septimius Severus, Geta and Caracalla, Macrinus, Elagabalus and Alexander Severus: and Now Presented in English Form",Cassius Dio Cocceianus,3339,en,Classical Antiquity/Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10884,"A Publisher and His Friends
Memoir and Correspondence of John Murray; with an Account of the Origin and Progress of the House, 1768-1843","Smiles, Samuel",224,en,Browsing: Biographies/Browsing: History - British/Browsing: Journalism/Media/Writing,Public domain in the USA.,TRUE
10885,"Stories from the Italian Poets: with Lives of the Writers, Volume 1","Hunt, Leigh",3612,en,Italy/Browsing: Biographies/Browsing: Culture/Civilization/Society/Browsing: Literature,Public domain in the USA.,TRUE
10886,The Untamed,"Brand, Max",743,en,Western/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10887,Babylonian and Assyrian Literature,NA,NA,en,Browsing: History - Ancient/Browsing: Literature,Public domain in the USA.,TRUE
10888,"Arthur Hamilton, and His Dog",Anonymous,216,en,Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
10889,The Life and Romances of Mrs. Eliza Haywood,"Whicher, George Frisbie",3738,en,Browsing: Biographies/Browsing: Literature,Public domain in the USA.,TRUE
10890,"Dio's Rome, Volume 5
An Historical Narrative Originally Composed in Greek During The Reigns of Septimius Severus, Geta and Caracalla, Macrinus, Elagabalus and Alexander Severus: and Now Presented in English Form",Cassius Dio Cocceianus,3339,en,Classical Antiquity/Browsing: History - Ancient/Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10891,Algonquin Indian Tales,"Young, Egerton Ryerson",9793,en,Folklore/Native America/Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Fiction,Public domain in the USA.,TRUE
10892,Dawn,"Haggard, H. Rider (Henry Rider)",365,en,Browsing: Literature/Browsing: Science-Fiction & Fantasy/Browsing: Fiction,Public domain in the USA.,TRUE
10893,"A Compilation of the Messages and Papers of the Presidents. Volume 1, part 3: Thomas Jefferson",NA,NA,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10894,"A Compilation of the Messages and Papers of the Presidents. Volume 1, part 2: John Adams",NA,NA,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10895,"A Compilation of the Messages and Papers of the Presidents. Volume 1, part 4: James Madison",NA,NA,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10896,"The Mirror of Literature, Amusement, and Instruction. Volume 10, No. 283, November 17, 1827",Various,116,en,"The Mirror of Literature, Amusement, and Instruction/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature",Public domain in the USA.,TRUE
10897,The Wendigo,"Blackwood, Algernon",1370,en,Horror/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10898,"American Scenes, and Christian Slavery
A Recent Tour of Four Thousand Miles in the United States","Davies, Ebenezer",3740,en,Slavery/Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10899,Olivia in India,"Douglas, O.",3741,en,Browsing: Literature/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
10900,The King James Bible,NA,NA,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
10901,Three Young Knights,"Donnell, Annie Hamilton",1192,en,Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
10902,Big and Little Sisters: A Story of an Indian Mission School,"Jenness, Theodora R. (Theodora Robinson)",3742,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Fiction,Public domain in the USA.,TRUE
10903,"Punch, or the London Charivari, Volume 153, October 17, 1917",Various,116,en,Punch/Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Humour,Public domain in the USA.,TRUE
10904,"Frank Merriwell's Nobility; Or, The Tragedy of the Ocean Tramp","Standish, Burt L.",3848,en,Children's Book Series/Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
10905,"Phantom Fortune, a Novel","Braddon, M. E. (Mary Elizabeth)",2957,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10906,Quinze Jours en Égypte,"Neuray, Fernand",3744,fr,FR Voyages et pays/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10907,"The History of Rome, Books 09 to 26",Livy,3707,en,Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
10908,"Manual for Noncommissioned Officers and Privates of Infantry of the Army of the United States, 1917
To be used by Engineer companies (dismounted) and Coast Artillery companies for Infantry instruction and training",United States. War Department,3745,en,Browsing: History - American/Browsing: Law & Criminology/Browsing: Other,Public domain in the USA.,TRUE
10909,"Los Amantes de Teruel
Drama en cuatro actos en verso y prosa","Hartzenbusch, Juan Eugenio",3746,es,Browsing: Literature/Browsing: Performing Arts/Film,Public domain in the USA.,TRUE
10910,"Robert Louis Stevenson, an Elegy; and Other Poems","Le Gallienne, Richard",246,en,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
10911,Buried Alive: A Tale of These Days,"Bennett, Arnold",859,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10912,The Infant's Delight: Poetry,Anonymous,216,en,Children's Verse/Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
10913,English Poems,"Le Gallienne, Richard",246,en,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
10914,"Die Brüder Wright
Eine Studie ueber die Entwicklung der Flugmaschine von Lilienthal bis Wright","Hildebrandt, A. (Alfred)",3747,de,German Language Books/DE Sachbuch/Browsing: Engineering & Construction/Browsing: Science - General,Public domain in the USA.,TRUE
10915,The Girl's Cabinet of Instructive and Moral Stories,"Hawks, Francis L. (Francis Lister)",3748,en,Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
10916,"Parent and Child Volume III., Child Study and Training","Hall, Mosiah",3749,en,Browsing: Parenthood & Family Relations/Browsing: Sociology/Browsing: Teaching & Education,Public domain in the USA.,TRUE
10917,Die Familie Pfäffling: Eine deutsche Wintergeschichte,"Sapper, Agnes",3750,de,DE Prosa/Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10918,The Log of a Noncombatant,"Green, Horace",3751,en,World War I/Browsing: History - General/Browsing: History - Warfare,Public domain in the USA.,TRUE
10919,"A Compilation of the Messages and Papers of the Presidents. Volume 2, part 1: James Monroe",NA,NA,en,Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
10920,"Two Years Ago, Volume I","Kingsley, Charles",344,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10921,The World's Greatest Books — Volume 04 — Fiction,NA,NA,en,Harvard Classics/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10922,Young Lives,"Le Gallienne, Richard",246,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10923,"Punch, or the London Charivari, Volume 153, August 29, 1917",Various,116,en,Punch/Browsing: Humour/Browsing: Literature,Public domain in the USA.,TRUE
10924,"The Lands of the Saracen
Pictures of Palestine, Asia Minor, Sicily, and Spain","Taylor, Bayard",167,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
10925,"A Collection of Old English Plays, Volume 4",NA,NA,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10926,"Saxe Holm's Stories
First Series","Jackson, Helen Hunt",1030,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10927,Tulitikkuja lainaamassa,"Lassila, Maiju",3754,fi,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
10928,Bengal Dacoits and Tigers,"Sunity Devee, Maharani of Cooch Behar",3755,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
