gutenberg_id,subject_type,subject
64901,lcc,PN
64902,lcsh,French fiction -- 20th century
64902,lcc,PQ
64903,lcsh,Lewis and Clark Expedition (1804-1806) -- Fiction
64903,lcc,PS
64904,lcsh,"World War, 1914-1918 -- Humor, caricatures, etc."
64904,lcc,D501
64905,lcsh,Great Britain -- History -- Juvenile literature
64905,lcc,DA
64906,lcsh,Hungarian fiction -- 20th century
64906,lcc,PH
64907,lcsh,Detective and mystery stories
64907,lcsh,English fiction -- 20th century
64907,lcc,PR
64908,lcsh,Arts -- Philosophy
64908,lcsh,Arts and morals
64908,lcc,BH
64909,lcsh,"Medicine, Military -- France"
64909,lcsh,"Paris (France) -- History -- Commune, 1871"
64909,lcsh,"Paris (France) -- History -- Siege, 1870-1871"
64909,lcsh,"Franco-Prussian War, 1870-1871 -- Personal narratives"
64909,lcsh,Ambulance service -- France
64909,lcc,RD
64910,lcsh,Mississippi River Valley -- Social life and customs
64910,lcc,F350.5
64911,lcsh,Twins -- Juvenile fiction
64911,lcsh,Friendship -- Juvenile fiction
64911,lcsh,Uncles -- Juvenile fiction
64911,lcsh,Cousins -- Juvenile fiction
64911,lcsh,Household employees -- Juvenile fiction
64911,lcsh,Amusements -- Juvenile fiction
64911,lcsh,Sick -- Juvenile fiction
64911,lcsh,Mothers and daughters -- Juvenile fiction
64911,lcc,PZ
64912,lcsh,French essays
64912,lcc,PQ
64913,lcsh,French fiction -- 20th century
64913,lcc,PQ
64914,lcsh,Painters -- Spain
64914,lcsh,Art -- Spain -- Seville
64914,lcsh,Seville (Spain) -- Description and travel
64914,lcc,DP
64915,lcsh,Fantasy fiction -- History and criticism -- Periodicals
64915,lcsh,Fan magazines
64915,lcsh,Fantasy fiction -- Periodicals
64915,lcc,PN
64916,lcsh,London (England) -- Pictorial works
64916,lcc,DA
64917,lcsh,"Short stories, American"
64917,lcsh,American fiction -- 20th century
64917,lcc,PS
64918,lcsh,German fiction -- Translations into Finnish
64918,lcc,PT
64919,lcsh,Fantasy fiction -- History and criticism -- Periodicals
64919,lcsh,Fan magazines
64919,lcsh,Fantasy fiction -- Periodicals
64919,lcc,PN
64920,lcsh,French fiction
64920,lcsh,"Short stories, French"
64920,lcc,PQ
64921,lcsh,Hungarian fiction -- 20th century
64921,lcsh,"Short stories, Hungarian"
64921,lcc,PH
64922,lcsh,Fireworks
64922,lcc,TP
64923,lcsh,Catalonia (Spain) -- Description and travel
64923,lcsh,Balearic Islands (Spain) -- Description and travel
64923,lcc,DP
64924,lcsh,Japan -- Fiction
64924,lcc,PS
64925,lcsh,United States Military Academy
64925,lcc,U
64926,lcsh,Medical laws and legislation -- Great Britain
64926,lcc,KD
64927,lcsh,Military art and science
64927,lcsh,Tactics
64927,lcc,U
64928,lcsh,"Military art and science -- History -- Medieval, 500-1500"
64928,lcsh,"Tournaments, Medieval -- History"
64928,lcsh,Knights and knighthood -- History
64928,lcc,CR
64929,lcsh,Hungarian drama -- 20th century
64929,lcc,PH
64930,lcsh,"Paranormal fiction, English"
64930,lcc,PR
64931,lcsh,Paraphilias
64931,lcc,HQ
64932,lcsh,"Nagy Balogh, János, 1874-1919"
64932,lcc,ND
64933,lcsh,Calendars
64933,lcsh,"Bennett, Arnold, 1867-1931 -- Quotations"
64933,lcc,PR
64934,lcsh,Detective and mystery stories
64934,lcsh,Jewelry theft -- Fiction
64934,lcsh,American fiction -- 20th century
64934,lcc,PS
64935,lcsh,Catholic Church -- Controversial literature
64935,lcsh,Confession -- Controversial literature
64935,lcc,BX
64936,lcsh,Post-impressionism (Art)
64936,lcsh,Cubism
64936,lcsh,Impressionism (Art) -- 1910-
64936,lcc,ND
64937,lcsh,Nature conservation -- Germany -- Saxony -- Periodicals
64937,lcsh,Saxony (Germany) -- Periodicals
64937,lcc,DD
64938,lcsh,Fantasy fiction -- History and criticism -- Periodicals
64938,lcsh,Fan magazines
64938,lcsh,Fantasy fiction -- Periodicals
64938,lcc,PN
64939,lcsh,French poetry -- 20th century
64939,lcc,PQ
64940,lcsh,Fantasy fiction -- History and criticism -- Periodicals
64940,lcsh,Fan magazines
64940,lcsh,Fantasy fiction -- Periodicals
64940,lcc,PN
64941,lcsh,Ants
64941,lcsh,Trap-door spiders
64941,lcc,QL
64942,lcsh,Fantasy fiction -- History and criticism -- Periodicals
64942,lcsh,Fan magazines
64942,lcsh,Fantasy fiction -- Periodicals
64942,lcc,PN
64943,lcsh,"Göring, Hermann, 1893-1946 -- Trials, litigation, etc."
64943,lcsh,"Nuremberg Trial of Major German War Criminals, Nuremberg, Germany, 1945-1946"
64943,lcsh,War crime trials -- Germany -- Nuremberg
64943,lcc,KZ
64944,lcsh,"Short stories, American"
64944,lcsh,"Massachusetts -- History -- Colonial period, ca. 1600-1775 -- Fiction"
64944,lcsh,"Province House (Boston, Mass.) -- Fiction"
64944,lcc,PS
64945,lcsh,"Mexico -- History -- Conquest, 1519-1540"
64945,lcc,F1201
64946,lcsh,"Mexico -- History -- Conquest, 1519-1540"
64946,lcc,F1201
64947,lcsh,"Mexico -- History -- Conquest, 1519-1540"
64947,lcc,F1201
64948,lcsh,"Hundred Years' War, 1339-1453"
64948,lcsh,Europe -- History -- 476-1492 -- Sources
64948,lcsh,"France -- History -- House of Valois, 1328-1589"
64948,lcc,D
64949,lcsh,Short stories
64949,lcsh,Paris (France) -- Fiction
64949,lcsh,Automobile travel -- Fiction
64949,lcsh,Summer -- Fiction
64949,lcc,PQ
64950,lcsh,Adventure stories
64950,lcsh,Africa -- Juvenile fiction
64950,lcsh,Fathers and sons -- Juvenile fiction
64950,lcsh,Voyages and travels -- Juvenile fiction
64950,lcsh,Natural history -- Juvenile fiction
64950,lcsh,Escapes -- Juvenile fiction
64950,lcsh,Hunting -- Juvenile fiction
64950,lcsh,Robbery -- Juvenile fiction
64950,lcsh,Slave traders -- Juvenile fiction
64950,lcsh,Hippopotamidae -- Juvenile fiction
64950,lcc,PZ
64951,lcsh,German fiction -- Translations into Finnish
64951,lcc,PT
64952,lcsh,Kolkata (India) -- Social life and customs
64952,lcc,DS
64952,lcc,PR
64953,lcsh,Comedy plays
64953,lcsh,French drama -- Translations into English
64953,lcc,PR
64954,lcsh,Pirates
64954,lcc,G
64955,lcsh,Fantasy fiction -- History and criticism -- Periodicals
64955,lcsh,Fan magazines
64955,lcsh,Fantasy fiction -- Periodicals
64955,lcc,PN
64956,lcsh,Science fiction
64956,lcsh,Mars (Planet) -- Fiction
64956,lcc,PS
64957,lcsh,Young women -- Fiction
64957,lcsh,Sisters -- Fiction
64957,lcsh,Courtship -- Fiction
64957,lcsh,Wishes -- Fiction
64957,lcsh,Paranormal fiction
64957,lcsh,Families -- Fiction
64957,lcsh,London (England) -- Social life and customs -- Fiction
64957,lcsh,Interpersonal attraction -- Fiction
64957,lcc,PR
64958,lcsh,Hungarian fiction -- 19th century
64958,lcc,PH
64959,lcsh,Spain -- Description and travel
64959,lcc,DP
64960,lcsh,Indians of North America -- Fiction
64960,lcsh,Adventure stories
64960,lcsh,Swedish fiction -- Translations into Finnish
64960,lcsh,"New Sweden -- History -- Colonial period, ca. 1600-1775 -- Fiction"
64960,lcc,PT
64961,lcsh,Fantasy fiction -- History and criticism -- Periodicals
64961,lcsh,Fan magazines
64961,lcsh,Fantasy fiction -- Periodicals
64961,lcc,PN
64962,lcsh,Periodicals
64962,lcc,AP
64963,lcsh,Science fiction
64963,lcsh,Short stories
64963,lcsh,Man-woman relationships -- Fiction
64963,lcsh,Space travelers -- Fiction
64963,lcc,PS
64964,lcsh,"France -- History -- Revolution, 1789-1799 -- Fiction"
64964,lcc,PR
64965,lcsh,Science fiction
64965,lcsh,Short stories
64965,lcsh,Life on other planets -- Fiction
64965,lcsh,Space colonies -- Fiction
64965,lcsh,Spouses -- Fiction
64965,lcc,PS
64966,lcsh,"Zola, Émile, 1840-1902"
64966,lcsh,"Urfé, Honoré d', 1567-1625"
64966,lcc,PQ
64967,lcsh,"Barton, Clara, 1821-1912"
64967,lcc,HV
64968,lcsh,Science fiction
64968,lcsh,Short stories
64968,lcsh,Human-alien encounters -- Fiction
64968,lcsh,Interstellar travel -- Fiction
64968,lcc,PS
64969,lcsh,Science fiction
64969,lcsh,Short stories
64969,lcsh,Extraterrestrial beings -- Fiction
64969,lcsh,Criminals -- Fiction
64969,lcc,PS
64970,lcsh,Architecture -- Spain
64970,lcsh,Art -- Spain
64970,lcsh,Valladolid (Spain) -- Description and travel
64970,lcsh,Oviedo (Spain) -- Description and travel
64970,lcsh,Segovia (Spain) -- Description and travel
64970,lcsh,Zamora (Spain) -- Description and travel
64970,lcsh,Avila (Spain) -- Description and travel
64970,lcsh,Zaragoza (Spain) -- Description and travel
64970,lcsh,Spain -- Pictorial works
64970,lcc,DP
64971,lcsh,African Americans -- History
64971,lcsh,African Americans -- Biography
64971,lcsh,Slavery -- United States
64971,lcsh,Black race
64971,lcc,E151
64972,lcsh,United States -- Social conditions -- 1865-1918
64972,lcsh,United States -- Economic conditions -- 1865-1918
64972,lcc,HC
64973,lcsh,Finnish literature
64973,lcc,PH
64974,lcsh,Character
64974,lcsh,Human beings
64974,lcc,BF
64975,lcsh,Periodicals
64975,lcc,AP
64976,lcsh,"Cooking, French"
64976,lcc,TX
64977,lcsh,Communism
64977,lcsh,Literary forgeries and mystifications
64977,lcsh,Hoaxes
64977,lcsh,Judaism -- Controversial literature
64977,lcsh,Antisemitism -- Sources
64977,lcsh,Antisemitic literature
64977,lcc,DS
64978,lcsh,Friendship -- Juvenile fiction
64978,lcsh,Siblings -- Juvenile fiction
64978,lcsh,Girls -- Societies and clubs -- Juvenile fiction
64978,lcsh,Charity -- Juvenile fiction
64978,lcc,PZ
64979,lcsh,Children's literature -- Periodicals
64979,lcc,AP
64980,lcsh,Hungary -- Biography
64980,lcc,PH
64981,lcsh,Journalism
64981,lcsh,African American press
64981,lcc,PN
64982,lcsh,Friendship -- Juvenile fiction
64982,lcsh,Rabbits -- Juvenile fiction
64982,lcsh,Parent and child -- Juvenile fiction
64982,lcsh,Obedience -- Juvenile fiction
64982,lcc,PZ
64983,lcsh,French fiction -- 20th century
64983,lcc,PQ
64984,lcsh,Private collections -- Great Britain -- Catalogs
64984,lcsh,Great Britain -- Biography -- Portraits -- Catalogs
64984,lcsh,"Weston Park (House: Shropshire, England)"
64984,lcsh,"Bradford, George Cecil Orlando Bridgeman, 4th Earl of, 1845-1915 -- Art collections -- Catalogs"
64984,lcc,N
64985,lcsh,English literature -- History and criticism
64985,lcc,PR
64986,lcsh,Mistresses -- Fiction
64986,lcsh,Athens (Greece) -- Fiction
64986,lcsh,Aspasia -- Fiction
64986,lcsh,"Pericles, approximately 495 B.C.-429 B.C. -- Fiction"
64986,lcsh,"Greece -- History -- Athenian supremacy, 479-431 B.C. -- Fiction"
64986,lcsh,Statesmen -- Fiction
64986,lcc,PT
64987,lcsh,Indonesia -- Fiction
64987,lcsh,"Short stories, Dutch"
64987,lcc,PT
64988,lcsh,Animals -- Juvenile fiction
64988,lcsh,Voyages and travels -- Juvenile fiction
64988,lcsh,Camels -- Juvenile fiction
64988,lcc,PZ
64989,lcsh,African Americans -- Poetry
64989,lcsh,"Harlem (New York, N.Y.) -- Poetry"
64989,lcsh,Jamaican Americans -- Poetry
64989,lcc,PS
64990,lcsh,French fiction -- 20th century
64990,lcc,PQ
64991,lcsh,"Alexander, the Great, 356 B.C.-323 B.C. -- Juvenile fiction"
64991,lcc,PZ
64992,lcsh,African American abolitionists -- Biography
64992,lcsh,"Brown, Henry Box, 1815 or 1816-"
64992,lcsh,Fugitive slaves -- Virginia -- Biography
64992,lcsh,African Americans -- Virginia -- Biography
64992,lcsh,Slavery -- Virginia -- History -- 19th century
64992,lcc,E300
64993,lcsh,Periodicals
64993,lcc,AP
64994,lcsh,Periodicals
64994,lcc,AP
64995,lcsh,German drama -- Translations into Finnish
64995,lcc,PT
64996,lcsh,Finnish drama -- 20th century
64996,lcc,PH
64997,lcsh,Horror tales
64997,lcsh,London (England) -- Fiction
64997,lcsh,Monsters -- Fiction
64997,lcsh,Blessing and cursing -- Fiction
64997,lcsh,Paranormal fiction
64997,lcsh,Haunted houses -- Fiction
64997,lcc,PR
64998,lcsh,Phrenology
64998,lcc,BF
64999,lcsh,Sea stories
64999,lcsh,Women -- Fiction
64999,lcsh,Sailors -- Fiction
64999,lcsh,Mutiny -- Fiction
64999,lcsh,Dime novels
64999,lcsh,Whaling ships -- Fiction
64999,lcc,PS
65000,lcsh,"Epic poetry, Greek -- History and criticism"
65000,lcsh,Homer -- Criticism and interpretation
65000,lcc,PA
65001,lcsh,Dogs -- Juvenile fiction
65001,lcsh,Dachshunds -- Juvenile fiction
65001,lcc,PZ
65002,lcsh,Birds -- Australia -- Pictorial works
65002,lcc,QL
65003,lcsh,Sexual health
65003,lcsh,Sexually transmitted diseases
65003,lcsh,Genitourinary organs -- Diseases
65003,lcc,RC
65004,lcsh,Europe -- Description and travel
65004,lcc,D
65005,lcsh,Automobiles -- Catalogs
65005,lcc,TL
65006,lcsh,Italy -- History
65006,lcc,DG
65007,lcsh,"United States. Marine Corps -- History -- Korean War, 1950-1953"
65007,lcsh,"Korean War, 1950-1953 -- Campaigns"
65007,lcc,DS
65008,lcsh,"United States. Marine Corps -- History -- Korean War, 1950-1953"
65008,lcsh,"Korean War, 1950-1953 -- Campaigns"
65008,lcc,DS
65009,lcsh,"United States. Marine Corps -- History -- Korean War, 1950-1953"
65009,lcsh,"Korean War, 1950-1953 -- Campaigns"
65009,lcc,DS
65010,lcsh,"United States. Marine Corps -- History -- Korean War, 1950-1953"
65010,lcsh,"Korean War, 1950-1953 -- Campaigns"
65010,lcc,DS
65011,lcsh,"United States. Marine Corps -- History -- Korean War, 1950-1953"
65011,lcsh,"Korean War, 1950-1953 -- Campaigns"
65011,lcc,DS
65012,lcsh,Detective and mystery stories
65012,lcsh,Missing persons -- Fiction
65012,lcc,PR
65013,lcsh,Science fiction
65013,lcsh,Chicago (Ill.) -- Fiction
65013,lcsh,Inventors -- Fiction
65013,lcsh,Robots -- Fiction
65013,lcc,PS
65014,lcsh,Church architecture -- Scotland
65014,lcc,NA
65015,lcsh,Periodicals
65015,lcc,AP
65016,lcsh,"France -- History -- Revolution, 1789-1799"
65016,lcc,DC
65017,lcsh,Science fiction
65017,lcsh,Adventure stories
65017,lcc,PS
65018,lcsh,American fiction -- 19th century
65018,lcc,PS
65019,lcsh,Hungarian fiction -- 20th century
65019,lcc,PH
65020,lcsh,"Formulas, recipes, etc. -- Early works to 1800"
65020,lcsh,Perfumes -- Early works to 1800
65020,lcsh,Distillation -- Early works to 1800
65020,lcc,TP
65021,lcsh,Portuguese literature -- 19th century
65021,lcsh,Portuguese poetry -- 19th century
65021,lcc,PQ
65022,lcsh,Roads -- Great Britain
65022,lcsh,Macadam roads
65022,lcc,TE
65023,lcsh,Greece -- Social life and customs
65023,lcsh,"Civilization, Greco-Roman"
65023,lcsh,Dinners and dining -- Greece
65023,lcsh,Homosexuality -- Greece
65023,lcc,PA
65024,lcsh,Latin America -- History
65024,lcsh,America -- Discovery and exploration
65024,lcc,E011
65025,lcsh,Children -- Fiction
65025,lcc,PQ
65026,lcsh,Caricatures and cartoons -- United States
65026,lcsh,"American wit and humor, Pictorial"
65026,lcsh,"Drawing, American"
65026,lcc,NC
65027,lcsh,Fugitive slaves -- United States -- Biography
65027,lcsh,African Americans -- Biography
65027,lcsh,Enslaved persons -- United States -- Biography
65027,lcsh,"Bayley, Solomon"
65027,lcsh,Enslaved persons -- Delaware -- Biography
65027,lcsh,Slavery -- Delaware -- History
65027,lcsh,Slavery -- Virginia -- History
65027,lcsh,"Enslaved persons' writings, American -- Delaware"
65027,lcc,E300
65027,lcc,HT
65028,lcsh,Italian drama (Comedy)
65028,lcc,PQ
65029,lcsh,Animals -- Juvenile fiction
65029,lcsh,Fathers and sons -- Juvenile fiction
65029,lcsh,Human-animal relationships -- Juvenile fiction
65029,lcsh,Human beings -- Juvenile fiction
65029,lcc,PZ
65030,lcsh,Authors -- Biography
65030,lcsh,Scientists -- Biography
65030,lcc,CT
65031,lcsh,French fiction -- 20th century
65031,lcc,PQ
65032,lcsh,Science fiction
65032,lcsh,Short stories
65032,lcsh,Space ships -- Fiction
65032,lcsh,Interstellar travel -- Fiction
65032,lcc,PS
65033,lcsh,Fugitive slaves -- United States -- Biography
65033,lcsh,African Americans -- Biography
65033,lcsh,"Black, Leonard, 1822-1883"
65033,lcc,E300
65034,lcsh,"Velázquez, Diego, 1599-1660"
65034,lcc,ND
65035,lcsh,Science fiction
65035,lcsh,Short stories
65035,lcsh,Apocalyptic fiction
65035,lcc,PS
65036,lcsh,Children's literature -- Periodicals
65036,lcc,AP
65037,lcsh,Children's literature -- Periodicals
65037,lcc,AP
65038,lcsh,Hungarian fiction -- 20th century
65038,lcc,PH
65039,lcsh,Historical fiction
65039,lcsh,English fiction -- 20th century
65039,lcc,PR
65040,lcsh,"Apache Indians -- Wars, 1883-1886"
65040,lcsh,Chiricahua Indians -- Wars
65040,lcc,E011
65041,lcsh,Phrenology
65041,lcc,BF
65042,lcsh,"World War, 1914-1918 -- Campaigns -- Western Front"
65042,lcc,D501
65043,lcsh,"World War, 1914-1918 -- Campaigns -- Western Front"
65043,lcc,D501
65044,lcsh,"World War, 1914-1918 -- Campaigns -- Western Front"
65044,lcc,D501
65045,lcsh,"World War, 1914-1918 -- Campaigns -- Western Front"
65045,lcc,D501
65046,lcsh,"World War, 1914-1918 -- Campaigns -- Western Front"
65046,lcc,D501
65047,lcsh,"World War, 1914-1918 -- Campaigns -- Western Front"
65047,lcc,D501
65048,lcsh,"Lexington, Battle of, Lexington, Mass., 1775 -- Drama"
65048,lcsh,Pageants -- Massachusetts -- Lexington
65048,lcsh,United States -- History -- Drama
65048,lcc,E186
65049,lcsh,Evolution (Biology)
65049,lcc,QH
65050,lcsh,African Americans -- Education
65050,lcc,E151
65050,lcc,LC
65051,lcsh,French fiction -- Translations into Italian
65051,lcc,PQ
65052,lcsh,French literature -- 20th century
65052,lcc,PQ
65053,lcsh,Science fiction
65053,lcsh,Short stories
65053,lcsh,Time travel -- Fiction
65053,lcsh,Man-woman relationships -- Fiction
65053,lcc,PS
65054,lcsh,Insects
65054,lcc,QL
65055,lcsh,Hungarian fiction -- 19th century
65055,lcc,PH
65056,lcsh,United States -- Description and travel
65056,lcc,E151
65057,lcsh,"Elisabeth, Empress, consort of Franz Joseph I, Emperor of Austria, 1837-1898"
65057,lcc,DB
65058,lcsh,"Education, Greek"
65058,lcc,LA
65059,lcsh,Essays
65059,lcc,PQ
65060,lcsh,"Shakespeare, William, 1564-1616 -- Characters"
65060,lcsh,"Shakespeare, William, 1564-1616 -- Humor"
65060,lcc,PR
65061,lcsh,Cooking
65061,lcsh,"Cooking, American"
65061,lcc,TX
65062,lcsh,American poetry -- 20th century
65062,lcc,PS
65063,lcsh,French fiction -- Translations into Finnish
65063,lcc,PQ
65064,lcsh,Science fiction
65064,lcsh,Space flight -- Fiction
65064,lcsh,Longevity -- Fiction
65064,lcsh,Older people -- Fiction
65064,lcc,PS
65065,lcsh,Baseball -- Poetry
65065,lcc,PS
65066,lcsh,Indians of North America -- Missions -- Early works to 1800
65066,lcc,E011
65067,lcsh,Science fiction
65067,lcsh,Spouses -- Fiction
65067,lcsh,Fourth dimension -- Fiction
65067,lcc,PS
65068,lcsh,American poetry -- 19th century
65068,lcsh,"Perkins, Elisha, 1741-1799"
65068,lcsh,"Tractors, Metallic"
65068,lcc,PS
65069,lcsh,Science fiction
65069,lcsh,Short stories
65069,lcsh,Fathers and sons -- Fiction
65069,lcsh,Space ships -- Fiction
65069,lcsh,Cowardice -- Fiction
65069,lcsh,Courage -- Fiction
65069,lcc,PS
65070,lcsh,Science fiction
65070,lcsh,Short stories
65070,lcsh,New York (N.Y.) -- Fiction
65070,lcsh,Time travel -- Fiction
65070,lcc,PS
65071,lcsh,"Maury, Matthew Fontaine, 1806-1873"
65071,lcc,GC
65072,lcsh,Science fiction
65072,lcsh,Adventure stories
65072,lcsh,Inventions -- Fiction
65072,lcsh,Families -- Fiction
65072,lcc,PS
65073,lcsh,Historical fiction
65073,lcsh,"Rienzo, Cola di, -1354 -- Fiction"
65073,lcsh,Rome (Italy) -- History -- 476-1420 -- Fiction
65073,lcsh,Revolutionaries -- Italy -- Rome -- Fiction
65073,lcc,PQ
65074,lcsh,Science fiction
65074,lcsh,Short stories
65074,lcc,PS
65075,lcsh,Science fiction
65075,lcsh,Space flight -- Fiction
65075,lcsh,Space colonies -- Fiction
65075,lcsh,Legends -- Fiction
65075,lcc,PS
65076,lcsh,Short stories
65076,lcsh,Country life -- Fiction
65076,lcsh,Dorset (England) -- Fiction
65076,lcc,PR
65077,lcsh,Science fiction
65077,lcsh,Short stories
65077,lcsh,Human-alien encounters -- Fiction
65077,lcsh,"World War, 1939-1945 -- Fiction"
65077,lcsh,Trojan War -- Fiction
65077,lcsh,Tourists -- Fiction
65077,lcc,PS
65078,lcsh,Mental arithmetic
65078,lcc,QA
65079,lcsh,"Jones, Mother, 1837-1930"
65079,lcsh,Women labor union members -- United States -- Biography
65079,lcsh,Working class women -- United States -- Biography
65079,lcsh,Women labor leaders -- United States -- Biography
65079,lcsh,United Mine Workers of America -- History
65079,lcc,HD
65080,lcsh,Sea stories
65080,lcsh,Conduct of life -- Juvenile fiction
65080,lcsh,Adventure stories
65080,lcsh,Voyages and travels -- Juvenile fiction
65080,lcsh,Seafaring life -- Juvenile fiction
65080,lcsh,Natural history -- Juvenile fiction
65080,lcsh,Sailors -- Juvenile fiction
65080,lcsh,Survival skills -- Juvenile fiction
65080,lcsh,Castaways -- Juvenile fiction
65080,lcsh,Youth -- Conduct of life -- Juvenile fiction
65080,lcc,PZ
65081,lcsh,African Americans -- Biography
65081,lcsh,Enslaved persons -- Georgia -- Biography
65081,lcsh,African Americans -- Religion
65081,lcsh,Slavery -- Georgia -- History -- 19th century
65081,lcsh,"Walker, Charles T. (Charles Thomas), 1858-1921"
65081,lcsh,"Mount Olivet Baptist Church (New York, N.Y.)"
65081,lcsh,Young Men's Christian Association of the City of New York. Colored Men’s Branch
65081,lcsh,African American Baptists -- Biography
65081,lcsh,African American clergy -- Biography
65081,lcc,BX
65082,lcsh,Pyrenees -- Description and travel
65082,lcc,DC
65083,lcsh,United States -- Race relations
65083,lcsh,Law -- United States -- History
65083,lcsh,African Americans -- Politics and government
65083,lcc,KF
65084,lcsh,Boy Scouts -- Juvenile fiction
65084,lcc,PZ
65085,lcsh,Science fiction
65085,lcsh,Short stories
65085,lcsh,Space flight -- Fiction
65085,lcc,PS
65086,lcsh,Science fiction
65086,lcsh,Psychological fiction
65086,lcsh,Life on other planets -- Fiction
65086,lcsh,Space colonies -- Fiction
65086,lcsh,Spouses -- Fiction
65086,lcsh,Immortality -- Fiction
65086,lcc,PS
65087,lcsh,Frontier and pioneer life -- Fiction
65087,lcsh,Dime novels
65087,lcsh,Trappers -- Fiction
65087,lcsh,Crow Indians -- Fiction
65087,lcsh,Black Hills (S.D. and Wyo.) -- Fiction
65087,lcc,PS
65088,lcsh,"Philosophy, Chinese"
65088,lcc,B
65089,lcsh,West (U.S.) -- Description and travel
65089,lcsh,"Twain, Mark, 1835-1910 -- Travel -- West (U.S.)"
65089,lcsh,"Authors, American -- Homes and haunts -- West (U.S.)"
65089,lcsh,West (U.S.) -- Intellectual life -- 19th century
65089,lcc,PS
65090,lcsh,Public health -- Great Britain
65090,lcsh,Housing -- Great Britain
65090,lcc,RA
65091,lcsh,Geology -- Ontario
65091,lcsh,Mines and mineral resources -- Ontario
65091,lcc,TN
65092,lcsh,Suez Canal (Egypt) -- History
65092,lcc,HE
65093,lcsh,Africa -- Discovery and exploration -- Phoenician
65093,lcc,G
65094,lcsh,Finnish drama
65094,lcc,PH
65095,lcsh,French literature -- Translations into Finnish
65095,lcc,PQ
65096,lcsh,Belgian fiction (French)
65096,lcc,PQ
65097,lcsh,Philosophy -- Periodicals
65097,lcc,B
65098,lcsh,Greece -- Fiction
65098,lcc,PR
65099,lcsh,"United States -- History -- Revolution, 1775-1783 -- Juvenile fiction"
65099,lcsh,"Jones, John Paul, 1747-1792 -- Juvenile fiction"
65099,lcc,PZ
65100,lcsh,Science fiction
65100,lcsh,Short stories
65100,lcsh,Apocalyptic fiction
65100,lcc,PS
65101,lcsh,Science fiction
65101,lcsh,Short stories
65101,lcsh,Mate selection -- Fiction
65101,lcc,PS
65102,lcsh,Finns -- Finland -- Kajaani
65102,lcsh,Kainuu (Finland)
65102,lcsh,Kajaani (Finland)
65102,lcc,DK
65103,lcsh,"Geography, Medieval"
65103,lcsh,"Geography, Medieval -- Atlantic Ocean"
65103,lcsh,Geographical myths
65103,lcc,G
65104,lcsh,Publishers' catalogs -- England -- London
65104,lcsh,Chapman and Hall -- Catalogs
65104,lcc,Z
65105,lcsh,Belgian fiction (French)
65105,lcc,PQ
65106,lcsh,Arctic regions
65106,lcsh,North Pole
65106,lcc,G
65107,lcsh,Sackville family
65107,lcsh,"Knole (Sevenoaks, England) -- History"
65107,lcsh,Manors -- England -- Sevenoaks -- History
65107,lcsh,"Sevenoaks (England) -- Buildings, structures, etc."
65107,lcsh,Sevenoaks (England) -- Genealogy
65107,lcc,DA
65108,lcsh,Finland -- Juvenile fiction
65108,lcc,PZ
65109,lcsh,French fiction -- 20th century
65109,lcc,PQ
65110,lcsh,Authors -- Biography
65110,lcsh,Scientists -- Biography
65110,lcc,CT
65111,lcsh,French literature -- 19th century
65111,lcc,PQ
65112,lcsh,American drama -- 20th century
65112,lcsh,African Americans -- Drama
65112,lcsh,African American women -- Drama
65112,lcsh,African Americans -- Family relationships -- Drama
65112,lcsh,Racism -- United States -- Drama
65112,lcsh,Motherhood -- Drama
65112,lcc,PS
65113,lcsh,Science fiction
65113,lcsh,Fantasy fiction
65113,lcsh,Subconsciousness -- Fiction
65113,lcc,PS
65114,lcsh,Physical optics
65114,lcc,QC
65115,lcsh,Prayer -- Christianity
65115,lcc,BV
65116,lcsh,"La Salle, Robert Cavelier, sieur de, 1643-1687"
65116,lcsh,Louisiana -- History -- To 1803
65116,lcsh,Mississippi River -- Discovery and exploration
65116,lcc,F1001
65117,lcsh,Great Britain -- Social life and customs -- Fiction
65117,lcc,PR
65118,lcsh,French fiction -- 20th century
65118,lcc,PQ
65119,lcsh,Science fiction
65119,lcsh,Short stories
65119,lcsh,Human-alien encounters -- Fiction
65119,lcsh,Radio -- Fiction
65119,lcc,PS
65120,lcsh,Home economics
65120,lcsh,"Formulas, recipes, etc."
65120,lcc,TX
65121,lcsh,Magic tricks -- India
65121,lcc,GV
65122,lcsh,Science fiction
65122,lcsh,Short stories
65122,lcsh,Mars (Planet) -- Fiction
65122,lcsh,Motion picture industry -- Fiction
65122,lcc,PS
65123,lcsh,Alaska -- Description and travel
65123,lcsh,Alaska -- Gold discoveries
65123,lcsh,Natural history -- Alaska
65123,lcsh,Natural history -- Alaska -- Kotzebue Sound Region
65123,lcsh,Kotzebue Sound Region (Alaska) -- Description and travel
65123,lcsh,Kotzebue Sound Region (Alaska) -- Gold discoveries
65123,lcc,F850.5
65124,lcsh,Science fiction
65124,lcsh,Short stories
65124,lcsh,Adventure stories
65124,lcsh,Space ships -- Fiction
65124,lcsh,Mutiny -- Fiction
65124,lcsh,Interstellar travel -- Fiction
65124,lcc,PS
65125,lcsh,Europe -- Description and travel
65125,lcc,D
65126,lcsh,Science fiction
65126,lcsh,Short stories
65126,lcsh,Experiments -- Fiction
65126,lcsh,High school teachers -- Fiction
65126,lcc,PS
65127,lcsh,Science fiction
65127,lcsh,Short stories
65127,lcsh,Adventure stories
65127,lcsh,Human-alien encounters -- Fiction
