gutenberg_id,subject_type,subject
17877,lcc,F2201
17878,lcsh,Siblings -- Juvenile fiction
17878,lcsh,"Brown, Bunny (Fictitious character) -- Juvenile fiction"
17878,lcc,PZ
17879,lcsh,Historical fiction
17879,lcsh,"Gordon Riots, 1780 -- Fiction"
17879,lcsh,London (England) -- History -- 18th century -- Fiction
17879,lcsh,Apprentices -- Fiction
17879,lcsh,Political fiction
17879,lcsh,Mystery fiction
17879,lcsh,Locksmiths -- Fiction
17879,lcc,PR
17880,lcsh,Historical fiction
17880,lcsh,"Gordon Riots, 1780 -- Fiction"
17880,lcsh,London (England) -- History -- 18th century -- Fiction
17880,lcsh,Apprentices -- Fiction
17880,lcsh,Political fiction
17880,lcsh,Mystery fiction
17880,lcsh,Locksmiths -- Fiction
17880,lcc,PR
17881,lcsh,Socialism
17881,lcsh,"Irvine, Alexander, 1863-1941"
17881,lcc,HX
17882,lcsh,"Davy, Humphry, Sir, 1778-1829"
17882,lcsh,Chemists -- Great Britain -- Biography
17882,lcc,Q
17883,lcsh,Biography
17883,lcc,PQ
17884,lcsh,African Americans -- Poetry
17884,lcc,PS
17885,lcsh,New England -- Social life and customs -- Fiction
17885,lcc,PS
17886,lcsh,New England -- Social life and customs -- Fiction
17886,lcc,PS
17887,lcsh,Children -- Conduct of life -- Juvenile fiction
17887,lcsh,Girls -- Juvenile fiction
17887,lcsh,Time travel -- Juvenile fiction
17887,lcc,PZ
17888,lcsh,Girls -- Juvenile fiction
17888,lcc,PZ
17889,lcsh,Italian wit and humor
17889,lcc,PQ
17890,lcsh,Illinois -- Fiction
17890,lcc,PS
17891,lcsh,Inheritance and succession -- Fiction
17891,lcsh,Love stories
17891,lcsh,New England -- Social life and customs -- Fiction
17891,lcc,PS
17892,lcsh,Orphans -- Juvenile fiction
17892,lcsh,Girls -- Juvenile fiction
17892,lcc,PZ
17893,lcsh,Ghost stories
17893,lcc,PN
17894,lcsh,France -- Politics and government
17894,lcsh,Constitutional history -- France
17894,lcc,DC
17895,lcsh,Portuguese literature -- 19th century
17895,lcc,PQ
17896,lcsh,Fiction
17896,lcc,PQ
17897,lcsh,"Theology, Doctrinal -- Early works to 1800"
17897,lcsh,Catholic Church -- Doctrines -- Early works to 1800
17897,lcsh,God -- Omnipresence -- Early works to 1800
17897,lcsh,God -- Attributes -- Early works to 1800
17897,lcc,BX
17898,lcsh,Poetry
17898,lcc,PR
17899,lcsh,French poetry -- 18th century
17899,lcc,PQ
17900,lcsh,Finnish fiction -- 19th century
17900,lcsh,Finnish drama -- 19th century
17900,lcc,PH
17901,lcsh,"California, Southern -- Description and travel"
17901,lcc,F850.5
17902,lcsh,Boys -- Juvenile fiction
17902,lcc,PZ
17903,lcsh,Motion picture authorship
17903,lcc,PN
17904,lcsh,Fiction
17904,lcc,PT
17905,lcsh,Poetry
17905,lcc,PQ
17906,lcsh,Humorous poetry
17906,lcsh,Italian wit and humor
17906,lcc,PQ
17907,lcsh,Fiction
17907,lcc,PQ
17908,lcsh,Fiction
17908,lcc,PQ
17909,lcsh,Short stories
17909,lcc,PQ
17910,lcsh,Mafulus
17910,lcsh,Fuyuge language
17910,lcsh,Ethnology -- New Guinea
17910,lcc,GN
17911,lcsh,Legends -- France
17911,lcsh,Folklore -- France
17911,lcc,PQ
17912,lcsh,Utopias -- Fiction
17912,lcsh,Utopian fiction
17912,lcsh,"Bellamy, Edward, 1850-1898. Looking backward"
17912,lcsh,Utopias in literature
17912,lcc,HX
17912,lcc,PS
17913,lcsh,Boarding schools -- Fiction
17913,lcsh,Young women -- Fiction
17913,lcc,PS
17914,lcsh,Historical fiction
17914,lcsh,Sea stories
17914,lcsh,Adventure stories
17914,lcc,PQ
17915,lcsh,French fiction -- 19th century
17915,lcc,PQ
17916,lcsh,French poetry -- 19th century
17916,lcc,PQ
17917,lcsh,Organized crime -- United States -- History -- 19th century
17917,lcsh,Gambling -- United States -- History -- 19th century
17917,lcsh,Gambling and crime -- United States -- History -- 19th century
17917,lcc,HV
17918,lcsh,"World War, 1914-1918 -- Personal narratives, British"
17918,lcc,D501
17919,lcsh,Sagas -- Translations into English
17919,lcsh,"Njáll Þorgursson, approximately 930-1011"
17919,lcc,PT
17920,lcsh,Algebra
17920,lcsh,Mathematics -- History
17920,lcc,QA
17921,lcsh,Surgery
17921,lcc,RD
17922,lcsh,Short stories
17922,lcc,PS
17923,lcsh,Great Britain -- History -- Poetry
17923,lcc,PR
17924,lcsh,Fiction
17924,lcc,PT
17925,lcsh,Fiction
17925,lcc,PH
17926,lcsh,Folklore -- Great Britain
17926,lcsh,Fairies -- Great Britain
17926,lcsh,Picts
17926,lcsh,Great Britain -- Antiquities
17926,lcsh,Scotland -- Antiquities
17926,lcc,DA
17926,lcc,GR
17927,lcsh,Portuguese fiction
17927,lcc,PQ
17928,lcsh,German literature -- History and criticism
17928,lcsh,Comparative literature -- Sanskrit and German
17928,lcsh,Comparative literature -- German and Sanskrit
17928,lcsh,Comparative literature -- Persian and German
17928,lcsh,Comparative literature -- German and Persian
17928,lcc,PT
17929,lcsh,Admirals -- Great Britain -- Biography
17929,lcsh,"Exmouth, Edward Pellew, Viscount, 1757-1833"
17929,lcc,DA
17930,lcsh,Comedy plays
17930,lcsh,Courtship -- Drama
17930,lcsh,Athens (Greece) -- Drama
17930,lcsh,Fairy plays
17930,lcc,PR
17931,lcsh,Fiction
17931,lcc,PT
17932,lcsh,Fiction
17932,lcsh,Short stories
17932,lcc,PR
17933,lcsh,Scots language -- Dialects -- Scotland -- Angus -- Texts
17933,lcsh,Angus (Scotland) -- Poetry
17933,lcc,PR
17934,lcsh,Christian life
17934,lcsh,Young women
17934,lcc,HQ
17935,lcsh,Wood finishing
17935,lcsh,Varnish and varnishing
17935,lcsh,Stains and staining
17935,lcsh,Polishes
17935,lcc,TT
17936,lcsh,Poetry
17936,lcc,PS
17937,lcsh,Christmas stories
17937,lcc,PZ
17938,lcsh,Fiction
17938,lcc,PS
17939,lcsh,"Sermons, American"
17939,lcsh,Unitarian churches -- Sermons
17939,lcc,BX
17940,lcsh,French drama -- 17th century
17940,lcc,PQ
17941,lcsh,"Fables, French"
17941,lcc,PQ
17942,lcsh,"Fables, French"
17942,lcc,PQ
17943,lcsh,England -- Social life and customs -- Fiction
17943,lcc,PR
17944,lcsh,"Naaman, the Syrian -- Drama"
17944,lcsh,"Religious drama, American"
17944,lcc,PS
17945,lcsh,Short stories
17945,lcc,PS
17946,lcsh,Sagas
17946,lcsh,Old Norse literature -- Translations into English
17946,lcc,PT
17947,lcsh,"Novelists, French -- 19th century -- Diaries"
17947,lcsh,"Goncourt, Edmond de, 1822-1896 -- Diaries"
17947,lcsh,"Goncourt, Jules de, 1830-1870 -- Diaries"
17947,lcsh,Paris (France) -- Social life and customs -- 19th century
17947,lcsh,Paris (France) -- Intellectual life -- 19th century
17947,lcc,PQ
17948,lcsh,American poetry
17948,lcc,PS
17949,lcsh,Historical fiction
17949,lcsh,War stories
17949,lcsh,"Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction"
17949,lcsh,"Russia -- History -- Alexander I, 1801-1825 -- Fiction"
17949,lcsh,Aristocracy (Social class) -- Russia -- Fiction
17949,lcc,PG
17950,lcsh,Historical fiction
17950,lcsh,War stories
17950,lcsh,"Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction"
17950,lcsh,"Russia -- History -- Alexander I, 1801-1825 -- Fiction"
17950,lcsh,Aristocracy (Social class) -- Russia -- Fiction
17950,lcc,PG
17951,lcsh,Historical fiction
17951,lcsh,War stories
17951,lcsh,"Napoleonic Wars, 1800-1815 -- Campaigns -- Russia -- Fiction"
17951,lcsh,"Russia -- History -- Alexander I, 1801-1825 -- Fiction"
17951,lcsh,Aristocracy (Social class) -- Russia -- Fiction
17951,lcc,PG
17952,lcsh,Inheritance and succession -- Fiction
17952,lcc,PR
17953,lcsh,Ghost stories
17953,lcc,PN
17954,lcsh,"Novelists, English -- 19th century -- Biography"
17954,lcsh,"Eliot, George, 1819-1880"
17954,lcc,PR
17955,lcsh,"United States -- History -- Civil War, 1861-1865 -- Fiction"
17955,lcsh,Confederate States of America -- Fiction
17955,lcc,PS
17956,lcsh,Amusements
17956,lcc,BJ
17957,lcsh,"Rhetoric, Ancient"
17957,lcsh,"Sublime, The"
17957,lcc,PA
17958,lcsh,Science fiction
17958,lcc,PS
17959,lcsh,Detective and mystery stories
17959,lcsh,"Fu Manchu, Doctor (Fictitious character) -- Fiction"
17959,lcc,PR
17960,lcsh,American drama -- 19th century
17960,lcc,PS
17961,lcsh,Animal welfare
17961,lcc,HV
17962,lcsh,Poetry
17962,lcc,PQ
17963,lcsh,Canada -- Fiction
17963,lcc,PQ
17964,lcsh,"Mythology, Classical -- Humor"
17964,lcc,PS
17965,lcsh,Sussex (England) -- Fiction
17965,lcc,PR
17966,lcsh,Kangaroo rats
17966,lcc,QL
17967,lcsh,"World War, 1914-1918 -- Naval operations -- Juvenile fiction"
17967,lcc,PZ
17968,lcsh,Transvaal (South Africa) -- History
17968,lcsh,Transvaal (South Africa) -- Politics and government
17968,lcc,DT
17969,lcsh,Mounds -- Ohio
17969,lcsh,Indians of North America -- Antiquities
17969,lcsh,Ohio -- Antiquities
17969,lcsh,Mound-builders -- Ohio
17969,lcc,E011
17970,lcsh,New England -- Social life and customs
17970,lcsh,Lotteries
17970,lcc,F001
17971,lcsh,Slavery -- United States
17971,lcsh,War and emergency powers -- United States
17971,lcc,E456
17971,lcc,KF
17972,lcsh,Transylvania (Romania) -- Description and travel
17972,lcsh,Carpathian Mountains -- Description and travel
17972,lcc,DB
17973,lcsh,Middle Ages -- Fiction
17973,lcsh,Tales
17973,lcc,PR
17974,lcsh,Philosophy
17974,lcc,B
17975,lcsh,Russia -- Social life and customs -- Fiction
17975,lcc,PG
17976,lcsh,"Carnegie, Andrew, 1835-1919"
17976,lcsh,Industrialists -- United States -- Biography
17976,lcsh,Philanthropists -- United States -- Biography
17976,lcc,CT
17977,lcsh,"Lamb, Charles, 1775-1834"
17977,lcc,PR
17978,lcsh,"World War, 1914-1918 -- Personal narratives, English"
17978,lcc,D501
17979,lcsh,Plants -- Periodicals
17979,lcsh,"Plants, Cultivated -- Periodicals"
17979,lcsh,"Plants, Ornamental -- Periodicals"
17979,lcsh,Botanical illustration -- Periodicals
17979,lcc,QK
17980,lcsh,Characters and characteristics
17980,lcsh,Character sketches -- Early works to 1800
17980,lcc,PQ
17981,lcsh,Western stories
17981,lcsh,Engineers -- Fiction
17981,lcc,PS
17982,lcsh,Girls -- Juvenile fiction
17982,lcsh,Country life -- Juvenile fiction
17982,lcsh,Grandparents as parents -- Juvenile fiction
17982,lcc,PZ
17983,lcsh,Adventure stories
17983,lcsh,Man-woman relationships -- Fiction
17983,lcsh,"Lescaut, Manon, 1689-1721 -- Fiction"
17983,lcc,PQ
17984,lcsh,French drama -- 17th century
17984,lcc,PQ
17985,lcsh,"Swift, Tom (Fictitious character) -- Juvenile fiction"
17985,lcsh,Earthquakes -- Juvenile fiction
17985,lcsh,Extraterrestrial beings -- Juvenile fiction
17985,lcc,PZ
17986,lcsh,Meteorology -- Early works to 1800
17986,lcc,QC
17987,lcsh,Mound-builders -- Manitoba
17987,lcsh,Indians of North America -- Manitoba -- Antiquities
17987,lcsh,Manitoba -- Antiquities
17987,lcc,F1001
17988,lcsh,College stories
17988,lcsh,Women college students -- Juvenile fiction
17988,lcc,PZ
17989,lcsh,Historical fiction
17989,lcsh,Revenge -- Fiction
17989,lcsh,Adventure stories
17989,lcsh,Prisoners -- Fiction
17989,lcsh,France -- History -- 19th century -- Fiction
17989,lcsh,Pirates -- Fiction
17989,lcsh,"Dantès, Edmond (Fictitious character) -- Fiction"
17989,lcc,PQ
17990,lcsh,Historical fiction
17990,lcsh,Revenge -- Fiction
17990,lcsh,Adventure stories
17990,lcsh,Prisoners -- Fiction
17990,lcsh,France -- History -- 19th century -- Fiction
17990,lcsh,Pirates -- Fiction
17990,lcsh,"Dantès, Edmond (Fictitious character) -- Fiction"
17990,lcc,PQ
17991,lcsh,Historical fiction
17991,lcsh,Revenge -- Fiction
17991,lcsh,Adventure stories
17991,lcsh,Prisoners -- Fiction
17991,lcsh,France -- History -- 19th century -- Fiction
17991,lcsh,Pirates -- Fiction
17991,lcsh,"Dantès, Edmond (Fictitious character) -- Fiction"
17991,lcc,PQ
17992,lcsh,Historical fiction
17992,lcsh,Revenge -- Fiction
17992,lcsh,Adventure stories
17992,lcsh,Prisoners -- Fiction
17992,lcsh,France -- History -- 19th century -- Fiction
17992,lcsh,Pirates -- Fiction
17992,lcsh,"Dantès, Edmond (Fictitious character) -- Fiction"
17992,lcc,PQ
17993,lcsh,"Spanish-American War, 1898"
17993,lcc,E660
17994,lcsh,English wit and humor -- Periodicals
17994,lcc,AP
17995,lcsh,Electra (Greek mythological figure) -- Drama
17995,lcc,PA
17996,lcsh,Tragedies (Drama)
17996,lcsh,Seven against Thebes (Greek mythology) -- Drama
17996,lcsh,Polynices (Greek mythological figure) -- Drama
17996,lcsh,"Eteocles, King of Thebes (Mythological character) -- Drama"
17996,lcsh,Thebes (Greece) -- Drama
17996,lcc,PA
17997,lcsh,Passamaquoddy Indians -- Folklore
17997,lcc,E011
17998,lcsh,"World War, 1914-1918"
17998,lcsh,Great Britain. Army
17998,lcsh,Great Britain -- Foreign relations -- Germany
17998,lcsh,Germany -- Foreign relations -- Great Britain
17998,lcc,DA
17999,lcsh,Detective and mystery stories
17999,lcsh,Inheritance and succession -- Fiction
17999,lcc,PS
18000,lcsh,London (England) -- Fiction
18000,lcsh,Political fiction
18000,lcsh,Legislators -- Fiction
18000,lcsh,"Palliser, Plantagenet (Fictitious character) -- Fiction"
18000,lcsh,Dublin (Ireland) -- Fiction
18000,lcc,PR
18001,lcsh,Congregational churches -- Missions -- Periodicals
18001,lcsh,Home missions -- Periodicals
18001,lcc,BV
18002,lcsh,Young women -- Fiction
18002,lcsh,Canada -- Fiction
18002,lcsh,Courtship -- Fiction
18002,lcc,PR
18003,lcsh,Ghost stories
18003,lcsh,"Du Barry, Jeanne Bécu, comtesse, 1743-1793 -- Fiction"
18003,lcsh,"Hoffmann, E. T. A. (Ernst Theodor Amadeus), 1776-1822 -- Fiction"
18003,lcsh,"France -- History -- Reign of Terror, 1793-1794 -- Fiction"
18003,lcc,PQ
18004,lcsh,Short stories
18004,lcc,PS
18005,lcsh,Clergy -- Fiction
18005,lcsh,Aristocracy (Social class) -- Fiction
18005,lcsh,Galicia (Spain : Region) -- Fiction
18005,lcc,PQ
18006,lcsh,"France -- History -- Revolution, 1789-1799 -- Fiction"
18006,lcsh,"Marie Antoinette, Queen, consort of Louis XVI, King of France, 1755-1793 -- Fiction"
18006,lcsh,Girondists -- Fiction
18006,lcc,PQ
18007,lcsh,Poetry
18007,lcc,PS
18008,lcsh,Fiction
18008,lcc,PQ
18009,lcsh,Poetry
18009,lcc,PR
18010,lcsh,Saint Lawrence River Region -- Fiction
18010,lcsh,Scots -- Québec (Province) -- Fiction
18010,lcc,PS
18011,lcsh,New England -- Fiction
18011,lcc,PS
18012,lcsh,Civil engineering -- Periodicals
18012,lcsh,Railroads -- Design and construction
18012,lcc,TA
18013,lcsh,Mayas -- Antiquities
18013,lcsh,"Manuscripts, Maya"
18013,lcc,E011
18014,lcsh,Fiction
18014,lcc,PQ
18015,lcsh,"France -- History -- Wars of the Vendée, 1793-1832 -- Fiction"
18015,lcc,PQ
18016,lcsh,"Krakatoa (Indonesia) -- Eruption, 1883"
18016,lcc,QE
18017,lcsh,Free will and determinism
18017,lcc,B
18018,lcsh,Journalism -- Corrupt practices
18018,lcsh,Freedom of the press
18018,lcc,PN
18019,lcsh,Schools -- Fiction
18019,lcc,PZ
18020,lcsh,Great Britain -- Court and courtiers -- History -- 18th century
18020,lcsh,Great Britain -- Social life and customs -- 18th century
18020,lcsh,Socialites -- Great Britain -- History -- 18th century
18020,lcc,DA
18021,lcsh,Taoism
18021,lcsh,Chinese literature
18021,lcsh,China -- Social life and customs
18021,lcsh,Chinese language
18021,lcc,DS
18022,lcsh,Fiction
18022,lcc,PS
18023,lcsh,Oceania -- Description and travel
18023,lcc,DU
18024,lcsh,French language -- Slang -- Dictionaries
18024,lcc,PC
18025,lcsh,United States -- History -- War of 1812
18025,lcsh,"Brock, Isaac, Sir, 1769-1812"
18025,lcsh,Canada -- History -- 1763-1867
18025,lcc,E300
18026,lcsh,"Afonso I, King of Portugal, 1109?-1185"
18026,lcsh,"Portugal -- History -- Afonso I, 1139-1185"
18026,lcc,DP
18027,lcsh,"Favorites, Royal -- France -- Biography"
18027,lcsh,France -- Kings and rulers -- Paramours -- Biography
18027,lcsh,France -- Court and courtiers -- History
18027,lcc,DC
18028,lcsh,"Orléans, Philippe, duc d', 1674-1723 -- Fiction"
18028,lcsh,"France -- History -- Regency, 1715-1723 -- Fiction"
18028,lcsh,"Cellamare Conspiracy, 1718 -- Fiction"
18028,lcc,PQ
18029,lcsh,Indians of North America -- Canada
18029,lcsh,Iroquois Indians
18029,lcc,PQ
18030,lcsh,Fiction
18030,lcc,PH
18031,lcsh,Iraq -- Description and travel
18031,lcc,DS
18032,lcsh,Canada -- Economic conditions
18032,lcc,HC
18032,lcc,F1001
18033,lcsh,Boston terrier
18033,lcc,SF
18034,lcsh,Paris (France) -- Fiction
18034,lcc,PQ
18035,lcsh,Girls -- Juvenile fiction
18035,lcsh,Seashore -- Juvenile fiction
18035,lcc,PZ
18036,lcsh,Uppingham School
18036,lcc,LF
18037,lcsh,Voyages around the world
18037,lcsh,Iceland -- Description and travel
18037,lcsh,Sweden -- Description and travel
18037,lcsh,Norway -- Description and travel
18037,lcsh,Madagascar -- Description and travel
18037,lcsh,"Pfeiffer, Ida, 1797-1858"
18037,lcc,G
18038,lcsh,America -- Discovery and exploration
18038,lcsh,Discoveries in geography
18038,lcc,E011
18039,lcsh,Christian Science
18039,lcc,BX
18040,lcsh,Catholic Church -- Controversial literature
18040,lcsh,Catholic ex-priests
18040,lcsh,Anti-Catholicism
18040,lcc,BX
18041,lcsh,Celts -- Religion
18041,lcsh,"Mythology, Celtic"
18041,lcc,BL
18042,lcsh,"World War, 1914-1918"
18042,lcc,D501
18043,lcsh,Humorous stories
18043,lcc,PT
18044,lcsh,"Songs, Latin (Medieval and modern) -- Translations into English"
18044,lcsh,Goliards -- Songs and music -- Texts
18044,lcsh,Students' songs -- Europe -- Texts
18044,lcc,PA
18045,lcsh,"Kipling, Rudyard, 1865-1936 -- Criticism and interpretation"
18045,lcsh,"Adventure stories, English -- History and criticism"
18045,lcc,PR
18046,lcsh,Fiction
18046,lcc,PQ
18047,lcsh,Rome -- History
18047,lcc,DG
18048,lcsh,Football
18048,lcc,GV
18049,lcsh,Italy -- Description and travel
18049,lcsh,Art -- Italy
18049,lcc,DG
18050,lcsh,Pests -- Control
18050,lcsh,Housefly
18050,lcc,QL
18051,lcsh,Calcutta (India) -- Fiction
18051,lcc,PS
18052,lcsh,Fiction
18052,lcc,PS
18053,lcsh,Spain -- Social life and customs
18053,lcsh,Portugal -- Social life and customs
18053,lcc,DP
18054,lcsh,Fiction
18054,lcc,PS
18055,lcsh,"Novelists, French -- 19th century -- Diaries"
18055,lcsh,"Goncourt, Edmond de, 1822-1896 -- Diaries"
18055,lcsh,"Goncourt, Jules de, 1830-1870 -- Diaries"
18055,lcsh,Paris (France) -- Social life and customs -- 19th century
18055,lcsh,Paris (France) -- Intellectual life -- 19th century
18055,lcc,PQ
18056,lcsh,"World War, 1914-1918 -- Fiction"
18056,lcc,PS
18057,lcsh,People with disabilities -- Fiction
18057,lcsh,Love stories
18057,lcsh,Fathers and daughters -- Fiction
18057,lcsh,Blind -- Fiction
18057,lcc,PS
18058,lcsh,Christian life -- Juvenile fiction
18058,lcsh,Conduct of life -- Juvenile fiction
18058,lcsh,Vacations -- Juvenile fiction
18058,lcsh,Ship captains -- Juvenile fiction
18058,lcsh,Sisters -- Juvenile fiction
18058,lcsh,Soldiers -- Juvenile fiction
18058,lcsh,"Dinsmore, Elsie (Fictitious character) -- Juvenile fiction"
18058,lcc,PZ
18059,lcsh,England -- Social life and customs -- 19th century -- Fiction
18059,lcc,PR
18060,lcsh,Young women -- Fiction
18060,lcsh,England -- Social life and customs -- Fiction
18060,lcc,PR
18061,lcsh,Poetry
18061,lcc,PQ
18062,lcsh,Ships -- Fiction
18062,lcsh,"Sea stories, American"
18062,lcc,PS
18063,lcsh,English fiction -- 19th century
18063,lcc,PR
18064,lcsh,Fiction
18064,lcc,PQ
18065,lcsh,Civil engineering -- Periodicals
18065,lcsh,Railroad tunnels -- Design and construction
18065,lcc,TA
18066,lcsh,"Columbus, Christopher, 1451-1506"
18066,lcc,E011
18067,lcsh,Monsters -- Fiction
18067,lcsh,Paris (France) -- Fiction
18067,lcc,PQ
18068,lcsh,New Zealand -- Description and travel
18068,lcc,DU
18069,lcsh,Dutch fiction
18069,lcc,PT
18070,lcsh,Ireland -- Literary collections
18070,lcsh,Irish literature -- Translations into English
18070,lcsh,Irish literature -- History and criticism
18070,lcsh,Ireland -- In literature
18070,lcc,PR
18071,lcsh,Marriage
18071,lcsh,Courtship
18071,lcc,HQ
18072,lcsh,Animal behavior
18072,lcsh,Animals -- Anecdotes
18072,lcc,QL
18073,lcsh,French fiction -- 20th century
18073,lcc,PQ
18074,lcsh,Fiction
18074,lcsh,Short stories
18074,lcc,PQ
18075,lcsh,French fiction -- 19th century
18075,lcc,PQ
18076,lcsh,Children's stories
18076,lcsh,Adventure and adventurers -- Juvenile fiction
18076,lcc,PZ
18077,lcsh,Sea stories
18077,lcc,PZ
18078,lcsh,"World War, 1914-1918 -- Personal narratives"
18078,lcsh,"World War, 1914-1918 -- War work -- Young Men's Christian Associations"
18078,lcc,D501
18079,lcsh,Villages -- Fiction
18079,lcsh,New England -- Social life and customs -- Fiction
18079,lcc,PS
18080,lcsh,Normandy (France) -- Description and travel
18080,lcc,DC
18081,lcsh,Insects
18081,lcc,QL
18082,lcsh,Poetry
18082,lcc,PQ
18083,lcsh,French fiction -- 19th century
18083,lcc,PQ
18084,lcsh,Postal service -- France
18084,lcc,HE
18085,lcsh,Satanism
18085,lcsh,"Huysmans, J.-K. (Joris-Karl), 1848-1907 -- Criticism and interpretation"
18085,lcsh,"Huysmans, J.-K. (Joris-Karl), 1848-1907. Là-bas"
18085,lcc,PQ
18086,lcsh,Fiction
18086,lcsh,Short stories
18086,lcc,PS
18087,lcsh,"Napoleon I, Emperor of the French, 1769-1821"
18087,lcc,DC
18088,lcsh,Italian wit and humor
18088,lcc,PQ
18089,lcsh,"Horror tales, French"
18089,lcsh,French fiction -- 19th century
18089,lcc,PQ
18090,lcsh,Conduct of life -- Juvenile fiction
18090,lcsh,Boys -- Juvenile fiction
18090,lcsh,"Children's stories, French"
18090,lcsh,Cousins -- Juvenile fiction
18090,lcsh,Happiness -- Juvenile fiction
18090,lcsh,Paris (France) -- Juvenile fiction
18090,lcsh,Personality -- Juvenile fiction
18090,lcsh,Discontent -- Juvenile fiction
18090,lcc,PQ
18090,lcc,PZ
18091,lcsh,"World's Columbian Exposition (1893 : Chicago, Ill.) -- Fiction"
18091,lcc,PS
18092,lcsh,French fiction -- 19th century
18092,lcc,PQ
18093,lcsh,Social classes -- Fiction
18093,lcsh,New York (State) -- Fiction
18093,lcsh,Kidnapping -- Fiction
18093,lcc,PS
18094,lcsh,"France -- History -- Revolution, 1789-1799"
18094,lcsh,Girondists
18094,lcc,DC
18095,lcsh,Oratory
18095,lcc,PN
18096,lcsh,Smoking
18096,lcc,GT
18097,lcsh,Home economics
18097,lcsh,Cooking -- Study and teaching (Secondary)
18097,lcc,TX
18098,lcsh,India -- Description and travel
18098,lcc,DS
18099,lcsh,Sculptors -- Italy -- Biography
18099,lcsh,"Donatello, 1386?-1466"
18099,lcc,NB
18100,lcsh,Rome -- Social life and customs
18100,lcc,DG
18101,lcsh,Prefaces
18101,lcc,PT
18102,lcsh,Philippines -- History -- Sources
18102,lcsh,Missions -- Philippines
18102,lcsh,Philippines -- Discovery and exploration
18102,lcsh,Demarcation line of Alexander VI
18102,lcc,DS
18103,lcsh,"World War, 1914-1918 -- Personal narratives"
18103,lcc,D501
18104,lcsh,Books and reading
18104,lcsh,Literature -- History and criticism
18104,lcc,PN
18105,lcsh,Science fiction
18105,lcc,PS
18106,lcsh,"Bashkirtseff, Marie, 1860-1884 -- Correspondence"
18106,lcsh,Artists -- Russia -- Correspondence
18106,lcc,CT
18107,lcsh,Lutheran Church -- Catechisms
18107,lcsh,"Mann, W. J. (William Julius), 1819-1892. Plea for the Augsburg Confession"
18107,lcsh,Augsburg Confession
18107,lcsh,Lutheran Church -- Controversial literature
18107,lcc,BX
18108,lcsh,"France -- History -- Wars of the Vendée, 1793-1832 -- Fiction"
18108,lcc,PQ
18109,lcsh,Science fiction
18109,lcsh,Short stories
18109,lcc,PS
18110,lcsh,Norway -- Social life and customs -- Fiction
18110,lcc,PT
18111,lcsh,Sea stories
18111,lcsh,French fiction -- 19th century
18111,lcc,PQ
18112,lcsh,London (England) -- Fiction
18112,lcsh,Picaresque literature
18112,lcsh,Adventure stories
18112,lcsh,Criminals -- Fiction
18112,lcsh,Prostitutes -- Fiction
18112,lcsh,Children of prisoners -- Fiction
18112,lcsh,British -- Virginia -- Fiction
18112,lcsh,Women -- England -- Fiction
18112,lcsh,Repentance -- Fiction
18112,lcsh,Virginia -- Fiction
18112,lcc,PR
18113,lcsh,"Napoleonic Wars, 1800-1815 -- Personal narratives, French"
18113,lcsh,"Napoleon I, Emperor of the French, 1769-1821 -- Contemporaries"
18113,lcsh,"Napoleonic Wars, 1800-1815 -- Campaigns -- Russia"
18113,lcc,DC
18114,lcsh,English wit and humor -- Periodicals
18114,lcc,AP
18115,lcsh,Finnish fiction
18115,lcc,PH
18116,lcsh,Frontier and pioneer life -- West (U.S.) -- Fiction
18116,lcc,PS
18117,lcsh,"World War, 1914-1918 -- Aerial operations"
18117,lcsh,"Guynemer, Georges, 1894-1917"
18117,lcsh,Air pilots -- France -- Biography
18117,lcc,D501
18118,lcsh,"Millet, Jean François, 1814-1875"
18118,lcsh,"Reynolds, Joshua, Sir, 1723-1792"
18118,lcsh,"Van Dyck, Anthony, 1599-1641"
18118,lcsh,"Rembrandt Harmenszoon van Rijn, 1606-1669"
18118,lcsh,"Michelangelo Buonarroti, 1475-1564"
18118,lcsh,"Rubens, Peter Paul, 1577-1640"
18118,lcsh,"Meissonier, Jean Louis Ernest, 1815-1891"
18118,lcsh,"Titian, approximately 1488-1576"
18118,lcsh,"Fortuny, Mariano, 1838-1874"
18118,lcsh,"Scheffer, Ary, 1795-1858"
18118,lcsh,"Landseer, Edwin Henry, Sir, 1802-1873"
18118,lcsh,"Doré, Gustave, 1832-1883"
18118,lcc,ND
18119,lcsh,English language -- Phonetics -- Study and teaching
18119,lcsh,Reading -- Phonetic method
18119,lcc,PE
18120,lcsh,Science fiction
18120,lcc,PQ
18121,lcsh,French drama -- 17th century
18121,lcc,PQ
18122,lcsh,Young women -- Fiction
18122,lcsh,Canada -- Fiction
18122,lcsh,Courtship -- Fiction
18122,lcc,PR
18123,lcsh,Fiction
18123,lcsh,Short stories
18123,lcsh,Adventure stories
18123,lcc,PR
18124,lcsh,"Scott, Walter, 1771-1832"
18124,lcsh,"Authors, Scottish -- 19th century -- Biography"
18124,lcc,PR
18125,lcsh,"World War, 1914-1918"
18125,lcc,D501
18126,lcsh,Chesapeake Bay Region (Md. and Va.) -- Fiction
18126,lcc,PS
18127,lcsh,United States -- History
18127,lcc,E151
18128,lcsh,Peru -- Description and travel
18128,lcc,F3401
18129,lcsh,"Scott, Robert Falcon, 1868-1912"
