type,nationality,band,percent,year
Academic,Cambodia,<4,0.003929273084479371,2023-2024
Academic,Cambodia,4,0.012827920952270888,2023-2024
Academic,Cambodia,4.5,0.04969374783312146,2023-2024
Academic,Cambodia,5,0.1330174505951693,2023-2024
Academic,Cambodia,5.5,0.2059401363688894,2023-2024
Academic,Cambodia,6,0.21634115335721713,2023-2024
Academic,Cambodia,6.5,0.15948226048769212,2023-2024
Academic,Cambodia,7,0.11429562001617936,2023-2024
Academic,Cambodia,7.5,0.07142031665318387,2023-2024
Academic,Cambodia,8,0.0287761470010401,2023-2024
Academic,Cambodia,8.5,0.004275973650756963,2023-2024
Academic,Cambodia,9,0,2023-2024
Academic,China,<4,0.005580602505802072,2023-2024
Academic,China,4,0.01426286338082928,2023-2024
Academic,China,4.5,0.04468705631610923,2023-2024
Academic,China,5,0.11694356692878421,2023-2024
Academic,China,5.5,0.22056971312909027,2023-2024
Academic,China,6,0.26285255101654037,2023-2024
Academic,China,6.5,0.1833660574175012,2023-2024
Academic,China,7,0.09715641606840976,2023-2024
Academic,China,7.5,0.043411304375136045,2023-2024
Academic,China,8,0.01019735167759214,2023-2024
Academic,China,8.5,9.616873714636599e-4,2023-2024
Academic,China,9,1.0829812741707884e-5,2023-2024
Academic,Colombia,<4,0.001969149983590417,2023-2024
Academic,Colombia,4,0.0049228749589760425,2023-2024
Academic,Colombia,4.5,0.01764030193633082,2023-2024
Academic,Colombia,5,0.04619297669839186,2023-2024
Academic,Colombia,5.5,0.10781096160157533,2023-2024
Academic,Colombia,6,0.17755169018706926,2023-2024
Academic,Colombia,6.5,0.19494584837545126,2023-2024
Academic,Colombia,7,0.1882999671808336,2023-2024
Academic,Colombia,7.5,0.1588447653429603,2023-2024
Academic,Colombia,8,0.08426320971447326,2023-2024
Academic,Colombia,8.5,0.01723006235641615,2023-2024
Academic,Colombia,9,3.2819166393173617e-4,2023-2024
Academic,Egypt,<4,0.003036013400335009,2023-2024
Academic,Egypt,4,0.006072026800670018,2023-2024
Academic,Egypt,4.5,0.020885678391959803,2023-2024
Academic,Egypt,5,0.05103643216080402,2023-2024
Academic,Egypt,5.5,0.101392378559464,2023-2024
Academic,Egypt,6,0.15316164154103853,2023-2024
Academic,Egypt,6.5,0.17676926298157455,2023-2024
Academic,Egypt,7,0.1828412897822446,2023-2024
Academic,Egypt,7.5,0.16886515912897823,2023-2024
Academic,Egypt,8,0.11264656616415411,2023-2024
Academic,Egypt,8.5,0.023031825795644893,2023-2024
Academic,Egypt,9,2.6172529313232834e-4,2023-2024
Academic,France,<4,4.3163914967087513e-4,2023-2024
Academic,France,4,0.0021581957483543758,2023-2024
Academic,France,4.5,0.010251429804683283,2023-2024
Academic,France,5,0.0324268911190245,2023-2024
Academic,France,5.5,0.07861228013380814,2023-2024
Academic,France,6,0.13537282831552822,2023-2024
Academic,France,6.5,0.17163051688788172,2023-2024
Academic,France,7,0.1946153016078558,2023-2024
Academic,France,7.5,0.20535232545591886,2023-2024
Academic,France,8,0.13440164022876874,2023-2024
Academic,France,8.5,0.034153447717707994,2023-2024
Academic,France,9,5.935038307974533e-4,2023-2024
Academic,Ghana,<4,1.3339558460614953e-4,2023-2024
Academic,Ghana,4,0.0015340492229707198,2023-2024
Academic,Ghana,4.5,0.00433535649969986,2023-2024
Academic,Ghana,5,0.021876875875408524,2023-2024
Academic,Ghana,5.5,0.09030881077836322,2023-2024
Academic,Ghana,6,0.1934902954712199,2023-2024
Academic,Ghana,6.5,0.27719602481157873,2023-2024
Academic,Ghana,7,0.24818248515974123,2023-2024
Academic,Ghana,7.5,0.11765490562262389,2023-2024
Academic,Ghana,8,0.03908490628960181,2023-2024
Academic,Ghana,8.5,0.0060694990995798035,2023-2024
Academic,Ghana,9,1.3339558460614953e-4,2023-2024
Academic,Hong Kong,<4,9.855554528935293e-4,2023-2024
Academic,Hong Kong,4,0.00320305522190397,2023-2024
Academic,Hong Kong,4.5,0.013089408358742186,2023-2024
Academic,Hong Kong,5,0.047676245033724474,2023-2024
Academic,Hong Kong,5.5,0.11829745295512643,2023-2024
Academic,Hong Kong,6,0.16926914903446366,2023-2024
Academic,Hong Kong,6.5,0.16782161446302626,2023-2024
Academic,Hong Kong,7,0.17062428778219224,2023-2024
Academic,Hong Kong,7.5,0.15673411561797407,2023-2024
Academic,Hong Kong,8,0.11715790446271829,2023-2024
Academic,Hong Kong,8.5,0.034094058948535524,2023-2024
Academic,Hong Kong,9,0.001047152668699375,2023-2024
Academic,India,<4,8.167542781700975e-4,2023-2024
Academic,India,4,0.0029276351980069702,2023-2024
Academic,India,4.5,0.01226996153050055,2023-2024
Academic,India,5,0.05416311589892386,2023-2024
Academic,India,5.5,0.1743956857472649,2023-2024
Academic,India,6,0.2629762302128223,2023-2024
Academic,India,6.5,0.19921718391329724,2023-2024
Academic,India,7,0.13575649534095763,2023-2024
Academic,India,7.5,0.09333562074257509,2023-2024
Academic,India,8,0.053463839975833025,2023-2024
Academic,India,8.5,0.010567457749748727,2023-2024
Academic,India,9,1.10019411899625e-4,2023-2024
Academic,Indonesia,<4,0.0022744669218151994,2023-2024
Academic,Indonesia,4,0.004242755604155276,2023-2024
Academic,Indonesia,4.5,0.012487698195735373,2023-2024
Academic,Indonesia,5,0.03564789502460361,2023-2024
Academic,Indonesia,5.5,0.09141607435757244,2023-2024
Academic,Indonesia,6,0.16500820120284307,2023-2024
Academic,Indonesia,6.5,0.20314926189174412,2023-2024
Academic,Indonesia,7,0.2014434117003827,2023-2024
Academic,Indonesia,7.5,0.17305631492618917,2023-2024
Academic,Indonesia,8,0.09268452706396937,2023-2024
Academic,Indonesia,8.5,0.018283214871514488,2023-2024
Academic,Indonesia,9,3.06178239475123e-4,2023-2024
Academic,"Iran, Islamic Republic of",<4,9.431345353675451e-4,2023-2024
Academic,"Iran, Islamic Republic of",4,0.003578363384188627,2023-2024
Academic,"Iran, Islamic Republic of",4.5,0.012399445214979196,2023-2024
Academic,"Iran, Islamic Republic of",5,0.043411927877947294,2023-2024
Academic,"Iran, Islamic Republic of",5.5,0.12224687933425799,2023-2024
Academic,"Iran, Islamic Republic of",6,0.23004160887656033,2023-2024
Academic,"Iran, Islamic Republic of",6.5,0.2404715672676838,2023-2024
Academic,"Iran, Islamic Republic of",7,0.1803606102635229,2023-2024
Academic,"Iran, Islamic Republic of",7.5,0.1094868238557559,2023-2024
Academic,"Iran, Islamic Republic of",8,0.049847434119278784,2023-2024
Academic,"Iran, Islamic Republic of",8.5,0.007045769764216367,2023-2024
Academic,"Iran, Islamic Republic of",9,1.6643550624133148e-4,2023-2024
Academic,Italy,<4,3.382949932341001e-4,2023-2024
Academic,Italy,4,0.001390768305517967,2023-2024
Academic,Italy,4.5,0.0045105999097880016,2023-2024
Academic,Italy,5,0.020222522928882873,2023-2024
Academic,Italy,5.5,0.05675838219816568,2023-2024
Academic,Italy,6,0.1120132310930687,2023-2024
Academic,Italy,6.5,0.16880920162381596,2023-2024
Academic,Italy,7,0.20534506089309876,2023-2024
Academic,Italy,7.5,0.23872350022552996,2023-2024
Academic,Italy,8,0.1617425950984814,2023-2024
Academic,Italy,8.5,0.02976995940460081,2023-2024
Academic,Italy,9,3.758833258156668e-4,2023-2024
Academic,Japan,<4,0.006450549224079303,2023-2024
Academic,Japan,4,0.01879521051872308,2023-2024
Academic,Japan,4.5,0.056468066690023286,2023-2024
Academic,Japan,5,0.14615749232322817,2023-2024
Academic,Japan,5.5,0.23906188817674093,2023-2024
Academic,Japan,6,0.22780949240566328,2023-2024
Academic,Japan,6.5,0.15656492797230182,2023-2024
Academic,Japan,7,0.08678358716484967,2023-2024
Academic,Japan,7.5,0.04218617974980937,2023-2024
Academic,Japan,8,0.015539022731488161,2023-2024
Academic,Japan,8.5,0.004080539125775406,2023-2024
Academic,Japan,9,1.0304391731756076e-4,2023-2024
Academic,Jordan,<4,0.006282469493777939,2023-2024
Academic,Jordan,4,0.01292738915065845,2023-2024
Academic,Jordan,4.5,0.02887519632717168,2023-2024
Academic,Jordan,5,0.06451612903225806,2023-2024
Academic,Jordan,5.5,0.11997100398695179,2023-2024
Academic,Jordan,6,0.16129032258064516,2023-2024
Academic,Jordan,6.5,0.1757883291047481,2023-2024
Academic,Jordan,7,0.17252627763682493,2023-2024
Academic,Jordan,7.5,0.1515041681768757,2023-2024
Academic,Jordan,8,0.08698803914461761,2023-2024
Academic,Jordan,8.5,0.01920985864443639,2023-2024
Academic,Jordan,9,1.2081672103419114e-4,2023-2024
Academic,Kazakhstan,<4,0.004419235854965551,2023-2024
Academic,Kazakhstan,4,0.009221240169810008,2023-2024
Academic,Kazakhstan,4.5,0.027106966385969797,2023-2024
Academic,Kazakhstan,5,0.08198204467951842,2023-2024
Academic,Kazakhstan,5.5,0.16090194168000557,2023-2024
Academic,Kazakhstan,6,0.20519869162780988,2023-2024
Academic,Kazakhstan,6.5,0.18797411093325908,2023-2024
Academic,Kazakhstan,7,0.1572830398775141,2023-2024
Academic,Kazakhstan,7.5,0.11145521609019417,2023-2024
Academic,Kazakhstan,8,0.04885517433363491,2023-2024
Academic,Kazakhstan,8.5,0.00549794696916974,2023-2024
Academic,Kazakhstan,9,1.0439139814879254e-4,2023-2024
Academic,Kenya,<4,1.551750892256763e-4,2023-2024
Academic,Kenya,4,9.310505353540578e-4,2023-2024
Academic,Kenya,4.5,0.005431128122898671,2023-2024
Academic,Kenya,5,0.02570733978172037,2023-2024
Academic,Kenya,5.5,0.09455335436817876,2023-2024
Academic,Kenya,6,0.19407231159157917,2023-2024
Academic,Kenya,6.5,0.2496767185641132,2023-2024
Academic,Kenya,7,0.22241762789013603,2023-2024
Academic,Kenya,7.5,0.13851962964878706,2023-2024
Academic,Kenya,8,0.05912170899498267,2023-2024
Academic,Kenya,8.5,0.009258780323798685,2023-2024
Academic,Kenya,9,1.551750892256763e-4,2023-2024
Academic,"Korea, Republic of",<4,0.0019618261331589486,2023-2024
Academic,"Korea, Republic of",4,0.005885478399476847,2023-2024
Academic,"Korea, Republic of",4.5,0.02133485919810357,2023-2024
Academic,"Korea, Republic of",5,0.07058486941594802,2023-2024
Academic,"Korea, Republic of",5.5,0.1721911145624719,2023-2024
Academic,"Korea, Republic of",6,0.24097764335635755,2023-2024
Academic,"Korea, Republic of",6.5,0.2088936118036539,2023-2024
Academic,"Korea, Republic of",7,0.14558384763150367,2023-2024
Academic,"Korea, Republic of",7.5,0.08685167777005763,2023-2024
Academic,"Korea, Republic of",8,0.037152082396697594,2023-2024
Academic,"Korea, Republic of",8.5,0.008419503821473823,2023-2024
Academic,"Korea, Republic of",9,1.6348551109657906e-4,2023-2024
Academic,Kuwait,<4,0.022612302711452852,2023-2024
Academic,Kuwait,4,0.061614730878186974,2023-2024
Academic,Kuwait,4.5,0.12823755564548767,2023-2024
Academic,Kuwait,5,0.17619384864427357,2023-2024
Academic,Kuwait,5.5,0.18575475515985432,2023-2024
Academic,Kuwait,6,0.15595912585997573,2023-2024
Academic,Kuwait,6.5,0.108559287737758,2023-2024
Academic,Kuwait,7,0.08458114123836503,2023-2024
Academic,Kuwait,7.5,0.04997976527721571,2023-2024
Academic,Kuwait,8,0.02291582355321732,2023-2024
Academic,Kuwait,8.5,0.0035916632942128695,2023-2024
Academic,Kuwait,9,0,2023-2024
Academic,Malaysia,<4,7.199424046076314e-4,2023-2024
Academic,Malaysia,4,0.0015998720102391808,2023-2024
Academic,Malaysia,4.5,0.004079673626109911,2023-2024
Academic,Malaysia,5,0.017118630509559234,2023-2024
Academic,Malaysia,5.5,0.056315494760419166,2023-2024
Academic,Malaysia,6,0.11903047756179505,2023-2024
Academic,Malaysia,6.5,0.1505479561635069,2023-2024
Academic,Malaysia,7,0.18150547956163507,2023-2024
Academic,Malaysia,7.5,0.21630269578433722,2023-2024
Academic,Malaysia,8,0.18878489720822333,2023-2024
Academic,Malaysia,8.5,0.06183505319574434,2023-2024
Academic,Malaysia,9,0.0021598272138228943,2023-2024
Academic,Mexico,<4,0.013896081477645435,2023-2024
Academic,Mexico,4,0.01294665976178146,2023-2024
Academic,Mexico,4.5,0.020628344553771792,2023-2024
Academic,Mexico,5,0.0472984636630416,2023-2024
Academic,Mexico,5.5,0.10495425513550836,2023-2024
Academic,Mexico,6,0.1687381322285517,2023-2024
Academic,Mexico,6.5,0.18090799240462627,2023-2024
Academic,Mexico,7,0.183411013291904,2023-2024
Academic,Mexico,7.5,0.15855342654928362,2023-2024
Academic,Mexico,8,0.08907301916105645,2023-2024
Academic,Mexico,8.5,0.019419989642672192,2023-2024
Academic,Mexico,9,1.7262213015708613e-4,2023-2024
Academic,Mongolia,<4,0.00514734268433921,2023-2024
Academic,Mongolia,4,0.00990863466735298,2023-2024
Academic,Mongolia,4.5,0.033972461716638785,2023-2024
Academic,Mongolia,5,0.07540857032556943,2023-2024
Academic,Mongolia,5.5,0.15351949556041694,2023-2024
Academic,Mongolia,6,0.19058036288765925,2023-2024
Academic,Mongolia,6.5,0.1936687684982628,2023-2024
Academic,Mongolia,7,0.16008235748294944,2023-2024
Academic,Mongolia,7.5,0.11504310899498135,2023-2024
Academic,Mongolia,8,0.05610603525929739,2023-2024
Academic,Mongolia,8.5,0.006562861922532493,2023-2024
Academic,Mongolia,9,0,2023-2024
Academic,Myanmar,<4,5.377789728421619e-4,2023-2024
Academic,Myanmar,4,4.0333422963162143e-4,2023-2024
Academic,Myanmar,4.5,0.009276687281527293,2023-2024
Academic,Myanmar,5,0.03858564130142512,2023-2024
Academic,Myanmar,5.5,0.12167249260553913,2023-2024
Academic,Myanmar,6,0.20207044904544233,2023-2024
Academic,Myanmar,6.5,0.2079860177467061,2023-2024
Academic,Myanmar,7,0.18190373756386127,2023-2024
Academic,Myanmar,7.5,0.14076364614143588,2023-2024
Academic,Myanmar,8,0.08429685399300889,2023-2024
Academic,Myanmar,8.5,0.012503361118580265,2023-2024
Academic,Myanmar,9,0,2023-2024
Academic,Nepal,<4,9.580874749072328e-4,2023-2024
Academic,Nepal,4,0.003665064784962589,2023-2024
Academic,Nepal,4.5,0.014553804975971774,2023-2024
Academic,Nepal,5,0.06276233347527221,2023-2024
Academic,Nepal,5.5,0.18491088265709593,2023-2024
Academic,Nepal,6,0.2773891355921893,2023-2024
Academic,Nepal,6.5,0.22700590060222642,2023-2024
Academic,Nepal,7,0.13475576373258716,2023-2024
Academic,Nepal,7.5,0.06711174645659712,2023-2024
Academic,Nepal,8,0.02386094044649918,2023-2024
Academic,Nepal,8.5,0.0029655088509033395,2023-2024
Academic,Nepal,9,6.083095078776081e-5,2023-2024
Academic,Nigeria,<4,6.854562316035643e-4,2023-2024
Academic,Nigeria,4,0.0018346034434095397,2023-2024
Academic,Nigeria,4.5,0.00721745090923753,2023-2024
Academic,Nigeria,5,0.024797387202128943,2023-2024
Academic,Nigeria,5.5,0.07523890165719124,2023-2024
Academic,Nigeria,6,0.16362243457925083,2023-2024
Academic,Nigeria,6.5,0.2409378654086529,2023-2024
Academic,Nigeria,7,0.2335591306802145,2023-2024
Academic,Nigeria,7.5,0.16152574492963992,2023-2024
Academic,Nigeria,8,0.07862586186040885,2023-2024
Academic,Nigeria,8.5,0.011874521188661747,2023-2024
Academic,Nigeria,9,8.064190960041933e-5,2023-2024
Academic,Oman,<4,0.014362023785527112,2023-2024
Academic,Oman,4,0.03960894980850635,2023-2024
Academic,Oman,4.5,0.13066921991533964,2023-2024
Academic,Oman,5,0.25650070550292275,2023-2024
Academic,Oman,5.5,0.2691997581132836,2023-2024
Academic,Oman,6,0.14755089699657326,2023-2024
Academic,Oman,6.5,0.067728280588591,2023-2024
Academic,Oman,7,0.03915541221527918,2023-2024
Academic,Oman,7.5,0.022576093529530335,2023-2024
Academic,Oman,8,0.010229792380568434,2023-2024
Academic,Oman,8.5,0.00236847409796412,2023-2024
Academic,Oman,9,5.0393065914130216e-5,2023-2024
Academic,Pakistan,<4,0.006831923300274415,2023-2024
Academic,Pakistan,4,0.01316283889186204,2023-2024
Academic,Pakistan,4.5,0.031278822176423034,2023-2024
Academic,Pakistan,5,0.07355704086628786,2023-2024
Academic,Pakistan,5.5,0.1499721029798572,2023-2024
Academic,Pakistan,6,0.2144540723956139,2023-2024
Academic,Pakistan,6.5,0.18962003119911638,2023-2024
Academic,Pakistan,7,0.14693189711123508,2023-2024
Academic,Pakistan,7.5,0.10154515331974538,2023-2024
Academic,Pakistan,8,0.05972239618323218,2023-2024
Academic,Pakistan,8.5,0.012764310032679367,2023-2024
Academic,Pakistan,9,1.5941154367306968e-4,2023-2024
Academic,Philippines,<4,8.013496415014762e-4,2023-2024
Academic,Philippines,4,0.0018557570645297342,2023-2024
Academic,Philippines,4.5,0.0070012652889076335,2023-2024
Academic,Philippines,5,0.026697595951075494,2023-2024
Academic,Philippines,5.5,0.06427667650780261,2023-2024
Academic,Philippines,6,0.1411640657950232,2023-2024
Academic,Philippines,6.5,0.21623787431463515,2023-2024
Academic,Philippines,7,0.23403627161535215,2023-2024
Academic,Philippines,7.5,0.18059890341628004,2023-2024
Academic,Philippines,8,0.10113876001687051,2023-2024
Academic,Philippines,8.5,0.025601012231126107,2023-2024
Academic,Philippines,9,5.904681568958245e-4,2023-2024
Academic,Russian Federation,<4,6.996268656716419e-4,2023-2024
Academic,Russian Federation,4,0.002332089552238806,2023-2024
Academic,Russian Federation,4.5,0.008784203980099502,2023-2024
Academic,Russian Federation,5,0.029384328358208957,2023-2024
Academic,Russian Federation,5.5,0.0845771144278607,2023-2024
Academic,Russian Federation,6,0.13774875621890548,2023-2024
Academic,Russian Federation,6.5,0.17241915422885573,2023-2024
Academic,Russian Federation,7,0.1851679104477612,2023-2024
Academic,Russian Federation,7.5,0.2064676616915423,2023-2024
Academic,Russian Federation,8,0.138681592039801,2023-2024
Academic,Russian Federation,8.5,0.03311567164179105,2023-2024
Academic,Russian Federation,9,6.218905472636816e-4,2023-2024
Academic,Saudi Arabia,<4,0.021926803508288562,2023-2024
Academic,Saudi Arabia,4,0.039697846351655415,2023-2024
Academic,Saudi Arabia,4.5,0.08384993341598936,2023-2024
Academic,Saudi Arabia,5,0.14242090278734446,2023-2024
Academic,Saudi Arabia,5.5,0.18994811039169768,2023-2024
Academic,Saudi Arabia,6,0.18248610919777747,2023-2024
Academic,Saudi Arabia,6.5,0.1397575423612068,2023-2024
Academic,Saudi Arabia,7,0.10272305643568905,2023-2024
Academic,Saudi Arabia,7.5,0.06392065022730403,2023-2024
Academic,Saudi Arabia,8,0.028814804610368738,2023-2024
Academic,Saudi Arabia,8.5,0.004408320705331314,2023-2024
Academic,Saudi Arabia,9,4.592000734720118e-5,2023-2024
Academic,Spain,<4,5.289605924358636e-4,2023-2024
Academic,Spain,4,5.289605924358636e-4,2023-2024
Academic,Spain,4.5,0.003306003702724147,2023-2024
Academic,Spain,5,0.017191219254165568,2023-2024
Academic,Spain,5.5,0.04972229568897117,2023-2024
Academic,Spain,6,0.10460195715419202,2023-2024
Academic,Spain,6.5,0.1581592171383232,2023-2024
Academic,Spain,7,0.19836022216344884,2023-2024
Academic,Spain,7.5,0.23142025919069031,2023-2024
Academic,Spain,8,0.19121925416556468,2023-2024
Academic,Spain,8.5,0.04430044961650357,2023-2024
Academic,Spain,9,6.612007405448295e-4,2023-2024
Academic,Sri Lanka,<4,0.0015139547130068457,2023-2024
Academic,Sri Lanka,4,0.005134281200631911,2023-2024
Academic,Sri Lanka,4.5,0.018101632438125327,2023-2024
Academic,Sri Lanka,5,0.06648235913638757,2023-2024
Academic,Sri Lanka,5.5,0.1613020010531859,2023-2024
Academic,Sri Lanka,6,0.2380858346498157,2023-2024
Academic,Sri Lanka,6.5,0.2007635597682991,2023-2024
Academic,Sri Lanka,7,0.13908636124275936,2023-2024
Academic,Sri Lanka,7.5,0.0964652448657188,2023-2024
Academic,Sri Lanka,8,0.059175882043180625,2023-2024
Academic,Sri Lanka,8.5,0.013724328593996839,2023-2024
Academic,Sri Lanka,9,1.6456029489204843e-4,2023-2024
Academic,Thailand,<4,0.010716620711219762,2023-2024
Academic,Thailand,4,0.017226186076920887,2023-2024
Academic,Thailand,4.5,0.041899997157395036,2023-2024
Academic,Thailand,5,0.10077034594502403,2023-2024
Academic,Thailand,5.5,0.18604849484067199,2023-2024
Academic,Thailand,6,0.21458824867108217,2023-2024
Academic,Thailand,6.5,0.17012990704681769,2023-2024
Academic,Thailand,7,0.12319849910457943,2023-2024
Academic,Thailand,7.5,0.08246396998209159,2023-2024
Academic,Thailand,8,0.04352028198641235,2023-2024
Academic,Thailand,8.5,0.009295318229625628,2023-2024
Academic,Thailand,9,1.421302481594133e-4,2023-2024
Academic,Turkey,<4,0.00372572536810677,2023-2024
Academic,Turkey,4,0.007655600071452268,2023-2024
Academic,Turkey,4.5,0.02495725623293439,2023-2024
Academic,Turkey,5,0.062265547247811776,2023-2024
Academic,Turkey,5.5,0.13070661188659505,2023-2024
Academic,Turkey,6,0.18840431775844027,2023-2024
Academic,Turkey,6.5,0.18552070839819326,2023-2024
Academic,Turkey,7,0.16446780820169957,2023-2024
Academic,Turkey,7.5,0.13943399596805062,2023-2024
Academic,Turkey,8,0.0792609794064358,2023-2024
Academic,Turkey,8.5,0.013524893459565672,2023-2024
Academic,Turkey,9,7.655600071452267e-5,2023-2024
Academic,Ukraine,<4,0.0010596962204168139,2023-2024
Academic,Ukraine,4,0.0049452490286117975,2023-2024
Academic,Ukraine,4.5,0.013776050865418579,2023-2024
Academic,Ukraine,5,0.0466266336983398,2023-2024
Academic,Ukraine,5.5,0.11362298363358059,2023-2024
Academic,Ukraine,6,0.18109030966678438,2023-2024
Academic,Ukraine,6.5,0.19310020016484164,2023-2024
Academic,Ukraine,7,0.18144354174025668,2023-2024
Academic,Ukraine,7.5,0.16072059342988343,2023-2024
Academic,Ukraine,8,0.08854350641704933,2023-2024
Academic,Ukraine,8.5,0.014953491110326149,2023-2024
Academic,Ukraine,9,1.1774402449075708e-4,2023-2024
Academic,United Arab Emirates,<4,0.04779829121108921,2023-2024
Academic,United Arab Emirates,4,0.07109995817649518,2023-2024
Academic,United Arab Emirates,4.5,0.14273764712911513,2023-2024
Academic,United Arab Emirates,5,0.17625619884089144,2023-2024
Academic,United Arab Emirates,5.5,0.17464300651251716,2023-2024
Academic,United Arab Emirates,6,0.13801756587202008,2023-2024
Academic,United Arab Emirates,6.5,0.10270657823982791,2023-2024
Academic,United Arab Emirates,7,0.07629802234570114,2023-2024
Academic,United Arab Emirates,7.5,0.04666308179482583,2023-2024
Academic,United Arab Emirates,8,0.01989603871661588,2023-2024
Academic,United Arab Emirates,8.5,0.0037641154328732747,2023-2024
Academic,United Arab Emirates,9,1.1949572802772301e-4,2023-2024
Academic,Uzbekistan,<4,0.007222966777174297,2023-2024
Academic,Uzbekistan,4,0.01701347252592227,2023-2024
Academic,Uzbekistan,4.5,0.049940043732806666,2023-2024
Academic,Uzbekistan,5,0.13078930662340413,2023-2024
Academic,Uzbekistan,5.5,0.21324680821048175,2023-2024
Academic,Uzbekistan,6,0.2118078577978416,2023-2024
Academic,Uzbekistan,6.5,0.1641532058968752,2023-2024
Academic,Uzbekistan,7,0.11449530930380193,2023-2024
Academic,Uzbekistan,7.5,0.06272130916272838,2023-2024
Academic,Uzbekistan,8,0.023291246384989774,2023-2024
Academic,Uzbekistan,8.5,0.004923467588347323,2023-2024
Academic,Uzbekistan,9,3.9500599562671934e-4,2023-2024
Academic,Vietnam,<4,0.0070938919308968975,2023-2024
Academic,Vietnam,4,0.015376289316184897,2023-2024
Academic,Vietnam,4.5,0.03958147629356085,2023-2024
Academic,Vietnam,5,0.09592406299078908,2023-2024
Academic,Vietnam,5.5,0.17901863406765992,2023-2024
Academic,Vietnam,6,0.21274778216392887,2023-2024
Academic,Vietnam,6.5,0.17719873509062353,2023-2024
Academic,Vietnam,7,0.13341504308332272,2023-2024
Academic,Vietnam,7.5,0.09156797826732883,2023-2024
Academic,Vietnam,8,0.04147565686149667,2023-2024
Academic,Vietnam,8.5,0.0065261683433082895,2023-2024
Academic,Vietnam,9,7.428159089944395e-5,2023-2024
Academic,Zimbabwe,<4,2.6965080221113657e-4,2023-2024
Academic,Zimbabwe,4,0.0012134286099501146,2023-2024
Academic,Zimbabwe,4.5,0.002696508022111366,2023-2024
Academic,Zimbabwe,5,0.013078063907240124,2023-2024
Academic,Zimbabwe,5.5,0.035054604287447756,2023-2024
Academic,Zimbabwe,6,0.11257920992314953,2023-2024
Academic,Zimbabwe,6.5,0.22313603882971553,2023-2024
Academic,Zimbabwe,7,0.2699204530133477,2023-2024
Academic,Zimbabwe,7.5,0.20115949844950787,2023-2024
Academic,Zimbabwe,8,0.11203990831872725,2023-2024
Academic,Zimbabwe,8.5,0.028313334232169342,2023-2024
Academic,Zimbabwe,9,5.393016044222731e-4,2023-2024
General_Training,Argentina,<4,0.011719745222929935,2023-2024
General_Training,Argentina,4,0.02496815286624204,2023-2024
General_Training,Argentina,4.5,0.05656050955414013,2023-2024
General_Training,Argentina,5,0.09783439490445861,2023-2024
General_Training,Argentina,5.5,0.1253503184713376,2023-2024
General_Training,Argentina,6,0.16203821656050954,2023-2024
General_Training,Argentina,6.5,0.15235668789808918,2023-2024
General_Training,Argentina,7,0.14420382165605095,2023-2024
General_Training,Argentina,7.5,0.12917197452229298,2023-2024
General_Training,Argentina,8,0.07388535031847134,2023-2024
General_Training,Argentina,8.5,0.02140127388535032,2023-2024
General_Training,Argentina,9,5.095541401273886e-4,2023-2024
General_Training,Bangladesh,<4,0.0784764207980653,2023-2024
General_Training,Bangladesh,4,0.113180169286578,2023-2024
General_Training,Bangladesh,4.5,0.17442563482466744,2023-2024
General_Training,Bangladesh,5,0.18585247883917774,2023-2024
General_Training,Bangladesh,5.5,0.12750906892382105,2023-2024
General_Training,Bangladesh,6,0.09443772672309553,2023-2024
General_Training,Bangladesh,6.5,0.07805320435308344,2023-2024
General_Training,Bangladesh,7,0.05773881499395405,2023-2024
General_Training,Bangladesh,7.5,0.04534461910519951,2023-2024
General_Training,Bangladesh,8,0.03143893591293833,2023-2024
General_Training,Bangladesh,8.5,0.01275695284159613,2023-2024
General_Training,Bangladesh,9,7.859733978234583e-4,2023-2024
General_Training,Brazil,<4,0.014069026159595514,2023-2024
General_Training,Brazil,4,0.021103539239393274,2023-2024
General_Training,Brazil,4.5,0.03803033633765663,2023-2024
General_Training,Brazil,5,0.06199164651571774,2023-2024
General_Training,Brazil,5.5,0.09342712684106397,2023-2024
General_Training,Brazil,6,0.1400307759947241,2023-2024
General_Training,Brazil,6.5,0.14662563200703452,2023-2024
General_Training,Brazil,7,0.1534403165530886,2023-2024
General_Training,Brazil,7.5,0.15695757309298744,2023-2024
General_Training,Brazil,8,0.1323367773136953,2023-2024
General_Training,Brazil,8.5,0.040228621675093425,2023-2024
General_Training,Brazil,9,0.0017586282699494392,2023-2024
General_Training,Cameroon,<4,0.03614159584124102,2023-2024
General_Training,Cameroon,4,0.05008664081194818,2023-2024
General_Training,Cameroon,4.5,0.09398465219902631,2023-2024
General_Training,Cameroon,5,0.15215776879280468,2023-2024
General_Training,Cameroon,5.5,0.19679841571086723,2023-2024
General_Training,Cameroon,6,0.19844871689083254,2023-2024
General_Training,Cameroon,6.5,0.13895535935308193,2023-2024
General_Training,Cameroon,7,0.08028715240531396,2023-2024
General_Training,Cameroon,7.5,0.03680171631322716,2023-2024
General_Training,Cameroon,8,0.013862529911708886,2023-2024
General_Training,Cameroon,8.5,0.002475451769948015,2023-2024
General_Training,Cameroon,9,0,2023-2024
General_Training,Chile,<4,0.017699115044247787,2023-2024
General_Training,Chile,4,0.03388116308470291,2023-2024
General_Training,Chile,4.5,0.08217446270543614,2023-2024
General_Training,Chile,5,0.11403286978508216,2023-2024
