type,nationality,band,percent,year
General_Training,Argentina,6,0.1479541734860884,2024-2025
General_Training,Argentina,6.5,0.1623567921440262,2024-2025
General_Training,Argentina,7,0.12504091653027824,2024-2025
General_Training,Argentina,7.5,0.11849427168576106,2024-2025
General_Training,Argentina,8,0.07463175122749592,2024-2025
General_Training,Argentina,8.5,0.019639934533551555,2024-2025
General_Training,Argentina,9,3.273322422258593e-4,2024-2025
General_Training,Bangladesh,<4,0.02307770856734402,2024-2025
General_Training,Bangladesh,4,0.03614826917185745,2024-2025
General_Training,Bangladesh,4.5,0.06851832941897273,2024-2025
General_Training,Bangladesh,5,0.10221586847748393,2024-2025
General_Training,Bangladesh,5.5,0.11508220157255183,2024-2025
General_Training,Bangladesh,6,0.14530787297048914,2024-2025
General_Training,Bangladesh,6.5,0.15786786480138876,2024-2025
General_Training,Bangladesh,7,0.13846625140406413,2024-2025
General_Training,Bangladesh,7.5,0.10578984989278055,2024-2025
General_Training,Bangladesh,8,0.07341978964566527,2024-2025
General_Training,Bangladesh,8.5,0.031655263964055956,2024-2025
General_Training,Bangladesh,9,0.0024507301133462676,2024-2025
General_Training,Brazil,<4,0.022400779157535914,2024-2025
General_Training,Brazil,4,0.01582663744825907,2024-2025
General_Training,Brazil,4.5,0.02751400048697346,2024-2025
General_Training,Brazil,5,0.05843681519357195,2024-2025
General_Training,Brazil,5.5,0.10031653274896518,2024-2025
General_Training,Brazil,6,0.15485756026296568,2024-2025
General_Training,Brazil,6.5,0.14998782566350136,2024-2025
General_Training,Brazil,7,0.1553445337229121,2024-2025
General_Training,Brazil,7.5,0.13708302897492086,2024-2025
General_Training,Brazil,8,0.13196980764548333,2024-2025
General_Training,Brazil,8.5,0.04504504504504505,2024-2025
General_Training,Brazil,9,0.0012174336498660824,2024-2025
General_Training,Cameroon,<4,0.036101083032490974,2024-2025
General_Training,Cameroon,4,0.05743354118805383,2024-2025
General_Training,Cameroon,4.5,0.10217700470408053,2024-2025
General_Training,Cameroon,5,0.13707471830215515,2024-2025
General_Training,Cameroon,5.5,0.1922109178426868,2024-2025
General_Training,Cameroon,6,0.19013237063778582,2024-2025
General_Training,Cameroon,6.5,0.14593589322831202,2024-2025
General_Training,Cameroon,7,0.08215731320424462,2024-2025
General_Training,Cameroon,7.5,0.040258177442292965,2024-2025
General_Training,Cameroon,8,0.014002844327754076,2024-2025
General_Training,Cameroon,8.5,0.0024067388688327317,2024-2025
General_Training,Cameroon,9,1.0939722131057872e-4,2024-2025
General_Training,Chile,<4,0.014552443712246019,2024-2025
General_Training,Chile,4,0.03898956617243273,2024-2025
General_Training,Chile,4.5,0.0757825370675453,2024-2025
General_Training,Chile,5,0.1227347611202636,2024-2025
General_Training,Chile,5.5,0.1630971993410214,2024-2025
General_Training,Chile,6,0.17051070840197696,2024-2025
General_Training,Chile,6.5,0.14360241625480505,2024-2025
General_Training,Chile,7,0.12108731466227349,2024-2025
General_Training,Chile,7.5,0.08813838550247118,2024-2025
General_Training,Chile,8,0.04832509610104339,2024-2025
General_Training,Chile,8.5,0.012904997254255902,2024-2025
General_Training,Chile,9,2.745744096650192e-4,2024-2025
General_Training,China,<4,0.016910507315219456,2024-2025
General_Training,China,4,0.026569130407245553,2024-2025
General_Training,China,4.5,0.05259991133067325,2024-2025
General_Training,China,5,0.08749762492874787,2024-2025
General_Training,China,5.5,0.12724048388118311,2024-2025
General_Training,China,6,0.16381658116410158,2024-2025
General_Training,China,6.5,0.15878143010956994,2024-2025
General_Training,China,7,0.14497434923047692,2024-2025
General_Training,China,7.5,0.13069225410095636,2024-2025
General_Training,China,8,0.07540059535119387,2024-2025
General_Training,China,8.5,0.015010450313509404,2024-2025
General_Training,China,9,5.066818671226803e-4,2024-2025
General_Training,Colombia,<4,0.010095994703740485,2024-2025
General_Training,Colombia,4,0.019529956967891428,2024-2025
General_Training,Colombia,4.5,0.04932141674942073,2024-2025
General_Training,Colombia,5,0.11155246607083749,2024-2025
General_Training,Colombia,5.5,0.16269447202912943,2024-2025
General_Training,Colombia,6,0.19364448857994046,2024-2025
General_Training,Colombia,6.5,0.15706719629261834,2024-2025
General_Training,Colombia,7,0.1256206554121152,2024-2025
General_Training,Colombia,7.5,0.09251903343263822,2024-2025
General_Training,Colombia,8,0.05991393578285337,2024-2025
General_Training,Colombia,8.5,0.017047335319430656,2024-2025
General_Training,Colombia,9,9.9304865938431e-4,2024-2025
General_Training,Egypt,<4,0.015501519756838906,2024-2025
General_Training,Egypt,4,0.019452887537993922,2024-2025
General_Training,Egypt,4.5,0.04589665653495441,2024-2025
General_Training,Egypt,5,0.08541033434650457,2024-2025
General_Training,Egypt,5.5,0.12218844984802432,2024-2025
General_Training,Egypt,6,0.14984802431610944,2024-2025
General_Training,Egypt,6.5,0.14437689969604864,2024-2025
General_Training,Egypt,7,0.1425531914893617,2024-2025
General_Training,Egypt,7.5,0.12613981762917933,2024-2025
General_Training,Egypt,8,0.09878419452887538,2024-2025
General_Training,Egypt,8.5,0.04680851063829787,2024-2025
General_Training,Egypt,9,0.00303951367781155,2024-2025
General_Training,France,<4,0.003812316715542522,2024-2025
General_Training,France,4,0.00469208211143695,2024-2025
General_Training,France,4.5,0.022873900293255135,2024-2025
General_Training,France,5,0.04281524926686218,2024-2025
General_Training,France,5.5,0.08211143695014662,2024-2025
General_Training,France,6,0.12346041055718476,2024-2025
General_Training,France,6.5,0.1466275659824047,2024-2025
General_Training,France,7,0.1527859237536657,2024-2025
General_Training,France,7.5,0.18035190615835778,2024-2025
General_Training,France,8,0.1680351906158358,2024-2025
General_Training,France,8.5,0.06656891495601173,2024-2025
General_Training,France,9,0.005865102639296188,2024-2025
General_Training,Germany,<4,0.004782146652497344,2024-2025
General_Training,Germany,4,0.003188097768331562,2024-2025
General_Training,Germany,4.5,0.008501594048884165,2024-2025
General_Training,Germany,5,0.028692879914984058,2024-2025
General_Training,Germany,5.5,0.052603613177470775,2024-2025
General_Training,Germany,6,0.07810839532412327,2024-2025
General_Training,Germany,6.5,0.12274176408076513,2024-2025
General_Training,Germany,7,0.13549415515409138,2024-2025
General_Training,Germany,7.5,0.17640807651434645,2024-2025
General_Training,Germany,8,0.2332624867162593,2024-2025
General_Training,Germany,8.5,0.14984059511158343,2024-2025
General_Training,Germany,9,0.006376195536663124,2024-2025
General_Training,Ghana,<4,0.005783212161269003,2024-2025
General_Training,Ghana,4,0.01751487111698612,2024-2025
General_Training,Ghana,4.5,0.0403172504957039,2024-2025
General_Training,Ghana,5,0.09567085261070721,2024-2025
General_Training,Ghana,5.5,0.169035029742234,2024-2025
General_Training,Ghana,6,0.2058823529411765,2024-2025
General_Training,Ghana,6.5,0.18010575016523464,2024-2025
General_Training,Ghana,7,0.1379709187045605,2024-2025
General_Training,Ghana,7.5,0.08212161269001983,2024-2025
General_Training,Ghana,8,0.04973562458691342,2024-2025
General_Training,Ghana,8.5,0.015532055518836749,2024-2025
General_Training,Ghana,9,3.304692663582287e-4,2024-2025
General_Training,Hong Kong,<4,0.004694835680751174,2024-2025
General_Training,Hong Kong,4,0.00704225352112676,2024-2025
General_Training,Hong Kong,4.5,0.029212310902451747,2024-2025
General_Training,Hong Kong,5,0.059989567031820554,2024-2025
General_Training,Hong Kong,5.5,0.11319770474700051,2024-2025
General_Training,Hong Kong,6,0.14501825769431403,2024-2025
General_Training,Hong Kong,6.5,0.15206051121544079,2024-2025
General_Training,Hong Kong,7,0.1541471048513302,2024-2025
General_Training,Hong Kong,7.5,0.16405842462180492,2024-2025
General_Training,Hong Kong,8,0.12232655190401669,2024-2025
General_Training,Hong Kong,8.5,0.045383411580594675,2024-2025
General_Training,Hong Kong,9,0.00286906624934794,2024-2025
General_Training,India,<4,0.0055450750052076754,2024-2025
General_Training,India,4,0.009722951622887957,2024-2025
General_Training,India,4.5,0.0193432166716054,2024-2025
General_Training,India,5,0.03722535008787037,2024-2025
General_Training,India,5.5,0.08388026158671295,2024-2025
General_Training,India,6,0.2085711016509067,2024-2025
General_Training,India,6.5,0.25930413709537825,2024-2025
General_Training,India,7,0.19295980847486965,2024-2025
General_Training,India,7.5,0.11497669014766329,2024-2025
General_Training,India,8,0.0542537179874605,2024-2025
General_Training,India,8.5,0.013563429496865126,2024-2025
General_Training,India,9,6.542601725721226e-4,2024-2025
General_Training,Indonesia,<4,0.01874935613474812,2024-2025
General_Training,Indonesia,4,0.045843205933862166,2024-2025
General_Training,Indonesia,4.5,0.09951581333058618,2024-2025
General_Training,Indonesia,5,0.1634902647573916,2024-2025
General_Training,Indonesia,5.5,0.18800865354898527,2024-2025
General_Training,Indonesia,6,0.15648501081693625,2024-2025
General_Training,Indonesia,6.5,0.11496857937570824,2024-2025
General_Training,Indonesia,7,0.08282682600185433,2024-2025
General_Training,Indonesia,7.5,0.06273823014319563,2024-2025
General_Training,Indonesia,8,0.04563716905326053,2024-2025
General_Training,Indonesia,8.5,0.020706706500463582,2024-2025
General_Training,Indonesia,9,0.0010301844030081385,2024-2025
General_Training,"Iran, Islamic Republic of",<4,0.013307984790874522,2024-2025
General_Training,"Iran, Islamic Republic of",4,0.02637832699619772,2024-2025
General_Training,"Iran, Islamic Republic of",4.5,0.06535171102661597,2024-2025
General_Training,"Iran, Islamic Republic of",5,0.1139496197718631,2024-2025
General_Training,"Iran, Islamic Republic of",5.5,0.1277328897338403,2024-2025
General_Training,"Iran, Islamic Republic of",6,0.13640684410646386,2024-2025
General_Training,"Iran, Islamic Republic of",6.5,0.15387357414448669,2024-2025
General_Training,"Iran, Islamic Republic of",7,0.13129752851711024,2024-2025
General_Training,"Iran, Islamic Republic of",7.5,0.11299904942965779,2024-2025
General_Training,"Iran, Islamic Republic of",8,0.09006653992395437,2024-2025
General_Training,"Iran, Islamic Republic of",8.5,0.0278041825095057,2024-2025
General_Training,"Iran, Islamic Republic of",9,8.317490494296576e-4,2024-2025
General_Training,Italy,<4,0.008123689727463312,2024-2025
General_Training,Italy,4,0.010482180293501049,2024-2025
General_Training,Italy,4.5,0.03092243186582809,2024-2025
General_Training,Italy,5,0.06944444444444443,2024-2025
General_Training,Italy,5.5,0.10796645702306079,2024-2025
General_Training,Italy,6,0.15487421383647798,2024-2025
General_Training,Italy,6.5,0.17007337526205452,2024-2025
General_Training,Italy,7,0.15880503144654087,2024-2025
General_Training,Italy,7.5,0.14098532494758909,2024-2025
General_Training,Italy,8,0.11425576519916142,2024-2025
General_Training,Italy,8.5,0.03223270440251572,2024-2025
General_Training,Italy,9,0.0018343815513626833,2024-2025
General_Training,Japan,<4,0.01726263871763255,2024-2025
General_Training,Japan,4,0.03205918618988903,2024-2025
General_Training,Japan,4.5,0.08286066584463626,2024-2025
General_Training,Japan,5,0.1595561035758323,2024-2025
General_Training,Japan,5.5,0.2189889025893958,2024-2025
General_Training,Japan,6,0.20098643649815043,2024-2025
General_Training,Japan,6.5,0.1284833538840937,2024-2025
General_Training,Japan,7,0.07225647348951911,2024-2025
General_Training,Japan,7.5,0.05129469790382244,2024-2025
General_Training,Japan,8,0.024167694204685574,2024-2025
General_Training,Japan,8.5,0.011097410604192354,2024-2025
General_Training,Japan,9,9.864364981504315e-4,2024-2025
General_Training,Kenya,<4,0.0016944365998305564,2024-2025
General_Training,Kenya,4,0.010731431798926857,2024-2025
General_Training,Kenya,4.5,0.025981361197401864,2024-2025
General_Training,Kenya,5,0.06495340299350466,2024-2025
General_Training,Kenya,5.5,0.10505506918949449,2024-2025
General_Training,Kenya,6,0.17876306128212371,2024-2025
General_Training,Kenya,6.5,0.19598983338040102,2024-2025
General_Training,Kenya,7,0.16238350748376162,2024-2025
General_Training,Kenya,7.5,0.13414289748658573,2024-2025
General_Training,Kenya,8,0.08528664219147133,2024-2025
General_Training,Kenya,8.5,0.033888731996611125,2024-2025
General_Training,Kenya,9,0.0011296243998870376,2024-2025
General_Training,"Korea, Republic of",<4,0.01188707280832095,2024-2025
General_Training,"Korea, Republic of",4,0.025684568032264914,2024-2025
General_Training,"Korea, Republic of",4.5,0.06346847803014223,2024-2025
General_Training,"Korea, Republic of",5,0.11929526639779241,2024-2025
General_Training,"Korea, Republic of",5.5,0.18233920611335172,2024-2025
General_Training,"Korea, Republic of",6,0.19634897049458716,2024-2025
General_Training,"Korea, Republic of",6.5,0.1485884101040119,2024-2025
General_Training,"Korea, Republic of",7,0.10464869454468266,2024-2025
General_Training,"Korea, Republic of",7.5,0.07514328168117172,2024-2025
General_Training,"Korea, Republic of",8,0.04903417533432393,2024-2025
General_Training,"Korea, Republic of",8.5,0.02165145404372745,2024-2025
General_Training,"Korea, Republic of",9,0.0019104224156230101,2024-2025
General_Training,Malaysia,<4,0.013211845102505695,2024-2025
General_Training,Malaysia,4,0.02323462414578588,2024-2025
General_Training,Malaysia,4.5,0.058769931662870166,2024-2025
General_Training,Malaysia,5,0.06514806378132118,2024-2025
General_Training,Malaysia,5.5,0.09020501138952165,2024-2025
General_Training,Malaysia,6,0.10888382687927108,2024-2025
General_Training,Malaysia,6.5,0.11343963553530752,2024-2025
General_Training,Malaysia,7,0.12665148063781323,2024-2025
General_Training,Malaysia,7.5,0.13302961275626424,2024-2025
General_Training,Malaysia,8,0.15626423690205013,2024-2025
General_Training,Malaysia,8.5,0.10432801822323463,2024-2025
General_Training,Malaysia,9,0.006833712984054671,2024-2025
General_Training,Mauritius,<4,5.662514156285391e-4,2024-2025
General_Training,Mauritius,4,0.00622876557191393,2024-2025
General_Training,Mauritius,4.5,0.013023782559456399,2024-2025
General_Training,Mauritius,5,0.03850509626274066,2024-2025
General_Training,Mauritius,5.5,0.08493771234428087,2024-2025
General_Training,Mauritius,6,0.1710079275198188,2024-2025
General_Training,Mauritius,6.5,0.1783691959229898,2024-2025
General_Training,Mauritius,7,0.19309173272933183,2024-2025
General_Training,Mauritius,7.5,0.15402038505096263,2024-2025
General_Training,Mauritius,8,0.11325028312570781,2024-2025
General_Training,Mauritius,8.5,0.04303510758776897,2024-2025
General_Training,Mauritius,9,0.003963759909399773,2024-2025
General_Training,Mexico,<4,0.012908777969018934,2024-2025
General_Training,Mexico,4,0.016351118760757316,2024-2025
General_Training,Mexico,4.5,0.028399311531841654,2024-2025
General_Training,Mexico,5,0.06282271944922548,2024-2025
General_Training,Mexico,5.5,0.10728628800917958,2024-2025
General_Training,Mexico,6,0.15261044176706828,2024-2025
General_Training,Mexico,6.5,0.15547905909351692,2024-2025
General_Training,Mexico,7,0.15174985656913367,2024-2025
General_Training,Mexico,7.5,0.13826735513482502,2024-2025
General_Training,Mexico,8,0.11675272518646013,2024-2025
General_Training,Mexico,8.5,0.05393000573723466,2024-2025
General_Training,Mexico,9,0.0034423407917383818,2024-2025
General_Training,Nepal,<4,0.015242378810594703,2024-2025
General_Training,Nepal,4,0.029485257371314345,2024-2025
General_Training,Nepal,4.5,0.05738797268032651,2024-2025
General_Training,Nepal,5,0.08504081292686991,2024-2025
General_Training,Nepal,5.5,0.10461435948692321,2024-2025
General_Training,Nepal,6,0.15100782941862403,2024-2025
General_Training,Nepal,6.5,0.20756288522405467,2024-2025
General_Training,Nepal,7,0.18349158753956357,2024-2025
General_Training,Nepal,7.5,0.1120273196734966,2024-2025
General_Training,Nepal,8,0.04697651174412794,2024-2025
General_Training,Nepal,8.5,0.0069132100616358496,2024-2025
General_Training,Nepal,9,2.4987506246876566e-4,2024-2025
General_Training,Nigeria,<4,0.0033065138322495315,2024-2025
General_Training,Nigeria,4,0.0077592857930122335,2024-2025
General_Training,Nigeria,4.5,0.0221095558249752,2024-2025
General_Training,Nigeria,5,0.05748925383004519,2024-2025
General_Training,Nigeria,5.5,0.11253168742422572,2024-2025
General_Training,Nigeria,6,0.1627245673977736,2024-2025
General_Training,Nigeria,6.5,0.18157169624159594,2024-2025
General_Training,Nigeria,7,0.16960211616885265,2024-2025
General_Training,Nigeria,7.5,0.15247437451780005,2024-2025
General_Training,Nigeria,8,0.10272236305521877,2024-2025
General_Training,Nigeria,8.5,0.027003196296704505,2024-2025
General_Training,Nigeria,9,7.053896175465667e-4,2024-2025
General_Training,Pakistan,<4,0.04557631991636173,2024-2025
General_Training,Pakistan,4,0.07511108207004705,2024-2025
General_Training,Pakistan,4.5,0.12411787767903816,2024-2025
General_Training,Pakistan,5,0.14061683220073184,2024-2025
General_Training,Pakistan,5.5,0.13163225300575013,2024-2025
General_Training,Pakistan,6,0.11866178776790381,2024-2025
General_Training,Pakistan,6.5,0.1093504966021955,2024-2025
General_Training,Pakistan,7,0.09918975431259801,2024-2025
General_Training,Pakistan,7.5,0.07720203868269733,2024-2025
General_Training,Pakistan,8,0.05691322530057501,2024-2025
General_Training,Pakistan,8.5,0.02032148457919498,2024-2025
General_Training,Pakistan,9,0.0013068478829064295,2024-2025
General_Training,Peru,<4,0.02237136465324385,2024-2025
General_Training,Peru,4,0.03467561521252796,2024-2025
General_Training,Peru,4.5,0.06096196868008948,2024-2025
General_Training,Peru,5,0.1023489932885906,2024-2025
General_Training,Peru,5.5,0.14988814317673377,2024-2025
General_Training,Peru,6,0.15771812080536912,2024-2025
General_Training,Peru,6.5,0.1470917225950783,2024-2025
General_Training,Peru,7,0.12527964205816555,2024-2025
General_Training,Peru,7.5,0.09787472035794183,2024-2025
General_Training,Peru,8,0.0721476510067114,2024-2025
General_Training,Peru,8.5,0.02796420581655481,2024-2025
General_Training,Peru,9,0.0016778523489932883,2024-2025
General_Training,Philippines,<4,0.020512992681125358,2024-2025
General_Training,Philippines,4,0.0403209561538978,2024-2025
General_Training,Philippines,4.5,0.09726045793325723,2024-2025
General_Training,Philippines,5,0.15040623111528906,2024-2025
General_Training,Philippines,5.5,0.17454508829651513,2024-2025
General_Training,Philippines,6,0.17216141811589336,2024-2025
General_Training,Philippines,6.5,0.1338212583092728,2024-2025
General_Training,Philippines,7,0.09356744779426576,2024-2025
General_Training,Philippines,7.5,0.0661720271268381,2024-2025
General_Training,Philippines,8,0.03803800443161216,2024-2025
General_Training,Philippines,8.5,0.012421943194789498,2024-2025
General_Training,Philippines,9,7.721748472436715e-4,2024-2025
General_Training,Russian Federation,<4,0.004760015866719556,2024-2025
General_Training,Russian Federation,4,0.009123363744545816,2024-2025
General_Training,Russian Federation,4.5,0.022213407378024595,2024-2025
General_Training,Russian Federation,5,0.04760015866719556,2024-2025
General_Training,Russian Federation,5.5,0.07814359381197938,2024-2025
General_Training,Russian Federation,6,0.11543038476794923,2024-2025
General_Training,Russian Federation,6.5,0.14518048393494645,2024-2025
General_Training,Russian Federation,7,0.1626338754462515,2024-2025
General_Training,Russian Federation,7.5,0.1733439111463705,2024-2025
General_Training,Russian Federation,8,0.171360571201904,2024-2025
General_Training,Russian Federation,8.5,0.0654502181673939,2024-2025
General_Training,Russian Federation,9,0.004760015866719556,2024-2025
General_Training,Saudi Arabia,<4,0.19972887483054677,2024-2025
General_Training,Saudi Arabia,4,0.13014008133755084,2024-2025
General_Training,Saudi Arabia,4.5,0.12946226841391775,2024-2025
General_Training,Saudi Arabia,5,0.1421147763217352,2024-2025
General_Training,Saudi Arabia,5.5,0.13352914595571622,2024-2025
General_Training,Saudi Arabia,6,0.10845006778129235,2024-2025
General_Training,Saudi Arabia,6.5,0.06732941708088568,2024-2025
General_Training,Saudi Arabia,7,0.04722096701310438,2024-2025
General_Training,Saudi Arabia,7.5,0.02801626751016719,2024-2025
General_Training,Saudi Arabia,8,0.009715318572074107,2024-2025
General_Training,Saudi Arabia,8.5,0.004066877541798464,2024-2025
General_Training,Saudi Arabia,9,2.2593764121102574e-4,2024-2025
General_Training,South Africa,<4,0.0022197558268590455,2024-2025
General_Training,South Africa,4,0.0031076581576026637,2024-2025
General_Training,South Africa,4.5,0.011986681465038847,2024-2025
General_Training,South Africa,5,0.03307436182019978,2024-2025
General_Training,South Africa,5.5,0.07192008879023307,2024-2025
General_Training,South Africa,6,0.11675915649278579,2024-2025
General_Training,South Africa,6.5,0.14006659267480578,2024-2025
General_Training,South Africa,7,0.15072142064372918,2024-2025
General_Training,South Africa,7.5,0.1611542730299667,2024-2025
General_Training,South Africa,8,0.17203107658157601,2024-2025
General_Training,South Africa,8.5,0.12563817980022196,2024-2025
General_Training,South Africa,9,0.011320754716981131,2024-2025
General_Training,Spain,<4,0.0022564874012786762,2024-2025
General_Training,Spain,4,0.011282437006393382,2024-2025
General_Training,Spain,4.5,0.03723204212109816,2024-2025
General_Training,Spain,5,0.08273787138021813,2024-2025
General_Training,Spain,5.5,0.1560737119217751,2024-2025
General_Training,Spain,6,0.18277547950357279,2024-2025
General_Training,Spain,6.5,0.16472358029334339,2024-2025
General_Training,Spain,7,0.1470477623166604,2024-2025
General_Training,Spain,7.5,0.11808950733358406,2024-2025
General_Training,Spain,8,0.0735238811583302,2024-2025
General_Training,Spain,8.5,0.02425723956374577,2024-2025
General_Training,Spain,9,0,2024-2025
General_Training,Sri Lanka,<4,0.031488362996283985,2024-2025
General_Training,Sri Lanka,4,0.06062976725992568,2024-2025
General_Training,Sri Lanka,4.5,0.11050264032857422,2024-2025
General_Training,Sri Lanka,5,0.12810483082339136,2024-2025
General_Training,Sri Lanka,5.5,0.1336788578134168,2024-2025
General_Training,Sri Lanka,6,0.13944846469782907,2024-2025
General_Training,Sri Lanka,6.5,0.12487776256600823,2024-2025
General_Training,Sri Lanka,7,0.10571093291609623,2024-2025
General_Training,Sri Lanka,7.5,0.08497946411108938,2024-2025
General_Training,Sri Lanka,8,0.05710932916096225,2024-2025
General_Training,Sri Lanka,8.5,0.022296107960101702,2024-2025
General_Training,Sri Lanka,9,0.0011734793663211423,2024-2025
General_Training,Taiwan,<4,0.010661764705882353,2024-2025
General_Training,Taiwan,4,0.01875,2024-2025
General_Training,Taiwan,4.5,0.05514705882352941,2024-2025
General_Training,Taiwan,5,0.09705882352941178,2024-2025
General_Training,Taiwan,5.5,0.15551470588235294,2024-2025
General_Training,Taiwan,6,0.20147058823529412,2024-2025
General_Training,Taiwan,6.5,0.17022058823529412,2024-2025
General_Training,Taiwan,7,0.12058823529411765,2024-2025
General_Training,Taiwan,7.5,0.09301470588235296,2024-2025
General_Training,Taiwan,8,0.05955882352941177,2024-2025
General_Training,Taiwan,8.5,0.016544117647058824,2024-2025
General_Training,Taiwan,9,0.0014705882352941176,2024-2025
General_Training,Thailand,<4,0.05409674234945706,2024-2025
General_Training,Thailand,4,0.08213228035538006,2024-2025
General_Training,Thailand,4.5,0.136426456071076,2024-2025
General_Training,Thailand,5,0.17808489634748273,2024-2025
General_Training,Thailand,5.5,0.20868706811451132,2024-2025
General_Training,Thailand,6,0.171964461994077,2024-2025
General_Training,Thailand,6.5,0.08430404738400789,2024-2025
General_Training,Thailand,7,0.041855873642645605,2024-2025
General_Training,Thailand,7.5,0.02250740375123396,2024-2025
General_Training,Thailand,8,0.0140177690029615,2024-2025
General_Training,Thailand,8.5,0.005133267522211254,2024-2025
General_Training,Thailand,9,7.897334649555774e-4,2024-2025
General_Training,Turkey,<4,0.04249137461412747,2024-2025
General_Training,Turkey,4,0.06482658434719447,2024-2025
General_Training,Turkey,4.5,0.09097512257127292,2024-2025
General_Training,Turkey,5,0.11893953150535681,2024-2025
General_Training,Turkey,5.5,0.14272743780642816,2024-2025
General_Training,Turkey,6,0.1594334483384783,2024-2025
General_Training,Turkey,6.5,0.12765571091338296,2024-2025
General_Training,Turkey,7,0.09969130197929907,2024-2025
General_Training,Turkey,7.5,0.07608498274922824,2024-2025
General_Training,Turkey,8,0.05411294715816234,2024-2025
General_Training,Turkey,8.5,0.021972035591065912,2024-2025
General_Training,Turkey,9,0.0010895224260032686,2024-2025
General_Training,Ukraine,<4,0.012134583563154992,2024-2025
General_Training,Ukraine,4,0.014892443463872036,2024-2025
General_Training,Ukraine,4.5,0.03364589078874793,2024-2025
General_Training,Ukraine,5,0.07280750137892995,2024-2025
General_Training,Ukraine,5.5,0.10424710424710425,2024-2025
General_Training,Ukraine,6,0.13182570325427467,2024-2025
General_Training,Ukraine,6.5,0.15278543849972423,2024-2025
General_Training,Ukraine,7,0.14671814671814673,2024-2025
General_Training,Ukraine,7.5,0.15444015444015446,2024-2025
General_Training,Ukraine,8,0.1329288472145615,2024-2025
General_Training,Ukraine,8.5,0.042471042471042476,2024-2025
General_Training,Ukraine,9,0.0011031439602868175,2024-2025
General_Training,United States of America,<4,6.651147322913202e-4,2024-2025
General_Training,United States of America,4,0.0013302294645826404,2024-2025
General_Training,United States of America,4.5,0.0013302294645826404,2024-2025
General_Training,United States of America,5,0.002993016295310941,2024-2025
General_Training,United States of America,5.5,0.008979048885932824,2024-2025
General_Training,United States of America,6,0.012304622547389423,2024-2025
General_Training,United States of America,6.5,0.020285999334885268,2024-2025
General_Training,United States of America,7,0.040571998669770536,2024-2025
General_Training,United States of America,7.5,0.08879281676089125,2024-2025
General_Training,United States of America,8,0.2128367143332225,2024-2025
General_Training,United States of America,8.5,0.4702361157299634,2024-2025
General_Training,United States of America,9,0.13967409378117723,2024-2025
General_Training,Vietnam,<4,0.04977556109725685,2024-2025
General_Training,Vietnam,4,0.06733167082294264,2024-2025
General_Training,Vietnam,4.5,0.11092269326683292,2024-2025
General_Training,Vietnam,5,0.14084788029925188,2024-2025
General_Training,Vietnam,5.5,0.130573566084788,2024-2025
General_Training,Vietnam,6,0.12379052369077308,2024-2025
General_Training,Vietnam,6.5,0.11231920199501247,2024-2025
General_Training,Vietnam,7,0.09047381546134663,2024-2025
General_Training,Vietnam,7.5,0.09017456359102244,2024-2025
General_Training,Vietnam,8,0.06364089775561096,2024-2025
General_Training,Vietnam,8.5,0.019551122194513715,2024-2025
General_Training,Vietnam,9,5.98503740648379e-4,2024-2025
General_Training,Zimbabwe,<4,0.0025456088247772595,2024-2025
General_Training,Zimbabwe,4,0.009333899024183284,2024-2025
General_Training,Zimbabwe,4.5,0.024748974685334466,2024-2025
General_Training,Zimbabwe,5,0.07085277895630038,2024-2025
General_Training,Zimbabwe,5.5,0.1558478291613633,2024-2025
General_Training,Zimbabwe,6,0.21086126431904964,2024-2025
General_Training,Zimbabwe,6.5,0.1978503747701881,2024-2025
General_Training,Zimbabwe,7,0.14170555791260075,2024-2025
General_Training,Zimbabwe,7.5,0.09970301230377598,2024-2025
General_Training,Zimbabwe,8,0.061660302644604724,2024-2025
General_Training,Zimbabwe,8.5,0.023193324847970587,2024-2025
General_Training,Zimbabwe,9,0.0016970725498515063,2024-2025
Academic,Azerbaijan,<4,0.001203079884504331,2023-2024
Academic,Azerbaijan,4,0.003007699711260828,2023-2024
Academic,Azerbaijan,4.5,0.009985563041385948,2023-2024
Academic,Azerbaijan,5,0.03994225216554379,2023-2024
Academic,Azerbaijan,5.5,0.11345043310875841,2023-2024
Academic,Azerbaijan,6,0.19886910490856594,2023-2024
Academic,Azerbaijan,6.5,0.21944177093359,2023-2024
Academic,Azerbaijan,7,0.19201154956689123,2023-2024
Academic,Azerbaijan,7.5,0.1373917228103946,2023-2024
Academic,Azerbaijan,8,0.07519249278152068,2023-2024
Academic,Azerbaijan,8.5,0.009143407122232916,2023-2024
Academic,Azerbaijan,9,3.609239653512993e-4,2023-2024
Academic,Bangladesh,<4,0.012752278141355463,2023-2024
Academic,Bangladesh,4,0.036335136954153795,2023-2024
Academic,Bangladesh,4.5,0.0866623568689615,2023-2024
Academic,Bangladesh,5,0.1480149839268161,2023-2024
Academic,Bangladesh,5.5,0.20412500774878012,2023-2024
Academic,Bangladesh,6,0.20391246977975755,2023-2024
Academic,Bangladesh,6.5,0.14189566156870734,2023-2024
Academic,Bangladesh,7,0.0855022537880465,2023-2024
Academic,Bangladesh,7.5,0.05169986096474527,2023-2024
Academic,Bangladesh,8,0.024610125663074186,2023-2024
Academic,Bangladesh,8.5,0.004454441600765137,2023-2024
Academic,Bangladesh,9,3.5422994837098504e-5,2023-2024
