gender,event,medal,athlete,abb,country,grp_id,type,year,guide
Men,Teams Open,Bronze,CROSS Aaron,USA,United States of America,1,Archery,2004,NA
Men,Teams Open,Bronze,FABRY Jeffrey,USA,United States of America,2,Archery,2004,NA
Men,Teams Open,Bronze,STONE Kevin,USA,United States of America,3,Archery,2004,NA
Women,Teams Open,Gold,CHAPMAN Anita,GBR,Great Britain,1,Archery,2004,NA
Women,Teams Open,Gold,PARKER Margaret,GBR,Great Britain,2,Archery,2004,NA
Women,Teams Open,Gold,SMITH Kathleen,GBR,Great Britain,3,Archery,2004,NA
Women,Teams Open,Silver,FANTATO Paola,ITA,Italy,1,Archery,2004,NA
Women,Teams Open,Silver,MENCONI Anna,ITA,Italy,2,Archery,2004,NA
Women,Teams Open,Silver,TRUCCOLO Sandra,ITA,Italy,3,Archery,2004,NA
Women,Teams Open,Bronze,KO Hee Sook,KOR,Korea,1,Archery,2004,NA
Women,Teams Open,Bronze,LEE Hwa Sook,KOR,Korea,2,Archery,2004,NA
Women,Teams Open,Bronze,LEE Kyung Hee,KOR,Korea,3,Archery,2004,NA
Men,Individual Compound W1,Gold,DRAHONINSKY David,CZE,NA,NA,Archery,2008,NA
Men,Individual Compound W1,Silver,CAVANAGH John,GBR,NA,NA,Archery,2008,NA
Men,Individual Compound W1,Bronze,FABRY Jeff,USA,NA,NA,Archery,2008,NA
Men,Individual Compound Open,Gold,STUBBS John,GBR,NA,NA,Archery,2008,NA
Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,NA,NA,Archery,2008,NA
Men,Individual Compound Open,Bronze,HORNER Philippe,SUI,NA,NA,Archery,2008,NA
Men,Individual Recurve W1/W2,Gold,CHENG Changjie,CHN,NA,NA,Archery,2008,NA
Men,Individual Recurve W1/W2,Silver,VITALE Marco,ITA,NA,NA,Archery,2008,NA
Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TPE,NA,NA,Archery,2008,NA
Men,Individual Recurve Standing,Gold,DAMBADONDOG Baatarjav,MGL,NA,NA,Archery,2008,NA
Men,Individual Recurve Standing,Silver,MEUNIER Fabrice,FRA,NA,NA,Archery,2008,NA
Men,Individual Recurve Standing,Bronze,CHEN Yegang,CHN,NA,NA,Archery,2008,NA
Women,Individual Compound Open,Gold,BROWN Danielle,GBR,NA,NA,Archery,2008,NA
Women,Individual Compound Open,Silver,KAMIYA Chieko,JPN,NA,NA,Archery,2008,NA
Women,Individual Compound Open,Bronze,CLARKE Mel,GBR,NA,NA,Archery,2008,NA
Women,Individual Recurve W1/W2,Gold,GIRISMEN Gizem,TUR,NA,NA,Archery,2008,NA
Women,Individual Recurve W1/W2,Silver,FU Hongzhi,CHN,NA,NA,Archery,2008,NA
Women,Individual Recurve W1/W2,Bronze,XIAO Yanhong,CHN,NA,NA,Archery,2008,NA
Women,Individual Recurve Standing,Gold,LEE Hwa Sook,KOR,NA,NA,Archery,2008,NA
Women,Individual Recurve Standing,Silver,GAO Fangxia,CHN,NA,NA,Archery,2008,NA
Women,Individual Recurve Standing,Bronze,CARMICHAEL Lindsey,USA,NA,NA,Archery,2008,NA
Men,Team Recurve Open,Gold,CHO Hyun Kwan,KOR,Korea,1,Archery,2008,NA
Men,Team Recurve Open,Gold,KIM Hong Kyu,KOR,Korea,2,Archery,2008,NA
Men,Team Recurve Open,Gold,LEE Hong Gu,KOR,Korea,3,Archery,2008,NA
Men,Team Recurve Open,Silver,CHEN Yegang,CHN,China,1,Archery,2008,NA
Men,Team Recurve Open,Silver,CHENG Changjie,CHN,China,2,Archery,2008,NA
Men,Team Recurve Open,Silver,DONG Zhi,CHN,China,3,Archery,2008,NA
Men,Team Recurve Open,Bronze,DE PELLEGRIN Oscar,ITA,Italy,1,Archery,2008,NA
Men,Team Recurve Open,Bronze,ESPOSITO Mario,ITA,Italy,2,Archery,2008,NA
Men,Team Recurve Open,Bronze,VITALE Marco,ITA,Italy,3,Archery,2008,NA
Women,Team Recurve Open,Gold,FU Hongzhi,CHN,China,1,Archery,2008,NA
Women,Team Recurve Open,Gold,GAO Fangxia,CHN,China,2,Archery,2008,NA
Women,Team Recurve Open,Gold,XIAO Yanhong,CHN,China,3,Archery,2008,NA
Women,Team Recurve Open,Silver,KIM Ki Hee,KOR,Korea,1,Archery,2008,NA
Women,Team Recurve Open,Silver,KIM Ran Sook,KOR,Korea,2,Archery,2008,NA
Women,Team Recurve Open,Silver,LEE Hwa Sook,KOR,Korea,3,Archery,2008,NA
Women,Team Recurve Open,Bronze,CERNA Miroslava,CZE,Czech Republic,1,Archery,2008,NA
Women,Team Recurve Open,Bronze,KUNCOVA Lenka,CZE,Czech Republic,2,Archery,2008,NA
Women,Team Recurve Open,Bronze,SIDKOVA Marketa,CZE,Czech Republic,3,Archery,2008,NA
Men,Individual Compound W1,Gold,FABRY Jeff,USA,NA,NA,Archery,2012,NA
Men,Individual Compound W1,Silver,DRAHONINSKY David,CZE,NA,NA,Archery,2012,NA
Men,Individual Compound W1,Bronze,MURPHY Norbert,CAN,NA,NA,Archery,2012,NA
Men,Individual Compound Open,Gold,FORSBERG Jere,FIN,NA,NA,Archery,2012,NA
Men,Individual Compound Open,Silver,STUTZMAN Matt,USA,NA,NA,Archery,2012,NA
Men,Individual Compound Open,Bronze,HANCI Dogan,TUR,NA,NA,Archery,2012,NA
Men,Individual Recurve W1/W2,Gold,DE PELLEGRIN Oscar,ITA,NA,NA,Archery,2012,NA
Men,Individual Recurve W1/W2,Silver,SANAWI Hasihin,MAS,NA,NA,Archery,2012,NA
Men,Individual Recurve W1/W2,Bronze,TSENG Lung Hui,TPE,NA,NA,Archery,2012,NA
Men,Individual Recurve Standing,Gold,TUCHINOV Timur,RUS,NA,NA,Archery,2012,NA
Men,Individual Recurve Standing,Silver,SHESTAKOV Oleg,RUS,NA,NA,Archery,2012,NA
Men,Individual Recurve Standing,Bronze,OYUN Mikhail,RUS,NA,NA,Archery,2012,NA
Women,Individual Compound Open,Gold,BROWN Danielle,GBR,NA,NA,Archery,2012,NA
Women,Individual Compound Open,Silver,CLARKE Mel,GBR,NA,NA,Archery,2012,NA
Women,Individual Compound Open,Bronze,ARTAKHINOVA Stepanida,RUS,NA,NA,Archery,2012,NA
Women,Individual Recurve W1/W2,Gold,NEMATI Zahra,IRI,NA,NA,Archery,2012,NA
Women,Individual Recurve W1/W2,Silver,MIJNO Elisabetta,ITA,NA,NA,Archery,2012,NA
Women,Individual Recurve W1/W2,Bronze,LI Jinzhi,CHN,NA,NA,Archery,2012,NA
Women,Individual Recurve Standing,Gold,YAN Huilian,CHN,NA,NA,Archery,2012,NA
Women,Individual Recurve Standing,Silver,LEE Hwa Sook,KOR,NA,NA,Archery,2012,NA
Women,Individual Recurve Standing,Bronze,OLSZEWSKA Milena,POL,NA,NA,Archery,2012,NA
Men,Team Recurve Open,Gold,OYUN Mikhail,RUS,Russia,1,Archery,2012,NA
Men,Team Recurve Open,Gold,SHESTAKOV Oleg,RUS,Russia,2,Archery,2012,NA
Men,Team Recurve Open,Gold,TUCHINOV Timur,RUS,Russia,3,Archery,2012,NA
Men,Team Recurve Open,Silver,JUNG Young Joo,KOR,Korea,1,Archery,2012,NA
Men,Team Recurve Open,Silver,KIM Suk Ho,KOR,Korea,2,Archery,2012,NA
Men,Team Recurve Open,Silver,LEE Myeong Gu,KOR,Korea,3,Archery,2012,NA
Men,Team Recurve Open,Bronze,CHENG Changjie,CHN,China,1,Archery,2012,NA
Men,Team Recurve Open,Bronze,DONG Zhi,CHN,China,2,Archery,2012,NA
Men,Team Recurve Open,Bronze,LI Zongshan,CHN,China,3,Archery,2012,NA
Women,Team Recurve Open,Gold,KIM Ran Sook,KOR,Korea,1,Archery,2012,NA
Women,Team Recurve Open,Gold,KO Hee Sook,KOR,Korea,2,Archery,2012,NA
Women,Team Recurve Open,Gold,LEE Hwa Sook,KOR,Korea,3,Archery,2012,NA
Women,Team Recurve Open,Silver,GAO Fangxia,CHN,China,1,Archery,2012,NA
Women,Team Recurve Open,Silver,XIAO Yanhong,CHN,China,2,Archery,2012,NA
Women,Team Recurve Open,Silver,YAN Huilian,CHN,China,3,Archery,2012,NA
Women,Team Recurve Open,Bronze,JAVANMARD Zahra,IRI,Iran,1,Archery,2012,NA
Women,Team Recurve Open,Bronze,NEMATI Zahra,IRI,Iran,2,Archery,2012,NA
Women,Team Recurve Open,Bronze,SHIR MOHAMMADI Razieh,IRI,Iran,3,Archery,2012,NA
Men,Individual W1,Gold,WALKER John,GBR,NA,NA,Archery,2016,NA
Men,Individual W1,Silver,DRAHONINSKY David,CZE,NA,NA,Archery,2016,NA
Men,Individual W1,Bronze,KINIK Peter,SVK,NA,NA,Archery,2016,NA
Men,Individual Compound Open,Gold,SHELBY Andre,USA,NA,NA,Archery,2016,NA
Men,Individual Compound Open,Silver,SIMONELLI Alberto,ITA,NA,NA,Archery,2016,NA
Men,Individual Compound Open,Bronze,MILNE Jonathon,AUS,NA,NA,Archery,2016,NA
Men,Individual Recurve Open,Gold,RAHIMI Gholamreza,IRI,NA,NA,Archery,2016,NA
Men,Individual Recurve Open,Silver,NETSIRI Hanreuchai,THA,NA,NA,Archery,2016,NA
Men,Individual Recurve Open,Bronze,RANJBARKIVAJ Ebrahim,IRI,NA,NA,Archery,2016,NA
Women,Individual W1,Gold,STRETTON Jessica,GBR,NA,NA,Archery,2016,NA
Women,Individual W1,Silver,FRITH Jo,GBR,NA,NA,Archery,2016,NA
Women,Individual W1,Bronze,JENKINS Vicky,GBR,NA,NA,Archery,2016,NA
Women,Individual Compound Open,Gold,ZHOU Jiamin,CHN,NA,NA,Archery,2016,NA
Women,Individual Compound Open,Silver,LIN Yueshan,CHN,NA,NA,Archery,2016,NA
Women,Individual Compound Open,Bronze,KIM Mi Soon,KOR,NA,NA,Archery,2016,NA
Women,Individual Recurve Open,Gold,NEMATI Zahra,IRI,NA,NA,Archery,2016,NA
Women,Individual Recurve Open,Silver,WU Chunyan,CHN,NA,NA,Archery,2016,NA
Women,Individual Recurve Open,Bronze,OLSZEWSKA Milena,POL,NA,NA,Archery,2016,NA
Mixed,Team W1,Gold,WALKER John,GBR,Great Britain,1,Archery,2016,NA
Mixed,Team W1,Gold,FRITH Jo,GBR,Great Britain,2,Archery,2016,NA
Mixed,Team W1,Silver,KOO Dong Sub,KOR,Korea,1,Archery,2016,NA
Mixed,Team W1,Silver,KIM Ok Geum,KOR,Korea,2,Archery,2016,NA
Mixed,Team W1,Bronze,DRAHONINSKY David,CZE,Czech Republic,1,Archery,2016,NA
Mixed,Team W1,Bronze,MUSILOVA Sarka,CZE,Czech Republic,2,Archery,2016,NA
Mixed,Team Compound Open,Gold,AI Xinliang,CHN,China,1,Archery,2016,NA
Mixed,Team Compound Open,Gold,ZHOU Jiamin,CHN,China,2,Archery,2016,NA
Mixed,Team Compound Open,Silver,STUBBS John,GBR,Great Britain,1,Archery,2016,NA
Mixed,Team Compound Open,Silver,GRINHAM Jodie,GBR,Great Britain,2,Archery,2016,NA
Mixed,Team Compound Open,Bronze,LEE Ouk Soo,KOR,Korea,1,Archery,2016,NA
Mixed,Team Compound Open,Bronze,KIM Mi Soon,KOR,Korea,2,Archery,2016,NA
Mixed,Team Recurve Open,Gold,ZHAO Lixue,CHN,China,1,Archery,2016,NA
Mixed,Team Recurve Open,Gold,WU Chunyan,CHN,China,2,Archery,2016,NA
Mixed,Team Recurve Open,Silver,NEMATI Zahra,IRI,Iran,1,Archery,2016,NA
Mixed,Team Recurve Open,Silver,RANJBARKIVAJ Ebrahim,IRI,Iran,2,Archery,2016,NA
Mixed,Team Recurve Open,Bronze,MIJNO Elisabetta,ITA,Italy,1,Archery,2016,NA
Mixed,Team Recurve Open,Bronze,AIROLDI Roberto,ITA,Italy,2,Archery,2016,NA
Men,60 m 1A,Gold,DE LAS FUENTES Francisco,MEX,NA,NA,Athletics,1980,NA
Men,60 m 1A,Silver,BIRCH G.,CAN,NA,NA,Athletics,1980,NA
Men,60 m 1A,Bronze,CAVIGELLI Meinrad,SUI,NA,NA,Athletics,1980,NA
Men,60 m 1B,Gold,HEDMAN Leif,SWE,NA,NA,Athletics,1980,NA
Men,60 m 1B,Silver,GRANADOS Arturo,MEX,NA,NA,Athletics,1980,NA
Men,60 m 1B,Bronze,MOUZAKIS George,GRE,NA,NA,Athletics,1980,NA
Men,60 m 1C,Gold,MONSALVO Eduardo,MEX,NA,NA,Athletics,1980,NA
Men,60 m 1C,Silver,SANDOVAL Pedro,MEX,NA,NA,Athletics,1980,NA
Men,60 m 1C,Bronze,MILLER D.,NZL,NA,NA,Athletics,1980,NA
Men,60 m A,Gold,MCLEOD William,GBR,NA,NA,Athletics,1980,NA
Men,60 m A,Silver,COPELAND Melvin,USA,NA,NA,Athletics,1980,NA
Men,60 m A,Bronze,KOZUCH Ryszard,POL,NA,NA,Athletics,1980,NA
Men,80 m CP C,Gold,HAVARD Andre,FRA,NA,NA,Athletics,1980,NA
Men,80 m CP C,Silver,HARBORN Tony,SWE,NA,NA,Athletics,1980,NA
Men,80 m CP C,Bronze,SWAHN Bertil,SWE,NA,NA,Athletics,1980,NA
Men,80 m CP D,Gold,THOMSEN Henrik,DEN,NA,NA,Athletics,1980,NA
Men,80 m CP D,Silver,DUVIVIER,FRA,NA,NA,Athletics,1980,NA
Men,80 m CP D,Bronze,GRAHAM Arthur,USA,NA,NA,Athletics,1980,NA
Men,100 m B,Gold,LANDOS Jerzy,POL,NA,NA,Athletics,1980,NA
Men,100 m B,Silver,HAYNES Winford,USA,NA,NA,Athletics,1980,NA
Men,100 m B,Bronze,POKRYWKA Jozef,POL,NA,NA,Athletics,1980,NA
Men,100 m C,Gold,BELANGER Magella,CAN,NA,NA,Athletics,1980,NA
Men,100 m C,Silver,WILLS Tony,CAN,NA,NA,Athletics,1980,NA
Men,100 m C,Bronze,EGAN Joe,AUS,NA,NA,Athletics,1980,NA
Men,100 m C1,Gold,LAPALME Denis,CAN,NA,NA,Athletics,1980,NA
Men,100 m C1,Silver,KARNER Alois,AUT,NA,NA,Athletics,1980,NA
Men,100 m C1,Bronze,PIATKOWSKI Henryk,POL,NA,NA,Athletics,1980,NA
Men,100 m D,Gold,WAGNER K.,FRG,NA,NA,Athletics,1980,NA
Men,100 m D,Silver,HARRISON J.,CAN,NA,NA,Athletics,1980,NA
Men,100 m D,Bronze,WILL K.,FRG,NA,NA,Athletics,1980,NA
Men,100 m E,Gold,JAUHIAINEN Harri,FIN,NA,NA,Athletics,1980,NA
Men,100 m E,Silver,KRAUZ Jan,POL,NA,NA,Athletics,1980,NA
Men,100 m E,Bronze,PICKL Wolfgang,AUT,NA,NA,Athletics,1980,NA
Men,100 m E1,Gold,PEDERSEN Cato Zahl,NOR,NA,NA,Athletics,1980,NA
Men,100 m E1,Silver,GERSHONI Yekutiel,ISR,NA,NA,Athletics,1980,NA
Men,100 m E1,Bronze,SCHMIT Marco,LUX,NA,NA,Athletics,1980,NA
Men,100 m F,Gold,LANHAM,AUS,NA,NA,Athletics,1980,NA
Men,100 m F,Silver,KO Shing Chi,HKG,NA,NA,Athletics,1980,NA
Men,100 m F,Bronze,KOLM Gerhard,AUT,NA,NA,Athletics,1980,NA
Men,100 m F1,Gold,BERG Matthias,FRG,NA,NA,Athletics,1980,NA
Men,100 m F1,Silver,PEART C.,CAN,NA,NA,Athletics,1980,NA
Men,100 m F1,Bronze,SCHARMENTKE R.,FRG,NA,NA,Athletics,1980,NA
Men,100 m 2,Gold,VALDEZ Eusebio,MEX,NA,NA,Athletics,1980,NA
Men,100 m 2,Silver,MERAWEH Shafy,KUW,NA,NA,Athletics,1980,NA
Men,100 m 2,Bronze,KERR Gary,USA,NA,NA,Athletics,1980,NA
Men,100 m 3,Gold,LOFSTROM Lars,SWE,NA,NA,Athletics,1980,NA
Men,100 m 3,Silver,DE VOS Marc,BEL,NA,NA,Athletics,1980,NA
Men,100 m 3,Bronze,ALP Chris,AUS,NA,NA,Athletics,1980,NA
Men,100 m 4,Gold,PARKS B.,USA,NA,NA,Athletics,1980,NA
Men,100 m 4,Silver,JOHANSSON Rolf,SWE,NA,NA,Athletics,1980,NA
Men,100 m 4,Bronze,OLIVER Richard,AUS,NA,NA,Athletics,1980,NA
Men,100 m 5,Gold,DE MEYER M.,BEL,NA,NA,Athletics,1980,NA
Men,100 m 5,Silver,FITZGERALD M.,CAN,NA,NA,Athletics,1980,NA
Men,100 m 5,Bronze,HUBEL Erich,AUS,NA,NA,Athletics,1980,NA
Men,100 m D1 runners,Gold,FINK Walter,AUT,NA,NA,Athletics,1980,NA
Men,100 m D1 wheelchairs,Gold,MARTINSON Jim,USA,NA,NA,Athletics,1980,NA
Men,100 m D1 wheelchairs,Silver,BRINKMAN C.,USA,NA,NA,Athletics,1980,NA
Men,100 m D1 wheelchairs,Bronze,ZIERL Walter,AUT,NA,NA,Athletics,1980,NA
Men,200 m 2,Gold,VALDEZ Eusebio,MEX,NA,NA,Athletics,1980,NA
Men,200 m 2,Silver,KERR Gary,USA,NA,NA,Athletics,1980,NA
Men,200 m 2,Bronze,OVIEDO G. M.,MEX,NA,NA,Athletics,1980,NA
Men,200 m 3,Gold,NUGENT Michael,AUS,NA,NA,Athletics,1980,NA
Men,200 m 3,Silver,DE VOS Marc,BEL,NA,NA,Athletics,1980,NA
Men,200 m 3,Bronze,ALP Chris,AUS,NA,NA,Athletics,1980,NA
Men,400 m A,Gold,YORK Patrick,CAN,NA,NA,Athletics,1980,NA
Men,400 m A,Silver,MEYER Klaus,FRG,NA,NA,Athletics,1980,NA
Men,400 m A,Bronze,VISSER J. W.,NED,NA,NA,Athletics,1980,NA
Men,400 m B,Gold,LANDOS Jerzy,POL,NA,NA,Athletics,1980,NA
Men,400 m B,Silver,POKRYWKA Jozef,POL,NA,NA,Athletics,1980,NA
Men,400 m B,Bronze,MATTON Freddy,BEL,NA,NA,Athletics,1980,NA
Men,400 m C,Gold,JOHANN Jurgen,FRG,NA,NA,Athletics,1980,NA
Men,400 m C,Silver,BRUNNER Karl,AUT,NA,NA,Athletics,1980,NA
Men,400 m C,Bronze,EGAN Joe,AUS,NA,NA,Athletics,1980,NA
Men,400 m C1,Gold,KARNER Alois,AUT,NA,NA,Athletics,1980,NA
Men,400 m C1,Silver,MAMINSKI Mieczyslaw,POL,NA,NA,Athletics,1980,NA
Men,400 m D,Gold,HARRISON J.,CAN,NA,NA,Athletics,1980,NA
Men,400 m D,Silver,WILL K.,FRG,NA,NA,Athletics,1980,NA
Men,400 m D,Bronze,WAGNER K.,FRG,NA,NA,Athletics,1980,NA
Men,400 m E,Gold,JAUHIAINEN Harri,FIN,NA,NA,Athletics,1980,NA
Men,400 m E,Silver,KRAUZ Jan,POL,NA,NA,Athletics,1980,NA
Men,400 m E,Bronze,LINDBERG R.,FIN,NA,NA,Athletics,1980,NA
Men,400 m E1,Gold,PEDERSEN Cato Zahl,NOR,NA,NA,Athletics,1980,NA
Men,400 m E1,Silver,GERSHONI Yekutiel,ISR,NA,NA,Athletics,1980,NA
Men,400 m F,Gold,WIERZBICKI Marian,POL,NA,NA,Athletics,1980,NA
Men,400 m F,Silver,LANHAM,AUS,NA,NA,Athletics,1980,NA
Men,400 m F,Bronze,KOLM Gerhard,AUT,NA,NA,Athletics,1980,NA
Men,400 m F1,Gold,BERG Matthias,FRG,NA,NA,Athletics,1980,NA
Men,400 m F1,Silver,SCHARMENTKE R.,FRG,NA,NA,Athletics,1980,NA
Men,400 m F1,Bronze,PEART C.,CAN,NA,NA,Athletics,1980,NA
Men,400 m 2,Gold,VALDEZ Eusebio,MEX,NA,NA,Athletics,1980,NA
Men,400 m 2,Silver,KERR Gary,USA,NA,NA,Athletics,1980,NA
Men,400 m 2,Bronze,MERAWEH Shafy,KUW,NA,NA,Athletics,1980,NA
Men,400 m 3,Gold,DE VOS Marc,BEL,NA,NA,Athletics,1980,NA
Men,400 m 3,Silver,NUGENT Michael,AUS,NA,NA,Athletics,1980,NA
Men,400 m 3,Bronze,POINTER Fred,AUS,NA,NA,Athletics,1980,NA
Men,400 m D1 runners,Gold,FINK Walter,AUT,NA,NA,Athletics,1980,NA
Men,400 m D1 wheelchairs,Gold,BRINKMAN C.,USA,NA,NA,Athletics,1980,NA
Men,400 m D1 wheelchairs,Silver,MARTINSON Jim,USA,NA,NA,Athletics,1980,NA
Men,400 m D1 wheelchairs,Bronze,FINCH J.,USA,NA,NA,Athletics,1980,NA
Men,800 m CP C,Gold,SHAWN Bertil,SWE,NA,NA,Athletics,1980,NA
Men,800 m CP C,Silver,HARBORN Tony,SWE,NA,NA,Athletics,1980,NA
Men,800 m CP C,Bronze,PANICO Mario,ITA,NA,NA,Athletics,1980,NA
Men,800 m CP D,Gold,ANDERSSON Jonas,SWE,NA,NA,Athletics,1980,NA
Men,800 m CP D,Silver,THOMSEN Henrik,DEN,NA,NA,Athletics,1980,NA
Men,800 m CP D,Bronze,DUVIVIER,FRA,NA,NA,Athletics,1980,NA
Men,800 m 4,Gold,HANSEN R.,CAN,NA,NA,Athletics,1980,NA
Men,800 m 4,Silver,PARKS B.,USA,NA,NA,Athletics,1980,NA
Men,800 m 4,Bronze,MARTINEZ Uriel,MEX,NA,NA,Athletics,1980,NA
Men,800 m 5,Gold,FITZGERALD M.,CAN,NA,NA,Athletics,1980,NA
Men,800 m 5,Silver,HUBEL Erich,AUS,NA,NA,Athletics,1980,NA
Men,800 m 5,Bronze,ROEK E. H.,NED,NA,NA,Athletics,1980,NA
Men,1500 m A,Gold,PILON Jacques,CAN,NA,NA,Athletics,1980,NA
Men,1500 m A,Silver,GAASEMYR Joerund,NOR,NA,NA,Athletics,1980,NA
Men,1500 m A,Bronze,AALIEN Hans Anton,NOR,NA,NA,Athletics,1980,NA
Men,1500 m B,Gold,ENGLISH P.,CAN,NA,NA,Athletics,1980,NA
Men,1500 m B,Silver,STANSELL Leamon,USA,NA,NA,Athletics,1980,NA
Men,1500 m B,Bronze,SANDILANDS B.,AUS,NA,NA,Athletics,1980,NA
Men,1500 m E,Gold,LINDBERG R.,FIN,NA,NA,Athletics,1980,NA
Men,1500 m E,Silver,FACEY C.,CAN,NA,NA,Athletics,1980,NA
Men,1500 m E,Bronze,KRAUZ Jan,POL,NA,NA,Athletics,1980,NA
Men,1500 m E1,Gold,PEDERSEN Cato Zahl,NOR,NA,NA,Athletics,1980,NA
Men,1500 m E1,Silver,GERSHONI Yekutiel,ISR,NA,NA,Athletics,1980,NA
Men,1500 m E1,Bronze,NIELSEN Jorn,DEN,NA,NA,Athletics,1980,NA
Men,1500 m F,Gold,SCHROEDER Karl,FRG,NA,NA,Athletics,1980,NA
Men,1500 m F,Silver,ALEXANDRE J.,FRA,NA,NA,Athletics,1980,NA
Men,1500 m F,Bronze,SANTOS J.,ESP,NA,NA,Athletics,1980,NA
Men,1500 m F1,Gold,GHREEB Khater Eid,EGY,NA,NA,Athletics,1980,NA
Men,1500 m 4,Gold,PARKS B.,USA,NA,NA,Athletics,1980,NA
Men,1500 m 4,Silver,HANSEN R.,CAN,NA,NA,Athletics,1980,NA
Men,1500 m 4,Bronze,VAN OPHEM Remi,BEL,NA,NA,Athletics,1980,NA
Men,1500 m 5,Gold,FITZGERALD M.,CAN,NA,NA,Athletics,1980,NA
Men,1500 m 5,Silver,ROEK E. H.,NED,NA,NA,Athletics,1980,NA
Men,1500 m 5,Bronze,HUBEL Erich,AUS,NA,NA,Athletics,1980,NA
Men,5000 m Walk A,Gold,KOBAYASHI S.,JPN,NA,NA,Athletics,1980,NA
Men,5000 m Walk A,Silver,LUOTONEN R.,FIN,NA,NA,Athletics,1980,NA
Men,5000 m Walk A,Bronze,JANCIC Miroslav,YUG,NA,NA,Athletics,1980,NA
Men,5000 m Walk B,Gold,HOWIE D.,GBR,NA,NA,Athletics,1980,NA
Men,5000 m Walk B,Silver,O'NEIL Gerald,USA,NA,NA,Athletics,1980,NA
Men,5000 m Walk B,Bronze,MORTEN E.,CAN,NA,NA,Athletics,1980,NA
Men,Slalom 1A,Gold,CAVIGELLI Meinrad,SUI,NA,NA,Athletics,1980,NA
Men,Slalom 1A,Silver,DE LAS FUENTES Francisco,MEX,NA,NA,Athletics,1980,NA
Men,Slalom 1A,Bronze,BATT E.,CAN,NA,NA,Athletics,1980,NA
Men,Slalom 1B,Gold,CIUFFREDA Giovanni,ITA,NA,NA,Athletics,1980,NA
Men,Slalom 1B,Silver,SLIJKERMAN C. J. M.,NED,NA,NA,Athletics,1980,NA
Men,Slalom 1B,Bronze,VAN DER BELT J.,NED,NA,NA,Athletics,1980,NA
Men,Slalom 1C,Gold,MILLER D.,NZL,NA,NA,Athletics,1980,NA
Men,Slalom 1C,Silver,CORNEJO Juan,MEX,NA,NA,Athletics,1980,NA
Men,Slalom 1C,Bronze,YAMAGUCHI Kazuo,JPN,NA,NA,Athletics,1980,NA
Men,Slalom F1,Gold,BRAND Andreas,FRG,NA,NA,Athletics,1980,NA
Men,Slalom F1,Silver,BERG Matthias,FRG,NA,NA,Athletics,1980,NA
Men,Slalom F1,Bronze,GHREEB Khater Eid,EGY,NA,NA,Athletics,1980,NA
Men,Slalom 2,Gold,TSUNODA Yoshio,JPN,NA,NA,Athletics,1980,NA
Men,Slalom 2,Silver,CONDON Graham,NZL,NA,NA,Athletics,1980,NA
Men,Slalom 2,Bronze,STEILBORG Jensen Frits,DEN,NA,NA,Athletics,1980,NA
Men,Slalom 3,Gold,VAN WINKEL Paul,BEL,NA,NA,Athletics,1980,NA
Men,Slalom 3,Silver,GOLOMBEK Gregor,FRG,NA,NA,Athletics,1980,NA
Men,Slalom 3,Bronze,POINTER Fred,AUS,NA,NA,Athletics,1980,NA
Men,Slalom 4,Gold,GO Tadanobu,JPN,NA,NA,Athletics,1980,NA
Men,Slalom 4,Silver,HARA Masahiro,JPN,NA,NA,Athletics,1980,NA
Men,Slalom 4,Bronze,MINOR R.,CAN,NA,NA,Athletics,1980,NA
Men,Slalom 5,Gold,NIETLISPACH Franz,SUI,NA,NA,Athletics,1980,NA
Men,Slalom 5,Silver,OGAWA Fumio,JPN,NA,NA,Athletics,1980,NA
Men,Slalom 5,Bronze,MCINTYRE Robert,AUS,NA,NA,Athletics,1980,NA
Men,High Jump A,Gold,LAMBIER E.,CAN,NA,NA,Athletics,1980,NA
Men,High Jump A,Silver,WRIGHT Robert,USA,NA,NA,Athletics,1980,NA
Men,High Jump A,Bronze,BOWMAN John,USA,NA,NA,Athletics,1980,NA
Men,High Jump B,Gold,MATSUI Hiromasa,JPN,NA,NA,Athletics,1980,NA
Men,High Jump B,Silver,HOFER August,AUT,NA,NA,Athletics,1980,NA
Men,High Jump B,Bronze,KNORRS W.,FRG,NA,NA,Athletics,1980,NA
Men,High Jump C,Gold,JOHANN Jurgen,FRG,NA,NA,Athletics,1980,NA
Men,High Jump C,Silver,WILLS Tony,CAN,NA,NA,Athletics,1980,NA
Men,High Jump D,Gold,BOLDT Arnold,CAN,NA,NA,Athletics,1980,NA
Men,High Jump D,Silver,WILLIS Anthony,GBR,NA,NA,Athletics,1980,NA
Men,High Jump D,Bronze,KOLODZIE Norbert,FRG,NA,NA,Athletics,1980,NA
Men,High Jump E,Gold,KRAUZ Jan,POL,NA,NA,Athletics,1980,NA
Men,High Jump E,Silver,KESSLER Walter,SUI,NA,NA,Athletics,1980,NA
Men,High Jump E,Bronze,GARCIA Andres,ESP,NA,NA,Athletics,1980,NA
Men,High Jump F,Gold,KOLM Gerhard,AUT,NA,NA,Athletics,1980,NA
Men,High Jump F,Silver,ISHII S.,JPN,NA,NA,Athletics,1980,NA
Men,High Jump F,Bronze,ATZMON Nitzan,ISR,NA,NA,Athletics,1980,NA
Men,Long Jump A,Gold,JOHNSEN Jarle,NOR,NA,NA,Athletics,1980,NA
