start_date,end_date,proposal_id,programme_name,sub_programme,supplement,research_body,research_body_ror_id,funder_name,crossref_funder_registry_id,proposal_title,current_total_commitment
2001-10-01,2007-03-31,00/PI.1/B038,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Establishing functional proteomic maps of proteins involved in apoptosis,5471668.03
2001-10-01,2006-12-04,00/PI.1/B045,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Pathogen-derived immunomodulatory molecules: future immunotherapeutics and vaccines,8069351.7
2001-10-01,2006-12-04,00/PI.1/B052,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Functional Organisation of Eukaryotic Genomes,5632098.22
2001-11-01,2007-04-04,00/PI.1/C067,Principal Investigator Programme,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Centre for the analysis and design of interacting computer controlled systems,7939335.11
2001-12-01,2006-11-05,00/PI.1/C017,Principal Investigator Programme,NA,NA,Technological University Dublin (TU Dublin),https://ror.org/04t0qbt32,Science Foundation Ireland,10.13039/501100001602,Measurement-Based Resource Management in Communication Networks.,2993354.6
2001-12-01,2007-05-04,00/PI.1/C028,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Nanostructures and Molecule Mechanics.,7567188.72
2001-12-01,2006-11-05,00/PI.1/C042,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Studies of Surfaces and Interfaces of Magnetic Spinel Oxides.,7785757.07
2001-12-01,2006-11-05,00/PI.1/C043A,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Conception and Implementation of Nanoscale Spin Electronics (CINSE),7458077.04
2001-12-01,2007-02-28,00/PI.1/C072,Principal Investigator Programme,NA,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,The Physics of Next Generation ICT Photonic Devices..,6343003
2001-12-01,2006-11-05,00/PI.1/C075,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Constraint Computation: Automation and Application,8240514.66
2001-12-01,2007-05-04,00/PI.1/C077A.2,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Atomtronics: Nanoscale Science and Technology for Future Information.,8287672.71
2002-04-01,2007-03-06,01/F.1/C004,Principal Investigator Programme,Fellow Award,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Sensitivity Analysis Solution Stability and Uncertainty in Constraint Programming,651381.52
2002-04-01,2007-03-06,01/F.1/C015,Principal Investigator Programme,Fellow Award,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Reliable and Scalable Information Services,648628.13
2002-06-01,2007-11-02,01/F.1/B006,Principal Investigator Programme,Fellow Award,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,A molecular genetic approach to elucidate brain wiring mechanisms in mouse,1814153.9
2002-07-01,2007-06-05,01/PI.2/B039C,Principal Investigator Programme,NA,NA,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,Advanced Techniques of Optical Imaging and their application in Biomedicine and Information Technology,6196746.05
2002-07-01,2007-09-03,01/PI.2/C033,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,The Function of Nanoscale Complex Systems,4238287.2
2002-07-01,2003-06-26,02/W/B12,ETS Walton Visitor Award,NA,NA,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Discovery of Therapeutic Targets in the Post-Genomics Era,153871.9
2002-07-01,2003-05-27,02/W/B13,ETS Walton Visitor Award,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Chemical Exploration of the Oxidative Metabolites of Aromatic Hydrocarbons,80340
2002-07-01,2003-06-26,02/W/B14,ETS Walton Visitor Award,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Understanding the Role of the Brain in Fatigue,188992
2002-07-01,2003-04-27,02/W/B15,ETS Walton Visitor Award,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Genomics and Proteomics approach to the control of emerging and re-emerging infectious diseases,75442.9
2002-07-01,2003-06-26,02/W/B16,ETS Walton Visitor Award,NA,NA,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,Computational Biomechanics,158305.24
2002-07-01,2003-06-26,02/W/B18,ETS Walton Visitor Award,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Cyclic-di-GMP signalling and the Environmental Regulation of Virulence Gene Expression in Bacterial Pathogens of Humans and Plants,115644.01
2002-07-01,2003-06-26,02/W/I02a,ETS Walton Visitor Award,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Materials Design and Molecular Alignments for V Shaped switching in Liquid Crystal on Silicon Microdisplays for Multimedia and IT,222974.7
2002-07-01,2003-06-26,02/W/I03,ETS Walton Visitor Award,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Programmable Quantum Processors,163089
2002-07-01,2003-07-26,02/W/I06,ETS Walton Visitor Award,NA,NA,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,Software Components Development,162695
2002-07-01,2003-05-27,02/W/I08,ETS Walton Visitor Award,NA,NA,Technological University Dublin (TU Dublin),https://ror.org/04t0qbt32,Science Foundation Ireland,10.13039/501100001602,Quantum information and coding,89662
2002-07-01,2003-06-30,02/W/I09,ETS Walton Visitor Award,NA,NA,Technological University Dublin (TU Dublin),https://ror.org/04t0qbt32,Science Foundation Ireland,10.13039/501100001602,Quantum information theory,226252
2002-07-01,2003-06-26,02/W/I11,ETS Walton Visitor Award,NA,NA,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,An Analysis of the Socio-Technical Factors Influencing the Evolution of Irelands ICT Sector,236124.2
2002-07-01,2003-06-26,02/W/M19,ETS Walton Visitor Award,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Industrial Process Ecology,64107
2002-08-01,2007-07-06,01/F.1/B022,Principal Investigator Programme,Fellow Award,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Impact of Hypoxia on cAMP-dependent Pro-inflammatory Gene Expression in Epithelial Cells,1612706.12
2002-08-01,2008-01-02,01/F.1/C013,Principal Investigator Programme,Fellow Award,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Nonlinear Dynamics and Quantum Optics of Semiconductor lasers for Phototonic Applications,1924425.96
2002-08-01,2008-01-02,01/PI.2/B024,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Toll-like receptors: targets for intervention in inflammatory and infectious diseases,3605786.43
2002-09-01,2007-08-06,01/F1/B018,Principal Investigator Programme,Fellow Award,NA,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,DNA double-strand break repair and the maintenance of genomic stability,1624292.94
2002-10-01,2008-03-03,01/F.1/B028,Principal Investigator Programme,Fellow Award,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Analysis of mammalian physiological and genetic regulatory networks using cDNA microarrays,1152315.01
2002-10-01,2007-09-05,01/F.1/C023,Principal Investigator Programme,Fellow Award,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,A Signal Processing Perspective on Multicarrier Communication Technology,688991.25
2002-10-01,2008-03-03,01/PI.2/C009,Principal Investigator Programme,NA,NA,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Mathematical Foundations Practical Notations and Tools for Reliable Flexible Systems,5268514.26
2002-10-01,2005-09-15,02/IN.1/B070,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Functional Characterisation of Rab4-and Rab 11-Interacting Proteins in Endosomal Recycling,1005462.89
2002-10-01,2006-09-10,02/IN.1/B102,Principal Investigator Programme,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Metabolic Engineering of the Chloroplast for Health and Industry,642337.89
2002-10-01,2006-09-10,02/IN.1/B52,Principal Investigator Programme,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Determination of Stem Cell and Differentiation Pathways Within the Lung Epithelium,658858.15
2002-10-01,2006-09-10,02/IN.1/I048,Principal Investigator Programme,NA,NA,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Grammatical Evolution - A Single Evolutionary Framework,1235075.92
2002-10-01,2006-09-10,02/IN.1/I056,Principal Investigator Programme,NA,NA,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Automated Computer Analysis of Computed Tomography Colongraphy Image Data Sets.,534891.17
2002-10-01,2006-09-10,02/IN.1/I108,Principal Investigator Programme,NA,NA,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Building a Bi-Directional Bridge Between Theory and Practice (B4-STEP),931134.55
2002-10-01,2006-09-10,02/IN.1/I111,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,The Knowledge Discovery Project: Tools to Uncover New Knowledge through Data Mining in Bioinformatics Medical Informatics and Finance,959593.44
2002-10-01,2006-01-13,02/IN.1/I40,Principal Investigator Programme,NA,NA,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Development of Coding and Signal Processing for Gbps Data Storage and Baseband Communciations,245236.02
2002-10-01,2006-09-10,02/IN.1/IM062,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Mathematical Modelling of Randomness for applications in ICT and Biotechnology,544453.73
2002-11-01,2006-10-11,02/IN.1/B093,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Pharmacological Manipulation of Bilirubin Levels: Implications for Neonatal Jaundice and Coronary Care,1006030.34
2002-11-01,2007-04-09,02/IN.1/I100,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,MUSTER - Multilingual Ubiquitous Speech Technology: Enhanced and Rethought,816705.11
2002-12-01,2003-11-26,02/CE.1/I148,Centres for Science Engineering and Technology Programme,Planning,NA,South East Technological University (SETU),https://ror.org/03fgx6868,Science Foundation Ireland,10.13039/501100001602,CSET NTSRC: National Telecommunications Services Research Centre,823299.1
2002-12-01,2004-03-25,02/IN.1/B030,Principal Investigator Programme,NA,NA,Technological University Dublin (TU Dublin),https://ror.org/04t0qbt32,Science Foundation Ireland,10.13039/501100001602,Harnessing Radiation Induced Effects for Medicine and Biotechnology,545343
2002-12-01,2007-02-08,02/IN.1/B043,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Computational Approaches to the Representation & Analysis of Metabolic Systems & Synaptic Events,1089636.68
2002-12-01,2006-11-10,02/IN.1/B59,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Characterization of New Genes that are Associated with Cellular Transformation and IGF-1 Receptor Function,941414.79
2002-12-01,2006-11-10,02/IN.1/B60,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Post-Translational Machinery Responsible for a L-Serine to D-Alanine Conversion in the Lantibiotic Peptide Lacticin 3147; The Role of Modified Amino Acids in Antimicrobial Activity,892952.91
2002-12-01,2004-11-20,02/IN.1/I058,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Femtosecond Laser-Induced Bragg and Long-Period Gratings,487606.9
2002-12-01,2007-05-09,02/IN.1/I095,Principal Investigator Programme,NA,NA,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,ZnO-Based Material Systems for ICT Applications,1335250.66
2002-12-01,2008-05-03,02/IN.1/I172,Principal Investigator Programme,NA,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Silicon-Based Photonic Circuits Containing 2- and 3-Dimensional Photonic Crystal Waveguides and Light Sources for Communication Applications in the Visible and Near-Infrared Spectral Range,3384677.5
2002-12-01,2005-11-15,02/IN.1/I47,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Quantum-Dot Microlasers With a Spherical Dielectric Microcavity for Fiber-Optic Communications,561612.57
2002-12-01,2007-02-08,02/IN.1/I71,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,PhoCUS: Photon Counting Universal Sensors for Applications in ICT and Biotechnology,894316.63
2002-12-01,2006-11-10,02/IN.1/I91,Principal Investigator Programme,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,The Development of an Integrated Quasi-Optical and Electromagnetic Numerical Simulator for the Computer Aided Design and Analysis of Novel Terahertz Systems,830333.43
2002-12-01,2006-11-10,02/IN.1/I99,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Opening the Extreme Ultra-Violet Lithography Source Bottleneck: The Development of a 13.5nm Plasma Based Source for the Semiconductor Industry,957438.74
2002-12-16,2006-11-25,02/IN.1/B116,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Investigations of the Mechanisms Regulating the Induction of Synaptic Plasticity in the Intact Brain: Effects of Stress and Amyloid,1002513.1
2003-01-01,2007-12-31,01/F.1/B036,Principal Investigator Programme,Fellow Award,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Study of elements controlling human interleukin-10 expression and secretion in the probiotic.,1385825
2003-01-01,2006-12-11,02/ERCIM/1,Infrastructural Support,ERCIM Membership,NA,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,ERCIM Membership,40000.32
2003-01-01,2007-06-09,02/IN.1/B032,Principal Investigator Programme,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,The Exploitation of Anhydrobiotic Genes for the Preservation of Intact Proteins Cells and Tissues in Dry State,897677.49
2003-01-01,2007-06-09,02/IN.1/B110,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Investigations of the Mechanisms Underlying the Induction of Synaptic Plasticity: Role of Metabotropic Glutamate Receptors and Amyloid,999794.61
2003-01-01,2007-06-09,02/IN.1/B113,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,A Genomic Investigation of the Major Psychotic Disorders,1005504.07
2003-01-01,2006-12-11,02/IN.1/B78,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Functional Genomics of Tissue Development in Reproduction,967187.1
2003-01-01,2008-06-03,02/IN.1/I045,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Design Methodology for Next-Generation Fractional-N Frequency Synthesizers,636669.84
2003-01-01,2007-06-09,02/IN.1/I39,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Nonlinear Effects in Communications Circuits and Systems,838963.89
2003-02-01,2007-07-10,02/IN.1/B68,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Macrophage Migration Inhibitory Factor (MIF) Aberrant Remodelling/Repair & Chronic Inflammation,924889.53
2003-02-01,2007-07-10,02/IN.1/B84,Principal Investigator Programme,NA,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Interfacial Processes for Future Bioelectroanalytical Sensing,1152624.44
2003-02-01,2007-07-10,02/IN.1/I031,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Electro-Optical and Spectroscopic Research on Devices Using Chiral Smectic Liquid Crystals for Photonic Applications,1006495.19
2003-02-01,2007-07-10,02/IN.1/I042,Principal Investigator Programme,NA,NA,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,All-Optical Processing Using Semiconductor Optical Amplifiers in Terabit/s Photonic Communication Systems,980065.35
2003-03-01,2003-10-27,02/W/B287,ETS Walton Visitor Award,NA,NA,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Novel Micropatterned Platforms Utilising Inherently Conducting Polymers,141258
2003-03-01,2004-02-24,02/W/B288,ETS Walton Visitor Award,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Gene-Specific Silencing of PrP Expression by Small Interfering RNAs,193727.07
2003-03-01,2003-08-28,02/W/I284,ETS Walton Visitor Award,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,WebAssess: Automating Website Usability Assessment,45318.07
2003-03-01,2004-02-24,02/W/I286,ETS Walton Visitor Award,NA,NA,Maynooth University (MU),https://ror.org/048nfjm95,Science Foundation Ireland,10.13039/501100001602,Control as a Systems Technology for Innovation and Technology Development and the Analysis and Application of Hybrid Systems,132198.94
2003-03-01,2003-08-28,02/W/I289,ETS Walton Visitor Award,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,High-Level Programming Models and Tools for Grid Computing,167128
2003-03-01,2004-02-24,02/W/I291,ETS Walton Visitor Award,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Internet-Based Control of Autonomous Mobile Robots in Dynamic Environments,102776.89
2003-03-01,2003-05-30,02/W/M279,ETS Walton Visitor Award,NA,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,High Accuracy Electronic Structure for Material Design,80600
2003-03-01,2003-05-30,02/W/M280,ETS Walton Visitor Award,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Theoretical Analysis of Static and Dynamic Processes in Nanoscale Systems and Applications to Quantitative Force Interaction Measurements,19032.81
2003-04-01,2007-03-11,02/IN.1/B065,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,The Fis Global Regulator and Virulence Gene Expression in Salmonella Enterica Serovar Typhimurium in Vitro & in Vivo,1019288.42
2003-04-01,2007-09-07,02/IN.1/I025,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Modelling Techniques and Simulation Algorithms for High Frequency/High Speed Electronic Circuit and System Design,891784.74
2003-04-07,2007-09-13,02/IN.1/I147,Principal Investigator Programme,NA,NA,Dublin City University (DCU),https://ror.org/04a1a1e81,Science Foundation Ireland,10.13039/501100001602,Centre for Plasma Formation Measurement and Control,3989022.42
2003-04-07,2008-03-11,02/IN.1/I181,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Efficiency Orientated Programming Languages: An Average Case Analysis Tool,1021974.1
2003-05-01,2005-09-17,02/CE.1/B141,Centres for Science Engineering and Technology Programme,NA,NA,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Science Foundation Ireland,10.13039/501100001602,CSET NCHP: National Centre for Human Proteomics,7096876.83
2003-05-01,2003-10-28,02/CE.1/I142,Centres for Science Engineering and Technology Programme,Planning,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,CSET CRANN: Centre for Research on Adaptive Nanostructures and Nanodevices,249301.9
2003-05-01,2007-08-08,02/IN.1/B238,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Exploration of Molecular Pathology and Molecular Therapeutics for Inherited Retinal Degenerations,986964.78
2003-05-01,2007-10-07,02/IN.1/I92,Principal Investigator Programme,NA,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Computation of the Mechanical and Electrical Properties of Oxide/Semiconductor Structures,1189113.8
2003-05-01,2007-06-09,03/IN.1/I340,Principal Investigator Programme,NA,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Photonic Systems Research,11207171.7
2003-06-01,2007-05-11,02/IN.1/B49,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Functional and Evolutionary (epi) Genomics of Genocis Imprinting Dosage and Apomixis Technology Development in Plants,1043101.59
2003-06-01,2007-05-11,02/IN.1/I230,Principal Investigator Programme,NA,NA,University of Limerick (UL),https://ror.org/00a0n9e72,Science Foundation Ireland,10.13039/501100001602,Shared Worlds - The Design Development Deployment and Evaluation of Novel Interactive Artifacts and Environments in Public Shared Spaces Based on a Human Activity Conceptual Model,969744.87
2003-06-01,2006-06-15,02/IN.1/M235,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Using High-Information Content Molecules to Template the Self Assembly in Solution and Self-Organisation at Patterned Substrates of Functional Nanoscale Components and Devices Incorporating Asymmetric Nanoparticles,779308.68
2003-06-16,2008-06-19,02/CE.1/I131,Centres for Science Engineering and Technology Programme,NA,NA,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,CSET DERI: Digital Enterprise Research Centre,12945751.1
2003-07-21,2007-10-28,02/IN.1/B218,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Characterisation of Presenilins Involvement in Cell Survival Signalling Pathways,547185.8
2003-08-01,2007-07-11,02/IN.1/B192,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Elucidating Toll-Like Receptor Function Using the Vaccinia Virus Proteins A46R and A52R,965127.18
2003-08-01,2008-01-07,02/IN.1/M231,Principal Investigator Programme,NA,NA,University of Galway,https://ror.org/03bea9k73,Science Foundation Ireland,10.13039/501100001602,Nanoscale Biophotonics: Novel Approaches to Ultra-Sensitive and High Accuracy Fluorescence Techniques,1055984.88
2003-08-01,2004-07-26,03/CIF.1/M369,China / Ireland Science & Technology Collaboration Research Fund,NA,NA,Royal Irish Academy (RIA),https://ror.org/019tbdj08,Science Foundation Ireland,10.13039/501100001602,China / Ireland Science & Technology Collaboration Research Fund,250000
2003-08-01,2004-01-28,03/CP.1/I353,Centres for Science Engineering and Technology Programme,Planning,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,CSET NGM: Development Grant for a CSET Proposal to Establish a Centre for Next Generation Manufacturing Jointly Between Industry and a Consortium of Irish Universities,434599.65
2003-08-01,2008-10-03,03/RP1/B344,Research Professorship Programme,NA,NA,RCSI University of Medicine and Health Science (RCSI),https://ror.org/01hxy9878,Science Foundation Ireland,10.13039/501100001602,Chair of Physiology,3309707.34
2003-09-01,2007-08-11,02/IN.1/B117,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Quantitative Proteomics of Human Platelets,1064041.76
2003-09-01,2007-11-09,02/IN.1/B1261,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,An Integrated Systems Biology Approach to Elucidating the Nature of Molecular Signalling in Microbial-Host Interactions,1007738.05
2003-09-01,2008-02-07,02/IN.1/B232,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Genomic Analysis of Biofilm Formation by the Pathogenic Yeast Candida Parapsilosis,976361.79
2003-09-01,2007-08-11,02/IN.1/I236,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Applications of Carbon Nanotubes and Self-Assembling Molecular Nanowires in Electronic and Optoelectronic Devices,889464.93
2003-09-15,2007-12-23,02/IN.1/I175,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Computational Spintronics at the Molecular Level,955345
2003-09-16,2008-03-13,02/IN.1/I28,Principal Investigator Programme,NA,NA,Tyndall National Institute (TNI),https://ror.org/007ecwd34,Science Foundation Ireland,10.13039/501100001602,Investigation of Active and Passive Spherical Glass Microresonators for Advancements in Telecommunications and Quantum Information Technology,717189.6
2003-09-22,2008-03-19,02/IN.1/B267,Principal Investigator Programme,NA,NA,Trinity College Dublin (TCD),https://ror.org/02tyrky19,Science Foundation Ireland,10.13039/501100001602,Gene Expression Analysis and 3-Dimensional Computer Modelling of Wnt Signalling Pathways in the Developing Limb and Face of Mouse embryos Using Optical Projection Tomography,588465.98
2003-10-01,2008-09-04,02/CE1/B124,Centres for Science Engineering and Technology Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,CSET APC: Alimentary Pharmabiotic Centre,17288259.33
2003-10-01,2007-09-10,02/IN.1/B183,Principal Investigator Programme,NA,NA,University College Dublin (UCD),https://ror.org/05m7pjf47,Science Foundation Ireland,10.13039/501100001602,Functional Bioinformatics of Protein Micro-Domains and the Design of Biologically Active Peptides from Transmembrane Proteins,1017447.27
2003-10-01,2008-03-08,02/IN.1/B198,Principal Investigator Programme,NA,NA,University College Cork (UCC),https://ror.org/03265fv13,Science Foundation Ireland,10.13039/501100001602,Molecular Investigation of Host and Parasite-Encoded Factors Involved in Viral Entry into Gram-Positive Bacteria,536582.94
