SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20160187,2014,5,5,ON,ON,"Ontario, L.",South of Long Point - Main Duck Isl.,43.9358,-76.6171,421,00-3,,LAT,SLW,1999,2012,y,17,ADLV,,,,,91.5542,,226,,OMNR,10,OMNR ID = 32488
20160188,2014,5,5,ON,ON,"Ontario, L.",South of Long Point - Main Duck Isl.,43.9358,-76.6171,421,00-3,,LAT,MPTT,19674,2012,y,18,ADLV,,,,,824.3406,,224,,OMNR,10,OMNR ID = 32487
20160189,2014,5,2,ON,ON,"Ontario, L.",Scotch Bonnet Shoal,43.8247,-77.301367,415,00-3,,LAT,SLW,2414,2012,y,17,ADLV,,,,,110.5612,,226,,OMNR,10,OMNR ID = 32486
20160190,2014,5,2,ON,ON,"Ontario, L.",Scotch Bonnet Shoal,43.8247,-77.301367,415,00-3,,LAT,MPTT,18616,2012,y,18,ADLV,,,,,780.0104,,224,,OMNR,10,OMNR ID = 32485
20160191,2014,5,14,ON,ON,"Ontario, L.",Brighton,44.02073,-77.72599,314,00-3,,CHS,LO,18008,2013,sf,6,XX,,,,,160.2712,,,,PRIV,10,OMNR ID = 32452
20160192,2014,5,14,ON,ON,"Ontario, L.",Bluffer's Park,43.7081,-79.228919,505,00-2,,CHS,LO,25057,2013,sf,6,XX,,,,,238.0415,,,,PRIV,10,OMNR ID = 32451
20160193,2014,5,12,ON,ON,"Ontario, L.",Oshawa Harbour,43.86568,-78.82331,408,00-2,,CHS,LO,15030,2013,sf,6,XX,,,,,127.3041,,,,PRIV,10,OMNR ID = 32450
20160194,2014,5,7,ON,ON,"Ontario, L.",Port Darlington,43.889737,-78.667397,408,00-2,,CHS,LO,20003,2013,sf,6,XX,,,,,169.62544,,,,PRIV,10,OMNR ID = 32448
20160195,2014,5,12,ON,ON,"Ontario, L.",Wellington,43.95026,-77.33804,416,00-3,,CHS,LO,12491,2013,sf,6,XX,,,,,119.9136,,,,PRIV,10,OMNR ID = 32447
20160196,2014,5,12,ON,ON,"Ontario, L.",Whitby Harbour,43.85063,-78.92798,507,00-2,,CHS,LO,15055,2013,sf,6,XX,,,,,138.506,,,,PRIV,10,OMNR ID = 32445
20160197,2014,5,8,ON,ON,"Ontario, L.",Port Dalhousie East,43.20020802,-79.26529258,805,00-1,,CHS,LO,49986,2013,sf,6,XX,,,,,292.91796,,,,PRIV,10,OMNR ID = 32444
20160198,2013,1,,ON,ON,Bronte Cr.,Kilbride Creek - Cedarsprings Rd,43.417375,-79.929399,,00-1,,ATS,SBNM,10500,2012,e,,XX,,,,,,,,,OMNR,10,OMNR ID = 32346
20160199,2013,1,,ON,ON,Bronte Cr.,Kilbride Creek - Cedarsprings Rd,43.417375,-79.929399,,00-1,,ATS,SBNM,14700,2012,e,,XX,,,,,,,,,OMNR,10,OMNR ID = 32339
20160202,2014,6,13,ON,ON,Hamilton Harbour,Hamilton Harbour,43.29993,-79.8033,801,00-1,,WAE,WILD,950000,2014,fry,2,XX,,,,,9.5,,480,,OMNR,10,OMNR ID = 32165
20160203,2014,10,17,ON,ON,Cobourg Br.,Division St.,43.98943,-78.17895,411,00-2,,ATS,LSJ,2213,2013,ff,10,XX,,,,,49.08434,,248B,,OMNR,10,OMNR ID = 32113
20160204,2014,10,17,ON,ON,Cobourg Br.,Division St.,43.98943,-78.17895,411,00-2,,ATS,LHNM,1808,2013,ff,10,XX,,,,,34.29776,,252B,,OMNR,10,OMNR ID = 32112
20160205,2014,10,17,ON,ON,Cobourg Br.,Division St.,43.98943,-78.17895,411,00-2,,ATS,SBNM,3903,2013,ff,10,XX,,,,,101.98539,,251B,,OMNR,10,OMNR ID = 32111
20160206,2014,10,17,ON,ON,Cobourg Br.,Danforth Rd.,43.99443,-78.17221,411,00-2,,ATS,LHNM,19998,2013,ff,10,XX,,,,,451.9548,,252B,,OMNR,10,OMNR ID = 32110
20160207,2014,10,16,ON,ON,Duffins Cr.,East Duffins Cr. - 5th Conc.,43.90891,-79.06898,506,00-2,,ATS,LHNM,20097,2013,ff,10,XX,,,,,369.7848,,252B,,OMNR,10,OMNR ID = 32109
20160208,2014,10,16,ON,ON,Duffins Cr.,East Duffins Cr. - Paulynn Park,43.88464924,-79.05972622,506,00-2,,ATS,LHNM,10064,2013,ff,10,XX,,,,,190.2096,,252B,,OMNR,10,OMNR ID = 32108
20160209,2014,10,15,ON,ON,Credit R.,Grange Sideroad,43.8154,-79.94832,,00-1,,ATS,SBNM,10091,2013,ff,10,XX,,,,,239.96398,,251B,,OMNR,10,OMNR ID = 32105
20160210,2014,10,15,ON,ON,Credit R.,Grange Sideroad,43.8154,-79.94832,,00-1,,ATS,LHNM,10118,2013,ff,10,XX,,,,,174.94022,,252B,,OMNR,10,OMNR ID = 32104
20160211,2014,10,15,ON,ON,Credit R.,Sligo Bridge,43.793178,-79.928821,,00-1,,ATS,LHNM,3007,2013,ff,10,XX,,,,,64.98127,,252B,,OMNR,10,OMNR ID = 32103
20160212,2014,10,15,ON,ON,Credit R.,Sligo Bridge,43.793178,-79.928821,,00-1,,ATS,LSJ,3002,2013,ff,10,XX,,,,,59.97996,,248B,,OMNR,10,OMNR ID = 32102
20160213,2014,10,15,ON,ON,Credit R.,Sligo Bridge,43.793178,-79.928821,,00-1,,ATS,SBNM,2605,2013,ff,10,XX,,,,,58.9772,,251B,,OMNR,10,OMNR ID = 32101
20160214,2014,10,14,ON,ON,Credit R.,McLaren Rd.,43.80747,-79.97286,,00-1,,ATS,LHNM,15088,2013,ff,10,XX,,,,,267.96288,,252B,,OMNR,10,OMNR ID = 32099
20160215,2014,10,14,ON,ON,Credit R.,Eldorado Park,43.64486,-79.78061,,00-1,,ATS,LHNM,10126,2013,ff,10,XX,,,,,189.96376,,252B,,OMNR,10,OMNR ID = 32098
20160216,2014,10,14,ON,ON,Credit R.,Eldorado Park,43.64486,-79.78061,,00-1,,ATS,SBNM,10161,2013,ff,10,XX,,,,,194.98959,,251B,,OMNR,10,OMNR ID = 32097
20160217,2014,4,24,ON,ON,"Ontario, L.",Amherst Island - K10 Buoy,44.097583,-76.660217,321,00-3,,LAT,SLT,45588,2012,y,15,ADLV,,,,,774.996,,465,,OMNR,10,OMNR ID = 31934
20160218,2014,5,1,ON,ON,"Ontario, L.",Brighton - Offshore,43.965915,-77.694116,414,00-3,,LAT,SLW,20970,2012,y,17,ADLV,,,,,960.426,,226,,OMNR,10,OMNR ID = 31744
20160219,2014,4,30,ON,ON,"Ontario, L.",Brighton - Offshore,43.965915,-77.694116,414,00-3,,LAT,SLW,22254,2012,y,17,ADLV,,,,,1019.2332,,226,,OMNR,10,OMNR ID = 31743
20160220,2014,4,30,ON,ON,"Ontario, L.",Scotch Bonnet Shoal,43.880343,-77.548379,517,00-3,,LAT,SLW,22606,2012,y,17,ADLV,,,,,944.9308,,226,,OMNR,10,OMNR ID = 31742
20160221,2014,4,29,ON,ON,"Ontario, L.",Brighton - Offshore,43.965915,-77.694116,414,00-3,,LAT,SLW,21436,2012,y,17,ADLV,,,,,896.0248,,226,,OMNR,10,OMNR ID = 31739
20160222,2014,4,28,ON,ON,"Ontario, L.",Pt. Petre,43.802623,-77.194697,517,00-3,,LAT,MPTT,21527,2012,y,18,ADLV,,,,,975.1731,,224,,OMNR,10,OMNR ID = 31738
20160223,2014,6,4,ON,ON,Credit R.,Huttonville,43.64537,-79.80012,,00-1,,RBT,GNNM,13003,2013,y,15,XX,,,,,352.3813,,229,,OMNR,10,OMNR ID = 31736
20160224,2014,5,29,ON,ON,Bronte Cr.,5th Side Road Bridge,43.44077,-79.8852,,00-1,,RBT,GNNM,11500,2013,y,15,XX,,,,,311.65,,229,,OMNR,10,OMNR ID = 31734
20160225,2014,4,25,ON,ON,"Ontario, L.",Amherst Island,44.088193,-76.781947,320,00-3,,LAT,SN,21628,2012,y,17,ADLV,,,,,904.0504,,226,,OMNR,10,OMNR ID = 31728
20160226,2014,5,30,ON,ON,Humber R.,Humber Station Rd.,43.882348,-79.789654,,00-1,,ATS,LHNM,5103,2013,sf,6,XX,,,,,11.43072,,252A,,OMNR,10,OMNR ID = 31229
20160227,2014,5,30,ON,ON,Humber R.,Humber Station Rd.,43.882348,-79.789654,,00-1,,ATS,SBNM,5044,2013,sf,6,XX,,,,,13.97188,,251A,,OMNR,10,OMNR ID = 31228
20160228,2014,5,27,ON,ON,Cobourg Br.,Hie - McNichol Properties,43.99457,-78.17197,411,00-2,,ATS,LHNM,25006,2013,sf,6,XX,,,,,49.26182,,252A,,OMNR,10,OMNR ID = 31227
20160229,2014,5,26,ON,ON,Humber R.,Castlederg Rd.,43.89393561,-79.7935312,,00-1,,ATS,LHNM,24995,2013,sf,6,XX,,,,,61.73765,,252A,,OMNR,10,OMNR ID = 31226
20160230,2014,5,22,ON,ON,Humber R.,Duffy's Ln/Patterson,43.93673,-79.84001,,00-1,,ATS,LHNM,24990,2013,sf,6,XX,,,,,56.4774,,252A,,OMNR,10,OMNR ID = 31225
20160231,2014,5,21,ON,ON,Credit R.,Forks of the Credit - Stuck Truck,43.81019285,-80.00479222,,00-1,,ATS,LSJ,8969,2013,sf,6,XX,,,,,35.15848,,250A,,OMNR,10,OMNR ID = 31224
20160232,2014,5,21,ON,ON,Credit R.,Forks of the Credit - Stuck Truck,43.81019285,-80.00479222,,00-1,,ATS,LHNM,10001,2013,sf,6,XX,,,,,21.20212,,252A,,OMNR,10,OMNR ID = 31223
20160233,2014,5,21,ON,ON,Credit R.,Forks of the Credit - Stuck Truck,43.81019285,-80.00479222,,00-1,,ATS,SBNM,10000,2013,sf,6,XX,,,,,21.2,,251A,,OMNR,10,OMNR ID = 31222
20160234,2014,5,20,ON,ON,Credit R.,Forks of the Credit - Meadow,43.81597,-80.01952,,00-1,,ATS,LSJ,9997,2013,sf,6,XX,,,,,39.18824,,250A,,OMNR,10,OMNR ID = 31221
20160235,2014,5,20,ON,ON,Credit R.,Forks of the Credit - Meadow,43.81597,-80.01952,,00-1,,ATS,SBNM,9996,2013,sf,6,XX,,,,,28.38864,,251A,,OMNR,10,OMNR ID = 31220
20160236,2014,5,20,ON,ON,Credit R.,Forks of the Credit - Meadow,43.81597,-80.01952,,00-1,,ATS,LHNM,10003,2013,sf,6,XX,,,,,25.50765,,252A,,OMNR,10,OMNR ID = 31219
20160237,2014,5,14,ON,ON,Credit R.,West Credit - Belfountain,43.79582,-80.01325,,00-1,,ATS,SBNM,9995,2013,sf,6,XX,,,,,37.08145,,251A,,OMNR,10,OMNR ID = 31218
20160238,2014,5,14,ON,ON,Credit R.,West Credit - Belfountain,43.79582,-80.01325,,00-1,,ATS,LHNM,9999,2013,sf,6,XX,,,,,24.59754,,252A,,OMNR,10,OMNR ID = 31217
20160239,2014,5,13,ON,ON,Duffins Cr.,"East Duffins Cr. - Michell Cr., 8th Conc.",43.96482633,-79.08113798,506,00-2,,ATS,LHNM,9994,2013,sf,6,XX,,,,,21.4871,,252A,,OMNR,10,OMNR ID = 31216
20160240,2014,5,13,ON,ON,Duffins Cr.,"East Duffins Cr. - Michell Cr., 8th Conc.",43.96482633,-79.08113798,506,00-2,,ATS,LSJ,9997,2013,sf,6,XX,,,,,39.18824,,250A,,OMNR,10,OMNR ID = 31215
20160241,2014,5,12,ON,ON,Duffins Cr.,East Duffins Cr. - Claremont Field Centre,43.96082,-79.07996,506,00-2,,ATS,LHNM,9999,2013,sf,6,XX,,,,,22.19778,,252A,,OMNR,10,OMNR ID = 30995
20160242,2014,5,12,ON,ON,Duffins Cr.,East Duffins Cr. - Claremont Field Centre,43.96082,-79.07996,506,00-2,,ATS,SBNM,9999,2013,sf,6,XX,,,,,33.89661,,251A,,OMNR,10,OMNR ID = 30993
20160243,2014,5,9,ON,ON,Duffins Cr.,West Duffins Cr. - Sideline 32,43.91577,-79.1793,506,00-2,,ATS,LHNM,9985,2013,sf,6,XX,,,,,21.46775,,252A,,OMNR,10,OMNR ID = 30992
20160244,2014,5,9,ON,ON,Duffins Cr.,West Duffins Cr. - Sideline 32,43.91577,-79.1793,,00-2,,ATS,SBNM,10000,2013,sf,6,XX,,,,,30.2,,251A,,OMNR,10,OMNR ID = 30989
20160245,2014,5,8,ON,ON,Cobourg Br.,Dale Rd.,44.01867,-78.1621,,00-2,,ATS,SBNM,19005,2013,sf,6,XX,,,,,83.81205,,251A,,OMNR,10,OMNR ID = 30988
20160246,2014,5,7,ON,ON,Cobourg Br.,Ball's Mill,44.0335,-78.147,,00-2,,ATS,SBNM,18993,2013,sf,6,XX,,,,,64.76613,,251A,,OMNR,10,OMNR ID = 30944
20160247,2014,5,6,ON,ON,Credit R.,Forks of the Credit,43.80242533,-79.99686552,,00-1,,ATS,SBNM,11997,2013,sf,6,XX,,,,,41.02974,,251A,,OMNR,10,OMNR ID = 30943
20160248,2014,5,6,ON,ON,Credit R.,Forks of the Credit,43.80242533,-79.99686552,,00-1,,ATS,LSJ,13136,2013,sf,6,XX,,,,,50.83632,,250A,,OMNR,10,OMNR ID = 30942
20160249,2014,5,5,ON,ON,Credit R.,Forks of the Credit,43.80242533,-79.99686552,,00-1,,ATS,SBNM,19999,2013,sf,6,XX,,,,,66.39668,,251A,,OMNR,10,OMNR ID = 30941
20160250,2014,5,2,ON,ON,Credit R.,Black Cr. - 15th Sideroad,43.62324,-79.92649,,00-1,,ATS,SBNM,20001,2013,sf,6,XX,,,,,78.80394,,251A,,OMNR,10,OMNR ID = 30940
20160251,2014,5,1,ON,ON,Credit R.,Black Cr. - 6th Line,43.63183872,-79.94987419,,00-1,,ATS,SBNM,20022,2013,sf,6,XX,,,,,101.51154,,251A,,OMNR,10,OMNR ID = 30939
20160252,2014,4,24,ON,ON,Cobourg Br.,Danforth Rd.,43.99443,-78.17221,411,00-2,,ATS,LHNM,10927,2012,y,16,XX,,,,,239.41057,,241C,,OMNR,10,OMNR ID = 30780
20160253,2014,4,24,ON,ON,Duffins Cr.,East Duffins Cr. - Paulynn Park,43.88464924,-79.05972622,506,00-2,,ATS,LHNM,9462,2012,y,16,XX,,,,,221.4108,,241C,,OMNR,10,OMNR ID = 30779
20160254,2014,4,23,ON,ON,Credit R.,Eldorado Park,43.64486,-79.78061,,00-1,,ATS,LHNM,3287,2012,y,16,XX,,,,,82.60231,,241C,,OMNR,10,OMNR ID = 30778
20160255,2014,4,22,ON,ON,Credit R.,Eldorado Park,43.64486,-79.78061,,00-1,,ATS,LHNM,9646,2012,y,16,XX,,,,,206.52086,,241C,,OMNR,10,OMNR ID = 30777
20160256,2014,4,24,ON,ON,Cobourg Br.,Danforth Rd.,43.99443,-78.17221,411,00-2,,ATS,SBNM,4826,2012,y,16,XX,,,,,148.8821,,238C,,OMNR,10,OMNR ID = 30776
20160257,2014,4,24,ON,ON,Duffins Cr.,East Duffins Cr. - Paulynn Park,43.88464924,-79.05972622,506,00-2,,ATS,SBNM,7307,2012,y,16,XX,,,,,223.37499,,238C,,OMNR,10,OMNR ID = 30775
20160258,2014,4,23,ON,ON,Credit R.,Eldorado Park,43.64486,-79.78061,,00-1,,ATS,SBNM,549,2012,y,16,XX,,,,,17.61192,,238C,,OMNR,10,OMNR ID = 30773
20160259,2014,4,22,ON,ON,Credit R.,Eldorado Park,43.64486,-79.78061,,00-1,,ATS,SBNM,11953,2012,y,16,XX,,,,,445.48831,,238C,,OMNR,10,OMNR ID = 30772
20160260,2014,4,24,ON,ON,Duffins Cr.,East Duffins Cr. - Paulynn Park,43.88464924,-79.05972622,506,00-2,,ATS,LSJ,3010,2012,y,16,XX,,,,,76.1831,,237C,,OMNR,10,OMNR ID = 30771
20160261,2014,4,23,ON,ON,Credit R.,Eldorado Park,43.64486,-79.78061,,00-1,,ATS,LSJ,12956,2012,y,16,XX,,,,,342.55664,,237C,,OMNR,10,OMNR ID = 30770
20160262,2014,5,13,ON,ON,"Ontario, L.",Bluffer's Park,43.7081,-79.228919,505,00-2,,CHS,LO,20201,2013,sf,5,XX,,,,,92.52058,,246,,OMNR,10,OMNR ID = 30759
20160263,2014,5,13,ON,ON,"Ontario, L.",Ashbridges Bay,43.65902,-79.31194,605,00-1,,CHS,LO,17549,2013,sf,5,XX,,,,,83.35775,,246,,OMNR,10,OMNR ID = 30758
