map_date,state_abb,valid_start,valid_end,stat_fmt,drought_lvl,area_pct,area_total,pop_pct,pop_total
20080304,MT,2008-03-04,2008-03-10,2,D0,24.64,36239.55,32.32,319798.96
20080304,MT,2008-03-04,2008-03-10,2,D1,39.33,57845.07,33.34,329917.77
20080304,MT,2008-03-04,2008-03-10,2,D2,9.02,13269.76,4.13,40848.67
20080304,MT,2008-03-04,2008-03-10,2,D3,0,0,0,0
20080304,MT,2008-03-04,2008-03-10,2,D4,0,0,0,0
20080226,MT,2008-02-26,2008-03-03,2,None,21.77,32021.2,23.91,236591.23
20080226,MT,2008-02-26,2008-03-03,2,D0,27.26,40098.47,31.38,310521.03
20080226,MT,2008-02-26,2008-03-03,2,D1,41.95,61698.89,40.57,401454.07
20080226,MT,2008-02-26,2008-03-03,2,D2,9.02,13269.76,4.13,40848.67
20080226,MT,2008-02-26,2008-03-03,2,D3,0,0,0,0
20080226,MT,2008-02-26,2008-03-03,2,D4,0,0,0,0
20080219,MT,2008-02-19,2008-02-25,2,None,18.27,26866.67,20.22,200055.17
20080219,MT,2008-02-19,2008-02-25,2,D0,31.16,45837.310000000005,35.47,350990.26
20080219,MT,2008-02-19,2008-02-25,2,D1,40.97,60262.78999999999,39.83,394116.83
20080219,MT,2008-02-19,2008-02-25,2,D2,9.6,14121.56,4.47,44252.74
20080219,MT,2008-02-19,2008-02-25,2,D3,0,0,0,0
20080219,MT,2008-02-19,2008-02-25,2,D4,0,0,0,0
20080212,MT,2008-02-12,2008-02-18,2,None,13.25,19485.66,13.58,134360.53
20080212,MT,2008-02-12,2008-02-18,2,D0,35.19,51760.6,40.75,403143.83
20080212,MT,2008-02-12,2008-02-18,2,D1,41.96,61720.49,41.2,407657.9
20080212,MT,2008-02-12,2008-02-18,2,D2,9.6,14121.56,4.47,44252.74
20080212,MT,2008-02-12,2008-02-18,2,D3,0,0,0,0
20080212,MT,2008-02-12,2008-02-18,2,D4,0,0,0,0
20080205,MT,2008-02-05,2008-02-11,2,None,6.96,10234.66,8.09,80001.92
20080205,MT,2008-02-05,2008-02-11,2,D0,19.96,29365.51,15.46,152917.84999999998
20080205,MT,2008-02-05,2008-02-11,2,D1,52.42,77108.45,56.35,557540.4600000001
20080205,MT,2008-02-05,2008-02-11,2,D2,20.65,30379.69,20.11,198954.78
20080205,MT,2008-02-05,2008-02-11,2,D3,0,0,0,0
20080205,MT,2008-02-05,2008-02-11,2,D4,0,0,0,0
20080129,MT,2008-01-29,2008-02-04,2,None,6.37,9371.97,6.72,66442.01
20080129,MT,2008-01-29,2008-02-04,2,D0,20.55,30228.2,16.83,166477.76
20080129,MT,2008-01-29,2008-02-04,2,D1,52.42,77108.45,56.35,557540.4600000001
20080129,MT,2008-01-29,2008-02-04,2,D2,20.65,30379.69,20.11,198954.78
20080129,MT,2008-01-29,2008-02-04,2,D3,0,0,0,0
20080129,MT,2008-01-29,2008-02-04,2,D4,0,0,0,0
20080122,MT,2008-01-22,2008-01-28,2,None,6.37,9371.97,6.72,66442.01
20080122,MT,2008-01-22,2008-01-28,2,D0,20.55,30228.2,16.83,166477.76
20080122,MT,2008-01-22,2008-01-28,2,D1,52.42,77108.45,56.35,557540.4600000001
20080122,MT,2008-01-22,2008-01-28,2,D2,20.65,30379.69,20.11,198954.78
20080122,MT,2008-01-22,2008-01-28,2,D3,0,0,0,0
20080122,MT,2008-01-22,2008-01-28,2,D4,0,0,0,0
20080115,MT,2008-01-15,2008-01-21,2,None,0.9,1327.91,0.29,2827.8500000000004
20080115,MT,2008-01-15,2008-01-21,2,D0,23.06,33923.77,28.81,285035.9
20080115,MT,2008-01-15,2008-01-21,2,D1,42.71,62817.950000000004,31.94,316061.75
20080115,MT,2008-01-15,2008-01-21,2,D2,33.33,49018.68,38.96,385489.5
20080115,MT,2008-01-15,2008-01-21,2,D3,0,0,0,0
20080115,MT,2008-01-15,2008-01-21,2,D4,0,0,0,0
20080108,MT,2008-01-08,2008-01-14,2,None,0.9,1327.91,0.29,2827.8500000000004
20080108,MT,2008-01-08,2008-01-14,2,D0,22.73,33433.21,28.62,283203.19
20080108,MT,2008-01-08,2008-01-14,2,D1,47.58,69988.05,34.08,337148.02
20080108,MT,2008-01-08,2008-01-14,2,D2,28.78,42339.14,37.02,366235.94
20080108,MT,2008-01-08,2008-01-14,2,D3,0,0,0,0
20080108,MT,2008-01-08,2008-01-14,2,D4,0,0,0,0
20080101,MT,2008-01-01,2008-01-07,2,None,0.84,1235.97,0.27,2652.21
20080101,MT,2008-01-01,2008-01-07,2,D0,37.93,55790.2,28.85,285418.81
20080101,MT,2008-01-01,2008-01-07,2,D1,34.82,51220.59,35.06,346910.81
20080101,MT,2008-01-01,2008-01-07,2,D2,26.41,38841.57,35.82,354433.18
20080101,MT,2008-01-01,2008-01-07,2,D3,0,0,0,0
20080101,MT,2008-01-01,2008-01-07,2,D4,0,0,0,0
20071225,MT,2007-12-25,2007-12-31,2,None,0.84,1235.97,0.27,2652.21
20071225,MT,2007-12-25,2007-12-31,2,D0,37.93,55790.2,28.85,285418.81
20071225,MT,2007-12-25,2007-12-31,2,D1,34.82,51220.59,35.06,346910.81
20071225,MT,2007-12-25,2007-12-31,2,D2,26.41,38841.57,35.82,354433.18
20071225,MT,2007-12-25,2007-12-31,2,D3,0,0,0,0
20071225,MT,2007-12-25,2007-12-31,2,D4,0,0,0,0
20071218,MT,2007-12-18,2007-12-24,2,None,0.84,1235.97,0.27,2652.21
20071218,MT,2007-12-18,2007-12-24,2,D0,37.93,55790.2,28.85,285418.81
20071218,MT,2007-12-18,2007-12-24,2,D1,34.82,51220.59,35.06,346910.81
20071218,MT,2007-12-18,2007-12-24,2,D2,26.41,38841.57,35.82,354433.18
20071218,MT,2007-12-18,2007-12-24,2,D3,0,0,0,0
20071218,MT,2007-12-18,2007-12-24,2,D4,0,0,0,0
20071211,MT,2007-12-11,2007-12-17,2,None,19.34,28450.58,12.37,122365.14
20071211,MT,2007-12-11,2007-12-17,2,D0,23.18,34094.619999999995,15.79,156212.41999999998
20071211,MT,2007-12-11,2007-12-17,2,D1,33.38,49093.96,32.95,326054.31
20071211,MT,2007-12-11,2007-12-17,2,D2,24.1,35449.159999999996,38.89,384783.13
20071211,MT,2007-12-11,2007-12-17,2,D3,0,0,0,0
20071211,MT,2007-12-11,2007-12-17,2,D4,0,0,0,0
20071204,MT,2007-12-04,2007-12-10,2,None,19.34,28450.58,12.37,122365.14
20071204,MT,2007-12-04,2007-12-10,2,D0,23.18,34094.619999999995,15.79,156212.41999999998
20071204,MT,2007-12-04,2007-12-10,2,D1,33.38,49093.96,32.95,326054.31
20071204,MT,2007-12-04,2007-12-10,2,D2,24.1,35449.159999999996,38.89,384783.13
20071204,MT,2007-12-04,2007-12-10,2,D3,0,0,0,0
20071204,MT,2007-12-04,2007-12-10,2,D4,0,0,0,0
20071127,MT,2007-11-27,2007-12-03,2,None,19.34,28450.58,12.37,122365.14
20071127,MT,2007-11-27,2007-12-03,2,D0,23.01,33839.47,15.36,151996.25
20071127,MT,2007-11-27,2007-12-03,2,D1,27.43,40350.74,24.3,240435.19
20071127,MT,2007-11-27,2007-12-03,2,D2,30.22,44447.54,47.97,474618.42000000004
20071127,MT,2007-11-27,2007-12-03,2,D3,0,0,0,0
20071127,MT,2007-11-27,2007-12-03,2,D4,0,0,0,0
20071120,MT,2007-11-20,2007-11-26,2,None,19.34,28450.58,12.37,122365.14
20071120,MT,2007-11-20,2007-11-26,2,D0,23.01,33839.47,15.36,151996.25
20071120,MT,2007-11-20,2007-11-26,2,D1,27.43,40350.74,24.3,240435.19
20071120,MT,2007-11-20,2007-11-26,2,D2,30.22,44447.54,47.97,474618.42000000004
20071120,MT,2007-11-20,2007-11-26,2,D3,0,0,0,0
20071120,MT,2007-11-20,2007-11-26,2,D4,0,0,0,0
20071113,MT,2007-11-13,2007-11-19,2,None,20.59,30291.82,12.56,124319.45
20071113,MT,2007-11-13,2007-11-19,2,D0,22.53,33139.6,15.35,151919.79
20071113,MT,2007-11-13,2007-11-19,2,D1,26.66,39209.36,24.11,238557.34999999998
20071113,MT,2007-11-13,2007-11-19,2,D2,30.22,44447.54,47.97,474618.42000000004
20071113,MT,2007-11-13,2007-11-19,2,D3,0,0,0,0
20071113,MT,2007-11-13,2007-11-19,2,D4,0,0,0,0
20071106,MT,2007-11-06,2007-11-12,2,None,16.3,23969.18,9.85,97430.28
20071106,MT,2007-11-06,2007-11-12,2,D0,21.53,31672.649999999998,13.21,130657.75
20071106,MT,2007-11-06,2007-11-12,2,D1,29.96,44066.59,27.79,274918.74
20071106,MT,2007-11-06,2007-11-12,2,D2,23.21,34132.86,42.18,417294.32
20071106,MT,2007-11-06,2007-11-12,2,D3,9.01,13247.04,6.99,69113.90999999999
20071106,MT,2007-11-06,2007-11-12,2,D4,0,0,0,0
20071030,MT,2007-10-30,2007-11-05,2,None,17.44,25656.649999999998,9.91,98015.67000000001
20071030,MT,2007-10-30,2007-11-05,2,D0,20.69,30429.8,13.21,130664.40999999999
20071030,MT,2007-10-30,2007-11-05,2,D1,29.66,43621.97,27.73,274326.69
20071030,MT,2007-10-30,2007-11-05,2,D2,23.21,34132.86,42.18,417294.32
20071030,MT,2007-10-30,2007-11-05,2,D3,9.01,13247.04,6.99,69113.90999999999
20071030,MT,2007-10-30,2007-11-05,2,D4,0,0,0,0
20071023,MT,2007-10-23,2007-10-29,2,None,3.87,5687.24,0.26,2590.3300000000004
20071023,MT,2007-10-23,2007-10-29,2,D0,33.49,49266.43,22.56,223226.52
20071023,MT,2007-10-23,2007-10-29,2,D1,30.43,44754.75,28.02,277189.91000000003
20071023,MT,2007-10-23,2007-10-29,2,D2,23.21,34132.86,42.18,417294.32
20071023,MT,2007-10-23,2007-10-29,2,D3,9.01,13247.04,6.99,69113.90999999999
20071023,MT,2007-10-23,2007-10-29,2,D4,0,0,0,0
20071016,MT,2007-10-16,2007-10-22,2,None,3.87,5687.24,0.26,2590.3300000000004
20071016,MT,2007-10-16,2007-10-22,2,D0,16.45,24192.440000000002,11.95,118253.04
20071016,MT,2007-10-16,2007-10-22,2,D1,34.9,51332.14,22.93,226900.12
20071016,MT,2007-10-16,2007-10-22,2,D2,35.33,51967.950000000004,56.48,558849.1
20071016,MT,2007-10-16,2007-10-22,2,D3,9.46,13908.56,8.37,82822.40999999999
20071016,MT,2007-10-16,2007-10-22,2,D4,0,0,0,0
20071009,MT,2007-10-09,2007-10-15,2,None,3.87,5687.24,0.26,2590.3300000000004
20071009,MT,2007-10-09,2007-10-15,2,D0,16.45,24192.440000000002,11.95,118253.04
20071009,MT,2007-10-09,2007-10-15,2,D1,34.9,51332.14,22.93,226900.12
20071009,MT,2007-10-09,2007-10-15,2,D2,35.33,51967.950000000004,56.48,558849.1
20071009,MT,2007-10-09,2007-10-15,2,D3,9.46,13908.56,8.37,82822.40999999999
20071009,MT,2007-10-09,2007-10-15,2,D4,0,0,0,0
20071002,MT,2007-10-02,2007-10-08,2,None,3.87,5686.08,0.26,2587.34
20071002,MT,2007-10-02,2007-10-08,2,D0,7.81,11483.12,2.52,24902.25
20071002,MT,2007-10-02,2007-10-08,2,D1,42.15,61996.880000000005,27.89,275927.5
20071002,MT,2007-10-02,2007-10-08,2,D2,36.72,54013.68,60.96,603175.5
20071002,MT,2007-10-02,2007-10-08,2,D3,9.46,13908.56,8.37,82822.40999999999
20071002,MT,2007-10-02,2007-10-08,2,D4,0,0,0,0
20070925,MT,2007-09-25,2007-10-01,2,None,4.46,6565.96,0.36,3551.9100000000003
20070925,MT,2007-09-25,2007-10-01,2,D0,7.26,10676.02,2.43,24020.7
20070925,MT,2007-09-25,2007-10-01,2,D1,37.5,55157.46,21.48,212517.6
20070925,MT,2007-09-25,2007-10-01,2,D2,41.32,60780.32,67.36,666502.39
20070925,MT,2007-09-25,2007-10-01,2,D3,9.46,13908.56,8.37,82822.40999999999
20070925,MT,2007-09-25,2007-10-01,2,D4,0,0,0,0
20070918,MT,2007-09-18,2007-09-24,2,None,4.79,7051.09,0.43,4274.85
20070918,MT,2007-09-18,2007-09-24,2,D0,7.29,10725.28,2.47,24455.68
20070918,MT,2007-09-18,2007-09-24,2,D1,37.14,54622.33,21.36,211356.02
20070918,MT,2007-09-18,2007-09-24,2,D2,36.8,54131.64,57.57,569605.1
20070918,MT,2007-09-18,2007-09-24,2,D3,13.98,20557.980000000003,18.16,179723.34999999998
20070918,MT,2007-09-18,2007-09-24,2,D4,0,0,0,0
20070911,MT,2007-09-11,2007-09-17,2,None,4.79,7051.09,0.43,4274.85
20070911,MT,2007-09-11,2007-09-17,2,D0,7.29,10725.28,2.47,24455.68
20070911,MT,2007-09-11,2007-09-17,2,D1,37.14,54622.33,21.36,211356.02
20070911,MT,2007-09-11,2007-09-17,2,D2,38.22,56223.77,60.79,601490.6699999999
20070911,MT,2007-09-11,2007-09-17,2,D3,12.55,18465.85,14.94,147837.78
20070911,MT,2007-09-11,2007-09-17,2,D4,0,0,0,0
20070904,MT,2007-09-04,2007-09-10,2,None,4.42,6498.88,0.38,3802.24
20070904,MT,2007-09-04,2007-09-10,2,D0,7.62,11207.81,2.51,24848.809999999998
20070904,MT,2007-09-04,2007-09-10,2,D1,37.18,54692.01,21.37,211435.49
20070904,MT,2007-09-04,2007-09-10,2,D2,38.22,56223.77,60.79,601490.6699999999
20070904,MT,2007-09-04,2007-09-10,2,D3,12.55,18465.85,14.94,147837.78
20070904,MT,2007-09-04,2007-09-10,2,D4,0,0,0,0
20070828,MT,2007-08-28,2007-09-03,2,None,4.44,6524.64,0.39,3853.2799999999997
20070828,MT,2007-08-28,2007-09-03,2,D0,7.6,11184.83,2.51,24805.5
20070828,MT,2007-08-28,2007-09-03,2,D1,37.18,54689.219999999994,21.37,211427.77000000002
20070828,MT,2007-08-28,2007-09-03,2,D2,38.22,56223.77,60.79,601490.6699999999
20070828,MT,2007-08-28,2007-09-03,2,D3,12.55,18465.85,14.94,147837.78
20070828,MT,2007-08-28,2007-09-03,2,D4,0,0,0,0
20070821,MT,2007-08-21,2007-08-27,2,None,4.06,5977.73,0.29,2909.69
20070821,MT,2007-08-21,2007-08-27,2,D0,7.26,10683.94,2.43,24058.55
20070821,MT,2007-08-21,2007-08-27,2,D1,37.89,55737.03,21.54,213118.31
20070821,MT,2007-08-21,2007-08-27,2,D2,38.22,56223.77,60.79,601490.6699999999
20070821,MT,2007-08-21,2007-08-27,2,D3,12.55,18465.85,14.94,147837.78
20070821,MT,2007-08-21,2007-08-27,2,D4,0,0,0,0
20070814,MT,2007-08-14,2007-08-20,2,None,8.22,12086.12,1.81,17900.8
20070814,MT,2007-08-14,2007-08-20,2,D0,34.68,51011.42,18.92,187235.1
20070814,MT,2007-08-14,2007-08-20,2,D1,10.9,16028.16,6.35,62792.11
20070814,MT,2007-08-14,2007-08-20,2,D2,37.96,55835.7,62.82,621586.61
20070814,MT,2007-08-14,2007-08-20,2,D3,8.24,12126.92,10.1,99900.38
20070814,MT,2007-08-14,2007-08-20,2,D4,0,0,0,0
20070807,MT,2007-08-07,2007-08-13,2,None,8.22,12086.12,1.81,17900.8
20070807,MT,2007-08-07,2007-08-13,2,D0,34.67,50997.229999999996,18.92,187212.47999999998
20070807,MT,2007-08-07,2007-08-13,2,D1,10.91,16042.34,6.35,62814.719999999994
20070807,MT,2007-08-07,2007-08-13,2,D2,38.2,56195.06,63.22,625504.41
20070807,MT,2007-08-07,2007-08-13,2,D3,8,11767.56,9.7,95982.59
20070807,MT,2007-08-07,2007-08-13,2,D4,0,0,0,0
20070731,MT,2007-07-31,2007-08-06,2,None,28.35,41695.55,7.44,73631.40999999999
20070731,MT,2007-07-31,2007-08-06,2,D0,19.92,29299.03,15.28,151156.24000000002
20070731,MT,2007-07-31,2007-08-06,2,D1,29.74,43741.380000000005,41.25,408175.89
20070731,MT,2007-07-31,2007-08-06,2,D2,22,32352.36,36.03,356451.46
20070731,MT,2007-07-31,2007-08-06,2,D3,0,0,0,0
20070731,MT,2007-07-31,2007-08-06,2,D4,0,0,0,0
20070724,MT,2007-07-24,2007-07-30,2,None,28.92,42544.27,7.65,75687.9
20070724,MT,2007-07-24,2007-07-30,2,D0,28.35,41692.89,23.15,229040.75
20070724,MT,2007-07-24,2007-07-30,2,D1,34.4,50592.18,55.49,549001.2899999999
20070724,MT,2007-07-24,2007-07-30,2,D2,8.33,12258.99,13.71,135685.06
20070724,MT,2007-07-24,2007-07-30,2,D3,0,0,0,0
20070724,MT,2007-07-24,2007-07-30,2,D4,0,0,0,0
20070717,MT,2007-07-17,2007-07-23,2,None,52.44,77135.98,23.2,229571.71000000002
20070717,MT,2007-07-17,2007-07-23,2,D0,9.49,13962.41,14.41,142623.24000000002
20070717,MT,2007-07-17,2007-07-23,2,D1,36.49,53670.5,61.37,607208.53
20070717,MT,2007-07-17,2007-07-23,2,D2,1.58,2319.4300000000003,1.01,10011.52
20070717,MT,2007-07-17,2007-07-23,2,D3,0,0,0,0
20070717,MT,2007-07-17,2007-07-23,2,D4,0,0,0,0
20070710,MT,2007-07-10,2007-07-16,2,None,53.95,79349.23,25.92,256447.31
20070710,MT,2007-07-10,2007-07-16,2,D0,25.78,37922.68,38.83,384200.33999999997
20070710,MT,2007-07-10,2007-07-16,2,D1,20.27,29816.41,35.25,348767.36
20070710,MT,2007-07-10,2007-07-16,2,D2,0,0,0,0
20070710,MT,2007-07-10,2007-07-16,2,D3,0,0,0,0
20070710,MT,2007-07-10,2007-07-16,2,D4,0,0,0,0
20070703,MT,2007-07-03,2007-07-09,2,None,77.13,113450.40999999999,74.65,738627.65
20070703,MT,2007-07-03,2007-07-09,2,D0,21.94,32271.809999999998,24.08,238292.91
20070703,MT,2007-07-03,2007-07-09,2,D1,0.93,1366.1,1.26,12494.44
20070703,MT,2007-07-03,2007-07-09,2,D2,0,0,0,0
20070703,MT,2007-07-03,2007-07-09,2,D3,0,0,0,0
20070703,MT,2007-07-03,2007-07-09,2,D4,0,0,0,0
20070626,MT,2007-06-26,2007-07-02,2,None,77.13,113450.40999999999,74.65,738627.65
20070626,MT,2007-06-26,2007-07-02,2,D0,21.94,32271.809999999998,24.08,238292.91
20070626,MT,2007-06-26,2007-07-02,2,D1,0.93,1366.1,1.26,12494.44
20070626,MT,2007-06-26,2007-07-02,2,D2,0,0,0,0
20070626,MT,2007-06-26,2007-07-02,2,D3,0,0,0,0
20070626,MT,2007-06-26,2007-07-02,2,D4,0,0,0,0
20070619,MT,2007-06-19,2007-06-25,2,None,77.13,113450.40999999999,74.65,738627.65
20070619,MT,2007-06-19,2007-06-25,2,D0,21.94,32271.809999999998,24.08,238292.91
20070619,MT,2007-06-19,2007-06-25,2,D1,0.93,1366.1,1.26,12494.44
20070619,MT,2007-06-19,2007-06-25,2,D2,0,0,0,0
20070619,MT,2007-06-19,2007-06-25,2,D3,0,0,0,0
20070619,MT,2007-06-19,2007-06-25,2,D4,0,0,0,0
20070612,MT,2007-06-12,2007-06-18,2,None,76.45,112455.2,73.5,727223.2899999999
20070612,MT,2007-06-12,2007-06-18,2,D0,22.62,33266.91,25.24,249696.7
20070612,MT,2007-06-12,2007-06-18,2,D1,0.93,1366.21,1.26,12495
20070612,MT,2007-06-12,2007-06-18,2,D2,0,0,0,0
20070612,MT,2007-06-12,2007-06-18,2,D3,0,0,0,0
20070612,MT,2007-06-12,2007-06-18,2,D4,0,0,0,0
20070605,MT,2007-06-05,2007-06-11,2,None,67.11,98713.19,46.58,460821.45
20070605,MT,2007-06-05,2007-06-11,2,D0,27.1,39860.86,48.22,477115.37
20070605,MT,2007-06-05,2007-06-11,2,D1,5.79,8514.26,5.2,51478.18
20070605,MT,2007-06-05,2007-06-11,2,D2,0,0,0,0
20070605,MT,2007-06-05,2007-06-11,2,D3,0,0,0,0
20070605,MT,2007-06-05,2007-06-11,2,D4,0,0,0,0
20070529,MT,2007-05-29,2007-06-04,2,None,56.17,82615.09,31.62,312842.43000000005
20070529,MT,2007-05-29,2007-06-04,2,D0,38.04,55958.96,63.18,625094.4
20070529,MT,2007-05-29,2007-06-04,2,D1,5.79,8514.26,5.2,51478.18
20070529,MT,2007-05-29,2007-06-04,2,D2,0,0,0,0
20070529,MT,2007-05-29,2007-06-04,2,D3,0,0,0,0
20070529,MT,2007-05-29,2007-06-04,2,D4,0,0,0,0
20070522,MT,2007-05-22,2007-05-28,2,None,54.2,79717.16,30.85,305262.95
20070522,MT,2007-05-22,2007-05-28,2,D0,28.41,41790.380000000005,47.92,474169.47000000003
20070522,MT,2007-05-22,2007-05-28,2,D1,17.39,25580.780000000002,21.22,209982.58
20070522,MT,2007-05-22,2007-05-28,2,D2,0,0,0,0
20070522,MT,2007-05-22,2007-05-28,2,D3,0,0,0,0
20070522,MT,2007-05-22,2007-05-28,2,D4,0,0,0,0
20070515,MT,2007-05-15,2007-05-21,2,None,51.18,75273.61,29.22,289152.82
20070515,MT,2007-05-15,2007-05-21,2,D0,31.07,45699.59,49.46,489329.73000000004
20070515,MT,2007-05-15,2007-05-21,2,D1,17.75,26115.109999999997,21.32,210932.44999999998
20070515,MT,2007-05-15,2007-05-21,2,D2,0,0,0,0
20070515,MT,2007-05-15,2007-05-21,2,D3,0,0,0,0
20070515,MT,2007-05-15,2007-05-21,2,D4,0,0,0,0
20070508,MT,2007-05-08,2007-05-14,2,None,51.18,75273.61,29.22,289152.82
20070508,MT,2007-05-08,2007-05-14,2,D0,28,41179.759999999995,49.24,487225.76
20070508,MT,2007-05-08,2007-05-14,2,D1,20.81,30614.23,21.53,212995.38999999998
20070508,MT,2007-05-08,2007-05-14,2,D2,0.01,20.72,0,41.04
20070508,MT,2007-05-08,2007-05-14,2,D3,0,0,0,0
20070508,MT,2007-05-08,2007-05-14,2,D4,0,0,0,0
20070501,MT,2007-05-01,2007-05-07,2,None,35.26,51857.03,24.91,246458.91
20070501,MT,2007-05-01,2007-05-07,2,D0,37.8,55593.159999999996,51.41,508697.62
20070501,MT,2007-05-01,2007-05-07,2,D1,26.93,39617.41,23.67,234217.43
20070501,MT,2007-05-01,2007-05-07,2,D2,0.01,20.72,0,41.04
20070501,MT,2007-05-01,2007-05-07,2,D3,0,0,0,0
20070501,MT,2007-05-01,2007-05-07,2,D4,0,0,0,0
20070424,MT,2007-04-24,2007-04-30,2,None,35.26,51857.03,24.91,246458.91
20070424,MT,2007-04-24,2007-04-30,2,D0,37.44,55064.850000000006,51.1,505574.82
20070424,MT,2007-04-24,2007-04-30,2,D1,27.29,40145.719999999994,23.99,237340.23
20070424,MT,2007-04-24,2007-04-30,2,D2,0.01,20.72,0,41.04
20070424,MT,2007-04-24,2007-04-30,2,D3,0,0,0,0
20070424,MT,2007-04-24,2007-04-30,2,D4,0,0,0,0
20070417,MT,2007-04-17,2007-04-23,2,None,20.62,30336.51,16.8,166268.87999999998
20070417,MT,2007-04-17,2007-04-23,2,D0,46.3,68108.37000000001,45.49,450114.06
20070417,MT,2007-04-17,2007-04-23,2,D1,31.09,45728.18,36.61,362224.42000000004
20070417,MT,2007-04-17,2007-04-23,2,D2,1.98,2915.2599999999998,1.09,10807.630000000001
20070417,MT,2007-04-17,2007-04-23,2,D3,0,0,0,0
20070417,MT,2007-04-17,2007-04-23,2,D4,0,0,0,0
20070410,MT,2007-04-10,2007-04-16,2,None,35.02,51515.91,47.82,473187.47000000003
20070410,MT,2007-04-10,2007-04-16,2,D0,37.23,54766.119999999995,24.93,246642.72
20070410,MT,2007-04-10,2007-04-16,2,D1,25.84,38000.44,26.15,258754.74000000002
20070410,MT,2007-04-10,2007-04-16,2,D2,1.91,2805.86,1.09,10830.08
20070410,MT,2007-04-10,2007-04-16,2,D3,0,0,0,0
20070410,MT,2007-04-10,2007-04-16,2,D4,0,0,0,0
20070403,MT,2007-04-03,2007-04-09,2,None,40.33,59317.82,54.35,537773
20070403,MT,2007-04-03,2007-04-09,2,D0,28.61,42086.49,20.21,199942.2
20070403,MT,2007-04-03,2007-04-09,2,D1,30.01,44138.7,24.74,244731.99
20070403,MT,2007-04-03,2007-04-09,2,D2,1.05,1545.32,0.7,6967.81
20070403,MT,2007-04-03,2007-04-09,2,D3,0,0,0,0
20070403,MT,2007-04-03,2007-04-09,2,D4,0,0,0,0
20070327,MT,2007-03-27,2007-04-02,2,None,37.68,55416.259999999995,54.15,535763.15
20070327,MT,2007-03-27,2007-04-02,2,D0,29.7,43684.17,20.2,199853.56
20070327,MT,2007-03-27,2007-04-02,2,D1,22.15,32579.74,22.28,220464.6
20070327,MT,2007-03-27,2007-04-02,2,D2,9.53,14013.96,3.32,32819.729999999996
20070327,MT,2007-03-27,2007-04-02,2,D3,0.95,1394.1899999999998,0.05,513.9499999999999
20070327,MT,2007-03-27,2007-04-02,2,D4,0,0,0,0
20070320,MT,2007-03-20,2007-03-26,2,None,37.83,55649.01,54.19,536149.7899999999
20070320,MT,2007-03-20,2007-03-26,2,D0,29.54,43451.42,20.16,199466.91999999998
20070320,MT,2007-03-20,2007-03-26,2,D1,22.15,32579.74,22.28,220464.6
20070320,MT,2007-03-20,2007-03-26,2,D2,9.53,14013.96,3.32,32819.729999999996
20070320,MT,2007-03-20,2007-03-26,2,D3,0.95,1394.1899999999998,0.05,513.9499999999999
20070320,MT,2007-03-20,2007-03-26,2,D4,0,0,0,0
20070313,MT,2007-03-13,2007-03-19,2,None,37.83,55649.01,54.19,536149.7899999999
20070313,MT,2007-03-13,2007-03-19,2,D0,29.54,43451.42,20.16,199466.91999999998
20070313,MT,2007-03-13,2007-03-19,2,D1,22.15,32579.74,22.28,220464.6
20070313,MT,2007-03-13,2007-03-19,2,D2,9.45,13898.03,3.31,32781.850000000006
20070313,MT,2007-03-13,2007-03-19,2,D3,1.03,1510.12,0.06,551.8299999999999
20070313,MT,2007-03-13,2007-03-19,2,D4,0,0,0,0
20070306,MT,2007-03-06,2007-03-12,2,None,47.17,69386.25,55.74,551518.76
20070306,MT,2007-03-06,2007-03-12,2,D0,15.62,22969.82,8.16,80749.19
20070306,MT,2007-03-06,2007-03-12,2,D1,25.11,36927.759999999995,32.15,318130.63999999996
20070306,MT,2007-03-06,2007-03-12,2,D2,11.08,16294.359999999999,3.89,38464.58
20070306,MT,2007-03-06,2007-03-12,2,D3,1.03,1510.12,0.06,551.8299999999999
20070306,MT,2007-03-06,2007-03-12,2,D4,0,0,0,0
20070227,MT,2007-02-27,2007-03-05,2,None,44.11,64879.78,53.15,525830.9600000001
20070227,MT,2007-02-27,2007-03-05,2,D0,18.99,27925.37,10.18,100741.17000000001
20070227,MT,2007-02-27,2007-03-05,2,D1,19.69,28957.329999999998,25.91,256340.78
20070227,MT,2007-02-27,2007-03-05,2,D2,15.25,22426.420000000002,10.65,105410.1
20070227,MT,2007-02-27,2007-03-05,2,D3,1.97,2899.42,0.11,1091.99
20070227,MT,2007-02-27,2007-03-05,2,D4,0,0,0,0
20070220,MT,2007-02-20,2007-02-26,2,None,42.77,62905.9,51.57,510194.73000000004
20070220,MT,2007-02-20,2007-02-26,2,D0,16.83,24754.54,6.72,66458.31
20070220,MT,2007-02-20,2007-02-26,2,D1,18.69,27488.37,17.06,168832.46
20070220,MT,2007-02-20,2007-02-26,2,D2,18.67,27467.18,21.86,216312.57
20070220,MT,2007-02-20,2007-02-26,2,D3,3.04,4472.34,2.79,27616.93
20070220,MT,2007-02-20,2007-02-26,2,D4,0,0,0,0
20070213,MT,2007-02-13,2007-02-19,2,None,42.77,62905.9,51.57,510194.73000000004
20070213,MT,2007-02-13,2007-02-19,2,D0,16.83,24754.54,6.72,66458.31
20070213,MT,2007-02-13,2007-02-19,2,D1,18.69,27488.37,17.06,168832.47
20070213,MT,2007-02-13,2007-02-19,2,D2,18.3,26913.780000000002,21.82,215878.91
