entity,code,year,crop_oil,production
Democratic Republic of Congo,COD,1989,Palm kernel,34202
Democratic Republic of Congo,COD,1990,Soybean,NA
Democratic Republic of Congo,COD,1990,Sesame,NA
Democratic Republic of Congo,COD,1990,Linseed,NA
Democratic Republic of Congo,COD,1990,Palm,179000
Democratic Republic of Congo,COD,1990,Rapeseed,NA
Democratic Republic of Congo,COD,1990,Groundnut,25423
Democratic Republic of Congo,COD,1990,Cottonseed,2835
Democratic Republic of Congo,COD,1990,Coconut (copra),NA
Democratic Republic of Congo,COD,1990,"Olive, virgin",NA
Democratic Republic of Congo,COD,1990,Safflower,NA
Democratic Republic of Congo,COD,1990,Sunflower,NA
Democratic Republic of Congo,COD,1990,Maize,NA
Democratic Republic of Congo,COD,1990,Palm kernel,33467
Democratic Republic of Congo,COD,1991,Soybean,NA
Democratic Republic of Congo,COD,1991,Sesame,NA
Democratic Republic of Congo,COD,1991,Linseed,NA
Democratic Republic of Congo,COD,1991,Palm,180000
Democratic Republic of Congo,COD,1991,Rapeseed,NA
Democratic Republic of Congo,COD,1991,Groundnut,25469
Democratic Republic of Congo,COD,1991,Cottonseed,2988
Democratic Republic of Congo,COD,1991,Coconut (copra),NA
Democratic Republic of Congo,COD,1991,"Olive, virgin",NA
Democratic Republic of Congo,COD,1991,Safflower,NA
Democratic Republic of Congo,COD,1991,Sunflower,NA
Democratic Republic of Congo,COD,1991,Maize,NA
Democratic Republic of Congo,COD,1991,Palm kernel,35455
Democratic Republic of Congo,COD,1992,Soybean,NA
Democratic Republic of Congo,COD,1992,Sesame,NA
Democratic Republic of Congo,COD,1992,Linseed,NA
Democratic Republic of Congo,COD,1992,Palm,181000
Democratic Republic of Congo,COD,1992,Rapeseed,NA
Democratic Republic of Congo,COD,1992,Groundnut,26018
Democratic Republic of Congo,COD,1992,Cottonseed,2628
Democratic Republic of Congo,COD,1992,Coconut (copra),NA
Democratic Republic of Congo,COD,1992,"Olive, virgin",NA
Democratic Republic of Congo,COD,1992,Safflower,NA
Democratic Republic of Congo,COD,1992,Sunflower,NA
Democratic Republic of Congo,COD,1992,Maize,NA
Democratic Republic of Congo,COD,1992,Palm kernel,35099
Democratic Republic of Congo,COD,1993,Soybean,NA
Democratic Republic of Congo,COD,1993,Sesame,NA
Democratic Republic of Congo,COD,1993,Linseed,NA
Democratic Republic of Congo,COD,1993,Palm,182000
Democratic Republic of Congo,COD,1993,Rapeseed,NA
Democratic Republic of Congo,COD,1993,Groundnut,28489
Democratic Republic of Congo,COD,1993,Cottonseed,2628
Democratic Republic of Congo,COD,1993,Coconut (copra),NA
Democratic Republic of Congo,COD,1993,"Olive, virgin",NA
Democratic Republic of Congo,COD,1993,Safflower,NA
Democratic Republic of Congo,COD,1993,Sunflower,NA
Democratic Republic of Congo,COD,1993,Maize,NA
Democratic Republic of Congo,COD,1993,Palm kernel,35770
Democratic Republic of Congo,COD,1994,Soybean,NA
Democratic Republic of Congo,COD,1994,Sesame,NA
Democratic Republic of Congo,COD,1994,Linseed,NA
Democratic Republic of Congo,COD,1994,Palm,170520
Democratic Republic of Congo,COD,1994,Rapeseed,NA
Democratic Republic of Congo,COD,1994,Groundnut,29861
Democratic Republic of Congo,COD,1994,Cottonseed,2637
Democratic Republic of Congo,COD,1994,Coconut (copra),NA
Democratic Republic of Congo,COD,1994,"Olive, virgin",NA
Democratic Republic of Congo,COD,1994,Safflower,NA
Democratic Republic of Congo,COD,1994,Sunflower,NA
Democratic Republic of Congo,COD,1994,Maize,NA
Democratic Republic of Congo,COD,1994,Palm kernel,34986
Democratic Republic of Congo,COD,1995,Soybean,NA
Democratic Republic of Congo,COD,1995,Sesame,NA
Democratic Republic of Congo,COD,1995,Linseed,NA
Democratic Republic of Congo,COD,1995,Palm,195630
Democratic Republic of Congo,COD,1995,Rapeseed,NA
Democratic Republic of Congo,COD,1995,Groundnut,19395
Democratic Republic of Congo,COD,1995,Cottonseed,2547
Democratic Republic of Congo,COD,1995,Coconut (copra),NA
Democratic Republic of Congo,COD,1995,"Olive, virgin",NA
Democratic Republic of Congo,COD,1995,Safflower,NA
Democratic Republic of Congo,COD,1995,Sunflower,NA
Democratic Republic of Congo,COD,1995,Maize,NA
Democratic Republic of Congo,COD,1995,Palm kernel,36260
Democratic Republic of Congo,COD,1996,Soybean,NA
Democratic Republic of Congo,COD,1996,Sesame,NA
Democratic Republic of Congo,COD,1996,Linseed,NA
Democratic Republic of Congo,COD,1996,Palm,186120
Democratic Republic of Congo,COD,1996,Rapeseed,NA
Democratic Republic of Congo,COD,1996,Groundnut,18279
Democratic Republic of Congo,COD,1996,Cottonseed,2547
Democratic Republic of Congo,COD,1996,Coconut (copra),NA
Democratic Republic of Congo,COD,1996,"Olive, virgin",NA
Democratic Republic of Congo,COD,1996,Safflower,NA
Democratic Republic of Congo,COD,1996,Sunflower,NA
Democratic Republic of Congo,COD,1996,Maize,NA
Democratic Republic of Congo,COD,1996,Palm kernel,36750
Democratic Republic of Congo,COD,1997,Soybean,NA
Democratic Republic of Congo,COD,1997,Sesame,NA
Democratic Republic of Congo,COD,1997,Linseed,NA
Democratic Republic of Congo,COD,1997,Palm,167810
Democratic Republic of Congo,COD,1997,Rapeseed,NA
Democratic Republic of Congo,COD,1997,Groundnut,18855
Democratic Republic of Congo,COD,1997,Cottonseed,2601
Democratic Republic of Congo,COD,1997,Coconut (copra),NA
Democratic Republic of Congo,COD,1997,"Olive, virgin",NA
Democratic Republic of Congo,COD,1997,Safflower,NA
Democratic Republic of Congo,COD,1997,Sunflower,NA
Democratic Republic of Congo,COD,1997,Maize,NA
Democratic Republic of Congo,COD,1997,Palm kernel,32340
Democratic Republic of Congo,COD,1998,Soybean,NA
Democratic Republic of Congo,COD,1998,Sesame,NA
Democratic Republic of Congo,COD,1998,Linseed,NA
Democratic Republic of Congo,COD,1998,Palm,168830
Democratic Republic of Congo,COD,1998,Rapeseed,NA
Democratic Republic of Congo,COD,1998,Groundnut,19450
Democratic Republic of Congo,COD,1998,Cottonseed,2646
Democratic Republic of Congo,COD,1998,Coconut (copra),NA
Democratic Republic of Congo,COD,1998,"Olive, virgin",NA
Democratic Republic of Congo,COD,1998,Safflower,NA
Democratic Republic of Congo,COD,1998,Sunflower,NA
Democratic Republic of Congo,COD,1998,Maize,NA
Democratic Republic of Congo,COD,1998,Palm kernel,33008
Democratic Republic of Congo,COD,1999,Soybean,NA
Democratic Republic of Congo,COD,1999,Sesame,NA
Democratic Republic of Congo,COD,1999,Linseed,NA
Democratic Republic of Congo,COD,1999,Palm,168050
Democratic Republic of Congo,COD,1999,Rapeseed,NA
Democratic Republic of Congo,COD,1999,Groundnut,18679
Democratic Republic of Congo,COD,1999,Cottonseed,2718
Democratic Republic of Congo,COD,1999,Coconut (copra),NA
Democratic Republic of Congo,COD,1999,"Olive, virgin",NA
Democratic Republic of Congo,COD,1999,Safflower,NA
Democratic Republic of Congo,COD,1999,Sunflower,NA
Democratic Republic of Congo,COD,1999,Maize,NA
Democratic Republic of Congo,COD,1999,Palm kernel,32830
Democratic Republic of Congo,COD,2000,Soybean,NA
Democratic Republic of Congo,COD,2000,Sesame,NA
Democratic Republic of Congo,COD,2000,Linseed,NA
Democratic Republic of Congo,COD,2000,Palm,167640
Democratic Republic of Congo,COD,2000,Rapeseed,NA
Democratic Republic of Congo,COD,2000,Groundnut,18019
Democratic Republic of Congo,COD,2000,Cottonseed,2754
Democratic Republic of Congo,COD,2000,Coconut (copra),NA
Democratic Republic of Congo,COD,2000,"Olive, virgin",NA
Democratic Republic of Congo,COD,2000,Safflower,NA
Democratic Republic of Congo,COD,2000,Sunflower,NA
Democratic Republic of Congo,COD,2000,Maize,NA
Democratic Republic of Congo,COD,2000,Palm kernel,29400
Democratic Republic of Congo,COD,2001,Soybean,NA
Democratic Republic of Congo,COD,2001,Sesame,NA
Democratic Republic of Congo,COD,2001,Linseed,NA
Democratic Republic of Congo,COD,2001,Palm,167230
Democratic Republic of Congo,COD,2001,Rapeseed,NA
Democratic Republic of Congo,COD,2001,Groundnut,17382
Democratic Republic of Congo,COD,2001,Cottonseed,2844
Democratic Republic of Congo,COD,2001,Coconut (copra),NA
Democratic Republic of Congo,COD,2001,"Olive, virgin",NA
Democratic Republic of Congo,COD,2001,Safflower,NA
Democratic Republic of Congo,COD,2001,Sunflower,NA
Democratic Republic of Congo,COD,2001,Maize,NA
Democratic Republic of Congo,COD,2001,Palm kernel,24500
Democratic Republic of Congo,COD,2002,Soybean,NA
Democratic Republic of Congo,COD,2002,Sesame,NA
Democratic Republic of Congo,COD,2002,Linseed,NA
Democratic Republic of Congo,COD,2002,Palm,170000
Democratic Republic of Congo,COD,2002,Rapeseed,NA
Democratic Republic of Congo,COD,2002,Groundnut,16777
Democratic Republic of Congo,COD,2002,Cottonseed,2844
Democratic Republic of Congo,COD,2002,Coconut (copra),NA
Democratic Republic of Congo,COD,2002,"Olive, virgin",NA
Democratic Republic of Congo,COD,2002,Safflower,NA
Democratic Republic of Congo,COD,2002,Sunflower,NA
Democratic Republic of Congo,COD,2002,Maize,NA
Democratic Republic of Congo,COD,2002,Palm kernel,22050
Democratic Republic of Congo,COD,2003,Soybean,NA
Democratic Republic of Congo,COD,2003,Sesame,NA
Democratic Republic of Congo,COD,2003,Linseed,NA
Democratic Republic of Congo,COD,2003,Palm,175000
Democratic Republic of Congo,COD,2003,Rapeseed,NA
Democratic Republic of Congo,COD,2003,Groundnut,17222
Democratic Republic of Congo,COD,2003,Cottonseed,2817
Democratic Republic of Congo,COD,2003,Coconut (copra),NA
Democratic Republic of Congo,COD,2003,"Olive, virgin",NA
Democratic Republic of Congo,COD,2003,Safflower,NA
Democratic Republic of Congo,COD,2003,Sunflower,NA
Democratic Republic of Congo,COD,2003,Maize,NA
Democratic Republic of Congo,COD,2003,Palm kernel,22050
Democratic Republic of Congo,COD,2004,Soybean,NA
Democratic Republic of Congo,COD,2004,Sesame,NA
Democratic Republic of Congo,COD,2004,Linseed,NA
Democratic Republic of Congo,COD,2004,Palm,175000
Democratic Republic of Congo,COD,2004,Rapeseed,NA
Democratic Republic of Congo,COD,2004,Groundnut,17432
Democratic Republic of Congo,COD,2004,Cottonseed,2934
Democratic Republic of Congo,COD,2004,Coconut (copra),NA
Democratic Republic of Congo,COD,2004,"Olive, virgin",NA
Democratic Republic of Congo,COD,2004,Safflower,NA
Democratic Republic of Congo,COD,2004,Sunflower,NA
Democratic Republic of Congo,COD,2004,Maize,NA
Democratic Republic of Congo,COD,2004,Palm kernel,22050
Democratic Republic of Congo,COD,2005,Soybean,NA
Democratic Republic of Congo,COD,2005,Sesame,NA
Democratic Republic of Congo,COD,2005,Linseed,NA
Democratic Republic of Congo,COD,2005,Palm,175000
Democratic Republic of Congo,COD,2005,Rapeseed,NA
Democratic Republic of Congo,COD,2005,Groundnut,17655
Democratic Republic of Congo,COD,2005,Cottonseed,2973
Democratic Republic of Congo,COD,2005,Coconut (copra),NA
Democratic Republic of Congo,COD,2005,"Olive, virgin",NA
Democratic Republic of Congo,COD,2005,Safflower,NA
Democratic Republic of Congo,COD,2005,Sunflower,NA
Democratic Republic of Congo,COD,2005,Maize,NA
Democratic Republic of Congo,COD,2005,Palm kernel,22540
Democratic Republic of Congo,COD,2006,Soybean,NA
Democratic Republic of Congo,COD,2006,Sesame,NA
Democratic Republic of Congo,COD,2006,Linseed,NA
Democratic Republic of Congo,COD,2006,Palm,175000
Democratic Republic of Congo,COD,2006,Rapeseed,NA
Democratic Republic of Congo,COD,2006,Groundnut,17683
Democratic Republic of Congo,COD,2006,Cottonseed,3033
Democratic Republic of Congo,COD,2006,Coconut (copra),NA
Democratic Republic of Congo,COD,2006,"Olive, virgin",NA
Democratic Republic of Congo,COD,2006,Safflower,NA
Democratic Republic of Congo,COD,2006,Sunflower,NA
Democratic Republic of Congo,COD,2006,Maize,NA
Democratic Republic of Congo,COD,2006,Palm kernel,23030
Democratic Republic of Congo,COD,2007,Soybean,NA
Democratic Republic of Congo,COD,2007,Sesame,NA
Democratic Republic of Congo,COD,2007,Linseed,NA
Democratic Republic of Congo,COD,2007,Palm,182000
Democratic Republic of Congo,COD,2007,Rapeseed,NA
Democratic Republic of Congo,COD,2007,Groundnut,17717
Democratic Republic of Congo,COD,2007,Cottonseed,3024
Democratic Republic of Congo,COD,2007,Coconut (copra),NA
Democratic Republic of Congo,COD,2007,"Olive, virgin",NA
Democratic Republic of Congo,COD,2007,Safflower,NA
Democratic Republic of Congo,COD,2007,Sunflower,NA
Democratic Republic of Congo,COD,2007,Maize,NA
Democratic Republic of Congo,COD,2007,Palm kernel,23030
Democratic Republic of Congo,COD,2008,Soybean,NA
Democratic Republic of Congo,COD,2008,Sesame,NA
Democratic Republic of Congo,COD,2008,Linseed,NA
Democratic Republic of Congo,COD,2008,Palm,182000
Democratic Republic of Congo,COD,2008,Rapeseed,NA
Democratic Republic of Congo,COD,2008,Groundnut,17749
Democratic Republic of Congo,COD,2008,Cottonseed,3213
Democratic Republic of Congo,COD,2008,Coconut (copra),NA
Democratic Republic of Congo,COD,2008,"Olive, virgin",NA
Democratic Republic of Congo,COD,2008,Safflower,NA
Democratic Republic of Congo,COD,2008,Sunflower,NA
Democratic Republic of Congo,COD,2008,Maize,NA
Democratic Republic of Congo,COD,2008,Palm kernel,23520
Democratic Republic of Congo,COD,2009,Soybean,NA
Democratic Republic of Congo,COD,2009,Sesame,NA
Democratic Republic of Congo,COD,2009,Linseed,NA
Democratic Republic of Congo,COD,2009,Palm,185000
Democratic Republic of Congo,COD,2009,Rapeseed,NA
Democratic Republic of Congo,COD,2009,Groundnut,17889
Democratic Republic of Congo,COD,2009,Cottonseed,2412
Democratic Republic of Congo,COD,2009,Coconut (copra),NA
Democratic Republic of Congo,COD,2009,"Olive, virgin",NA
Democratic Republic of Congo,COD,2009,Safflower,NA
Democratic Republic of Congo,COD,2009,Sunflower,NA
Democratic Republic of Congo,COD,2009,Maize,NA
Democratic Republic of Congo,COD,2009,Palm kernel,23912
Democratic Republic of Congo,COD,2010,Soybean,NA
Democratic Republic of Congo,COD,2010,Sesame,NA
Democratic Republic of Congo,COD,2010,Linseed,NA
Democratic Republic of Congo,COD,2010,Palm,187000
Democratic Republic of Congo,COD,2010,Rapeseed,NA
Democratic Republic of Congo,COD,2010,Groundnut,18737
Democratic Republic of Congo,COD,2010,Cottonseed,2376
Democratic Republic of Congo,COD,2010,Coconut (copra),NA
Democratic Republic of Congo,COD,2010,"Olive, virgin",NA
Democratic Republic of Congo,COD,2010,Safflower,NA
Democratic Republic of Congo,COD,2010,Sunflower,NA
Democratic Republic of Congo,COD,2010,Maize,NA
Democratic Republic of Congo,COD,2010,Palm kernel,24255
Democratic Republic of Congo,COD,2011,Soybean,NA
Democratic Republic of Congo,COD,2011,Sesame,NA
Democratic Republic of Congo,COD,2011,Linseed,NA
Democratic Republic of Congo,COD,2011,Palm,280000
Democratic Republic of Congo,COD,2011,Rapeseed,NA
Democratic Republic of Congo,COD,2011,Groundnut,19051
Democratic Republic of Congo,COD,2011,Cottonseed,2529
Democratic Republic of Congo,COD,2011,Coconut (copra),NA
Democratic Republic of Congo,COD,2011,"Olive, virgin",NA
Democratic Republic of Congo,COD,2011,Safflower,NA
Democratic Republic of Congo,COD,2011,Sunflower,NA
Democratic Republic of Congo,COD,2011,Maize,NA
Democratic Republic of Congo,COD,2011,Palm kernel,34300
Democratic Republic of Congo,COD,2012,Soybean,NA
Democratic Republic of Congo,COD,2012,Sesame,NA
Democratic Republic of Congo,COD,2012,Linseed,NA
Democratic Republic of Congo,COD,2012,Palm,295500
Democratic Republic of Congo,COD,2012,Rapeseed,NA
Democratic Republic of Congo,COD,2012,Groundnut,19674
Democratic Republic of Congo,COD,2012,Cottonseed,2727
Democratic Republic of Congo,COD,2012,Coconut (copra),NA
Democratic Republic of Congo,COD,2012,"Olive, virgin",NA
Democratic Republic of Congo,COD,2012,Safflower,NA
Democratic Republic of Congo,COD,2012,Sunflower,NA
Democratic Republic of Congo,COD,2012,Maize,NA
Democratic Republic of Congo,COD,2012,Palm kernel,36749
Democratic Republic of Congo,COD,2013,Soybean,NA
Democratic Republic of Congo,COD,2013,Sesame,NA
Democratic Republic of Congo,COD,2013,Linseed,NA
Democratic Republic of Congo,COD,2013,Palm,300000
Democratic Republic of Congo,COD,2013,Rapeseed,NA
Democratic Republic of Congo,COD,2013,Groundnut,20112
Democratic Republic of Congo,COD,2013,Cottonseed,2816
Democratic Republic of Congo,COD,2013,Coconut (copra),NA
Democratic Republic of Congo,COD,2013,"Olive, virgin",NA
Democratic Republic of Congo,COD,2013,Safflower,NA
Democratic Republic of Congo,COD,2013,Sunflower,NA
Democratic Republic of Congo,COD,2013,Maize,NA
Democratic Republic of Congo,COD,2013,Palm kernel,36749
Democratic Republic of Congo,COD,2014,Soybean,NA
Democratic Republic of Congo,COD,2014,Sesame,NA
Democratic Republic of Congo,COD,2014,Linseed,NA
Democratic Republic of Congo,COD,2014,Palm,305000
Democratic Republic of Congo,COD,2014,Rapeseed,NA
Democratic Republic of Congo,COD,2014,Groundnut,20316
Democratic Republic of Congo,COD,2014,Cottonseed,2996
Democratic Republic of Congo,COD,2014,Coconut (copra),NA
Democratic Republic of Congo,COD,2014,"Olive, virgin",NA
Democratic Republic of Congo,COD,2014,Safflower,NA
Democratic Republic of Congo,COD,2014,Sunflower,NA
Democratic Republic of Congo,COD,2014,Maize,NA
Democratic Republic of Congo,COD,2014,Palm kernel,36849
Denmark,DNK,1961,Soybean,54346
Denmark,DNK,1961,Sesame,383
Denmark,DNK,1961,Linseed,1889
Denmark,DNK,1961,Palm,NA
Denmark,DNK,1961,Rapeseed,3306
Denmark,DNK,1961,Groundnut,1098
Denmark,DNK,1961,Cottonseed,NA
Denmark,DNK,1961,Coconut (copra),26702
Denmark,DNK,1961,"Olive, virgin",NA
Denmark,DNK,1961,Safflower,NA
Denmark,DNK,1961,Sunflower,32
Denmark,DNK,1961,Maize,NA
Denmark,DNK,1961,Palm kernel,4632
Denmark,DNK,1962,Soybean,62863
Denmark,DNK,1962,Sesame,718
Denmark,DNK,1962,Linseed,1368
Denmark,DNK,1962,Palm,NA
Denmark,DNK,1962,Rapeseed,4370
Denmark,DNK,1962,Groundnut,1611
Denmark,DNK,1962,Cottonseed,NA
Denmark,DNK,1962,Coconut (copra),22822
Denmark,DNK,1962,"Olive, virgin",NA
Denmark,DNK,1962,Safflower,NA
Denmark,DNK,1962,Sunflower,28
Denmark,DNK,1962,Maize,NA
Denmark,DNK,1962,Palm kernel,6245
Denmark,DNK,1963,Soybean,62181
Denmark,DNK,1963,Sesame,781
Denmark,DNK,1963,Linseed,1605
Denmark,DNK,1963,Palm,NA
Denmark,DNK,1963,Rapeseed,1900
Denmark,DNK,1963,Groundnut,1660
Denmark,DNK,1963,Cottonseed,NA
Denmark,DNK,1963,Coconut (copra),24140
Denmark,DNK,1963,"Olive, virgin",NA
Denmark,DNK,1963,Safflower,NA
Denmark,DNK,1963,Sunflower,58
Denmark,DNK,1963,Maize,NA
Denmark,DNK,1963,Palm kernel,6538
Denmark,DNK,1964,Soybean,62573
Denmark,DNK,1964,Sesame,896
Denmark,DNK,1964,Linseed,2487
Denmark,DNK,1964,Palm,NA
Denmark,DNK,1964,Rapeseed,1254
Denmark,DNK,1964,Groundnut,1336
Denmark,DNK,1964,Cottonseed,NA
Denmark,DNK,1964,Coconut (copra),19500
Denmark,DNK,1964,"Olive, virgin",NA
Denmark,DNK,1964,Safflower,NA
Denmark,DNK,1964,Sunflower,47
Denmark,DNK,1964,Maize,NA
Denmark,DNK,1964,Palm kernel,7872
Denmark,DNK,1965,Soybean,66447
Denmark,DNK,1965,Sesame,279
Denmark,DNK,1965,Linseed,3472
Denmark,DNK,1965,Palm,NA
Denmark,DNK,1965,Rapeseed,3154
Denmark,DNK,1965,Groundnut,1521
Denmark,DNK,1965,Cottonseed,NA
Denmark,DNK,1965,Coconut (copra),22059
Denmark,DNK,1965,"Olive, virgin",NA
Denmark,DNK,1965,Safflower,NA
Denmark,DNK,1965,Sunflower,67
Denmark,DNK,1965,Maize,NA
Denmark,DNK,1965,Palm kernel,5626
Denmark,DNK,1966,Soybean,66523
Denmark,DNK,1966,Sesame,841
Denmark,DNK,1966,Linseed,4170
Denmark,DNK,1966,Palm,NA
Denmark,DNK,1966,Rapeseed,3154
Denmark,DNK,1966,Groundnut,814
Denmark,DNK,1966,Cottonseed,NA
Denmark,DNK,1966,Coconut (copra),20188
Denmark,DNK,1966,"Olive, virgin",NA
Denmark,DNK,1966,Safflower,NA
Denmark,DNK,1966,Sunflower,98
Denmark,DNK,1966,Maize,NA
Denmark,DNK,1966,Palm kernel,7437
Denmark,DNK,1967,Soybean,79898
Denmark,DNK,1967,Sesame,753
Denmark,DNK,1967,Linseed,2245
Denmark,DNK,1967,Palm,NA
Denmark,DNK,1967,Rapeseed,3800
Denmark,DNK,1967,Groundnut,564
Denmark,DNK,1967,Cottonseed,NA
Denmark,DNK,1967,Coconut (copra),13265
Denmark,DNK,1967,"Olive, virgin",NA
Denmark,DNK,1967,Safflower,NA
Denmark,DNK,1967,Sunflower,45
Denmark,DNK,1967,Maize,NA
Denmark,DNK,1967,Palm kernel,3622
Denmark,DNK,1968,Soybean,76991
Denmark,DNK,1968,Sesame,683
Denmark,DNK,1968,Linseed,1695
Denmark,DNK,1968,Palm,NA
Denmark,DNK,1968,Rapeseed,6346
Denmark,DNK,1968,Groundnut,1676
Denmark,DNK,1968,Cottonseed,NA
Denmark,DNK,1968,Coconut (copra),15210
Denmark,DNK,1968,"Olive, virgin",NA
Denmark,DNK,1968,Safflower,NA
Denmark,DNK,1968,Sunflower,44
Denmark,DNK,1968,Maize,NA
Denmark,DNK,1968,Palm kernel,7224
Denmark,DNK,1969,Soybean,72338
Denmark,DNK,1969,Sesame,454
Denmark,DNK,1969,Linseed,2271
Denmark,DNK,1969,Palm,NA
Denmark,DNK,1969,Rapeseed,5054
Denmark,DNK,1969,Groundnut,400
Denmark,DNK,1969,Cottonseed,NA
Denmark,DNK,1969,Coconut (copra),17521
Denmark,DNK,1969,"Olive, virgin",NA
Denmark,DNK,1969,Safflower,NA
Denmark,DNK,1969,Sunflower,107
Denmark,DNK,1969,Maize,NA
Denmark,DNK,1969,Palm kernel,8995
Denmark,DNK,1970,Soybean,98843
Denmark,DNK,1970,Sesame,517
Denmark,DNK,1970,Linseed,2180
Denmark,DNK,1970,Palm,NA
Denmark,DNK,1970,Rapeseed,4446
Denmark,DNK,1970,Groundnut,518
Denmark,DNK,1970,Cottonseed,NA
Denmark,DNK,1970,Coconut (copra),10950
Denmark,DNK,1970,"Olive, virgin",NA
Denmark,DNK,1970,Safflower,NA
Denmark,DNK,1970,Sunflower,213
Denmark,DNK,1970,Maize,NA
Denmark,DNK,1970,Palm kernel,7026
Denmark,DNK,1971,Soybean,92067
Denmark,DNK,1971,Sesame,949
Denmark,DNK,1971,Linseed,2455
Denmark,DNK,1971,Palm,NA
Denmark,DNK,1971,Rapeseed,3800
Denmark,DNK,1971,Groundnut,554
Denmark,DNK,1971,Cottonseed,NA
Denmark,DNK,1971,Coconut (copra),11707
Denmark,DNK,1971,"Olive, virgin",NA
Denmark,DNK,1971,Safflower,NA
Denmark,DNK,1971,Sunflower,118
Denmark,DNK,1971,Maize,NA
Denmark,DNK,1971,Palm kernel,9901
Denmark,DNK,1972,Soybean,88381
Denmark,DNK,1972,Sesame,755
Denmark,DNK,1972,Linseed,4698
Denmark,DNK,1972,Palm,NA
Denmark,DNK,1972,Rapeseed,3154
Denmark,DNK,1972,Groundnut,533
Denmark,DNK,1972,Cottonseed,NA
Denmark,DNK,1972,Coconut (copra),17024
Denmark,DNK,1972,"Olive, virgin",NA
Denmark,DNK,1972,Safflower,NA
Denmark,DNK,1972,Sunflower,223
Denmark,DNK,1972,Maize,NA
Denmark,DNK,1972,Palm kernel,6246
Denmark,DNK,1973,Soybean,72687
Denmark,DNK,1973,Sesame,628
Denmark,DNK,1973,Linseed,3348
Denmark,DNK,1973,Palm,NA
Denmark,DNK,1973,Rapeseed,7334
Denmark,DNK,1973,Groundnut,553
Denmark,DNK,1973,Cottonseed,NA
Denmark,DNK,1973,Coconut (copra),10076
Denmark,DNK,1973,"Olive, virgin",NA
Denmark,DNK,1973,Safflower,NA
Denmark,DNK,1973,Sunflower,136
Denmark,DNK,1973,Maize,NA
Denmark,DNK,1973,Palm kernel,6650
Denmark,DNK,1974,Soybean,79914
Denmark,DNK,1974,Sesame,619
Denmark,DNK,1974,Linseed,1238
Denmark,DNK,1974,Palm,NA
Denmark,DNK,1974,Rapeseed,4826
Denmark,DNK,1974,Groundnut,494
Denmark,DNK,1974,Cottonseed,NA
Denmark,DNK,1974,Coconut (copra),2821
Denmark,DNK,1974,"Olive, virgin",NA
Denmark,DNK,1974,Safflower,NA
Denmark,DNK,1974,Sunflower,196
Denmark,DNK,1974,Maize,NA
Denmark,DNK,1974,Palm kernel,8714
Denmark,DNK,1975,Soybean,71997
Denmark,DNK,1975,Sesame,857
Denmark,DNK,1975,Linseed,1398
Denmark,DNK,1975,Palm,NA
Denmark,DNK,1975,Rapeseed,2736
Denmark,DNK,1975,Groundnut,400
Denmark,DNK,1975,Cottonseed,NA
Denmark,DNK,1975,Coconut (copra),13440
Denmark,DNK,1975,"Olive, virgin",NA
Denmark,DNK,1975,Safflower,NA
Denmark,DNK,1975,Sunflower,179
Denmark,DNK,1975,Maize,NA
Denmark,DNK,1975,Palm kernel,7152
Denmark,DNK,1976,Soybean,67142
Denmark,DNK,1976,Sesame,652
Denmark,DNK,1976,Linseed,1558
Denmark,DNK,1976,Palm,NA
Denmark,DNK,1976,Rapeseed,5016
Denmark,DNK,1976,Groundnut,430
Denmark,DNK,1976,Cottonseed,NA
Denmark,DNK,1976,Coconut (copra),26697
Denmark,DNK,1976,"Olive, virgin",NA
Denmark,DNK,1976,Safflower,NA
Denmark,DNK,1976,Sunflower,211
Denmark,DNK,1976,Maize,NA
Denmark,DNK,1976,Palm kernel,8056
Denmark,DNK,1977,Soybean,69545
Denmark,DNK,1977,Sesame,734
Denmark,DNK,1977,Linseed,2258
Denmark,DNK,1977,Palm,NA
Denmark,DNK,1977,Rapeseed,3876
Denmark,DNK,1977,Groundnut,478
Denmark,DNK,1977,Cottonseed,NA
Denmark,DNK,1977,Coconut (copra),12433
Denmark,DNK,1977,"Olive, virgin",NA
Denmark,DNK,1977,Safflower,NA
Denmark,DNK,1977,Sunflower,163
Denmark,DNK,1977,Maize,NA
Denmark,DNK,1977,Palm kernel,9830
Denmark,DNK,1978,Soybean,83151
Denmark,DNK,1978,Sesame,719
Denmark,DNK,1978,Linseed,13911
Denmark,DNK,1978,Palm,NA
Denmark,DNK,1978,Rapeseed,2546
Denmark,DNK,1978,Groundnut,398
Denmark,DNK,1978,Cottonseed,NA
Denmark,DNK,1978,Coconut (copra),14132
Denmark,DNK,1978,"Olive, virgin",NA
Denmark,DNK,1978,Safflower,NA
Denmark,DNK,1978,Sunflower,293
Denmark,DNK,1978,Maize,NA
Denmark,DNK,1978,Palm kernel,7840
Denmark,DNK,1979,Soybean,81488
Denmark,DNK,1979,Sesame,636
Denmark,DNK,1979,Linseed,5576
Denmark,DNK,1979,Palm,NA
Denmark,DNK,1979,Rapeseed,6080
Denmark,DNK,1979,Groundnut,369
Denmark,DNK,1979,Cottonseed,NA
Denmark,DNK,1979,Coconut (copra),10983
Denmark,DNK,1979,"Olive, virgin",NA
Denmark,DNK,1979,Safflower,NA
Denmark,DNK,1979,Sunflower,330
Denmark,DNK,1979,Maize,NA
Denmark,DNK,1979,Palm kernel,4192
Denmark,DNK,1980,Soybean,57746
Denmark,DNK,1980,Sesame,750
