date,observations,comment,weather_disruption
2007-04-17,450,NA,FALSE
2007-04-16,1100,NA,FALSE
2007-04-15,1720,NA,FALSE
2007-04-14,3100,NA,FALSE
2007-04-13,4100,NA,FALSE
2007-04-12,6900,NA,FALSE
2007-04-11,8600,NA,FALSE
2007-04-10,8600,NA,FALSE
2007-04-09,NA,Canceled/No count,TRUE
2007-04-08,9700,NA,FALSE
2007-04-07,9900,NA,FALSE
2007-04-06,9100,NA,FALSE
2007-04-05,10400,NA,FALSE
2007-04-04,12400,NA,FALSE
2007-04-03,12100,NA,FALSE
2007-04-02,13500,NA,FALSE
2007-04-01,13900,NA,FALSE
2007-03-31,12100,NA,FALSE
2007-03-30,10400,NA,FALSE
2007-03-29,9400,NA,FALSE
2007-03-28,7000,NA,FALSE
2007-03-27,5600,NA,FALSE
2007-03-26,3000,NA,FALSE
2007-03-25,2170,NA,FALSE
2007-03-24,1580,NA,FALSE
2007-03-23,920,NA,FALSE
2007-03-22,490,NA,FALSE
2007-03-21,1950,NA,FALSE
2007-03-20,1130,NA,FALSE
2007-03-19,440,NA,FALSE
2007-03-18,280,NA,FALSE
2007-03-17,NA,Canceled/No count,FALSE
2007-03-16,140,NA,FALSE
2007-03-15,330,NA,FALSE
2007-03-14,320,NA,FALSE
2007-03-13,110,NA,FALSE
2007-03-12,45,NA,FALSE
2007-03-11,NA,Canceled/No count,FALSE
2007-03-10,17,NA,FALSE
2007-03-09,NA,Canceled/No count,FALSE
2007-03-08,NA,Canceled/No count,FALSE
2007-03-07,NA,Canceled/No count,FALSE
2007-03-06,NA,Canceled/No count,FALSE
2007-03-05,8,NA,FALSE
2006-10-25,190,NA,FALSE
2006-10-19,1320,NA,FALSE
2006-10-16,1320,NA,FALSE
2006-10-12,4990,NA,FALSE
2006-10-09,9550,NA,FALSE
2006-10-05,8634,NA,FALSE
2006-10-03,7800,NA,FALSE
2006-09-28,5903,NA,FALSE
2006-09-25,6020,NA,FALSE
2006-09-21,5050,NA,FALSE
2006-09-18,4130,NA,FALSE
2006-09-14,3020,NA,FALSE
2006-09-11,2820,NA,FALSE
2006-09-07,2460,NA,FALSE
2006-09-04,2710,NA,FALSE
2006-08-31,1610,NA,FALSE
2006-08-28,920,NA,FALSE
2006-08-24,1030,NA,FALSE
2006-08-21,405,NA,FALSE
2006-08-16,245,NA,FALSE
2006-08-15,313,NA,FALSE
2006-04-28,410,NA,FALSE
2006-04-27,NA,Canceled/No count,FALSE
2006-04-26,425,NA,FALSE
2006-04-25,NA,Canceled/No count,FALSE
2006-04-24,NA,Canceled/No count,FALSE
2006-04-23,770,NA,FALSE
2006-04-22,2250,NA,FALSE
2006-04-21,2950,NA,FALSE
2006-04-20,2980,NA,FALSE
2006-04-19,3900,NA,FALSE
2006-04-18,3200,NA,FALSE
2006-04-17,4050,NA,FALSE
2006-04-16,5000,Uncertain count,FALSE
2006-04-15,NA,Canceled/No count,FALSE
2006-04-14,8250,NA,FALSE
2006-04-13,8350,NA,FALSE
2006-04-12,9500,NA,FALSE
2006-04-11,9340,NA,FALSE
2006-04-10,9920,NA,FALSE
2006-04-09,NA,Canceled/No count,FALSE
2006-04-08,8020,NA,FALSE
2006-04-07,8020,NA,FALSE
2006-04-06,6200,NA,FALSE
2006-04-05,5900,NA,FALSE
2006-04-04,5920,NA,FALSE
2006-04-03,1770,NA,FALSE
2006-04-02,1100,NA,FALSE
2006-04-01,880,NA,FALSE
2006-03-31,860,NA,FALSE
2006-03-30,NA,Canceled/No count,FALSE
2006-03-29,340,NA,FALSE
2006-03-28,NA,Canceled/No count,FALSE
2006-03-27,NA,Canceled/No count,FALSE
2006-03-26,NA,Canceled/No count,FALSE
2006-03-25,NA,Canceled/No count,FALSE
2006-03-24,42,NA,FALSE
2006-03-23,NA,Canceled/No count,FALSE
2006-03-22,10,NA,FALSE
2005-10-17,2,NA,FALSE
2005-10-13,8200,NA,FALSE
2005-10-10,8260,NA,FALSE
2005-10-06,7700,NA,FALSE
2005-10-03,7800,NA,FALSE
2005-09-29,6760,NA,FALSE
2005-09-26,7400,NA,FALSE
2005-09-22,5500,NA,FALSE
2005-09-18,6170,NA,FALSE
2005-09-12,3420,NA,FALSE
2005-09-08,2870,NA,FALSE
2005-09-05,2690,NA,FALSE
2005-09-01,2250,NA,FALSE
2005-08-29,1700,NA,FALSE
2005-08-26,1420,NA,FALSE
2005-08-22,1180,NA,FALSE
2005-08-15,590,NA,FALSE
2005-04-25,280,NA,FALSE
2005-04-24,NA,Canceled/No count,FALSE
2005-04-23,550,NA,FALSE
2005-04-22,NA,Canceled/No count,FALSE
2005-04-21,710,NA,FALSE
2005-04-20,680,NA,FALSE
2005-04-19,570,NA,FALSE
2005-04-18,990,NA,FALSE
2005-04-17,1885,NA,FALSE
2005-04-16,4250,NA,FALSE
2005-04-15,4500,NA,FALSE
2005-04-14,4500,NA,FALSE
2005-04-13,6000,NA,FALSE
2005-04-12,7500,NA,FALSE
2005-04-11,7380,NA,FALSE
2005-04-10,NA,Bad weather,TRUE
2005-04-09,12100,NA,FALSE
2005-04-08,12100,NA,FALSE
2005-04-07,11900,NA,FALSE
2005-04-06,12100,NA,FALSE
2005-04-05,12100,NA,FALSE
2005-04-04,11500,NA,FALSE
2005-04-03,10300,NA,FALSE
2005-04-02,9000,NA,FALSE
2005-04-01,6690,NA,FALSE
2005-03-31,7050,NA,FALSE
2005-03-30,5020,NA,FALSE
2005-03-29,2760,NA,FALSE
2005-03-28,1830,NA,FALSE
2005-03-27,1650,NA,FALSE
2005-03-26,1070,NA,FALSE
2005-03-25,890,NA,FALSE
2005-03-24,720,NA,FALSE
2005-03-23,550,NA,FALSE
2005-03-22,83,NA,FALSE
2005-03-21,4,NA,FALSE
2005-03-20,4,NA,FALSE
2004-10-11,47,NA,FALSE
2004-10-07,4020,NA,FALSE
2004-09-30,3110,NA,FALSE
2004-09-27,3330,NA,FALSE
2004-09-23,3320,NA,FALSE
2004-09-16,3330,NA,FALSE
2004-09-13,3790,NA,FALSE
2004-09-09,3100,NA,FALSE
2004-09-06,3080,NA,FALSE
2004-09-02,2850,NA,FALSE
2004-08-23,1780,NA,FALSE
2004-08-19,1180,NA,FALSE
2004-08-15,620,NA,FALSE
2004-04-22,450,NA,FALSE
2004-04-21,NA,Canceled/No count,FALSE
2004-04-20,650,NA,FALSE
2004-04-19,1270,NA,FALSE
2004-04-18,1380,NA,FALSE
2004-04-17,1470,NA,FALSE
2004-04-16,2700,NA,FALSE
2004-04-15,3780,NA,FALSE
2004-04-14,3780,NA,FALSE
2004-04-13,5270,NA,FALSE
2004-04-12,5570,NA,FALSE
2004-04-11,6360,NA,FALSE
2004-04-10,7650,NA,FALSE
2004-04-09,8650,NA,FALSE
2004-04-08,8850,NA,FALSE
2004-04-07,10500,NA,FALSE
2004-04-06,9150,NA,FALSE
2004-04-05,12700,NA,FALSE
2004-04-04,12600,NA,FALSE
2004-04-03,10300,NA,FALSE
2004-04-02,8300,NA,FALSE
2004-04-01,6350,NA,FALSE
2004-03-31,5650,NA,FALSE
2004-03-30,4970,NA,FALSE
2004-03-29,5050,NA,FALSE
2004-03-28,2275,NA,FALSE
2004-03-27,2080,NA,FALSE
2004-03-26,1850,NA,FALSE
2004-03-25,1480,NA,FALSE
2004-03-24,990,NA,FALSE
2004-03-23,NA,Canceled/No count,FALSE
2004-03-22,585,NA,FALSE
2004-03-21,365,NA,FALSE
2004-03-20,245,NA,FALSE
2003-10-13,7,NA,FALSE
2003-10-02,3580,NA,FALSE
2003-09-28,2860,NA,FALSE
2003-09-25,4250,NA,FALSE
2003-09-22,7550,NA,FALSE
2003-09-18,4300,NA,FALSE
2003-09-15,4350,NA,FALSE
2003-09-11,4480,NA,FALSE
2003-09-08,3980,NA,FALSE
2003-09-01,2650,NA,FALSE
2003-08-25,2350,NA,FALSE
2003-08-21,1990,NA,FALSE
2003-08-18,995,NA,FALSE
2003-04-21,725,NA,FALSE
2003-04-20,2175,NA,FALSE
2003-04-19,2600,NA,FALSE
2003-04-18,2550,NA,FALSE
2003-04-17,3650,NA,FALSE
2003-04-16,4950,NA,FALSE
2003-04-15,6500,NA,FALSE
2003-04-14,9450,NA,FALSE
2003-04-13,NA,Bad weather,TRUE
2003-04-12,11050,NA,FALSE
2003-04-11,NA,Bad weather,TRUE
2003-04-10,NA,Bad weather,TRUE
2003-04-09,11000,NA,FALSE
2003-04-08,9900,NA,FALSE
2003-04-07,9700,NA,FALSE
2003-04-06,9800,NA,FALSE
2003-04-05,9100,NA,FALSE
2003-04-04,9500,NA,FALSE
2003-04-03,8500,NA,FALSE
2003-04-02,8250,NA,FALSE
2003-04-01,7800,NA,FALSE
2003-03-31,NA,Canceled/No count,FALSE
2003-03-30,5500,NA,FALSE
2003-03-29,5300,NA,FALSE
2003-03-28,5100,NA,FALSE
2003-03-27,3600,NA,FALSE
2003-03-26,2920,NA,FALSE
2003-03-25,2800,NA,FALSE
2003-03-24,1150,NA,FALSE
2003-03-23,1800,NA,FALSE
2003-03-22,950,NA,FALSE
2003-03-21,850,NA,FALSE
2003-03-20,NA,Canceled/No count,FALSE
2003-03-19,209,NA,FALSE
2003-03-18,135,NA,FALSE
2002-10-03,5250,NA,FALSE
2002-09-29,4950,NA,FALSE
2002-09-26,4950,NA,FALSE
2002-09-22,4900,NA,FALSE
2002-09-19,4780,NA,FALSE
2002-09-15,3980,NA,FALSE
2002-09-12,4550,NA,FALSE
2002-09-09,3800,NA,FALSE
2002-09-03,3200,NA,FALSE
2002-08-29,2020,NA,FALSE
2002-08-26,1550,NA,FALSE
2002-08-23,750,NA,FALSE
2002-08-21,800,NA,FALSE
2002-08-18,1382,NA,FALSE
2002-08-14,281,NA,FALSE
2002-04-21,250,NA,FALSE
2002-04-20,765,NA,FALSE
2002-04-19,1314,NA,FALSE
2002-04-18,2230,NA,FALSE
2002-04-17,3550,NA,FALSE
2002-04-16,4720,NA,FALSE
2002-04-15,4660,NA,FALSE
2002-04-14,4960,NA,FALSE
2002-04-13,5360,NA,FALSE
2002-04-12,5385,NA,FALSE
2002-04-11,6650,NA,FALSE
2002-04-10,7650,NA,FALSE
2002-04-09,8600,NA,FALSE
2002-04-08,6925,NA,FALSE
2002-04-07,7500,NA,FALSE
2002-04-06,7750,NA,FALSE
2002-04-05,8700,NA,FALSE
2002-04-04,8760,NA,FALSE
2002-04-03,8080,NA,FALSE
2002-04-02,6750,NA,FALSE
2002-04-01,7400,NA,FALSE
2002-03-31,7000,Uncertain count,FALSE
2002-03-30,7050,NA,FALSE
2002-03-29,4353,NA,FALSE
2002-03-28,3250,NA,FALSE
2002-03-27,2880,NA,FALSE
2002-03-26,2260,NA,FALSE
2002-03-25,2083,NA,FALSE
2002-03-24,1860,NA,FALSE
2002-03-23,1685,NA,FALSE
2002-03-22,NA,Canceled/No count,FALSE
2002-03-21,1020,NA,FALSE
2002-03-20,515,NA,FALSE
2002-03-19,NA,Canceled/No count,FALSE
2002-03-18,400,NA,FALSE
2002-03-17,310,NA,FALSE
2002-03-16,250,NA,FALSE
2002-03-15,130,NA,FALSE
2002-03-14,65,NA,FALSE
2002-03-13,NA,Canceled/No count,FALSE
2002-03-12,76,NA,FALSE
2001-04-28,195,NA,FALSE
2001-04-27,2060,NA,FALSE
2001-04-26,1670,NA,FALSE
2001-04-25,NA,Canceled/No count,FALSE
2001-04-24,3050,NA,FALSE
2001-04-23,2675,NA,FALSE
2001-04-22,3150,NA,FALSE
2001-04-21,6550,NA,FALSE
2001-04-20,6500,Uncertain count,FALSE
2001-04-19,6750,NA,FALSE
2001-04-18,5850,NA,FALSE
2001-04-17,6020,NA,FALSE
2001-04-16,6000,Uncertain count,FALSE
2001-04-15,NA,Canceled/No count,FALSE
2001-04-14,6050,NA,FALSE
2001-04-13,NA,Canceled/No count,TRUE
2001-04-12,NA,Canceled/No count,FALSE
2001-04-11,6440,NA,FALSE
2001-04-10,6100,NA,FALSE
2001-04-09,5150,NA,FALSE
2001-04-08,NA,Canceled/No count,FALSE
2001-04-07,5100,NA,FALSE
2001-04-06,3650,NA,FALSE
2001-04-05,3560,NA,FALSE
2001-04-04,3280,NA,FALSE
2001-04-03,2725,NA,FALSE
2001-04-02,2030,NA,FALSE
2001-04-01,1360,NA,FALSE
2001-03-31,1800,Uncertain count,FALSE
2001-03-30,1830,NA,FALSE
2001-03-29,1320,NA,FALSE
2001-03-28,395,NA,FALSE
2001-03-27,290,NA,FALSE
2001-03-26,250,NA,FALSE
2001-03-25,250,NA,FALSE
2001-03-24,250,NA,FALSE
2001-03-23,250,NA,FALSE
2001-03-22,NA,Canceled/No count,FALSE
2001-03-21,250,NA,FALSE
2001-03-20,NA,Canceled/No count,FALSE
2001-03-19,250,NA,FALSE
2001-03-18,NA,Canceled/No count,FALSE
2001-03-17,NA,Canceled/No count,FALSE
2001-03-16,60,NA,FALSE
2000-04-22,300,NA,FALSE
2000-04-21,2350,NA,FALSE
2000-04-20,3010,NA,FALSE
2000-04-19,3410,NA,FALSE
2000-04-18,3120,NA,FALSE
2000-04-17,5630,NA,FALSE
2000-04-16,6240,NA,FALSE
2000-04-15,6530,NA,FALSE
2000-04-14,NA,Canceled/No count,FALSE
2000-04-13,7730,NA,FALSE
2000-04-12,7000,NA,FALSE
2000-04-11,7650,NA,FALSE
2000-04-10,7930,NA,FALSE
2000-04-09,8920,NA,FALSE
2000-04-08,8540,NA,FALSE
2000-04-07,8150,NA,FALSE
2000-04-06,8050,NA,FALSE
2000-04-05,7640,NA,FALSE
2000-04-04,7625,NA,FALSE
2000-04-03,7750,NA,FALSE
2000-04-02,6750,NA,FALSE
2000-04-01,7700,NA,FALSE
2000-03-31,7545,NA,FALSE
2000-03-30,7835,NA,FALSE
2000-03-29,6850,NA,FALSE
2000-03-28,6790,NA,FALSE
2000-03-27,7710,NA,FALSE
2000-03-26,7520,NA,FALSE
2000-03-25,3580,NA,FALSE
2000-03-24,2281,NA,FALSE
2000-03-23,1442,NA,FALSE
2000-03-22,1100,NA,FALSE
2000-03-21,1128,NA,FALSE
2000-03-20,910,NA,FALSE
1999-04-25,100,NA,FALSE
1999-04-24,550,NA,FALSE
1999-04-23,1250,NA,FALSE
1999-04-22,1870,NA,FALSE
1999-04-21,2350,NA,FALSE
1999-04-20,2350,NA,FALSE
1999-04-19,1750,NA,FALSE
1999-04-18,1750,NA,FALSE
1999-04-17,1750,NA,FALSE
1999-04-16,3450,NA,FALSE
1999-04-15,4100,NA,FALSE
1999-04-14,3775,NA,FALSE
1999-04-13,6000,NA,FALSE
1999-04-12,5350,NA,FALSE
1999-04-11,6000,NA,FALSE
1999-04-10,6200,NA,FALSE
1999-04-09,5400,NA,FALSE
1999-04-08,7150,NA,FALSE
1999-04-07,7800,NA,FALSE
1999-04-06,6500,NA,FALSE
1999-04-05,7510,NA,FALSE
1999-04-04,5800,NA,FALSE
1999-04-03,5760,NA,FALSE
1999-04-02,6250,NA,FALSE
1999-04-01,6050,NA,FALSE
1999-03-31,5100,NA,FALSE
1999-03-30,2350,NA,FALSE
1999-03-29,2100,NA,FALSE
1999-03-28,1100,NA,FALSE
1999-03-27,1100,NA,FALSE
1999-03-26,530,NA,FALSE
1998-04-27,400,NA,FALSE
1998-04-26,720,NA,FALSE
1998-04-25,1050,NA,FALSE
1998-04-24,2000,NA,FALSE
1998-04-23,2280,NA,FALSE
1998-04-22,4920,NA,FALSE
1998-04-21,5020,NA,FALSE
1998-04-20,6550,NA,FALSE
1998-04-19,6200,NA,FALSE
1998-04-18,6360,NA,FALSE
1998-04-17,7450,NA,FALSE
1998-04-16,7170,NA,FALSE
1998-04-15,8625,NA,FALSE
1998-04-14,8625,NA,FALSE
1998-04-13,8380,NA,FALSE
1998-04-12,8235,NA,FALSE
1998-04-11,8020,NA,FALSE
1998-04-10,7775,NA,FALSE
1998-04-09,6320,NA,FALSE
1998-04-08,5375,NA,FALSE
1998-04-07,5270,NA,FALSE
1998-04-06,5270,NA,FALSE
1998-04-05,4945,NA,FALSE
1998-04-04,4945,NA,FALSE
1998-04-03,4600,NA,FALSE
1998-04-02,4770,NA,FALSE
1998-04-01,4000,NA,FALSE
1998-03-31,3890,NA,FALSE
1998-03-30,3220,NA,FALSE
1998-03-29,3125,NA,FALSE
1998-03-28,2575,NA,FALSE
1998-03-27,3025,NA,FALSE
1998-03-26,1870,NA,FALSE
1998-03-25,1350,NA,FALSE
1998-03-24,1300,NA,FALSE
1998-03-23,70,NA,FALSE
1997-04-28,50,NA,FALSE
1997-04-27,480,NA,FALSE
1997-04-26,1214,NA,FALSE
1997-04-25,1700,NA,FALSE
1997-04-24,1720,NA,FALSE
1997-04-23,2020,NA,FALSE
1997-04-22,2620,NA,FALSE
1997-04-21,2400,NA,FALSE
1997-04-20,3980,NA,FALSE
1997-04-19,3500,NA,FALSE
1997-04-18,3900,NA,FALSE
1997-04-17,5100,NA,FALSE
1997-04-16,5950,NA,FALSE
1997-04-15,5500,NA,FALSE
1997-04-14,5150,NA,FALSE
1997-04-13,5550,NA,FALSE
1997-04-12,5050,NA,FALSE
1997-04-11,5300,NA,FALSE
1997-04-10,5800,NA,FALSE
1997-04-09,6860,NA,FALSE
1997-04-08,6470,NA,FALSE
1997-04-07,6200,NA,FALSE
1997-04-06,6200,NA,FALSE
1997-04-05,3850,NA,FALSE
1997-04-04,3150,NA,FALSE
1997-04-03,2950,NA,FALSE
1997-04-02,2420,NA,FALSE
1997-04-01,1990,NA,FALSE
1997-03-31,1149,NA,FALSE
1997-03-30,1360,NA,FALSE
1997-03-29,1360,NA,FALSE
1997-03-28,1000,NA,FALSE
1997-03-27,820,NA,FALSE
1997-03-26,820,NA,FALSE
1996-04-28,750,NA,FALSE
1996-04-27,1200,NA,FALSE
1996-04-26,1124,NA,FALSE
1996-04-25,2100,NA,FALSE
1996-04-24,2100,NA,FALSE
1996-04-23,2150,NA,FALSE
1996-04-22,3347,NA,FALSE
1996-04-21,4050,NA,FALSE
1996-04-20,3720,NA,FALSE
1996-04-19,4280,NA,FALSE
1996-04-18,5880,NA,FALSE
1996-04-17,5000,NA,FALSE
1996-04-16,3880,NA,FALSE
1996-04-15,3300,NA,FALSE
1996-04-14,3260,NA,FALSE
1996-04-13,3450,NA,FALSE
1996-04-12,3520,NA,FALSE
1996-04-11,NA,Canceled/No count,FALSE
1996-04-10,3550,NA,FALSE
1996-04-09,2842,NA,FALSE
1996-04-08,1700,NA,FALSE
1996-04-07,565,NA,FALSE
1996-04-06,245,NA,FALSE
1996-04-05,210,NA,FALSE
1996-04-04,175,NA,FALSE
1996-04-03,55,NA,FALSE
1996-04-02,13,NA,FALSE
1996-04-01,7,NA,FALSE
1995-04-30,1500,NA,FALSE
1995-04-29,1714,NA,FALSE
1995-04-28,1907,NA,FALSE
1995-04-27,1907,NA,FALSE
1995-04-26,1900,NA,FALSE
1995-04-25,1999,NA,FALSE
1995-04-24,2345,NA,FALSE
1995-04-23,4208,NA,FALSE
1995-04-22,4350,NA,FALSE
1995-04-21,4600,NA,FALSE
1995-04-20,4330,NA,FALSE
1995-04-19,4060,NA,FALSE
1995-04-18,4060,NA,FALSE
1995-04-17,5280,NA,FALSE
1995-04-16,5000,NA,FALSE
1995-04-15,4360,NA,FALSE
1995-04-14,4081,NA,FALSE
1995-04-13,4430,NA,FALSE
1995-04-12,4400,NA,FALSE
1995-04-11,4340,NA,FALSE
1995-04-10,2167,NA,FALSE
1995-04-09,2184,NA,FALSE
1995-04-08,NA,Canceled/No count,FALSE
1995-04-07,1960,NA,FALSE
1995-04-06,1640,NA,FALSE
1995-04-05,910,NA,FALSE
1995-04-04,810,NA,FALSE
1995-04-03,735,NA,FALSE
1995-04-02,650,NA,FALSE
1995-04-01,540,NA,FALSE
1995-03-31,355,NA,FALSE
1995-03-30,355,NA,FALSE
1995-03-29,310,NA,FALSE
1995-03-28,365,NA,FALSE
1995-03-27,200,NA,FALSE
1995-03-26,100,NA,FALSE
1995-03-25,50,NA,FALSE
1995-03-24,50,NA,FALSE
1994-04-24,151,NA,FALSE
1994-04-23,920,NA,FALSE
1994-04-22,1000,NA,FALSE
1994-04-21,1380,NA,FALSE
1994-04-20,1780,NA,FALSE
1994-04-19,2400,NA,FALSE
1994-04-18,1920,NA,FALSE
1994-04-17,1575,NA,FALSE
1994-04-16,3000,NA,FALSE
1994-04-15,3300,NA,FALSE
1994-04-14,3200,NA,FALSE
1994-04-13,3350,NA,FALSE
1994-04-12,3550,NA,FALSE
1994-04-11,3850,NA,FALSE
1994-04-10,4650,NA,FALSE
1994-04-09,4850,NA,FALSE
1994-04-08,4992,NA,FALSE
1994-04-07,3700,NA,FALSE
1994-04-06,4175,NA,FALSE
1994-04-05,4100,NA,FALSE
1994-04-04,4650,NA,FALSE
1994-04-03,4650,NA,FALSE
1994-04-02,3444,NA,FALSE
1994-04-01,NA,Uncertain count,FALSE
1994-03-31,2100,NA,FALSE
1994-03-30,1955,NA,FALSE
1994-03-29,1950,NA,FALSE
1994-03-28,NA,Canceled/No count,FALSE
1994-03-27,NA,Canceled/No count,FALSE
1994-03-26,NA,Canceled/No count,FALSE
1994-03-25,200,NA,FALSE
1994-03-24,200,NA,FALSE
