year,month,service,departure_station,arrival_station,journey_time_avg,total_num_trips,avg_delay_all_departing,avg_delay_all_arriving,num_late_at_departure,num_arriving_late,delay_cause,delayed_number
2015,3,National,LYON PART DIEU,RENNES,261.269662921,89,6.5393258427,3.6404494382,28,4,delay_cause_external_cause,0.5
2015,3,International,PARIS EST,FRANCFORT,103.491666667,120,0.658333333333,1.98333333333,7,9,delay_cause_external_cause,0.25
2015,3,International,STUTTGART,PARIS EST,147.610169492,118,5.18644067797,3.64406779661,30,16,delay_cause_external_cause,0.0625
2015,3,International,GENEVE,PARIS LYON,173.291845494,233,1.54506437768,-1.58798283262,11,6,delay_cause_external_cause,0.5
2015,3,International,PARIS LYON,ITALIE,257.827777778,90,0.388888888889,3.81111111111,1,5,delay_cause_external_cause,0
2015,3,International,ZURICH,PARIS LYON,142.420731707,164,1.68292682927,-0.353658536585,8,9,delay_cause_external_cause,0.333333333333
2017,12,National,PARIS EST,NANCY,94.9722222222,289,0.900694444444,1.47841435185,13,11,delay_cause_external_cause,0.2
2017,12,National,REIMS,PARIS EST,46.3521126761,213,2.21604068858,2.17292644757,31,32,delay_cause_external_cause,0.0666666666667
2017,12,National,PARIS LYON,AVIGNON TGV,159.758333333,481,1.48753472222,8.00041666667,38,83,delay_cause_external_cause,0.316455696203
2017,12,National,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.718085106,188,0.89335106383,5.28563829787,12,16,delay_cause_external_cause,0
2017,12,National,CHAMBERY CHALLES LES EAUX,PARIS LYON,183.011406844,268,7.99391634981,10.6674904943,94,80,delay_cause_external_cause,0.295774647887
2017,12,National,DIJON VILLE,PARIS LYON,98.1286681716,443,6.18073739654,5.47580887886,130,50,delay_cause_external_cause,0.265306122449
2017,12,National,PARIS LYON,GRENOBLE,181.719367589,253,2.12351778656,7.91027667984,24,42,delay_cause_external_cause,0.25
2017,12,National,MACON LOCHE,PARIS LYON,99.3686635945,225,9.87780337942,7.35537634409,111,53,delay_cause_external_cause,0.225
2017,12,National,PARIS LYON,MARSEILLE ST CHARLES,200.947252747,458,1.70230769231,6.6343956044,36,61,delay_cause_external_cause,0.316666666667
2017,12,National,PARIS LYON,MONTPELLIER,208.783972125,288,1.56637630662,5.70290360046,30,41,delay_cause_external_cause,0.410256410256
2017,12,National,MONTPELLIER,PARIS LYON,205.89244186,346,3.53502906977,5.95794573643,57,53,delay_cause_external_cause,0.44
2017,12,National,MULHOUSE VILLE,PARIS LYON,168.663551402,321,3.05924195223,5.35706126687,31,36,delay_cause_external_cause,0.285714285714
2017,12,National,NIMES,PARIS LYON,176.282420749,349,4.59851104707,5.93376560999,71,53,delay_cause_external_cause,0.44
2017,12,National,PARIS LYON,PERPIGNAN,308.30625,160,1.79010416667,9.4315625,21,24,delay_cause_external_cause,0.375
2017,12,National,PARIS LYON,TOULON,237.458646617,273,1.81510025063,8.89824561404,25,45,delay_cause_external_cause,0.365853658537
2017,12,National,TOULON,PARIS LYON,240.118705036,280,4.53237410072,7.48087529976,60,44,delay_cause_external_cause,0.317073170732
2017,12,National,PARIS MONTPARNASSE,ANGOULEME,125.815899582,241,2.07733612273,6.26129707113,27,45,delay_cause_external_cause,0.179487179487
2017,12,National,ANGOULEME,PARIS MONTPARNASSE,125.646090535,266,3.50267489712,7.69814814815,43,52,delay_cause_external_cause,0.217391304348
2017,12,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,140.289346247,876,4.25314769976,8.46275221953,154,175,delay_cause_external_cause,0.255033557047
2017,12,National,PARIS MONTPARNASSE,ST MALO,154.868686869,100,2.35791245791,4.89427609428,9,11,delay_cause_external_cause,0.444444444444
2017,12,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,258.02259887,180,0.999435028249,8.66534839925,10,28,delay_cause_external_cause,0.35
2017,12,National,PARIS NORD,ARRAS,49.914893617,287,2.09556737589,3.42529550827,26,37,delay_cause_external_cause,0.258064516129
2017,12,National,DUNKERQUE,PARIS NORD,117.641666667,243,0.177083333333,3.69680555556,2,23,delay_cause_external_cause,0.307692307692
2017,12,National,LILLE,PARIS NORD,63.3055062167,569,2.77350503256,3.42113676732,86,110,delay_cause_external_cause,0.356164383562
2017,12,National,MARSEILLE ST CHARLES,LILLE,302.858695652,187,2.73541666667,12.130615942,17,46,delay_cause_external_cause,0.386363636364
2017,12,International,ZURICH,PARIS LYON,176.611588542,128,2.1796875,4.33880208333,9,16,delay_cause_external_cause,0.375
2015,2,National,METZ,PARIS EST,85.4444444444,266,1.40996168582,1.85057471264,18,29,delay_cause_external_cause,0.0769230769231
2015,2,National,PARIS EST,REIMS,47.1789473684,194,0.305263157895,1.32631578947,4,9,delay_cause_external_cause,0
2015,2,National,BELLEGARDE (AIN),PARIS LYON,163.472103004,233,5.21888412017,4.85407725322,60,45,delay_cause_external_cause,0.522727272727
2015,2,National,PARIS LYON,DIJON VILLE,96.0932400932,429,1.08391608392,1.3986013986,20,21,delay_cause_external_cause,0.333333333333
2015,2,National,PARIS LYON,NIMES,177.773809524,295,0.62925170068,4.54421768707,10,30,delay_cause_external_cause,0.357142857143
2015,2,National,PERPIGNAN,PARIS LYON,303.864035088,114,0.710526315789,3.85087719298,4,12,delay_cause_external_cause,0.75
2015,2,National,PARIS LYON,TOULON,229.918502203,227,0.964757709251,5.97797356828,7,15,delay_cause_external_cause,0.0666666666667
2015,2,National,PARIS MONTPARNASSE,BREST,268.261682243,215,0.85046728972,8.44392523364,10,15,delay_cause_external_cause,0.25
2015,2,National,BREST,PARIS MONTPARNASSE,271.004761905,214,0.228571428571,5.43333333333,3,25,delay_cause_external_cause,0.4
2015,2,National,PARIS MONTPARNASSE,LA ROCHELLE VILLE,191.431372549,204,0.612745098039,4.36764705882,4,16,delay_cause_external_cause,0.153846153846
2015,2,National,LAVAL,PARIS MONTPARNASSE,102.594470046,217,2.48387096774,2.89400921659,29,24,delay_cause_external_cause,0.368421052632
2015,2,National,PARIS MONTPARNASSE,POITIERS,106.408207343,464,0.904967602592,2.79913606911,15,32,delay_cause_external_cause,0.25
2015,2,National,QUIMPER,PARIS MONTPARNASSE,287.64673913,185,0.33152173913,6.36413043478,3,19,delay_cause_external_cause,0.538461538462
