id	title	author	year	total_weeks	first_week	debut_rank	best_rank
248	A SUNSET TOUCH	Howard Spring	1953	1	1953-11-01	16	16
2480	JANUARY THAW	Bellamy Partridge	1945	5	1945-09-30	11	11
2481	JARRET'S JADE	Frank Yerby	1960	1	1960-02-07	1	16
2482	JAWS	Peter Benchley	1974	45	1974-03-10	1	2
2483	JAZZ	Toni Morrison	1992	13	1992-04-19	12	4
2484	JEFFERSON SELLECK	Carl Jonas	1952	11	1952-02-10	14	8
2485	JENKINS' EAR	Odell Shepard and Willard Shepard	1951	1	1951-04-29	1	16
2486	JERICHO'S DAUGHTERS	Paul Wellman	1956	16	1956-10-28	15	8
2487	JEWELS	Danielle Steel	1992	16	1992-05-17	13	1
2488	JIAN	Eric Van Lustbader	1985	1	1985-09-08	9	12
2489	JIMMY STEWART AND HIS POEMS	Jimmy Stewart	1989	10	1989-11-12	4	5
249	A TALE FOR MIDNIGHT	Frederic Prokosch	1955	2	1955-08-14	16	16
2490	JIMMY STEWART AND HIS POEMS	Jimmy Stewart.	1989	7	1989-09-24	6	3
2491	JINGLE ALL THE WAY	Debbie Macomber	2020	1	2020-11-01	8	10
2492	JITTERBUG PERFUME	Tom Robbins	1984	11	1984-12-16	10	7
2493	JOANNA'S HUSBAND AND DAVID'S WIFE	 Elizabeth Forsythe Hailey	1986	1	1986-04-27	7	12
2494	JOANNA'S HUSBAND AND DAVID'S WIFE	Elizabeth Forsythe Hailey	1986	7	1986-03-23	6	7
2495	JOB: A Comedy of Justice	Robert A. Heinlein	1984	11	1984-09-02	9	6
2496	JOHN CORNELIIUS	Hugh Walpole	1937	2	1937-10-04	7	5
2497	JOHNNY ANGEL	Danielle Steel	2003	8	2003-07-20	9	1
2498	JOINING	Johanna Lindsey	1999	4	1999-05-23	8	9
2499	JOLIE BLON'S BOUNCE	James Lee Burke	2002	3	2002-06-23	8	10
25	1919	John Dos Passos	1932	1	1932-03-21	2	2
250	A TANGLED WEB	Judith Michael	1994	2	1994-11-13	13	12
2500	JONATHAN BLAIR	William Donohue Ellis	1954	4	1954-12-12	15	13
2501	JONATHAN LIVINGSTON SEAGULL	Richard Bach	1972	70	1972-04-30	1	1
2502	JONATHAN STRANGE & MR. NORRELL	Susanna Clarke	2004	11	2004-09-19	1	3
2503	JONATHAN’S STORY	Julia London with Alina Adams	2007	3	2007-10-07	8	7
2504	JOSEPH AND HIS BROTHERS	Thomas Mann	1934	3	1934-06-18	4	4
2505	JOSEPH IN EGYPT	Thomas Mann	1938	6	1938-03-07	4	2
2506	JOSEPHUS	Lion Feuchtwanger	1932	1	1932-11-14	3	3
2507	JOSHUA AND THE CHILDREN	Joseph F. Girzone	1989	12	1989-08-20	10	6
2508	JOURNEY	Danielle Steel	2000	9	2000-11-19	9	2
2509	JOURNEY	James Michener.	1989	10	1989-07-30	6	6
251	A TASTE FOR DEATH	P. D. James	1986	16	1986-11-02	12	4
2510	JOURNEY OF THE PHARAOHS	Clive Cussler and Graham Brown	2020	2	2020-03-29	10	3
2511	JOURNEY THROUGH HEARTSONGS	written and illustrated by Mattie J. T. Stepanek	2001	22	2001-11-18	8	1
2512	JOURNEY THROUGH HEARTSONGS	written and illustrated by Mattie J.T. Stepanek	2001	1	2001-11-11	9	10
2513	JOURNEY TO MUNICH	Jacqueline Winspear	2016	3	2016-04-17	11	4
2514	JOURNEY TO THE END OF THE NIGHT	Louis-Ferdinand Celine	1934	2	1934-04-30	8	8
2515	JOY IN THE MORNING	Betty Smith	1963	10	1963-09-01	4	5
2516	JOY STREET	Frances Parkinson Keyes	1950	34	1950-12-10	5	1
2517	JUBAL SACKETT	Louis L'Amour	1985	19	1985-05-26	13	1
2518	JUBILEE TRAIL	Gwen Bristow	1950	46	1950-02-26	1	3
2519	JUDGE & JURY	James Patterson and Andrew Gross	2006	10	2006-08-20	2	1
252	A THIEF OF TIME	Tony Hillerman	1988	11	1988-07-10	1	7
2520	JUDGEMENT ON DELTCHEV	Eric Ambler	1951	1	1951-05-13	16	15
2521	JUDGMENT	Joseph Finder	2019	1	2019-02-17	11	14
2522	JUDGMENT CALL	J. A. Jance	2012	2	2012-08-12	9	11
2523	JULIAN	Gore Vidal	1964	32	1964-06-14	9	2
2524	JULIE	Catherine Marshall	1984	2	1984-12-09	10	15
2525	JULIET	Anne Fortier	2010	1	2010-09-12	12	14
2526	JULIET, NAKED	Nick Hornby	2009	1	2009-10-18	14	11
2527	JUMPING JUPITER	Ernestine Gilbreth Carey	1952	1	1952-03-09	15	15
2528	JUPITER'S BONES	Faye Kellerman	1999	3	1999-08-22	15	9
2529	JURASSIC PARK	Michael Crichton	1990	14	1990-12-02	10	6
253	A THIN DARK LINE	Tami Hoag	1997	5	1997-03-23	9	6
2530	JUROR #3	James Patterson and Nancy Allen	2018	5	2018-09-30	16	1
2531	JUST AFTER SUNSET	Stephen King	2008	8	2008-11-30	10	2
2532	JUST ONE EVIL ACT	Elizabeth George	2013	2	2013-11-03	9	2
2533	JUST ONE LOOK	Harlan Coben	2004	5	2004-05-16	13	7
2534	JUST REWARDS	Barbara Taylor Bradford	2006	3	2006-01-22	6	9
2535	JUST TAKE MY HEART	Mary Higgins Clark	2009	7	2009-04-26	4	1
2536	JUST TOO GOOD TO BE TRUE	E. Lynn Harris	2008	3	2008-08-03	10	8
2537	JUSTICE DENIED	J. A. Jance	2007	2	2007-08-12	7	8
2538	JUSTINE	Lawrence Durrell	1957	1	1957-10-20	16	15
2539	KAFKA ON THE SHORE	Haruki Murakami	2005	1	2005-02-27	2	16
254	A THING OF BEAUTY	A.J. Cronin	1956	21	1956-06-10	9	2
2540	KALEIDOSCOPE	Danielle Steel	1987	26	1987-10-25	7	1
2541	KALEIDOSCOPE	Stefan Zweig	1934	4	1934-04-09	5	5
2542	KALKI	Gore Vidal	1978	9	1978-05-28	3	7
2543	KANE & ABEL	Jeffrey Archer	1980	29	1980-04-20	9	4
2544	KATE VAIDEN	Reynolds Price	1986	1	1986-08-03	1	15
2545	KATHERINE	Anya Seton	1954	29	1954-10-17	11	2
2546	KATRINA	Sally Salminen	1937	5	1937-10-04	4	4
2547	KEEP QUIET	Lisa Scottoline	2014	4	2014-04-27	8	2
2548	KEEP THE ASPIDISTRA FLYING	George Orwell	1956	1	1956-01-29	15	15
2549	KENOBI	John Jackson Miller	2013	1	2013-09-15	2	12
255	A THOUSAND ACRES	Jane Smiley	1992	2	1992-04-26	10	10
2550	KENTUCKY SUNRISE	Fern Michaels	2002	2	2002-10-20	7	13
2551	KG 200	J.D. Gilman and John Clive	1978	8	1978-01-01	5	13
2552	KILL ALEX CROSS	James Patterson	2011	9	2011-12-04	12	1
2553	KILL ME	Stephen White	2006	1	2006-03-26	13	14
2554	KILL ME IF YOU CAN	James Patterson and Marshall Karp	2011	5	2011-09-18	10	1
2555	KILL SHOT	Vince Flynn	2012	10	2012-02-26	14	1
2556	KILL THE MESSENGER	Tami Hoag	2004	4	2004-07-25	1	9
2557	KILLER	Jonathan Kellerman	2014	4	2014-03-02	8	3
2558	KILLER DREAMS	Iris Johansen	2006	3	2006-06-18	8	8
2559	KILLER HEAT	Linda Fairstein	2008	2	2008-03-30	13	5
256	A THOUSAND COUNTRY ROADS	Robert James Waller	2002	9	2002-05-12	1	5
2560	KILLER INSTINCT	James Patterson and Howard Roughan	2019	3	2019-09-29	14	4
2561	KILLER INSTINCT	Joseph Finder	2006	1	2006-06-11	13	13
2562	KILLER LOOK	Linda Fairstein	2016	1	2016-08-14	4	13
2563	KILLER SMILE	Lisa Scottoline	2004	2	2004-06-20	7	14
2564	KILLER VIEW	Ridley Pearson	2008	1	2008-08-03	2	15
2565	KILLER WEEKEND	Ridley Pearson	2007	2	2007-07-29	10	12
2566	KILLING COMMENDATORE	Haruki Murakami	2018	3	2018-10-28	3	8
2567	KILLING MISTER WATSON	Peter Matthiessen	1990	5	1990-07-29	11	11
2568	KILLING TIME	Caleb Carr	2000	1	2000-11-26	6	16
2569	KILLING TIME	Linda Howard	2005	1	2005-07-03	13	9
257	A THOUSAND SPLENDID SUNS	Khaled Hosseini	2007	49	2007-06-10	12	1
2570	KILLJOY	Julie Garwood	2002	4	2002-10-06	15	5
2571	KILLSHOT	Elmore Leonard	1989	8	1989-04-16	2	6
2572	KINDLING	Nevil Shute	1938	2	1938-06-06	6	5
2573	KINDRED IN DEATH	J. D. Robb	2009	3	2009-11-22	6	3
2574	KINFLICKS	Lisa Alther	1976	7	1976-04-18	1	8
2575	KINFOLK	Pearl S. Buck	1949	13	1949-05-15	5	6
2576	KING AND MAXWELL	David Baldacci	2013	7	2013-12-08	8	2
2577	KING OF PARIS	Guy Endore	1956	18	1956-10-21	10	6
2578	KING OF THE MURGOS	David Eddings	1988	6	1988-04-10	8	6
2579	KING RAT	James Clavell	1962	1	1962-09-23	14	13
258	A THREAD OF GRACE	Mary Doria Russell	2005	1	2005-03-06	2	15
2580	KING'S ROW	Henry Bellamann	1940	14	1940-04-22	5	2
2581	KINGDOM COME	Tim LaHaye and Jerry B. Jenkins	2007	5	2007-04-22	9	3
2582	KINGDOM OF THE BLIND	Louise Penny	2018	4	2018-12-16	5	1
2583	KINGFISHERS CATCH FIRE	Rumer Godden	1953	17	1953-06-14	10	5
2584	KINGSBLOOD ROYAL	Sinclair Lewis	1947	20	1947-06-15	4	1
2585	KINSEY AND ME	Sue Grafton	2013	2	2013-01-27	1	4
2586	KIRKLAND REVELS	Victoria Holt	1962	9	1962-02-11	15	12
2587	KISS	Ed McBain	1992	2	1992-03-08	6	9
2588	KISS CARLO	Adriana Trigiani	2017	4	2017-07-09	4	7
2589	KISS KISS	Roald Dahl	1960	12	1960-02-28	15	10
259	A TIME FOR MERCY	John Grisham	2020	6	2020-11-01	15	1
2590	KISS ME AGAIN, STRANGER	Daphne du Maurier	1953	24	1953-03-29	11	4
2591	KISS ME WHILE I SLEEP	Linda Howard	2004	2	2004-08-01	3	10
2592	KISS ME, DEADLY	Mickey Spillane	1952	7	1952-11-09	12	11
2593	KISS OF SNOW	Nalini Singh	2011	1	2011-06-19	13	9
2594	KISS THE DEAD	Laurell K. Hamilton	2012	2	2012-06-24	8	1
2595	KISS THE GIRLS	James Patterson	1995	12	1995-01-22	15	3
2596	KISS THE GIRLS AND MAKE THEM CRY	Mary Higgins Clark	2019	1	2019-11-24	1	12
2597	KISS TOMORROW GOODBYE	Horace McCoy	1948	1	1948-07-04	7	15
2598	KISSER	Stuart Woods	2010	5	2010-02-07	6	2
2599	KISSING KIN	Elswyth Thane	1948	5	1948-12-19	4	11
26	1Q84	Haruki Murakami	2011	9	2011-11-13	14	2
260	A TIME TO LOVE AND A TIME TO DIE	Erich Maria Remarque	1954	17	1954-06-13	12	6
2600	KITTY FOYLE	Christopher Morley	1939	25	1939-11-13	4	1
2601	KNEEL TO THE RISING SUN	Erskine Caldwell	1935	1	1935-07-01	8	8
2602	KNIFE	Jo Nesbo	2019	1	2019-07-28	3	6
2603	KNIFE OF DREAMS	Robert Jordan	2005	8	2005-10-30	2	1
2604	KNIGHT IN SHINING ARMOR	Jude Deveraux	1989	10	1989-08-13	2	5
2605	KNOCK ON ANY DOOR	Willard Motley	1947	41	1947-06-01	1	5
2606	KNOCKOUT	Catherine Coulter	2009	4	2009-07-05	4	1
2607	KOKO	Peter Straub	1988	8	1988-10-02	15	6
2608	KRONDOR: Tear of the Gods	Raymond E. Feist	2001	1	2001-03-25	8	15
2609	L.A. DEAD	Stuart Woods	2000	2	2000-11-26	5	12
261	A TOUCH OF DEAD	Charlaine Harris	2009	4	2009-10-25	6	2
2610	LABYRINTH	Catherine Coulter	2019	1	2019-08-18	4	7
2611	LABYRINTH	Kate Mosse	2006	4	2006-03-26	11	10
2612	LABYRINTH OF EVIL	James Luceno	2005	2	2005-02-13	11	9
2613	LACE	Shirley Conran	1982	13	1982-08-29	6	6
2614	LACE CURTAIN	Ellin Berlin	1948	11	1948-08-08	2	7
2615	LADDER OF YEARS	Anne Tyler	1995	16	1995-04-30	3	3
2616	LADIES' NIGHT	Mary Kay Andrews	2013	2	2013-06-23	9	5
2617	LADY	Thomas Tryon.	1974	24	1974-12-08	9	3
2618	LADY BOSS	Jackie Collins	1990	16	1990-10-07	5	2
2619	LADY CHATTERLY'S LOVER	D.H. Lawrence	1959	27	1959-05-17	10	2
262	A TRAITOR TO MEMORY	Elizabeth George	2001	7	2001-07-15	6	8
2620	LADY IN THE LAKE	Laura Lippman	2019	2	2019-08-11	10	13
2621	LADY KILLER	Lisa Scottoline	2008	4	2008-03-09	10	4
2622	LADY L.	Romain Gary	1959	17	1959-01-25	16	6
2623	LAKE NEWS	Barbara Delinsky	1999	6	1999-07-11	15	8
2624	LAKE WOBEGON DAYS	Garrison Keillor	1985	48	1985-09-01	4	1
2625	LAKE WOBEGON SUMMER 1956	Garrison Keillor	2001	5	2001-09-16	5	7
2626	LAMB IN HIS BOSOM	Caroline Miller	1934	24	1934-05-21	1	1
2627	LAMENT FOR FOUR VIRGINS	Lael Tucker	1952	2	1952-08-17	13	13
2628	LAND OF WOLVES	Craig Johnson	2019	1	2019-10-06	13	4
2629	LANDLINE	Rainbow Rowell	2014	1	2014-07-27	2	10
263	A TREE GROWS IN BROOKLYN	Betty Smith	1943	51	1943-08-30	3	1
2630	LARK ASCENDING	Mazo De La Roche	1932	1	1932-08-22	1	1
2631	LAROSE	Louise Erdrich	2016	3	2016-05-29	5	8
2632	LASHER	Anne Rice	1993	17	1993-10-03	15	2
2633	LASSO ROUND THE MOON	Agnar Mykle	1960	1	1960-05-29	15	14
2634	LAST BUS TO WISDOM	Ivan Doig	2015	1	2015-09-06	8	13
2635	LAST CAR TO ELYSIAN FIELDS	James Lee Burke	2003	4	2003-10-12	4	11
2636	LAST MAN STANDING	David Baldacci	2001	10	2001-11-25	3	3
2637	LAST NIGHT AT CHATEAU MARMONT	Lauren Weisberger	2010	2	2010-09-05	6	9
2638	LAST NIGHT IN TWISTED RIVER	John Irving	2009	2	2009-11-15	8	4
2639	LAST OF THE BREED	Louis L'Amour	1986	26	1986-06-15	2	1
264	A TRICK OF THE LIGHT	Louise Penny	2011	2	2011-09-18	13	4
2640	LAST ONE HOME	Debbie Macomber	2015	3	2015-03-29	6	6
2641	LAST TALES	Isak Dinesen	1957	9	1957-11-24	13	9
2642	LAST TO DIE	Tess Gerritsen	2012	3	2012-09-16	16	3
2643	LATE BLOOMER	Fern Michaels	2003	4	2003-03-02	12	5
2644	LATE FOR THE WEDDING	Amanda Quick	2003	1	2003-05-18	15	9
2645	LAUGHING GAS	P. G. Wodehouse	1936	4	1936-12-21	5	3
2646	LAVENDER MORNING	Jude Deveraux	2009	2	2009-04-19	9	7
2647	LAW AND ORDER	Dorothy Uhnak	1973	8	1973-05-27	10	7
2648	LAWMAN	Diana Palmer	2007	1	2007-06-17	10	14
2649	LAWRENCE SANDERS: McNALLY'S ALIBI	Vincent Lardo	2002	1	2002-08-18	8	13
265	A TURN IN THE ROAD	Debbie Macomber	2011	3	2011-05-15	4	4
2650	LAWRENCE SANDERS: McNALLY'S CHANCE	Vincent Lardo	2001	2	2001-08-12	8	9
2651	LAWRENCE SANDERS: McNALLY'S DARE	Vincent Lardo	2003	1	2003-08-03	7	14
2652	LAWRENCE SANDERS: McNALLY'S FOLLY	Vincent Lardo	2000	2	2000-08-06	8	8
2653	LEAN MEAN THIRTEEN	Janet Evanovich	2007	8	2007-07-08	13	1
2654	LEAP OF FAITH	Danielle Steel	2001	10	2001-07-01	15	1
2655	LEAVE CANCELLED	Nicholas Monsarrat	1945	4	1945-10-21	16	13
2656	LEAVE HER TO HEAVEN	Ben Ames Williams	1944	12	1944-07-30	4	3
2657	LEAVE THE WORLD BEHIND	Rumaan Alam	2020	5	2020-10-25	2	3
2658	LEAVING BERLIN	Joseph Kanon	2015	2	2015-03-22	12	11
2659	LEAVING COLD SASSY	Olive Ann Burns	1992	5	1992-10-18	8	10
266	A TWIST IN THE TALE	Jeffrey Archer	1989	4	1989-01-29	3	9
2660	LEAVING EVERYTHING MOST LOVED	Jacqueline Winspear	2013	2	2013-04-14	5	4
2661	LEAVING HOME	Garrison Keillor	1987	21	1987-10-04	10	2
2662	LEAVING TIME	Jodi Picoult	2014	12	2014-11-02	11	1
2663	LEFT FOR DEAD	J. A. Jance	2012	1	2012-02-26	8	10
2664	LEGACY	 James A. Michener	1987	1	1987-11-08	4	13
2665	LEGACY	Danielle Steel	2010	2	2010-10-17	5	8
2666	LEGACY	James A. Michener	1987	17	1987-09-06	10	3
2667	LEGEND	Jude Deveraux	1996	5	1996-09-29	12	8
2668	LEGION	William Peter Blatty	1983	1	1983-09-04	6	15
2669	LESS THAN ZERO	Bret Easton Ellis	1985	3	1985-09-15	10	12
267	A TWIST OF SAND	Geoffrey Jenkins	1960	2	1960-03-06	1	16
2670	LET IT COME DOWN	Paul Bowles	1952	5	1952-03-16	16	9
2671	LET LOVE COME LAST	Taylor Caldwell	1949	23	1949-08-21	5	2
2672	LET ME BE FRANK WITH YOU	Richard Ford	2014	1	2014-11-23	7	14
2673	LET ME CALL YOU SWEETHEART	Mary Higgins Clark	1995	15	1995-05-14	15	2
2674	LET NO MAN WRITE MY EPITAPH	Willard Motley	1958	1	1958-09-07	1	16
2675	LETHAL	Sandra Brown	2011	4	2011-10-09	11	2
2676	LETHAL LEGACY	Linda Fairstein	2009	1	2009-03-08	12	15
2677	LETHAL SEDUCTION	Jackie Collins	2000	3	2000-07-30	1	7
2678	LETHAL WHITE	Robert Galbraith	2018	4	2018-10-07	15	1
2679	LETTER FROM PEKING	Pearl S. Buck	1957	18	1957-07-28	13	2
268	A VERY STRANGE TRIP	L. Ron Hubbard and Dave Wolverton	1999	2	1999-07-18	12	7
2680	LETTING GO	Philip Roth	1962	11	1962-07-08	13	9
2681	LEVERAGE IN DEATH	J.D. Robb	2018	4	2018-09-23	1	1
2682	LIANA	Martha Gellhorn	1944	1	1944-02-13	4	4
2683	LIAR LIAR	James Patterson and Candice Fox	2019	5	2019-02-03	1	2
2684	LIAR'S GAME	Eric Jerome Dickey	2000	5	2000-07-16	5	10
2685	LIBERTY	Stephen Coonts	2003	2	2003-02-23	12	7
2686	LIBRA	Don DeLillo	1988	5	1988-08-14	14	9
2687	LICENSE RENEWED	John Gardner	1981	13	1981-05-24	4	9
2688	LIE BY MOONLIGHT	Amanda Quick	2005	1	2005-06-26	4	16
2689	LIE DOWN IN DARKNESS	William Styron	1951	10	1951-09-30	10	7
269	A WALK ALONG THE BEACH	Debbie Macomber	2020	2	2020-08-02	3	10
2690	LIE DOWN WITH LIONS	Ken Follett	1986	24	1986-02-02	8	1
2691	LIEUTENANT HORNBLOWER	C.S. Forester	1952	13	1952-04-20	8	5
2692	LIFE AFTER LIFE	Kate Atkinson	2013	8	2013-04-21	5	3
2693	LIFE AT HAPPY KNOLL	John P. Marquand	1957	13	1957-07-07	13	6
2694	LIFE DEBT: AFTERMATH	Chuck Wendig	2016	1	2016-07-31	13	9
2695	LIFE EXPECTANCY	Dean Koontz	2004	5	2004-12-26	10	4
2696	LIFE ITS OWNSELF	Dan Jenkins	1984	15	1984-11-18	8	7
2697	LIFE OF PI	Yann Martel	2002	12	2002-12-29	6	10
2698	LIFE SENTENCES	Elizabeth Forsythe Hailey	1982	13	1982-11-07	3	11
2699	LIFE SENTENCES	Elizabeth Forsythe Halley	1983	1	1983-03-27	3	12
27	1ST CASE	James Patterson and Chris Tebbetts	2020	5	2020-08-16	10	3
270	A WALK ON THE WILD SIDE	Nelson Algren	1956	15	1956-06-10	12	8
2700	LIFE WITH FATHER	Clarence Day	1935	1	1935-08-12	6	6
2701	LIFE, THE UNIVERSE AND EVERYTHING	Douglas Adams	1982	21	1982-10-31	10	7
2702	LIFEGUARD	James Patterson and Andrew Gross	2005	10	2005-07-31	4	1
2703	LIGHT FROM HEAVEN	Jan Karon	2005	8	2005-11-27	1	2
2704	LIGHT IN SHADOW	Jayne Ann Krentz	2003	5	2003-01-19	14	6
2705	LIGHT IN THE SKY	Agatha Young	1948	1	1948-08-29	1	14
2706	LIGHT OF THE WORLD	James Lee Burke	2013	3	2013-08-11	12	5
2707	LIGHT ON SNOW	Anita Shreve	2004	6	2004-10-31	14	8
2708	LIGHTNING	Danielle Steel	1995	11	1995-07-30	12	3
2709	LIGHTNING	Dean R. Koontz	1988	11	1988-01-24	10	6
271	A WALK TO REMEMBER	Nicholas Sparks	1999	22	1999-10-24	7	4
2710	LIGHTSHIP	Archie Binns	1934	3	1934-09-10	6	3
2711	LIKE A MIGHTY ARMY	David Weber	2014	1	2014-03-09	9	5
2712	LIKE WATER FOR CHOCOLATE	Laura Esquivel	1993	61	1993-04-18	13	3
2713	LILA	Marilynne Robinson	2014	7	2014-10-26	14	4
2714	LILA	Robert M. Pirsig	1991	7	1991-11-17	15	10
2715	LILAC GIRLS	Martha Hall Kelly	2016	4	2016-04-24	8	13
2716	LILITH	J.R. Salamanca	1961	1	1961-09-17	13	12
2717	LILY WHITE	Susan Isaacs	1996	10	1996-07-21	8	8
2718	LINCOLN	Gore Vidal	1984	33	1984-06-24	1	2
2719	LINCOLN IN THE BARDO	George Saunders	2017	8	2017-03-05	10	1
272	A WALLFLOWER CHRISTMAS	Lisa Kleypas	2008	1	2008-11-02	1	9
2720	LINE OF FIRE	W. E. B. Griffin	1992	8	1992-01-26	11	3
2721	LIONHEART	Sharon Kay Penman	2011	1	2011-10-23	7	12
2722	LIPSTICK JUNGLE	Candace Bushnell	2005	4	2005-09-25	7	6
2723	LISEY'S STORY	Stephen King	2006	7	2006-11-12	6	1
2724	LISEY’S STORY	Stephen King	2007	2	2007-01-07	10	8
2725	LITTLE BOY LOST	Marghanita Laski	1950	3	1950-01-22	1	15
2726	LITTLE CHILDREN	Tom Perrotta	2004	2	2004-04-04	6	13
2727	LITTLE EARTHQUAKES	Jennifer Weiner	2004	3	2004-10-03	15	7
2728	LITTLE FIRES EVERYWHERE	Celeste Ng	2017	48	2017-10-01	12	4
2729	LITTLE GIRL LOST	Temple Bailey	1932	1	1932-08-01	3	3
273	A WANTED MAN	Lee Child	2012	6	2012-09-30	15	1
2730	LITTLE GREEN	Walter Mosley	2013	1	2013-06-02	4	15
2731	LITTLE MAN, WHAT NOW?	Hans Fallada	1933	9	1933-06-12	1	1
2732	LITTLE ME	Patrick Dennis	1961	25	1961-11-05	1	4
2733	LITTLE ORVIE	Booth Tarkington	1934	1	1934-12-24	7	7
2734	LITTLE SCARLET	Walter Mosley	2004	2	2004-07-25	8	15
2735	LIVE BY NIGHT	Dennis Lehane	2012	2	2012-10-21	6	8
2736	LIVE FROM GOLGOTHA	Gore Vidal	1992	2	1992-10-04	13	12
2737	LIVE TO SEE TOMORROW	Iris Johansen	2014	1	2014-05-18	3	11
2738	LIVE TO TELL	Lisa Gardner	2010	2	2010-08-01	10	10
2739	LIVE WIRE	Harlan Coben	2011	4	2011-04-10	14	1
274	A WEDDING IN DECEMBER	Anita Shreve	2005	5	2005-10-30	6	5
2740	LOADS OF LOVE	Anne Parrish	1932	3	1932-02-22	2	2
2741	LOCAL ANESTHETIC	Gunter Grass	1970	2	1970-05-10	12	9
2742	LOCK EVERY DOOR	Riley Sager	2019	1	2019-07-21	6	9
2743	LOCKED ON	Tom Clancy with Mark Greaney	2012	7	2012-01-01	14	2
2744	LOITERING WITH INTENT	Stuart Woods	2009	4	2009-05-10	6	3
2745	LOLITA	Vladimir Nabokov	1958	54	1958-08-31	13	1
2746	LONDON	Edward Rutherfurd	1997	18	1997-06-08	9	5
2747	LONDON BRIDGES	James Patterson	2004	11	2004-11-28	5	1
2748	LONDON FIELDS	Martin Amis	1990	1	1990-04-08	7	12
2749	LONDON MATCH	Len Deighton	1985	10	1985-12-15	3	9
275	A WEEK IN WINTER	Maeve Binchy	2013	9	2013-03-03	14	1
2750	LONE EAGLE	Danielle Steel	2001	8	2001-04-29	13	2
2751	LONE WOLF	Jodi Picoult	2012	7	2012-03-18	1	1
2752	LONELY PARADE	Fannie Hurst	1942	1	1942-01-19	5	5
2753	LONESOME DOVE	Larry McMurtry	1985	24	1985-06-30	8	4
2754	LONG BRIGHT RIVER	Liz Moore	2020	4	2020-01-26	2	6
2755	LONG LOST	Harlan Coben	2009	5	2009-04-19	3	1
2756	LONG RANGE	C.J. Box	2020	4	2020-03-22	9	2
2757	LONG REMEMBER	MacKinlay Kantor	1934	5	1934-04-16	3	3
2758	LONG ROAD TO MERCY	David Baldacci	2018	11	2018-12-02	8	2
2759	LONG THE IMPERIAL WAY	Hanama Tasaki	1950	1	1950-09-10	1	14
276	A WIDOW FOR ONE YEAR	John Irving	1998	20	1998-05-17	13	1
2760	LONG TIME GONE	J. A. Jance	2005	2	2005-08-14	13	10
2761	LONG TIME NO SEE	Susan Isaacs	2001	4	2001-09-23	8	9
2762	LONGSHOT	Dick Francis	1990	12	1990-10-28	6	3
2763	LOOK AGAIN	Lisa Scottoline	2009	3	2009-05-03	4	2
2764	LOOK ALIVE TWENTY-FIVE	Janet Evanovich	2018	7	2018-12-02	7	1
2765	LOOK DOWN IN MERCY	Walter Baxter	1952	2	1952-04-27	16	14
2766	LOOK FOR ME	Lisa Gardner	2018	4	2018-02-25	7	5
2767	LOOK TO THE MOUNTAIN	Legrand Cannon	1942	5	1942-11-09	4	4
2768	LOOKING BACK	Belva Plain	2001	1	2001-05-13	11	15
2769	LOOKING FOR MR. GOODBAR	Judith Rossner	1975	36	1975-06-22	1	1
277	A WINTER DREAM	Richard Paul Evans	2012	3	2012-11-18	5	6
2770	LOON LAKE	E.L. Doctorow	1980	25	1980-10-05	1	4
2771	LORD GRIZZLY	Frederick Manfred	1954	6	1954-11-28	16	15
2772	LORD HORNBLOWER	C.S. Forester	1946	6	1946-10-20	7	5
2773	LORD JOHN AND THE BROTHERHOOD OF THE BLADE	Diana Gabaldon	2007	2	2007-09-16	9	8
2774	LORD JOHN AND THE PRIVATE MATTER	Diana Gabaldon	2003	4	2003-10-19	1	8
2775	LORD OF CHAOS	Robert Jordan	1994	6	1994-10-30	5	4
2776	LORD OF MOUNTAINS	S. M. Stirling	2012	1	2012-09-23	11	13
2777	LORD OF THE DANCE	Andrew M. Greeley	1984	12	1984-03-11	4	6
2778	LORD OF THE SILENT	Elizabeth Peters	2001	3	2001-05-20	7	10
2779	LORD VANITY	Samuel Shellabarger	1953	30	1953-11-08	12	1
278	A WOMAN CALLED FANCY	Frank Yerby	1951	22	1951-05-27	11	4
2780	LORDS OF THE NORTH	Bernard Cornwell	2007	1	2007-02-11	1	15
2781	LORENA	Frank G. Slaughter	1959	4	1959-08-30	1	11
2782	LOS ALAMOS	Joseph Kanon	1997	2	1997-06-29	11	14
2783	LOSING BATTLES	Eudura Welty	1970	14	1970-05-10	8	4
2784	LOST	James Patterson and James O. Born	2020	5	2020-02-02	13	2
2785	LOST AND FOUND	Danielle Steel	2019	4	2019-07-14	1	4
2786	LOST AND FOUND	Jayne Ann Krentz	2001	3	2001-02-04	11	5
2787	LOST AND WANTED	Nell Freudenberger	2019	1	2019-04-28	5	14
2788	LOST CITY	Clive Cussler with Paul Kemprecos	2004	6	2004-08-15	11	2
2789	LOST DECEMBER	Richard Paul Evans	2011	3	2011-11-20	2	5
279	A WOMAN IS NO MAN	Etaf Rum	2019	1	2019-05-19	12	8
2790	LOST EMPIRE	Clive Cussler with Grant Blackwood	2010	4	2010-09-19	2	4
2791	LOST HORIZON	James Hilton	1934	23	1934-10-22	5	1
2792	LOST LAKE	Sarah Addison Allen	2014	2	2014-02-09	9	5
2793	LOST LAYSEN	Margaret Mitchell. Edited by Debra Freer	1996	2	1996-05-26	10	9
2794	LOST LIGHT	Michael Connelly	2003	6	2003-04-20	11	3
