year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,total,rank,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader
1989,Ghana,6,2,4,4,0,0,0,0,0,4,105,0,0,0,0,Eric Shen,Joel Manu
1989,Oman,6,0,6,2,0,0,0,2,0,4,105,0,0,0,0,Mian Mohammed Salim Al Hinai,Mahmood Mohammed Sarahan Al Hashami
1989,Honduras,1,1,0,1,0,0,0,0,0,1,107,0,0,0,0,Devis Moises Alvarado Zavala,
1989,United Arab Emirates,4,2,2,1,0,0,0,0,0,1,107,0,0,0,0,Ushangi Goginava,Ayesha Mohammad Alhaj Mahmood Al Nasser
1988,United States of America,6,5,1,42,41,19,40,35,15,192,1,5,1,0,0,John Berman,Carl Schildkraut
1988,People's Republic of China,6,6,0,42,42,31,40,22,13,190,2,5,1,0,0,Liang Xiao,Yijun Yao
1988,Republic of Korea,6,6,0,42,37,18,42,7,22,168,3,2,4,0,0,Suyoung Choi,Hwajong Yoo
1988,India,6,6,0,42,34,11,42,28,10,167,4,4,1,0,1,Krishnan Sivasubramanian,Rijul Saini
1988,Belarus,6,6,0,42,30,10,42,36,5,165,5,4,0,2,0,David Zmiaikou,Dzmitry Bazyleu
1988,Singapore,6,6,0,42,37,7,42,29,5,162,6,1,5,0,0,Yong Sheng Soh,Teck Kian Teo
1988,United Kingdom,6,6,0,42,33,8,42,31,6,162,6,2,3,1,0,Dominic Yeo,Vesna Kadelburg
1988,Hungary,6,6,0,42,37,16,36,23,1,155,8,2,3,1,0,Viktor Harangi,Sándor Dobos
1988,Poland,6,6,0,42,25,5,42,35,2,151,9,1,4,1,0,Tomasz Cieśla,Łukasz Bożyk
1988,Türkiye,6,5,1,38,37,5,42,12,17,151,9,2,2,2,0,Azer Kerimov,Ahmet İleri
1988,Taiwan,6,6,0,42,33,6,42,23,3,149,11,2,2,2,0,Chu-Lan Kao,Jeng-Chung Chen
1988,Romania,6,5,1,39,42,2,39,14,9,145,12,1,4,1,0,Cătălin Gherghe,Mihai Chiș
1988,Bosnia and Herzegovina,6,5,1,42,25,3,42,29,3,144,13,3,1,2,0,Adisa Bolić,Bojan Pažin
1988,Italy,6,5,1,42,32,3,36,27,3,143,14,1,3,2,0,Massimo Gobbino,Samuele Mongodi
1988,Japan,6,6,0,42,30,4,35,21,11,143,14,2,2,1,1,Takuya Inoue,Sogo Murakami
1988,Israel,6,6,0,39,35,14,36,14,4,142,16,2,2,2,0,Dan Carmon,Dmitry Novikov
1988,Mongolia,6,6,0,42,37,0,42,19,2,142,16,1,2,3,0,Batbayasgalan Balkhuu,Batzorig Undrakh
1988,Hong Kong,6,6,0,42,37,4,42,10,5,140,18,0,5,1,0,Tat Wing Leung,Cesar Jose Alaban
1988,Islamic Republic of Iran,6,5,1,40,30,2,42,16,7,137,19,1,3,1,1,Navid Safaei,Roohallah Mahkam
1988,Brazil,6,6,0,36,42,3,38,10,5,134,20,1,3,2,0,Luciano Monteiro De Castro,Rafael Filipe Dos Santos
1988,France,6,6,0,39,21,5,42,18,8,133,21,1,3,1,1,Théo Lenoir,Martin Rakovsky
1988,Serbia,6,6,0,42,20,14,35,17,4,132,22,0,4,1,1,Miljan Knežević,Teodor Von Burg
1988,Canada,6,5,1,37,23,8,42,11,10,131,23,0,4,1,1,Victor Rong,Anna Kelley
1988,Mexico,6,6,0,40,17,4,36,30,2,129,24,1,2,2,1,Luis Eduardo García Hernández,José Ignacio Barradas Bribiesca
1988,Austria,6,6,0,38,26,2,29,28,4,127,25,0,5,0,1,Theresia Eisenkölbl,Stefan Leopoldseder
1988,Kazakhstan,6,6,0,35,35,0,40,13,4,127,25,0,3,2,1,Assylbek Issakhov,Kanat Satylkhanov
1988,Bulgaria,6,5,1,42,15,4,42,20,3,126,27,0,3,2,1,Stanislav Harizanov,Stoyan Boev
1988,Greece,6,6,0,42,21,2,42,15,4,126,27,1,2,3,0,Anargyros Fellouris,Silouanos Brazitikos
1988,Kyrgyzstan,6,6,0,30,21,0,42,27,2,122,29,1,3,0,2,Timur Mambetov,Makhamadkhan Ishmatov
1988,Peru,6,5,1,42,25,0,35,16,4,122,29,0,2,3,1,Jesus Zapata,Jose Garcia
1988,Germany,6,5,1,40,27,2,32,19,0,120,31,0,2,4,0,Uwe Leck,Christian Bernert
1988,New Zealand,6,5,1,42,14,0,42,22,0,120,31,0,3,3,0,Ross Atkins,Kevin Shen
1988,Malaysia,6,5,1,42,21,1,42,10,2,118,33,0,2,4,0,M. Syafiq Johar,Muhammad Zafree Zaharidan
1988,Vietnam,6,6,0,36,26,2,42,8,4,118,33,0,2,3,1,Gia Vuong Nguyen Chu,Ba Khanh Trinh Le
1988,Croatia,6,6,0,40,11,0,42,20,3,116,35,0,3,2,1,Ivan Novak,Lukas Novak
1988,Slovakia,6,4,2,38,15,5,28,29,1,116,35,1,1,3,1,Martin Vodička,Ákos Záhorský
1988,Thailand,6,6,0,38,32,1,35,8,2,116,35,0,3,1,2,Nithi Rungtanapirom,Teeradej Kittipassorn
1988,Armenia,6,6,0,35,21,2,40,14,1,113,38,0,0,5,1,Smbat Gogyan,Grigor Keropyan
1988,Australia,6,2,4,37,21,3,42,9,1,113,38,1,1,2,2,Hadyn Tang,Michelle Chen
1988,Ukraine,6,4,2,38,22,1,35,17,0,113,38,0,2,3,1,Bogdan Rublov,Andrii Anikushyn
1988,Indonesia,6,6,0,42,17,0,42,9,1,111,41,1,0,3,2,Nanang Susyanto,Aleams Barra
1988,Saudi Arabia,6,6,0,39,18,2,42,10,0,111,41,0,1,4,1,Sultan Albarakati,Majid Almarhoumi
1988,Uzbekistan,6,5,1,36,20,1,35,18,0,110,43,0,2,3,0,Utkir Boltaev,Umid Rakhmonov
1988,Netherlands,6,6,0,37,18,0,37,16,1,109,44,0,1,4,1,Quintijn Puite,Johan Konter
1988,Georgia,6,6,0,39,15,1,36,15,2,108,45,1,0,3,1,George Chelidze,Givi Nadibaidze
1988,North Macedonia,6,6,0,38,12,1,41,13,2,107,46,1,0,2,3,Ilija Jovceski,Mirko Petrushevski
1988,Turkmenistan,6,6,0,33,15,1,42,15,1,107,46,0,2,2,2,Pirmyrat Gurbanov,Murat Chashemov
1988,Switzerland,6,5,1,42,12,2,36,14,0,106,48,1,0,1,4,David Rusch,Tan Hong
1988,Czech Republic,6,3,3,36,8,0,42,16,1,103,49,0,2,2,2,Danil Koževnikov,Lenka Kopfová
1988,Philippines,6,6,0,40,13,1,35,13,0,102,50,0,1,3,2,Hazel Joy Shi,Kerish Villegas
1988,Sweden,6,5,1,41,13,1,30,14,3,102,50,0,1,3,2,Victor Ufnarovski,David Wärn
1988,Lithuania,5,3,2,35,9,6,30,14,0,94,52,1,0,2,2,Artūras Dubickas,Zina Šiaulienė
1988,South Africa,6,4,2,34,8,0,35,16,0,93,53,0,1,2,1,Dylan Nelson,Kerry Porrill
1988,Slovenia,6,4,2,40,5,0,37,8,2,92,54,0,1,1,3,Gregor Dolinar,Luka Horjak
1988,Estonia,6,6,0,30,13,0,29,19,0,91,55,0,1,1,4,Oleg Košik,Hendrik Vija
1988,Argentina,6,5,1,36,15,0,17,21,1,90,56,0,1,3,1,Patricia Fauring,Martín Mereb
1988,Cyprus,6,4,2,31,9,0,37,9,2,88,57,0,2,1,3,Demetres Christofides,Constantinos Koupparis
1988,Denmark,6,5,1,42,4,1,27,14,0,88,57,0,0,2,4,Kirsten Rosenkilde,Magnus Ridder Olsen
1988,Colombia,6,5,1,35,5,0,35,12,0,87,59,0,0,2,4,Maria Losada,Santiago Rodríguez
1988,Latvia,6,6,0,32,6,0,35,14,0,87,59,0,0,2,4,Kims Georgs Pavlovs,Ilmārs Štolcers
1988,Algeria,6,6,0,30,11,0,36,8,1,86,61,1,0,0,4,Rahmani Abdallah,Hacene Belbachir
1988,Finland,6,4,2,40,6,2,17,19,1,85,62,0,1,1,3,Anne-Maria Ernvall-Hytönen,Daniel Slivinskiy
1988,Norway,6,6,0,36,8,0,24,17,0,85,62,0,0,3,3,Dávid Kunszenti-Kovács,Edvard Walde Heimdal
1988,Republic of Moldova,5,4,1,31,8,2,29,14,0,84,64,0,1,2,2,Valeriu Guțu,Marcel Teleucă
1988,Bangladesh,6,5,1,33,8,0,28,14,0,83,65,0,0,2,4,Mahbubul Alam Majumdar,Mirza Md Tanjim Shorif Mugdho
1988,Costa Rica,6,5,1,29,2,0,35,16,0,82,66,0,0,2,3,Oscar Zamora Luna,Anthony Santiago Chaves Aguilar
1988,Belgium,6,6,0,38,11,0,22,9,0,80,67,0,1,2,1,Bart Windels,Philippe Niederkorn
1988,Spain,6,6,0,37,17,1,10,13,2,80,67,0,0,2,3,María Gaspar,Óscar Rivero
1988,Tajikistan,6,6,0,29,8,0,33,9,1,80,67,0,0,2,3,Pirahmad Olimjoni,Malik Sitamov
1988,Portugal,6,5,1,37,10,2,11,11,0,71,70,0,0,1,4,Joana Teles,Nuno Miguel Arala Santos
1988,Sri Lanka,6,6,0,42,4,0,17,8,0,71,70,0,0,2,4,Ghaura Abheendra Mahabaduge,Gonaduwage Maneth Banula Perera
1988,Cuba,6,4,2,36,0,0,31,0,1,68,72,0,0,0,5,Ernesto Alejandro López Cadalso,Roman Fresneda Quiroga
1988,Ireland,6,6,0,34,3,0,22,8,0,67,73,0,0,0,4,Andrew Smith,Tianyiwa Xie
1988,Tunisia,6,6,0,28,4,0,28,7,0,67,73,0,0,1,3,Taoufik Charrada,Raouf Thabet
1988,Azerbaijan,6,5,1,36,10,0,17,1,0,64,75,0,0,1,5,Abbas Mammadov,Ismat Aghayev
1988,Pakistan,6,6,0,28,7,1,19,9,0,64,75,0,1,1,1,Sarfraz Ahmad,Hani Shaker
1988,Syria,6,6,0,36,7,0,21,0,0,64,75,0,0,1,4,Omran Kouba,Mohamad Firas Alhalabi
1988,Luxembourg,6,2,4,34,2,0,16,8,0,60,78,0,0,1,3,Pascal Zeihen,Bernard Felten
1988,Macau,6,5,1,28,0,0,21,7,0,56,79,0,0,0,5,Hou Tin Chau,Kan Chun Leong
1988,Albania,6,5,1,19,2,0,29,1,0,51,80,0,0,1,3,Erind Bedalli,Bruno Bajo
1988,Iraq,5,4,1,23,4,0,16,7,0,50,81,0,0,2,1,Abdullah Muqdad Mawlood Alani,Ekram Rahim Ghaffar Ghaffar
1988,Kosovo,6,5,1,30,3,0,13,2,0,48,82,0,0,0,4,Dorlir Ahmeti,Besfort Shala
1988,Uruguay,6,5,1,28,1,0,18,1,0,48,82,0,0,0,3,Nelson Raul Chocca,Guillermo Stock Lorenzo
1988,Ecuador,6,6,0,19,0,0,13,14,0,46,84,0,0,1,2,Jorge Chamaidan,Jhosue Infante
1988,Dominican Republic,6,6,0,24,0,0,7,8,0,39,85,0,0,0,3,Abdul Abner Lugo Jiménez,Elba Teresa Mejía De La Cruz
1988,Rwanda,6,4,2,31,0,0,7,1,0,39,85,0,0,0,4,Obed Nsanzimfura Korusenge,Salvi Mucyo
1988,Trinidad and Tobago,5,5,0,19,1,0,9,8,0,37,87,0,0,0,2,Indra Haraksingh,Prasanna Ramakrishnan
1988,Iceland,6,4,2,11,1,0,10,13,0,35,88,0,0,0,2,Sigurður Jens Albertsson,Elvar Wang Atlason
1988,Myanmar,6,4,2,16,0,0,14,0,0,30,89,0,0,0,3,Aung Kyaw,Shine Maw Arnt
1988,Nepal,6,6,0,19,1,0,7,1,0,28,90,0,0,0,2,Chhabi Dhungana,Narayan Paudel
1988,Bolivia,4,3,1,15,2,0,8,0,1,26,91,0,0,1,1,,Guillermo Fernando Vera Hurtado
1988,Uganda,6,4,2,10,0,0,11,1,0,22,92,0,0,0,1,Joseph Ssebuliba,Medi Ssesanga
1988,Paraguay,4,4,0,10,0,0,9,1,0,20,93,0,0,0,1,Shing Cheng Chan Chang,Carmen Cecilia Sánchez Vázquez
1988,Ivory Coast,6,5,1,14,0,0,4,1,0,19,94,0,0,0,0,Modeste Essoh,Aboubacar Camara
1988,Puerto Rico,3,2,1,15,0,0,1,2,0,18,95,0,0,0,1,Natalia María Pacheco Tallaj,Juan Esteban Florez Coronel
1988,Chile,2,2,0,10,0,0,0,7,0,17,96,0,0,0,1,Hernan Burgos,Anibal Velozo
1988,El Salvador,3,2,1,7,0,0,9,1,0,17,96,0,0,0,1,,Riquelmi Salvador Cardona Fuentes
1988,Nicaragua,1,1,0,7,1,0,7,1,0,16,98,0,0,1,0,,Rufo Holvin Casco Arévalo
1988,Botswana,6,5,1,14,0,0,1,0,0,15,99,0,0,0,1,Mmoloki Lekhutlile,Mathews Masole
1988,Liechtenstein,1,1,0,7,0,0,7,0,0,14,100,0,0,0,1,Ricardo Olivo,Elia Steinfeld
1988,Venezuela,3,2,1,6,0,0,4,4,0,14,100,0,0,0,0,Rafael Sánchez,Francisco Molina Tirado
1988,Panama,1,1,0,3,0,0,7,0,0,10,102,0,0,0,1,Joselito Wong,
1988,Bhutan,5,5,0,4,0,0,1,3,0,8,103,0,0,0,0,Yeshi Dorji,Pema Choden
1988,Kenya,5,5,0,6,0,0,0,1,0,7,104,0,0,0,0,James Kiwanuka Katende,Martin Mungai Ndungu
1988,Ghana,6,2,4,4,0,0,0,0,0,4,105,0,0,0,0,Eric Shen,Joel Manu
1988,Oman,6,0,6,2,0,0,0,2,0,4,105,0,0,0,0,Mian Mohammed Salim Al Hinai,Mahmood Mohammed Sarahan Al Hashami
1988,Honduras,1,1,0,1,0,0,0,0,0,1,107,0,0,0,0,Devis Moises Alvarado Zavala,
1988,United Arab Emirates,4,2,2,1,0,0,0,0,0,1,107,0,0,0,0,Ushangi Goginava,Ayesha Mohammad Alhaj Mahmood Al Nasser
1987,United States of America,6,5,1,42,41,19,40,35,15,192,1,5,1,0,0,John Berman,Carl Schildkraut
1987,People's Republic of China,6,6,0,42,42,31,40,22,13,190,2,5,1,0,0,Liang Xiao,Yijun Yao
1987,Republic of Korea,6,6,0,42,37,18,42,7,22,168,3,2,4,0,0,Suyoung Choi,Hwajong Yoo
1987,India,6,6,0,42,34,11,42,28,10,167,4,4,1,0,1,Krishnan Sivasubramanian,Rijul Saini
1987,Belarus,6,6,0,42,30,10,42,36,5,165,5,4,0,2,0,David Zmiaikou,Dzmitry Bazyleu
1987,Singapore,6,6,0,42,37,7,42,29,5,162,6,1,5,0,0,Yong Sheng Soh,Teck Kian Teo
1987,United Kingdom,6,6,0,42,33,8,42,31,6,162,6,2,3,1,0,Dominic Yeo,Vesna Kadelburg
1987,Hungary,6,6,0,42,37,16,36,23,1,155,8,2,3,1,0,Viktor Harangi,Sándor Dobos
1987,Poland,6,6,0,42,25,5,42,35,2,151,9,1,4,1,0,Tomasz Cieśla,Łukasz Bożyk
1987,Türkiye,6,5,1,38,37,5,42,12,17,151,9,2,2,2,0,Azer Kerimov,Ahmet İleri
1987,Taiwan,6,6,0,42,33,6,42,23,3,149,11,2,2,2,0,Chu-Lan Kao,Jeng-Chung Chen
1987,Romania,6,5,1,39,42,2,39,14,9,145,12,1,4,1,0,Cătălin Gherghe,Mihai Chiș
1987,Bosnia and Herzegovina,6,5,1,42,25,3,42,29,3,144,13,3,1,2,0,Adisa Bolić,Bojan Pažin
1987,Italy,6,5,1,42,32,3,36,27,3,143,14,1,3,2,0,Massimo Gobbino,Samuele Mongodi
1987,Japan,6,6,0,42,30,4,35,21,11,143,14,2,2,1,1,Takuya Inoue,Sogo Murakami
1987,Israel,6,6,0,39,35,14,36,14,4,142,16,2,2,2,0,Dan Carmon,Dmitry Novikov
1987,Mongolia,6,6,0,42,37,0,42,19,2,142,16,1,2,3,0,Batbayasgalan Balkhuu,Batzorig Undrakh
1987,Hong Kong,6,6,0,42,37,4,42,10,5,140,18,0,5,1,0,Tat Wing Leung,Cesar Jose Alaban
1987,Islamic Republic of Iran,6,5,1,40,30,2,42,16,7,137,19,1,3,1,1,Navid Safaei,Roohallah Mahkam
1987,Brazil,6,6,0,36,42,3,38,10,5,134,20,1,3,2,0,Luciano Monteiro De Castro,Rafael Filipe Dos Santos
1987,France,6,6,0,39,21,5,42,18,8,133,21,1,3,1,1,Théo Lenoir,Martin Rakovsky
1987,Serbia,6,6,0,42,20,14,35,17,4,132,22,0,4,1,1,Miljan Knežević,Teodor Von Burg
1987,Canada,6,5,1,37,23,8,42,11,10,131,23,0,4,1,1,Victor Rong,Anna Kelley
1987,Mexico,6,6,0,40,17,4,36,30,2,129,24,1,2,2,1,Luis Eduardo García Hernández,José Ignacio Barradas Bribiesca
1987,Austria,6,6,0,38,26,2,29,28,4,127,25,0,5,0,1,Theresia Eisenkölbl,Stefan Leopoldseder
1987,Kazakhstan,6,6,0,35,35,0,40,13,4,127,25,0,3,2,1,Assylbek Issakhov,Kanat Satylkhanov
1987,Bulgaria,6,5,1,42,15,4,42,20,3,126,27,0,3,2,1,Stanislav Harizanov,Stoyan Boev
1987,Greece,6,6,0,42,21,2,42,15,4,126,27,1,2,3,0,Anargyros Fellouris,Silouanos Brazitikos
1987,Kyrgyzstan,6,6,0,30,21,0,42,27,2,122,29,1,3,0,2,Timur Mambetov,Makhamadkhan Ishmatov
1987,Peru,6,5,1,42,25,0,35,16,4,122,29,0,2,3,1,Jesus Zapata,Jose Garcia
1987,Germany,6,5,1,40,27,2,32,19,0,120,31,0,2,4,0,Uwe Leck,Christian Bernert
1987,New Zealand,6,5,1,42,14,0,42,22,0,120,31,0,3,3,0,Ross Atkins,Kevin Shen
1987,Malaysia,6,5,1,42,21,1,42,10,2,118,33,0,2,4,0,M. Syafiq Johar,Muhammad Zafree Zaharidan
1987,Vietnam,6,6,0,36,26,2,42,8,4,118,33,0,2,3,1,Gia Vuong Nguyen Chu,Ba Khanh Trinh Le
1987,Croatia,6,6,0,40,11,0,42,20,3,116,35,0,3,2,1,Ivan Novak,Lukas Novak
1987,Slovakia,6,4,2,38,15,5,28,29,1,116,35,1,1,3,1,Martin Vodička,Ákos Záhorský
1987,Thailand,6,6,0,38,32,1,35,8,2,116,35,0,3,1,2,Nithi Rungtanapirom,Teeradej Kittipassorn
1987,Armenia,6,6,0,35,21,2,40,14,1,113,38,0,0,5,1,Smbat Gogyan,Grigor Keropyan
1987,Australia,6,2,4,37,21,3,42,9,1,113,38,1,1,2,2,Hadyn Tang,Michelle Chen
1987,Ukraine,6,4,2,38,22,1,35,17,0,113,38,0,2,3,1,Bogdan Rublov,Andrii Anikushyn
1987,Indonesia,6,6,0,42,17,0,42,9,1,111,41,1,0,3,2,Nanang Susyanto,Aleams Barra
1987,Saudi Arabia,6,6,0,39,18,2,42,10,0,111,41,0,1,4,1,Sultan Albarakati,Majid Almarhoumi
1987,Uzbekistan,6,5,1,36,20,1,35,18,0,110,43,0,2,3,0,Utkir Boltaev,Umid Rakhmonov
1987,Netherlands,6,6,0,37,18,0,37,16,1,109,44,0,1,4,1,Quintijn Puite,Johan Konter
1987,Georgia,6,6,0,39,15,1,36,15,2,108,45,1,0,3,1,George Chelidze,Givi Nadibaidze
1987,North Macedonia,6,6,0,38,12,1,41,13,2,107,46,1,0,2,3,Ilija Jovceski,Mirko Petrushevski
1987,Turkmenistan,6,6,0,33,15,1,42,15,1,107,46,0,2,2,2,Pirmyrat Gurbanov,Murat Chashemov
1987,Switzerland,6,5,1,42,12,2,36,14,0,106,48,1,0,1,4,David Rusch,Tan Hong
1987,Czech Republic,6,3,3,36,8,0,42,16,1,103,49,0,2,2,2,Danil Koževnikov,Lenka Kopfová
1987,Philippines,6,6,0,40,13,1,35,13,0,102,50,0,1,3,2,Hazel Joy Shi,Kerish Villegas
1987,Sweden,6,5,1,41,13,1,30,14,3,102,50,0,1,3,2,Victor Ufnarovski,David Wärn
1987,Lithuania,5,3,2,35,9,6,30,14,0,94,52,1,0,2,2,Artūras Dubickas,Zina Šiaulienė
1987,South Africa,6,4,2,34,8,0,35,16,0,93,53,0,1,2,1,Dylan Nelson,Kerry Porrill
1987,Slovenia,6,4,2,40,5,0,37,8,2,92,54,0,1,1,3,Gregor Dolinar,Luka Horjak
1987,Estonia,6,6,0,30,13,0,29,19,0,91,55,0,1,1,4,Oleg Košik,Hendrik Vija
1987,Argentina,6,5,1,36,15,0,17,21,1,90,56,0,1,3,1,Patricia Fauring,Martín Mereb
1987,Cyprus,6,4,2,31,9,0,37,9,2,88,57,0,2,1,3,Demetres Christofides,Constantinos Koupparis
1987,Denmark,6,5,1,42,4,1,27,14,0,88,57,0,0,2,4,Kirsten Rosenkilde,Magnus Ridder Olsen
1987,Colombia,6,5,1,35,5,0,35,12,0,87,59,0,0,2,4,Maria Losada,Santiago Rodríguez
1987,Latvia,6,6,0,32,6,0,35,14,0,87,59,0,0,2,4,Kims Georgs Pavlovs,Ilmārs Štolcers
1987,Algeria,6,6,0,30,11,0,36,8,1,86,61,1,0,0,4,Rahmani Abdallah,Hacene Belbachir
1987,Finland,6,4,2,40,6,2,17,19,1,85,62,0,1,1,3,Anne-Maria Ernvall-Hytönen,Daniel Slivinskiy
1987,Norway,6,6,0,36,8,0,24,17,0,85,62,0,0,3,3,Dávid Kunszenti-Kovács,Edvard Walde Heimdal
1987,Republic of Moldova,5,4,1,31,8,2,29,14,0,84,64,0,1,2,2,Valeriu Guțu,Marcel Teleucă
1987,Bangladesh,6,5,1,33,8,0,28,14,0,83,65,0,0,2,4,Mahbubul Alam Majumdar,Mirza Md Tanjim Shorif Mugdho
1987,Costa Rica,6,5,1,29,2,0,35,16,0,82,66,0,0,2,3,Oscar Zamora Luna,Anthony Santiago Chaves Aguilar
1987,Belgium,6,6,0,38,11,0,22,9,0,80,67,0,1,2,1,Bart Windels,Philippe Niederkorn
1987,Spain,6,6,0,37,17,1,10,13,2,80,67,0,0,2,3,María Gaspar,Óscar Rivero
1987,Tajikistan,6,6,0,29,8,0,33,9,1,80,67,0,0,2,3,Pirahmad Olimjoni,Malik Sitamov
1987,Portugal,6,5,1,37,10,2,11,11,0,71,70,0,0,1,4,Joana Teles,Nuno Miguel Arala Santos
1987,Sri Lanka,6,6,0,42,4,0,17,8,0,71,70,0,0,2,4,Ghaura Abheendra Mahabaduge,Gonaduwage Maneth Banula Perera
1987,Cuba,6,4,2,36,0,0,31,0,1,68,72,0,0,0,5,Ernesto Alejandro López Cadalso,Roman Fresneda Quiroga
1987,Ireland,6,6,0,34,3,0,22,8,0,67,73,0,0,0,4,Andrew Smith,Tianyiwa Xie
1987,Tunisia,6,6,0,28,4,0,28,7,0,67,73,0,0,1,3,Taoufik Charrada,Raouf Thabet
1987,Azerbaijan,6,5,1,36,10,0,17,1,0,64,75,0,0,1,5,Abbas Mammadov,Ismat Aghayev
1987,Pakistan,6,6,0,28,7,1,19,9,0,64,75,0,1,1,1,Sarfraz Ahmad,Hani Shaker
1987,Syria,6,6,0,36,7,0,21,0,0,64,75,0,0,1,4,Omran Kouba,Mohamad Firas Alhalabi
1987,Luxembourg,6,2,4,34,2,0,16,8,0,60,78,0,0,1,3,Pascal Zeihen,Bernard Felten
1987,Macau,6,5,1,28,0,0,21,7,0,56,79,0,0,0,5,Hou Tin Chau,Kan Chun Leong
1987,Albania,6,5,1,19,2,0,29,1,0,51,80,0,0,1,3,Erind Bedalli,Bruno Bajo
1987,Iraq,5,4,1,23,4,0,16,7,0,50,81,0,0,2,1,Abdullah Muqdad Mawlood Alani,Ekram Rahim Ghaffar Ghaffar
1987,Kosovo,6,5,1,30,3,0,13,2,0,48,82,0,0,0,4,Dorlir Ahmeti,Besfort Shala
1987,Uruguay,6,5,1,28,1,0,18,1,0,48,82,0,0,0,3,Nelson Raul Chocca,Guillermo Stock Lorenzo
1987,Ecuador,6,6,0,19,0,0,13,14,0,46,84,0,0,1,2,Jorge Chamaidan,Jhosue Infante
1987,Dominican Republic,6,6,0,24,0,0,7,8,0,39,85,0,0,0,3,Abdul Abner Lugo Jiménez,Elba Teresa Mejía De La Cruz
1987,Rwanda,6,4,2,31,0,0,7,1,0,39,85,0,0,0,4,Obed Nsanzimfura Korusenge,Salvi Mucyo
1987,Trinidad and Tobago,5,5,0,19,1,0,9,8,0,37,87,0,0,0,2,Indra Haraksingh,Prasanna Ramakrishnan
1987,Iceland,6,4,2,11,1,0,10,13,0,35,88,0,0,0,2,Sigurður Jens Albertsson,Elvar Wang Atlason
1987,Myanmar,6,4,2,16,0,0,14,0,0,30,89,0,0,0,3,Aung Kyaw,Shine Maw Arnt
1987,Nepal,6,6,0,19,1,0,7,1,0,28,90,0,0,0,2,Chhabi Dhungana,Narayan Paudel
1987,Bolivia,4,3,1,15,2,0,8,0,1,26,91,0,0,1,1,,Guillermo Fernando Vera Hurtado
1987,Uganda,6,4,2,10,0,0,11,1,0,22,92,0,0,0,1,Joseph Ssebuliba,Medi Ssesanga
1987,Paraguay,4,4,0,10,0,0,9,1,0,20,93,0,0,0,1,Shing Cheng Chan Chang,Carmen Cecilia Sánchez Vázquez
1987,Ivory Coast,6,5,1,14,0,0,4,1,0,19,94,0,0,0,0,Modeste Essoh,Aboubacar Camara
1987,Puerto Rico,3,2,1,15,0,0,1,2,0,18,95,0,0,0,1,Natalia María Pacheco Tallaj,Juan Esteban Florez Coronel
1987,Chile,2,2,0,10,0,0,0,7,0,17,96,0,0,0,1,Hernan Burgos,Anibal Velozo
1987,El Salvador,3,2,1,7,0,0,9,1,0,17,96,0,0,0,1,,Riquelmi Salvador Cardona Fuentes
1987,Nicaragua,1,1,0,7,1,0,7,1,0,16,98,0,0,1,0,,Rufo Holvin Casco Arévalo
1987,Botswana,6,5,1,14,0,0,1,0,0,15,99,0,0,0,1,Mmoloki Lekhutlile,Mathews Masole
1987,Liechtenstein,1,1,0,7,0,0,7,0,0,14,100,0,0,0,1,Ricardo Olivo,Elia Steinfeld
1987,Venezuela,3,2,1,6,0,0,4,4,0,14,100,0,0,0,0,Rafael Sánchez,Francisco Molina Tirado
1987,Panama,1,1,0,3,0,0,7,0,0,10,102,0,0,0,1,Joselito Wong,
1987,Bhutan,5,5,0,4,0,0,1,3,0,8,103,0,0,0,0,Yeshi Dorji,Pema Choden
1987,Kenya,5,5,0,6,0,0,0,1,0,7,104,0,0,0,0,James Kiwanuka Katende,Martin Mungai Ndungu
1987,Ghana,6,2,4,4,0,0,0,0,0,4,105,0,0,0,0,Eric Shen,Joel Manu
1987,Oman,6,0,6,2,0,0,0,2,0,4,105,0,0,0,0,Mian Mohammed Salim Al Hinai,Mahmood Mohammed Sarahan Al Hashami
1987,Honduras,1,1,0,1,0,0,0,0,0,1,107,0,0,0,0,Devis Moises Alvarado Zavala,
1987,United Arab Emirates,4,2,2,1,0,0,0,0,0,1,107,0,0,0,0,Ushangi Goginava,Ayesha Mohammad Alhaj Mahmood Al Nasser
1986,United States of America,6,5,1,42,41,19,40,35,15,192,1,5,1,0,0,John Berman,Carl Schildkraut
1986,People's Republic of China,6,6,0,42,42,31,40,22,13,190,2,5,1,0,0,Liang Xiao,Yijun Yao
1986,Republic of Korea,6,6,0,42,37,18,42,7,22,168,3,2,4,0,0,Suyoung Choi,Hwajong Yoo
1986,India,6,6,0,42,34,11,42,28,10,167,4,4,1,0,1,Krishnan Sivasubramanian,Rijul Saini
1986,Belarus,6,6,0,42,30,10,42,36,5,165,5,4,0,2,0,David Zmiaikou,Dzmitry Bazyleu
1986,Singapore,6,6,0,42,37,7,42,29,5,162,6,1,5,0,0,Yong Sheng Soh,Teck Kian Teo
1986,United Kingdom,6,6,0,42,33,8,42,31,6,162,6,2,3,1,0,Dominic Yeo,Vesna Kadelburg
1986,Hungary,6,6,0,42,37,16,36,23,1,155,8,2,3,1,0,Viktor Harangi,Sándor Dobos
1986,Poland,6,6,0,42,25,5,42,35,2,151,9,1,4,1,0,Tomasz Cieśla,Łukasz Bożyk
