funs,pkgs,in_multiple_pkgs,contents,urls
set,(unknown),FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
library,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
library,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
theme_set,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
theme_light,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
tt_load,tidytuesdayR,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
count,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
count,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
pivot_longer,tidyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_histogram,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
facet_wrap,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_density,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
facet_wrap,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_boxplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
facet_wrap,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_bar,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_bar,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
library,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set.seed,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
filter,dplyr,TRUE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
is.na,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
mutate,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fct_lump,forcats,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
initial_split,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
training,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
vfold_cv,rsample,TRUE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
metric_set,yardstick,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
control_resamples,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
logistic_reg,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set_engine,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fit_resamples,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fit_resamples,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
nearest_neighbor,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set_engine,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fit_resamples,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
decision_tree,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set_engine,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fit_resamples,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
bind_rows,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
collect_metrics,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
mutate,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
collect_metrics,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
mutate,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
collect_metrics,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
mutate,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
collect_metrics,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
mutate,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_point,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_errorbarh,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
labs,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
nearest_neighbor,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set_engine,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fit,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
training,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
bind_cols,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
predict,stats,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
testing,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
predict,stats,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
testing,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
bind_cols,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
testing,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
metric_set,yardstick,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
metric_set,yardstick,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_boxplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
filter,dplyr,TRUE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
is.na,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
mutate,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
factor,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
initial_split,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
training,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
vfold_cv,rsample,TRUE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
multinom_reg,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set_engine,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fit_resamples,tune,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
unnest,tidyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
pivot_longer,tidyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
c,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
ggplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
aes,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
geom_boxplot,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
facet_wrap,ggplot,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
predict,stats,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
testing,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
bind_cols,dplyr,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
testing,rsample,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
metrics,yardstick,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
library,base,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
data,utils,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
logistic_reg,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set_engine,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
fit,parsnip,FALSE,2020_07_28_penguins.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_07_28_penguins.Rmd
set,(unknown),FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
library,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
library,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
library,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
theme_set,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
theme_light,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
tt_load,tidytuesdayR,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
pivot_longer,tidyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
starts_with,dplyr,TRUE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
mutate,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
as.integer,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
replace_na,tidyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
list,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
mutate,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
ifelse,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
ifelse,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
str_to_lower,stringr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
count,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
count,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
count,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
filter,dplyr,TRUE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
group_by,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
summarize,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
sum,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
ungroup,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
mutate,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
fct_reorder,forcats,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
ggplot,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
aes,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
geom_col,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
scale_y_continuous,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
labs,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
ggplot,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
aes,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
geom_col,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
scale_y_continuous,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
labs,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
facet_wrap,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
filter,dplyr,TRUE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
mutate,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
fct_reorder,forcats,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
ggplot,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
aes,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
geom_col,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
scale_x_continuous,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
labs,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
library,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
library,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
filter,dplyr,TRUE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
group_by,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
mutate,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
fct_lump,forcats,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
as.character,base,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
fct_lump,forcats,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
mutate,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
reorder_within,tidytext,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
fct_reorder,forcats,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
filter,dplyr,TRUE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
mutate,dplyr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
str_to_lower,stringr,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
ggplot,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
aes,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
geom_col,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
geom_flag,(unknown),FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
aes,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
scale_y_reordered,tidytext,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
facet_wrap,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
scale_x_continuous,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
scale_country,(unknown),FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
theme_minimal,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
theme,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
element_blank,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
element_blank,ggplot,FALSE,2020_08_04_europe_energy.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/2020_08_04_europe_energy.Rmd
