funs,pkgs,in_multiple_pkgs,contents,urls
c,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
arrange,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
group_by,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
pmin,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
summarize,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mean,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
n,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
ggplot,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
aes,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
geom_line,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
expand_limits,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
filter,dplyr,TRUE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
c,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
select,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
spread,tidyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
count,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
case_when,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mutate,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
sum,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
c,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
filter,dplyr,TRUE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mutate,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
match,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
group_by,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mutate,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
lag,dplyr,TRUE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
cummean,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
ungroup,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mutate,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
round,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
fct_relevel,forcats,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
group_by,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
summarize,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
n,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mean,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
ggplot,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
aes,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
geom_line,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
scale_y_continuous,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
percent_format,scales,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
theme,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
element_text,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
labs,ggplot,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
group_by,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
summarize,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mean,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
arrange,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
select,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
spread,tidyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
count,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
case_when,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
mutate,dplyr,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
sum,base,FALSE,grand-slams.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/grand-slams.Rmd
set,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
library,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
tibble,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
read_lines,readr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
mutate,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
str_length,stringr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
filter,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
str_detect,stringr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
mutate,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
str_split,stringr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
map,purrr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
lengths,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
mutate,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
ifelse,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
filter,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
arrange,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
desc,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
c,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
filter,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
str_detect,stringr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
mutate,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
map,purrr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
c,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
filter,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
lengths,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
arrange,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
desc,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
library,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
select,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
unnest_tokens,tidytext,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
distinct,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
group_by,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
summarize,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
n,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
sum,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
arrange,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
desc,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
acast,reshape,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
names,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
rownames,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
colnames,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
sum,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
get_score,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
c,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
get_words,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
c,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
combn,utils,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
apply,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
colnames,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
c,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
t,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
rownames,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
list,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
which.max,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
max,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
head,utils,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
find_best_combination,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
setdiff,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
find_best_combination,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
setdiff,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
find_best_combination,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
setdiff,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
find_best_combination,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
setdiff,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
find_best_combination,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
setdiff,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
find_best_combination,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
setdiff,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
find_best_combination,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
setdiff,dplyr,TRUE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
get_score,(unknown),FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
c,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
colnames,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
sum,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
unnest,tidyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
group_by,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
summarize,dplyr,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
sum,base,FALSE,honeycomb-puzzle.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/honeycomb-puzzle.Rmd
set,(unknown),FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
library,base,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
theme_set,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
theme_light,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
read_csv,readr,TRUE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
arrange,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
desc,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
extract,tidyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
mutate,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
parse_number,readr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
separate,tidyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
c,base,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
distinct,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
count,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
count,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
ggplot,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
aes,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
geom_histogram,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
scale_x_log10,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
ggplot,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
aes,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
geom_point,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
scale_x_log10,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
geom_smooth,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
mutate,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
fct_lump,forcats,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
fct_reorder,forcats,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
ggplot,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
aes,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
geom_boxplot,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
coord_flip,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
filter,dplyr,TRUE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
is.na,base,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
mutate,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
fct_lump,forcats,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
lm,stats,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
anova,stats,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
separate_rows,tidyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
mutate,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
fct_lump,forcats,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
ggplot,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
aes,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
geom_boxplot,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
library,base,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
unnest_tokens,tidytext,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
anti_join,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
filter,dplyr,TRUE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
is.na,base,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
filter,dplyr,TRUE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
is.na,base,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
group_by,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
summarize,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
n,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
mean,Matrix,TRUE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
arrange,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
desc,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
filter,dplyr,TRUE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
mutate,dplyr,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
fct_reorder,forcats,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
ggplot,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
aes,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
geom_point,ggplot,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
library,base,FALSE,horror-movie-ratings.Rmd,https://raw.githubusercontent.com/dgrtwo/data-screencasts/master/horror-movie-ratings.Rmd
